,2021-12-31,美年大健康产业控股股份有限公司 关于2021年员工持股计划完成股票 购买的公告,证券时报
2135,2020-05-26,【国信医药】新冠检测专题(2)：海外爆发，Q2弹性可期,GuosenHealthcare
2136,2020-05-26,医疗新基建方向明确 机构称将拉动相关设备需求,中国财富网
2137,2020-05-25,刚刚，“十四冬”再添6家合作企业，54家企业喜获授牌,搜狐
2138,2020-05-25,生物医药行业周报：第三批带量采购即将开展 仿制药集采进入常态,新浪
2139,2020-05-24,获腾讯、高瓴等60亿资金投入的运动健身，会成为下一个大健康流量入口吗？,36氪
2140,2020-05-24,【医药】公共卫生能力建设方案落地，有哪些受益方向？,天风研究
2141,2020-05-22,中外企业家两会建言：加速新药审批、优化营商环境,第一财经
2142,2020-05-22,修复行情有望上台阶,上证报
2143,2020-05-21,中国CT机行业竞争格局分析及发展前景,中研网
2144,2020-05-21,美年健康董事长俞熔：政策释放积极信号，在线医疗进入黄金发展期,每日经济新闻
2145,2020-05-21,医院CT机器多少钱一台？2020CT机行业发展现状及前景分析,中研网
2146,2020-05-21,陈志武：为啥买壳上市,36氪
2147,2020-05-21,5月21日沪深两市最新交易提示,金融界
2148,2020-05-20,最牛板块盘点（二）：医药生物，占据A股最佳赛道！,老司基一枚
2149,2020-05-20,高特佳王海蛟：“后疫情时期”，医疗投资怎么做？,陆家嘴
2150,2020-05-20,37.02亿元资金今日流出医药生物股,证券时报网
2151,2020-05-19,医药生物行业日报：医药指数创近五年来新高,新浪
2152,2020-05-19,医药生物行业日报：医药高位震荡格局延续,新浪
2153,2020-05-19,中金固收中资美元债周报：地产高收益新发重启，市场继续反弹,Wind
2154,2020-05-19,获腾讯、高瓴等60亿资金投入的运动健身，会成为下一个大健康流量入口吗？,动脉网
2155,2020-05-18,沈涤凡卸任阿里健康科技（中国）有限公司法人，朱顺炎接任,凤凰网
2156,2020-05-18,[预告]深圳金融业系列公益讲座第二十七讲 《世界疫情趋势&大健康投资 》将于5月22日举办,全景网
2157,2020-05-18,沈涤凡卸任阿里健康科技法定代表人 朱顺炎接任 董监高成员变化,网易
2158,2020-05-18,医药生物行业周报：化药注射剂一致性评价启动,新浪
2159,2020-05-18,阿里健康将与美年大健康联合推出“美年狂欢周”,36氪
2160,2020-05-18,美年健康体检大数据心血管健康报告发布 这些数据值得关注,新浪
2161,2020-05-17,一周创投市场丨小米入股《陈情令》制作公司；IDG资本再添新合伙人；凯辉基金完成13亿欧元募资,每日经济新闻
2162,2020-05-15,最前线 | 联合美年大健康推线上营销IP，阿里健康股价仍回调,36氪
2163,2020-05-15,港股异动︱互联网医疗概念热度不减 阿里健康(00241)涨超4%逼近历史新高,智通财经
2164,2020-05-15,生物医药行业点评：化药注射剂一致性评价开启 市场已有充分预期,新浪
2165,2020-05-15,美年健康(002044)：优质赛道领跑者 阿里助力再启程,新浪
2166,2020-05-15,凯辉基金完成13亿欧元基金募资：未来继续看多中国,腾讯网
2167,2020-05-13,医药生物行业日报：新冠疫苗3期临床现场将移向海外,新浪
2168,2020-05-13,医药生物板块领涨大盘 机构：重点持有核心资产,中国财富网
2169,2020-05-13,美年健康数据驱动科技创新 助力慢性病防控,新浪
2170,2020-05-13,惠誉：将美年健康信用评级从BB下调至BB- 主体评级下调,Wind
2171,2020-05-13,大消费集体涨停潮 谨防短期见小高点,金融界
2172,2020-05-13,医药生物行业日报：武汉将开展全员核酸筛查,新浪
2173,2020-05-13,美年健康科技创新赋能 构筑数据驱动的生命科技生态,中国经济网
2174,2020-05-13,国盛闵行健康智谷聚焦智能医疗：星星之火点亮健康未来,凤凰网
2175,2020-05-13,医质与数字双轮驱动 美年联合阿里打造首个健康IP,中证网
2176,2020-05-12,最前线 | 阿里健康股价再创新高，逆市上涨7.75%,36氪
2177,2020-05-12,美年健康宁毅：心血管疾病防治结合 “科技+数据”助力健康中国,中国金融信息网
2178,2020-05-12,美年健康（002044.SZ）：迎政策风口，与阿里协同效应渐显,格隆汇
2179,2020-05-11,众安近来人事变动频繁：众安保险原CEO陈劲加入美年大健康 董监高成员变化,新浪
2180,2020-05-11,众安保险原CEO陈劲加入美年大健康，众安一大波人事变动接踵而至,21世纪经济报道
2181,2020-05-11,美年健康体检大数据告诉你 预防心血管疾病刻不容缓,华夏时报网
2182,2020-05-11,阿里入局赋能美年健康加速数字化转型,经济观察报
2183,2020-05-11,远大集团：上市还是不上市,经济观察网
2184,2020-05-11,阿里入局赋能美年健康加速数字化转型,经济观察网
2185,2020-05-11,A股早报2020年5月11日星期一,Wind
2186,2020-05-08,[路演]美年健康：计划与阿里合作 在支付宝上线“美年健康电商小程序”,全景网
2187,2020-05-08,[路演]美年健康：国内体检市场规模巨大且仍处于增长阶段,全景网
2188,2020-05-08,健康体检行业迎蓝海，美年健康聚焦主业加速数字化转型,凤凰网
2189,2020-05-08,专家解析心血管体检大数据 为健康中国建模,中国金融信息网
2190,2020-05-07,美年健康体检大数据心血管健康报告发布 这些数据值得关注,和讯
2191,2020-05-07,美年健康协同阿里大健康生态 迎接健康消费升级新浪潮,中国金融信息网
2192,2020-05-07,上半年业绩暴增中小板股名单,中财网
2193,2020-05-06,众安原CEO陈劲入职美年大健康系天亿集团,新浪
2194,2020-05-06,美年健康协同阿里大健康生态 加速主业数字化升级,财经网
2195,2020-05-06,商誉减值压力释放 美年健康2020年将稳步前行 资产异常,Ofweek
2196,2020-05-06,社保基金一季度重仓股揭秘：新进138股 增持159股,证券时报
2197,2020-05-06,149家中小板公司上半年业绩亮相 28.86%预增,证券时报
2198,2020-05-04,体检市场向好，美年健康发展空间充满想象,凤凰网
2199,2020-05-03,美年健康“技术+流量+大数据”潜力待释放,凤凰网
2200,2020-05-01,美年健康2019年提前挤出商誉风险，携手阿里迎接业绩增长新拐点 || 深度,凤凰网
2201,2020-05-01,超8成医药生物企业一季报盈利，机构扎堆医药类“龙头股”,Wind
2202,2020-05-01,对决前夕乾坤未定 前三名皆是黑马,南方财经网
2203,2020-04-30,商誉减值压力释放 美年健康2020年将稳步前行 资产异常,上证报
2204,2020-04-30,阿里入局，美年健康迎数字化变局,证券之星
2205,2020-04-30,体检大数据心血管健康报告发布 危险因素“三高三低”特征明显,新华网
2206,2020-04-30,新华社中经社携手美年健康发布体检大数据心血管健康报告 助力建设健康中国,Wind
2207,2020-04-30,叮当快药携手美年、华大、爱康推核酸检测预约服务 覆盖湖北武汉等60城,凤凰网
2208,2020-04-30,"美年健康2019亏8.66亿元,去年10月引入阿里巴巴为战略股东 亏损",资本邦
2209,2020-04-30,【早间资讯】2020-04-30,微信
2210,2020-04-30,美年健康：徐潘华辞去董事等职务 董监高成员变化,Wind
2211,2020-04-30,美年健康：上半年预计业绩出现亏损 预亏,Wind
2212,2020-04-30,战事白热化 不失手才会不掉队,南方财经网
2213,2020-04-29,体检大数据心血管健康报告发布 近半数人群具有危险因素,中国金融信息网
2214,2020-04-29,体检大数据心血管健康报告发布 近半数人群具有危险因素,Wind
2215,2020-04-29,【国元医药|点评】昭衍新药2020半年报点评：Q2保持高增长态势，全年有望维持高景气,元气医药
2216,2020-04-29,存量资金博弈 智品隆空仓求胜,南方财经网
2217,2020-04-28,美团医疗上线新冠核酸检测服务：覆盖全国39城，合作13家专业机构,TechWeb
2218,2020-04-28,16个IPO，已退出回款120亿，揭秘鼎晖医疗投资版图,投资界
2219,2020-04-28,湖北下调核酸检测价格 最高限价分别为180元/次和50元/项 核酸检测试剂行业发展前景调研,中研网
2220,2020-04-27,阿里开通核酸检测团体预约绿色通道 助力中小企业复工复产,上证报
2221,2020-04-27,27日中小板指涨0.83%,新华网
2222,2020-04-27,阿里巴巴斥资4亿入股A股企业爱施德获后者6%股权,搜狐
2223,2020-04-27,2020年一季度公募基金配置简析,国都证券
2224,2020-04-27,阿里开通核酸检测团体预约绿色通道 帮助企业复工复产,中国青年网
2225,2020-04-26,互联网医疗企业助力全民抗疫“下半场”：在线检测,每日经济新闻
2226,2020-04-26,这个春天，有你真好！ |“小画家”公益作品捐赠仪式在美兆医疗举行,凤凰网
2227,2020-04-26,市场良性调整 空仓也能争锋,南方财经网
2228,2020-04-26,主力抱团医疗消费防御板块 特高压概念暂歇喘息,南方财经网
2229,2020-04-24,叮当快药携手美年大健康推出新冠核酸检测预约服务，助力38城复产复工,凤凰网
2230,2020-04-24,叮当快药联合美因基因推出新冠核酸检测预约服务,36氪
2231,2020-04-24,风口上的核酸检测赚翻了！阿里健康市值暴增千亿，硕世生物怒涨1.5倍员工奖金直接翻番！,金融界
2232,2020-04-24,达安基因连续7日被融资客增持,阿尔法工场
2233,2020-04-24,今年来医药保健行业主题基金哪家强？华宝中证医疗B居榜首,资本邦
2234,2020-04-24,京东、阿里、拼多多上线核酸检测预约服务，助力商务出行,钛媒体
2235,2020-04-24,北京等地核酸检测探访：线上线下预约众多，有公司首季盈利增6倍,腾讯网
2236,2020-04-24,核酸检测大规模展开 相关上市公司受益几何,上证报
2237,2020-04-23,阿里健康：“新冠核酸检测在线预约”将覆盖全国近70个城市,中国网
2238,2020-04-23,阿里健康“新冠核酸检测” 将覆盖近70城,北京商报
2239,2020-04-23,阿里核酸检测在线预约将覆盖近70城 上海等地咨询量居前,中证网
2240,2020-04-23,港股扬83点连涨2天平安好医生见顶回落?,财华社
2241,2020-04-23,阿里核酸检测在线预约将覆盖近70城 这些城市咨询量居前,金融界
2242,2020-04-23,大规模核酸检测，来了,经济观察网
2243,2020-04-23,最前线丨上线“新冠核酸检测”预约服务，拼多多医疗健康布局加速,36氪
2244,2020-04-23,【财经早餐】财政部网站发布了关于新能源汽车免征车辆购置税有关政策的公告,华龙掘金
2245,2020-04-23,大规模检测开启：概念股飙升 达安基因连续7日被增持,新浪
2246,2020-04-23,大规模检测开启，概念股飙升！这只个股连续7日被融资客增持,e公司
2247,2020-04-23,港股午评|恒指盘中一度转跌，国美零售创逾2年新高,富途证券
2248,2020-04-23,解盘：能源反弹，原油储运、肺炎检测、智慧农业、军工领涨,Wind
2249,2020-04-23,最前线 | 阿里健康继续冲击股价新高，今年累计涨幅超过110%,36氪
2250,2020-04-23,阿里携手美年健康拓展数字科技化道路,凤凰网
2251,2020-04-23,中央决定大规模开展核酸检测 概念股昌红科技、明德生物涨停,金融界
2252,2020-04-23,港股异动 | 阿里健康涨超5%再破顶 新冠核酸检测预约平台咨询量陡增,格隆汇
2253,2020-04-23,新冠检测概念板块走强 我国将大规模开展核酸和抗体检测,格隆汇
2254,2020-04-23,【异动股】阿里健康(00241-HK)续闯高峰曾涨3.3%,财华社
2255,2020-04-23,暴涨250亿：阿里健康今年已累涨110% 市值超小米,新浪
2256,2020-04-23,智品隆傲视群雄 天羽现象级发挥,南方财经网
2257,2020-04-23,中央最新决定：大规模开展核酸和抗体检测！概念股风口又来？已有6股1个月暴涨超40%,券商中国
2258,2020-04-22,暴涨250亿！阿里健康放大招：线上可预约核酸检测，市值超小米！,中国基金报
2259,2020-04-22,我国将大规模开展核酸和抗体检测 扩大商业应用,e公司
2260,2020-04-22,10城市推出“在线预约新冠核酸检测服务” 首日咨询量陡增,中国网
2261,2020-04-22,阿里新冠核酸检测预约平台咨询量陡增 工作人员加班提升服务,砍柴网
2262,2020-04-22,收评：恒指日内反弹400点涨0.42% 医药股复苏阿里健康涨10.89%,金融界
2263,2020-04-22,阿里健康大涨12% 推出线上预约新冠核酸检测服务,新浪
2264,2020-04-22,美年健康赋能发展，蓄势健康管理升级,财经网
2265,2020-04-22,美年健康“数据+科技”赋能业态升级 夯实“医疗健康+”生态圈,每日经济新闻
2266,2020-04-22,张志：一季报接近尾声，择优选股是正道！,中金在线
2267,2020-04-22,美年健康“数据+科技”双轮驱动 生态圈赋能效应逐步体现,经济观察网
2268,2020-04-22,阿里健康（00241）推出线上预约新冠核酸检测服务 最快一天可取电子报告,智通财经
