,2021-12-27,浙江龙盛今日大宗交易成交133.06万股，成交价11.81元折价4.99%,Wind
1539,2019-04-03,秦国安：利空变利好 牛市第5子浪上攻已开始,中金在线
1540,2019-04-03,902亿资金争夺20股：主力资金重点出击12股(名单),新浪
1541,2019-04-03,大牛股是这么走出来的！04月03日 14只创新高个股统计名单,每日经济新闻
1542,2019-04-03,买跌不买涨：这些股月线3连阴，有年内跌幅超20%,证券时报
1543,2019-04-03,化工板块：安全监管或再升级优先布局化工一体化龙头,东北证券
1544,2019-04-03,招商策略：主题市场热度延续 确定性+弹性双线布局,金融界
1545,2019-04-03,【宏观策略早报】（04.03）,宝城期货
1546,2019-04-03,3日公司新闻聚焦：社保基金拟减持交通银行 减持股份,证券时报网
1547,2019-04-03,疯狂的染料！8天涨8成，机构继续“猛推”,e公司
1548,2019-04-03,浙江龙盛分散黑ETC 300%报价达60元/公斤 多家染料厂酝酿新一轮上调,e公司
1549,2019-04-03,【实探“染都”】疯狂的染料！8天涨8成，机构继续“猛推”,e公司
1550,2019-04-03,【信达看盘】2019.4.3,信达证券上海
1551,2019-04-03,军工板块延续强势 染料概念表现活跃,渤海证券
1552,2019-04-03,券商首次关注9股并给予买入评级（4月3日）,Wind
1553,2019-04-03,【市场观察】震荡整理，等待突破,联讯金融
1554,2019-04-03,【化工】浙江龙盛：染料价格继续走高，中间体业务已成盈利重要支柱,微信
1555,2019-04-03,【国元资讯早班车】社保基金计划减持交行，交行回应！,国元证券订阅号
1556,2019-04-03,【华泰证券研究所】每日晨会启明星20190403,华泰证券研究所
1557,2019-04-03,沪指涨0.2% 上攻3200点遇阻,新浪
1558,2019-04-03,染料概念走强 化工行业或将再迎来一轮涨价潮,中证报
1559,2019-04-03,【山证早班车】山西证券：晨会纪要（20190403）,山西证券研究所
1560,2019-04-03,染料概念走强 化工行业将现“蝴蝶效应”,中证网
1561,2019-04-03,"浙江龙盛:2018年业绩符合预期,2019年中间体业务将贡献更多业绩",西南证券
1562,2019-04-03,"基础化工行业4月份投资策略:行业供给局部收缩,重点关注染料、农药、聚酯产业链",国信证券
1563,2019-04-02,浙江龙盛8天5板：间苯二胺销售收入对利润影响较小,第一财经
1564,2019-04-02,浙江龙盛发布股价异动公告 市值逼近700亿元,大众证券报
1565,2019-04-02,新的赚钱主线出现了！（附今晚重要公告）,金融界
1566,2019-04-02,【收市点评】沪指三连涨 两市成交超万亿 | 2019.04.02,兴业证券兴e通
1567,2019-04-02,浙江龙盛：间苯二胺产品收入占比较小 染料价格近期有调整,e公司
1568,2019-04-02,浙江龙盛(600352.SH)近期股票交易异常波动 生产经营情况一切正常,格隆汇
1569,2019-04-02,浙江龙盛：连续涨停股价异动，目前公司间苯二胺产品生产正常,Wind
1570,2019-04-02,浙江龙盛龙虎榜数据(4月2日）,Wind
1571,2019-04-02,太刺激了！浙江龙盛10天前市值还是300亿，中信一举给出800亿目标,21世纪经济报道
1572,2019-04-02,浙江龙盛：染料及中间体价格上涨带动业绩高增,证券时报网
1573,2019-04-02,今日大盘：两市连续2日突破万亿，A股高位整理,股涨通
1574,2019-04-02,浙江龙盛持续大涨 银河证券两营业部近3日净买入4.7亿元,e公司
1575,2019-04-02,公有云独角兽优刻得获受理 云计算登陆科创板再进一步？,格隆汇
1576,2019-04-02,A股高位震荡沪指上攻3200点未果 PMI走高周期股最先受益,财华社
1577,2019-04-02,千金难买万亿成交牛回头 短调以后再新高,中金在线
1578,2019-04-02,20190402收评：如何看待高位强势股尾盘出现的分歧,中金在线
1579,2019-04-02,市场展开震荡 这一被人忽视的板块悄然走强,金融界
1580,2019-04-02,涨停板解密：化工股轮番受资金追捧！（4月2日）,Wind
1581,2019-04-02,复盘者联盟：白马股集体调整 染料、区块链板块强者恒强,腾讯网
1582,2019-04-02,涨停揭秘：新高后迎来整理 两市涨停个股解析！,巨丰财经
1583,2019-04-02,905亿资金争夺20股：主力资金重点出击8股(名单),新浪
1584,2019-04-02,大牛股是这么走出来的！04月02日 19只创新高个股统计名单,每日经济新闻
1585,2019-04-02,收评：沪指横盘震荡涨0.20% 有色概念尾盘拉升,网易
1586,2019-04-02,巨丰收评：大盘冲高回落 3200点压力逐步化解,巨丰财经
1587,2019-04-02,【西南证券—浙江龙盛公司点评】2018年业绩符合预期，2019年中间体业务将贡献更多业绩,化工林谈
1588,2019-04-02,沪深两市震荡整理 题材股继续活跃,每日经济新闻
1589,2019-04-02,巨丰午评：大盘高位整理 强势板块回归,巨丰财经
1590,2019-04-02,A股第二波上攻开启？3路主力资金现状分析 后市布局方向曝光,证券时报网
1591,2019-04-02,分散染料概念持续走强3股涨停 浙江龙盛涨停8天5板,金融界
1592,2019-04-02,数据王：从两融资金的买入标的窥探其操作风格,巨丰财经
1593,2019-04-02,染料股继续大涨 闰土股份浙江龙盛2股涨停,新浪
1594,2019-04-02,染料行业龙头浙江龙盛近8个交易日录得5个涨停,Wind
1595,2019-04-02,浙江龙盛延续强势 继续封涨停,e公司
1596,2019-04-02,【数据揭秘】04月01日 融资客最看好的前20只个股,每日经济新闻
1597,2019-04-02,浙江龙盛（600352）2018年年报点评：安全生产构筑壁垒，全年业绩创新高,国信研究
1598,2019-04-02,今年医药行业投资的主旋律六股现上车良机,中财网
1599,2019-04-02,浙江龙盛(600352.SH)拟使用不超20亿元闲置资金进行委托理财,格隆汇
1600,2019-04-02,晨会0402｜一季度公募基金业绩盘点,中信证券研究
1601,2019-04-02,浙江龙盛（600352）：响水爆炸引动变革，染料龙头优势显著,中信证券研究
1602,2019-04-02,浙江龙盛去年净利41.11亿同比增66% 董事长阮伟祥年薪185万元,挖贝网
1603,2019-04-02,早评：4月A股迎来开门红 两融余额上新台阶,中金在线
1604,2019-04-02,4月A股迎来开门红 北上资金两天流入逾140亿,证券时报
1605,2019-04-02,周二最新重磅公司传闻集锦(4月2日),证券之星
1606,2019-04-02,浙江龙盛：2018年年度主要财务指标,上交所
1607,2019-04-01,上证再创新高 市场再度掀起涨停潮,华安证券订阅号
1608,2019-04-01,再添3家！科创板新一批受理企业承销商阵容超豪华，影子股在此,中证报
1609,2019-04-01,浙江龙盛净利润达41亿元 预计今年染料市场维持高位,e公司
1610,2019-04-01,A股头条之上市公司公告精选（4.2）,金融界
1611,2019-04-01,光大策略 | 资金净流入187元，北向资金流入韧性仍在——2019年第12周股市资金跟踪,超悦策略
1612,2019-04-01,公告精选：雷曼股份、通威股份等公司披露季报预增；一汽夏利连续三涨停，明起停牌核查,每日经济新闻
1613,2019-04-01,与阿里腾讯“同台打擂” 第三方云计算服务商优刻得申报科创板获受理,中证网
1614,2019-04-01,学会这一招，打板再也不怕“被炸”了！,金融界
1615,2019-04-01,浙江龙盛：2018年净利同比增66% 拟10派2.5元,e公司
1616,2019-04-01,浙江龙盛(600352.SH)2018年扣非净利润升102.64%至37.04亿元 拟10派2.5元,格隆汇
1617,2019-04-01,浙江龙盛：2018年净利润同比增66.20%，拟10派2.50,Wind
1618,2019-04-01,复盘者联盟：三大指数全天单边大涨，区块链概念大规模涨停,腾讯网
1619,2019-04-01,飞刀晚评4/1：30日线成了后市的止盈线！,中金在线
1620,2019-04-01,20190401收评：放量突破3150点引领行情进入新阶段,中金在线
1621,2019-04-01,涨停板解密：行情火爆百股涨停再现！（4月1日）,Wind
1622,2019-04-01,4月1日异动股点评：区块链迎来高光时刻 盘点四牛与四熊,山东神光
1623,2019-04-01,1021亿资金争夺20股：主力资金重点出击14股(名单),新浪
1624,2019-04-01,04月01日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1625,2019-04-01,巨丰资金流向：沪市放量再创反弹新高 主力107亿资金再度加码,巨丰财经
1626,2019-04-01,04月01日 56只个股已连涨5天,每日经济新闻
1627,2019-04-01,分散染料概念大涨3股涨停 浙江龙盛7天4板,金融界
1628,2019-04-01,化工：事故影响持续发酵 安全整治由苏北园区向全国蔓延,和讯
1629,2019-04-01,报告| 2019年3月浙江省A股上市公司市值排行榜,挖贝网
1630,2019-04-01,化工：聚合MDI再度大幅上调 染料板块表现依然强势,中信建投
1631,2019-04-01,化工：甲醛与聚合MDI领涨 部分周期品价值修复,万联证券
1632,2019-04-01,大盘一举突破年内高点 注意盘面分化风险,中财网
1633,2019-04-01,染料板块开盘再度走强 染料板块股票一览表,银行信息港
1634,2019-04-01,浙江龙盛：A股猎手最炙热的捕捉对象,阿尔法工场
1635,2019-04-01,融资单周流入增速下降 三月份增仓1167亿元,投资快报
1636,2019-04-01,四月戏份足！5G戏精东方通信揭面纱，119股八成预喜，2只要摘帽,21世纪经济报道
1637,2019-03-30,【西南化工周观点】间苯二胺价格暴涨，万华MDI报价大幅上调,化工林谈
1638,2019-03-29,外资单日净买入超百亿，A股大涨收官三月！多只消费股创历史新高，茅台被喊出千元目标价！,e公司
1639,2019-03-29,跑赢大盘个股和弱于大盘个股排行|2019年03月29日,云掌财经
1640,2019-03-29,977亿资金争夺20股：主力资金重点出击15股(名单),新浪
1641,2019-03-29,03月29日17只个股已连涨5天,每日经济新闻
1642,2019-03-29,两市火力全开！沪指涨逾3%剑指3100点 券商股气势如虹,腾讯网
1643,2019-03-29,【联讯策略】4月十大金股及市场展望,联讯金融
1644,2019-03-29,主力资金持续流出 高位股遭遇“甩卖”,中证报
1645,2019-03-28,联讯策略4月市场展望：一个风险 两条主线（附金股）,金融界
1646,2019-03-28,再破3000点，这一位置或是重要支撑！明日留意这只区块链概念股,每日经济新闻
1647,2019-03-28,包纯田：浙江上市公司高质押、高负债风险并没有实质性解除,21经济网
1648,2019-03-28,跑赢大盘个股和弱于大盘个股排行|2019年03月28日,云掌财经
1649,2019-03-28,742亿资金争夺20股：主力资金重点出击6股(名单),新浪
1650,2019-03-28,03月28日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1651,2019-03-28,03月28日22只个股已连涨5天,每日经济新闻
1652,2019-03-28,产品涨价预期强烈 浙江染料两巨头四天三涨停,钱江晚报
1653,2019-03-28,化工：染料行业涨价在即 荐6股,和讯
1654,2019-03-28,间苯二胺出现供给缺口，浙江龙盛四天三涨停,澎湃新闻
1655,2019-03-28,午评：主力正在建仓这两个板块,中财网
1656,2019-03-28,【数据揭秘】03月27日 融资客最看好的前20只个股,每日经济新闻
1657,2019-03-28,魔咒日是考验多头最好试金石！,中财网
1658,2019-03-28,A股早报2019年3月28日星期四,Wind
1659,2019-03-28,中信证券：请重视“321”事件可能带来的深远影响(附股),证券时报网
1660,2019-03-28,化工｜请重视“321”事件可能带来的深远影响,中信证券研究
1661,2019-03-28,【国元资讯早班车】第二批科创板受理企业出炉，影子股一览！,国元证券订阅号
1662,2019-03-28,A股缩量上涨，喝酒吃药行情再现——山证策略每日A股点评（20190327） - 证券研究报告,山西证券研究所
1663,2019-03-27,安全整治由苏北园区向全国蔓延 关注概念股,证券时报网
1664,2019-03-27,这一指标再显颓势，万华化学冲击涨停创6个月新高！明日留意这只房地产股,每日经济新闻
1665,2019-03-27,外资动向| 北向资金减仓A股 沪深股通净流出0.04亿元,腾讯网
1666,2019-03-27,苏北爆炸事件下的资本市场：浙江龙盛四天三板走妖,金融界
1667,2019-03-27,涨停板解密：工业大麻概念股再度集体火爆！（3月27日）,Wind
1668,2019-03-27,今日大盘：市场3000点附近反复，概念股百花齐放,股涨通
1669,2019-03-27,年报陆续公布白马股表现亮眼 沪指探底回升涨0.85%市场有望企稳,财华社
1670,2019-03-27,散户出逃最多个股排行|2019年03月27日,云掌财经
1671,2019-03-27,涨停板复盘:沪指收复3000点涨0.8% 工业大麻掀涨停潮,新浪
1672,2019-03-27,工业大麻概念股恒强：三大股指均收红，两市成交额创月内新低,澎湃新闻
1673,2019-03-27,613亿资金争夺20股：主力资金重点出击11股(名单),新浪
1674,2019-03-27,巨丰资金流向：两市缩量V型反弹 医药板块获21亿主力买入,巨丰财经
1675,2019-03-27,03月27日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1676,2019-03-27,03月27日 主力资金近三日都在买这些概念股,每日经济新闻
1677,2019-03-27,最新业绩巨亏股名单来了！竟有24股涨幅一度翻倍 最热爆炒股是它,证券时报
1678,2019-03-27,"化工行业;江苏天嘉宜化工发生爆炸事故,影响间苯二胺供给格局 安全事故",正点财经
1679,2019-03-27,"基础化工行业周报:关注天嘉宜爆炸事故后续影响,看好染料板块",正点财经
1680,2019-03-27,收评：两市探底回升沪指涨0.8% 工业大麻掀涨停潮,新浪
1681,2019-03-27,三大股指集体收红 券商、白酒股护盘效应显著,佳酿网
1682,2019-03-27,午评：两市下探回升沪指涨0.55% 工业大麻再度走强,新浪
1683,2019-03-27,沪深300涨逾1% 喝酒吃药行情重现 泸州老窖涨近6%,证券时报网
