,2021-12-31,恒力石化(600346.SH)尚未开始实施回购,智通财经
2222,2020-07-20,意外！这个冷门板块涨停股最多，机构重点看好这些股,证券时报网
2223,2020-07-20,【方正策略+行业】御风而行，低估值价值崛起【附标的】,策略研究
2224,2020-07-20,降雨冲淡成品油市场，但民营炼化长期竞争力强,第一财经
2225,2020-07-20,石油石化行业周报：三大机构发布原油市场月报 全球原油需求降幅缩窄,新浪
2226,2020-07-20,“炼化-化纤”产业链周报：荣盛石化中报利润预增196%-221%,新浪
2227,2020-07-20,生意社：市场缺乏利好消息指引 涤纶长丝价格同比跌幅超30%,生意社
2228,2020-07-20,哪些发债主体评级在调整？——信用评级跟踪第2期,债券池
2229,2020-07-20,石油化工行业北向资金周报,新浪
2230,2020-07-20,产业早报 | 新的交易日来临，今日期市走势如何0720,美尔雅期货研究院
2231,2020-07-20,同比增长196%-221%！荣盛石化半年度净利润爆发式增长！,纺织网
2232,2020-07-20,20200720早间直通车,广州期货
2233,2020-07-20,【西南期货】今日评论2020.7.20,西南期货研究所
2234,2020-07-19,周度策略 | 险资入市比例上调，下周期市如何布局？,美尔雅期货研究院
2235,2020-07-18,能化日报：逢低做多LU1-5价差,新浪
2236,2020-07-17,供需过剩难改 苯乙烯延续成本定价,和讯
2237,2020-07-17,一周通读：光大证券重点报告精选,光大证券
2238,2020-07-17,荣盛石化(002493)：中报同比增长196-221% 上调盈利预测及目标价,新浪
2239,2020-07-17,主港库存高企 低价倒逼乙二醇产能出清,和讯
2240,2020-07-17,终端需求疲软反弹阻力偏强 PTA或偏弱震荡,长安期货
2241,2020-07-17,【热点聚焦】中国PX一体化趋势下 贸易格局转变加速,新浪
2242,2020-07-17,华闻晨报 |铁矿尝试短空,华闻期货
2243,2020-07-17,券商首次关注7股并给予买入评级（7月17日）,Wind
2244,2020-07-17,【西南期货】今日评论2020.7.17,西南期货研究所
2245,2020-07-16,恒力石化(600346)：石化航母乘风破浪 炼化项目迎来业绩释放期,新浪
2246,2020-07-16,投资策略及结论-日刊,新浪
2247,2020-07-16,供需持续恶化 成本决定PTA未来价格,和讯
2248,2020-07-16,乙二醇产能投放期风险管理需求增加 期货助力聚酯企业稳定经营,大商所
2249,2020-07-16,晨报精粹：今日重要宏观数据发布 预期仍略偏强,中信期货微资讯
2250,2020-07-16,期市头条（2020年7月16日）,鲁证研究
2251,2020-07-16,【PTA】供给提升，PTA重心或再度下移,弘业期货
2252,2020-07-16,华闻晨报 |塑料震荡格局，谨慎逢高短空,华闻期货
2253,2020-07-16,【西南期货】今日评论2020.7.16,西南期货研究所
2254,2020-07-15,2020年石化半年度策略报告：需求持续改善、政策助力发展,新浪
2255,2020-07-15,83股今日获机构买入评级6股上涨空间超50%,证券时报网
2256,2020-07-15,化工板块午后爆发，氯碱化工等逾10股涨停，关注四投资主线,证券时报网
2257,2020-07-15,大宗商品晨报：美原油收涨 油脂板块快速走强,新浪
2258,2020-07-15,产业早报 | 国内商品涨跌互现，今日这几个品种可以期待0715,美尔雅期货研究院
2259,2020-07-15,【化工】2020年中期策略：迎接复苏，抱紧龙头,中银证券研究
2260,2020-07-14,PTA 价格重心将再度回落,期货日报
2261,2020-07-14,乙二醇 下半年偏弱运行,期货日报
2262,2020-07-14,需求持续疲软基础油行情走势偏弱,百川盈孚
2263,2020-07-14,今年第三批原油非国营贸易进口允许量下发,国际商报
2264,2020-07-14,市场担忧后续出现大面积减产，谁都不愿意做“接盘侠”！,期货日报
2265,2020-07-14,周报｜能化：原油价格小幅震荡 能化市场相对平淡-20200713,中银期货研究
2266,2020-07-14,产业早报 | 黑色系集体走强，今日期市关注哪些0714,美尔雅期货研究院
2267,2020-07-14,【西南期货】今日评论2020.7.14,西南期货研究所
2268,2020-07-13,每周炼化：部分涤丝工厂减产降负！,新浪
2269,2020-07-13,【PX】PX市场弱势调整,百川盈孚
2270,2020-07-13,【PTA】华东内贸市场窄幅上行,百川盈孚
2271,2020-07-13,恒力石化：150万吨/年乙烯项目顺利达产,Wind
2272,2020-07-13,恒力石化：150万吨/年乙烯项目顺利达产 大炼化项目产业链再完善,中证网
2273,2020-07-13,"化工行业周报：万华化学POE年内完成中试,萤石价格坚挺运行",开源证券
2274,2020-07-13,獐子岛后，大连资本市场再现怪现象：持股4%小股东力压持股24%国资控制董事会,中金在线
2275,2020-07-13,研究资讯｜浙商周策略20200713-20200717,浙商期货
2276,2020-07-13,产业早报 | 有色“热钱”效应持续，今日期市关注哪些0713,美尔雅期货研究院
2277,2020-07-13,华闻晨报 | 原料价格坚挺，天胶震荡偏强,华闻期货
2278,2020-07-13,煤炭石化行业周报：油煤价格短期见顶 焦炭宜积极看待,新浪
2279,2020-07-13,【西南期货】今日评论2020.7.13,西南期货研究所
2280,2020-07-11,中泰化工周度观点20W28：成品油出口权下发 建议关注民营炼化,新浪
2281,2020-07-11,撑不住了！聚酯企业联合限产，PTA雪上加霜,期货日报
2282,2020-07-10,【东北基础化工】日报/龙蟒佰利：各硫酸法型号钛白粉销售价上调500元/吨20200711,东北基础化工
2283,2020-07-10,西部期货：检修高峰结束 聚乙烯四季度供应压力大,新浪
2284,2020-07-10,能化日报：长线做多LPG,新浪
2285,2020-07-10,恒力石化：第二期员工持股计划股票出售完毕暨终止，卖出0.38%公司股份,Wind
2286,2020-07-10,恒力石化(600346.SH)：信托计划增持公司的股份出售完毕,格隆汇
2287,2020-07-10,恒力石化(600346.SH)：第二期员工持股计划股票出售完毕 减持股份,格隆汇
2288,2020-07-10,产业早报 | 新的一天来临，一日期市早布局0710,美尔雅期货研究院
2289,2020-07-10,【能化早评】美感染人数创纪录，能化调整,混沌天成研究
2290,2020-07-10,【西南期货】今日评论2020.7.10,西南期货研究所
2291,2020-07-10,石油天然气：浙石化获批成品油出口资格；成品油市场改革再下一城,新浪
2292,2020-07-10,信达期货：烯烃近强远弱格局延续,新浪
2293,2020-07-09,能化日报：PP9-1正套回调继续加多,新浪
2294,2020-07-09,"""野蛮""资本打上门，大连圣亚国资控股地位岌岌可危",新浪
2295,2020-07-09,宏源期货PTA&MEG早评,宏源期货
2296,2020-07-09,产业早报 | COMEX金价创近九年新高，期市走势如何0709,美尔雅期货研究院
2297,2020-07-09,油价横盘整理，国内化工继续分化,混沌天成研究
2298,2020-07-08,西部期货：聚丙烯需求增速高 供应压力较轻,新浪
2299,2020-07-08,陕化建承建恒力石化PTA装置开车成功,纺织网
2300,2020-07-08,【PTA】早间评述,百川盈孚
2301,2020-07-08,PTA期货及期权日报,方正中期期货有限公司
2302,2020-07-08,【东北石化吴若飞/田照丰】原油重磅深度：未来原油怎么看？复盘过去10年油价核心逻辑的启示,东北证券研究所
2303,2020-07-08,库存持续下降，聚烯烃向上突破,混沌天成研究
2304,2020-07-08,【西南期货】今日评论2020.7.8,西南期货研究所
2305,2020-07-07,【中金固收·信用】高等级利差变化不大，城投地产利差收窄—2020年6月行业利差跟踪 20200707,中金固定收益研究
2306,2020-07-07,化工行业：民营大炼化-景气底部彰显价值本色,广发证券
2307,2020-07-07,苯乙烯行业利润继续围绕成本线附近徘徊,中宇资讯
2308,2020-07-07,瑞达期货：PTA震荡回升 关注开工率变化,瑞达期货
2309,2020-07-07,1050万吨产能计划下半年投放！PTA扩张速度远超聚酯的熊市错配时期，来了！,期货日报
2310,2020-07-07,原油横盘整理，国内化工略显强势,混沌天成研究
2311,2020-07-07,产业早报 | 经济回暖A股大涨，今日期市走势如何0707,美尔雅期货研究院
2312,2020-07-07,【西南期货】今日评论2020.7.7,西南期货研究所
2313,2020-07-06,化工行业周报：焦炭炭黑价格持续上涨 周期股迎来估值修复机会,新浪
2314,2020-07-06,辽宁：开展“外贸双量”增长计划 促外贸整体水平提升,新华网
2315,2020-07-06,恒力石化(600346.SH)：控股股东恒力集团质押3500万股,格隆汇
2316,2020-07-06,【宁证研报】一周重点品种速览 |宁证期货|,宁证期货
2317,2020-07-06,品种策略日报-PTA MEG,新浪
2318,2020-07-06,化工期货周报：化工供需偏弱 短期价格或偏震荡,新浪
2319,2020-07-06,基础化工行业周报：关注低估值及较高成长性的二线蓝筹,光大证券
2320,2020-07-06,PP、LLDPE期权上市首日展望,广州期货
2321,2020-07-06,华闻晨报 | 市场随时炒作天气，豆粕回调做多（20200706）,华闻期货
2322,2020-07-06,产业早报 | 产业早报 | 新的一天来临，一日期市早布局0706,美尔雅期货研究院
2323,2020-07-06,【化工半年报】供需压力显著，PTA&MEG困境难破,弘业期货
2324,2020-07-06,PTA/PX行业本周看点（20200627-0703）,纺织网
2325,2020-07-05,石化行业周报：油价及政策推动石化行业发展,新浪
2326,2020-07-05,【创元周报】苯乙烯能否走出震荡？,创元期货股份有限公司
2327,2020-07-04,化工行业周报：东方证券化工周报-7月第1周,新浪
2328,2020-07-04,化工行业周度观点：PVC糊树脂持续大涨 关注相关产业链机会,新浪
2329,2020-07-03,广州期货塑料日评,新浪
2330,2020-07-03,快讯：煤炭石油板块活跃涨近3% 机构建议关注两条投资主线,证券日报
2331,2020-07-03,恒力石化250万吨级PTA-5装置开车成功！采用世界领先技术，比目前PTA最低吨成本还要降低20%左右！,纺织网
2332,2020-07-03,美非农数据强劲，WTI40美金震荡,混沌天成研究
2333,2020-07-03,华闻晨报 | 尿素1500整数关口存支撑，谨慎短多（20200703）,华闻期货
2334,2020-07-03,恒力石化5号250万吨/年PTA装置开车成功,纺织网
2335,2020-07-02,广州期货：成本支撑叠加检修行情 烯烃维持偏强震荡,新浪
2336,2020-07-02,能源行业日报：美国上周API原油库存减少820万桶,新浪
2337,2020-07-02,石油石化行业半年度策略报告：淡化板块 沿业绩确定性精选个股,新浪
2338,2020-07-02,恒力石化(600346.SH)6月未实施回购累计回购777.99万股,格隆汇
2339,2020-07-02,【PTA】华东内贸市场向上整理,百川盈孚
2340,2020-07-02,7月PX ACP价格商谈无果--每日化纤行情快报（7.1）,纺织网
2341,2020-07-02,连塑窄幅整理 收盘小幅上涨,电缆网
2342,2020-07-02,减产联盟6月产量环比再降，油价延续强势,混沌天成研究
2343,2020-07-02,石化2020中期投资策略报告：原油供需边际改善 关注油服、PDH及长丝等,新浪
2344,2020-07-02,化工2020年度中期投资策略：至暗时刻已过 聚焦C3&C2、民营炼化及油服-长江石化,新浪
2345,2020-07-01,PTA 维持偏弱运行,期货日报网
2346,2020-07-01,8月份装置集中检修 能否给PTA带来曙光？【2020.07.01】,国元期货
2347,2020-07-01,化工行业专题：盈利增速阶段性见底 估值有望修复,新浪
2348,2020-07-01,【PX】早间评述,百川盈孚
2349,2020-07-01,早报｜美豆种植面积低于预期，油粕行情有望提振-20200701,中银期货研究
2350,2020-07-01,沙特6月出口降至记录低位，原油延续去库,混沌天成研究
2351,2020-07-01,华闻晨报 | 种植面积低于预期，美豆大涨（20200701）,华闻期货
2352,2020-06-30,PE国产量周度数据：低压膜、注塑排产较低 管材与中空为主,新浪
2353,2020-06-30,石化暂无供应压力抑制期货下跌空间,期货日报网
2354,2020-06-30,吴建新：阀门行业大有可为，江苏神通任重道远,证券时报网
2355,2020-06-30,橡胶行业表现低迷 原料市场全盘下跌,天然橡胶网
2356,2020-06-30,中国5月工业利润转正，油价走高,混沌天成研究
2357,2020-06-30,【西南期货】今日评论2020.6.30,西南期货研究所
2358,2020-06-30,乙二醇 长线压力犹存,期货日报网
2359,2020-06-29,石油化工行业北上资金周报,新浪
2360,2020-06-29,恒力石化旗下恒力化纤获省“企业技术创新奖”,纺织网
2361,2020-06-29,上半年橡胶原材料价格全盘下跌 下半年能否带来抬升机会？,新浪
2362,2020-06-29,PP上半年行情回顾,盛达期货
2363,2020-06-29,策略研究 | 每日点评及交易策略,新世纪期货
2364,2020-06-29,华闻晨报 | 库存转增，铁矿短线试空（20200629）,华闻期货
2365,2020-06-29,产业早报 | 节后首个交易日，各品种策略早知道0629,美尔雅期货研究院
2366,2020-06-29,【西南期货】今日评论2020.6.29,西南期货研究所
2367,2020-06-29,石油石化行业周报：国际原油价格小幅下跌 涤丝和PTA价差缩窄,新浪
2368,2020-06-29,【东北基础化工】日报/恒力石化250万吨级PTA-5装置开车成功20200704,东北基础化工
2369,2020-06-28,大宗指南：周期品周度运行变化,新浪
2370,2020-06-28,生意社：库存压力犹存 7月PTA价格重心将下移,生意社
2371,2020-06-28,中泰化工周度观点20W26：拜耳达成草甘膦主要诉讼和解、万华眉山新材料公示,新浪
2372,2020-06-24,广州期货塑料日评,新浪
