,2021-12-31,东台东方建设投资发展发行7700万美元增信债券,久期财经
1387,2020-01-13,上海银行：对宝能贷款不存在违法违规放贷 股价跌1.6%位居板块跌幅榜首 金融监管处罚,腾讯网
1388,2020-01-13,上海银行被举报违规放贷200多亿 股价跌近2% 诉讼纠纷,网易
1389,2020-01-13,申鑫老板举报信中没提到的事：金矿和神秘的富二代 诉讼纠纷,中财网
1390,2020-01-13,上海银行澄清：向宝能集团授信为正常商业行为 相关授信不属于副行长审批权限,中金在线
1391,2020-01-13,造车还是圈地？宝能的“吃相”如何？,新京报
1392,2020-01-13,早报：一清退P2P垫付本息 麦子金服案追缴5000万,网贷之家
1393,2020-01-13,上海银行再澄清：向宝能集团授信不违规 金融监管处罚,北京商报网
1394,2020-01-13,违规向宝能放贷265亿？ 上海银行回应称没有 还挽救了系统性风险,南方财经网
1395,2020-01-12,上海银行再度澄清：不存在违法违规放贷行为 上海衡源项目转让为自主决定 金融监管处罚,中国网
1396,2020-01-12,又有新情况？与徐国良关系密切的这家公司与上海银行也有官司纠缠 诉讼纠纷,中国证券网
1397,2020-01-12,上海银行澄清：对宝能贷款不存在违法违规行为 已经报警 金融监管处罚,和讯
1398,2020-01-12,晚间公告热点追踪：上海银行称向宝能授信属正常行为,新浪
1399,2020-01-12,探访“徐国良实名举报宝能事件”核心项目：百联中环将被爆破拆除 诉讼纠纷,每日经济新闻
1400,2020-01-12,1月13日上市公司重要公告集锦：上海银行称向宝能集团授信属正常商业行为,证券日报
1401,2020-01-12,被指违规给宝能集团贷款265亿 ？上海银行澄清：属于正常商业行为，不存在违法违规放贷行为,每日经济新闻
1402,2020-01-12,上海银行公告澄清：不存在违法违规放贷！对宝能其他贷款余额135亿，平均利率为5.99%！,e公司
1403,2020-01-12,上海银行陷违规批贷“罗生门”再发文：宝能按时还本付息、衡源贷款全部逾期 未按时兑付本息,经济观察网
1404,2020-01-12,上海银行：给予宝能的所有授信业务不存在违法违规放贷行为,澎湃新闻
1405,2020-01-12,每经19点丨上海银行：向宝能集团授信属于正常商业行为；发改委：2019年中国人均GDP将首超1万美元；多家航空公司春运加开航班,每日经济新闻
1406,2020-01-12,上海银行回应宝能授信事件：不属于副行长审批权限，不存在资金被套取,搜狐
1407,2020-01-12,上海银行澄清公告：不存在违法违规向宝能放贷行为,中国证券网
1408,2020-01-12,上海银行澄清：本公司向宝能集团授信属于正常商业行为,Wind
1409,2020-01-11,每经11点丨上海银行声明：徐某某及其企业严重拖欠巨额债务，散布严重失实言论；李泽钜回应“是否重回内地投资”：从来没离开过怎么会有重返呢？；西安明确带薪护理假，全国十余省份已出台相关政策,每日经济新闻
1410,2020-01-11,上海银行声明：徐国良及其企业严重拖欠巨额债务，利用自媒体散布严重失实言论 违约失信,Wind
1411,2020-01-11,“上海银行被举报向宝能违规放贷200多亿”背后：举报人问题重重 金融监管处罚,搜狐
1412,2020-01-08,债券重大事件2020年1月8日星期三,Wind
1413,2020-01-08,快讯｜上海银行违规遭罚30万元，2019年罚款总额增长逾2倍 金融监管处罚,财经网
1414,2020-01-08,江苏银保监局：对上海银行南京新街口支行作出行政处罚，罚款30万元,Wind
1415,2020-01-08,上海银行南京新街口支行违法遭罚30万 个人贷款用途管控不严 金融监管处罚,中国网
1416,2020-01-08,1月7日有76家公司获重要股东增减持，延安必康已被连续减持154次,Wind
1417,2020-01-08,未按照相关合同的约定履行付款义务，绿庭投资子公司仍被欠资金2292万元,资本邦
1418,2020-01-07,三大股东已增持19亿元，当下的上海银行值得入局吗？,格隆汇
1419,2020-01-07,今日8只股公告增持股数达2.01亿,证券时报网
1420,2020-01-06,上海银行(601229.SH)：稳定股价措施实施完成3名股东已累计增持2.06亿股,格隆汇
1421,2020-01-06,上海银行完成稳定股价措施,上证报
1422,2020-01-06,上海银行：稳定股价措施实施完成 三股东合计增持逾19亿元,e公司
1423,2019-12-21,这家城商行发力消费贷：受邀制额度最高5万元，有逾期也能下款,腾讯网
1424,2019-12-20,上海银行向旭辉授出4亿港元一年期循环贷款补充函件,观点地产网
1425,2019-12-19,*ST康得因融借款合同纠纷案收到《执行通知书》 诉讼纠纷,资本邦
1426,2019-12-19,*ST康得：被要求向上海银行等银行支付7.2亿元,第一财经
1427,2019-12-17,上市银行科技人员规模对比： 民生银行占比近 40%，建行减员超两千,零壹财经
1428,2019-12-13,重构远程代理服务模式 “云柜员”成银行智慧转型新方向,凤凰网
1429,2019-12-12,上海银行副行长黄涛：加大信贷资源向长三角倾斜,第一财经
1430,2019-12-12,银行稳股价大盘点:杭州银行最壕 渝农商行最“抠门”,第一财经
1431,2019-12-12,上海银行200亿可转债获通过 资本指标持续下行,财经网
1432,2019-12-12,逐浪长三角一体化，城农商行拿什么与大行竞争？,21世纪经济报道
1433,2019-12-12,上海银行公开发行A股可转换公司债券获上海市国资委通过,证券日报
1434,2019-12-11,上海银行(601229.SH)公开发行不超200亿元A股可转债获上海国资委批复,格隆汇
1435,2019-12-11,上海银行：优先股股息发放实施公告,上交所
1436,2019-12-10,上海银行(601229.SH)拟发放优先股股息10.4亿元,格隆汇
1437,2019-12-10,3只银行股被金融机构扎堆调研 A股近八成银行股破净,中投网
1438,2019-12-09,上海银行“花式”违规，违反支付规定曾被指暴力催收 金融监管处罚,和讯
1439,2019-12-09,十年最大IPO明日上市重磅利好轮番上这是要逆天,中财网
1440,2019-12-09,邮储推出增持计划银行股行情看好,财富动力网
1441,2019-12-02,中证指数公司：调整上证50、上证180等指数样本股,Wind
1442,2019-11-30,提升知识产权质押融资服务能级 上海银行与上海市知识产权局签署战略合作协议,和讯
1443,2019-11-29,上海银行与成都天府新区签订战略合作协议 加强金融领域合作,上证报
1444,2019-11-29,上海银行与四川天府新区成都管理委员会签署战略合作协议,全景网
1445,2019-11-29,大金融板块早盘逆势拉升 股市风向标异动意味何在？,中投网
1446,2019-11-28,“破净”无碍倾心者 机构憧憬银行股估值修复,中证报
1447,2019-11-27,破净银行股投资价值几何,新浪
1448,2019-11-20,上海银行股份有限公司19华强MTN001信用风险缓释凭证预配售情况公告,银行间市场协会
1449,2019-11-19,上海银行与北京经济技术开发区签署战略合作协议 200亿元综合授信支持制造业高质量发展,和讯
1450,2019-11-15,下周1486亿市值限售股解禁，环比增加411.66% 解禁,Wind
1451,2019-11-15,犀牛财经晚报：上海银行浦发银行被央行处罚 国产Model3将交付 其他违规处罚,GPLP犀牛财经
1452,2019-11-15,因违反支付业务规定 上海银行被罚没超352万元 金融监管处罚,每日经济新闻
1453,2019-11-15,上海银行、浦发等机构被央行处罚 合计罚金近800万 金融监管处罚,新浪
1454,2019-11-15,上海银行被罚没352.56万元：反支付业务规定 金融监管处罚,新浪
1455,2019-11-13,上海银行(601229.SH)完成发行200亿元二级资本债券,格隆汇
1456,2019-11-13,征信“莫名其妙”被查询！你的征信报告被查了多少次？查询次数过多可能影响银行信贷审批,每日经济新闻
1457,2019-11-13,上海银行低开0.11% 65亿股限售股18日上市流通 解禁,证券时报网
1458,2019-11-13,分红比例增幅跑出两位数 上海银行构建价值创造共同体,上证报
1459,2019-11-12,上海银行将迎65亿首发限售股解禁，上市中小行解禁陆续到来 解禁,第一财经
1460,2019-11-12,上海银行限售股上市流通 98%为原始股和社保转持国有股 解禁,21世纪经济报道
1461,2019-11-12,上海银行：65亿股限售股11月18日解禁 解禁,Wind
1462,2019-11-12,上海银行(601229.SH)：65.08亿股限售股16日解禁 解禁,格隆汇
1463,2019-11-12,单季利润问鼎城商行：上海银行限售股解禁是否再现“黄金坑”？,Wind
1464,2019-11-11,又逢解禁：上海银行股价会不会二度出现“黄金坑”？,Wind
1465,2019-11-11,33家上市银行三季报核心指标排名：只有这4家不良率上升,和讯
1466,2019-11-11,33家上市银行三季报核心指标排名：只有这4家不良率上升 资产异常,面包财经
1467,2019-11-10,【产业互联网周报】阿里增持菜鸟；微信支付宝向外国游客开放服务；百度推“区块链+智能城市”建设,钛媒体
1468,2019-11-08,上海银行助力G60科创走廊先进制造业高质量发展,和讯
1469,2019-11-07,支付宝和上海银行合作推出专用小程序 外国人来中国也能用支付宝了,TechWeb
1470,2019-11-06,井贤栋话开放：外国人用支付宝，请进来,国际金融报
1471,2019-11-06,支付宝携手上海银行 外国人在中国可申请电子消费卡,新浪
1472,2019-11-05,上海银行：“18永泰集团SCP001”违约后续 未按时兑付本息,Wind
1473,2019-10-30,上海银行年内债承规模突破1000亿,Wind
1474,2019-10-30,15家上市银行前三季净利增6.6%,Wind
1475,2019-10-28,【上海银行季报点评】业绩较好，转债起航,志明看金融
1476,2019-10-27,上海银行3季报详细解读：继续保持较快速增速【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1477,2019-10-27,【申万宏源金融】上海银行三季报点评：息差环比改善，ROE持续提升，资产质量稳中向好,大金融研究
1478,2019-10-27,上海银行与富邦华一银行签署战略合作协议,和讯
1479,2019-10-25,上海银行前三季度净利润163.59亿 超70亿股将于下月解禁 解禁,财经网
1480,2019-10-25,上海银行：前三季度净利润163.59亿元 资本充足率略有下行,财经网
1481,2019-10-25,上海银行三季度业绩保持高增长 零售增速明显放缓,21世纪经济报道
1482,2019-10-25,上海银行：前三季实现净利164亿元 同比增长15%,金融界
1483,2019-10-25,上海银行：前三季度净利润同比增14.59%,Wind
1484,2019-10-25,上海银行前三季度业绩持续向好 经营发展亮点纷呈 三大股东接连增持,和讯
1485,2019-10-25,上海银行(601229.SH)拟发行不超200亿元的A股可转债,格隆汇
1486,2019-10-25,上海银行：前三季度净利润163.59亿 同比增长14.59%,新浪
1487,2019-10-25,上海银行：前三季度净利163.59亿元 同比增14.59%,e公司
1488,2019-10-23,上海银行(601229.SH)：杜娟董事任职资格获监管机构核准,格隆汇
1489,2019-10-22,上海银行(601229.SH)发行不超200亿元二级资本债券获中国人民银行批准,格隆汇
1490,2019-10-22,上海银行：发行不超200亿元二级资本债，获央行同意,Wind
1491,2019-10-18,四季度银行股配置价值凸显 6股投资正当时,中证报
1492,2019-10-15,恒泰MVM模型剖析银行股,恒泰睿财
1493,2019-10-15,银行板块尾盘小幅上冲,Wind
1494,2019-10-14,低位举牌风生水起，8月以来已有十多家公司被扫货,Wind
1495,2019-10-11,拨备计提新规夯实银行资产质量,证券市场周刊
1496,2019-10-10,无锡银行稳定股价进展：9名高管增持逾48万股耗资258万,澎湃新闻
1497,2019-10-10,三季报行情打响 这几股市盈率将降至个位数,中证报
1498,2019-10-09,上海银行：陈戌源先生因工作变动，辞去本公司非执行董事职务 董监高成员变化,Wind
1499,2019-10-09,上海银行(601229.SH)：陈戌源辞任非执董 董监高成员变化,格隆汇
1500,2019-09-26,9月26日有92家公司获重要股东增减持 延安必康已被连续减持132次 减持股份,Wind
1501,2019-09-26,财政部又发大消息：银行不准藏利润 银行股逆市狂拉,新浪
1502,2019-09-25,上海银行：股东上海联和投资增持550.0045万股,Wind
1503,2019-09-25,上海银行(601229.SH)获联和投资增持4964万元的股份,格隆汇
1504,2019-09-25,江苏银保监局一日开出5罚单，4机构领罚近200万元 金融监管处罚,新京报
1505,2019-09-25,金融板块集体拉升,Wind
1506,2019-09-24,上海银行(601229.SH)注册资本由109.28亿元增至142.07亿元 已完成工商变更登记,格隆汇
1507,2019-09-24,上海银行等4家城商行消费贷余额破千亿 两极分化明显,新浪
1508,2019-09-23,从银行、保险到证券 47岁国泰君安新掌门的跨界之路,新浪
1509,2019-09-20,上海银行千亿授信支持自贸新片区高质量发展,全景网
