,2021-12-31,2021年消费金融行业专利及科技全景分析报告,零壹财经
6368,2019-05-08,苏宁易购：拟2.1亿美元参与投资云锋基金III金,金融界
6369,2019-05-08,线上线下齐增苏宁一季报亮眼,中国商报
6370,2019-05-07,斥巨资研发，阿里、拼多多、苏宁都要做点什么？,第一财经
6371,2019-05-07,又一批酒企携手电商合作仍面临几大痛点,中国商报
6372,2019-05-07,"苏宁易购:规模优先,经营性利润改善步伐放缓",广发证券
6373,2019-05-06,苏宁易购(002024.SZ)截至4月末累计回购4167.1万股 耗资5.42亿元,格隆汇
6374,2019-05-06,苏宁易购：回购累计已耗资5.42亿元,e公司
6375,2019-05-06,苏宁易购午后异动重挫7.21%报11.71元 成交6.57亿元,腾讯网
6376,2019-05-06,商业零售：龙头好于行业整体 荐6股,申万宏源
6377,2019-05-06,A股调研大数据：“晃动”的热点与“不变”的龙头,21世纪经济报道
6378,2019-05-06,苏宁易购一季度净利1.36亿同比增长22% 现金流量净额为-58.17亿元,挖贝网
6379,2019-05-05,万达商管董事会发生变动 苏宁、腾讯高管入局,联商网
6380,2019-05-05,商业零售：消费逐渐回暖 荐2股,中泰证券
6381,2019-05-05,本土品牌弯道超车方法论：工网合流,新浪
6382,2019-05-05,"苏宁易购:销售规模增长较快,毛利率有所改善",西南证券
6383,2019-05-05,"苏宁易购:销售规模保持高增长,全场景零售布局持续发力",申万宏源
6384,2019-05-02,光大策略 | 一季度盈利增速转正，低收入增速压制企业盈利能力 ——2018年年报及2019年一季报分析,超悦策略
6385,2019-05-01,小米将加大对技术的研发投入，更大规模地参与技术标准制定；Alphabet一季度营收363亿美元，净利同比降29%丨【每日播报】,阿特列斯如是说
6386,2019-04-30,"申万宏源：将苏宁易购评级调高为""买入""",Wind
6387,2019-04-30,消费市场有望触底复苏，4月苏宁易购获北向资金净买入5931万股,Wind
6388,2019-04-30,促消费成2019年热议话题 智慧零售这样“解题”,中金在线
6389,2019-04-30,复星来了！苏宁小店将试点24小时自动售药,Wind
6390,2019-04-30,苏宁一季度逆势高增长 如何握住“持续盈利”砝码？,联商网
6391,2019-04-30,苏宁易购一季度营收同比增长25.44% 线下门店突破12000家,新华网
6392,2019-04-30,2019年中国汽车行业市场分析：新零售领域布局加快，线上线下融合成为发展关键,前瞻研究院
6393,2019-04-30,苏宁易购：2019一季度营业收入622.42亿元，同比增长25.44%,乐居财经
6394,2019-04-30,【苏宁易购2019一季报点评】全渠道多业态智慧零售网络效率最优，预期小店和金融业务出表后盈利和现金流有望显著改善,中泰零售电商研究平台
6395,2019-04-30,存量时代彻底来临：万达转型，王健林说一平米开发不留,投中网
6396,2019-04-30,苏宁易购一季度净利润1.36亿元，新开线下店上千家,经济观察网
6397,2019-04-30,2018年上市公司业绩强者恒强,证券时报
6398,2019-04-30,公告点题｜4月29日这些公告有看头,第一财经
6399,2019-04-30,苏宁易购2019一季报：营收622亿元 同比增25.44%,每日经济新闻
6400,2019-04-30,【光大轻工黎叔说新闻20190429】华耐家居10000平米体验馆揭幕,黎叔说轻工
6401,2019-04-30,月活用户数同比增长近四成，苏宁筹资百亿砸向智慧零售,第一财经
6402,2019-04-29,苏宁易购一季度营收达622.42亿元 同比增长25.44%,中证网
6403,2019-04-29,【中信建投零售】周度观点：19Q1基金超配零售板块，重仓标的集中度显著提升，关注优质龙头投资机会,建投纺服零售
6404,2019-04-29,苏宁易购Q1业绩：营收622亿 门店破12000家,亿邦动力
6405,2019-04-29,一季度苏宁易购全渠道营收增长25% 加开各类门店1500家,北京商报网
6406,2019-04-29,苏宁易购Q1财报：营业收入622亿元 同比增长25.44%,新浪
6407,2019-04-29,苏宁易购一季度营收622亿元 同比增长25.44%,证券时报网
6408,2019-04-29,一季度苏宁易购三大亮点：营收持续高增长、门店突破12000家、品类加速拓展,第一财经
6409,2019-04-29,苏宁易购：拟与国君资本等设立100亿元基金,e公司
6410,2019-04-29,苏宁易购：一季度净利润同比增22.16%,Wind
6411,2019-04-29,苏宁易购：一季度净利1.36亿元，同比增长22.16%,Wind
6412,2019-04-29,【申万零售】机构持仓环比提升，百货板块受青睐,消费共伊语
6413,2019-04-29,喝酒暴露啥信息？2018年酒水行业报告来了,中国商报
6414,2019-04-29,苏宁易购数据：消费主力青睐国潮 但设计、溢价能力与洋品牌仍有差距,北京商报网
6415,2019-04-29,商业零售：建议继续增持消费行业 荐4股,和讯
6416,2019-04-29,去年249上市公司表面盈利 19家获政府补助超净利,新京报
6417,2019-04-28,“美苏争霸”不再：1苏宁=3.8国美,联商网
6418,2019-04-28,腾讯、苏宁系渗透万达商管高层,猎云网
6419,2019-04-28,张近东先解押再质押苏宁易购2亿股股份,观点地产网
6420,2019-04-28,苏宁易购为苏宁金服财务资助130亿 已资助57.54亿,观点地产网
6421,2019-04-27,苏宁金服拟以投前估值460亿元募资百亿 不再纳入苏宁易购(002024.SZ)合并报表范围,格隆汇
6422,2019-04-26,苏宁金服增资扩股17.857%新股 合计募集资金100亿元,乐居财经
6423,2019-04-26,苏宁撒10亿补贴刺激消费 以旧换新家电最高补贴达千元,华夏时报
6424,2019-04-26,透过年报看区块链股的含金量,新浪
6425,2019-04-26,[路演]中宠股份：与阿里、京东、苏宁等平台达成战略合作,全景网
6426,2019-04-26,商业零售：百货板块提升 荐4股,和讯
6427,2019-04-25,【申万零售】行业重仓持股市值占比环比持平，百货板块提升——2019Q1零售行业公募基金持仓分析,消费共伊语
6428,2019-04-25,一季度商贸零售估值修复 苏宁易购凸显龙头效应大涨25%,金融界
6429,2019-04-24,商业零售：可选改善增配百货 荐6股,长江证券
6430,2019-04-24,2019Q1商贸零售行业基金重仓数据分析:百货行业头部企业的重仓持股数量显著提升,光大证券
6431,2019-04-22,苏宁与可口可乐战略合作 产品借小店切入高客流场景,北京商报网
6432,2019-04-22,官宣！苏宁与可口可乐宣布战略合作 强强联手实现共赢,中金在线
6433,2019-04-22,商业零售：亚马逊电商退出中国 荐10股,中信建投
6434,2019-04-22,商业零售：零售行业1Q2019公募基金持仓分析,广发证券
6435,2019-04-22,业内热议零售促进稳增长 消费分层与分级是大势所趋,新浪
6436,2019-04-22,联商电商周报：侯毅谈盒马只有70分 京东入股五星电器,联商网
6437,2019-04-22,新零售痛点： 高投入、低利润,第一财经日报
6438,2019-04-21,商业零售：社零增速回暖 消费升级明朗,中泰证券
6439,2019-04-19,从“一路狂奔”到“弃店保命”，生鲜“新物种”转战“菜市场”,野马财经
6440,2019-04-19,苏宁小店预售功能攻下63城 线上订单将增50%,亿邦动力
6441,2019-04-19,【申万大消费】数字会说话，专家深度解读消费数据,消费共伊语
6442,2019-04-18,【每日晨报】0418丨政策加速熨平周期波动 权益市场偏向乐观,中国银河证券研究
6443,2019-04-17,苏宁三星签战略合作协议 今年三星手机平台销量预增300%,e公司
6444,2019-04-17,一季度社零总额同比增长8.3% 减税降费效应逐步显现,全景网
6445,2019-04-17,苏宁金服发生人事变动，苏宁金服风控负责人孙骞离职,Wind
6446,2019-04-17,商业零售：电商增速回暖 荐5股,广发证券
6447,2019-04-16,23点聊电商：3月全球奢侈品市场扫描 行业预计迎强劲增长,亿邦动力
6448,2019-04-16,苏宁易购董事长张近东：长三角智慧零售门店数量超3200家,Wind
6449,2019-04-16,张近东：未来三年在长三角落地2000多家智慧零售门店,第一财经
6450,2019-04-16,市场监管总局专项抽查网售产品：5批次电热毯不合格 产品问题,质量新闻网
6451,2019-04-16,苏宁易购董事长张近东：长三角未来3年再布局超2000家智慧零售门店,e公司
6452,2019-04-16,4月上半月公募基金“摸底”53股 偏爱调研“TMT”行业,投资快报
6453,2019-04-15,商业零售：3月CPI上行增速大幅反弹至2.3％ 维持推荐超市渠道,银河证券
6454,2019-04-15,国家物流枢纽将落定六股受益,中财网
6455,2019-04-14,饿了么2018年Q4季活用户同增72.5%，推出首个社区型智慧餐厅；苏宁小店开测生鲜预售功能丨【每日播报周末版】,阿特列斯如是说
6456,2019-04-13,苏宁易购：线上线下双翼齐飞 创世界零售史新记录,红周刊
6457,2019-04-13,大消费概念逆势走强 医药家电商贸有向上空间,金融投资报
6458,2019-04-12,[路演]苏宁易购：继续巩固家电3C产品供应链建设,全景网
6459,2019-04-12,苏宁易购：公司累计回购2133.28万股公司股份,TechWeb
6460,2019-04-12,苏宁生鲜签约佳沃鑫荣懋 2019目标2.5亿,亿邦动力
6461,2019-04-12,2018年销售规模高达3367亿元 苏宁易购“万店时代”逆势大涨底气在哪,投资者网
6462,2019-04-11,苏宁易购累计回购2133万股 占总股本0.23%,观点地产网
6463,2019-04-11,苏宁易购：累计回购2133.3万股,Wind
6464,2019-04-11,知情人士踢爆万达百货收购案最新进展：或更名为“苏宁百货”,砍柴网
6465,2019-04-11,小鹏汽车为IPO做准备 Uber准备公开申请IPO,和讯
6466,2019-04-11,股东户数与首季业绩预告锁定170只潜力股 逾7亿大单抢筹16股,证券日报
6467,2019-04-10,苏宁与万达百货将于4月内完成收购交割,北京商报网
6468,2019-04-10,苏宁易购收购万达百货进展：已全面接手运营工作,证券时报网
6469,2019-04-10,万达百货有望更名苏宁百货 工商变更将于近期完成,新京报
6470,2019-04-10,内部人士：苏宁已接手万达百货运营 4月将完成交割,Wind
6471,2019-04-10,商业零售：四月维持推荐全渠道配置 荐4股,和讯
6472,2019-04-10,车企巨头打响共享出行围剿战，滴滴进退维谷前途未卜,和讯
6473,2019-04-10,129股获券商买入评级 大亚圣象目标涨幅达85.81%,Wind
6474,2019-04-09,【北上资金跟踪周报】陆股通重回净买入，招商银行备受青睐,联讯金融
6475,2019-04-09,苏宁易购(002024)：收入增速复合预期 核心利润修复,国信证券
6476,2019-04-09,4月外资流入回暖，苏宁易购已获北向资金增持超5800万股,Wind
6477,2019-04-09,商业零售：消费数据回暖 消费升级预期下零售企业业绩弹性有望增强,和讯
6478,2019-04-09,消费行业:天虹股份,信达证券
6479,2019-04-08,19点聊电商：蘑菇街可设置“定时发货” 最长不超过30天,亿邦动力
6480,2019-04-08,消费金融公司业绩出炉 增速放缓合规仍需强化,金融界
6481,2019-04-08,当黄光裕的障眼不在，或许才是真正的国美,联商网
6482,2019-04-07,【国君计算机】周观点：5G商用与政策落地共驱智能网联汽车产业发展,计墨社
6483,2019-04-06,四张图让我看懂了苏宁的竞争力,证券之星
6484,2019-04-05,苏宁小店将上线菜场服务 巨头争相布局社区菜市,投中网
6485,2019-04-05,国美转型阵痛：巨亏超42亿 经营问题,时代周报
6486,2019-04-05,双线增长净利同比增两倍 苏宁“智慧零售”抢跑中场,中国经营报
6487,2019-04-04,A股时隔十个月重回3200点 苏宁易购领涨商业贸易板块,中国商报
6488,2019-04-04,四月精选股票组合（第一周）| 海通证券研究所出品,--
6489,2019-04-04,持牌机构收缩战线 消费金融告别「阶段性过热」 | 馨金融,野马财经
6490,2019-04-03,黄光裕出狱闹“乌龙”，国美坐等老总回归,财经网
6491,2019-04-03,下沉市场烽烟再起 手淘特卖区正式上线,联商网
6492,2019-04-03,苏宁易购年报喜人 股价三个交易日累计上涨15.86%,中金在线
6493,2019-04-03,年报成绩喜人 耗资1.45亿回购股份 苏宁易购盘中一度涨停,第一财经日报
6494,2019-04-03,[快讯]10:50苏宁易购、怡亚通等3只股票封涨停,中财网
6495,2019-04-03,黄光裕，出狱又如何？,创业邦
6496,2019-04-03,A股异动 | 苏宁易购涨8.31% 子公司将上线新产品,格隆汇
6497,2019-04-03,快讯：零售板块异动拉升 苏宁易购一度涨停,新浪
6498,2019-04-03,苏宁易购年度财报亮眼 苏宁拼购成线上增长强力引擎,证券之星
6499,2019-04-03,新零售概念股异动 苏宁易购冲击涨停,证券时报网
6500,2019-04-03,苏宁小店：苏宁菜场4月底上线,36氪
6501,2019-04-03,苏宁易购盘中涨停 成交逾17亿元,e公司
6502,2019-04-03,【原创】国美商誉排雷利空出尽 2019年加速转型,IT时代网
6503,2019-04-03,券商首次关注9股并给予买入评级（4月3日）,Wind
6504,2019-04-03,国美系澄清黄光裕明年出狱传言,信息时报
6505,2019-04-03,【钛晨报】ofo回应破产传闻：消息严重不实，运营正常；阿里妈妈内容营销团队并入优酷,钛媒体
6506,2019-04-03,苏宁战略扩张 核心业务保持盈利能力,北京商报
6507,2019-04-02,苏宁易购：智慧零售战略进入红利释放期 维持“增持”评级,证券时报网
6508,2019-04-02,兴证·私募与企业部今日推荐汇总-2019.4.2,A股组合投资策略
6509,2019-04-02,在监狱也能左右资本市场的男人！七次被出狱，次次引发涨停潮~,和讯
6510,2019-04-02,苏宁易购去年净利133.28亿元 同比增长216% 董事长张近东年薪为193万元,挖贝网
6511,2019-04-02,【晨会聚焦】4月资产配置观：一波三折，去伪存真,中泰证券研究所
6512,2019-04-02,A股将开启第二轮上涨 116只放量股被机构看好,证券日报
6513,2019-04-01,今日最大乌龙！黄光裕出狱传闻又来了，消息一天内多次反转，个股涨逾20%，国美系澄清公告来了,中证报
6514,2019-04-01,黄光裕归来 不只时间问题,北京商报网
6515,2019-04-01,"黄光裕再次""被出狱""，国美概念股最高拉升43亿又回落",券商中国
6516,2019-04-01,奇葩“出狱股”齐涨停 黄光裕复出就能救国美？,新浪
