,2021-12-31,华联股份：公司暂无重组计划,Wind
1537,2020-10-28,【面包财报】中国铝业：第三季度归母净利润4.16亿元，同比增长300.57%,面包财经
1538,2020-10-28,中国铝业：前三季度净利润同比减少44.31%,Wind
1539,2020-10-28,有色金属早班车.10.28,世铝网
1540,2020-10-27,中国铝业第三季度实现净利润7.19亿元 同比增长1.46倍,证券日报网
1541,2020-10-27,晚间重要公告2020年10月27日星期二,Wind
1542,2020-10-27,降低成本“对冲”铝价低迷 中国铝业第三季度业绩大幅回暖,每日经济新闻
1543,2020-10-27,中国铝业三季度净利润同比增长1.46倍 经营业绩强劲反弹,中证网
1544,2020-10-27,犀牛财经晚报：七匹狼前三季净利降七成我爱我家营收降22%,GPLP犀牛财经
1545,2020-10-27,中国铝业公布三季报 前三季净利减少44.31% 盈利能力下降,新浪
1546,2020-10-27,中国铝业三季度净利润达7.19亿元,上证报
1547,2020-10-27,中国铝业三季度净利同比增长3倍，主产品降成本对冲价格下跌,澎湃新闻
1548,2020-10-27,中国铝业前9个月股东应占净利同比减少44%至4.52亿元 盈利能力下降,新浪
1549,2020-10-27,中国铝业(02600)前9个月股东应占净利同比减少44.31%至4.52亿元 盈利能力下降,智通财经
1550,2020-10-27,中国铝业(02600.HK)前三季度净利润4.52亿元同比减少44.31% 盈利能力下降,格隆汇
1551,2020-10-27,中国铝业(601600.SH)：前三季净利降44.31%至4.52亿元 盈利能力下降,格隆汇
1552,2020-10-27,中国铝业：前三季度净利同比下降44% 盈利能力下降,e公司
1553,2020-10-27,山西省关于公布非煤矿山安全生产标准化二级企业的通知,我的钢铁
1554,2020-10-27,河南省公示2020年度第一批入库绿色矿山（摘录铝）,河南人民政府
1555,2020-10-27,港股投资日历：中国平安、中国铝业披露财报,Wind
1556,2020-10-22,中国铝业：欧小武辞任公司监事 董监高成员变化,新浪
1557,2020-10-22,中国铝业(02600.HK)欧小武辞去监事职务 董监高成员变化,格隆汇
1558,2020-10-22,中国铝业：董事欧小武辞职 董监高成员变化,Wind
1559,2020-10-21,中国铝业(601600.SH)：聘任朱润洲为公司总裁,格隆汇
1560,2020-10-21,中国铝业：总裁贺志辉辞职 董监高成员变化,Wind
1561,2020-10-21,中国铝业(02600-HK)总裁贺志辉书面辞呈,财华社
1562,2020-10-21,中国铝业：贺志辉辞去总裁职务，聘任朱润洲为总裁,Wind
1563,2020-10-21,中国铝业(02600.HK)聘任朱润洲为公司总裁,格隆汇
1564,2020-10-21,海外信用评级汇总2020年10月21日星期三,Wind
1565,2020-10-21,惠誉：首予中铝香港“A-”长期外币发行人评级，展望“稳定”,Wind
1566,2020-10-19,融资客青睐16股，海亮股份买入占比高达50.11%,Wind
1567,2020-10-18,有色金属行业周报：新能源终端需求向好 建议关注钴锂价格反弹,华安证券
1568,2020-10-16,香港恒生指数午盘涨0.78%，金融和原材料板块领涨,Wind
1569,2020-10-15,中国铝业(02600.HK)：山东华宇13.5万吨电解铝产能指标拍卖成功拍卖价5.39亿元,格隆汇
1570,2020-10-14,焦作万方原材料降价前三季净利预增11倍 霍斌出资7.58亿包揽定增结束控制权之争,长江商报
1571,2020-10-13,中国铝业(02600.HK)将于10月27日召开董事会会议以审批第三季度业绩,格隆汇
1572,2020-10-13,中国铝业：计划于10月29日赎回“15中铝MTN003”,Wind
1573,2020-10-12,广西科技厅调研生态铝产业链科技创新工作,世铝网
1574,2020-09-24,恒指低开低走收跌1.82%报23311.07点，资源股、医疗股跌幅居前,Wind
1575,2020-09-24,恒指跌幅扩大至2%，资源股、医疗股跌幅居前,Wind
1576,2020-09-24,恒生原材料指数领跌12大行业指数，紫金矿业跌4%,Wind
1577,2020-09-17,中国铝业入围Asiabrand“2020亚洲品牌500强”,中国有色
1578,2020-09-14,新旧动能转换之“铝”：探析“中国铝业之都”临朐加速“二次腾飞”密码,齐鲁网
1579,2020-09-11,中国铝业(02600)将于9月18日支付2018年公司债券(第一期)的利息,智通财经
1580,2020-09-11,中国铝业(02600.HK)：“18中铝02”将于9月18日开始付息,格隆汇
1581,2020-09-11,"中国铝业(02600.HK)""18中铝01""将于9月18日付息",格隆汇
1582,2020-09-10,融资客青睐6股，美好置业买入占比高达35.38%,Wind
1583,2020-09-07,有色金属行业周报：资源税落实 中重稀土行业受益,华安证券
1584,2020-09-06,资源环境行业周报：第二轮第二批环保督察全面开启 推动行业规范发展,新浪
1585,2020-09-04,中国铝业上半年实现盈利 多方投资者坚定看多,经济日报
1586,2020-09-02,中国铝业副总裁蒋英刚突发疾病逝世，董事人数降至7人,资本邦
1587,2020-09-01,标普全球评级：铝价回升将令中国铝业信用实力改善,上证报
1588,2020-09-01,中国铝业(02600.HK)：执行董事兼高级副总裁蒋英刚先生逝世 董监高成员异常事件,格隆汇
1589,2020-09-01,中国铝业：董事、公司高级副总裁蒋英刚先生因突发疾病不幸逝世 董监高成员异常事件,Wind
1590,2020-08-31,中国铝业(02600)：“19中铝G4”9月5日每手派息35元,智通财经
1591,2020-08-31,中国铝业(02600.HK)“19中铝G4”将于9月5日付息,格隆汇
1592,2020-08-29,中国铝业(601600)：多重负面因素叠加 业绩表现不佳 盈利能力下降,新浪
1593,2020-08-28,中国铝业(601600)：1H20业绩同比下滑 受价格下跌影响 盈利能力下降,新浪
1594,2020-08-28,铝行业一周要闻回顾（8.24-8.28）,世铝网
1595,2020-08-28,港股公告精选：中国石油中期归母净亏损299.83亿元,Wind
1596,2020-08-28,上市公司正负面新闻2020年8月28日星期五,Wind
1597,2020-08-27,中国铝业上半年营收利润双降 盈利能力下降,北京商报
1598,2020-08-27,中国铝业(02600.HK)中期纯利3571.2万元 同比减少94.95%  盈利能力下降,格隆汇
1599,2020-08-27,产品价格下降 中国铝业(02600)中期归属股东净利降94.95%至3571.2万元 盈利能力下降,智通财经
1600,2020-08-27,中国铝业(601600.SH)：上半年净利降94.95%至3571.2万元 盈利能力下降,格隆汇
1601,2020-08-27,中铝上半年营收净利下滑：行业回落，经营性净现金流历史最好 盈利能力下降,澎湃新闻
1602,2020-08-27,中国铝业极限降本保持盈利经营性净现金流创历史最好水平,中国有色
1603,2020-08-27,中国铝业上半年营收净利双降 经营性净现金流却创历史最佳 盈利能力下降,每日经济新闻
1604,2020-08-27,中铝财务将继续向中国铝业(02600)提供金融服务,智通财经
1605,2020-08-27,中国铝业(02600.HK)与中铝财务签订金融服务协议,格隆汇
1606,2020-08-27,中国铝业半年报：极限降本保持盈利 盈利能力下降,上证报
1607,2020-08-27,中国铝业：上半年净利同比下降94.95% 盈利能力下降,e公司
1608,2020-08-27,中国铝业半年报：上半年净利润3571万元 同比减少95% 盈利能力下降,第一财经
1609,2020-08-27,中国铝业：上半年实现净利润3571万元，同比大降 盈利能力下降,Wind
1610,2020-08-27,荣耀二十载筑梦新时代华建铝业庆祝建厂二十周年,中国有色
1611,2020-08-27,港股盘前必读：小米集团上半年总收入达1032亿元同比增长7.9%,Wind
1612,2020-08-25,晨光文具(603899)：传统业务企稳 新业务恢复增长,新浪
1613,2020-08-24,晨光文具(603899)：Q2各业务逐步恢复 精细化管理升级进一步夯实成长逻辑,新浪
1614,2020-08-14,中国铝业(02600.HK)拟8月27日举行董事会会议审核中期业绩,格隆汇
1615,2020-08-11,瑞信：上半年大宗商品需求态势强劲 首选中国铝业(2600.HK)以及紫金矿业(2899.HK),格隆汇
1616,2020-08-11,瑞信：上半年大宗商品需求态势强劲，首选中国铝业（02600）以及紫金矿业（02899）,智通财经
1617,2020-08-10,有色金属行业周报：黄金价格创历史新高 稀土磁材逆势上涨,华安证券
1618,2020-08-05,恒指震荡走高收涨0.62%，油气、有色、医药板块涨幅居前,Wind
1619,2020-08-05,91股获券商买入评级，苏交科目标涨幅达64.63%,Wind
1620,2020-08-04,中国铝业升近7% 花旗料铝均价走势强劲,新浪
1621,2020-08-04,“绿电”让电解铝生产有了“绿色认证”,科技日报
1622,2020-08-04,港股异动 | 铝业股普涨 中国铝业(2600.HK)涨超5%,格隆汇
1623,2020-08-03,中国铝业(02600)：8月9日开始支付公司债券“19中铝G3”利息,智通财经
1624,2020-08-03,中国铝业(02600.HK)“19中铝G3”将于8月9日付息,格隆汇
1625,2020-08-03,港股盘前必读：消息称字节跳动考虑将中国业务在香港或上海上市,Wind
1626,2020-07-22,中国铝业需求乐观,南方财经网
1627,2020-07-21,港股盘前必读：支付宝母公司蚂蚁集团宣布启动沪港两地同步发行上市计划,Wind
1628,2020-07-21,A股重上3300点！百股涨停、339家公司创本月新高,Wind
1629,2020-07-20,中国铝业龙虎榜数据（7月20日）,Wind
1630,2020-07-20,金融街下午茶2020年7月20日星期一,Wind
1631,2020-07-20,港股异动 | 中国铝业(2600.HK)H股涨逾9% A股涨停 瑞信将公司升至跑赢大市评级,格隆汇
1632,2020-07-20,7月20日主力巨资抢筹四大板块(附股),金融界
1633,2020-07-20,快讯：中国铝业涨停 报于3.47元,金融界
1634,2020-07-20,A股收盘综述：上证指数大涨超3%重返3300点,Wind
1635,2020-07-20,中国铝业弹逾9% 成交约4458万股,新浪
1636,2020-07-20,港股有色、钢铁股走强，中国铝业涨超8%,Wind
1637,2020-07-20,港股异动︱中国铝业(02600)反弹逾8% 获瑞信上调目标价120%至3.3港元,智通财经
1638,2020-07-20,港股盘前必读：外媒称软银近期抛售价值22亿美元阿里巴巴股份,Wind
1639,2020-07-20,铝周报：消费淡季下新增产能入市 高利润下电解铝价格或临压力,新浪
1640,2020-07-17,瑞信：上调中国铝业(02600)至“跑赢大市”评级，目标价3.3港元,智通财经
1641,2020-07-16,融资客青睐13股，嘉化能源买入占比高达49.50%,Wind
1642,2020-07-15,中国铝业灵活套保化解疫情冲击风险,期货日报
1643,2020-07-15,中国铝业：一直以严格遵循国家的相关规定，制定适宜的保值策略,Wind
1644,2020-07-15,港股中国铝业涨3.94% 瑞信上调目标价至3.3港元,证券时报网
1645,2020-07-15,港股异动︱中国铝业(02600)涨超5%创四个月新高 获瑞信上调目标价120%至3.3港元,智通财经
1646,2020-07-15,瑞信上调中国铝业(02600-HK)目标价至3.3港元股价上涨4.93%,财华社
1647,2020-07-14,锌铝周报：锌铝市场情绪火热 关注价格上涨持续性,新浪
1648,2020-07-13,材料行业日报：6月精铜制杆企业开工率环比降1.7个百分点,新浪
1649,2020-07-13,港股异动|铝业股大涨中国铝业(2600.HK)涨逾8%,格隆汇
1650,2020-07-10,中国铝业(601600)：低PB铝企龙头 估值有望修复,新浪
1651,2020-07-09,恒指震荡收涨0.31%，科技、资源股爆发,Wind
1652,2020-07-08,材料行业日报：关注智利疫情对铜精矿供给的影响,新浪
1653,2020-07-06,【股市异动】金属股价大涨 稀土版块携手奋进！,上海有色
1654,2020-07-06,港股异动 | 铝业股大涨 中国铝业(2600.HK)涨14%,格隆汇
1655,2020-07-03,港股公告精选：万科企业6月销售额733.7亿元,Wind
1656,2020-07-03,股海导航 7月3日沪深股市公告提示,新浪
1657,2020-07-02,7月3日上市公司重要公告集锦：星期六因累计7.5亿元关联交易未及时披露收警示函,证券日报
1658,2020-07-02,【每日金属资讯】威华股份与宁德时代签订1.3万吨长协购销合同、中国铝业180万吨氧化铝生产线实行弹性生产,有色钢铁杨坤河
1659,2020-07-02,晚间重要公告2020年7月2日星期四,Wind
1660,2020-07-02,7月2日晚间上市公司十大重磅公告,巨丰财经
1661,2020-07-02,7月2日上市公司晚间公告速递,新浪
1662,2020-07-02,中国铝业：拟对三条氧化铝生产线实施弹性生产，涉及产能约180万吨,Wind
1663,2020-07-02,中国铝业(601600.SH)部分氧化铝生产线实行弹性生产,格隆汇
1664,2020-07-02,中国铝业：受市场环境影响约180万吨氧化铝生产线实行弹性生产,格隆汇
1665,2020-07-01,联创光电(600363)：电子、军工、激光、超导四轮驱动 蓄势待发(买入),国海证券
1666,2020-06-30,麦格理：下调中国铝业至1.6港元 维持中性评级,新浪
1667,2020-06-23,【国金研究】云铝股份深度：绿色水电铝龙头，受益盈利修复,国金证券研究所
1668,2020-06-21,中国在几内亚最大铝土矿项目提前达产：首艘大型远洋货轮到港,澎湃新闻
1669,2020-06-18,海外信用评级汇总2020年6月18日星期四,Wind
1670,2020-06-18,“618”股市打折区来了！破发、破净、定增折价股统统在此,e公司
1671,2020-06-18,“6·18”股市打折区来了！破发、破净、定增折价股统统在此，这18只绩优股遭遇双重打折 连续下跌,证券时报
1672,2020-06-17,信用分析周报：中国短期融资券及中期票据信用分析周报,新浪
1673,2020-06-17,【国金研究】云铝股份深度：绿色水电铝龙头，受益盈利修复,国金证券研究所
1674,2020-06-17,【国金有色|云铝股份深度】绿色水电铝龙头，受益盈利修复,国金有色研究
1675,2020-06-09,临朐擦亮“中国铝业之都”名片,潍坊晚报
1676,2020-06-05,A股融资融券日报：两融余额增加19.61亿元（6月4日）,Wind
1677,2020-06-03,中国云铜号称捐五百吨黄金，竟相当中国央行黄金储备1/4？,Wind
1678,2020-06-03,港股异动 | 中国铝业(02600)涨超4% 电解铝库存下降幅度超预期 沪铝创近三个月新高,智通财经
1679,2020-05-29,[中国税务报]代表委员：减税降费的成效我们看得到[05-29],中国税务报
1680,2020-05-28,悬空七年 焦作万方或将迎来实控人,新华网
1681,2020-05-26,中国铝业(02600.HK)发行的15中铝MTN003、18中铝MTN002符合“64号公告”税务处理方法,格隆汇
1682,2020-05-26,5月26日中国铝业铝锭价格继续上调 氧化铝报价持稳,文华财经
1683,2020-05-25,5月25日中国铝业铝锭价格全线上调 氧化铝报价持稳,文华财经
1684,2020-05-25,锌铝周报：短期供给支撑减弱 锌铝价格先扬后抑,新浪
1685,2020-05-21,5月21日中国铝业铝锭价格全线下调 氧化铝报价持稳,文华财经
1686,2020-05-20,5月20日中国铝业铝锭价格涨跌不一 氧化铝报价持稳,文华财经
1687,2020-05-17,卢东亮任山西省人民政府副省长,中国有色
1688,2020-05-16,"""70后""卢东亮任山西省副省长 曾长期在中国铝业任职(图|简历)",中国经济网
1689,2020-05-15,中铝股份原董事长卢东亮当选山西省副省长,澎湃新闻
1690,2020-05-15,卢东亮任山西省副省长 此前任中国铝业董事长,上海有色
1691,2020-05-15,5月15日中国铝业铝锭价格全线上调 氧化铝报价持稳,文华财经
1692,2020-05-15,中国铝业“70后”董事长卢东亮辞任 6年已换4任掌门 董监高成员变化,中新经纬
1693,2020-05-15,因工作调动，卢东亮卸任中铝股份董事长 董监高成员变化,中国有色
