,2021-12-31,北船重工升级并正式脱离武船集团“回归”青岛,国际船舶
1320,2019-04-22,国金证券：聚焦本周海军70周年活动，看好南北船整合及外溢效应,证券时报网
1321,2019-04-19,南北船合并概念股大涨,大众证券报
1322,2019-04-19,财融汇·早间必读 | 20180419,财通证券融资融券部
1323,2019-04-19,国防军工板块回调 中国应急领跌,中证网
1324,2019-04-19,【异动股】船舶制造板块下挫，中船科技(600072-CN)跌4.9%,财华社
1325,2019-04-19,融资客青睐47股，外高桥买入占比高达44.31%,Wind
1326,2019-04-18,工业综合：军工行业2018年年报分析提前看 荐4股,和讯
1327,2019-04-18,789亿资金争夺20股：主力资金重点出击10股(名单),新浪
1328,2019-04-18,A股弱势震荡：沪指跌0.4%，家用电器和军工板块表现积极,澎湃新闻
1329,2019-04-18,04月18日 58只股票封板 船舶制造板块涨幅最大,每日经济新闻
1330,2019-04-18,什么？“郭台铭参选”概念居然不是地表最强 南北船合并预期引A股“躁动”,21世纪经济报道
1331,2019-04-18,【异动股】海工装备板块拉升，中国船舶(600150-CN)涨8.63%,财华社
1332,2019-04-18,午评：两市宽幅震荡沪指跌0.23% 福建自贸区再度走强,新浪
1333,2019-04-18,【异动股】船舶制造板块拉升，中国船舶(600150-CN)涨6.43%,财华社
1334,2019-04-18,南北船合并概念强势 中国船舶涨逾7%,中证网
1335,2019-04-15,A股市场资金变动一览（4月15日）,Wind
1336,2019-04-15,04月15日 36只股票封板 保险板块涨幅最大,每日经济新闻
1337,2019-04-15,注意市场高开情况,中金在线
1338,2019-04-11,国新建信股权基金正式设立 基金计划总规模达1500亿元,中证网
1339,2019-04-10,两融余额超9600亿再创新高 融资客追捧化工有色等周期类股,证券日报
1340,2019-04-09,“南船”整合迎来实质性突破 南北船资产整合再升温,第一财经
1341,2019-04-08,市场逻辑切换！4月龙头股普遍跑赢大盘，机构看好龙头股补涨机会,证券时报网
1342,2019-04-08,基本面支撑叠加热点事件催化 军工板块行情有望延续(附股),中财网
1343,2019-04-08,【招商军工|深度报告】中国船舶：集团总装平台地位确立，船舶龙头扬帆起航,招商军工研究
1344,2019-04-08,中船防务复牌涨停 券商持续看好船舶、军工板块,第一财经
1345,2019-04-08,巨丰热点：两船公布重大资产重组预案 船舶板块活跃,巨丰财经
1346,2019-04-08,权重蓝筹股表现强势 上证综指涨逾1%,中证网
1347,2019-04-08,8日公司新闻聚焦：多家公司一季度业绩预喜,证券时报网
1348,2019-04-05,中国应急（300527.SZ）9日6涨停 知名游资轮番进场抢筹,格隆汇
1349,2019-04-05,中国船舶、中船防务将于8日复牌 有哪些看点？,新浪
1350,2019-04-05,中船集团旗下资产大挪移：核心军工资产上市，“中国神船”启航,21世纪经济报道
1351,2019-04-05,周五最新重磅公司传闻集锦(4月05日),证券之星
1352,2019-04-04,公告精选：中国银行拟发行优先股募资不超过1000亿元；万达信息获中国人寿增持3.98%股份；华大基因收入核算不规范收到监管函,每日经济新闻
1353,2019-04-04,４月4日晚间上市公司十大重磅公告,巨丰财经
1354,2019-04-04,中国重工拟11亿收购青岛轨道100%股权 设立武汉研发中心推动军民融合发展,e公司
1355,2019-04-04,工业综合：军船持续景气 荐15股,和讯
1356,2019-04-04,中国重工:拟11.3亿从控股股东收购青岛轨道100%股权,新浪
1357,2019-04-04,中国重工：拟11.34亿元收购“青岛轨道”100%股权,Wind
1358,2019-04-04,证券研究院|孙金钜：2019年再融资将迎来制度性红利,腾讯网
1359,2019-04-04,快讯：国防军工板块午后持续拉升 中国应急逼近涨停,新浪
1360,2019-04-04,海通军工行业周报(第59期):持续关注具备改革预期标的,正点财经
1361,2019-04-04,【异动股】海工装备板块下挫，振华重工(600320-CN)跌2.79%,财华社
1362,2019-04-04,【异动股】船舶制造板块拉升，宝鼎科技(002552-CN)跌3.54%,财华社
1363,2019-04-04,沪指强势站上3200点 四个交易日北上资金合计净流入逾193亿,证券日报
1364,2019-04-03,个股成交量骤增、骤减排行榜|2019年04月03日,云掌财经
1365,2019-04-03,902亿资金争夺20股：主力资金重点出击12股(名单),新浪
1366,2019-04-03,军工能复制2013-2015年行情吗？,金融界
1367,2019-04-03,国泰君安：军费体现经济实力看好Q2军工行情,国泰君安
1368,2019-04-03,山西证券：三大股指高开高走 权重题材携手上涨,和讯
1369,2019-04-03,【异动股】船舶制造板块低开，天海防务(300008-CN)跌4.64%,财华社
1370,2019-04-03,【信达看盘】2019.4.3,信达证券上海
1371,2019-04-03,巨丰早评：急涨势头将再被遏制,巨丰财经
1372,2019-04-03,【山证早班车】山西证券：晨会纪要（20190403）,山西证券研究所
1373,2019-04-02,多重利好催化核电板块大涨 核电板块龙头股票一览,云掌财经
1374,2019-04-02,静候“金叉”出现，3只牛股结伴冲击涨停！明日留意这只汽车股,每日经济新闻
1375,2019-04-02,中信建投证券董事长王常青：以优秀文化为引领 推动投资银行高质量发展,中证协
1376,2019-04-02,【港股异动丨 业绩亮眼叠加行业复苏 三一国际逾5%领涨重型机械股 】,格隆汇
1377,2019-04-02,905亿资金争夺20股：主力资金重点出击8股(名单),新浪
1378,2019-04-02,04月02日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1379,2019-04-02,巨丰收评：大盘冲高回落 3200点压力逐步化解,巨丰财经
1380,2019-04-02,十字星或引短期调整,中金在线
1381,2019-04-02,港股通(沪)净流入7.02亿 港股通(深)净流入7.9亿,新浪
1382,2019-04-02,巨丰午评：大盘高位整理 强势板块回归,巨丰财经
1383,2019-04-02,"中国船舶、中船防务重大资产重组点评:按板块整理上市公司平台,料为南北船合并做铺垫",正点财经
1384,2019-04-02,快讯：国防军工板块持续拉升 中国应急等多股涨停,新浪
1385,2019-04-02,【盘中动态】国企改革板块早盘快速拉升,每日经济新闻
1386,2019-04-02,快讯:国企改革板块快速拉升 国投中鲁、时代新材涨停,新浪
1387,2019-04-02,国企改革板块早盘快速拉升 国投中鲁封涨停,金融界
1388,2019-04-02,【数据揭秘】04月01日 融资客最看好的前20只个股,每日经济新闻
1389,2019-04-01,两公司停牌推升南北船合并预期 概念股大涨6%以上,大众证券报
1390,2019-04-01,【1日资金路线图】主力资金净流入173亿元 龙虎榜机构抢筹1股,证券时报网
1391,2019-04-01,重卡月销量创历史新高　国六标准实施或带来新一波销量增长,东海通财富
1392,2019-04-01,轻松再创反弹新高，御银股份再封涨停2日累涨21%！明日留意这只有色金属股,每日经济新闻
1393,2019-04-01,香港恒生指数收涨1.73% 创去年6月以来新高,证券之星
1394,2019-04-01,20190401收评：放量突破3150点引领行情进入新阶段,中金在线
1395,2019-04-01,工业综合：船舶行业战略重组开启 荐5股,国海证券
1396,2019-04-01,A股疯涨沪指涨2.58%创年内新高 牛市第二波来了？,中新经纬
1397,2019-04-01,1021亿资金争夺20股：主力资金重点出击14股(名单),新浪
1398,2019-04-01,04月01日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1399,2019-04-01,04月01日 159只股票封板 船舶制造板块涨幅最大,每日经济新闻
1400,2019-04-01,巨丰资金流向：沪市放量再创反弹新高 主力107亿资金再度加码,巨丰财经
1401,2019-04-01,1日午评：逼空再现，注意震荡,中金在线
1402,2019-04-01,4.1午评：早上靠强势股哄抢，下午看分化前补涨,中金在线
1403,2019-04-01,午评：沪指新高，上攻行情再度开启！,中金在线
1404,2019-04-01,国家核安全局局长确认核电重启 核电个股快速拉升,21世纪经济报道
1405,2019-04-01,沪指再创新高收复3100点涨2.29% 核电概念直线拉升,中新经纬
1406,2019-04-01,大盘一举突破年内高点 注意盘面分化风险,中财网
1407,2019-04-01,两市半日成交额超65000亿元 北向资金净流入59亿元,金融界
1408,2019-04-01,【A股午评：沪指刷新短期新高涨2.29% 区块链概念股现涨停潮】,格隆汇
1409,2019-04-01,南北船合并概念大涨逾6% 中船科技等3股涨停,中证网
1410,2019-04-01,巨丰热点：军工题材全线活跃 中船科技等多股涨停,巨丰财经
1411,2019-04-01,【异动股】军工板块高开高走 中国应急(300527-CN)等涨停,财华社
1412,2019-04-01,中国重工触及涨停,Wind
1413,2019-04-01,【行业动态】军工 1903丨军工行业景气度提升，改革+成长助力行业逆周期前行,中国银河证券研究
1414,2019-04-01,【国金研究】军工行业深度点评：南造船拟置入中国船舶；看好船舶行业战略重组及外溢效应,国金证券研究所
1415,2019-04-01,央企重组酝酿新突破四股牛哄哄,中财网
1416,2019-04-01,融资单周流入增速下降 三月份增仓1167亿元,投资快报
1417,2019-03-31,工业综合：军工资产证券化有望加速 荐5股,东北证券
1418,2019-03-30,火上浇油！管理层组织大动作，A股二季度走势已定！,中财网
1419,2019-03-29,国金证券：看好船舶行业战略重组及外溢效应,证券时报网
1420,2019-03-29,招商平安资产总经理陈明理：利用基金化方式展业是地方AMC立足长远发展的选择,每日经济新闻
1421,2019-03-29,【安信军工】中船集团重磅资本运作方案解读电话会议纪要—20190329,安信军工冯福章
1422,2019-03-29,南北船要合并了？中船集团资本运作变阵，旗下两大A股公司停牌，一批股票率先暴涨！,e公司
1423,2019-03-29,A股小幅高开 贵州茅台涨逾3%再创历史新高,每日经济新闻
1424,2019-03-29,巨丰热点：中船集团重组方案调整引发市场猜想 中船科技盘中涨停,巨丰财经
1425,2019-03-29,快讯：国防军工板块大幅高开 中国重工领涨,新浪
1426,2019-03-29,指数强势逼空！创业大涨3% 金融股全面爆发,每日经济新闻
1427,2019-03-29,南北船合并再进一步 中国重工等相关概念股高开,腾讯网
1428,2019-03-29,国盛证券：中船集团拉开重组大幕，改革预期全面升温,证券时报网
1429,2019-03-29,南北船合并再进一步 关注旗下5家上市公司,金融界
1430,2019-03-29,中船防务平台定位重置，南北船整合提速可期,毅军凸起
1431,2019-03-28,【异动股】船舶制造板块拉升，宝鼎科技(002552-CN)涨3.3%,财华社
1432,2019-03-28,【异动股】军工板块快速拉升 西仪股份(002300-CN)等多股涨停,财华社
1433,2019-03-28,国资委：央企应带头登陆科创板,北京商报
1434,2019-03-26,"A股独自大跌!多头嗅到了什么威胁?最怕不知缘故下跌,关注五大变化",券商中国
1435,2019-03-26,687亿资金争夺20股：主力资金重点出击3股(名单),新浪
1436,2019-03-26,沪股通半日净流入1.2亿 深股通半日净流出1.52亿,金融界
1437,2019-03-26,【异动股】船舶制造板块下挫，宝鼎科技(002552-CN)跌8.58%,财华社
1438,2019-03-26,【数据揭秘】03月25日 融资客最看好的前20只个股,每日经济新闻
1439,2019-03-26,军工梦回2017！南北船合并倒计时 “军工一哥”连夜打call,金融界
1440,2019-03-26,【信达看盘】2019.3.26,信达证券上海
1441,2019-03-26,A股早报2019年3月26日星期二,Wind
1442,2019-03-26,【国金晨讯精选】恒逸石化深度，多部委加大国防军工政策支持点评,国金证券研究所
1443,2019-03-25,【25日资金路线图】主力资金净流出近551亿元 龙虎榜机构抢筹4股,证券时报网
1444,2019-03-25,沪指下跌近2%军工板块走强，机构：市场风险偏好未受到根本动摇,每日经济新闻
1445,2019-03-25,军工股上演涨停潮底气何在？一文看懂背后逻辑,Wind
1446,2019-03-25,研报头条：军工板块发展红利不断科技股价值有望迎来重估,顶尖财经网
1447,2019-03-25,军工行业周报(第58期):关注改革预期以及一季报业绩较好标的,正点财经
1448,2019-03-25,A股走弱沪指跌近2% 外资单日净流出超百亿,中新网
1449,2019-03-25,涨停板复盘:三大股指全线走弱沪指跌1.9% 金融股重挫,新浪
1450,2019-03-25,714亿资金争夺20股：主力资金重点出击6股(名单),新浪
1451,2019-03-25,03月25日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1452,2019-03-25,03月25日 主力资金近三日都在买这些概念股,每日经济新闻
1453,2019-03-25,03月25日 80只股票封板 船舶制造板块涨幅最大,每日经济新闻
1454,2019-03-25,沪指跌近2% 50ETF3月看跌期权四只涨超200%,新浪
1455,2019-03-25,巨丰资金流向：金融板块全线回落引发走弱 主力371亿撤离市场,巨丰财经
1456,2019-03-25,巨丰收评：大金融跌幅加深 北上资金出逃,巨丰财经
1457,2019-03-25,收评：三大股指皆遭重挫沪指跌1.97% 军工股逆势走强,新浪
