,2021-12-31,保险行业关于《保险公司偿付能力监管规则(Ⅱ)》的点评：偿二代二期工程落地 预计对头部险企的影响相对有限,新浪
10100,2020-03-18,保险行业开门红缺席：疫情下，为什么投保的人反而少了,腾讯网
10101,2020-03-18,资本收缩战线莱美药业退出发起设立健康险公司,每日经济新闻
10102,2020-03-18,恒指大幅收跌4.18%，电子零件板块领跌 连续下跌,中新经纬
10103,2020-03-18,五大险企2月保费环比大降72.8% 总计1435.39亿元,中投网
10104,2020-03-18,中国太保人寿携手阿里云加速数字化转型 80万外勤队伍钉上办公,砍柴网
10105,2020-03-18,智通港股52周新高、新低统计|3月18日,智通财经
10106,2020-03-18,疫情冲击保险行业：2月上市险企保费环比降七成,新京报
10107,2020-03-18,上市险企遭遇黑色2月 寿险保费增速两升三降,华夏时报
10108,2020-03-18,【非银】2月上市险企保费点评：疫情短期冲击险企开门红，NBV增速预期回落,微信
10109,2020-03-18,低位龙头名单：高增长低估值，折价达三成，估值低到个位数,证券时报网
10110,2020-03-18,低位龙头股名单：高增长低估值，折价达三成，估值低到个位数,证券时报网
10111,2020-03-18,疫情影响逐渐显现 上市险企2月保费增速放缓,金融时报
10112,2020-03-18,险资出手左侧布局，盯上超跌周期股,Wind
10113,2020-03-18,中国人寿南下“扫货”不停步 举牌农业银行H股后继续增仓,证券日报
10114,2020-03-17,疫情考验第2月保费：个险溃败，平安寿太保寿新单骤降两成以上；人保财、平安产各降7%、8%,搜狐
10115,2020-03-17,A股共发生118宗大宗交易成交21.41亿元（3月17日）,Wind
10116,2020-03-17,A股五大上市险企前2月实现保费收入6719.76亿元 同比增长4.3%,每日经济新闻
10117,2020-03-17,太保在港第四次买入锦江资本 持股比例增至9.26%,上证报
10118,2020-03-17,中国太保现1笔大宗交易 共成交392.98万元,新浪
10119,2020-03-17,解密主力资金出逃股连续5日净流出1009股,证券时报网
10120,2020-03-17,保险行业深度研究报告：负债端变革伊始，投资端挑战已至【华创非银】,华创非银
10121,2020-03-17,A股全线下跌：沪指跌超2%，光刻胶概念逆市活跃,中新经纬
10122,2020-03-17,【国君非银】疫情影响2月保费增长，后续边际改善可期—2020年2月保费数据点评,欣琦看金融
10123,2020-03-17,5家A股上市险企发布前2月保费数据：财产险下滑 人身险分化,金融界
10124,2020-03-17,沪市公司监管锐评第十八期 | 好年报是怎样生成的？不妨讲点道与术,上证报
10125,2020-03-17,中国财险(2328.HK)低开3% 领跌保险股,格隆汇
10126,2020-03-17,A股融资融券日报：两融余额减少176.3亿元（3月16日）,Wind
10127,2020-03-17,好年报是怎样生成的？ 不妨讲点道与术,上证报
10128,2020-03-17,五大上市险企前2个月揽收保费0.67万亿,国际金融报
10129,2020-03-16,上市险企2月保费笼罩疫情阴影下，国华人寿同比缩水43％,腾讯网
10130,2020-03-16,2020年爆品？健康险万亿市场已预定丨亿欧问答,极客网
10131,2020-03-16,【万联保险】疫情影响2月新单，最难展业时期已过——上市险企2020年2月保费数据跟踪,万联证券研究所
10132,2020-03-16,股市乱谈：降息对保险不是什么大事,搜狐
10133,2020-03-16,上市险企保费成绩单遭遇黑2月:寿险两极拼搏 财险覆没,新浪
10134,2020-03-16,解密主力资金出逃股连续5日净流出790股,证券时报网
10135,2020-03-16,收评：恒指重挫近千点跌4.03%创三年新低 科技股跳水中兴通讯跌23% 连续下跌,金融界
10136,2020-03-16,申万宏源：恒指上周五跌幅收窄 收报24032点跌276点,新浪
10137,2020-03-16,众安在线跌近6% 上月保费收入增长放缓 盈利能力下降,新浪
10138,2020-03-16,A股融资融券日报：两融余额减少88.33亿元（3月13日）,Wind
10139,2020-03-16,嘉兴保险业打出政策“组合拳”,嘉兴在线
10140,2020-03-16,A股上市险企前2月保费增速分化 人保财险寿险均滑坡,中国经济网
10141,2020-03-16,互联网巨头 推进保险布局,金融时报
10142,2020-03-16,五大上市险企2月保费环比降逾七成，营销员转战线上“自救”,Wind
10143,2020-03-16,五大上市险企2月份保费环比降逾七成 营销员转战线上“自救”,证券日报
10144,2020-03-15,【方正非银】新单再分化、利率仍下行， 保险估值已处底部——上市险企2月月报,欣赏金融
10145,2020-03-15,【天风非银|周报】保险股估值极具吸引力，有望否极泰来,新锐视角看金融
10146,2020-03-15,【华金证券晚间资讯（20200315）】,华金研究
10147,2020-03-15,保险股已跌近20％ 券商告诉你能否抄底,腾讯网
10148,2020-03-15,【兴证金融 傅慧芳】非银周报（200309—200315）： 关注海外市场对券商基本面影响，2月保费受影响程度符合预期,兴证金融
10149,2020-03-15,2020年315金融投诉红黑榜,新浪
10150,2020-03-15,【国盛金融】本周聚焦—降准“如期而至”，金融股充分受益,马婷婷深度研究
10151,2020-03-15,中国太保寿险重庆分公司：优质服务不停歇 共战疫情不松劲,上游新闻
10152,2020-03-14,聚焦3.15 | 中国太保寿险重庆分公司“以案说险”：警惕“代理投诉退保”骗局,上游新闻
10153,2020-03-14,2020年我国寿险公司销售渠道发展现状与前景分析 寿险代理人渠道位置稳固 将向高质量发展【组图】,前瞻研究院
10154,2020-03-14,中国太保寿险：提升保险保障 助力各地复工复产,金融界
10155,2020-03-14,你恐慌我贪婪！40亿资金借道ETF进场，科技股被集中扫货，跨境ETF更是被全面抄底,每日经济新闻
10156,2020-03-14,中国太保携手阿里云并肩战“疫”，“太保钉钉”助力数字化运营,和讯
10157,2020-03-14,中国太保：创新智能工具 让保障与服务不打烊,和讯
10158,2020-03-14,【保险3·15】抗疫齐行动 消保不缺席,和讯
10159,2020-03-13,五大上市险企前两个月保费逾6700亿 中国人寿领跑,中国财富网
10160,2020-03-13,人太平3寿险公司前2月保费均下降，平安寿降12%最多；监管要求险企优化车险考核指标，做好车险改革准备｜慧保日报3.13,搜狐
10161,2020-03-13,中国太保：前2月保费收入同比增长1.59%至909.23亿,北京商报网
10162,2020-03-13,A股头条之上市公司（3.14）,金融界
10163,2020-03-13,"晚间公告热点追踪：""主动退市第一股""将回归沪市主板",新浪
10164,2020-03-13,晚间公告热点追踪：多家上市险企发布前2月保费收入,新浪
10165,2020-03-13,晚间重要公告2020年3月13日星期五,Wind
10166,2020-03-13,筑牢公司防线中国太保寿险云南分公司开展“315”消费者权益保护教育宣传周系列活动,云南信息报
10167,2020-03-13,中国太保(02601-HK)首两个月保险业务收入合计为人民币909.23亿元,财华社
10168,2020-03-13,A股共发生80宗大宗交易成交13.55亿元（3月13日）,Wind
10169,2020-03-13,公告点题｜3月13日这些公告有看头,第一财经
10170,2020-03-13,"中国太保现1笔大宗交易 共成交1,242.75万元",新浪
10171,2020-03-13,中国太保(02601)：太平人寿前两月原保费收入为667.33亿元,智通财经
10172,2020-03-13,解密主力资金出逃股连续5日净流出807股,证券时报网
10173,2020-03-13,3月13日上市公司晚间公告速递,新浪
10174,2020-03-13,中国太保(601601.SH)1-2月原保险业务收入909.23亿元 同比增长1.6%,格隆汇
10175,2020-03-13,中国太保：前2月保费收入总计909.23亿元,Wind
10176,2020-03-13,智通港股52周新高、新低统计|3月13日,智通财经
10177,2020-03-13,异动直击|内险股全线重挫，中国人寿跌超7%，中国平安跌超5% 连续下跌,富途证券
10178,2020-03-13,蓝筹股走低 多只保险股创一年新低,每日经济新闻
10179,2020-03-13,【行情】港股内险股悉数下挫,金十数据
10180,2020-03-13,A股融资融券日报：两融余额减少36.42亿元（3月12日）,Wind
10181,2020-03-13,险资新动态：增持港股、看好新消费、新技术、新基建、医养健,Wind
10182,2020-03-13,举牌案例增多 举牌后股价明显异动,中证报
10183,2020-03-13,保险资金进退新动态： 增持港股、看好新消费、新技术、新基建、医养健,21世纪经济报道
10184,2020-03-12,【科新先声】互联网保险：保险电商资产证券化崛起元年背后的优势与发展方向【安信诸海滨团队】,诸海滨科新先声
10185,2020-03-12,疫情下2月单月寿险保费：新华增18%，国寿增10%；成都国资接手成都农商行35%股份，安邦退出｜慧保日报3.12,搜狐
10186,2020-03-12,财险公司开年成绩单：车险“拉闸慢行”，健康险增长负重“挑大梁”,和讯
10187,2020-03-12,1-2月保费收入快报：中国人寿增21%，新华保险增44%,澎湃新闻
10188,2020-03-12,长江养老多举措助力复工复产，履行企业社会责任,中金在线
10189,2020-03-12,中国太保：“云科技”巧发力 大数据送温情,中金在线
10190,2020-03-12,中国太保：金融纾困助力小微企业应对疫情挑战,中金在线
10191,2020-03-12,友邦(1299.HK)、保诚(2378.HK)放榜后大跌 领港股保险股全线下挫 连续下跌,格隆汇
10192,2020-03-12,平保跌逾3%创一年新低 上周遭摩通减持4641万股 减持股份,新浪
10193,2020-03-12,保诚急跌11% 惟去年持续经营业务经调整溢利升2成,新浪
10194,2020-03-12,港股异动 | 野村称寿险公司内含价值下滑 中国太平(00966)领跌内险股,智通财经
10195,2020-03-12,840亿！70家财险公司竞逐健康险：Top16抢占9成市场，承保亏损高达40亿元 亏损,和讯
10196,2020-03-12,天风研究：疫情蔓延，风景这边独好？,Wind
10197,2020-03-12,恒指低开2.27% 服装零售商板块领跌,中新经纬
10198,2020-03-12,A股融资融券日报：两融余额减少15.92亿元（3月11日）,Wind
10199,2020-03-12,太保国寿再度“买买买”，连续在港“扫货”不手软,Wind
10200,2020-03-11,长三角出险率高、女性高于男性 千亿级健康险市场赔付攀升,经济观察网
10201,2020-03-11,美国财险25强出炉！STATE FARM稳居第一、巴菲特的公司排第二,券商中国
10202,2020-03-11,外围波动短期影响A股创指跌超2%板块轮动加速频现“一日游”,财华社
10203,2020-03-11,太保在港继续买入锦江资本 持股比例增至8.43%,上证报
10204,2020-03-11,野村料内险内含价值下滑 平保跌逾1%新华保险跌逾2%,新浪
10205,2020-03-11,二月银保新单保费同比下降超六成 “非接触式”购险订单量持续上涨,21世纪经济报道
10206,2020-03-11,陕西财险业：为春耕备耕保驾护航,金融界
10207,2020-03-11,A股融资融券日报：两融余额增加56.05亿元（3月10日）,Wind
10208,2020-03-11,2月银保新单保费同比下降近七成，“非接触式”购险订单量持续上涨,Wind
10209,2020-03-11,当人海战术“失灵” 科技赋能保险得靠“两条腿走路”,证券日报
10210,2020-03-10,同类产品收益相差超38% 净利三连降的国联安基金如何咸鱼翻身？ 盈利能力下降,投资时报
10211,2020-03-10,A股融资融券日报：两融余额减少34.07亿元（3月9日）,Wind
10212,2020-03-10,57股获券商买入评级 中环股份目标涨幅达61.08%,Wind
10213,2020-03-10,头部险资提前布局国债期货 400亿资金排队进场,时代周报
10214,2020-03-10,两融业务周报（20200302-20200306）,东吴财经通
10215,2020-03-10,【财经秘书】保险行业情报,搜狐
10216,2020-03-10,2月寿险保费断崖下挫,时代周报
10217,2020-03-10,上市公司用业绩证明减税降费成效 四上市险企净利预计大增逾五成,证券日报
10218,2020-03-09,暴走A股：跌得好，我开始考虑抄底了！,金融界
10219,2020-03-09,61股今日获机构买入评级,证券时报网
10220,2020-03-09,李?军：上海34家财险公司将产品保险责任范围扩展至新冠肺炎 涉及约2382万件保单,上证报
10221,2020-03-09,上海疫情防控发布|上海累计为企业和个体工商户续贷超500亿元,上观
10222,2020-03-09,暴走A股：跌得好！这三类股可以抄底了,金融界
10223,2020-03-09,中国太保跌4.71%，股价创近10个月新低 连续下跌,中新经纬
10224,2020-03-09,港股大金融板块集体重挫 中国人寿跌5%海通证券跌5% 连续下跌,新浪
10225,2020-03-09,A股融资融券日报：两融余额减少50.71亿元（3月6日）,Wind
10226,2020-03-09,3月9日券商晨会研报汇编,证券日报
10227,2020-03-09,天风证券：市场活跃度对券商业绩形成有效支撑,第一财经
10228,2020-03-09,春节后融资客一直在“买买买”,中财网
10229,2020-03-09,招商仁和人寿立下flag：未来三年将扭亏为盈|保险,搜狐
10230,2020-03-09,银保机构瞄准国债期货新赛道,Wind
10231,2020-03-09,险资料加码股票投资，5000亿元增量资金可期,Wind
10232,2020-03-09,公司深度 | 中国太保：全面推进转型2.0，看好长期价值增长,丁丁带你玩转金融
10233,2020-03-08,频频举牌：前两月调研超400次，半数险资欲加码投股市,Wind
