,2021-12-31,年终盘点｜券商今年整体跑输市场 板块中8家上涨 中银证券年内腰斩成最“熊”,金融界
1979,2020-11-09,解盘：深成指创逾5年新高，电子、通信、计算机等板块领涨,Wind
1980,2020-11-09,快讯：中资券商股集体走高 广发证券涨7%国联证券涨6%,新浪
1981,2020-11-09,A股午盘综述：上证指数午盘涨1.9%，创业板指涨超3%,Wind
1982,2020-11-09,券商板块持续走强 广发证券、中金公司涨停,e公司
1983,2020-11-09,券商股持续走强，中金公司、广发证券涨停,Wind
1984,2020-11-09,【行情】券商板块爆发，广发证券、中金公司涨停，东方财富大涨6%，国联证券、中信建投、国投资本跟涨,金十数据
1985,2020-11-09,快讯：券商股大幅走强 广发证券、中金公司双双涨逾8%,新浪
1986,2020-11-09,财融汇·日间资讯,财通证券融资融券部
1987,2020-11-09,关于同意广发证券股份有限公司为泰康中证500交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
1988,2020-11-08,A股跨年行情或大超预期！六大券商齐看好后市,中证报
1989,2020-11-08,下周操盘攻略：重磅宏观数据将公布，“双11”快递高峰期将至,Wind
1990,2020-11-08,券商阵营变阵 “三中一华”地位加强 外资全面布局券商股,红周刊
1991,2020-11-08,千亿市值券商或将易主 投行“缺位”之后再问前途,金融界
1992,2020-11-07,上市公司正负面新闻2020年11月7日星期六,Wind
1993,2020-11-07,券商板块被看好，辽宁成大增持广发证券,Wind
1994,2020-11-07,产业资本看好券商板块 这家上市公司增持广发证券,证券时报
1995,2020-11-06,辽宁成大增持广发证券H股,上证报
1996,2020-11-06,广发证券(01776.HK)：辽宁成大已增持1%股份持股升至17.42%,格隆汇
1997,2020-11-06,广发证券：辽宁成大累计增持公司1%股权,e公司
1998,2020-11-06,广发证券(000776.SZ)：辽宁成大已增持1%的股份持股升至17.42%,格隆汇
1999,2020-11-05,【天风非银】券商3季报综述：经纪与投行提振业绩，信用业务风险释放充分，全年业绩高增长可期！,新锐视角看金融
2000,2020-11-05,"今日共85只股票出现大宗交易, 明星营业部历史平均跑赢大盘8.23%",云掌财经
2001,2020-11-05,广发证券：截至10月末新增借款385.49亿元 属正常经营活动范围 大额借贷担保,证券时报网
2002,2020-11-05,广发证券(000776.SZ)累计新增借款金额385.49亿元 超上年末净资产40% 大额借贷担保,智通财经
2003,2020-11-05,广发证券：累计新增借款占上年末净资产比例为40.95% 大额借贷担保,Wind
2004,2020-11-05,相关业务向头部券商集中化明显 40家上市券商谁更有后劲？,羊城晚报
2005,2020-11-05,40家上市券商前三季营收3818亿元 支付职工现金956亿,中国经济网
2006,2020-11-04,上金所公布黄金拆借品种参与机构名单,Wind
2007,2020-11-03,资金流日报！两市共流入资金4117.69亿，流出资金3724.50亿,云掌财经
2008,2020-11-03,提高上市公司质量在行动：广发证券,新华网
2009,2020-11-03,【异动股】广发証券(01776-HK)涨3.02%,财华社
2010,2020-11-03,银行业拐点到来？三季报数据揭晓相关变化,21世纪经济报道
2011,2020-11-03,3只股票被多家券商重仓,财富动力网
2012,2020-11-03,广发证券：银行业景气度见底回升，估值修复有望持续,Wind
2013,2020-11-03,文化长城陷“罗生门”：被指虚造协议、贱卖资产 资产异常,时代周报
2014,2020-11-03,自营收益不菲，券商“炒股”哪家强,Wind
2015,2020-11-03,被指虚造协议、贱卖资产 文化长城陷“罗生门” 资产异常,时代在线
2016,2020-11-03,一站式金融知识解决方案 广发证券推出“秒答”小程序,时代在线
2017,2020-11-02,广发证券(01776)完成发行30亿元2020年度第九期短期融资券(债券通),智通财经
2018,2020-11-02,广发证券(000776.SZ)完成发行2020年度第九期短期融资券(债券通),格隆汇
2019,2020-11-02,投资银行业与经纪业-2020Q3公募基金持仓点评：非银配置显着提升 保险券商持仓市值均有增加,新浪
2020,2020-11-02,广发证券(01776-HK)前三季盈利升44.95%至人民币81.4亿元,财华社
2021,2020-11-02,【异动股】广发証券(01776-HK)涨4.9%,财华社
2022,2020-11-02,美银证券：升广发证券（01776）目标价5%至10.5元 维持“中性”评级,智通财经
2023,2020-11-02,“踩雷”广发证券 金埔园林败走IPO三年再闯创业板 投资失误,投资者网
2024,2020-11-02,券商“炒股”实力榜出炉！重仓股名单也来了,券商中国
2025,2020-11-02,金埔园林“败走”IPO三年再闯创业板 “踩雷”后募资拟八成补充流动资金 经营问题,投资者网
2026,2020-11-02,转融券出现“新增量”，多公司控股股东出借自家股票,Wind
2027,2020-11-02,前三季度40家上市券商，大赚超1200亿元,Wind
2028,2020-11-01,【招商非银|广发证券】盈利能力继续改善，单季度投资承压,莲花山士丹利金融研究
2029,2020-10-31,【兴证金融】券商重仓比例企稳回升，中信证券加仓明显 ——基金2020Q3券商持仓分析,兴证金融
2030,2020-10-31,千万级别融券筹码“凭空出现”？部分券源竟然来自……,上证报
2031,2020-10-31,A股券商赚钱榜：中信证券月入14亿 天风证券增幅最大,新浪
2032,2020-10-31,千万级别融券筹码“凭空出现”？部分券源竟然来自这,上证报
2033,2020-10-31,【金融头条】华晨汽车债券违约连锁反应：华泰资管、东方基金等踩雷“国企信仰”就此打破？,经济观察报
2034,2020-10-31,上市公司正负面新闻2020年10月31日星期六,Wind
2035,2020-10-31,A股39家上市券商赚钱榜来了！一哥大赚127亿,中国基金报
2036,2020-10-31,最新！39家上市券商赚钱榜来了：一哥狂赚127亿，却计提50亿减值准备！影响多大？,中国基金报
2037,2020-10-30,广发证券：前三季度净利润同比增长44.95%,Wind
2038,2020-10-30,广发证券前三季净利润同比增长44.95%,上证报
2039,2020-10-30,广发证券(000776.SZ)：第三季度净利升61.87%至23.89亿元,格隆汇
2040,2020-10-30,广发证券：“14宁宝塔MTN001”、“14宁宝塔MTN002”违约后续 未按时兑付本息,Wind
2041,2020-10-28,巨星科技今日出现35笔共计4.78亿元大宗交易，机构接盘,Wind
2042,2020-10-27,广发证券股份有限公司 关于非公开发行公司债券发行结果的 公告,证券时报
2043,2020-10-26,广发证券(01776.HK)成功发行50亿元公司债,格隆汇
2044,2020-10-26,广发证券(01776)完成发行50亿元公司债券,智通财经
2045,2020-10-26,17华汽05债未兑付 打破“国企信仰” 华晨汽车违约启示录 未按时兑付本息,经济观察网
2046,2020-10-26,A股融资融券日报：两融余额减少114.88亿元（10月23日）,Wind
2047,2020-10-26,蚂蚁打新盛宴来袭！顶格申购中签概率或达100%,Wind
2048,2020-10-26,华晨汽车债券违约后续影响几何？ 未按时兑付本息,券商中国
2049,2020-10-24,广发证券首批加入“资本市场扶贫公益联盟”,中证网
2050,2020-10-21,智通港股通资金流向统计(T+2)|10月21日,智通财经
2051,2020-10-20,广发证券(01776)已完成“17广发C1”的兑付兑息及摘牌,智通财经
2052,2020-10-20,"广发证券(01776.HK)：""17广发C1""次级债券兑付兑息及摘牌完成",格隆汇
2053,2020-10-20,市场要闻 | 券商：Q3工业恢复态势良好 看好Q4消费需求回升,36氪
2054,2020-10-20,关于同意广发证券股份有限公司为华夏中证浙江国资创新发展交易型开放式指数证券投资基金提供一般流动性服务的公告,上交所
2055,2020-10-20,A股融资融券日报：两融余额增加26.32亿元（10月19日）,Wind
2056,2020-10-19,广发证券(01776.HK)选举郭敬谊为战略委员会成员,格隆汇
2057,2020-10-19,【研报掘金】券商三季度盈利亮眼 建议关注优质龙头券商的投资价值,证券时报网
2058,2020-10-18,非银金融行业周观点：全面注册制改革有望加速落地 上市券商三季报业绩大幅预喜,新浪
2059,2020-10-16,北向资金一周净买入113.93亿元 六股迎掘金,证券时报
2060,2020-10-16,股转公司发布三季度做市商评价结果，持续激励做市商积极开展业务,Wind
2061,2020-10-15,梅花生物(600873.SH)：控股股东孟庆山与广发证券开展融资融券业务,格隆汇
2062,2020-10-15,深交所回应早间交易卡单：经处理恢复正常,第一财经
2063,2020-10-14,广发证券(01776.HK)10月30日举行董事会议以审批三季度业绩,格隆汇
2064,2020-10-14,证券从业人员逆势扩军，近3个月增员超7000,证券时报网
2065,2020-10-12,睿远、景林、大摩等知名海内外机构调研股，获“聪明钱”默契买入，四只股被增仓过亿元,红周刊
2066,2020-10-08,大摩：下调广发证券(01776)目标价至9.48港元，维持“减持”评级 机构下调估值,智通财经
2067,2020-10-04,进账同比大增150%！券商前三季度IPO承销保荐收入排行榜来了，中信建投、中信、中金占据前三,Wind
2068,2020-09-30,房地产行业2020年第二季度：上海甲级写字楼市场季度报告,新浪
2069,2020-09-29,9月IPO中止潮来袭：152家企业摁下暂停键，财报数据到期企业忙补资料 IPO融资异常,和讯
2070,2020-09-29,9月IPO中止潮来袭：152家创业板申报企业摁下暂停键,21世纪经济报道
2071,2020-09-29,9月IPO中止潮来袭，152家创业板申报企业摁下暂停键 IPO融资异常,Wind
2072,2020-09-29,9月IPO中止潮来袭： “6+3”财报数据到期企业忙补资料 152家创业板申报企业摁下暂停键 IPO融资异常,21世纪经济报道
2073,2020-09-29,9月IPO中止潮：“6+3”财报数据到期 申报企业摁下暂停键 IPO融资异常,21世纪经济报道
2074,2020-09-28,广发证券(01776)拟与中汇集团设立合伙基金投资环保装备先进制造及新经济产业等领域标的企业,智通财经
2075,2020-09-28,广发证券：子公司参与设立投资基金，聚焦环保装备先进制造及新经济产业,Wind
2076,2020-09-28,广发证券：子公司参与设立投资基金 聚焦环保装备先进制造及新经济产业,e公司
2077,2020-09-28,9月IPO中止潮来袭：“6+3”财报数据到期企业忙补资料 152家创业板申报企业摁下暂停键 IPO融资异常,21世纪经济报道
2078,2020-09-28,非银行金融行业：非银板块政策催化持续 资本市场对外开放更进一步,新浪
2079,2020-09-26,“踩雷”广发后更换保荐机构 金埔园林重启创业板IPO,中国经营报
2080,2020-09-25,国金、国联被证监会点名：核查内幕知情人 深交所也发话了,21世纪经济报道
2081,2020-09-25,广发证券亮相第九届金交会,证券日报
2082,2020-09-25,突发闪崩！400亿疫苗大牛股跌停，7万股民懵了！,中国基金报
2083,2020-09-25,突发闪崩！400亿疫苗大牛股跌停，7万股民懵了！究竟发生了什么？,中国基金报
2084,2020-09-23,泰嘉股份(002843.SZ)：控股股东的一致行动人开展融资融券业务涉750万股,格隆汇
2085,2020-09-23,广发証券(01776-HK)成立合伙基金投资于环保新经济等行业,财华社
2086,2020-09-23,广发証券(01776-HK)完成发行面息3.5%的40亿人民币公司债,财华社
2087,2020-09-22,广发证券(01776.HK)拟委任郭敬谊为非执行董事,格隆汇
2088,2020-09-22,广发证券(01776.HK)携手中山公用成立合伙基金 投资新一代信息技术等领域,格隆汇
2089,2020-09-22,浙江富润(600070.SH)：控股股东之一致行动人惠风创投与广发证券开展融资融券业务,格隆汇
2090,2020-09-22,广发证券(000776.SZ)成功发行40亿元公司债,格隆汇
2091,2020-09-21,广发证券：暂无计划回购股票,Wind
2092,2020-09-20,券商出手了！又有抢人大战,中国基金报
2093,2020-09-18,刘雪涛辞任广发证券(01776)非执行董事 董监高成员变化,智通财经
2094,2020-09-18,广发证券：非执行董事刘雪涛女士辞职 董监高成员变化,Wind
2095,2020-09-17,【银华基金】交易日报 2020-09-17,新浪
2096,2020-09-15,华测导航(300627.SZ)：持股5%以上股东太行大业与广发证券开展1500万股融资融券业务,格隆汇
2097,2020-09-15,大华股份今日涨停，外资、机构合力封板,Wind
2098,2020-09-15,“黑天鹅”突袭！两大乌龙利空重创白马股，下一个会是哪些板块？,凤凰网
2099,2020-09-15,市值增长3.3万倍、上市公司突破4000家，A股迎关键时刻,Wind
2100,2020-09-11,海天味业现5笔大宗交易总成交金额2.27亿元,证券时报网
2101,2020-09-11,债券重大事件2020年9月11日星期五,Wind
2102,2020-09-11,广发证券沈明高：全球面临总需求不足的风险,Wind
2103,2020-09-11,15股获券商买入评级，招商蛇口目标涨幅达63.27%,Wind
2104,2020-09-10,证券行业上市券商2020年中报综述：传统业务全面增长 创新业务贡献弹性,新浪
