,2021-12-31,行业动态|光伏玻璃价格Q4触底回升 明年下游组件放量或提振需求,财联社
1190,2020-10-14,福莱特通过非公开发行A股申请，拟筹资25亿元加码光伏玻璃,搜狐
1191,2020-10-14,福莱特疯涨背后：政策释放利好信号 玻璃涨价“快车道”飙速度,华夏时报
1192,2020-10-14,光伏板块尾盘跳水，福莱特、亚玛顿先后炸板,Wind
1193,2020-10-14,光伏板块午后持续拉升，福莱特涨停,第一财经
1194,2020-10-14,光伏股拉升福莱特(601865.SZ)再封涨停续创历史新高,格隆汇
1195,2020-10-14,光伏屋顶板块持续拉升，福莱特近5日录得4板,Wind
1196,2020-10-14,长城建材—建材行业周观点：涂界发布2020年中国工程、零售涂料排名,高材疾足
1197,2020-10-14,【电新】光伏玻璃行业深度报告：双玻组件快速渗透，光伏玻璃持续景气,中银证券研究
1198,2020-10-13,中小盘次新股/科创板周报一百七十一期：次新股指数上涨 关注国内领先的建筑信息化产品供应商品茗股份,新浪
1199,2020-10-13,中银证券：双玻组件快速渗透 光伏玻璃持续景气,新浪
1200,2020-10-13,福莱特(601865.SH)再创历史新高 10月光伏玻璃报价环比涨15%,格隆汇
1201,2020-10-12,深度丨1.5万亿A股光伏板块被高估了吗？,21世纪经济报道
1202,2020-10-12,"福莱特现1笔大宗交易 共成交2,321.10万元",新浪
1203,2020-10-12,电气设备及新能源行业周报：中欧碳排标准上调推进新能源革命,新浪
1204,2020-10-12,暴涨的“信义系”与“玻璃大王”李贤义,环球老虎财经
1205,2020-10-12,光伏玻璃行业点评：光伏玻璃价格持续上升 景气有望延续,新浪
1206,2020-10-12,电力设备及新能源行业周报：国网展望“十四五”电网投资 塑造能源互联网产业链,新浪
1207,2020-10-12,建材行业周报(第四十一周),新浪
1208,2020-10-12,解盘：资金快速流出，数字货币、充电桩、深圳领涨,Wind
1209,2020-10-11,10月份A股布局时机再现？券商研判市场呈震荡上行趋势，“扎堆热捧”五粮液、中国平安等多只金股,证券日报
1210,2020-10-10,【复盘走势 2020-10-10】光伏玻璃：信义光能+福莱特,MvLeonardo
1211,2020-10-10,光伏概念再掀涨停潮，3000亿龙头2个月前已透露天机？,券商中国
1212,2020-10-09,福莱特玻璃(06865.HK)回复非公开发行股票发审委会议准备工作告知函,格隆汇
1213,2020-10-09,福莱特龙虎榜数据(10月9日）,Wind
1214,2020-10-09,2020年10月份上海证券研究所投资组合报告,新浪
1215,2020-10-09,港股科技终止5连升信义光能、福莱特双双跌下神坛泻10%,财华社
1216,2020-10-09,东兴证券：9月金股组合亏损7.11% 10月荐股名单出炉 亏损,新浪
1217,2020-10-09,电力设备与新能源行业周观点：大力发展可再生能源 新能源汽车旺季来临,新浪
1218,2020-10-09,光伏玻璃价格再次上涨 2020光伏玻璃行业发展前景分析,中研网
1219,2020-10-09,四季度国内光伏行业仍将迎来旺盛需求,聚氨酯网
1220,2020-10-09,2020年四季度股票组合,新浪
1221,2020-10-09,【研报掘金】假期海外光伏龙头大涨 板块价值重估或开启新一轮“泡沫化”行情,证券时报网
1222,2020-10-09,A股收盘综述：上证指数收涨1.68%，宁德时代、比亚迪、隆基股份等明星股创新高,Wind
1223,2020-10-09,光伏玻璃价格涨至历史高位，A股相关概念现涨停潮丨牛熊眼,第一财经
1224,2020-10-09,A股午盘综述：上证指数半日涨1.89%，光伏股批量涨停,Wind
1225,2020-10-09,电力设备第41周周报：国产MODEL3再降价 光伏玻璃紧缺价格继续上涨,新浪
1226,2020-10-09,电力设备及新能源行业周报：MODEL3进入25万区间 引领新一轮电动化潮流,新浪
1227,2020-10-09,光伏板块涨幅一度达到7.5%，南玻A、太阳能、京运通等13股封住涨停板,Wind
1228,2020-10-09,【行情】A股光伏板块大幅高开，福莱特、金晶科技、南玻A等多股涨停，消息面上，光伏玻璃价格涨至历史新高，长假期间港股光伏股集体大涨,金十数据
1229,2020-10-09,年内累计上涨448% 福莱特还能疯多久？,阿尔法工场
1230,2020-10-09,【电新*曾朵红】海外光伏大涨，新能源革命黄金时代已来,东吴研究所
1231,2020-10-09,光伏旺季“大约在冬季” 光伏玻璃轮番提价已开启,证券时报
1232,2020-10-09,一天飙升43%！港股光伏板块涨疯了，竟有这个大利好！A股小伙伴也要火了？,中国基金报
1233,2020-10-09,港股光伏板块涨疯了：一天飙升43% 竟有这个大利好,中国基金报
1234,2020-10-08,单日最高暴涨43%：港股光伏板块涨疯了 A股光伏股明天怎么走？,e公司
1235,2020-10-08,福莱特(601865)：卡位光伏玻璃优质赛道 成本领先优势持续强化,新浪
1236,2020-10-08,福莱特(601865)：光伏玻璃龙头地位稳固 双玻渗透提升盈利中枢,新浪
1237,2020-10-07,上月惨遭滑铁卢！痛定思痛，券商推出最新金股组合，速看！,上证报
1238,2020-09-30,光伏产业链格局梳理：把握细分景气环节,新浪
1239,2020-09-30,涨停复盘 | 9月惨淡收官，光伏旺季引爆概念股,第一财经
1240,2020-09-30,大行评级|中金：光伏长期成长逻辑确定推荐信义光能(0968.HK)和福莱特(6865.HK),格隆汇
1241,2020-09-30,中金：光伏长期成长逻辑确定 推荐信义光能（00968）和福莱特（06865）,智通财经
1242,2020-09-30,电力设备及新能源行业9月行业洞察报告：特斯拉电池日不止于降本 引领新能源汽车加速渗透,新浪
1243,2020-09-30,国联证券研究所10月金股组合,国联研究
1244,2020-09-30,解盘：资金继续流入，新能源、高价股、品牌龙头领涨,Wind
1245,2020-09-30,A股午盘综述：上证指数半日缩量升0.45%，光伏、风电、汽车股领涨,Wind
1246,2020-09-30,光伏板块飙升，易成新能涨超16%,Wind
1247,2020-09-30,众信转债跌逾8%，正股众信旅游跌逾9%,Wind
1248,2020-09-29,新能源行业深度报告：实现碳中和 我们需要多少可再生能源？,新浪
1249,2020-09-29,福莱特涨幅股价再创历史新高！光伏玻璃现供不应求,金融界
1250,2020-09-29,光伏玻璃板块上涨 福莱特曾涨4.5%信义光能上升2%,新浪
1251,2020-09-29,光伏概念逆势走强港A两市多股大涨,格隆汇
1252,2020-09-27,电力电气设备：玻璃吹响旺季号角 逆变器竞争结构性机会,新浪
1253,2020-09-27,建材行业周报：调整创造机会 坚定配置建材板块,华安证券
1254,2020-09-27,光伏玻璃接力硅料成上涨主力，供应紧张或持续到2021年,上证报
1255,2020-09-27,电气设备新能源行业周报：中欧两国携手倡导绿色发展 光伏电动车双双利好,新浪
1256,2020-09-27,电气设备行业研究：隆基通威加强硅料环节合作 特斯拉电池日召开,新浪
1257,2020-09-25,东北证券：政策利好刺激不断 光伏板块估值行情持续（附股）,证券时报网
1258,2020-09-25,【东北晨会0925】光伏行业动态点评/银行行业周报/宝钢包装,东北证券研究所
1259,2020-09-24,电气设备行业月度报告：十四五预期升温，产业链价格企稳，给予“领先大市”评级,财信证券
1260,2020-09-24,大和指福莱特(06865-HK)受惠内地推动新能源升其目标价至19.5港元,财华社
1261,2020-09-22,光伏行业点评：欧盟上调减排目标 新能源革命势不可挡,新浪
1262,2020-09-22,建材行业周报：水泥行业产能置换比例或将提高至2：1和1.5：1,新浪
1263,2020-09-20,电新行业周报：8月光伏新增装机同比增长 充电桩维持快速增长趋势,新浪
1264,2020-09-17,新能源行业投资策略：新能源 新机会,新浪
1265,2020-09-17,26股获券商买入评级，雅克科技目标涨幅达83.90%,Wind
1266,2020-09-16,建材行业2020年1-8月行业数据点评：水泥开启旺季行情 玻璃高景气度延续,华安证券
1267,2020-09-16,新能源景气度回升，2020年迎业绩拐点,Wind
1268,2020-09-16,节前成交低迷，“十四五”新能源规划将上调催化光伏板块；临近双节消费行业有看点，机构调研最多,财经
1269,2020-09-16,光伏屋顶板块再度崛起，阳光电源、晶澳科技、福莱特大涨,Wind
1270,2020-09-16,福莱特(601865)：光伏玻璃行业龙头 成本和技术优势明显,新浪
1271,2020-09-15,电气设备行业周报：新能源车8月国内销量高增 十四五规划为新能源发展保驾护航,新浪
1272,2020-09-15,中小盘次新股／科创板周报一百六十八期：次新股指数下跌 关注国内领先的ITO服务提供商法本信息,新浪
1273,2020-09-15,【中银电新】新能源发电：“十四五”装机或迎广阔空间,老成之见
1274,2020-09-14,建材行业周报：周期类建材配置价值凸显,华安证券
1275,2020-09-14,涨价或将持续到明年，太阳能光伏玻璃价格维持在高位水平,集邦新能源网
1276,2020-09-14,【东吴电新】新能源点评：可再生能源十四五前瞻，国内风+光年化装机有望达100GW+,新兴产业汇
1277,2020-09-11,光伏玻璃行业专题报告：近期光伏玻璃价格保持强势 有望维持景气,新浪
1278,2020-09-11,阳光电源封住涨停，光伏屋顶板块涨幅接近7%,Wind
1279,2020-09-10,光伏玻璃价格一路高歌上涨，相关企业积极扩产,集邦新能源网
1280,2020-09-10,交银国际：看好光伏玻璃龙头投资机会 福莱特买入评级,新浪
1281,2020-09-09,光伏玻璃价格维持高位 业内人士称涨价或持续到明年,21世纪经济报道
1282,2020-09-09,大宗商品晨报：美原油暴跌内盘跌停 关注国内通胀数据,新浪
1283,2020-09-08,中小盘次新股／科创板周报一百六十八期：次新股指数下跌 关注知名LED驱动芯片生产企业明微电子,新浪
1284,2020-09-07,电力设备新能源行业20年中报业绩回顾：工控及新能源发电景气度高 新能源车迎来向上拐点,新浪
1285,2020-09-07,电力电气设备：市场需求持续向好 玻璃价格创新高 硅料价格高位企稳,新浪
1286,2020-09-07,26股获券商买入评级，周大生目标涨幅达45.58%,Wind
1287,2020-09-07,【东吴电新】20H1新能源行业中报总结：光伏逆势高增，龙头强者恒强，风电零部件高增,新兴产业汇
1288,2020-09-06,2020光伏行业中报总结：逆势量利齐升 龙头强者恒强,新浪
1289,2020-09-06,福莱特(601865.SH)使用闲置募集资金3亿元购买理财产品,格隆汇
1290,2020-09-06,电气设备行业周报：欧洲8月新能源车销量维持高增 国内核电实质性重启,新浪
1291,2020-09-06,电气设备行业周报：欧洲新能源车销量高增 光伏玻璃需求持续向好,新浪
1292,2020-09-06,2020年新能源板块中报总结：光伏逆势高增 龙头强者恒强 风电零部件高增,新浪
1293,2020-09-05,电新行业周报：光伏市场前景良好 电解液环节盈利有望修复,新浪
1294,2020-09-04,电力设备及新能源行业2020年中报业绩总结：增长韧性凸显 格局加速优化,新浪
1295,2020-09-04,建材行业2020中报点评总结：Q2盈收恢复高增长 期待旺季更旺,新浪
1296,2020-09-04,大和升福莱特(06865-HK)目标价一成至15.5港元股价盘前跌4.79%,财华社
1297,2020-09-04,A股中报季900只超预期个股名单,锦缎
1298,2020-09-04,【东吴电新】周策略：电动车Q3拐点明确，光伏Q3业绩继续高增,新兴产业汇
1299,2020-09-03,寻找下一个隆基,索比光伏网
1300,2020-09-01,隆基股份升近5%再创新高，福斯特、福莱特、晶澳科技等光伏股普涨,Wind
1301,2020-09-01,电气设备行业周报：海外市场助力新能源车板块业绩 硅料价格有望趋稳,新浪
1302,2020-09-01,纸价连续上涨！需求旺季+限塑令，资金杀入这些股,证券时报网
1303,2020-08-31,涨完售价涨股价，这十大品种机构提示必须关注,上证报
1304,2020-08-31,股王茅台冲破1800元！A股全面开花挑战新高,中国基金报
1305,2020-08-31,A股午盘综述：上证指数半日升0.8%，贵州茅台股价突破1800元创新高,Wind
1306,2020-08-31,隆基股份涨超3%并再创新高，带动通威股份、福莱特等光伏股走强,Wind
1307,2020-08-26,高管增持榜：横店东磁增持额居首,证券时报网
1308,2020-08-24,电力设备及新能源行业周报：光伏涨价不改需求 电网投资回暖,新浪
1309,2020-08-24,涨价主题风起云涌，下个风口是谁？,Wind
1310,2020-08-24,电力设备新能源周观察：汽车执行器赛道优质 风电龙头中报高增,新浪
1311,2020-08-21,电气设备行业深度研究-BIPV：能否开启光伏新增市场？,新浪
1312,2020-08-21,QFII持股曝光：举牌透景生命，青睐小盘绩优,Wind
1313,2020-08-21,旺季未至涨价先行，玻璃期货4个月涨50%，后市如何看？,第一财经
1314,2020-08-21,隆基股份大涨超6%提振光伏板块，通威股份、福莱特、捷佳伟创普涨,Wind
1315,2020-08-21,电力电气设备行业光伏平价转折点的四问四答：需求旺盛行业进入成长轨道,新浪
1316,2020-08-20,福莱特(601865.SH)：非公开发行股票申请获中证监受理,格隆汇
1317,2020-08-20,交银国际：看好光伏玻璃龙头投资机会 首推买入福莱特,新浪
1318,2020-08-19,7股获高管增持 福莱特获增持金额最多,证券时报网
1319,2020-08-19,光伏产业链转债全解析——新能源转债盘点系列之二,睿哲固收研究
