,2018-01-01 00:00:00,信息科技：驾乘白马 荐8股,中泰证券
4489,2020-09-27,用友:用生态理念做数字化管理咨询,砍柴网
4490,2020-09-27,用友入选2020中央企业集采供应链十佳服务商,砍柴网
4491,2020-09-27,邓白氏推出全球合作伙伴加速计划,北国网
4492,2020-09-27,中环股份：布局大硅片,半导体风向标
4493,2020-09-28,国庆将近，西藏药业一天跌掉上周涨幅，资金离场下能否力挽狂澜？,药智网
4494,2020-09-28,北京自贸试验区挂牌重点发展新兴技术等产业,北京商报
4495,2020-09-28,电子专票C位出道，加速企业与产业链数智化变革,和讯
4496,2020-09-28,【中证盘前】第三只千元股“医美茅台”爱美客收关注函；林园投资大举买入嘉澳转债；深康佳拟200亿元在西安建智能家电总部,中证报
4497,2020-09-29,致远互联受邀出席2020华为全联接大会 共探“云办公的下一站”,砍柴网
4498,2020-09-29,用友网络(600588.SH)：约2147.45万股行权股票10月13日上市流通,格隆汇
4499,2020-09-29,差旅壹号成功举办“智慧商旅，创新共赢”2020央企商旅集采高峰论坛,凤凰网
4500,2020-09-29,【计算机】“外滩大会”召开，持续关注金融科技——计算机行业周报——看好,渤海证券研究
4501,2020-09-29,【新三板-诸海滨】明源云登陆港交所，地产商ERP解决方案及SaaS产品的最大供应商,安信证券研究
4502,2020-09-30,三大券商把脉四季度投资策略：科技创新仍是中期主线,大众证券报
4503,2020-09-30,计算机行业周报：“外滩大会”召开 持续关注金融科技,渤海证券
4504,2020-10-01,账上巨额货币资金又定增53亿遭问询 用友网络称资金真实存在 问询,搜狐
4505,2020-10-02,如何把握“金秋时节”？机构四季度选股策略也新鲜出炉,大众证券报
4506,2020-10-06,四季度投资策略：科技创新仍是中期主线！,搜狐
4507,2020-10-09,王文京：企业数智化——商业创新的路径与机遇,凤凰网
4508,2020-10-09,【兴证计算机】2021年投资策略：以静制动，聚焦计算机强规模效应龙头,兴业计算机团队
4509,2020-10-09,基金重仓概念股近三日最受主力资金青睐,证券时报网
4510,2020-10-09,74股主力资金净流入超亿元,证券时报网
4511,2020-10-09,东吴证券：9月金股组合亏损2.99% 10月荐股名单出炉 亏损,新浪
4512,2020-10-09,稳了！在岸人民币跳涨近千点，北向资金净买超130亿，最全10月金股名单来了,证券时报网
4513,2020-10-09,科技-工业软件系列报告之开篇：软件为体 工业铸魂,新浪
4514,2020-10-10,【兴证计算机】智能汽车：鲶鱼搅动的一池春水,兴业计算机团队
4515,2020-10-10,计算机行业动态分析：计算机板块三季报业绩前瞻,新浪
4516,2020-10-10,东吴证券：四季度A股仍将维持震荡的走势,证券日报
4517,2020-10-10,计算机 行业简评：中国云计算进入增值服务高增长阶段 PAAS平台、智能化能力和解决方案能力成为竞争核心,新浪
4518,2020-10-10,下周655亿市值限售股解禁 解禁,Wind
4519,2020-10-11,【兴证计算机】工业软件：政策与产业共振，国产厂商空间广阔,兴业计算机团队
4520,2020-10-12,计算机周报：工信部：加快自主信息技术发展和生态构建,新浪
4521,2020-10-12,国家金融科技认证中心落地，三大独角兽准备上市，把握龙头机会,第一财经
4522,2020-10-12,炸了！全是利好,金融界
4523,2020-10-12,蚂蚁+DCEP演绎金融科技双主线,财富动力网
4524,2020-10-13,全A(一致评级)概念股近三日受338亿主力资金追捧,证券时报网
4525,2020-10-13,计算机应用：中国企业对云依赖度提升 PAAS能力和智能技术平台成为云计算下一个重要战场,新浪
4526,2020-10-13,【计算机】金融科技迎政策利好，四季度建议重点关注——计算机行业周报——看好,渤海证券研究
4527,2020-10-14,用友网络(600588.SH)拟与子公司共同设立山西用友持股90%,格隆汇
4528,2020-10-14,用友网络(600588.SH)：31.357万股限制性股票符合解锁条件25.346万份股票期权符合行权条件,格隆汇
4529,2020-10-14,软件巨头用友「掘金记」：手握银行支付双牌照，撮合贷款超300亿,和讯
4530,2020-10-14,用友NC Cloud与信服云sCloud通过兼容性相互认证,砍柴网
4531,2020-10-15,【主力资金】超20亿资金杀入这只股，机构却悄悄跑路,证券时报网
4532,2020-10-15,政策助推下 工业互联网有望加速发展（附股）,证券时报网
4533,2020-10-15,靠传统业务200倍市盈率强撑股价 用友网络定增加码“云”业务胜率几何？,投资者网
4534,2020-10-16,A股共发生67宗大宗交易成交9.97亿元（10月16日）,Wind
4535,2020-10-16,"用友网络现3笔大宗交易 共成交5,887.54万元",新浪
4536,2020-10-16,用友网络今日大宗交易成交22万股，成交价43.42元溢价0.0%,Wind
4537,2020-10-16,【信达看盘】2020.10.16,信达证券上海
4538,2020-10-16,云计算生态新优势专题研讨会成功举办,砍柴网
4539,2020-10-18,【民生计算机|周观点】三季度业绩有望持续改善，金融IT、云表现亮眼,MS计算机
4540,2020-10-18,前瞻热点：ERP国产替代加速推进,大众证券报
4541,2020-10-19,计算机行业周报：信创进程将提速,渤海证券
4542,2020-10-19,投资江湖从来不缺少传奇：两年狂赚近百亿！核心只有这四个字.,上证报
4543,2020-10-19,两年狂赚近百亿，这才是真正的“股神”,上证报
4544,2020-10-19,百万工业APP生态培育计划发布启动,工业新闻网
4545,2020-10-19,拥抱智能化时代关注人工智能投资机会,中证报
4546,2020-10-20,2020工业技术软件化发展论坛暨2020中国（天津）工业APP创新应用大赛颁奖仪式隆重召开,工业电器网
4547,2020-10-20,【计算机】信创进程将提速——计算机行业周报——看好,渤海证券研究
4548,2020-10-21,单一股票投资获利百亿的大神们,股市动态分析
4549,2020-10-21,启动增长“新引擎” 新网银行三季度净利润环比上涨32%,中国网
4550,2020-10-21,用友亮相工业互联网全球峰会 助力工业企业高质量发展,砍柴网
4551,2020-10-22,用友网络(600588.SH)：31.357万股限制性股票将解锁上市流通,格隆汇
4552,2020-10-22,微众银行发展供应链金融业务，与核心企业合作实现批量化解小微企业融资难题,和讯
4553,2020-10-22,探讨企业数字化转型之策,证券导报
4554,2020-10-23,带着地产SaaS的概念 600亿的明源云是底？,新浪
4555,2020-10-23,广联达4亿现金收购：无业绩承诺 标的半年仅赚43万元,新浪
4556,2020-10-23,新网银行2020前三季度累计实现净利5.38亿元，环比上涨32%,零壹财经
4557,2020-10-23,用友网络(600588)：三重因素迎转折,国金证券股份有限公司
4558,2020-10-23,适度分散投资的TMT基金，震荡市更值得关注？,养基司令
4559,2020-10-24,用友亮相2020数字经济高峰论坛 后疫情时代企业数智化路径显现,凤凰网
4560,2020-10-24,【兴证计算机】拥抱开源后浪-聚焦“1024”程序员节,兴业计算机团队
4561,2020-10-24,下周1106亿市值限售股解禁，环比增加352.37% 解禁,Wind
4562,2020-10-25,【民生计算机|周观点】蚂蚁上市在即，C端B端赋能完善金融科技生态圈,MS计算机
4563,2020-10-26,计算机行业周报：板块调整幅度较大 关注被错杀的优质个股,国海证券
4564,2020-10-26,10月26日主力资金净流出243亿元,证券时报网
4565,2020-10-26,计算机行业周观点：数字货币时代加速到来,新浪
4566,2020-10-26,175股获券商买入评级，浙江医药目标涨幅达76.98%,Wind
4567,2020-10-26,限售股解禁明细 解禁,财富动力网
4568,2020-10-27,百亿级基金仍高仓位“吃药喝酒玩科技”,金融投资报
4569,2020-10-27,三年了：葛卫东不停在买科大讯飞 他在等什么？,新浪
4570,2020-10-27,数字化转型暨两化融合管理体系贯标2.0推进会在苏州召开,工业新闻网
4571,2020-10-27,*ST华讯跌停 百年人寿旗下保险产品为第十大流通股东,中国经济网
4572,2020-10-27,【计算机】蚂蚁集团上市在即，关注云计算和金融IT―― 计算机行业周报――看好,渤海证券研究
4573,2020-10-27,刚刚，软件巨头重挫超20%！创20年最大跌幅，市值蒸发2700亿！甲骨文也被带崩了，贝莱德、美国银行踩雷 连续下跌,中国基金报
4574,2020-10-28,吃药喝酒还是拥抱科技？傅鹏博、刘格菘、冯明远、张坤......明星基金经理三季报调仓路径曝光,21世纪经济报道
4575,2020-10-28,全球第二大安防龙头 大华股份如何突破成长瓶颈？,新浪
4576,2020-10-28,中美对标医疗信息化研究报告之一 ——产业逻辑研究框架,王者计算机
4577,2020-10-28,傅鹏博“豪饮”茅台五粮液、刘格崧顶格重仓隆基股份……基金大佬最新持仓曝光,中证报
4578,2020-10-29,【东兴计算机】能科股份（603859）：着力打造工业软件生产力中台，公司“类恒生”客户粘性商业模式价值初现,王者计算机
4579,2020-10-29,【安信计算机】基金三季报持仓分析：年内首次降仓，首次低配 盈利能力下降,计算机司令部
4580,2020-10-29,解码7788份公募基金三季报：“吃药喝酒”仍为主流，明星基金经理持仓分化,Wind
4581,2020-10-29,解码7788份公募基金三季报： “吃药喝酒”仍为主流 明星基金经理持仓分化,21世纪经济报道
4582,2020-10-30,知名牛散葛卫东、章建平、吕强最新持仓曝光，科技股受追捧,红周刊
4583,2020-10-30,用友网络：19年现金分红+7次股权激励 助力千亿市值成长路,上证报
4584,2020-10-30,用友网络发布三季报：云服务业务收入同比增长76.4%,新华网
4585,2020-10-30,用友网络(600588.SH)：前三季度业绩转亏 净亏损1559.95万元 亏损,格隆汇
4586,2020-10-30,用友网络发布2020年三季度财报：云服务业务收入同比增长76.4%,新浪
4587,2020-10-30,【兴证计算机】2020Q3持仓整理：超配0.02%，环比Q2下降1.95个百分点,兴业计算机团队
4588,2020-10-30,【提高上市公司质量在行动】用友网络：借力资本市场 持续健康发展,新华网
4589,2020-10-30,【提高上市公司质量在行动】中国建筑：坚持价值创造 推动上市企业高质量发展,新华网
4590,2020-10-30,【提高上市公司质量在行动】臧小丽：意见颁布以来已发挥威力,新华网
4591,2020-10-30,用友网络：前三季度净亏损1559万元，由盈转亏 亏损,Wind
4592,2020-10-30,揭开企业基业长青的秘密：通过数智赋能，持续商业创新,砍柴网
4593,2020-10-31,【东兴计算机】三六零（601360）：政企信息安全业务启程，长期业绩趋稳向好,王者计算机
4594,2020-10-31,散户懵了！三季度热门的部分医药、计算机被基金逢高抛售，白酒、电子行业获集体加仓,每日经济新闻
4595,2020-10-31,个股资金流向,财富动力网
4596,2020-11-01,【华西计算机】用友网络｜2020Q3点评：Q3季度云业务增长强劲，成长属性更加突出,科技晶选
4597,2020-11-01,牛散大佬三季报踪迹：葛卫东新进6股，陈发树豪赚隆基股份,21世纪经济报道
4598,2020-11-01,牛散大佬的三季报踪迹：葛卫东新进6股 陈发树加仓中国中免,21世纪经济报道
4599,2020-11-01,1.2万亿的大抱团，基金一半持仓都在这50股！医药“一哥”被踢出前10强，茅台抱团首次破千亿,证券时报
4600,2020-11-01,【东兴计算机】中美信息安全产业对比专题研究,王者计算机
4601,2020-11-01,【东兴计算机】金山办公（688111）：单季度收入持续创新高，付费转化率正快速提升,王者计算机
4602,2020-11-01,【天风计算机】周观点：三季报云计算表现突出，金融IT和网安边际改善明显,兵哥看IT
4603,2020-11-02,刘格菘第二！年内四只翻倍基金，他竟独占其三,中证报
4604,2020-11-02,今年以来四只翻倍基金 百亿爆款基金最牛大赚84%,中证网
4605,2020-11-02,“刘格菘第二”！今年以来四只翻倍基金，他竟独占其三,中证报
4606,2020-11-02,葛卫东持续加码科技股,格隆汇
4607,2020-11-02,酝酿三年多仍为申请阶段，家家悦拟退出发起设立安然人寿,澎湃新闻
4608,2020-11-02,203股今日获机构买入评级7股上涨空间超50%,证券时报网
4609,2020-11-02,巨·热点｜市场调整节奏不改 六大板块受青睐！,巨丰财经
4610,2020-11-02,用友前三季度营收49亿元 云服务增长76.4% |千峰秀,亿邦动力
