,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
7021,2020-07-31,董明珠：空调一晚一度电都是骗人的 按这个说法格力四天不要一度电,金融界
7022,2020-07-31,格力电器困在分水岭空调之外业绩不佳 盈利能力下降,证券市场周刊
7023,2020-07-31,北水扫货美团、思摩尔；南水卖出格力电器近10亿元,富途证券
7024,2020-07-31,巨丰数据赢｜北上资金波动频繁 主力在低位逆势增持该龙头,巨丰财经
7025,2020-07-31,A股融资融券日报 ：两融余额增加76.12亿元（7月30日）,Wind
7026,2020-07-31,3300点八上八下！这些个股获青睐（名单）,中证报
7027,2020-07-31,海尔智家、海尔电器双双停牌，私有化进程引关注，或迎价值重估,腾讯网
7028,2020-07-30,7月30日北向资金成交活跃股名单,证券时报网
7029,2020-07-30,家电行业政策专题：最严能效标准实施 空调产业结构优化加速,西南证券
7030,2020-07-30,A股市场观察：市场弱势震荡,光大证券
7031,2020-07-30,私有化尘埃落定？海尔资本加减法提速,北京商报
7032,2020-07-30,北向资金净买入财通证券7.95亿元净卖出格力电器9.99亿元,上游新闻
7033,2020-07-30,金融街下午茶2020年7月30日星期四,Wind
7034,2020-07-30,数据复盘| 75亿资金撤离电子行业 格力电器遭主力资金净卖出逾21亿元,证券时报网
7035,2020-07-30,格力电器今日遭北向资金净卖出9.99亿元,e公司
7036,2020-07-30,北上资金净卖63.38亿格力电器遭净卖出9.99亿,格隆汇
7037,2020-07-30,北向资金净流出63.38亿元，格力遭外资“一日游”,Wind
7038,2020-07-30,景气跟踪·中央空调：积压需求回补 行业复苏延续,新浪
7039,2020-07-30,北向资金出走63亿：农业板块受青睐 格力遭主力抛近20亿,新浪
7040,2020-07-30,成交量再上万亿！北上资金百亿回流杀回马枪 美的完胜格力？,金融界
7041,2020-07-30,家电行业：行业继续改善 空调8月排产提速,中金公司
7042,2020-07-30,气候研究十步曲(九)：从夏季上半段和8月天气展望看空调需求,新浪
7043,2020-07-30,正直播丨董明珠：疫情防控常态化条件下民营企业如何育新机开新局,21世纪经济报道
7044,2020-07-30,格力电器等29股获北向资金增持额超亿元,证券时报网
7045,2020-07-30,北向资金大额净卖出，白酒行业估值是否已到天花板,Wind
7046,2020-07-30,造芯报喜？格力称自研芯片已投入使用数千万片,维库电子市场
7047,2020-07-30,A股早报2020年7月30日星期四,Wind
7048,2020-07-30,格力电器等4股获北向资金连续净买入,证券时报网
7049,2020-07-30,北向资金动向曝光：7月29日这30只个股被猛烈扫货，奥美医疗加仓比例最明显，格力电器增持市值最大（附名单）,每日经济新闻
7050,2020-07-30,空调市场8月迎来提速，美的格力排产积极,新浪
7051,2020-07-30,【兴证家电】从夏季上半段和8月天气展望看空调需求——气候研究十步曲（九）,兴证家电
7052,2020-07-29,连续3日净买入格力电器获深股通净买入19.18亿元,证券时报网
7053,2020-07-29,标准化票据起航 招商银行首批创设,中国金融新闻网
7054,2020-07-29,粤开流动性专题 | 板块轮动延续（0720-0724）,粤开崇利论市
7055,2020-07-29,家电板块集体暴走 价值重估到位了吗？,新浪
7056,2020-07-29,美的集团(000333)：五十载风华正茂 科技巨头扬帆起航,新浪
7057,2020-07-29,资金复盘｜南下资金加仓腾讯、中芯！北上资金抢筹格力,华盛证券
7058,2020-07-29,数据解盘|今日北向资金合计净流入101.32亿元 电子元件板块遭主力资金追捧,新浪
7059,2020-07-29,美的集团市值破5000亿 家电板块上涨叠加数字化红利,第一财经
7060,2020-07-29,粤开策略流动性专题：板块轮动继续 市场情绪有所降温,新浪
7061,2020-07-29,数据复盘|100亿主力资金潜入电子行业	北向资金净买入格力电器逾14亿元,证券时报网
7062,2020-07-29,最新出炉！7月29日沪深股通净流入77.32亿，爆买格力电器超14亿，白酒龙头股遭抛售,每日经济新闻
7063,2020-07-29,金融街下午茶2020年7月29日星期三,Wind
7064,2020-07-29,格力电器等38股获特大单资金净流入超2亿元,证券时报网
7065,2020-07-29,格力电器今日获北向资金净买入14.18亿元,e公司
7066,2020-07-29,北上资金净买入77.31亿格力电器获净买入14.18亿,格隆汇
7067,2020-07-29,北向资金大幅净流入超77亿元，格力电器获净买入14.18亿元居首,Wind
7068,2020-07-29,两市成交再上万亿：半导体强势崛起 大批主力瞄准券商,新浪
7069,2020-07-29,刚刚，北上资金紧急抢筹A股！最新国家队重仓股曝光,证券时报网
7070,2020-07-29,"突然放量上攻：""家电三雄""集体大涨 券商再受主力热捧",新浪
7071,2020-07-29,2020上半年家电市场报告：京东稳居全渠道第一，二类电商崛起,飞象网
7072,2020-07-29,解盘：资金快速流入，半导体、生物疫苗、次新、高价股领涨,Wind
7073,2020-07-29,2020年上半年中国空调市场现状与竞争格局分析 市场集中度持续提升【组图】,前瞻研究院
7074,2020-07-29,珠海新香洲2宗商旅用地6.64亿出让 格力、正方各获1宗,观点地产网
7075,2020-07-29,白色家电行业点评：8月空调排产数据出炉 格力表现超预期,新浪
7076,2020-07-29,天风证券：8月空调排产数据出炉 建议关注白电板块投资机会,证券时报网
7077,2020-07-29,美的集团、格力电器大涨超5%,第一财经
7078,2020-07-29,格力电器早盘突发大涨！主力资金超大单流入,金融界
7079,2020-07-29,家电股携手大涨，澳柯玛封涨停,Wind
7080,2020-07-29,巨丰数据赢｜北上资金继续流出 该龙头近期被主力明显增持,巨丰财经
7081,2020-07-29,家用电器行业周报：6月转子压缩机迎峰值 前5月冰箱冷柜出口增长,新浪
7082,2020-07-29,A股融资融券日报：两融余额增加24.98亿元（7月28日）,Wind
7083,2020-07-28,标票来了，14只产品，2套细则，都有哪些亮点？（独家逐条解读）,搜狐
7084,2020-07-28,标准化票据上线：首批7家银行、3家券商创设14单产品,证券时报网
7085,2020-07-28,入魔直播，董明珠为格力找出路还是挖大坑？,搜狐
7086,2020-07-28,金融街下午茶2020年7月28日星期二,Wind
7087,2020-07-28,能效升级空调业新一轮洗牌到来,中国商报
7088,2020-07-28,缩量反弹调整未结束？北上资金大笔调仓白酒医药,Wind
7089,2020-07-28,中国500强发布，解开83家湾区企业的财富密码,南方+
7090,2020-07-28,美的集团有意分拆美智光电到创业板上市 前期在美智光电层面实行员工持股,经济观察网
7091,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
7092,2020-07-28,空调市场持续下行 各大品牌均寻找转机,中国报告大厅
7093,2020-07-28,格力电器：子公司珠海零边界集成电路设计开发的芯片已有数千万颗的使用量,Wind
7094,2020-07-28,格力电器：子公司设计开发的芯片已有数千万颗的使用量,e公司
7095,2020-07-28,滞涨的公募重仓股有没有机会？有机构已加仓,中证报
7096,2020-07-28,2020《财富》中国500强发布 大湾区共83家企业入围,南方网
7097,2020-07-27,大消费盘前早知道：剑南春东方红提价,新浪
7098,2020-07-27,直播带货“退烧” 是否还是一剂“万能药”？,慧聪网
7099,2020-07-27,电商直播成复工复产标配 短视频平台赋能各行业各领域数字化转型,中国网
7100,2020-07-27,“格力·中国造”全国巡回直播第二站将于8月1日在洛阳举行,我的钢铁
7101,2020-07-27,新三板精选层过半破发！最新基金抱团股请及时收藏,证券时报网
7102,2020-07-27,电商主播发挥示范作用 线上线下联动助力复工复产,中国经济网
7103,2020-07-27,家用电器行业-6月数据点评：白电量价环比改善明显 行业持续复苏,广发证券
7104,2020-07-27,巨丰数据赢｜三原因致北上资金流出 该股仍被资金逆势增持,巨丰财经
7105,2020-07-27,A股融资融券日报：两融余额减少187.18亿元（7月24日）,Wind
7106,2020-07-27,格力电器：将举办全国巡回第二场直播活动,e公司
7107,2020-07-27,继格力电器后，上海重量级国企宣布混改，160亿股权花落谁家？,搜狐
7108,2020-07-26,有企业上市1个月股价暴涨9倍！格力、泸州老窖等纷纷抢滩！到底是啥这么“香”？,腾讯网
7109,2020-07-26,【华创家电】小家电获持续加配，白电厨电持仓回落——2020Q2基金持仓分析,月观家电
7110,2020-07-26,芯朋微(688508)：电源管理芯片核心供应商 国产替代空间广阔,新浪
7111,2020-07-26,上海国资引实力战投定调：绿地二次混改深度市场化,Wind
7112,2020-07-26,17.5%！上海国资引实力战投定调：绿地二次混改深度市场化，中金为财务顾问,21世纪经济报道
7113,2020-07-26,家电行业动态分析：Q2基金重仓家电比例基本持平 个股持仓分化,新浪
7114,2020-07-26,绿地开启新一轮混改 上海国资拟转让17.5%股份,经济观察网
7115,2020-07-26,美的比格力市值多了1300亿，背后原因是什么？,搜狐
7116,2020-07-25,北向资金动向曝光：7月24日贵州茅台、宁德时代、格力电器遭大额减持，这30只个股遭大甩卖 减持股份,每日经济新闻
7117,2020-07-25,资金“左右手”博弈，券商热议布局机会,Wind
7118,2020-07-25,北上资金净流出164亿 上证指数失守3200点,证券时报
7119,2020-07-25,格力电器的国际化值得期待吗？,证券时报
7120,2020-07-24,北上资金本周抢筹股名单,证券时报网
7121,2020-07-24,A股遇“黑色星期五”：北上净卖163亿但猛买这些股 下周如何操作,新浪
7122,2020-07-24,陆港通每周复盘 | 南下资金流入下滑，巨量抛售中芯超55亿！,华盛证券
7123,2020-07-24,北向资金持续抛售白酒股，贵州茅台创逾4个月最大净卖出额,Wind
7124,2020-07-24,格力、华润在珠海合资成立2家资产管理公司,乐居财经
7125,2020-07-24,二次探底？强势股领跌释放风险“蛮牛变慢牛”,Wind
7126,2020-07-24,2020年Q2基金持仓家电板块详解,新浪
7127,2020-07-24,格力“战狼”首度献唱,经济网
7128,2020-07-24,净利暴涨10倍！这些A股公司上半年“成绩单”，超预期,中证报
7129,2020-07-24,合资成立两家新公司，格力华润要联手干大事？,上游新闻
7130,2020-07-24,格力、华润在珠海合资成立两家投资新公司,格隆汇
7131,2020-07-24,格力电器能艰难转身吗？,南方日报
7132,2020-07-24,直播成为常态 家电行业扁平化趋势日益明显,新浪
7133,2020-07-24,巨丰数据赢｜北上资金频繁波动 主力逆势增持这一细分龙头,巨丰财经
7134,2020-07-24,昔日国产手机巨头变身环保公司 上市26年盈利不分红却融资不断,北极星节能
7135,2020-07-24,白电双雄正在分化！美的集团股价站上70元 估值甩超格力发生了什么,金融界
7136,2020-07-24,家电零售渠道竞争新格局已敲定,家电圈
7137,2020-07-24,4926亿！美的市值创新高，格力落后1300亿，董明珠能翻盘吗？,搜狐
7138,2020-07-24,民族品牌指数微涨 北向资金连续加仓格力,上证报
7139,2020-07-24,首次回购股份，代理商渠道剧变，直播带货的董明珠到底想干什么？,搜狐
7140,2020-07-24,线上占比攀升、直播成新常态： 家电业渠道加速扁平化,21世纪经济报道
7141,2020-07-23,家电及相关：空调、大厨电改善趋势可持续 短期空调受洪涝影响,新浪
7142,2020-07-23,美的集团(000333)：高效渠道 有望率先受益零售好转,新浪
7143,2020-07-23,家用电器专题报告：二季度家电板块重仓比例小幅下滑,新浪
7144,2020-07-23,家电周观点：小家电龙头美的集团将引领“低估值”行情,新浪
7145,2020-07-23,美的股价突破70大关，而格力却成了不受待见的孩子,腾讯网
7146,2020-07-23,近5成空调或被淘汰 董明珠：有钱人肯定选格力,慧聪网
7147,2020-07-23,7月减持逾550亿，解禁洪峰刚过压力犹存,Wind
7148,2020-07-23,格力地产：建设宜居社区，打造温度城市,凤凰网
7149,2020-07-23,新能效标准实施 空调价格会越来越高吗？,中国商报
7150,2020-07-23,金融期货日报：医药股持续升温 上证指数收盘涨0.37%,新浪
7151,2020-07-23,A股早报2020年7月23日星期四,Wind
7152,2020-07-23,家电企业涉足芯片制造 “追风”还是“真情投入”？,中国家电网
7153,2020-07-23,金工专题报告：易方达消费行业股票投资价值分析,新浪
7154,2020-07-23,民族品牌指数涨1.44% 格力伊利获北向资金加仓,上证报
7155,2020-07-22,中国最贵女秘书：年薪849万，年终奖1000万，比董明珠都要高！,搜狐
7156,2020-07-22,2020Q2基金持仓分析：权益仓位提高 增配科技、消费、医药,新浪
7157,2020-07-22,北向资金7月22日成交活跃榜,证券时报网
7158,2020-07-22,格力电器发生4笔大宗交易合计成交2.20亿元,证券时报网
7159,2020-07-22,格力电器受深股通青睐连续4日净买入,证券时报网
7160,2020-07-22,高瓴资本持有海螺水泥、格力电器等股,证券时报网
7161,2020-07-22,北水扫货美团近13亿，连续6日抛售中芯国际；南水狂买格力电器,富途证券
7162,2020-07-22,蚂蚁集团概念龙头出炉，百万手排队挂单！芯片巨头成交火爆，主力下重金抢筹,证券时报网
