,2021-12-31,湖北省、武汉市民营百强企业榜单相继出炉 苏泊尔荣耀登榜,凤凰网
1310,2019-12-23,壶嘴或存锐利边缘 苏泊尔召回部分电水壶产品 产品问题,中国经济网
1311,2019-12-23,苏泊尔和美的主动召回电水壶 明年起召回将强制实施 产品问题,新浪
1312,2019-12-21,蒙娜丽莎投3亿、苏泊尔投1亿，两大巨头发力新领域,新浪
1313,2019-12-18,张小泉试闯注册制：老字号的新困局,财经杂志
1314,2019-12-15,厨房用电器设备(不锈钢材质)30批次全部合格,机电之家
1315,2019-12-08,竞争变革估值，三个维度看家电 | 家电行业2020年投资策略,雅谈家电
1316,2019-12-06,苏泊尔涉嫌虚假宣传被罚348万 产品线扩张为何屡碰质量“红线”？ 欺诈造假,《商学院》杂志
1317,2019-12-06,安心喝好水 苏泊尔净水机全新上市,凤凰网
1318,2019-12-04,苏泊尔凭借匠人精神用25年做到中国最大，全球第二,凤凰网
1319,2019-12-04,苏泊尔丰富多样的匠心产品，为国人提供健康品质生活,凤凰网
1320,2019-12-03,苏泊尔遭打脸！号称研发能力强大，子公司却因虚假宣传被罚348万，律师称涉嫌信批隐瞒 欺诈造假,华夏时报
1321,2019-12-03,全国首家SUPOR HOME品牌零售开业，苏泊尔线下渠道的再升级,凤凰网
1322,2019-12-03,亮剑吧，新国货，苏泊尔用匠心产品展现国货之光,凤凰网
1323,2019-12-02,苏泊尔产业资本荣获“2019年新经济之王中国最具影响力CVC TOP10”,凤凰网
1324,2019-12-01,“匠人”苏泊尔，一心为民，将每一件小事做到极致，赢得世界赞美,凤凰网
1325,2019-12-01,国产电饭煲“弯道超车”，苏泊尔扭转赴日疯抢时代,凤凰网
1326,2019-12-01,“净、速”全能 苏泊尔闪净侠净水机成年度热品,凤凰网
1327,2019-11-30,苏泊尔被罚3480000元！因为一条奇葩广告,每日经济新闻
1328,2019-11-29,“全静音破壁机”噪音达80分贝 苏泊尔虚假广告被罚348万余元 欺诈造假,中国网
1329,2019-11-28,苏泊尔(002032.SZ)11月28日首次回购143.82万元股份,格隆汇
1330,2019-11-28,[公司]苏泊尔：首次回购2万股 成交价为71.90元/股,全景网
1331,2019-11-28,苏泊尔：首次回购144万元股份,e公司
1332,2019-11-28,苏泊尔因虚假广告被罚百万元 质量问题不断外又现专利争夺 欺诈造假,运营商财经网
1333,2019-11-28,升级版苏泊尔破壁机JP818A，功能多样，创新生活,证券之星
1334,2019-11-28,炊具龙头转型智能制造 爱仕达盯上“机器人”有出路吗？,投资者网
1335,2019-11-28,破壁机虚假宣传，苏泊尔被罚348万余元 欺诈造假,中国青年报
1336,2019-11-27,"招商家电 | 苏泊尔vs九阳:小家电龙头比较分析-路有歧,景不息",招商家电研究
1337,2019-11-27,目标34亿！苏宁与苏泊尔敲定2020年合作计划,证券之星
1338,2019-11-22,苏泊尔产业资本完成对云创大数据领投,证券时报
1339,2019-11-21,双11苏泊尔迎开门红，携手淘宝直播打造品牌直播日实现65万峰值在线人数,凤凰网
1340,2019-11-18,【家电】地产数据持续改善将提振家电需求,爱建证券研究所
1341,2019-11-18,家电产品成“双十一”第二支柱 机构依然看好龙头投资价值,投资者报
1342,2019-11-17,【华创家电龚源月团队】策略会交流总结：家电渠道变革之时，龙头布局蓄势待发,月观家电
1343,2019-11-14,【方正家电】苏泊尔：从品类延伸到品牌补齐，开启新一轮高质量成长,方正证券研究
1344,2019-11-14,周四机构一致看好的七大金股（11.14）,中金在线
1345,2019-11-13,通胀预期袭来 可关注受益行业,金融投资报
1346,2019-11-12,“双十一”的互撕大戏：苏泊尔被指专利侵权 诉讼纠纷,和讯
1347,2019-11-12,【方正商贸】苏泊尔：炊具和厨电并驱增长，协同大股东SEB集团稳健发展,方正证券研究
1348,2019-11-11,苏泊尔(002032.SZ)：8.42万股限制性股票11月15日解禁 解禁,格隆汇
1349,2019-11-11,苏泊尔：8.42万股限售股11月15日上市流通 解禁,Wind
1350,2019-11-10,“双十一”购物节来了 三类概念股或迎“升”机,证券日报
1351,2019-11-08,周五机构一致看好的七大金股（11.08）,中金在线
1352,2019-11-07,经营稳健盈利提升 高壁垒低估值家电股可“冬藏”,大众证券报
1353,2019-11-07,苏泊尔：Q3业绩持续稳健 穿越周期全年无虞,中信建投
1354,2019-11-07,厨小电三季报：厨电低迷、小家电企业业绩亮眼,腾讯网
1355,2019-11-06,A股将迎史上最大外资扩容 谁会成为最大受益者？,新浪
1356,2019-11-06,风起大家电，外资为何青睐？,格隆汇
1357,2019-11-06,苏宁11.11战报：格兰仕居品质厨电店铺销售额第一,亿邦动力
1358,2019-11-06,中信建投十二大研究团队复盘三季报,中信建投证券研究
1359,2019-11-06,家电企业频陷维权之争 存量时代谁在为知识产权卡位,每日经济新闻
1360,2019-11-05,[路演]苏泊尔：目前及未来的渠道增长来自电商及线下三四级市场,全景网
1361,2019-11-05,【方正商贸】苏泊尔：炊具和厨电并驱增长，协同大股东SEB集团稳健发展,方正证券研究
1362,2019-11-05,维权、诉讼、直播翻车 双十一大战前“不粘锅”品类硝烟弥漫 诉讼纠纷,每日经济新闻
1363,2019-11-05,周二机构一致看好的七大金股（11.05）,中金在线
1364,2019-11-04,小家电三季报：“美苏九”恢复性增长，小熊推广费用高,新京报
1365,2019-11-01,太疯狂：15亿北上资金高位买出家电龙头历史新高,新浪
1366,2019-11-01,帝欧41.02亿、惠达23.24亿、欧派95.35亿20家企业赚了这么多！,腾讯网
1367,2019-11-01,苏泊尔(002032.SZ)：暂未回购股份,格隆汇
1368,2019-11-01,【异动股】家电行业板块拉升，海尔智家(600690-CN)涨6.19%,财华社
1369,2019-11-01,家电股表现强势，白电9月线上量额齐增，龙头企业四季度业绩可期,第一财经
1370,2019-10-31,锅具品牌康巴赫起诉苏泊尔 蜂窝不粘专利被侵权 诉讼纠纷,运营商财经网
1371,2019-10-31,三季度运行出现疲软之势，家电行业的新动能在何方？,格隆汇
1372,2019-10-30,【方正家电】苏泊尔2019三季报点评：业绩平稳增长，存货周转加快,郭丽丽的研究札记
1373,2019-10-30,苏泊尔（002032.SZ）：前9月净利同比增13%，存货较期初下降近4成,格隆汇
1374,2019-10-30,【华泰家电 林寰宇】苏泊尔：Q3收入净利润均双位数增长,华泰家电研值
1375,2019-10-30,"苏泊尔三季报点评:Q3符合预期,小家电龙头业绩确定性较强",浙商证券
1376,2019-10-29,侵权纠纷不断 厨电龙头三季报总体跑赢大盘 诉讼纠纷,第一财经
1377,2019-10-29,苏泊尔：前三季度净利润同比增13.04%,Wind
1378,2019-10-29,苏泊尔(002032.SZ)第三季度净利润升12.41%至4.1亿元,格隆汇
1379,2019-10-23,"家电行业周报2019年第4期:地产数据向好,关注厨电需求改善",华西证券
1380,2019-10-22,"家电行业周报2019第34期:9月白电线上量额齐增,智能家电增速可观",长城证券
1381,2019-10-21,“蜂窝不粘锅”大战第二季：苏泊尔起诉康巴赫商业诋毁，索赔1500万获赔300万,华夏时报
1382,2019-10-18,家用电器：家电需求弱复苏 荐8股,安信证券
1383,2019-10-17,苏泊尔：中报推10派2.58元 股权登记10月24日,金融界
1384,2019-10-17,苏泊尔(002032.SZ)拟每10股派中期股息2.58元 股权登记日为10月24日,格隆汇
1385,2019-10-15,【方正家电】格力终端零售边际改善，厨电零售渠道弱复苏,微信
1386,2019-10-15,【申港家电】三季报总结：地产边际指引复苏 供给后续产能释放——家用电器行业周报W44,一超家电研究
1387,2019-10-15,方正证券丨周报聚焦1008-1011,方正证券研究
1388,2019-10-12,三季报披露开闸 三行业迎估值切换行情,金融投资报
1389,2019-10-10,津市监和罚〔2019〕 213号 其他违规处罚,天津市场监管委
1390,2019-10-10,家用电器：如何看待国庆黄金周家电终端零售表现 荐7股,长江证券
1391,2019-10-09,苏泊尔：关于公司董事辞职的公告 董监高成员变化,新浪
1392,2019-10-09,苏泊尔：公司董事及审计委员会委员VincentLEONARD辞职 董监高成员变化,Wind
1393,2019-10-09,苏泊尔(002032.SZ)尚未实施回购,格隆汇
1394,2019-09-30,分红超募资三倍 九阳或许不完美但这样公司多多益善,新浪
1395,2019-09-25,家用电器：继续推荐龙头 荐5股,广发证券
1396,2019-09-24,家电行业周报:8月空调内外销同比增速转正,爱建证券
1397,2019-09-20,家电公司ROE未来会怎么走？,格隆汇
1398,2019-09-19,"商业贸易行业“数据会说话”之2019年8月深度解读:汽车拖累社零增速,可选消费边际改善",申万宏源
1399,2019-09-19,"家电行业周报:格力混改进入关键阶段,长期抑制因素消除有望带动估值回升",申万宏源
1400,2019-09-18,苏泊尔：从一口锅到500亿市值,亿欧网
1401,2019-09-18,家用电器：JS环球生活+优质创新型小家电的全球领导者 荐2股,广发证券
1402,2019-09-18,白马股苏泊尔刹车：4年股价涨7倍 上半年营收仅增1成 盈利能力下降,中国经济网
1403,2019-09-16,家用电器：销售反弹超预期 荐8股,安信证券
1404,2019-09-15,【方正家电】低线市场持续升温，下半年家电消费韧性足,微信
1405,2019-09-11,家用电器：长期有望提升家电龙头估值 荐5股,广发证券
1406,2019-09-11,晨会0911 | 看好5G终端产业链机遇；新材料标的表现优异,中信建投证券研究
1407,2019-09-08,【华泰家电 林寰宇】苏泊尔：SEB助力产品品牌双线增长,华泰家电研值
1408,2019-09-08,"【华泰家电商贸林寰宇团队】苏泊尔(002032 SZ,买入): SEB助力产品品牌双线增长",华泰证券研究所
1409,2019-09-07,绩优蓝筹股继续站在投资风口,红周刊
1410,2019-09-06,这1万户韭菜请注意：“聪明钱”富达基金重仓8只票曝光！最高或赚9倍 大幅减持1股 减持股份,新浪
1411,2019-09-04,中信建投秋季轻工策略：白电龙头优势明显,新浪
1412,2019-09-03,借行业“红利”上市小熊电器软肋不少,中国商报
1413,2019-09-03,小熊电器重营销轻研发前路难坦荡，小家电未来机遇与挑战并存,全景网
1414,2019-09-02,【方正家电】成本红利带来盈利能力提升，存货周转略有下降——2019H1中报总结,微信
1415,2019-09-02,"财富证券：将苏泊尔评级调低为""谨慎推荐"" 投资评级恶化",Wind
1416,2019-09-02,"家电行业周报:白电小家电稳健增长,厨电边际承压",德邦证券
1417,2019-09-02,"苏泊尔2019年中报点评:业绩依旧稳健,进军热水器领域",光大证券
1418,2019-08-30,内外资重叠持股图,红周刊
1419,2019-08-30,巨丰投顾：强势震荡下谨防冲高回落,巨丰财经
1420,2019-08-30,巨丰午评：强势震荡下谨防冲高回落,巨丰财经
1421,2019-08-30,苏泊尔上半年净利增长13.35% 欲跨界进军热水器行业提升品类配套率,证券日报
1422,2019-08-30,天风家电 | 苏泊尔：内外销市场稳步增长，中期分红略超预期,小蔡看家电
1423,2019-08-30,【华创家电龚源月团队】苏泊尔中报点评：行业龙头地位依旧，内外业务稳步增长,月观家电
1424,2019-08-29,多公司发布晚间重要公告30号走势或将反转,和讯
1425,2019-08-29,8月30日涨停板早知道：七大利好有望发酵,新浪
1426,2019-08-29,苏泊尔：上半年净利增13.35% 拟回购公司股份,e公司
1427,2019-08-29,苏泊尔:上半年净利8.38亿同比增13.35% 拟10派2.58元,新浪
1428,2019-08-29,苏泊尔(002032.SZ)拟回购410.56万股-821.1199万股 回购价不超75.48元/股,格隆汇
1429,2019-08-29,苏泊尔(002032.SZ)半年度净利润升13.35%至8.38亿元 拟10派2.58元,格隆汇
1430,2019-08-29,苏泊尔：上半年净利润同比增13.35%,Wind
1431,2019-08-27,【华泰家电 林寰宇】小熊电器：主打萌系标签，深化互联网品牌,华泰家电研值
1432,2019-08-23,酸奶机、煮蛋器、电炖锅起家的小熊电器正式登陆A股 首日涨幅达44%,21世纪经济报道
1433,2019-08-23,互联网小家电品牌“小熊电器”登陆A股，市值超50亿元 | 钛快讯,钛媒体
1434,2019-08-22,小熊电器8月23日上市交易 张艺兴代言 电商是主战场,新京报
1435,2019-08-18,天风家电 | 空调新冷年开盘，继续关注白电龙头——2019W33周观点,小蔡看家电
1436,2019-08-15,苏宁818燃气灶悟空榜：苏泊尔荣膺品牌销额、单品销量双榜首,证券之星
1437,2019-08-15,经济结构转型成效显著 价值公司头雁效应凸显,证券时报
1438,2019-08-14,小家电市场三足鼎立已现，小熊电器会是那个破局者吗？,格隆汇
1439,2019-08-14,"家电行业周报:厨电格局再思考,分层竞争明显,品牌溢价是核心竞争力",德邦证券
1440,2019-08-11,【方正家电】厨电线上弱复苏，下半年洗牌加剧,微信
1441,2019-08-08,【家电-苏 泊 尔(002032)】邓欣：在消费升级与品类扩张下“脱颖而出”20190807,中泰证券研究所
1442,2019-08-07,半年报公布前，这些“白马股”遭遇大幅减持,第一财经
1443,2019-08-04,【华创家电龚源月团队】引领品质消费时代的电动牙刷,月观家电
1444,2019-08-01,"家电行业周报:上半年空调、小家电以价换量,关注中报业绩可能超预期公司",申万宏源
1445,2019-07-31,家用电器：关注中报业绩可能超预期公司 荐11股,申万宏源
1446,2019-07-30,家用电器：家电上半年整体需求好于年初悲观预期 荐5股,广发证券
1447,2019-07-29,天风家电 | 8月空调排产有所企稳——2019W30周观点,小蔡看家电
1448,2019-07-29,33股获券商买入评级 水晶光电目标涨幅达73.20%,Wind
1449,2019-07-29,"小熊电器首发过会：""电商小家电""想逆袭大市场有点难",新快报
1450,2019-07-29,"家电行业周报:6月冰洗出货量平稳,美的海尔份额小幅提升",德邦证券
1451,2019-07-29,苏泊尔:维持稳健增长,国联证券
