,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
1540,2020-06-16,华鲁恒升将再投100亿 做强现代煤化工主业,聚氨酯网
1541,2020-06-15,化工行业研究周报：丙酮继续走强 有机硅价格上涨,新浪
1542,2020-06-15,基础化工行业周报：寻求确定性 关注中报行情,新浪
1543,2020-06-15,化工行业周报：山东省释放收储能耗指标 或利好部分耗煤上市公司,新浪
1544,2020-06-14,招商基础化工行业周报2020年6月第2周：丁酮、丙酮本周价格涨幅居前， VB1、VA价格跌幅较大,招商基础化工
1545,2020-06-11,靴子落地！ 原油逆袭230%后再冲新高 A股机会深度前瞻（附股）,红周刊
1546,2020-06-11,华鲁恒升(600426.SH)年报推10派3.5元股权登记日6月17日,格隆汇
1547,2020-06-09,化工行业研究周报：国际原油价格维持强势 丙酮价格大幅上涨,新浪
1548,2020-06-08,能源行业日报：油价大涨 估值修复机会显现,新浪
1549,2020-06-08,化工周报：油价站上40美元 行情回暖周期龙头加仓配置,新浪
1550,2020-06-08,基础化工行业周报：布油重新站上40美元 供给端和需求端继续复苏,光大证券
1551,2020-06-03,化工行业周报-生物降解塑料：乘政策之风 静待需求变革,新浪
1552,2020-06-02,基础化工行业2020年中期策略报告：白马价值凸显 成长蓄势待发,新浪
1553,2020-06-02,基础化工行业周报：万华化学上调6月MDI挂牌价 国内聚合MDI挂牌价普涨；无水氢氟酸、双酚A、邻硝基氯苯涨价 尿素和磷酸一铵价格走高,新浪
1554,2020-06-02,化工周报：万华上调6月聚合MDI挂牌价 周期品淡季不淡 静待Q3需求恢复 积极布局行业白马及龙头,新浪
1555,2020-06-02,化工月度策略：化工品价格继续回升 看好MDI、煤化工及电子材料,新浪
1556,2020-06-02,化工行业周报：万华化学上调6月MDI挂牌价 继续看好周期复苏,新浪
1557,2020-06-01,石油化工／基础化工行业周报(第二十二周),新浪
1558,2020-05-27,光期能化：从财务角度看疫情下的PTA&MEG相关上市企业,光大期货
1559,2020-05-27,化工行业动态：需求改善原油连涨四周 新材料本周继续亮眼,新浪
1560,2020-05-25,东方红两混基年内跌超5% 明星经理离职致价格跳水,中国经济网
1561,2020-05-20,化工观点聚焦：油价与复工推动化工品涨价 看好MDI、煤化工及硅产品,新浪
1562,2020-05-18,华鲁恒升(600426)：Q1量价齐跌 低成本保证盈利韧性,新浪
1563,2020-05-14,化工行业两会前瞻：看好农业、新材料、新能源、稳投资四大主线,新浪
1564,2020-05-13,化工行业周报：油价企稳回升 继续关注近消费端细分领域,新浪
1565,2020-05-13,基于原油市场供需层面的持续跟踪检验：当前原油市场的三个关键变量,光大证券
1566,2020-05-12,生意社：5月12日华鲁恒升醋酐价格行情上涨,生意社
1567,2020-05-12,生意社：5月12日华鲁恒升辛醇停车检修,生意社
1568,2020-05-12,生意社：5月12日山东华鲁恒升醋酸产销动态,生意社
1569,2020-05-11,生意社：5月11日华鲁恒升辛醇停车检修,生意社
1570,2020-05-11,生意社：5月11日华鲁恒升醋酐价格行情维稳,生意社
1571,2020-05-11,生意社：5月11日山东华鲁恒升液氨价格持稳,生意社
1572,2020-05-08,生意社：5月8日山东华鲁恒升环己酮暂不报价,生意社
1573,2020-05-08,生意社：5月8日华鲁恒升辛醇停车检修,生意社
1574,2020-05-07,生意社：5月7日山东华鲁恒升DMF最新动态,生意社
1575,2020-05-07,生意社：5月7日山东华鲁恒升环己酮暂不报价,生意社
1576,2020-05-07,生意社：5月7日华鲁恒升醋酐价格行情上涨,生意社
1577,2020-05-06,生意社：5月6日华鲁恒升醋酐价格行情维稳,生意社
1578,2020-05-06,生意社：5月6日华鲁恒升辛醇停车检修,生意社
1579,2020-05-06,生意社：5月6日山东华鲁恒升醋酸产销动态,生意社
1580,2020-05-06,社保基金一季度重仓股揭秘：新进138股 增持159股,证券时报
1581,2020-04-30,生意社：4月30日华鲁恒升辛醇停车检修,生意社
1582,2020-04-30,生意社：4月30日华鲁恒升醋酐价格行情上涨,生意社
1583,2020-04-29,克劳斯“退位”总经理年薪920万,经济导报
1584,2020-04-29,华鲁恒升：一季度净利润同比减少33.11% 盈利能力下降,Wind
1585,2020-04-29,生意社：4月29日华鲁恒升辛醇停车检修,生意社
1586,2020-04-29,【浙商化工陈煜∣化工一季报持仓十个看点】化工配置到了近五年低水平，迎来基本面修复机会,微信
1587,2020-04-29,生意社：4月29日华鲁恒升醋酐价格行情上涨,生意社
1588,2020-04-29,生意社：4月29日山东华鲁恒升醋酸产销动态,生意社
1589,2020-04-29,【国金化工】华鲁恒升点评——低油价煤化工承压，成本优势保障基础盈利（2020-04-29）,点石化金
1590,2020-04-29,【每日晨报】0429丨创业板注册制改革不是独立事件，专注时代浪潮公司,中国银河证券研究
1591,2020-04-28,生意社：4月28日山东华鲁恒升环己酮暂不报价,生意社
1592,2020-04-28,生意社：4月28日华鲁恒升电厂硫酸铵价格动态,生意社
1593,2020-04-28,生意社：4月28日华鲁恒升醋酐价格行情上涨,生意社
1594,2020-04-27,生意社：4月27日华鲁恒升乙二醇出厂价下调,生意社
1595,2020-04-27,生意社：4月27日山东华鲁恒升液氨价格持稳,生意社
1596,2020-04-27,生意社：4月27日山东华鲁恒升DMF最新动态,生意社
1597,2020-04-27,安信陈果：低油价时代来临的影响与投资策略,陈果A股策略
1598,2020-04-26,生意社：4月26日山东华鲁恒升DMF最新动态,生意社
1599,2020-04-26,生意社：4月26日华鲁恒升辛醇停车检修,生意社
1600,2020-04-26,生意社：4月26日山东华鲁恒升液氨价格持稳,生意社
1601,2020-04-24,【东北基础化工】华鲁恒升2019年年报点评：业绩符合预期，行业底部公司成本优势价值凸显,东北基础化工
1602,2020-04-24,生意社：4月24日华鲁恒升辛醇停车检修,生意社
1603,2020-04-24,生意社：4月24日华鲁恒升醋酐价格行情维稳,生意社
1604,2020-04-24,生意社：4月24日山东华鲁恒升醋酸产销动态,生意社
1605,2020-04-24,生意社：4月24日山东华鲁恒升DMF最新动态,生意社
1606,2020-04-23,生意社：4月23日华鲁恒升电厂硫酸铵价格动态,生意社
1607,2020-04-23,生意社：4月23日山东华鲁恒升环己酮暂不报价,生意社
1608,2020-04-23,生意社：4月23日华鲁恒升辛醇停车检修,生意社
1609,2020-04-22,生意社：4月22日山东华鲁恒升环己酮暂不报价,生意社
1610,2020-04-22,生意社：4月22日华鲁恒升辛醇停车检修,生意社
1611,2020-04-22,生意社：4月22日山东华鲁恒升液氨价格持稳,生意社
1612,2020-04-22,生意社：4月22日山东华鲁恒升DMF最新动态,生意社
1613,2020-04-21,生意社：4月21日山东华鲁恒升环己酮暂不报价,生意社
1614,2020-04-21,生意社：4月21日华鲁恒升辛醇停车检修,生意社
1615,2020-04-21,生意社：4月21日山东华鲁恒升醋酸产销动态,生意社
1616,2020-04-18,【财通化工】金能科技（603113）：焦炭炭黑成本优势显著，PDH项目打开成长空间,财通证券研究
1617,2020-04-17,生意社：4月17日山东华鲁恒升液氨价格持稳,生意社
1618,2020-04-14,跟着“国家队”炒股：汇金证金“种草”保险，社保中意长春高新,第一财经
1619,2020-04-14,口罩扩产搅动产业链，丙烯价格疯涨两日翻倍,Wind
1620,2020-04-12,5月是原油市场的双重拐点 ——OPEC+减产协议及G20能源部长会议的影响分析,化海锋云
1621,2020-04-09,华鲁恒升的估值底部在哪？,赵辰看周期
1622,2020-04-08,油价暴力反弹，华鲁恒升、宝丰能源等煤化工龙头机会来临,全景网
1623,2020-04-07,【财报解析|国信化工】华鲁恒升（600426）2019年财报点评：低油价压制盈利空间，核心能力助公司渡过景气低点,化工之诚
1624,2020-04-07,43股去年四季度获社保基金扎堆持有,证券时报
1625,2020-04-04,今年第三次降准：市场会如何走？,Wind
1626,2020-04-03,二季度如何布局？机构持续看好科技、医药,Wind
1627,2020-04-01,【东北晨会0401】4月流动性展望/逆回购利率下调点评/新能车周报/招商银行（深）、新开普（深）、华鲁恒升、兆易创新、璞泰来,东北证券研究所
1628,2020-04-01,【东北化工陈俊杰/胡双】华鲁恒升（600426）年报点评：业绩符合预期，行业底部综合竞争优势凸显,东北证券研究所
1629,2020-03-31,华鲁恒升（600426）2019年年报点评：“一头多线”优势显著，成本优势更加凸显,CITICS化工研究
1630,2020-03-31,【中原化工顾敏豪】华鲁恒升(600426)年报点评*行业景气下行导致业绩下滑，公司综合成本优势凸显 盈利能力下降,中原证券研究所
1631,2020-03-31,【中原晨会0331】市场分析、两融周报、估值周报、上海莱士、华鲁恒升、工商银行,中原证券研究所
1632,2020-03-31,130股获券商买入评级 潍柴动力目标涨幅达64.65%,Wind
1633,2020-03-30,【申港基础化工】华鲁恒升2019年报点评：业绩符合预期 周期下行凸显竞争优势,化工深度研究
1634,2020-03-30,券商评级：三大指数下跌 九股迎来掘金良机,证券之星
1635,2020-03-30,社保基金长线坚守25只股（附股）,证券时报网
1636,2020-03-30,【化工】华鲁恒升:业绩符合预期，新材料项目助力持续成长,微信
1637,2020-03-27,【面包财报】华鲁恒升：2019年归母净利润24.53亿元，同比下降18.76% 盈利能力下降,面包财经
1638,2020-03-27,华鲁恒升：2019年归母净利润24.53亿元，同比下降18.76% 盈利能力下降,面包财经
1639,2020-03-27,社保基金连续持有7股 最长已持有29个季度,中财网
1640,2020-03-27,【西南证券—华鲁恒升年报点评】业绩符合预期，看好长期发展,化工林谈
1641,2020-03-27,【方正证券】华鲁恒升（600426）公司点评报告：现金流强劲，新一轮扩张启动,靠谱化工股
1642,2020-03-26,[年报]华鲁恒升2019年净利同比降19% 拟10派3.5元 盈利能力下降,全景网
1643,2020-03-26,华鲁恒升(600426.SH)：2019年度净利降18.76%至24.53亿元 拟10派3.5元 盈利能力下降,格隆汇
1644,2020-03-26,华鲁恒升：2019年净利同比降18.76% 拟10派3.5元 盈利能力下降,e公司
1645,2020-03-26,华鲁恒升：2019年净利润同比减少18.76% 盈利能力下降,Wind
1646,2020-03-23,【华鲁集团小公募（防疫债）】不超10亿/3年（2.7%-3.7%）/中诚信AAA/AAA/上交所/3月25日簿记,中信建投固定收益部
1647,2020-03-19,化工｜发改委发布绿色发展法规政策体系意见，化工行业或迎结构性发展契机,中信证券研究
1648,2020-03-11,石油化工：短期油价承压,金融投资报
1649,2020-02-24,华鲁恒升：成本优势和新产品给予公司投资价值,川财证券
1650,2020-02-18,【太平洋化工】华鲁恒升年报点评：低油价冲击煤化工利润，危中有机,微信
1651,2020-02-18,【太平洋化工】华鲁恒升20年一季报点评：柔性生产，成本优势确保基本利润，静待周期修复,微信
1652,2020-02-17,"华鲁恒升现2笔大宗交易 共成交1,305.60万元",新浪
1653,2020-02-17,华鲁恒升今日大宗交易成交68万股，成交价19.2元溢价0.1%,Wind
1654,2020-02-12,战略性看好锂电材料板块 五股腾飞在即掘金良机,证券时报网
1655,2020-02-11,2股获买入评级 最新:华鲁恒升,中财网
1656,2020-01-29,华鲁恒升捐款300万元支持防疫,证券时报网
1657,2019-12-29,化工：年底美油库存下降 油价上涨,川财证券
1658,2019-12-23,华鲁恒升(600426.SH)：291.288万股限制性股票30日解禁 解禁,格隆汇
1659,2019-12-23,化工：化工品价格小幅上涨 荐8股,安信证券
1660,2019-12-20,招商基础化工行业周报2020年12月第2周：醋酸、醋酸乙烯本周涨幅居前，水合肼、工业萘跌幅较大,招商基础化工
1661,2019-12-20,招商基础化工行业周报2020年12月第4周：盐酸、国际硫酸本周涨幅居前，DMC、水合肼跌幅较大,招商基础化工
1662,2019-12-20,招商基础化工行业周报2020年12月第3周：聚四氟乙烯、辛醇本周涨幅居前，水合肼、丙酮跌幅较大,招商基础化工
1663,2019-12-20,招商基础化工行业周报2020年7月第4周：液氯、二氯乙烷本周涨幅居前，丙酮、环氧乙烷跌幅较大,招商基础化工
1664,2019-12-18,华鲁恒升：价值成长典范，强者恒强,证券时报网
1665,2019-12-16,华鲁恒升大幅拉升1.69% 股价创近2个月新高,金融界
1666,2019-12-10,廖宗魁：政治局会议定调2020年政策,粤开崇利论市
1667,2019-12-08,【申万化工周观点】周期品部分企稳反弹，建议配置一二线龙头白马,申万宏源化工投资
1668,2019-11-26,申银万国：华鲁恒升买入评级,申银万国
1669,2019-11-26,上调评级至买入策略选股（11月26日）,Wind
1670,2019-11-09,【太平洋化工】2020年化工板块复盘,强大化工
1671,2019-11-07,社保基金连续持有36股，最长已坚守11年,Wind
1672,2019-11-05,炼化一体化正在解体，未来油煤气化工谁能胜出？,赵辰看周期
1673,2019-10-30,【国信证券-动态报告/公司快评】华鲁恒升-荆州基地进展顺利，油价上行迎来业绩改善,化工林谈
1674,2019-10-29,【财通化工】华鲁恒升(600426)：低成本优势继续彰显，业绩符合预期,财通证券研究
1675,2019-10-29,【申港基础化工】华鲁恒升三季报点评：业绩符合预期 成本环比有所提升,化工深度研究
1676,2019-10-29,"华鲁恒升:Q3环比小幅回落,价差与产销皆有影响;负债率降至上市以来最低,新项目投资逐步提高 偿债能力下降",安信证券
