,2021-12-31,通易航天股东减持148.1万股 权益变动后持股比例为4.14% 减持股份,同壁财经
6287,2020-07-30,开盘：恒指高开0.39% 中信证券上半年业绩增近四成涨1.95%,金融界
6288,2020-07-30,策略日报：三大指数全面上涨 成交量重回万亿,新浪
6289,2020-07-30,A股融资融券日报 ：两融余额增加148.46亿元（7月29日）,Wind
6290,2020-07-30,中信证券净利增速为五年来最高 多股有望强势上涨,巨丰财经
6291,2020-07-30,牛市感觉又回来了，万亿成交、百股涨停！投资重点在哪里?,Wind
6292,2020-07-30,中信証券(06030-HK)上半年多赚38.5%,财华社
6293,2020-07-30,北京德恒律师事务所关于康希诺生物股份公司首次公开发行股票并在科创板上市战略投资者核查事项的法律意见,证券时报
6294,2020-07-30,中信证券半年赚89亿占全行业一成净利 合并传闻风声再起真相如何,券商中国
6295,2020-07-29,股价与业绩齐飞！6家券商上半年业绩大增，中信建投接近翻倍！还有三家已预喜,中证报
6296,2020-07-29,合并传言又起，中信建投还能追高吗？,和讯
6297,2020-07-29,中信证券(06030)上半年归母净利同比增长38.47%至89.26亿元,智通财经
6298,2020-07-29,中信证券(06030.HK)业绩快报：半年度净利润升38.47%至89.26亿元,格隆汇
6299,2020-07-29,晚间要闻2020年7月29日星期三,Wind
6300,2020-07-29,7月30日上市公司重要公告集锦：中信证券上半年净利润同比增长38.47%,证券日报
6301,2020-07-29,券商板块再度点燃市场，监管力推并购重组，“中信系”合并传闻再起,经济观察报
6302,2020-07-29,【银华基金】交易日报 2020-07-29,新浪
6303,2020-07-29,创业板指大涨3.78%，是买科技的时候了？,中欧基金
6304,2020-07-29,今天这波反弹，意外不意外？,格隆汇
6305,2020-07-29,公告精选：中信证券上半年净利同比增38.47%；中国移动拟减持科大讯飞不超1%股份,e公司
6306,2020-07-29,博威合金现8笔大宗交易总成交金额5532.80万元,证券时报网
6307,2020-07-29,晚间重要公告2020年7月29日星期三,Wind
6308,2020-07-29,又见牛市旗手大暴动，券商的牛车你还要上么？,老司基一枚
6309,2020-07-29,麦迪科技现2笔大宗交易总成交金额1.11亿元,证券时报网
6310,2020-07-29,A股市场观察：消费、科技领涨 市场放量反弹,光大证券
6311,2020-07-29,【主力资金】尾盘跳水的医药龙头突发利好，业绩狂增11倍,证券时报网
6312,2020-07-29,"中信证券现1笔大宗交易 共成交1,029.55万元",新浪
6313,2020-07-29,中信证券：上半年净利润同比增长38.47%（业绩快报）,Wind
6314,2020-07-29,洞察·快讯|中信证券上半年营业收入267亿元同比增长22.72%,和讯
6315,2020-07-29,中信证券(600030.SH)业绩快报：半年度净利润升38.47%至89.26亿元,格隆汇
6316,2020-07-29,游资情报｜溧阳路“孙哥”火力全开：强势扫货6只热门股；出货1只蚂蚁概念股！,每日经济新闻
6317,2020-07-29,中信证券业绩快报：上半年净利润89.26亿元，同比增长38.47%,Wind
6318,2020-07-29,券商板块王者归来！多路“聪明钱”精准增持,中投网
6319,2020-07-29,7月29日深市创业板活跃股公开信息,深交所
6320,2020-07-29,[路演]装配式建筑设计标准制定者 华阳国际可转债发行网上路演成功举办,全景网
6321,2020-07-29,【券商聚焦】中信证券：内地债市互联互通 有望提高信用债流动性,凤凰网
6322,2020-07-29,A股又沸腾！万亿成交，百股涨停潮：科创板涨5%，创业板4%！更有千亿芯片巨头也涨停,中国基金报
6323,2020-07-29,基金收评 | 两市集体收涨，券商股卷土重来！布局机会来了？,第一财经
6324,2020-07-29,注意，第二波行情要来了,证券之星
6325,2020-07-29,【研报掘金】坚定看好资本市场改革 近期市场调整建议积极布局券商股,证券时报网
6326,2020-07-29,保龄宝再度涨停，实力游资合力封板,Wind
6327,2020-07-29,恒指震荡收高0.45%，券商、芯片股走强,Wind
6328,2020-07-29,中信证券、中信建投“为重组同时改章程”为传言,Wind
6329,2020-07-29,中信证券、中信建投“为重组同时改章程”？回应来了,金十数据
6330,2020-07-29,港股异动︱北控城市资源(03718)涨近7% 中信证券指预告业绩符预期目标价2.8港元,智通财经
6331,2020-07-29,2020年中国证券行业市场竞争格局分析 中信证券在四项业务中占据绝对优势,前瞻研究院
6332,2020-07-29,2109元！茅台目标价再次被调高，机构看到了这个大亮点,e公司
6333,2020-07-29,午市前瞻：港股若企50天线可试牛熊线 建议吼3板块题材,新浪
6334,2020-07-29,中信证券：贵州茅台中报如期落地 继续看好白酒行业投资机会,中证网
6335,2020-07-29,只是改个章程！两大龙头券商突然暴涨300亿，啥情况？,中国基金报
6336,2020-07-29,啥信号？牛市旗手又回来了，外资也高调“返场”，机构火线解读,证券时报网
6337,2020-07-29,券商板块大幅走高，中信建投中信证券双双大涨,证券时报网
6338,2020-07-29,结构性存款月降万亿，监管压缩票据套利空间,每日经济新闻
6339,2020-07-29,【港股通】中信证券、中信建投再传合并猜测 推动两股齐上扬,凤凰网
6340,2020-07-29,华业香料过会：今年IPO获批第122家 国元证券过3单,中国经济网
6341,2020-07-29,港股异动 | 中资券商股再度走强 中信建投(06066)新公司章程多处内容与中信证券(06030)拟修订内容相似,智通财经
6342,2020-07-29,合并猜测又起 中信建投涨超6%中信证券上升4%,新浪
6343,2020-07-29,券商股拉升中信证券与中信建投合并猜测又起,格隆汇
6344,2020-07-29,翔丰华过会：今年IPO获批第121家 申万宏源过2单,中国经济网
6345,2020-07-29,金达莱过会：今年科创板过会第87家 申港证券过2单,中国经济网
6346,2020-07-29,科思科技过会：今年科创板过会第86家 中天国富过首单,中国经济网
6347,2020-07-29,【行情】港股中资券商股盘初拉升，中信建投证券涨3.14%，光大证券涨近3%，招商证券涨2.2%，中金与中信证券涨超1.3%,金十数据
6348,2020-07-29,A股融资融券日报：两融余额增加24.98亿元（7月28日）,Wind
6349,2020-07-29,中信证券：继续看好白酒行业投资机会，坚定推荐贵州茅台,Wind
6350,2020-07-29,晨会0729｜剖析港股投资者结构之变,中信证券研究
6351,2020-07-29,美股尾盘大跳水，芯片股普跌！白银一度跌14%，还能涨吗,e公司
6352,2020-07-29,APP宕机、卡顿事故频发，券业“挖宝”CIO再掀热潮,Wind
6353,2020-07-29,中信证券股份有限公司关于烟台睿创微纳技术股份有限公司2020年半年度持续督导跟踪报告,证券时报
6354,2020-07-28,制度保障券商护航，中微公司询价转让破局解禁压力,挖贝网
6355,2020-07-28,【银华基金】交易日报 2020-07-28,新浪
6356,2020-07-28,科创板首单询价转让出结果出炉,Wind
6357,2020-07-28,森源电气(002358.SZ)：控股股东协议转让2%股份完成过户登记 减持股份,格隆汇
6358,2020-07-28,金龙机电发生大宗交易成交折价率11.90%,证券时报网
6359,2020-07-28,【衍生品策略周报】财政支出支撑资金面，互换利率小幅波动,CITICS债券研究
6360,2020-07-28,牛市必点菜券商股：二季度被公募精准增持 三季度被北向资金抢筹,红周刊
6361,2020-07-28,金达威再度涨停，机构获利了结,Wind
6362,2020-07-28,沈阳化工盘中巨震16%，机构深度介入,Wind
6363,2020-07-28,小金属股重获青睐，行业反转还是昙花一现？,Wind
6364,2020-07-28,[新基]富国兴泉回报12个月:易智泉管理 股强债弱 过往年化41.80%,新浪
6365,2020-07-28,券业“高考”即将放榜，谁压力山大？考核期至少45家被罚,券商中国
6366,2020-07-28,15股获融资客大手笔净买入,证券时报网
6367,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
6368,2020-07-28,港股异动 | 山东黄金(01787)涨超9%领涨黄金股 中信证券上调2021年黄金目标价至2500美元,智通财经
6369,2020-07-28,山西五年来首家过会项目再遇坎坷：山西壶化IPO或受保荐机构“连累”,Wind
6370,2020-07-28,晨会0728｜新三板精选层开板首日简析,中信证券研究
6371,2020-07-28,第一创业定增收官 获五大券商认购,时代周报
6372,2020-07-28,市场短期震荡，后市将何去何从？,Wind
6373,2020-07-28,A类券商占比将提至50%，评级中远离扣分项至关重要,Wind
6374,2020-07-27,7月27日深市创业板活跃股公开信息,深交所
6375,2020-07-27,游资情报｜疫苗龙头股价狂奔，机构与多路顶级游资对决！溧阳路孙哥、方新侠、作手新一联手封板,每日经济新闻
6376,2020-07-27,长城汽车：创新长城将原质押的公司股份3亿股解除质押,Wind
6377,2020-07-27,基本面持续改善，低估值的地产有望迎来修复,Wind
6378,2020-07-27,【可转债每周观点】探寻结构性的安全垫,CITICS债券研究
6379,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
6380,2020-07-27,复星医药近三日大涨逾22%，机构抛货顶级游资汇聚,Wind
6381,2020-07-27,北向资金连续三日净流出，海康威视获净买入7.7亿元,Wind
6382,2020-07-27,我花两万元买了个实习机会,21世纪经济报道
6383,2020-07-27,2万元“买”一个实习机会！中介机构盯上付费内推实习,中新经纬
6384,2020-07-27,揭秘付费内推实习利益链：花2万能去头部券商实习,中新经纬
6385,2020-07-27,花两万元买个顶级金融机构的实习机会？揭秘付费内推利益链,中新经纬
6386,2020-07-27,中介机构盯上付费内推实习:财信证券要2万 中信2.5万,中新经纬
6387,2020-07-27,中信证券臻选成长C基金最新净值跌幅达4.16％,金融界
6388,2020-07-27,瑞声科技(02018-HK)获中信証券上调目标价股价现微升,财华社
6389,2020-07-27,美团点评(03690-HK)获中信証券大幅上调目标价股价现只微升,财华社
6390,2020-07-27,A股融资融券日报：两融余额减少187.18亿元（7月24日）,Wind
6391,2020-07-27,"十大券商一周策略：不改""长牛""判断！",券商中国
6392,2020-07-27,非银金融周报：外部不确定因素加强 两市交投情绪回落,新浪
6393,2020-07-26,跟投科创板一周年！券商大赚135亿,中国基金报
6394,2020-07-26,中信证券：任何突发冲击都将带来新的入场时机,Wind
6395,2020-07-26,非银金融行业本周聚焦：券商Q2经营业绩向好 关注大金融板块“超低持仓”下的投资机会,新浪
6396,2020-07-26,科创板战略配售产品收益扎眼，攻陷前20榜单，股权激励造就一批富豪,券商中国
6397,2020-07-26,6月份结构性存款压降1.01万亿，产品“量价齐跌”，套利空间还有多大,券商中国
6398,2020-07-25,“外部事件”不改A股慢牛，几大因素决定券商股“领军”市场,红周刊
6399,2020-07-24,绿金新闻 | 中证协：37家券商上半年承销绿色金融产品448.66亿元,中央财经大学绿色金融国际研究院
6400,2020-07-24,券商并购想象空间打开,证券市场周刊
6401,2020-07-24,【银华基金】交易日报 2020-07-24,新浪
6402,2020-07-24,游资情报｜“孙哥”爆买军工股遭砸盘； 2股惊现机构惨烈对决！ 股票卖空,每日经济新闻
6403,2020-07-24,1亿元债券发行佣金低至1万元， 债券承销竞争为何如此激烈,财经杂志
6404,2020-07-24,京东方A：行业进入新一轮涨价周期,股市动态分析
6405,2020-07-24,中信证券跌逾3% 报7.27港元,新浪
6406,2020-07-24,券商板块大幅跳水，光大证券一度跌停，中信证券跌逾6%,证券时报网
6407,2020-07-24,天阳科技过会：今年IPO获批第116家 光大证券过6单,中国经济网
6408,2020-07-24,北上资金流出超百亿！机构资金出逃名单曝光,证券时报网
6409,2020-07-24,9家科创板公司率先披露减持计划中微公司股东“首尝”询价转让券商迎来新市场 减持股份,科创板日报
6410,2020-07-24,欣贺股份过会：今年IPO获批第114家 中信建投过12单,中国经济网
6411,2020-07-24,维康药业过会：今年IPO获批第117家 民生证券过9单,中国经济网
6412,2020-07-24,金春股份过会：今年IPO获批第118家 中信建投过13单,中国经济网
6413,2020-07-24,开普检测过会：今年IPO获批第112家 湘财证券过首单,中国经济网
6414,2020-07-24,中信证券跌近5% 报18.02港元,新浪
6415,2020-07-24,中信证券：精选层有望解决新三板此前症结 助力于打通多层次资本市场通道,中证网
6416,2020-07-24,证券行业点评：并购重组待提速 提升行业国际竞争力,新浪
6417,2020-07-24,【行情】港股中资券商股开盘走低，国泰君安、东方证券跌1.6%，中信证券跌1.4%，招商证券跌1.3%,金十数据
6418,2020-07-24,上交所：同意中信证券为嘉实沪深300低波ETF红利提供主流动性服务,Wind
6419,2020-07-24,苑东生物IPO：主力产品价格下滑拖累业绩 独董享受高薪信披充分性不足 盈利能力下降,电鳗快报
6420,2020-07-24,A股融资融券日报：两融余额增加86.87亿元（7月23日）,Wind
