,2021-12-31,中国平安(02318)累计回购约7776.51万股A股 涉资约39亿元,智通财经
4699,2020-11-25,31股获券商买入评级，泛亚微透目标涨幅达82.86%,Wind
4700,2020-11-25,【朝闻国盛1125】北上延续回流，中游制造获青睐,国盛证券研究所
4701,2020-11-24,北上资金活跃股名单(11月24日),证券时报网
4702,2020-11-24,平安普惠再被“点名”：强制捆绑销售保险，收取高额服务费,搜狐
4703,2020-11-24,中国平安、中公教育等股今日获机构买入型评级,证券时报网
4704,2020-11-24,【国盛策略 | 陆股通周监控】北上延续回流，中游制造获青睐*第74期,尧望后势
4705,2020-11-24,保险行业《保险代理人监管规定》点评：强化队伍高质量发展 探索独立代理人制度,新浪
4706,2020-11-24,关于规范城市定制型商业医疗保险业务的点评：监管首度规范网红惠民保 利好行业理性竞争,新浪
4707,2020-11-24,A股融资融券日报：两融余额增加103.05亿元（11月23日）,Wind
4708,2020-11-24,【朝闻国盛1124】中长期利率及信用利差继续上行,国盛证券研究所
4709,2020-11-24,蚂蚁暂停IPO牵连中概股 陆金所成头号做空目标 IPO融资异常,金融界
4710,2020-11-24,五大险企10月保费降三成 角力万能险抢开门红先机,时代在线
4711,2020-11-23,6只股获北向资金连续净买入,证券时报网
4712,2020-11-23,陆股通净买入超百亿元，连续3日净买入,证券时报网
4713,2020-11-23,【权益变动】中国平安(02318-HK)被摩根大通减持298.4012万股 减持股份,财华社
4714,2020-11-23,非银金融行业周报：信用债违约事件波及券商 银保监会全面规范“惠民保” 未按时兑付本息,光大证券
4715,2020-11-23,华泰证券非银金融年度策略：复苏中求索 改革辟契机,新浪
4716,2020-11-23,非银金融行业周报：金融委发声严处逃废债 继续看好保险板块机会,新浪
4717,2020-11-23,中国平安(02318.HK)获小摩增持435.23万股 涉资约3.84亿港元,格隆汇
4718,2020-11-23,A股融资融券日报：两融余额减少5.84亿元（11月20日）,Wind
4719,2020-11-23,北向资金一周动向盘点：净买入55.1亿元，重点加仓“周期”,Wind
4720,2020-11-23,港股盘前必读：富时罗素公布全球股票指数系列季度评审结果，恒大地产1257亿元战投转为普通股,Wind
4721,2020-11-23,盘前情报丨北上资金月内逾360亿元布局五行业；盲盒上市来了，这家公司两年净利润暴涨近300倍,21世纪经济报道
4722,2020-11-23,多家机构被银保监会通报：违规抬升小微企业综合融资成本,Wind
4723,2020-11-22,【方正非银左欣然团队】长端利率上行、负债拐点将至，保险即将迎来新局面,欣赏金融
4724,2020-11-22,【兴证金融 傅慧芳】非银周报（11.16-11.22）：继续看好Q4保险板块估值提升，信用债违约券商影响有限 未按时兑付本息,兴证金融
4725,2020-11-22,招商策略：A股正在酝酿一波较为明显的上行行情,招商策略研究
4726,2020-11-22,70亿并购项目泡汤！“分手”中国平安后，招商蛇口到底啥情况？ 并购重组异常,搜狐
4727,2020-11-22,粤开策略：我国积极考虑加入CPTPP，顺周期继续发力,粤开崇利论市
4728,2020-11-22,非银行业周报：10月寿险业务仍有所承压 券商近期关注债市波动,新浪
4729,2020-11-22,违规抬升融资成本工行等多家机构被点名 其他违规处罚,杭州网
4730,2020-11-21,国务院、银保监会点名批评兴业、平安普惠等在贷款中违规收取高额服务费 金融监管处罚,凤凰网
4731,2020-11-21,国办、银保监会通报《部分银行保险机构助贷机构违规抬升小微企业综合融资成本典型问题》,Wind
4732,2020-11-20,北上资金本周净买入55.10亿元连续3周净买入,证券时报网
4733,2020-11-20,中国平安获沪股通连续5日净买入累计净买入17.84亿元,证券时报网
4734,2020-11-20,摩根大通增持中国平安(02318)435.2328万股，涉资约3.84亿港元,智通财经
4735,2020-11-20,地产商突围“新样本”：合生创展“科技金融”的投资道路,环球老虎财经
4736,2020-11-20,【权益变动】中国平安(02318-HK)获摩根大通增持435.2328万股,财华社
4737,2020-11-20,陆港通每周复盘 | 南下资金继续吸入腾讯！比亚迪、小米遭抛售,金融界
4738,2020-11-20,中国平安全面推进AI+稽核,金融界
4739,2020-11-20,平安信托承办深伦双城论坛，线上共商 “金融向善”,经济网
4740,2020-11-20,中国平安ESG责任投资助力“社会影响力金融”创新,北京商报
4741,2020-11-20,深伦两地共论“社会影响力金融” 中国平安推动“金融向善”,证券日报
4742,2020-11-20,平安信托展现“信托+慈善”的平安实践,中国金融新闻网
4743,2020-11-20,中国平安2019年绿色产品投资超500亿 ESG理论与投资组合全面融合,华夏时报
4744,2020-11-20,【国泰君安国际】全球资金流向双周报（2020年11月20日）,国泰君安证券香港
4745,2020-11-20,A股融资融券日报：两融余额减少12.22亿元（11月19日）,Wind
4746,2020-11-20,【国君非银】监管首度规范网红惠民保，利好行业理性竞争——关于规范城市定制型商业医疗保险业务的点评,欣琦看金融
4747,2020-11-20,解局 | 合生炒股记 朱孟依的投资世界,观点地产网
4748,2020-11-19,85后朱桔榕上位！合生创展变身投资公司，炒股浮盈37亿港元,野马财经
4749,2020-11-19,策略专题报告：冰火两重天的市场 机会何在？,西南证券
4750,2020-11-19,银保监会：车险综改后10%客户保费有所上升；前10月金融系统合计已向实体经济让利1.25万亿元丨慧保日报11.19,搜狐
4751,2020-11-19,非银一周观点：低谷已过 增配保险,新浪
4752,2020-11-19,A股五大险企前10月揽2.2万亿原保费 财险业务增速整体下滑 盈利能力下降,中国网
4753,2020-11-19,盛视早参：年底“防雷”提上日程,新浪
4754,2020-11-19,合生近斥资64.2亿港元购入平安保险、小米等股份,金融界
4755,2020-11-19,保险行业2021年度投资策略：顺复苏之势，务改革之实，维持“推荐”评级,招商证券
4756,2020-11-19,A股早报2020年11月19日星期四,Wind
4757,2020-11-19,A股融资融券日报：两融余额增加19.41亿元（11月18日）,Wind
4758,2020-11-19,港股盘前必读：国务院要求抓紧做好RCEP落地实施工作，美股连续两日收跌,Wind
4759,2020-11-19,互联互通六周年之“变”：前十大活跃股从金融股渐变至新经济股,证券日报
4760,2020-11-19,合生创展重仓买入科技股 朱孟依家族炒股爆赚,搜狐
4761,2020-11-18,合生近一年斥资64.2亿港元购入平安保险、小米等股份,乐居财经
4762,2020-11-18,合生创展集团(00754)近一年耗资约53.93亿港元购买平安保险、小米等上市公司股份,智通财经
4763,2020-11-18,合生创展集团(00754.HK)近1年购入2215.65万股平安保险及8368.6万股小米股份,格隆汇
4764,2020-11-18,陆股通净卖出0.14亿元（附名单）,证券时报网
4765,2020-11-18,贝莱德集团增持中国平安(02318)260.05万股，最新持股比例为5.02%,智通财经
4766,2020-11-18,深度*行业*上市险企10月保费点评：提前备战开门红导致10月保费增速下滑 加仓保险股正当时,新浪
4767,2020-11-18,【权益变动】中国平安(02318-HK)获贝莱德增持260.05万股,财华社
4768,2020-11-18,2021年保险行业投资策略：确定且持续的复苏 首选行业龙头,新浪
4769,2020-11-18,险资“淡定”面对债市风波：一面排查存量持仓，一面瞄准“错杀”债,券商中国
4770,2020-11-18,港股异动丨保险股延续涨势 中国财险(2328.HK)升超5% 月内已累涨20%,格隆汇
4771,2020-11-18,招商银行A股涨超2%，总市值升至两市第五位,Wind
4772,2020-11-18,飙涨两倍白酒股突然逼近跌停！A股分化真来了？,e公司
4773,2020-11-18,创业慧康(300451)：疫后春风依旧 “慧”及万家健康,新浪
4774,2020-11-18,华龙内参2020年第212期 总第800期(电子版),新浪
4775,2020-11-18,A股融资融券日报：两融余额增加26.05亿元（11月17日）,Wind
4776,2020-11-18,A股早报2020年11月18日星期三,Wind
4777,2020-11-18,平安人寿湖北分公司携手集团旗下12家 专业公司 举办“金融+科技”嘉年华,长江商报
4778,2020-11-18,银河证券：资财务性股权投资行业限制取消，助力险企优化资金运用,Wind
4779,2020-11-18,北向资金动向盘点：买卖平衡不等于没有进攻方向,Wind
4780,2020-11-18,北向资金10亿扫货房地产，11亿甩卖汽车股，全天实际净流入0.53亿（附股）,21世纪经济报道
4781,2020-11-17,北上资金活跃股名单(11月17日),证券时报网
4782,2020-11-17,平安医疗场景“大荟萃”：线上专科、AI医生站、医保综合管理平台,经济观察网
4783,2020-11-17,分析人士解读中国平安：科技创造新动能，业绩有望迎来向上拐点,全景网
4784,2020-11-17,中国平安、长安汽车等股获特大单资金净流入超2亿元,证券时报网
4785,2020-11-17,北向资金净流入0.53亿元 中国平安获净买入5.76亿元,e公司
4786,2020-11-17,北向资金今日净买入0.53亿元，中国平安再获净买入5.76亿元,Wind
4787,2020-11-17,【研报掘金】资产负债双轮驱动 保险估值有望在顺周期中持续提振,证券时报网
4788,2020-11-17,6429亿元，目标直指这些板块,上证报
4789,2020-11-17,盛视早参：宏观数据向好 市场有望前行,新浪
4790,2020-11-17,10月寿险增速较弱，车险综合改革影响符合预期——上市险企2020年10月保费数据点评,兴证金融
4791,2020-11-17,上市险企2020年10月保费数据点评：10月寿险增速较弱 车险综合改革影响符合预期,新浪
4792,2020-11-17,A股融资融券日报：两融余额增加73.19亿元（11月16日）,Wind
4793,2020-11-17,中国平安(02318.HK)获小摩增持435.23万股涉资约3.84亿港元,格隆汇
4794,2020-11-17,A股早报2020年11月17日星期二,Wind
4795,2020-11-17,终结四天净卖出！北向资金净流入近26亿，大幅加仓这些个股（名单）,21世纪经济报道
4796,2020-11-17,港股盘前必读：中国10月宏观经济数据出炉,Wind
4797,2020-11-17,北向资金动向盘点：冷眼旁观“有色”，默默减仓“医药”,Wind
4798,2020-11-17,中信建投：险资股权投资再松绑，推荐中国平安等,证券时报网
4799,2020-11-16,晚间要闻2020年11月16日星期一,Wind
4800,2020-11-16,非银行金融行业：险资财务性股权投资行业限制取消 助力险企优化资金运用,新浪
4801,2020-11-16,非银金融行业周报：保险资金财务性股权投资行业限制取消,光大证券
4802,2020-11-16,非银金融行业周观点：券商资管主动管理转型深入 险资股权投资松绑利好资产端长期表现,新浪
4803,2020-11-16,【权益变动】中国平安(02318-HK)获摩根大通增持1477.8353万股,财华社
4804,2020-11-16,数据复盘|北向资金大幅加仓中国平安 主力资金撤离电子股,证券时报网
4805,2020-11-16,2021年非银行金融行业年度策略：复苏中求索 改革辟契机,新浪
4806,2020-11-16,“领略、探索、创新”——2020中国平安励志计划训练营启动,深圳新闻网
4807,2020-11-16,北向资金今日净买入25.89亿元，中国平安净买入逾9亿元,Wind
4808,2020-11-16,五上市险企备战开门红 十月保费收入环比下滑三成 盈利能力下降,华夏时报
4809,2020-11-16,主力动向｜90股主力买入超亿元！中国平安、五粮液、金龙鱼位居前三！,上游新闻
4810,2020-11-16,中国平安、兴业银行等股获融资净买入额超亿元,证券时报网
4811,2020-11-16,【方正非银左欣然团队】继续推荐低估值、顺周期的保险板块,欣赏金融
4812,2020-11-16,A股融资融券日报：两融余额减少8.08亿元（11月13日）,Wind
4813,2020-11-16,港股盘前必读：RCEP正式签署，美国三大股指均收涨逾1%,Wind
4814,2020-11-16,五大险企年内保费近2.2万亿元，车险增速明显放缓,Wind
4815,2020-11-16,人保、平安10月车险保费负增长,证券时报
4816,2020-11-16,五大上市险企前10月保费齐增 重心转向明年开门红,证券时报
4817,2020-11-16,五大险企年内保费近2.2万亿元 车险增速明显放缓,证券日报
4818,2020-11-15,兴证金融组——非银周报（201109—201115）：10月寿险业务仍有所承压，券商近期关注债市波动,兴证金融
4819,2020-11-15,招商策略：中期A股有望迎来一轮明显的“跨年行情”,招商策略研究
4820,2020-11-15,【华创非银】非银金融周观察：取消险资财务投资股权行业限制，赋予更大能力空间,华创非银
4821,2020-11-15,又一外资巨头申请公募牌照！旗下基金产品早已布局A股五大行业,Wind
4822,2020-11-14,【天风非银|保险】10月保费数据点评：开门红准备提前开启导致10月保费增长低迷，2021年NBV向上预期有望逐步兑现,新锐视角看金融
4823,2020-11-13,连续4日出逃！北向资金净卖出近50亿，近10亿抛售中国平安，市场情绪转向谨慎？（附股）,21世纪经济报道
4824,2020-11-13,北向资金净流出49.4亿元 中国平安净卖出9.75亿元,新浪
4825,2020-11-13,中国平安今日遭北向资金净卖出9.75亿元,e公司
4826,2020-11-13,北向资金今日净卖出49.4亿元，中国平安净卖出9.75亿元居首,Wind
