,2021-12-31,版权工作“十四五”规划出台，A股多家公司已布局产业链,新浪
1543,2020-08-26,芒果超媒：上半年净利润同比增长37.3%,Wind
1544,2020-08-26,光线传媒、芒果超媒双双大涨，推升电影娱乐板块,Wind
1545,2020-08-26,芒果超媒(300413)深度研究报告：海阔凭鱼跃 强大内容能力助力芒果TV跻身第一集团,新浪
1546,2020-08-26,光线、华谊、芒果：谁是国产内容之王？,新浪
1547,2020-08-24,机构重仓股跟踪周报,新浪
1548,2020-08-23,传媒行业周报2020年第33期：影院快速复苏 坚守高景气度细分赛道,新浪
1549,2020-08-23,传媒行业周报：关注5G牌照、IP产业链的投资机会,新浪
1550,2020-08-22,付费及活跃用户远低于爱奇艺市值却超后者 芒果如何乘风破浪？,中国经营报
1551,2020-08-21,两家千亿市值平台财报观察：芒果超媒、B站营收和付费会员保持高速增长,36氪
1552,2020-08-18,芒果超媒：选举方菲为公司新任职工代表监事,每日经济新闻
1553,2020-08-18,湘财证券牵手《股东来了》 10余家上市公司迎来检阅,证券时报
1554,2020-08-17,传媒行业：调整出现买入良机 继续推荐绩优龙头,新浪
1555,2020-08-16,炮制了爆款的爱奇艺 为何还是翻不了身？,新浪
1556,2020-08-16,传媒行业数据分析：2020年Q1芒果超媒营业利润超4.7亿元,云掌财经
1557,2020-08-13,传媒周报2020第23期：影院复工步伐稳健 中报季关注业绩,新浪
1558,2020-08-12,2020年传媒行业中期投资策略报告：在线互联经济逆风飞翔 线下文娱服务向阳而生 推荐游戏流媒体 关注影视院线性价比,新浪
1559,2020-08-10,芒果TV助力 全国首家新媒体投教基地花落湖南,上证报
1560,2020-08-10,全国首家新媒体投资者教育基地揭牌 芒果TV投教频道为投资者“保驾护航”,证券日报
1561,2020-08-10,《乘风破浪的姐姐》快播完了，哪位姐姐站在了浪尖？,36氪
1562,2020-08-10,《乘风破浪的姐姐》快播完了，30+姐姐的商业价值“飞升”了吗？,钛媒体
1563,2020-08-10,《股东来了》2020湖南片区开赛 芒果新媒体投资者教育基地揭牌,上证报
1564,2020-08-10,影视传媒行业周报：DNF手游本周上线 《八佰》定档本月21日,西南证券
1565,2020-08-10,传媒行业周报：游戏、影视看新品驱动 818或助直播电商再升温,新浪
1566,2020-08-07,传媒行业月度报告：H1游戏增长22.34% 电影市场加速复苏 关注中报行情,新浪
1567,2020-08-07,芒果超媒：副总经理肖宁因工作调动安排辞职 董监高成员变化,Wind
1568,2020-08-07,下周37股分红实施，3倍疫苗股藏其中,Wind
1569,2020-08-06,芒果超媒旗下芒果TV：某平台拒绝交付《琉璃》播放介质,中证网
1570,2020-08-06,芒果超媒(300413.SZ)2019年度权益分配10派1元股权登记日为8月13日,格隆汇
1571,2020-08-06,稀缺模式叠加爆款IP 芒果超媒半年盈利超10亿,时代周报
1572,2020-08-05,组建近20支综艺自制团队 芒果超媒发力长视频,北京商报
1573,2020-08-05,跟着牛市旗手去炒股！券商资管10大重仓股曝光,券商中国
1574,2020-08-05,投资界24h|国务院：对半导体行业最高10年免税，软银第一季度营业收入增长4.1%，苹果否认参与收购TikTok,投资界
1575,2020-08-05,芒果超媒是个筐：100多亿营收就宣扬生态协同 一波三折的重组,新浪
1576,2020-08-04,[互动]芒果超媒：《披荆斩棘的哥哥》节目将邀请30位有男团梦的哥哥,全景网
1577,2020-08-04,靠“姐姐”暴涨的芒果超媒，被严重高估了,虎嗅网
1578,2020-08-04,券商资管看好权益市场，警惕投资“价值陷阱”,Wind
1579,2020-08-04,全产业链条开发已启动 “姐姐”商标却被抢注了,第一财经
1580,2020-08-03,7月行业动态报告：全国影院复工率超半数 传媒重仓集中度提高,新浪
1581,2020-08-01,方正传媒·数据周报·20H1中国手游收入同比增36%，8月中报季关注绩优个股｜2020年第31周,杨仁文研究笔记
1582,2020-07-31,兴全合宜规模腰斩后渐稳 谢治宇加仓医药减持地产,新浪
1583,2020-07-30,中国移动拟减持科大讯飞不超1%股份 入股7年整体收益率超6倍 拟减持股份,e公司
1584,2020-07-28,20Q2公募基金配置传媒行业跟踪报告：传媒配置市值大幅提升 头部效应持续,光大证券
1585,2020-07-28,传媒行业周报：市场波动中拥抱绩优股 继续坚守游戏视频龙头,新浪
1586,2020-07-28,姐姐乘风起飞，上市两周年的芒果超媒能在浪尖站稳吗？,--
1587,2020-07-27,传媒本周观点：CHINAJOY举办在即 关于云游戏板块相关催化及营销需求复苏下投资机会,新浪
1588,2020-07-27,传媒周报：无惧短期波动 业绩期握紧龙头,新浪
1589,2020-07-26,传播与文化行业周报：恒生科技指数利好互联网 CJ将于7.31开幕,国金证券股份有限公司
1590,2020-07-26,传媒行业周报：游戏板块有望率先走出量价齐升的双击逻辑,新浪
1591,2020-07-26,【中泰传媒—周观点】传媒板块连续三季度获超配，持续关注在线娱乐与在线消费,传媒产业大视点
1592,2020-07-25,方正传媒44页数据周报·《最强蜗牛》登顶港澳台免费榜，全国影院复工率38.3% ｜2020年第29周,杨仁文研究笔记
1593,2020-07-24,芒果超媒(300413)：自制能力及平台运营再获验证 芒果TV会员及广告高速增长,新浪
1594,2020-07-23,5G专题报告(二)：技术升级+政策支持 超高清视频产业空间广阔,新浪
1595,2020-07-22,传媒周报2020第20期：影院将重启 持续关注中报回归基本面,新浪
1596,2020-07-22,公募基金A股二季报出炉，17张图纵览持仓变化,Wind
1597,2020-07-22,传媒：新主轴、新图谱 传媒驶入千亿集群时代,新浪
1598,2020-07-21,这些公司股价半年翻倍，靠什么,投资界
1599,2020-07-21,拼多多、B站、芒果超媒……为何这些公司股价半年翻倍？,金融界
1600,2020-07-20,太稀缺！连续3年中报高增长股票名单，近半数成十倍牛股,凤凰网
1601,2020-07-20,互联网传媒行业周观点：影院时隔半年后复工 关注回调后主线配置机遇,新浪
1602,2020-07-20,靠30个女人市值涨了200亿，行业里凭啥只有它最赚钱？,天下网商
1603,2020-07-19,哪些上市公司的上半年业绩预告超预期？| 国君周知,国泰君安证券研究
1604,2020-07-18,零售行业-“数据会说话”之2020年6月深度解读：社零增速稳步回升 618促进线上消费,新浪
1605,2020-07-18,5年间A股“千亿俱乐部”来去太匆匆：有市值从1323亿跌到6亿，有从477亿到3695亿！芒果超媒也上榜了,21世纪经济报道
1606,2020-07-18,A股“千亿俱乐部”，北京、广东各晋9家占鳌头,Wind
1607,2020-07-18,A股“千亿俱乐部”来去匆匆：京粤各晋9家占鳌头 39家落榜者故事不同,21世纪经济报道
1608,2020-07-18,A股“千亿俱乐部” 北京、广东各晋9家占鳌头,21世纪经济报道
1609,2020-07-17,焦点分析 | 电影政策有限松动，短期无法扭转院线影视盈利颓势,36氪
1610,2020-07-17,【民生传媒周报】20200720：院线复工落地，继续看好传媒板块,MS互联网传媒
1611,2020-07-16,业绩大分化：中下游优于上游3星级 盈利能力下降,国金证券股份有限公司
1612,2020-07-16,传媒互联网行业周报：中报季将至 把握业绩优秀的龙头公司,新浪
1613,2020-07-16,开公司、买房产、接代言…揭秘“乘风破浪”姐姐们的“汹涌资本”,每日经济新闻
1614,2020-07-15,芒果超媒(300413)：重磅综艺集中上线“广告+会员”增长强劲 持续看好公司的内容壁垒与成长潜力,新浪
1615,2020-07-15,芒果超媒1300亿市值了，长视频还有机会,投资界
1616,2020-07-15,传媒互联网行业周报：关注云游戏等5G应用逐步落地带来投资机遇,新浪
1617,2020-07-15,投资界24h|高瓴90亿再投医疗；华为上半年营收大涨；马云减持套现430亿,投资界
1618,2020-07-15,万达电影预计上半年亏16亿、电影院却“复工”有戏了？,36氪
1619,2020-07-14,以芒果新型主流媒体“匠心” 打造投资者保护“超媒样本”,证券日报
1620,2020-07-14,芒果超媒市值“乘风破浪”之际，有人下船,云掌财经
1621,2020-07-14,“乘风破浪”的芒果超媒：内容为王 市值超越爱奇艺,21世纪经济报道
1622,2020-07-14,【早安新时代】2020/07/14：今日关注中来股份、芒果超媒、卓胜微,新时代证券研究
1623,2020-07-14,芒果超媒千亿市值背后：媒体融合、成本可控的内容规模自制、IP价值最大化,36氪
1624,2020-07-14,81股获券商买入评级 三聚环保目标涨幅达79.79%,Wind
1625,2020-07-14,【东北传媒宋雨翔】芒果超媒（300413）业绩预告点评：优质内容破浪腾飞，2020H1业绩逆市上扬,东北证券研究所
1626,2020-07-14,牛市东风诚可贵 打铁还需自身硬,时代在线
1627,2020-07-13,互联网传媒行业周观点：中报季将至 关注增长主线兑现&复苏主线回暖,新浪
1628,2020-07-13,半年赚10亿、市值超千亿！芒果超媒靠“浪姐”赚嗨了,格隆汇
1629,2020-07-13,宁德时代、迈瑞医疗、爱尔眼科、芒果超媒午后齐创新高,Wind
1630,2020-07-13,芒果超媒上半年业绩预告超预期，年初至今股价已翻倍,腾讯网
1631,2020-07-13,芒果超媒市值超了爱奇艺,投资界
1632,2020-07-13,晨会聚焦200713重点关注半导体专题、立思辰、轻工行业、医药行业、香港交易所、芒果超媒、金发科技、视觉中国,国信研究
1633,2020-07-13,芒果超媒（300413）2020年半年报业绩预告点评：业绩强劲、《姐姐》霸屏，“芒果模式”乘风破浪,国信研究
1634,2020-07-13,“浪姐”逆袭背后 是芒果台一场六年豪赌,棱镜
1635,2020-07-13,“浪姐”引爆股价 但芒果超媒真扛得动1300亿市值吗？,36氪
1636,2020-07-13,从芒果超媒H1业绩预告超预期我们看到了什么？优质内容的硬核价值【建投传媒 杨艾莉】,CSC传媒互联网研究
1637,2020-07-12,【民生传媒|芒果超媒】半年度业绩预告点评：Q2利润增长提速，千亿芒果乘风破浪,MS互联网传媒
1638,2020-07-12,传媒行业-最熟悉的陌生人系列报告(二)：韩国SM艺人公司探析深度报告,新浪
1639,2020-07-12,岂止乘风破浪的姐姐，《披荆斩棘的哥哥》也要来了！千亿巨头又要暴涨？上半年已狂赚10个亿！,中国基金报
1640,2020-07-11,芒果超媒(300413)2020年半年度业绩预告点评：业绩超预期 优质内容驱动下预计全年维持高增速,新浪
1641,2020-07-11,芒果超媒(300413)：中报业绩预告超预期 精品内容或继续助力高增长,新浪
1642,2020-07-11,B站回应卫星发射失利，理想汽车IPO，腾讯与老干妈握手言和,和讯
1643,2020-07-11,上半年预计盈利11亿元，芒果超媒业绩持续“乘风破浪”,第一财经
1644,2020-07-11,芒果超媒(300413)：预计20H1净利同增29%-42% 爆款内容助推广告与会员业务再次乘风破浪,新浪
1645,2020-07-11,上市公司正负面新闻2020年7月11日星期六,Wind
1646,2020-07-11,芒果超媒上半年净利润预增10亿，股价乘风破浪已翻倍,环球老虎财经
1647,2020-07-11,方正传媒51页数据周报·20Q2全球手游收入190亿美元创新高｜2020年第28周,杨仁文研究笔记
1648,2020-07-10,紧抓“内容为王” 芒果超媒预计上半年净利超10亿元,中国证券网
1649,2020-07-10,姐姐乘风破浪后，芒果超媒预计净利增长29%-41%,经济观察网
1650,2020-07-10,芒果超媒上半年净利润预增29%-42%,中国证券网
1651,2020-07-10,【公告抢先看】晚间重要公告：《乘风破浪的姐姐》爆红 芒果超媒半年报预喜,金融界
1652,2020-07-10,乘风破浪的姐姐热播，芒果超媒上半年净利润预计超10亿,搜狐
1653,2020-07-10,芒果超媒：预计上半年净利润同比增长29.42%-41.86%,Wind
1654,2020-07-10,芒果超媒尾盘逼近涨停，市值一度突破1300亿元并再创新高,Wind
1655,2020-07-09,最前线 | 芒果超媒上半年业绩预告超预期，年初至今股价已翻倍,36氪
1656,2020-07-08,万达电影预计上半年亏16亿、电影院却“复工”有戏了？,36氪
1657,2020-07-06,传媒周报：中报季来临重视业绩确定性 看好游戏板块全年机会,新浪
1658,2020-07-06,中信建投：关注芒果超媒的产业延展,第一财经
1659,2020-07-06,开源晨会0708丨 策略：势来不可止，势去不可遏；国内速冻食品龙头——安20转债申购价值分析；芒果超媒,开源证券研究所
1660,2020-07-05,芒果超媒：乘风破浪靠爸爸,新浪
1661,2020-07-03,水皮脱口秀 | 不火才怪！《乘风破浪的姐姐》背后，靠山有多厉害？,华夏时报
1662,2020-07-03,A股早报2020年7月3日星期五,Wind
1663,2020-07-02,传媒行业点评：中央深改委强调国企改革+融媒体 重视锐意进取国企改革红利,新浪
1664,2020-07-02,芒果超媒股份有限公司发生注册资本变更 增幅达70%,金融界
1665,2020-07-02,广电为5G“削藩”全国一张网渐显 IPTV迎行业新拐点,第一财经
1666,2020-07-01,芒果超媒(300413.SZ)：9733.7531万股限售股将解禁 解禁,格隆汇
1667,2020-07-01,芒果超媒：9733万股限售股7月3日上市流通 解禁,Wind
1668,2020-07-01,新时代证券：6月金股组合盈利17.7% 7月荐股名单出炉,新浪
1669,2020-07-01,长视频亏损，乘风破浪的芒果超媒为何盈利了？,36氪
1670,2020-06-30,“乘风破浪的姐姐”带货：624万人围观，5小时卖出372万元,每日经济新闻
1671,2020-06-30,流量≠销量，“姐姐们”首场直播带货为何没能乘风破浪,36氪
