,2021-12-31,全年收益率超过50%，这4家券商金股组合赢了！2022年1月部分热门标的个股已现身,每日经济新闻
2432,2020-07-23,【券商聚焦】股价有望挑战高点！招商证券：瑞声引入战略投资者迎利好,凤凰网
2433,2020-07-23,曾拟挂牌新三板公司宝港国际终止上市辅导 IPO融资异常,资本邦
2434,2020-07-23,13904亿！沪深两融余额创5年新高，有券商系统宕机,Wind
2435,2020-07-22,7月22日深市创业板活跃股公开信息,深交所
2436,2020-07-22,券商板块冲高回落收涨1.03%，第一创业主力净流入金额超19亿元,Wind
2437,2020-07-22,41家券商同享科创板盛筵，平均每家跟投浮盈超3.6亿元,Wind
2438,2020-07-21,【银华基金】交易日报 2020-07-21,新浪
2439,2020-07-21,7月21日深市创业板活跃股公开信息,深交所
2440,2020-07-21,招商证券ROE如何承受配股之重,证券市场周刊
2441,2020-07-21,A股融资融券日报：两融余额增加127.02亿元（7月20日）,Wind
2442,2020-07-21,利好政策与中期业绩“助攻”，券商板块昨日吸金近千亿元,Wind
2443,2020-07-21,发行量猛增两倍！中金为何此时修改“回A”方案,券商中国
2444,2020-07-20,晚间要闻2020年7月20日星期一,Wind
2445,2020-07-20,美吉姆(002621.SZ)：控股股东与招商证券开展融资融券业务,格隆汇
2446,2020-07-20,乐视退：公司股票将于7月21日被深交所予以摘牌 退市,Wind
2447,2020-07-20,招商证券配股除权日股价上演“过山车”，券商股后市走势存分歧,经济观察报
2448,2020-07-20,7月20日深市创业板活跃股公开信息,深交所
2449,2020-07-20,深度*行业*非银金融行业周报：券业并购重组再获鼓励 三家金融机构被接管,新浪
2450,2020-07-20,券商板块今日收涨5.29%，中信证券主力资金净流入约5亿元,Wind
2451,2020-07-20,周期股强势回归！传说中的风格转换来了？,Wind
2452,2020-07-20,芯海科技过会:今年科创板过会第81家 中信证券过11.5单,中国经济网
2453,2020-07-20,券商板块半日涨6.36%，方正证券、中信证券共获得主力净流入超12亿元,Wind
2454,2020-07-20,快讯：招商证券跌停 报于21.34元,金融界
2455,2020-07-20,招商证券A股复牌跌停,中证网
2456,2020-07-20,招商证券(600999.SH)复牌跌停,格隆汇
2457,2020-07-20,券商板块涨超2%，方正证券涨停、中信建投涨超4%,Wind
2458,2020-07-20,假期8大政策梳理，看如何影响本周市场走势,Wind
2459,2020-07-20,上市券商144亿元分红已兑现，还有157多亿元红包“在路上”,Wind
2460,2020-07-20,十大券商一周策略：仍在牛市半程，毋需悲观,券商中国
2461,2020-07-20,招商证券(06099-HK)：认购A股配股总额99.26%,财华社
2462,2020-07-20,投行业务竞争加剧 同质化格局有望被打破,中国基金报
2463,2020-07-20,政策“发红包” 投行业务全面开花,中国基金报
2464,2020-07-19,东方日升：拟投资超110亿布局高效电池、组件,电新产业研究
2465,2020-07-19,【招商通信余俊团队】5G赋能千行百业，高性价比专网方案将加速5G专网应用——招商通信周周谈（2020年第29周）,俊Sir通信研究
2466,2020-07-19,招商证券(06099)A股配股获有效认购约17.03亿股 涉资127.04亿元,智通财经
2467,2020-07-18,建银国际看空券商股,格隆汇
2468,2020-07-17,直播如日中天，抖音快手“造反”，马云还能淡定吗？,搜狐
2469,2020-07-17,建银国际下调多家券商评级，将申万宏源H股评级下调至跑输大盘 投资评级恶化,Wind
2470,2020-07-17,刚刚，多股涨停！央行又出手！2000亿流动性得以释放！,信达期货
2471,2020-07-17,证监会接管新时代证券、国盛证券，下一步将“加强市场监测”,第一财经
2472,2020-07-17,9家金融机构被接管！,券商中国
2473,2020-07-17,沪指再次险守3200点，券商股开启补跌行情,Wind
2474,2020-07-17,中国债券市场金融债发行日程一览（7月17日）,Wind
2475,2020-07-17,券商板块今日缩量收跌3.07%，光大证券等4股跌停遭主力净卖出44亿元,Wind
2476,2020-07-17,罕见！国际大行下调4只券商股评级，券商股懵了！A股一重要数据回落20%，什么信号？ 投资评级恶化,21财闻汇
2477,2020-07-17,A股冲高回落！央妈释放2000亿！机构：回调并不意味牛市结束,中国基金报
2478,2020-07-17,天弘基金调整招商证券估值方法,中证网
2479,2020-07-17,天元集团过会：今年IPO获批第95家 国泰君安过2.5单,中国经济网
2480,2020-07-17,豪悦护理过会：今年IPO获批第96家 平安证券过首单,中国经济网
2481,2020-07-17,中天火箭过会：今年IPO获批第94家 光大证券过5单,中国经济网
2482,2020-07-17,券商板块半日跌超3%，太平洋、光大证券、中信证券遭主力资金净卖出31亿元,Wind
2483,2020-07-17,券商熄火！高盛建议卖出光大和招商,环球老虎财经
2484,2020-07-17,恒指高开0.69%，科技、券商股反弹,Wind
2485,2020-07-17,招商证券：中金转债利率条款略低于市场平均，建议申购,Wind
2486,2020-07-17,招商证券：宏川转债平价保护尚可债底保护较差，建议申购,Wind
2487,2020-07-17,智通港股通占比异动统计|7月17日,智通财经
2488,2020-07-16,安图生物现9笔大宗交易总成交金额4.28亿元,证券时报网
2489,2020-07-16,"原招商证券投资经理""老鼠仓""交易近5亿 反亏近400万 亏损",新浪
2490,2020-07-16,【券商聚焦】招商证券：预计欧洲复苏会比美国相对平稳,凤凰网
2491,2020-07-16,券商板块收跌5.6%成交金额1273亿元，太平洋获主力净流入32.29亿元,Wind
2492,2020-07-16,乐视网：聘请招商证券为代办机构 提供股份转让服务,经济网
2493,2020-07-16,招商证券(600999.SH)A股配股发行成功7月20日起复牌,格隆汇
2494,2020-07-16,杰美特过会：今年IPO获批第92家 东兴证券过3单,中国经济网
2495,2020-07-16,奕瑞科技过会：今年科创板过会第80家 海通证券过5.5单,中国经济网
2496,2020-07-16,上纬新材过会：今年科创板过会第79家 申万宏源过3单,中国经济网
2497,2020-07-16,爱美客过会：今年IPO获批第90家 中信证券过5单,中国经济网
2498,2020-07-16,美畅新材过会：今年IPO获批第89家 中信建投过10单,中国经济网
2499,2020-07-16,十大券商解盘：市场风格再均衡，谨防个股波动风险,澎湃新闻
2500,2020-07-16,【配股提示】招商证券配股缴款最后一天，逾期未缴款者视为自动放弃配股认购权。,大通证券投教基地
2501,2020-07-16,【招商通信余俊团队】会畅通讯（300578）业绩符合预期，Q2环比和同比均大幅提升,俊Sir通信研究
2502,2020-07-16,减持、再融资“两头热”！6券商将被减持逾3亿股 减持股份,Wind
2503,2020-07-16,频繁踩雷，境外业务能否为海通证券分类评价加分？,Wind
2504,2020-07-15,招商证券(06099.HK)完成兑付2020年第七期短期融资券,格隆汇
2505,2020-07-15,券商板块今日跌2.87%，无一股收于涨停,Wind
2506,2020-07-15,五大险企半年入账1.5万亿！保险股的买点到了吗,Wind
2507,2020-07-15,世华新材过会：今年科创板过会第78家 华泰联合过10单,中国经济网
2508,2020-07-15,科威尔过会：今年科创板过会第77家 国元证券过首单,中国经济网
2509,2020-07-15,券商板块半日跌1.8%成交金额740亿元，越秀金控涨停获主力净流入0.7亿元,Wind
2510,2020-07-15,嘉诚信息上市IPO已辅导备案 辅导机构为招商证券,资本邦
2511,2020-07-15,港股盘前必读：中芯国际将于7月16日在科创板上市,Wind
2512,2020-07-15,2000亿巨头突然亏损，格力净利腰斩……大震荡后A股怎么走 亏损,中国基金报
2513,2020-07-15,招商证券：数字化运营已成必然趋势,中证报
2514,2020-07-14,招商证券谢亚轩：A股当前走势反映基本面改善,中国证券网
2515,2020-07-14,【招商证券·房地产】保利地产——6月销售维持正增长，拿地继续聚焦一二线城市,降噪房地产
2516,2020-07-14,【招商证券·房地产】金地集团——6月销售延续高增长，上半年拿地力度积极,降噪房地产
2517,2020-07-14,证券业“大考”来了！券商分类评价启动，谁有望跻身AA类？,上证报
2518,2020-07-14,证券业“大考”来了：券商分类评价启动 谁有望跻身AA类？,上证报
2519,2020-07-14,7月14日深市创业板活跃股公开信息,深交所
2520,2020-07-14,招商证券(600999.SH)：完成兑付本息50.2亿元短期融资券,格隆汇
2521,2020-07-14,券商板块半日跌0.03%，南京证券主力净流入额16.96亿元,Wind
2522,2020-07-14,龙利得过会：今年IPO获批第88家 东吴证券过2单,中国经济网
2523,2020-07-14,康泰医学过会：今年IPO获批第87家 申万宏源过首单,中国经济网
2524,2020-07-14,锋尚文化过会：今年IPO获批第86家 中信建投过9单,中国经济网
2525,2020-07-14,招商证券首席策略分析师张夏：多因素夯实市场上涨合理性,中证报
2526,2020-07-13,[慧眼]招商证券张夏：A股上涨有三大合理性应合法合规合理投资,金融界
2527,2020-07-13,招商証券(06099-HK)A股10供3集资最多128.05亿元,财华社
2528,2020-07-13,7月13日深市创业板活跃股公开信息,深交所
2529,2020-07-13,招商证券(06099)A股股份“10配3”向股东配售17.16亿股获中国证监会通过,智通财经
2530,2020-07-13,A股重拾升势，收复3400点！外资加仓75亿！央妈释放500亿,中国基金报
2531,2020-07-13,多家机构继续看好保险板块：回调是上涨过程的加仓良机,格隆汇
2532,2020-07-13,上半年券商业绩盘点：38家上市券商共实现净利润603.89亿元,资本邦
2533,2020-07-13,港股盘前必读：伦敦基本金属普涨，7月18日深港通–创业板改革演习,Wind
2534,2020-07-13,【非银】《分类监管规定》正式稿落地，持续看好头部券商——非银金融行业周报——看好（联系人：张继袖、王磊）,渤海证券研究
2535,2020-07-12,投行业务相继被罚 华南券业“四小虎”怎么了？,第一财经
2536,2020-07-12,招商证券(06099.HK)将每10股配3股配售股份,格隆汇
2537,2020-07-12,招商证券(06099)拟按“10配3”向A股股东配售17.16亿股 募资不超128.05亿元,智通财经
2538,2020-07-12,【华创非银】非银金融周观察：车险综合改革方案出炉，券商6月业绩爆发,华创非银
2539,2020-07-11,35家上市券商上半年实现净利589亿元,Wind
2540,2020-07-11,近5亿“老鼠仓”大案，竟然亏了400万！招商证券前投资经理获刑 亏损,中国基金报
2541,2020-07-10,招商证券：2020年下半年或呈现轮涨、普涨、混合的风格特征,腾讯网
2542,2020-07-10,7月10日深市创业板活跃股公开信息,深交所
2543,2020-07-10,招商证券前员工老鼠仓亏损394万 还泄露未公开信息 亏损,中国经济网
2544,2020-07-10,康美300亿造假后续！这家头部券商遭重罚 金融监管处罚,Wind
2545,2020-07-10,东方生物7月10日龙虎榜数据,证券时报网
2546,2020-07-10,【投行参要】每日审核要点及市场动态 | 2020.07.09,兴业证券订阅号
2547,2020-07-10,"华阳集团现7笔大宗交易 共成交6,572.02万元",新浪
2548,2020-07-10,"华铁股份现7笔大宗交易 共成交2,252.08万元",新浪
2549,2020-07-10,证券行业2020年1至6月概况：投融资市场改善推升公司业绩增长 政策红利堆积、创业板走势强劲,新浪
2550,2020-07-10,招商证券停牌前大跌 配股惹的祸？ 连续下跌,时代在线
2551,2020-07-10,警惕4类风险，首选2类资产！16位大咖把脉下半年,新财富
2552,2020-07-10,券商板块午盘跌0.73%成交金额945亿元，中信证券主力净流出3.6亿元,Wind
2553,2020-07-10,中资券商股集体走弱 光大证券跌超9%招商证券跌近6%,新浪
2554,2020-07-10,天禾农资过会：今年IPO获批第84家 招商证券过3单,中国经济网
2555,2020-07-10,长鸿高科过会：今年IPO获批第85家 华西证券过首单,中国经济网
2556,2020-07-10,此次牛市与2015年有何不同？,第一财经
2557,2020-07-10,4年老鼠仓 亏损400万 招商证券前博士投资经理被判刑 亏损,券商中国
2558,2020-07-10,【配股提示】招商证券配股缴款期2020年7月10日-7月16日的上交所正常交易时间。,大通证券投教基地
2559,2020-07-10,社保基金要套现，国家大基金减持，释放什么信号,中国基金报
2560,2020-07-10,H股价格平均打五折多家券商股东入场增持自家股票,证券时报
2561,2020-07-10,"平均""五折""大甩卖，多家券商大股东已经出手在H股增持",券商中国
2562,2020-07-09,拉卡拉大宗交易成交208.22万股成交额8668.30万元,证券时报网
2563,2020-07-09,招商证券(600999.SH)：A股配股价7.46元/股 缴款时间7月10日至16日,格隆汇
2564,2020-07-09,7月9日深市创业板活跃股公开信息,深交所
2565,2020-07-09,招商证券保荐人收监管警示函 未审慎核查金达莱被指保荐职责履行不到位 金融监管处罚,中国网
2566,2020-07-09,招商证券(06099)按“10配3”配售17.157亿股A股募集不超过128.05亿元,智通财经
2567,2020-07-09,招商证券(06099.HK)A股配股价格为7.46元/股,格隆汇
2568,2020-07-09,第二批创业板战略配售基金来了！,中国基金报
2569,2020-07-09,新型烟草报告（五）：思摩尔经营超预期，新型烟草行业长期趋势不可逆,电新产业研究
2570,2020-07-09,券商板块小涨成交1656亿元环比微减，光大证券成交额93亿元创历史新高,Wind
