,2021-12-31,思路迪医药冲刺港股：8个月亏11亿 泰格医药与先声药业是股东 亏损,搜狐
1871,2020-09-02,2020年艾德证券港股打新火热开启免息免佣认购模式,金融界
1872,2020-09-02,【异动股】泰格医药(03347-HK)跌3.08%,财华社
1873,2020-09-02,泰格医药(03347)悉数行使超额配售权 涉及1605.97万股H股,智通财经
1874,2020-09-02,9月开门红难掩热点涣散，看“聪明钱”如何投资A股,Wind
1875,2020-09-01,A股共发生151宗大宗交易成交44亿元（9月1日）,Wind
1876,2020-09-01,泰格医药今日大宗交易成交8.55万股，成交价112.4元溢价0.0%,Wind
1877,2020-09-01,康思源：受惠于临床服务需求的提升 泰格医药增长动能仍可持续,凤凰网
1878,2020-09-01,二季度外资配置股曝光：QFII、陆股通共同加仓29股,Wind
1879,2020-09-01,泰格医药(300347)：业绩平稳增长 下半年有望持续恢复,新浪
1880,2020-08-31,北向资金午后狂卖逾100亿，发生了什么？,Wind
1881,2020-08-31,泰格医药(300347)：上半年业绩稳定增长 长期看好CRO临床龙头,新浪
1882,2020-08-31,Wind快讯 每日医药行业动态（2020-8-31）,Wind
1883,2020-08-31,截至8月31日AH股共计1只股票股价倒挂,Wind
1884,2020-08-31,泰格医药(300347)2020年半年报点评：归母净利润大幅超预期 下半年主营有望修复,新浪
1885,2020-08-31,【国元医药|点评】泰格医药2020半年报点评：业务增速逐渐恢复，项目积累进一步增长,元气医药
1886,2020-08-31,创业板指转跌，泰格医药、汇川技术均下挫超4%,Wind
1887,2020-08-31,泰格医药(300347)：稳健增长 二季度大临床业务逐步恢复,新浪
1888,2020-08-31,深交所公布深港通下港股通调整名单：调入泰格医药(03347),智通财经
1889,2020-08-31,每经9点丨六大行上半年日赚31亿；深交所：泰格医药纳入港股通；沙特阿美发现两个新油气田；云南检察机关依法对杨林决定逮捕,每日经济新闻
1890,2020-08-31,阿诺医药获近1亿美元C轮融资，泰格医药、盈科资本共同领投,投资界
1891,2020-08-31,深港通下的港股通股票名单调整 泰格医药调入,上证报
1892,2020-08-31,深交所：将泰格医药调入深港通下的港股通股票名单,Wind
1893,2020-08-31,A股早报2020年8月31日星期一,Wind
1894,2020-08-31,泰格医药(03347.HK)悉数行使超额配股权涉及1605.97万股H股,格隆汇
1895,2020-08-31,泰格医药(03347)：超额配股权获悉数行使,智通财经
1896,2020-08-31,泰格医药(300347.SZ)：H股稳价期结束悉数行使超配权,格隆汇
1897,2020-08-30,【浙商医药|中报】泰格医药：投资及中国红利拉动增长，全年主业加速增长仍可期,杏林建研
1898,2020-08-29,沪深港通资金医药股流向数据库,新浪
1899,2020-08-29,放弃李斌，张磊错了吗？,新浪
1900,2020-08-29,泰格医药(03347.HK)中期净利润10.12亿元同比增长98%,格隆汇
1901,2020-08-28,泰格医药(03347)注册资本拟变更至8.5645亿元,智通财经
1902,2020-08-28,泰格医药(03347)拟斥1亿元参投煜康二期基金,智通财经
1903,2020-08-28,泰格医药(03347)中期股东应占利润同比增长98%至10.12亿元,智通财经
1904,2020-08-28,泰格医药(03347)拟出资2亿元参投云锋超萃基金,智通财经
1905,2020-08-28,泰格医药上半年净利润同比增长184%,上证报
1906,2020-08-28,泰格医药(03347)拟出资2亿元参投杭州富悦亦泽股权投资合伙企业,智通财经
1907,2020-08-28,泰格医药(03347)拟出资5000万元参投阿斯利康中金医疗基金,智通财经
1908,2020-08-28,泰格医药(03347)回购注销的限制性股票数量为71260股,智通财经
1909,2020-08-28,泰格医药(300347.SZ)：拟出资5000万元投资阿斯利康中金医疗基金,格隆汇
1910,2020-08-28,泰格医药(03347)董事会同意聘任王如伟为公司副总经理,智通财经
1911,2020-08-28,泰格医药(300347.SZ)：上半年净利升183.66%至9.99亿元,格隆汇
1912,2020-08-28,泰格医药：上半年净利润同比增长183.66%,Wind
1913,2020-08-28,泰格医药现1笔大宗交易 共成交280.00万元,新浪
1914,2020-08-28,泰格医药频繁并购推升市值：商誉“堰塞湖”高悬并购子公司业绩不达标 董监高密集减持套现 减持股份,中国网
1915,2020-08-27,策略专题报告：“核心资产50、100”组合标的调整,新浪
1916,2020-08-26,医药生物行业周报：全国集采拟中选结果公布 产业结构持续优化升级,新浪
1917,2020-08-26,医药行业周报：第三批带量采购正式开标 创新仍是主旋律,渤海证券
1918,2020-08-26,哪些医药指数基金，创新药和疫苗占比更高？,养基司令
1919,2020-08-26,互联网券商“暗战”港股打新热,21世纪经济报道
1920,2020-08-26,北向资金动向盘点：反手加仓茅台，但“食药”持仓占比已达31.3%,Wind
1921,2020-08-25,创业板老股中有近20只涨幅逾10%！北向资金抄底这些股票,上证报
1922,2020-08-23,太平洋医药行业周报：新冠为检测行业带来的不止业绩 还有渗透率提升,新浪
1923,2020-08-21,FIDELITY INVESTMENT TRUST增持泰格医药(03347)49.12万股，每股作价110.1534港元,智通财经
1924,2020-08-21,医药生物板块回撤-10%，哪些医药基金更抗跌？,养基司令
1925,2020-08-21,泰格医药(03347.HK)获FIDELITY INVESTMENT TRUST增持49.12万股,格隆汇
1926,2020-08-21,相对陌生但又颇具前景的CRO行业,金融界
1927,2020-08-20,【浙商医药|周报】从中报看医药：业绩回暖，器械+CXO增速领跑行业,杏林建研
1928,2020-08-20,泰格医药子公司全球召回一款除颤仪 电极包装密封不严 产品问题,中国经济网
1929,2020-08-19,医药行业周报：如何看待近期医药的回调？,新浪
1930,2020-08-18,医药生物行业日报：估值溢价继续收窄 逢低布局绩优个股,新浪
1931,2020-08-18,医药生物行业日报：灭活疫苗价格两针预计不超过1000元,新浪
1932,2020-08-18,泰格医药(03347.HK)8月28日举行董事会会议以审批中期业绩,格隆汇
1933,2020-08-14,FIDELITY INVESTMENT TRUST增持泰格医药(03347)516万股，每股作价约116.70港元,智通财经
1934,2020-08-14,在医药生物行业中，医药研发及生产外包(CXO)是高瓴重点布局的方向之一，包括药明康德、药明生物、泰格医药等行业龙头几乎全部被高瓴纳入怀中。,富途证券
1935,2020-08-14,泰格医药(03347.HK)获FIDELITYINVESTMENTTRUST增持49.12万股,格隆汇
1936,2020-08-14,净利润激变有玄机 泰格医药晋身行业龙头路漫漫,投资者网
1937,2020-08-12,医药行业周报：医药板块短期波动 持续关注高成长赛道,渤海证券
1938,2020-08-12,上周港美股迎来10只新股，融创服务和小鹏汽车冲刺上市,资本邦
1939,2020-08-12,股价上涨682%，220亿药物安评龙头股价承压 持续研发能力待考,华夏时报
1940,2020-08-12,泰格医药(03347.HK)获FMRLLC增持14.89万股,格隆汇
1941,2020-08-10,开启“造富”盛宴，分拆上市魔力何在？,Wind
1942,2020-08-10,泰格医药现1笔大宗交易 共成交207.93万元,新浪
1943,2020-08-10,医药生物行业周报：中报窗口期继续看好业绩高增长板块 持续推荐有实力能兑现的疫苗公司,新浪
1944,2020-08-10,医药行业周报：建议关注药店 关注业绩高增长、政策变化和估值性价比,新浪
1945,2020-08-09,【浙商医药|周报】A+H已成大势，药筛CRO不断突破行业天花板,杏林建研
1946,2020-08-09,“翻倍基”你追我赶，重仓板块还有上涨后劲吗？,上证报
1947,2020-08-09,IPO周报｜优客工场拟以SPAC方式Q3在美上市，小鹏汽车向着“造车新势力”第三股前进,和讯
1948,2020-08-08,医药投向标|2020年国家医保药品目录调整工作方案出炉泰格医药8月7日港股上市阿里健康拟募资百亿,科创板日报
1949,2020-08-07,泰格医药实现“A＋H”战略布局 国际化拓展注入新动力,证券时报
1950,2020-08-07,又一CRO龙头正式登陆港股，市值近千亿,21世纪经济报道
1951,2020-08-07,今天，泰格医药登陆港交所！2020年以来亚洲生物医药最大规模IPO诞生,汇聚南药
1952,2020-08-07,知名药企上市了,赛柏蓝
1953,2020-08-07,“蓄洪”的商誉！泰格医药今日闯关H股，来日是否可期？,新浪医药
1954,2020-08-07,国内CRO出海记：临床CRO头部公司泰格医药今日港股上市,21世纪经济报道
1955,2020-08-07,资金面研究系列报告三：近期北向资金出现明显净流出,新浪
1956,2020-08-07,8年30倍！什么成就了泰格医药？,华盛证券
1957,2020-08-07,港股IPO|泰格医药上市首日盘中大涨14.5%，市值逼近千亿港元,资本邦
1958,2020-08-07,国内临床CRO龙头泰格医药赴港上市，成第三家“A+H”CRO企业,Ofweek
1959,2020-08-07,招银国际助力泰格医药香港IPO成功发行并在香港联交所主板挂牌上市,招银国际
1960,2020-08-07,临床CRO领军者泰格医药今日登陆港交所，开盘上涨19%,动脉网
1961,2020-08-07,新股首日 | 泰格医药高开19%，一手收益近2千港元,华盛证券
1962,2020-08-07,暗盘情报|泰格医药收涨18.2%，富途暗盘成交额历史第二,富途证券
1963,2020-08-07,泰格医药赴港上市高开19% 成第三只A+H股的CRO企业,金融界
1964,2020-08-07,开盘：恒指低开0.09% 第三只A+H股CRO企业泰格医药今日上市涨19%,金融界
1965,2020-08-07,【新股IPO】泰格医药首挂开报119元 较招股价高19%,凤凰网
1966,2020-08-07,最前线 | 泰格医药上市首日开盘涨19%，市值达1019.26亿港元,36氪
1967,2020-08-07,新股首日︱泰格医药(03347)首日挂牌 早盘高开19%,智通财经
1968,2020-08-07,港股泰格医药挂牌首日高开19%,Wind
1969,2020-08-07,快讯：泰格医药今日在港交所挂牌 股价高开19%,新浪
1970,2020-08-07,新股首日|泰格医药高开19%，盘前成交额11.8亿,富途证券
1971,2020-08-07,港股早评：恒指微幅低开0.09%内房股盘前强势泰格医药首日上市大幅高开19%,格隆汇
1972,2020-08-07,券商首次关注7股并给予买入评级（8月7日）,Wind
1973,2020-08-07,港股投资日历：泰格医药今日上市,Wind
1974,2020-08-07,【IPO追踪】泰格医药(03347-HK)暗盘升18%,财华社
1975,2020-08-06,新股暗盘 | 泰格医药(03347)暗盘收涨19.3%，每手赚1930港元,智通财经
1976,2020-08-06,新股暗盘 | 泰格医药开盘大涨15%，一手收益1500港币,华盛证券
1977,2020-08-06,暗盘前瞻 | 思摩尔之后又一只“肉签”？泰格医药打新盈利分析来了,华盛证券
1978,2020-08-06,泰格医药富途暗盘现涨14%，10分钟成交额接近8000万,富途证券
1979,2020-08-06,【新股IPO】万众期待！泰格医药暗盘开报110元 较招股价高10%,凤凰网
1980,2020-08-06,新股暗盘 | 泰格医药(3347.HK)暗盘段大涨15%,格隆汇
1981,2020-08-06,配售结果 | 泰格医药(03347)一手中签率5% 最终定价100港元,智通财经
1982,2020-08-06,泰格医药在港发售一手中签仅5％ 每股定价100港元,新华网
1983,2020-08-06,下一个“药明康德”？泰格医药赴港募107亿港元，获414倍超购,环球老虎财经
1984,2020-08-06,最前线丨泰格医药香港公开发售获约414.39倍认购，净筹资额102.73亿港元,36氪
1985,2020-08-06,泰格医药：香港IPO发行价为每股100港元 净筹资103亿港元,上证报
1986,2020-08-06,【新股IPO】泰格医药定价100元 一手中签率5%,凤凰网
1987,2020-08-06,泰格医药港股超额认购414.4倍 向散户发行股数从589万股回拨至2300万股,TechWeb
1988,2020-08-06,康方、沛嘉、泰格、康基认购过百亿，富途如何打造多起医疗认购热潮？,动脉网
1989,2020-08-06,新股定价|泰格医药获414.39倍认购，每股定价100港元,富途证券
1990,2020-08-06,泰格医药超购413倍获32万人抢筹 一手中签率低至5%,新浪
1991,2020-08-06,【IPO追踪】泰格医药(03347-HK)获逾13.2万散户认购一手中籤率5%,财华社
1992,2020-08-06,泰格医药(03347.HK)香港发售股份超购约413.39倍预期8月7日挂牌上市,格隆汇
1993,2020-08-06,泰格医药(03347)公开发售获超购413.39倍 每股发售价100港元,智通财经
1994,2020-08-06,泰格医药香港IPO筹资净额103亿港元,格隆汇
1995,2020-08-06,泰格医药：香港IPO面向散户部分获得414.4倍认购,Wind
1996,2020-08-05,兴证医药2020年8月投资月报：再论大创新时代的创新疫苗,新浪
1997,2020-08-05,港股IPO动态：泰格医药(3347.HK)将于周五上市,格隆汇
1998,2020-08-04,打新直播间Vol.57|泰格医药暗盘策略，打没打？中没中？告诉你该怎么做,格隆汇
1999,2020-08-04,速读社丨罗氏“不限癌种”疗法获欧盟批准 杨森抑郁症创新疗法获批,新浪医药
2000,2020-08-04,「医药速读社」罗氏“不限癌种”疗法获欧盟批准,新浪
2001,2020-08-04,泰格医药H股募资107亿港元 频频并购子公司超60家 商誉达13.56亿元,GPLP犀牛财经
2002,2020-08-04,医药生物行业报告：疫情后周期拥抱医药新基建和大消费 重点关注疫苗赛道,新浪
2003,2020-08-04,【IPO追踪】泰格医药(03347-HK)招股价上限100元定价,财华社
2004,2020-08-03,医药生物行业月报：板块分化加剧 关注业绩确定性,新浪
2005,2020-08-03,ETF的大时代要来了？,Wind
2006,2020-08-03,港股IPO|泰格医药IPO定价100港元，拟募资107亿港元,资本邦
2007,2020-08-03,泰格医药：年内亚洲最大生物医药IPO，募资百亿,汇聚南药
2008,2020-08-03,泰格医药H股发行价：100港元/股 募资107亿港元,新浪
2009,2020-08-03,泰格医药现1笔大宗交易 共成交910.75万元,新浪
2010,2020-08-03,A股市场投资者行为与资金流监控：资金流恢复紧平衡 产业资本净减持增加 减持股份,新浪
2011,2020-08-03,【IPO追踪】泰格医药(03347-HK)H股發售价100港元8月7日上市,财华社
2012,2020-08-03,【新股IPO】年内亚洲最大生物医药IPO将上演：泰格医药周五在港上市 定价每股100港元,凤凰网
