,2021-12-31,晨光文具荣获2021雇主品牌创意大奖及αi优质职场卓越价值共创奖,美通社
1462,2020-04-10,晨光文具今日大宗交易成交7.03万股，成交价48.65元溢价0.0%,Wind
1463,2020-04-09,晨光文具现1笔大宗交易 共成交342.77万元,新浪
1464,2020-04-09,华为手机入驻美团闪购 首批落地北京上海和无锡,电商报
1465,2020-04-09,晨光文具今日大宗交易成交7.05万股，成交价48.62元溢价0.0%,Wind
1466,2020-04-08,光大证券：家电压力下亦有亮点 关注企业能力分化,金融界
1467,2020-04-07,芜湖市市场监管局：安全帽等14批次产品不合格 产品问题,质量新闻网
1468,2020-04-06,压力下亦有亮点，关注企业能力分化——家电家居20Q1业绩前瞻,雅谈家电
1469,2020-04-06,3月教育企业市值排行榜：140家企业中85%市值下跌,搜狐
1470,2020-04-05,周观点|继续推荐家居和必选消费两条主线,轻工二级圈
1471,2020-04-02,两融余额五连降杠杆资金大幅减仓15股,证券时报网
1472,2020-03-29,周观点|关注地产后周期，逢低布局必选消费,轻工二级圈
1473,2020-03-24,上海证券市场大宗交易公开信息(2020-03-24),上交所
1474,2020-03-24,晨光文具现1笔大宗交易 共成交352.47万元,新浪
1475,2020-03-22,【东吴轻工 周观点】中期关注布局优质企业的黄金机遇,轻饮可乐
1476,2020-03-20,两融余额小幅上升较前一交易日增加39.59亿元,证券时报网
1477,2020-03-19,联商头条：侯毅：盒马mini今年至少达百家 奈雪的茶入驻天猫,联商网
1478,2020-03-19,晨光文具入驻美团和饿了么,电商报
1479,2020-03-19,品类咨询唐十三：品类就像一条河，品牌则是其中的船,36氪
1480,2020-03-19,晨光文具入驻外卖平台 在饿了么上线直播,北京商报
1481,2020-03-18,【光大轻工·黎叔说新闻20200318】广西金桂投资全球车速最快的涂布板纸生产线,黎叔说轻工
1482,2020-03-18,入驻外卖平台 晨光“饿了么”,北京商报网
1483,2020-03-18,新华500指数（989001）18日收盘下跌1.93%,新华网
1484,2020-03-17,大资金连续5日出逃 这些股抛压最重,金融界
1485,2020-03-17,40股主力资金净流入超亿元,证券时报网
1486,2020-03-17,轻工制造: 疫情影响需求，必选消费韧性凸显,证券时报网
1487,2020-03-16,疫情下消费版图出炉，宅经济下多行业意外崛起,证券时报网
1488,2020-03-16,胡润研究院发布《2020胡润全球白手起家女富豪榜》,Wind
1489,2020-03-16,【华泰证券研究所】启明星20200317,华泰证券研究所
1490,2020-03-16,【中信证券轻工】轻工制造行业疫情影响专题二：纸品Q1向好，关注行业新趋势下的配置价值,CITICS轻工
1491,2020-03-12,申万宏源研究所任命周海晨担任总经理，曾9次获得新财富第一,每日经济新闻
1492,2020-03-12,153股遭高管减持套现37.88亿元,证券时报网
1493,2020-03-11,150股遭高管减持套现37.63亿元,证券时报网
1494,2020-03-10,粤开策略｜流动性：十年期国债收益率续创阶段新低,微信
1495,2020-03-09,135股遭高管减持套现34.89亿元,证券时报网
1496,2020-03-08,晨光文具：将进一步增强线上销售推动力度,北京商报网
1497,2020-03-07,周观点|国际油价大跌，关注塑料包装受益标的,轻工二级圈
1498,2020-03-07,机构借大宗交易吸筹2月以来净买入超百亿,证券时报
1499,2020-03-05,资阳市市场监管局：建材等21批次产品不合格 产品问题,质量新闻网
1500,2020-03-04,3月3日有73家公司获重要股东增减持，延安必康已被连续减持156次 减持股份,Wind
1501,2020-03-03,晨光文具实控人减持“套路深”：4天套现近8亿 机构解盘 减持股份,金融界
1502,2020-03-03,晨光文具股东减持455.00万股，套现约1.97亿元 减持股份,21世纪经济报道
1503,2020-03-02,晨光文具科迎投资等4股东合计减持套现6.4亿元 减持股份,资本邦
1504,2020-03-02,晨光文具：科迎投资及其一致行动人累计减持公司股份比例已达到5% 减持股份,Wind
1505,2020-03-02,致力水泥流向管控智慧化 深圳汉德完成8000万A轮融资,中国水泥网
1506,2020-03-02,A股早报2020年3月2日星期一,Wind
1507,2020-02-28,A股共发生49宗大宗交易成交13.77亿元（2月28日）,Wind
1508,2020-02-28,晨光文具(603899.SH)：4名股东及董事完成减持累计减持1840万股 减持股份,格隆汇
1509,2020-02-28,"晨光文具现29笔大宗交易 共成交79,672.00万元",新浪
1510,2020-02-28,134股获杠杆资金大手笔加仓,证券时报网
1511,2020-02-27,龙头之争|齐心VS晨光 谁才是中国办公用品之王？,前瞻研究院
1512,2020-02-25,晨光文具股东拟减持1840万股约8.68亿 主营办公用品增长受阻“晨光生活馆”连年亏损 拟减持股份,中国网
1513,2020-02-25,如果回调真的来了，选择什么样的基金加仓？,养基司令
1514,2020-02-25,趋势巡航：外围大跌 A股怎么走？,金融界
1515,2020-02-25,晨光文具科迎投资等4股东拟合计减持1840万股 拟减持股份,资本邦
1516,2020-02-24,【光大轻工·黎叔说新闻20200224】2019年全国包装行业完成营收超万亿,黎叔说轻工
1517,2020-02-24,A股头条之上市公司（2.25）,金融界
1518,2020-02-24,晨光文具股东及董事拟通过大宗交易合计减持不超1.99%股份,上证报
1519,2020-02-24,上市公司晚间利空汇总：日发精机控股股东计划减持不超过6.95％,金融界
1520,2020-02-24,晨光文具(603899.SH)：4名股东拟减持合计不超1.99%股份 拟减持股份,格隆汇
1521,2020-02-24,晨光文具：科迎投资、杰葵投资等股东合计拟减持不超过总股本1.99% 减持股份,Wind
1522,2020-02-24,【新时代轻工 赵汐雯团队】2020年第一波涨价潮带动造纸股上涨，关注二三季度业绩表现,新时代证券研究
1523,2020-02-23,周观点|关注必选消费，精选成长赛道,轻工二级圈
1524,2020-02-17,103股融资余额增幅超5%,证券时报网
1525,2020-02-16,周观点|再融资新规落地，哪些标的受影响,轻工二级圈
1526,2020-02-14,短期需求提振轻工板块 资金偏好优质龙头企业,证券日报
1527,2020-02-14,轻工制造业10天涨近5% 资金偏好业内优质龙头,证券日报
1528,2020-02-09,周观点|坚守核心资产，关注配置价值,轻工二级圈
1529,2020-02-08,【东吴轻工】复工延迟影响有限，聚焦线上必需消费vs龙头海外布局,轻饮可乐
1530,2020-02-05,轻工｜疫情影响：卫生用品、文具和3C包装需求相对稳定,中信证券研究
1531,2020-02-03,【轻工*史凡可】复工延迟影响有限，聚焦线上必需消费vs龙头海外布局,东吴研究所
1532,2020-01-25,“鼠”你最美：扣非净利连续高增长 外资超买股奉上,证券时报
1533,2020-01-25,一周337只个股突破一年新高,中财网
1534,2020-01-23,美国人花了近5万亿美元购物：它们分布在哪些行业，头部公司体量与国内机会 （上）,36氪
1535,2020-01-20,申万宏源：网红经济成市场热点 5G时代或将推动电商直播加速,证券时报网
1536,2020-01-20,【东吴轻工 周观点】布局高增长、低估值的优质个股，持续关注造纸vs竣工景气,轻饮可乐
1537,2020-01-20,带货概念那么猛，有更靠谱的分析方法吗？,Wind
1538,2020-01-19,周观点|欧派喜临门预告略超预期，持续关注造纸逻辑兑现,轻工二级圈
1539,2020-01-16,文化传媒月内上涨8.2% 17只潜力股月内吸金均超千万元,证券日报
1540,2020-01-14,十年投资企业130+、独角兽15个 钟鼎资本“供应链+”核心投资理念首曝光,每日经济新闻
1541,2020-01-13,76股今日获机构买入评级,证券时报网
1542,2020-01-12,周观点|2020年，轻工行业建议关注四条主线,轻工二级圈
1543,2020-01-08,1月8日主力资金净流出512亿元,证券时报网
1544,2020-01-08,两融余额增加44.38亿元杠杆资金大幅加仓195股,证券时报网
1545,2020-01-07,今日435只个股突破五日均线,证券时报网
1546,2020-01-07,今日361只个股突破五日均线,证券时报网
1547,2020-01-07,264只股短线走稳站上五日均线,证券时报网
1548,2020-01-07,山西证券：原材料缺口叠加库存低位，废纸价格或将进入上涨通道,证券时报网
1549,2020-01-06,51股今日获机构买入评级13股上涨空间超20%,证券时报网
1550,2020-01-06,海南省市场监督管理局抽查中小学作业本5个批次不合格 产品问题,质量新闻网
1551,2020-01-06,周观点|关注包装纸龙头停机影响，电子烟新政有望下月生效,轻工二级圈
1552,2020-01-05,5股获买入评级 最新:智飞生物,中财网
1553,2020-01-03,64股今日获机构买入评级14股上涨空间超20%,证券时报网
1554,2019-12-31,轻工制造月观点：春季躁动伊始，聚焦主题催化与业绩预期变化两条主线，维持“买入”评级,广发证券
1555,2019-12-31,如何预判A股？2019新财富最佳分析师的第一名这样说！,南都报
1556,2019-12-30,今日493只个股突破五日均线,证券时报网
1557,2019-12-29,周观点|外废首批配额符合预期，看好包装纸逻辑兑现,轻工二级圈
1558,2019-12-27,造纸印刷包装：拨云见日 荐10股,长江证券
1559,2019-12-26,造纸印刷包装：关注竞争格局 把握景气向上,申万宏源
1560,2019-12-26,两融余额小幅上升较前一交易日增加20.95亿元,证券时报网
1561,2019-12-25,《环境标志产品技术要求 笔》征求意见稿,北极星节能
1562,2019-12-25,589只股短线走稳站上五日均线,证券时报网
1563,2019-12-25,今日648只个股突破五日均线,证券时报网
1564,2019-12-24,水星家纺试水蘑菇街直播 首场带货72万,亿邦动力
1565,2019-12-24,首次直播带货72万 水星家纺“品牌自播”玩转蘑菇街,凤凰网
1566,2019-12-24,太前瞻·太平洋大消费第3期电话会议纪要20191223,太平洋证券研究
1567,2019-12-23,周观点|2019年美废配额收尾，关注包装纸投资机会,轻工二级圈
1568,2019-12-22,304只个股连续下跌3日或3日以上,Wind
1569,2019-12-22,"齐心集团""高存高贷""现象明显 巨额采购资金流出去向成谜",红周刊
1570,2019-12-20,两融余额四连升59股获融资净买入超亿元,证券时报网
1571,2019-12-20,中信建投2020年轻工展望：家居B端起C端龙头强，库存新周期，笔烟纸确定,中信建投证券研究
1572,2019-12-19,解密主力资金出逃股连续5日净流出274股,证券时报网
1573,2019-12-19,两融余额三连升53股获融资净买入超亿元,证券时报网
1574,2019-12-18,解密主力资金出逃股连续5日净流出301股,证券时报网
1575,2019-12-18,226股融资余额增幅超5%,证券时报网
1576,2019-12-17,解密主力资金出逃股连续5日净流出297股,证券时报网
1577,2019-12-17,鼎晖资本、国调基金争着给钱 这家上市公司凭啥“特来电”？,上证报
1578,2019-12-17,特锐德子公司特来电78亿元估值引战投 鼎晖、国调基金拟入股,中证网
1579,2019-12-17,华泰证券：购物节拉动家居、日用品社零回升,第一财经
1580,2019-12-17,【轻工】2020年轻工行业投资策略：竣工持续回暖，加热不燃烧成长元年,天风研究
1581,2019-12-14,一周151只个股突破今年新高,中财网
1582,2019-12-13,两融余额增加12.82亿元杠杆资金大幅加仓89股,证券时报网
1583,2019-12-11,讯轻科技获数百万美元A轮融资，投资方为蓝湖资本和光速中国,投资界
1584,2019-12-08,周观点|造纸去库存临近尾声，包装纸布局窗口开启,轻工二级圈
1585,2019-12-07,办公用品行业：群雄并起 逐鹿万亿市场,财富动力网
1586,2019-12-06,沪深300指数再调成分股，两融交易发掘市场机遇,华创证券订阅号
1587,2019-12-06,盯盘:上海天洋等4股秒停,中财网
1588,2019-12-04,轻工行业：寻找确定性把握催化剂,光大证券
1589,2019-12-03,A股众指数再调整样本股，上证50滚动市盈率仅为10.3倍,上观
1590,2019-12-02,中公教育被纳入沪深300指数 12月16日正式生效,中金在线
1591,2019-12-02,核心指数样本股大调整，新入围股有望受益,重庆商报
1592,2019-12-02,每经10点丨格力电器控制权变更事项拟发生重大进展，今日临停；11月财新制造业PMI录得51.8；大连海关前10月退运“洋垃圾”3700余吨,每日经济新闻
1593,2019-12-02,中银国际证券12月金股组合,太平桥策略随笔
1594,2019-12-02,沪深300和上证50等调整样本股,Wind
1595,2019-12-02,主流指数再迎样本调整 沪深300调升信息技术行业权重,--
1596,2019-12-02,沪深300等指数样本股16日起调整,证券时报
1597,2019-12-01,周观点|造纸周期政策齐至，新型烟首选HNB,轻工二级圈
1598,2019-11-29,【朝闻国盛1129】银行对公业务怎么样了？,国盛证券研究所
1599,2019-11-28,晨光文具：各项业务按计划推进，坚定看好公司长期可持续发展,证券时报网
1600,2019-11-27,晨光文具：变更持续督导保荐代表人,Wind
