,2021-12-31,每经18点丨2022年新能源汽车补贴标准在上年基础上退坡30%；北向资金净买入通威股份超4亿元；财政部：年终奖等个税优惠政策延续,每日经济新闻
2205,2021-01-25,【早安新时代】晨会早读2021/01/25: 今日关注通威股份、光线传媒,新时代证券研究
2206,2021-01-25,碳达峰全国铺开，上海提前5年实现目标，这些公司在上海有布局,财联社
2207,2021-01-25,十大“顶流”基金公司重仓股大曝光：易方达、汇添富、广发,中国基金报
2208,2021-01-25,东北证券：光伏平价渐近，持续看好能源革命浪潮下光伏产业的发展机遇,Wind
2209,2021-01-25,东北证券：光伏平价渐近，持续看好能源革命浪潮下光伏产业的发展机遇,证券时报网
2210,2021-01-25,安信证券：电新板块欣欣向荣青眼有加龙头,金融界
2211,2021-01-25,高仓位“抱团”风格强化，基金老将警惕“口号式”投资,Wind
2212,2021-01-25,周报（2021.1.25）-六氟磷酸锂价格再涨，光伏硅料回暖,电新产业研究
2213,2021-01-24,今年超火爆新募基金会建仓哪些票？这里有迹可循,上证报
2214,2021-01-24,20年四季度基金仓位解析：公募基金Q4持仓变化如何？,新浪
2215,2021-01-24,基金2020年四季报点评：行业配置朝均衡微调,新浪
2216,2021-01-24,北向资金大调仓！狂买市值1.29万亿巨头,中证报
2217,2021-01-23,加码新能源和国产替代，基金四季报透露投资新动向,Wind
2218,2021-01-22,光伏概念股翻红排行榜：隆基通威阳光电源市值创新高，中环跌出千亿阵营,华夏时报
2219,2021-01-22,光伏概念股翻红榜：隆基通威阳光电源市值新高 中环跌出千亿阵营,华夏时报
2220,2021-01-22,红三兵护盘 通威股份市场突破2000亿,金融界
2221,2021-01-22,茅台、海天连跌两周，抱团行情瓦解了吗？,Wind
2222,2021-01-22,【新时代电新|跟踪报告】通威股份：21年硅料价格上涨或将远超预期，量价齐升增厚公司业绩,新浪
2223,2021-01-22,【热股】港股光伏股集体走强 阳光能源一度暴涨逾60%,上海有色
2224,2021-01-22,华龙内参2021年第15期 总第846期(电子版),新浪
2225,2021-01-22,迈瑞医疗、隆基股份、万华化学、爱尔眼科、恒力石化、荣盛石化等再创新高,Wind
2226,2021-01-22,恭喜！通威股份市值破2000亿,索比光伏网
2227,2021-01-22,解盘：科技、金融普跌，锂矿、肺炎检测、电源设备略涨,Wind
2228,2021-01-22,A股午盘综述：大小指数分化，上证指数跌0.73%,Wind
2229,2021-01-22,A股光伏股拉升通威股份涨近4%,格隆汇
2230,2021-01-22,A股早报2021年1月22日星期五,Wind
2231,2021-01-22,北向资金连续12日净买额逾500亿 继续加仓银行股,21世纪经济报道
2232,2021-01-22,通威股份股价昨上涨逾9%,大众证券报
2233,2021-01-21,北向资金今日净买入56.78亿元，中国平安、通威股份、TCL科技净买入额位列前三,Wind
2234,2021-01-21,十大明星经理重仓股曝光！刘格菘4基金顶格买入一股,中国基金报
2235,2021-01-21,新能源电气设备行业点评：新能源装机再超预期 行业高景气有望持续,华安证券
2236,2021-01-21,光伏股进一步拉升通威股份逼近涨停隆基股份涨超5%,格隆汇
2237,2021-01-21,陈光明旗下基金调仓曝光！赵诣、傅鹏博加仓新能源,中证报
2238,2021-01-21,新能源行业重大事项点评：风光装机大超预期 新能源增长中枢上行,新浪
2239,2021-01-21,光伏板块集体拉升 福斯特涨停 通威股份涨逾6%,中证网
2240,2021-01-21,福莱特25亿定增被抢！睿远、财通等公募基金“组团”出手,环球老虎财经
2241,2021-01-21,光伏板块集体走强通威股份涨超6%,格隆汇
2242,2021-01-21,电新行业周报：新能车市场行情火热 光伏行业需求良好,新浪
2243,2021-01-21,银河证券：风光新增装机超预期，开启黄金发展新阶段,Wind
2244,2021-01-21,电新产业链价格跟踪简报：碳酸锂价格继续上涨 光伏产业链价格平稳,新浪
2245,2021-01-21,刘格菘、萧楠、刘彦春等投资大佬最新持仓曝光,上证报
2246,2021-01-20,2020年光伏、风电新增装机全面超预期，这些标的或受益丨牛熊眼,第一财经
2247,2021-01-20,春节返乡核酸检测成“刚需” 风电光伏新增装机规模超预期丨明日主题前瞻,第一财经
2248,2021-01-20,电力设备及新能源行业：风光新增装机超预期 开启黄金发展新阶段,新浪
2249,2021-01-20,电力设备行业点评：2020年光伏、风电新增装机全面超预期 2021年抢装延续,新浪
2250,2021-01-20,千亿市值白马股重回升势！5张图看清其内部分化,Wind
2251,2021-01-20,双良节能(600481)：多晶硅还原炉订单拓展顺利,新浪
2252,2021-01-19,电气设备行业周报：新能源车2020完美收官 光伏单晶用料高价小幅调涨,新浪
2253,2021-01-18,通威股份大宗交易成交352.41万元,证券时报网
2254,2021-01-18,电气设备行业周报：创新引领市场化发展大周期,新浪
2255,2021-01-18,电气设备及新能源行业周报：电动车销量超预期 高景气延续至2021,新浪
2256,2021-01-18,中信证券：上海力争2025年实现碳达峰，光伏相关投资有望加速,证券时报网
2257,2021-01-18,电力设备及新能源行业周报：上海目标2025年碳达峰 现代在粤设燃电生产基地,新浪
2258,2021-01-18,东北证券：规划密集出台，“十四五”光伏装机或超预期,Wind
2259,2021-01-18,【东北电新笪佳敏/张正阳/王哲宇】行业周报：规划密集出台，“十四五”光伏装机或超预期,东北证券研究所
2260,2021-01-18,东北证券：规划密集出台，“十四五”光伏装机或超预期,证券时报网
2261,2021-01-16,电气设备新能源行业-2021年光伏硅料行业点评：优质格局价格坚挺 拥硅致胜十年碳达峰,新浪
2262,2021-01-15,电力设备新能源1月投资策略：能源革命即将发令静待花开且听风吟，维持“超配”评级,国信证券
2263,2021-01-15,电气设备行业电新产业链价格跟踪简报：锂钴价格看涨持续 光伏硅料价格反弹,新浪
2264,2021-01-15,警惕！一批明星基金经理大幅调仓了,中国基金报
2265,2021-01-15,保利协鑫“王者归来”：募资42亿再扩产颗粒硅,华夏能源网
2266,2021-01-15,A股第四家千亿市值光伏公司诞生背后：机构“抱团” 泡沫几何？,Wind
2267,2021-01-14,1月14日晚间重要行业研究汇总(附股),中金在线
2268,2021-01-14,追光 or 上车，巨头们忙着选一个,Wind
2269,2021-01-13,新能源与电力设周报：电动车中游趋势不改，其余方向机会均衡（2021年1月第3周）,电新产业研究
2270,2021-01-12,北向资金今日净买入85.42亿元，三一重工净买入额创历史新高,Wind
2271,2021-01-12,电力设备与新能源行业周观点：碳排放权交易助力绿色经济 大尺寸组件价格下跌,新浪
2272,2021-01-12,光伏行业新一轮扩产潮已现 龙头企业股价屡创新高 高瓴资本1个月浮盈超120亿,长江商报
2273,2021-01-12,电气设备行业周报：碳排放权交易管理办法下月施行 蔚来ET7发布引领行业热潮,新浪
2274,2021-01-12,什么信号？A股创开年最大跌幅，抱团更向龙头集中,证券时报网
2275,2021-01-11,电力设备及新能源行业周报：12月风光装机超预期 国际巨头加速布局氢能,新浪
2276,2021-01-11,电力设备新能源周观察：欧洲电动车销量超预期 光伏行业高景气,新浪
2277,2021-01-11,要变天？千亿电池龙头跌停……,中国基金报
2278,2021-01-11,新能源行业周度点评报告：碳排放管理办法出台 能源转型势在必行,华安证券
2279,2021-01-11,光伏板块跌超3%，隆基股份、通威股份、阳光电源全线下挫,Wind
2280,2021-01-11,通威股份：异质结项目6-7月份投产 预计电池片年底产能50GW,集邦新能源网
2281,2021-01-11,券商晨会观点速递,第一财经
2282,2021-01-11,行业周报：跟踪支架前景可期 国内厂商迎来机遇,金融界
2283,2021-01-11,东北证券：光伏平价渐近，持续看好能源革命浪潮下光伏产业的发展机遇,Wind
2284,2021-01-11,东北证券：光伏平价渐近，持续看好能源革命浪潮下光伏产业的发展机遇,证券时报网
2285,2021-01-11,【东北电新笪佳敏/张正阳/王哲宇】行业周报：跟踪支架前景可期，国内厂商迎来机遇,东北证券研究所
2286,2021-01-08,通威股份：会按照需求扩张产能 避免出现过剩｜公司问答,第一财经
2287,2021-01-08,A股午盘综述：上证指数跌0.62%，酿酒、军工、光伏、锂电池等热门板块降温,Wind
2288,2021-01-07,A股收盘综述：上证指数涨0.71%录得6连阳，茅台股价攀升至2140元,Wind
2289,2021-01-07,光伏龙头纷纷新高，高瓴半个月暴赚近100亿,e公司
2290,2021-01-07,电力设备及新能源行业：新能源喜提开门红 聚焦核心资产,新浪
2291,2021-01-07,电气设备行业周报：特斯拉四季度交付量创新高 中欧投资协定助力光伏风电,新浪
2292,2021-01-07,光伏股整体活跃，隆基股份、通威股份再创新高,Wind
2293,2021-01-06,【申港电新|周观点】碳交易机制不断健全利好可再生能源,新能源深度研究
2294,2021-01-06,【电新*曾朵红】爆款车型加速全球电动化，电动车、光伏和工控龙头全球崛起,东吴研究所
2295,2021-01-05,高瓴半年5笔定增狂赚193亿！秘诀很简单……,上证报
2296,2021-01-05,从2009年底看2020年底：没水之后：逆势而上的龙头基因,新浪
2297,2021-01-05,2021年1月份上海证券研究所投资组合报告,新浪
2298,2021-01-05,光伏股走势分化，太阳能9日录得7涨停,Wind
2299,2021-01-05,东北证券：建议投资者积极把握光伏产业链投资机遇,Wind
2300,2021-01-05,东北证券：建议投资者积极把握光伏产业链投资机遇,证券时报网
2301,2021-01-04,通威股份(600438.SH)：2017年员工持股计划出售完毕,格隆汇
2302,2021-01-04,通威股份：2017年员工持股计划出售完毕暨终止，卖出1.73%公司股份 资产异常,Wind
2303,2021-01-04,公募基金2020年成绩单：翻倍基90只超牛市水平,金融投资报
2304,2021-01-04,光大证券：12月金股组合盈利4.39% 1月荐股名单出炉,新浪
2305,2021-01-04,电气设备行业周报：特斯拉推动电动化提速 2021有望全面繁荣,新浪
2306,2021-01-04,A股收盘综述：2021年开门红，上证指数重回3500上方、宁德时代涨15%,Wind
2307,2021-01-04,光伏ETF大涨超7%,Wind
2308,2021-01-04,【行情】光伏板块继续走强，固德威、阳光电源涨逾11%，隆基股份、通威股份、福莱特、中来股份纷纷大幅走强,金十数据
2309,2021-01-04,电气设备行业动态报告：海内外储能蓄势待发 组件逆变器出口高增,新浪
2310,2021-01-04,隆基股份涨超5%提振光伏股，通威股份、中环股份、福莱特、福斯特等普涨,Wind
2311,2021-01-04,电气设备行业周报：12月光伏并网或超预期 电动车补贴新政符合预期,新浪
2312,2021-01-04,电力设备新能源行业周报：MODEL Y 降价销量有望爆发 硅料价格持续上行,新浪
2313,2021-01-03,2021年A股有哪些机会？新能源汽车、光伏、半导体三大行业或“跨栏奔腾”,金融投资报
2314,2021-01-01,光伏HJT技术被力挺！这些企业已率先“抢跑”,上证报
2315,2021-01-01,【民生假期重点推荐】首席看电新：碳中和背景下光伏未来高增长确定，关注硅料及一体化龙头,MS研究
2316,2020-12-31,电力电气设备、公用事业行业：发电行业碳配额最终方案无修改落地 短期火电盈利影响有限,新浪
2317,2020-12-31,进击的中国光伏产业：2020三大关键词，2021有何挑战？,21世纪经济报道
2318,2020-12-31,电力设备新能源行业2021年投资策略：新能源 碳中和背景下的最强赛道,光大证券
2319,2020-12-31,注意！基金正在调仓换股,上证报
2320,2020-12-31,铁定五年最牛业绩：农银赵诣狂赚160%！股基冠军大决战就在今日,中国基金报
2321,2020-12-31,光伏，碳中和时代的发电之王！我们来看一下那些弄潮儿,中国能源网
2322,2020-12-31,【新时代电新 开文明团队】风起于青萍之末，光伏成于技术变革,新时代证券研究
2323,2020-12-30,通威股份现3笔大宗交易 共成交866.39万元,新浪
2324,2020-12-30,北向资金今日净买入64.4亿元，京东方A、比亚迪净买入额创历史次高,Wind
2325,2020-12-30,狂热与风险交织：豪掷2100亿扩产的光伏产业需要挤“泡沫”吗？,21世纪经济报道
2326,2020-12-30,5年新高来了，创业板突然暴涨，冠军基金稳了！,中国基金报
2327,2020-12-30,2021年光伏行业投资策略：风起于青萍之末 光伏成于技术变革之间,新浪
2328,2020-12-30,A股融资融券日报：两融余额减少62.47亿元（12月29日）,Wind
2329,2020-12-30,光伏设备迎风起,网易
2330,2020-12-29,金融产品交易量跟踪报告,新浪
2331,2020-12-29,北向资金今日净买入44.71亿元，隆基股份连续20日净买入,Wind
2332,2020-12-29,A股收盘综述：上证指数下滑0.54%，新能源、周期、汽车板块大幅调整,Wind
2333,2020-12-29,通威股份(600438.SH)逼近跌停,格隆汇
2334,2020-12-29,电气设备行业周报：重视新能源金属投资机会 持续看好光伏,国海证券
2335,2020-12-29,【申港电新|周观点】宁德时代大手笔扩产迎接电动时代,新能源深度研究
2336,2020-12-29,渔光一体光伏电站,索比光伏网
2337,2020-12-29,A股融资融券日报：两融余额增加39.08亿元（12月28日）,Wind
2338,2020-12-29,东北证券：建议投资者积极把握光伏产业链投资机遇,证券时报网
2339,2020-12-29,通威股份：切入硅片领域 准备扩充太阳能电池业务,每日经济新闻
