,2021-12-31,百年泸州老窖窖龄酒生肖（虎）酒成都重磅首发！,凤凰网
3317,2021-01-19,食品饮料酒水行业周报(2021年1月第3期)：白酒板块风格短暂切换 优质标的或迎配置时机,新浪
3318,2021-01-19,食品行业周报：12月猪肉价格环比回升6.5％,新浪
3319,2021-01-19,透过9家酒企“十四五”规划 酒业下一个五年将如何走？,佳酿网
3320,2021-01-19,每日理财观察：中国经济总量跃上100万亿,Wind
3321,2021-01-19,研究 | 郎酒股份：浓酱香“通吃”遇窘境 宣传蹭茅台定位或“扯虎皮”,中金在线
3322,2021-01-19,易方达创了新纪录！渠道连夜加班，争抢2000亿蛋糕,中国基金报
3323,2021-01-19,【招商食品】泸州老窖：确定性成长性兼具，波动中买入优质资产,招商食品饮料
3324,2021-01-19,食品饮料行业报告：白酒回调需抽丝剥茧 长期逻辑值得坚守,新浪
3325,2021-01-19,单日狂卖超2300亿，易方达重仓股曝光,证券时报网
3326,2021-01-18,2020年A股年报披露即将启幕，超半数预披露公司业绩预喜,21世纪经济报道
3327,2021-01-18,全国停货、配额取消，国窖1573有更多可能,糖酒快讯
3328,2021-01-18,周谈|Weekly Talk：疫情反复需冷静甄别，食品关注龙头稀缺性溢价,食品饮料光头阳线
3329,2021-01-18,白酒抱团联盟松动：多只基金回撤超8% 经理们开始调仓换股,新浪
3330,2021-01-18,首席观点：2020年新能源汽车市场“翘尾”收官,新浪
3331,2021-01-18,消费产业周报：疫情影响预计可控 建议维持配置,新浪
3332,2021-01-18,北向资金净流入16.36亿元，招商银行、泸州老窖、万科Ａ、中国中免净买入居前,上游新闻
3333,2021-01-18,北向资金今日净买入16.37亿元，招商银行连续9日净买入,Wind
3334,2021-01-18,抱团白酒松动 多只基金净值回撤超8%,金融投资报
3335,2021-01-18,"泸州老窖现1笔大宗交易 共成交1,973.70万元",新浪
3336,2021-01-18,泸州老窖(000568.SZ)预计2020年度归母净利润同比增长20%至30%,智通财经
3337,2021-01-18,A股收盘综述：上证指数涨0.84%，创业板指涨近2%,Wind
3338,2021-01-18,食品饮料行业周报：茅台批价再现历史新高 白酒牛市根基仍存,新浪
3339,2021-01-18,A股午盘综述：上证指数涨0.7%，创业板指涨1.84%,Wind
3340,2021-01-18,时代数读|白酒输血地方财政图鉴：充实社保基金、地方化债“主力军”,时代在线
3341,2021-01-18,【招商食品|最新】白酒归核，食品聚首：食品饮料行业周报,招商食品饮料
3342,2021-01-18,白酒股延续跌势，酒鬼酒一度跌8%,Wind
3343,2021-01-18,股权频繁划转 白酒企业成了会生“金蛋”的鸡？ 资产异常,佳酿网
3344,2021-01-18,中信证券：白酒短期震荡，期待旺季验证后再次凝聚共识,Wind
3345,2021-01-18,白酒｜短期震荡，期待旺季验证后再次凝聚共识,中信证券研究
3346,2021-01-18,资金推动下暂难瓦解，“抱团股”警惕业绩估值双杀,Wind
3347,2021-01-18,证券时报头版：2020上市公司业绩轮廓初显，医药生物表现亮眼,Wind
3348,2021-01-17,道达投资手记：资金向科技股转移 价值投资全球通行,每日经济新闻
3349,2021-01-17,【中泰食品】周思考3：绝味第二增长曲线以及重啤大城市战略值得期待,食品饮料俱乐部
3350,2021-01-17,不要试图立刻读懂“高光”,糖酒快讯
3351,2021-01-17,【招商食品|最新】资产为王：食品饮料行业周报,招商食品饮料
3352,2021-01-17,茅台、老窖、老白干之后，又一家千亿白酒巨头要干这事,券商中国
3353,2021-01-17,为啥？茅台、老窖、老白干之后，又一千亿白酒巨头有股权被无偿划转？ 资产异常,券商中国
3354,2021-01-16,什么信号？茅台、老窖、老白干之后，又一家千亿白酒巨头要干这事，涉及38亿元股权,券商中国
3355,2021-01-16,什么信号？茅台、老窖、老白干之后 古井贡酒又要股权划转 资产异常,券商中国
3356,2021-01-15,酒逢国资千杯少：白酒“输血”地方财政图鉴,腾讯网
3357,2021-01-15,标志出现：万亿级“巨象”腾空暴走怒冲涨停！这波行情接近尾声了？这类股意外疯狂吸金表示不同意！,每日经济新闻
3358,2021-01-15,白酒股频现国有股权无偿“输血”省财政厅，这次是古井贡酒,第一财经
3359,2021-01-15,本周地产板块小幅上涨 新增房贷占比8年来首次低于其他贷款｜房资日报,金融界
3360,2021-01-15,银行股一天涨1800亿，抱团股波动加剧，撤退还是进攻？,券商中国
3361,2021-01-15,"泸州老窖现1笔大宗交易 共成交2,240.20万元",新浪
3362,2021-01-15,A股“酒醒”银行翻身，资金寻找高性价比品种,Wind
3363,2021-01-15,A股收盘综述：上证指数探底回升涨0.01%，宁德时代等抱团股反弹,Wind
3364,2021-01-15,泸州老窖(000568)动态点评：业绩符合预期 浓香鼻祖“十四五”再出发,新浪
3365,2021-01-15,5000亿MLF刚来，降准呼声又起！机构看好这些板块,e公司
3366,2021-01-15,警惕！一批明星基金经理大幅调仓了,中国基金报
3367,2021-01-15,A股“买醉”，何时“酒醒”？,南方日报
3368,2021-01-15,解盘：白酒杀跌，金融撑指数，次新、高送转预期、半导体略涨,Wind
3369,2021-01-15,公募基金“抱团”松动：向左，向右？真摔，假摔？,21世纪经济报道
3370,2021-01-15,贵州茅台跌超4%，白酒指数下挫近6%,Wind
3371,2021-01-15,延续弱势，白酒板块再度大幅回调， 酒鬼酒连续两日跌停 连续下跌,证券时报网
3372,2021-01-15,【安信食品】周专题——Q4基金食品饮料配置：持仓创新高，拥抱白酒/头部更明显,安信食饮
3373,2021-01-15,泸州老窖：全年业绩符合预期 国窖“十四五”有望量价齐升,佳酿网
3374,2021-01-14,A股惊现冰火两重天“回购潮”再起，机构急寻“业绩兑现”低估值洼地,Wind
3375,2021-01-14,保利物业与泸州老窖达成战略合作 深挖社区增值服务潜力,乐居财经
3376,2021-01-14,大盘5年轮回，400多只基金翻倍最牛大赚415%！,老司基一枚
3377,2021-01-14,A股抱团股跌倒，2股新力量崛起，蓝筹泡沫来了？,券商中国
3378,2021-01-14,白酒板块熄火 抱团资金松动几何？,金融投资报
3379,2021-01-14,大消费行业组1月电话会议行业观点：消费的方向,新浪
3380,2021-01-14,业绩硬核前瞻系列二：大消费,华安证券
3381,2021-01-14,什么情况？白酒股大跌2000亿！千亿芯片股涨13%,中国基金报
3382,2021-01-14,川财证券：维持泸州老窖“增持”评级 国窖量价齐升助力业绩增长,乐居财经
3383,2021-01-14,每日理财观察：首只公募MOM下周三起发行,Wind
3384,2021-01-14,北向资金动向盘点：电子脱颖而出,Wind
3385,2021-01-13,去年新能源汽车销量增长10.9% 今世缘“剑指”百亿目标丨明日主题前瞻,第一财经
3386,2021-01-13,42只股股价创历史新高,证券时报网
3387,2021-01-13,[公司]泸州老窖去年净利或再增30% 剑指“新百亿”,全景网
3388,2021-01-13,酒鬼酒、泸州老窖、贵州茅台拉升，白酒板块迅速反弹,Wind
3389,2021-01-13,锁定6个月到三年，持有期基金如何挑选？,养基司令
3390,2021-01-13,四川区域白酒行业系列深度：技改增加高端产能 产品力提升奠定川酒未来发展基础,新浪
3391,2021-01-13,泸州老窖(000568)2020年业绩预告点评：国窖表现出色 特曲复兴可期,光大证券
3392,2021-01-13,【食品饮料】泸州老窖：业绩符合预期，1573将持续受益于千元价格带扩容。,中银证券研究
3393,2021-01-13,泸州老窖预计净利超55.7亿 高端酒发力,新浪
3394,2021-01-13,酒企纷纷提价 实探商超价格却已倒挂,证券时报网
3395,2021-01-13,业绩稳增、渠道价飙升，A股“醉酒”行情仍将持续？,Wind
3396,2021-01-12,【招商食品|专题】高端改善，大众分化：食品饮料四季度前瞻暨板块最新观点,招商食品饮料
3397,2021-01-12,"国酒茅台排名第三，董酒""飞天""居首 镜阳秋2021辛丑年中国白酒排行榜正式发布",凤凰网
3398,2021-01-12,贵州茅台股价再创历史新高，春节旺季推动酒价冲刺3000元,澎湃新闻
3399,2021-01-12,在白酒新品“冰火两重天”的2020 我们发现4大看点,新浪
3400,2021-01-12,一线名酒延续良好势头 泸州老窖预计2020年净利55亿—60亿,佳酿网
3401,2021-01-12,泸州老窖预计2020年净利55.70亿-60.34亿 同比增20%-30%,全景网
3402,2021-01-12,食品饮料行业周观点报告：五粮液十三五顺利收官 提价预期推动乳品大涨,新浪
3403,2021-01-12,泸州老窖(000568)：2020稳健收官 十四五未来可期,华安证券
3404,2021-01-12,白酒疯狂，老牌酒企渐懂年轻人,DoNews
3405,2021-01-12,资金继续抱团，茅台再创新高！医药股却突然闪崩,e公司
3406,2021-01-12,资金继续抱团，茅台再创新高！这些医药股却突然闪崩，机构：科技股有更强业绩趋势！,证券时报网
3407,2021-01-12,基金抱团松动？最新调研明星私募：有人怒吼不讲武徳,券商中国
3408,2021-01-12,五粮液要求经销商二选一 泸州老窖：与官方振兴川酒战略不相符,中访网
3409,2021-01-12,酒类股强势反弹，口子窖涨停，贵州茅台再创新高,证券时报网
3410,2021-01-12,贵州茅台、五粮液、泸州老窖均涨超2%，酒鬼酒涨超4%再创新高,Wind
3411,2021-01-12,【华创食饮】12月线上数据分析专题 ：淡季错位白酒分化，量减价升维持增长,华创食饮
3412,2021-01-12,【泸州老窖跟踪点评：20年业绩增速符合预期，国窖势能持续释放—方正食品饮料210112】,虎哥的研究
3413,2021-01-12,【中泰食品】泸州老窖：盈利能力提升显着，十四五由防转攻,食品饮料俱乐部
3414,2021-01-12,操盘必读｜两公司上调钛白粉售价，蔚来涨逾6%再创新高！全球顶尖科技盛会开展这个板块有望受关注,上游新闻
3415,2021-01-12,首席周度观点：新冠疫苗向公众免费 国内预防免疫积极推进,新浪
3416,2021-01-12,什么信号？A股创开年最大跌幅，抱团更向龙头集中,证券时报网
3417,2021-01-12,【中证盘前】这些公司预计2020年净利翻倍！两公司上调钛白粉售价；蔚来涨逾6%再创新高,中证报
3418,2021-01-12,上市公司正负面新闻2021年1月12日星期二,Wind
3419,2021-01-12,【白酒投资日报】泸州老窖业绩预增20%-30%今年1季度哪家弹性大?,新浪
3420,2021-01-12,泸州老窖去年净利直逼60亿增幅超“茅五”,证券时报
3421,2021-01-11,泸州老窖预计去年净利润55亿至60亿元 增幅超“茅五”,e公司
3422,2021-01-11,晚间重要公告2021年1月11日星期一,Wind
3423,2021-01-11,茅五泸全年业绩报喜 头部酒企备战春节档,第一财经
3424,2021-01-11,泸州老窖2020年净利润超55.7亿增长超20%,搜狐
3425,2021-01-11,泸州老窖预计去年净利逾55亿元，同比增长超两成,环球老虎财经
3426,2021-01-11,预计盈利55.7亿元至60.35亿元！泸州老窖发布业绩预告，净利润同比增长20%-30%,糖酒快讯
3427,2021-01-11,泸州老窖：预计2020年净利润55.7亿元-60.4亿元,中国网
3428,2021-01-11,1月11日晚间上市公司十大重磅公告,巨丰财经
3429,2021-01-11,白酒股大跌抱团股散伙？ 机构：龙头估值依旧合理丨牛熊眼 连续下跌,第一财经
3430,2021-01-11,泸州老窖：预计2020年净利润增幅20%至30%之间,澎湃新闻
3431,2021-01-11,泸州老窖(000568.SZ)：预计2020年净利润55.7亿元–60.35亿元同比增长20%-30%,格隆汇
3432,2021-01-11,泸州老窖：2020年净利预增20%-30%,e公司
3433,2021-01-11,泸州老窖：2020年度净利润同比预增20%-30%，盈利55.7亿元-60.35亿元,Wind
3434,2021-01-11,泸州老窖：团购价调整不影响零售价 对公司业绩不会产生太大影响,第一财经
3435,2021-01-11,收评：白酒板块下挫 伊力特、巨力索具、青海春天跌停,中华网
3436,2021-01-11,销售、管理费用攀升 五粮液前三季业绩增速趋缓,投资时报
3437,2021-01-11,视频｜北上资金持续“戒酒” 今天6万亿白酒迎来调整！,21世纪经济报道
3438,2021-01-11,A股“酒醒”了？白酒股再度暴跌，后市怎么走 连续下跌,第一财经
3439,2021-01-11,酒类股大幅下挫 金种子酒伊力特等一度跌停 连续下跌,证券时报网
3440,2021-01-11,食品饮料酒水行业周报(2021年1月第2期)：白酒行情持续演绎 五粮液平稳收官十三五,新浪
3441,2021-01-11,外资上周刚“戒酒”，今天6万亿白酒迎来调整,e公司
3442,2021-01-11,外资上周刚“戒酒”，今天6万亿白酒迎来调整！年报行情渐入佳境，这些预增股全线大涨！,证券时报网
3443,2021-01-11,2021年春节旺季白酒弹性股市,天然橡胶网
3444,2021-01-11,白酒步入旺季验证期 开门红概率高,佳酿网
3445,2021-01-11,北向资金一周动向盘点：放大量，战略性调仓,Wind
3446,2021-01-11,中信证券：预计白酒板块仍有上行空间，继续紧抱龙头,中信证券研究
3447,2021-01-11,白酒板块仍有上行空间 建议继续紧抱龙头,e公司
3448,2021-01-11,核心资产还能不能追？北上资金给出答案！,证券时报网
3449,2021-01-11,泸州老窖打响新年调价第一枪！酒企频涨价 消费者还会买账吗,经济导报
3450,2021-01-11,春节将至：白酒集体“喝高” 品牌扎堆涨价,新浪
3451,2021-01-10,浙商早知道 | 1月12日,浙商证券研究所
3452,2021-01-10,【方正食饮210110】提价、业绩和规划目标催化板块开年大涨,虎哥的研究
3453,2021-01-10,1月份如何投资？招商证券：建议遴选优质资产 高端白酒板块非常有性价比,金融界
3454,2021-01-10,【中泰食品】周思考2：高端白酒持续景气，五粮液顺利收官,食品饮料俱乐部
3455,2021-01-10,首只食品ETF（515710）两日狂揽7.2亿元，新财富大咖后市观点精华合集,资本邦
