,2021-12-31,科技驱动品牌突破 米蓓尔年终斩获三项大奖,美通社
1501,2021-03-30,解盘：权重白马拉升，稀土、新疆振兴、军工领涨,Wind
1502,2021-03-30,医美板块企稳反攻，爱美客大涨8%,Wind
1503,2021-03-30,爆发式需求吸引资本涌入，国货美妆全产业链掀IPO热潮,Wind
1504,2021-03-29,医美概念股火爆，北向资金大举加仓这些公司,第一财经
1505,2021-03-29,爱美客：“女人的茅台”还是“大佬的掘金池”？,环球老虎财经
1506,2021-03-29,医美生意突然火爆，部分手术已排到半年后！北向资金大举加仓股揭秘,证券时报网
1507,2021-03-29,此时此刻艺术展北京开幕，天猫小黑盒携润百颜共同探索时光魅力,TechWeb
1508,2021-03-29,华熙生物连番跨界 是智商税or解密新财富？,新浪
1509,2021-03-29,【机会挖掘】明年中国整形市场规模将达3000亿元 上游产品和产业快速发展,证券时报网
1510,2021-03-29,【商社&医药】华熙生物（688363）深度研究：领先技术坐玻尿酸原料龙头，产销合力铸全产业链帝国,天风研究
1511,2021-03-29,浙商证券维持华熙生物买入评级，华熙生物跟踪报告：科技力赋能，打造品牌帝国,每日经济新闻
1512,2021-03-28,【东兴大消费】周观点：关注新型消费政策，及当下年报密集披露,微信
1513,2021-03-28,【开源零售|周视角】三月化妆品品牌新品看点多，新增重点推荐贝泰妮,泽鹏商业观察
1514,2021-03-28,大消费行业周报：白酒基本面表现强劲 业绩发布期或将强化向好判断,新浪
1515,2021-03-27,国货品牌跨界办展？天猫小黑盒助力品牌新品破圈营销,中华网
1516,2021-03-26,玻尿酸饮用水来了，是美容之水，还是智商税？,云掌财经
1517,2021-03-26,价值分析——爱美客（300896）业绩快速增长可期但是市场预期过高,云掌财经
1518,2021-03-26,万物皆可玻尿酸？玻尿酸饮品成本不到4元暴赚10倍 真能变美吗,新京报
1519,2021-03-26,“万物皆可玻尿酸”:有产品成本不到4元 暴利堪比茅台,新京报
1520,2021-03-26,天风证券维持华熙生物买入评级：领先技术坐玻尿酸原料龙头，产销合力铸全产业链帝国，目标价180元,每日经济新闻
1521,2021-03-26,增加皮肤水分？口服玻尿酸是交智商税吗,中国经济网
1522,2021-03-26,【国元研究丨国元晨观】20210326,国元策略
1523,2021-03-25,收评：指数分化创指涨0.81% 数字货币全天强势,网易
1524,2021-03-25,午评：创业板指震荡涨0.13% 数字货币板块走强,网易
1525,2021-03-24,功能性护肤品行业深度系列三：对比解析国内外主流功能性护肤品牌,新浪
1526,2021-03-24,功能性护肤品行业深度系列二：高景气赛道 强医研壁垒 国货正崛起,新浪
1527,2021-03-24,连推新品华熙生物能否用玻尿酸做大“美丽生意”,北京商报
1528,2021-03-24,医美风劲扬帆正当时，被低估的新氧（SY.US）破浪在即,智通财经
1529,2021-03-24,A股主力资金流向（3月24日）：机构抱团股再遭抛售,Wind
1530,2021-03-24,“买买买”不停？昊海生科拟再控股一医疗器械公司,搜狐
1531,2021-03-24,中信建投医药&消费团队最新研究观点,中信建投证券研究
1532,2021-03-24,华熙生物首推玻尿酸饮品,北京商报
1533,2021-03-23,商业贸易周度观点：化妆品1-2月零售额较2019年同期+23.7% 奥园美谷收购连天美下属两家医美医院,新浪
1534,2021-03-23,玻尿酸应用再辟新赛道 华熙生物推出国内首款玻尿酸饮用水,证券日报网
1535,2021-03-23,A股主力资金流向（3月23日）：面板、电子烟板块遭抛售,Wind
1536,2021-03-23,华熙生物推出玻尿酸饮用水，颜值经济下透明质酸“三剑客”表现如何？,资本邦
1537,2021-03-23,口服玻尿酸，是智商税还是财富密码？,云掌财经
1538,2021-03-23,华熙生物：正式推出首款玻尿酸饮用水,e公司
1539,2021-03-23,华熙生物推出国内首款玻尿酸饮用水“水肌泉”，玻尿酸应用再辟新赛道,金融界
1540,2021-03-23,降低美容门槛 华熙生物推出国内首款玻尿酸饮用水“水肌泉”,上证报
1541,2021-03-23,玻尿酸也能喝？医美龙头再出新招，新赛道市场或达百亿,财联社
1542,2021-03-22,大热医美赛道龙头凭这一新品杀入食饮板块，“风”有多大？机构称市场规模超百亿,财联社
1543,2021-03-22,玻尿酸可以“吃”了，能再现美容行业的辉煌吗？,重庆商报
1544,2021-03-22,鲸预告|华熙生物将于今晚8点抖音直播间推出水肌泉玻尿酸饮用水,鲸平台
1545,2021-03-21,【东吴社服.汤军 | 周观察】奥园美谷进军医美，复锐医疗发布20年业绩,东吴社服浓汤宝
1546,2021-03-21,商业贸易行业周报：1-2月社零总额较2019年增6.4% 恢复至疫情前水平,新浪
1547,2021-03-20,“美无止境”的黄金赛道 哪些金股将会跑赢？,新浪
1548,2021-03-20,医美行业深度研究｜黄金赛道 美无止境,中信建投证券研究
1549,2021-03-19,商业贸易行业医美深度系列之三：探究我国医美产业的“前世今生”,新浪
1550,2021-03-19,医美进化论,锦缎
1551,2021-03-18,医美板块全线走强，多股涨停，游资身影频现,第一财经
1552,2021-03-18,A股主力资金流向（3月18日）：市场轮动加快，资金各自为战,Wind
1553,2021-03-18,医美概念走势强劲 览海医疗朗姿股份等涨停,证券时报网
1554,2021-03-18,医美板块再度活跃，朗姿股份冲击涨停,Wind
1555,2021-03-18,1-2月社零数据点评：低基数推动社零高增 金银珠宝彰显可选弹性,新浪
1556,2021-03-17,“女人的茅台”，成本几十售价上万，这只千元股火了,器械之家
1557,2021-03-17,商贸零售行业：2021年1~2月社零较19同期增长6.4% 线上线下消费加快复苏,新浪
1558,2021-03-17,开源证券--商业贸易行业点评报告：1-2月社零同比+33.8%，金银珠宝品类表现亮眼【行业研究】,金融界股吧
1559,2021-03-17,安信证券--社服零售一季报前瞻：抓复苏+寻成长【行业研究】,金融界股吧
1560,2021-03-16,零售、轻工日化行业：1-2月社零较2019年同期+6.4% 消费延续恢复性增长态势,新浪
1561,2021-03-16,医美板块反弹，爱美客涨超6%,Wind
1562,2021-03-16,【1-2月社零同比+33.8%，金银珠宝品类表现亮眼】开源零售黄泽鹏团队,泽鹏商业观察
1563,2021-03-16,商业贸易行业点评：1-2月社零同比+33.8% 较2019同期+6.4%,新浪
1564,2021-03-16,纺织服装行业快报：低基数推动前2月社零高增长 线下客流夯实复苏动力,新浪
1565,2021-03-16,“看脸时代”紧抓颜值经济，全球玻尿酸供应商—华熙生物,药融圈
1566,2021-03-16,【东吴晨报0316】【策略】【宏观】【行业】商贸【个股】奥弗环保、理邦仪器、三七互娱,东吴研究所
1567,2021-03-16,【商贸*吴劲草】1-2月社零同比+33.8%，较2019同期+6.4%,东吴研究所
1568,2021-03-15,冯柳最新持仓曝光:退出中航机电前十大股东 一季度或新进医美龙头,新浪
1569,2021-03-15,纺织服装行业周报：家纺板块强势复苏 有望迎戴维斯双击,全球纺织网
1570,2021-03-15,东吴证券--医药生物行业：医药核心资产，其估值已进入底部区域【行业研究】,金融界股吧
1571,2021-03-15,爱美客跌超10%打压医美板块，华熙生物、朗姿股份跟跌,Wind
1572,2021-03-15,【万联大消费|美妆珠宝行业专题】2月美妆珠宝电商数据跟踪：珀莱雅、润百颜继续高增，DR、卡地亚表现亮眼,陈雯消费深度研究
1573,2021-03-15,社服新消费行业周观察：回望赌王起落时 濠江风云启示录,新浪
1574,2021-03-15,东吴证券--商业贸易行业跟踪周报2021年第10期：京东发布2020全年业绩，年活跃用户+30%【行业研究】,金融界股吧
1575,2021-03-14,上市公司加码，机构加仓！这一行真的遍地黄金？,Wind
1576,2021-03-14,华熙生物：整合原料、品类和品牌的超级炼金术,金融界
1577,2021-03-13,上市公司加码 机构加仓 这个行业真的遍地黄金？,证券时报
1578,2021-03-13,上市公司持续加码，医美行业并非遍地黄金,Wind
1579,2021-03-13,上市公司持续加码 医美行业并非遍地黄金,证券时报
1580,2021-03-12,平安证券首予华熙生物推荐评级：HA产业链全覆盖，上下游联动促成长,每日经济新闻
1581,2021-03-12,华熙生物(688363)首次覆盖报告：HA产业链全覆盖 上下游联动促成长,新浪
1582,2021-03-12,西部证券--社服零售行业周报：餐企2020年业绩受疫情影响下滑，御家汇股权激励超预期【行业研究】,金融界股吧
1583,2021-03-11,A股主力资金流向（3月11日）：抱团股、周期股重获青睐,Wind
1584,2021-03-11,医美概念股“登高跌重”,36氪
1585,2021-03-11,医美概念卷土重来，华东医药涨停，机构看好产业链上游龙头丨牛熊眼,第一财经
1586,2021-03-11,刚刚，炒股群都嗨了！大反攻真的来了？,Wind
1587,2021-03-10,“世界透明质酸谷”落户济南 搭建万亿级产业集群,证券时报网
1588,2021-03-10,华熙生物(688363.SH)完成授予384万股限制性股票,智通财经
1589,2021-03-10,华熙生物(688363.SH)：向206名激励对象授予384万股限制性股票,格隆汇
1590,2021-03-10,昊海生科2亿押注医美端的标的资产亏损多年 这笔交易划算吗？ 投资失误,科创板日报
1591,2021-03-10,A股主力资金流向（3月10日）：24个二级行业无一获净流入,Wind
1592,2021-03-10,【互动掘金】华熙生物：将合作建设“世界透明质酸谷”,证券时报网
1593,2021-03-10,中概股回A迎最好时机，跨市场溢价交易来临,Wind
1594,2021-03-10,华熙生物与济南高新区签署战略合作协议 合作建设“世界透明质酸谷”,证券时报网
1595,2021-03-10,白马股大反攻：茅台大涨白酒飙升，“牙茅”涨停了！,Wind
1596,2021-03-10,医美板块复苏，爱美客涨近6%,Wind
1597,2021-03-10,2021年医药行业3月策略报告：三个策略应对医药板块的波动,新浪
1598,2021-03-10,华熙生物(688363)更新点评：跨界合作持续升级 玻尿酸应用加速C端渗透,新浪
1599,2021-03-09,贝泰妮(A20333)新股报告：国货之光 厚积薄发,新浪
1600,2021-03-09,践行“创新联合体”，华熙生物研究院赋能行业实现“科技与共”,科技日报
1601,2021-03-09,美妆2月电商数据：花西子再登顶完美日记降速,亿邦动力
1602,2021-03-09,医美赛道浅析及龙头梳理,云掌财经
1603,2021-03-08,华熙生物跌7.4%：股东已套现15亿 西部证券高点喊买 减持股份,中国经济网
1604,2021-03-08,纺织服装行业周报：纺服板块景气向上 建议关注低估值白马股,新浪
1605,2021-03-08,消费产业周报：市场进入平静期 短期机会仍聚焦疫情修复,新浪
1606,2021-03-08,社服新消费行业周观察：携程20Q4利润超预期 展望21年文旅复苏,新浪
1607,2021-03-08,爱美客跌超9%，牛年累挫超四成,Wind
1608,2021-03-08,商业贸易行业跟踪周报2021年第9期-化妆品／服装数据深度追踪：1-2月整体增速较快 珀莱雅、华熙旗下品牌增速亮眼,新浪
1609,2021-03-07,华熙生物董事长赵燕：颜值经济本质是健康经济,证券日报网
1610,2021-03-07,医药板块估值有多贵？哪些估值贵？【东吴医药朱国广团队|0307周报】,国广有话说
1611,2021-03-06,“她经济”声势浩大，女性消费孕育大牛股,Wind
1612,2021-03-05,华熙生物：与杰士邦合作扩大玻尿酸在计生健康领域的渗透,Wind
1613,2021-03-05,华熙生物：与杰士邦合作扩大玻尿酸在计生健康领域的渗透,e公司
1614,2021-03-05,爱美客巨额分红引争议霸气回应深交所：公司资金充沛！丨市值观察,云掌财经
1615,2021-03-05,化妆品行业月度专题(2021年02月)：1-2月线上持续景气 继续推荐边际改善标的,国金证券股份有限公司
1616,2021-03-05,华熙生物董事长赵燕：坚守“两个研究” 以科技赋能产品升级,每日经济新闻
1617,2021-03-04,华熙生物扣非仅增268万远低预期 “烧钱”推广前三季销售费翻倍达6.45亿,长江商报
1618,2021-03-04,毛利超60%，宠物洗护赛道，入局者凶猛,36氪
1619,2021-03-04,数据|科创板主力资金净流出166股华熙生物流出率最高,科创板日报
1620,2021-03-04,医美|华熙生物：业绩增速盈利能力双降 增量食品级HA业务存争议 盈利能力下降,新浪
1621,2021-03-04,华熙生物跌8.4% 西部证券高点发研报喊买入,中国经济网
1622,2021-03-04,A股主力资金流向（3月4日）：330亿资金逃离中小创,Wind
1623,2021-03-04,开源证券--商业贸易行业点评报告：2月化妆品电商数据相对平稳，静待女王节旺季到来【行业研究】,金融界股吧
1624,2021-03-04,【行情】医美概念股持续走弱，爱美客跌逾11%，华熙生物、爱尔眼科跌幅超6%，复星医药、奥园美谷、澳洋健康等跟跌,金十数据
1625,2021-03-04,隐秘的减持之手，大宗交易异动透视股东动向,Wind
1626,2021-03-04,昊海生科(688366)：投资美国EIRION 获肉毒素+脱发药物产品线 医美实力继续壮大,新浪
1627,2021-03-04,东吴证券--功能性护肤品系列深度报告之二：欧美、日本发展路径几何？——功能性护肤品海外经验对比【行业研究】,金融界股吧
