,2021-12-31,中国CXO行业跟踪报告,周观宇论
1457,2020-10-12,【异动股】康龙化成(03759-HK)涨8.06%,财华社
1458,2020-10-12,港股医药股走强 康方生物涨近8%康龙化成涨近5%,新浪
1459,2020-10-09,2020年10月份上海证券研究所投资组合报告,新浪
1460,2020-10-09,Wind快讯 每日医药行业动态（2020-10-1）,Wind
1461,2020-10-08,【浙商医药|周报】推荐Q3业绩高增长板块（API、CXO、检测），关注新冠疫苗Q4进展,杏林建研
1462,2020-10-06,又上A+H的CRO公司泰格医药二号?,新浪
1463,2020-10-03,千亿市场，CRO行业四大天王PK终极版，到底谁更胜一筹？,搜狐
1464,2020-09-30,康龙化成(300759)：业绩增长超预期，业务布局持续加速【2020年中报业绩预告点评|西南医药杜向阳团队】,向阳论医谈药
1465,2020-09-28,【浙商医药|外包】节后普涨，一体化整合是外包发展的重要选择,杏林建研
1466,2020-09-28,A股共发生105宗大宗交易成交27.3亿元（9月28日）,Wind
1467,2020-09-28,"康龙化成现2笔大宗交易 共成交2,946.31万元",新浪
1468,2020-09-28,康龙化成今日大宗交易成交30万股，成交价98.21元折价0.8%,Wind
1469,2020-09-27,医药生物行业研究：2020年CSCO大会群星闪耀 24张图表详细梳理亮点荟萃,新浪
1470,2020-09-23,CRO&CDMO投研体系之数据跟踪(系列四)：2020H1回顾与前瞻 疫情背景下中国企业竞争优势凸显,新浪
1471,2020-09-22,康龙化成(03759)就北京康君宁元股权投资订立新有限合伙协议,智通财经
1472,2020-09-22,"康龙化成现3笔大宗交易 共成交5,651.40万元",新浪
1473,2020-09-21,医药外包行业周报：板块回暖 关注商业模式验证中的药筛CRO,新浪
1474,2020-09-21,"康龙化成现2笔大宗交易 共成交2,834.71万元",新浪
1475,2020-09-21,康龙化成(03759.HK)：实控人之一楼小强及其一致行动人质押281.8万股,格隆汇
1476,2020-09-21,康龙化成(300759.SZ)：实控人楼小强及一致行动人质押281.8万股,格隆汇
1477,2020-09-21,医药生物行业周报：CSCO、ESMO大会召开 关注创新药产业链,新浪
1478,2020-09-17,"康龙化成现2笔大宗交易 共成交1,924.40万元",新浪
1479,2020-09-17,医药行业周报：医药品种“调结构” 关注 “快速复苏板块”+“医保降价免疫”,新浪
1480,2020-09-16,"康龙化成现3笔大宗交易 共成交4,372.65万元",新浪
1481,2020-09-15,"康龙化成现2笔大宗交易 共成交2,905.80万元",新浪
1482,2020-09-14,2020半年报总结：行业分化加剧 龙头集中度提升,新浪
1483,2020-09-14,"康龙化成现2笔大宗交易 共成交2,890.80万元",新浪
1484,2020-09-14,医药生物行业跨市场周报：三个机遇和一个可控风险 把握医药反弹的主线,光大证券
1485,2020-09-11,A股早报2020年9月11日星期五,Wind
1486,2020-09-10,[路演]康龙化成：公司致力于持续打造和完善全流程一体化的服务平台,全景网
1487,2020-09-10,【研发CRO榜】《2020中国研发CRO企业20强》隆重发布！,药智网
1488,2020-09-10,【异动股】康龙化成(03759-HK)跌3.49%,财华社
1489,2020-09-08,创新大势下，这些企业有望长期受益,汇聚南药
1490,2020-09-08,"康龙化成现2笔大宗交易 共成交3,036.91万元",新浪
1491,2020-09-07,创业板已无股价低于4元的公司，17只4元股半日最小涨幅为6.29%,Wind
1492,2020-09-06,医药生物行业周报：国产创新药频繁授权海外 继续重点推荐创新药产业链,新浪
1493,2020-09-04,【浙商医药|中报】创新药产业链：本土力量逐步彰显硬实力，制药升级进入兑现期,杏林建研
1494,2020-09-04,【浙商医药|中报总结】Q2改善，选赛道更重要,杏林建研
1495,2020-09-04,【异动股】康龙化成(03759-HK)跌5.12%,财华社
1496,2020-09-04,A股收盘综述：创业板综指低开高走收升0.37%，连续两周录得上涨,Wind
1497,2020-09-04,康龙化成跌近6% 跌破10日均线,新浪
1498,2020-09-04,康龙化成被联想旗下公司减持1% A股跌5%H股跌超5% 减持股份,新浪
1499,2020-09-04,港股异动︱康龙化成(03759)跌超5% 遭君联闻达等股东累计减持794.41万股 减持股份,智通财经
1500,2020-09-04,康龙化成(03759-HK)变更A股保荐代表人,财华社
1501,2020-09-04,医药行业2020年9月投资月报：建议关注IVD化学发光赛道 业绩高增长可期,新浪
1502,2020-09-04,康龙化成(03759)：郑睿接替荆飞担任公司A股保荐代表人,智通财经
1503,2020-09-04,康龙化成(03759)获君联闻达等股东累计减持794.41万股 减持股份,智通财经
1504,2020-09-04,康龙化成(03759.HK)：君联闻达及其一致行动人已减持794.4143万股，比例达到1% 减持股份,格隆汇
1505,2020-09-04,【A股午盘综述】创业板综指半日跌0.83%，资金热炒半导体概念股,Wind
1506,2020-09-04,近两月逾600家公司股东欲减持，股价影响几何,第一财经
1507,2020-09-04,A股中报季900只超预期个股名单,锦缎
1508,2020-09-03,康龙化成(300759.SZ)：君联闻达及其一致行动人已减持794.4143万股 减持股份,格隆汇
1509,2020-09-03,康龙化成：持股5%以上股东君联闻达及其一致行动人股份减持比例达到1% 减持股份,Wind
1510,2020-09-03,医药生物投资周报：医保基金改革加强共济性和监管 龙头药店有望承接统筹基金,新浪
1511,2020-09-03,康龙化成净利劲增197%市值增400亿 半年新增客户超190家,长江商报
1512,2020-09-01,CXO板块持续高景气，该领域企业业绩实现稳步增长,制药网
1513,2020-08-31,泰格医药(300347)：上半年业绩稳定增长 长期看好CRO临床龙头,新浪
1514,2020-08-31,康龙化成(03759.HK)：高速增长期，盈利能力持续提升，给予买入评级，目标价105.2港元,浦发银行
1515,2020-08-28,康龙化成拟建生物医药基地 未来总投资意向35亿元,上证报
1516,2020-08-28,康龙化成(300759.SZ)：拟在宁波杭州湾新区建设生物医药基地项目,格隆汇
1517,2020-08-28,康龙化成：拟在宁波市杭州湾新区建设总额约35亿元生物医药基地项目,格隆汇
1518,2020-08-28,康龙化成(03759)拟在杭州湾新区建设基地 用于生物医药的研发、中试和生产服务等,智通财经
1519,2020-08-28,港股异动 | 康龙化成(3759.HK)涨近9%再创新高 年内累计涨幅逾140%,格隆汇
1520,2020-08-27,康龙化成(300759)：疫情下业绩超预期 海外订单持续流入,新浪
1521,2020-08-27,康龙化成(300759)半年报点评：一体化平台快速推进 把握行业高增长机遇,渤海证券
1522,2020-08-27,康龙化成(300759)2020H1点评：规模效应逐步显现 扣非净利润同比高速增长133%,新浪
1523,2020-08-27,康龙化成中报点评：Q2业绩超预期，一体化布局持续展开【东吴医药朱国广团队】,国广有话说
1524,2020-08-27,【浙商医药|中报】康龙化成：Q2盈利能力明显提升，看好下半年业绩延续快速增长,杏林建研
1525,2020-08-27,康龙化成(300759)：盈利能力提升显着 持续深化全产业链布局,新浪
1526,2020-08-27,康龙化成飙升5% 中期纯利多赚近2倍至4.79亿元,新浪
1527,2020-08-27,港股异动丨康龙化成(03759.HK)涨近5%再创新高 中期净利润大增196.9%,格隆汇
1528,2020-08-27,港股异动︱康龙化成(03759)高开逾4% 中期净利增1.97倍达4.79亿元,智通财经
1529,2020-08-27,康龙化成(300759)2020半年报点评：Q2实现高增长 盈利能力进一步提升,新浪
1530,2020-08-27,券商首次关注11股并给予买入评级（8月27日）,Wind
1531,2020-08-27,【医药】一体化平台快速推进，把握行业高增长机遇——康龙化成（300759）2020年半年报点评——增持,渤海证券研究
1532,2020-08-26,康龙化成(03759)中期股东应占利润4.79亿元 同比增长1.97倍,智通财经
1533,2020-08-26,康龙化成(03759.HK)中期净利润增长196.9%至4.79亿元引入逾190家新客户,格隆汇
1534,2020-08-26,康龙化成：上半年净利润4.79亿元 同比增长197%,网易
1535,2020-08-26,康龙化成(300759.SZ)半年度净利润升196.89%至4.79亿元,格隆汇
1536,2020-08-26,康龙化成：上半年净利润同比增长196.89%,Wind
1537,2020-08-26,康龙化成升逾5%破顶 报93港元,新浪
1538,2020-08-25,8月A股新增近千亿减持计划，五行业占比超90%,Wind
1539,2020-08-23,太平洋医药行业周报：新冠为检测行业带来的不止业绩 还有渗透率提升,新浪
1540,2020-08-21,7个月减免企业社保费27.7亿元,北京商报
1541,2020-08-20,【浙商医药|周报】从中报看医药：业绩回暖，器械+CXO增速领跑行业,杏林建研
1542,2020-08-20,【权益变动】康龙化成(03759-HK)获摩根大通增持2.63万股,财华社
1543,2020-08-19,医药行业周报：如何看待近期医药的回调？,新浪
1544,2020-08-19,医药生物行业投资周报：保持定力紧抓优势赛道龙头 疫情股侧重长期影响和疫苗临床进展,新浪
1545,2020-08-17,77股获券商买入评级 荣盛发展目标涨幅达59.39%,Wind
1546,2020-08-15,神秘的国调基金：抢占“新经济”高地,Wind
1547,2020-08-14,康龙化成(03759.HK)获摩根大通增持2.63万股,格隆汇
1548,2020-08-13,康龙化成(300759)首次覆盖报告：一体化平台不断完善 业务高增长可期,创业板
1549,2020-08-13,【权益变动】康龙化成(03759-HK)获HSBCGlobalAssetMgt(HongKong)增持7.97万股,财华社
1550,2020-08-12,康龙化成(03759.HK)8月26日举行董事会会议以审批中期业绩,格隆汇
1551,2020-08-12,8月A股日均52份减持计划，热门行业成“重灾区”,Wind
1552,2020-08-12,股价上涨682%，220亿药物安评龙头股价承压 持续研发能力待考,华夏时报
1553,2020-08-10,医药生物行业周报：中报窗口期继续看好业绩高增长板块 持续推荐有实力能兑现的疫苗公司,新浪
1554,2020-08-10,医药行业周报：建议关注药店 关注业绩高增长、政策变化和估值性价比,新浪
1555,2020-08-09,【浙商医药|周报】A+H已成大势，药筛CRO不断突破行业天花板,杏林建研
1556,2020-08-09,【平安生物】港股医药策略报告：优质标的集会，长期配置优选,--
1557,2020-08-07,今天，泰格医药登陆港交所！2020年以来亚洲生物医药最大规模IPO诞生,汇聚南药
1558,2020-08-07,“蓄洪”的商誉！泰格医药今日闯关H股，来日是否可期？,新浪医药
1559,2020-08-07,国内CRO出海记：临床CRO头部公司泰格医药今日港股上市,21世纪经济报道
1560,2020-08-07,风口观察｜107家公司预减持机械设备行业占14%，慈星股份高位减持疑点重重 减持股份,21世纪经济报道
1561,2020-08-07,康龙化成港A两地均现大跌！两股东大减持来了 连续下跌,金融界
1562,2020-08-07,康龙化成A+H齐跌 俩股东拟减持不超9%公司A股股份 拟减持股份,格隆汇
1563,2020-08-07,港股异动 | 康龙化成(03759)A股跌8% H股跌4% 两股东拟减持合计不超9%公司A股股份 拟减持股份,智通财经
1564,2020-08-07,百元股康龙化成迎考验，股东拟变现76亿,搜狐
1565,2020-08-06,康龙化成(03759)两股东拟减持合计不超9%公司A股股份 拟减持股份,智通财经
1566,2020-08-06,康龙化成(03759.HK)俩股东拟减持不超9%公司A股股份 拟减持股份,格隆汇
1567,2020-08-06,FIDELITY INVESTMENT TRUST减持康龙化成(03759)约12.42万股，每股作价约85.45港元 减持股份,智通财经
1568,2020-08-06,康龙化成：君联闻达及君联茂林拟合计减持不超9%股份 减持股份,第一财经
1569,2020-08-06,注意！康龙化成：两股东拟减持合计不超过7149万股 拟减持股份,每日经济新闻
1570,2020-08-06,康龙化成：君联闻达及其一致行动人合计拟减持不超过总股本9% 拟减持股份,Wind
1571,2020-08-06,康龙化成(300759.SZ)：君联闻达及其一致行动人拟合计减持不超9%股份 减持股份,格隆汇
1572,2020-08-06,【权益变动】康龙化成(03759-HK)被FIDELITYINVESTMENTTRUST减持12.42万股 减持股份,财华社
1573,2020-08-05,兴证医药2020年8月投资月报：再论大创新时代的创新疫苗,新浪
1574,2020-08-04,盘点今年闪耀在医疗健康赛道的新晋富豪们,福布斯
1575,2020-08-04,医药生物行业从维亚生物看研发产业链早期公司商业模式：“服务延伸＋投资孵化” 药筛公司突破CXO天花板,新浪
1576,2020-08-04,医药生物行业报告：疫情后周期拥抱医药新基建和大消费 重点关注疫苗赛道,新浪
1577,2020-08-04,康龙化成(03759.HK)遭FMR LLC减持7.87万股 减持股份,格隆汇
1578,2020-08-03,6只次新股股价已破发（附名单） 连续下跌,证券时报网
1579,2020-08-02,量子生物：16亿元商誉恐将爆雷 资产异常,证券市场周刊
1580,2020-08-01,老虎证券：泰格医药，十倍大牛股？,和讯
1581,2020-07-31,康龙化成上半年净利润预增180%-210%,中国证券网
1582,2020-07-30,2020年8月份上海证券研究所投资组合报告,新浪
1583,2020-07-30,康龙化成(03759.HK)遭FIDELITYINVESTMENTTRUST减持12.42万股 减持股份,格隆汇
1584,2020-07-29,市场交易主力资金系列：红筹回归&CDR全景投资手册,新浪
1585,2020-07-28,康龙化成(03759)选举 Kexin Yang 为监事会主席,智通财经
1586,2020-07-28,康龙化成(03759)选举 Boliang Lou为董事长,智通财经
1587,2020-07-28,康龙化成(03759.HK)选举Boliang Lou为董事长,格隆汇
1588,2020-07-28,康龙化成：董事会监事会完成换届选举及聘任高级管理人员 董监高成员变化,Wind
1589,2020-07-28,医药生物行业周报：下半年工作重点发布 布局防疫和创新主线,新浪
1590,2020-07-28,【权益变动】康龙化成(03759-HK)被摩根大通减持38.84万股 减持股份,财华社
1591,2020-07-28,港股盘前必读：泰格寻求在香港IPO中募资至多14亿美元,Wind
1592,2020-07-28,康龙化成(03759.HK)遭FMRLLC减持7.87万股 减持股份,格隆汇
1593,2020-07-27,小摩减持康龙化成(03759)38.84万股，每股作价约89.58港元,智通财经
1594,2020-07-27,在A股打拼了近8年、高瓴资本热捧的泰格医药于7月19日通过了港交所聆讯，据传本周将开始招股。大家都说泰格医药是国内CRO(药物研发外包服务)龙头企业，但我们似乎已经知道国内的CRO龙头企业是药明康德、康龙化成，但为什么还称泰格为国内CRO龙头企业呢？另外，泰格医药又有什么过人之处让高瓴资本两次购买其股份呢？,富途证券
