,2021-12-29,北向资金年末交投持续低迷净买入逾6亿元，连续4日加仓宁德时代累计扫货超20亿,Wind
1569,2020-07-30,君正集团：对大安制药不控股，大安制药为公司的参股公司,Wind
1570,2020-07-30,上海证券交易所2020年07月30日主板交易信息,上交所
1571,2020-07-30,全球股市齐跳水！A股高开低走沪指震荡跌市场不确定风险增加,财华社
1572,2020-07-30,龙虎榜：孙哥6.2亿重仓加码赵老哥减仓被瞬间接盘,金融界
1573,2020-07-30,龙虎榜机构新动向：净买入14股净卖出10股,证券时报网
1574,2020-07-30,机构今日买入这16股，抢筹万年青1.3亿元丨牛熊眼,第一财经
1575,2020-07-30,涨停板解密：三板块个股逆市被抢筹！（7月30日）,Wind
1576,2020-07-30,两大因素影响市场做多热情，明天要调整了？,中财网
1577,2020-07-30,中国股市：大盘3300没守住，周五迎来大跌？股市希望还在吗？,中财网
1578,2020-07-30,7月30日复盘：新的机会来了吗？ 主力资金出击7股,新浪
1579,2020-07-30,【新华500】新华500指数（989001）30日震荡跌0.5%,新华网
1580,2020-07-30,A股收评：上证指数震荡跌0.23%，医药、风电概念股大涨,格隆汇
1581,2020-07-30,涨停板复盘：指数全天弱势震荡 风电板块午后崛起,新浪
1582,2020-07-30,巨丰收评：大盘冲高回落 军工金融领跌,巨丰财经
1583,2020-07-30,收评：沪指跌0.23%创业板指跌0.86%风电板块午后崛起,金融界
1584,2020-07-30,容维证券：短期调整即是机会 建议关注基础消费,新浪
1585,2020-07-30,涨停股复盘：12股封单超亿元,证券时报网
1586,2020-07-30,新农股份涨9.58%，股价创历史新高,证券时报网
1587,2020-07-30,【A股收盘综述】上证指数震荡跌0.23%，疫苗产业链持续受追捧,Wind
1588,2020-07-30,蚂蚁、疫苗双概念加持 这只个股9天涨120% 但北上资金越涨越卖！,e公司
1589,2020-07-30,新冠疫苗连传好消息，还有“大肉签”要来，行业进入黄金发展期丨牛熊眼,第一财经
1590,2020-07-30,午评：两市震荡盘整沪指微涨疫苗、医药板块受资金追捧,金融界
1591,2020-07-30,午评：外资出逃股指震荡，疫苗板块强者恒强,新浪
1592,2020-07-30,78只股上午收盘涨停(附股),证券时报网
1593,2020-07-30,三大股指横盘震荡 生物疫苗板块涨幅居前,上证报
1594,2020-07-30,巨丰午评：沪指围绕3300点拉锯 生物医药板块井喷,巨丰财经
1595,2020-07-30,专题：资金流入，血液制品、肺炎检测、工业大麻领涨,Wind
1596,2020-07-30,【A股午盘综述】沪指围绕3300点拉锯，疫苗概念股再受追捧,Wind
1597,2020-07-30,君正集团大涨7.78%，领涨化学原料行业,中新经纬
1598,2020-07-30,7月30日早盘两市机构大单抢筹40股(名单),金融界
1599,2020-07-30,生物疫苗概念持续走强 瑞普生物等多股涨停,中国经济网
1600,2020-07-30,生物疫苗板块快速上涨 君正集团、博晖创新、万泰生物涨停 多股大涨,金融界
1601,2020-07-30,【异动股】生物疫苗板块拉升，博晖创新(300318-CN)涨停,财华社
1602,2020-07-30,水泥板块快速走高,第一财经
1603,2020-07-30,生物疫苗板块表现强势 博晖创新、万泰生物封板,上证报
1604,2020-07-30,君正集团再度触及涨停，9日内暴涨1.2倍,Wind
1605,2020-07-30,投资情报丨核酸检测概念迎利好；中一签能赚20万+？史上第二高发行价来了,21世纪经济报道
1606,2020-07-30,A股早报2020年7月30日星期四,Wind
1607,2020-07-30,牛市感觉又回来了，万亿成交、百股涨停！投资重点在哪里?,Wind
1608,2020-07-30,猎鹰看盘：反弹能否延续？市场回暖重点把握短线机会！,金融界
1609,2020-07-30,沪指涨2%！万亿成交百股涨停 更有新股1天赚10万,Wind
1610,2020-07-30,沪指重现2%升幅！万亿成交、百股涨停，251家公司创本月新高，更有新股一天赚10万,Wind
1611,2020-07-30,南财早新闻丨美联储维持利率不变美股集体收涨；注资银行的2000亿专项债额度下达至18省,21世纪经济报道
1612,2020-07-30,君正集团9年盈利116亿 股价七天六涨停杜江涛财富增90亿,长江商报
1613,2020-07-30,美二季度GDP恐大跌35%！鲍威尔仍按兵不动,中国财富网
1614,2020-07-30,险企股权变动频繁，年内变更事项已发生33例,Wind
1615,2020-07-30,险企股权变动频繁 年内变更事项已发生33例,证券日报
1616,2020-07-30,行情胶着有利榜首巩固,南方财经网
1617,2020-07-30,越声理财：市场缩量反弹 布局中报业绩确定高增长品种,南方财经网
1618,2020-07-29,【东北基础化工】日报/宁夏纳达和宁夏格润拟建马拉硫磷、螺虫乙酯等多个农药原药、制剂及中间体产能 20200821,东北基础化工
1619,2020-07-29,A股头条之上市公司（7.30）,金融界
1620,2020-07-29,29日晚公告精选丨达安基因上半年业绩增11.6倍；中国移动拟减持科大讯飞,21世纪经济报道
1621,2020-07-29,君正集团：目前主营无血制品业务 蚂蚁金服拟上市事项不会对公司经营产生影响,中国证券网
1622,2020-07-29,沪股通现身3只个股龙虎榜,证券时报网
1623,2020-07-29,刀锋：重返万亿，紧盯这路资金动向！(附龙头股复盘),新浪
1624,2020-07-29,涉蚂蚁金服概念，君正集团七天暴涨逾八成，晚间提示风险丨热公司,第一财经
1625,2020-07-29,营业部最青睐个股曝光3股净买入超5000万,证券时报网
1626,2020-07-29,交易异动！君正集团：不存在应披露而未披露的信息 近3个交易日上涨26.95%,每日经济新闻
1627,2020-07-29,君正集团：蚂蚁金服拟上市事项不会对公司生产经营产生影响,格隆汇
1628,2020-07-29,君正集团：股价近期涨幅异常，无应披而未披露的重大事项,Wind
1629,2020-07-29,君正集团龙虎榜数据（7月29日）,Wind
1630,2020-07-29,游资情报｜溧阳路“孙哥”火力全开：强势扫货6只热门股；出货1只蚂蚁概念股！,每日经济新闻
1631,2020-07-29,7月29日龙虎榜，机构青睐这5股,证券时报网
1632,2020-07-29,龙虎榜：孙哥大幅加仓科技股赵老哥海康威视仍揪住不放,金融界
1633,2020-07-29,涨停板解密：医药股又现涨停潮！（7月29日）,Wind
1634,2020-07-29,北上资金杀回马枪，A股大涨251家公司创新高,Wind
1635,2020-07-29,7月29日复盘：大涨之下能上车了吗？主力资金出击16股,新浪
1636,2020-07-29,明日股市五大猜想：券商行业大洗牌，活跃资金见风使舵(附股),新浪
1637,2020-07-29,1189亿资金争夺20股：主力资金重点出击16股(名单),新浪
1638,2020-07-29,收评：成交额再超万亿！沪指涨2.06%创业板指涨3.78%疫苗股遭爆炒,金融界
1639,2020-07-29,涨停板复盘：创业板指大涨近4% 两市成交额重回万亿,新浪
1640,2020-07-29,内蒙首富持续质押成谜 负债百亿 君正股价却翻倍：蚂蚁金服催高？ 偿债能力下降,搜狐
1641,2020-07-29,A股收盘综述：上证指数涨逾2%逼近3300点，疫苗概念股掀涨停潮,Wind
1642,2020-07-29,7月29日午后两市机构大单抢筹40股(名单),金融界
1643,2020-07-29,刚刚，北上资金紧急抢筹A股！最新国家队重仓股曝光,证券时报网
1644,2020-07-29,港股盘中技术分析（2020年7月29日）,--
1645,2020-07-29,北上资金紧急抢筹A股！最新国家队重仓股曝光，二季度股价涨幅惊人,证券时报网
1646,2020-07-29,午评|三大股指低开高走 医药板块领涨,新浪
1647,2020-07-29,午评：沪指涨1.05%创业板指涨2.41%疫苗、券商等板块抢眼北向资金净流入超70亿元,金融界
1648,2020-07-29,A股午盘综述：上证指数涨逾1%，接连收复5日、10日均线,Wind
1649,2020-07-29,7月29日早盘主力巨资抢筹四大板块(附股),金融界
1650,2020-07-29,融资客青睐2股，淮河能源买入占比高达34.06%,Wind
1651,2020-07-29,15股获杠杆资金净买入超亿元,证券时报网
1652,2020-07-29,A股融资融券日报：两融余额增加24.98亿元（7月28日）,Wind
1653,2020-07-28,君正集团七天股价暴涨逾八成 一股东计划下月减持 减持股份,大众证券报
1654,2020-07-28,新能源汽车万亿蓝海，短期估值有点贵,腾讯网
1655,2020-07-28,王者解盘：展鹏科技天地板，这类个股风险巨大,金融界
1656,2020-07-28,7月28日主力资金净流出200亿元,证券时报网
1657,2020-07-28,7月28日复盘：静待转强上攻 主力资金出击10股,新浪
1658,2020-07-28,1049亿资金争夺20股：主力资金重点出击10股(名单),新浪
1659,2020-07-28,涨停板解密：食品、化工、汽车个股纷纷受追捧！（7月28日）,Wind
1660,2020-07-28,涨停板复盘：股指全天缩量震荡 资金青睐防御板块,新浪
1661,2020-07-28,【新华500】新华500指数（989001）28日涨0.96% 全天震荡盘整,新华网
1662,2020-07-28,102只股涨停最大封单资金4.14亿元,证券时报网
1663,2020-07-28,67只股上午收盘涨停(附股),证券时报网
1664,2020-07-28,7月28日午盘主力巨资抢筹四大板块(附股),金融界
1665,2020-07-28,新华500指数午盘报4886.76点 涨0.75%,新华网
1666,2020-07-28,7月28日早盘两市机构大单抢筹40股(名单),金融界
1667,2020-07-28,君正集团涨停，换手率2.37%,中新经纬
1668,2020-07-28,君正集团强势封板，蚂蚁金服概念股纷纷拉升,Wind
1669,2020-07-28,猎鹰看盘：成交量萎缩市场回归常态 十字星后能否反弹？,金融界
1670,2020-07-28,揭秘北上资金：连续5日减仓这69只个股（附名单）,每日经济新闻
1671,2020-07-27,君正集团(601216.SH)：拉萨盛泰合计向大安制药支付增资款11.19亿元,格隆汇
1672,2020-07-27,君正集团大跌5.97%，成交1.36亿,中新经纬
1673,2020-07-27,6股获融资净买入额超亿元 贵州茅台居首,证券时报网
1674,2020-07-27,透视一周20大牛熊股：为什么它们能跑出来？,21世纪经济报道
1675,2020-07-26,麦论解盘：周K线3152点会力守反击,南方财经网
1676,2020-07-25,【方正化工】化工周报：涤纶长丝、PTA价格上涨，化工龙头迎来布局良机,靠谱化工股
1677,2020-07-25,【东北基础化工】日报/国光股份拟发3.2亿元可转债用于技改20200725,东北基础化工
1678,2020-07-24,24日晚公告精选丨又有两家科创板公司遭减持,21世纪经济报道
1679,2020-07-24,19股获主力资金净流入超亿元 酷特智能获净流入最多,证券时报网
1680,2020-07-24,【东北基础化工】日报/中化化肥与中国化工订立化肥框架协议20200724,东北基础化工
1681,2020-07-24,主力资金：主力暴力砸盘3只券商股 出逃资金超72亿,新浪
1682,2020-07-24,沪指击穿3200点，超3500股下跌，机构猜测大跌根源！抗跌股太稀缺，逆市新高股仅剩8只,证券时报
1683,2020-07-24,1175只个股今日尾盘资金净流入,证券时报网
1684,2020-07-24,【新华500】新华500指数（989001）23日收盘跌4.59%,新华网
1685,2020-07-24,7月24日复盘：下周有望先抑后扬 百亿资金撤离券商股,新浪
1686,2020-07-24,容维证券：股指大幅下挫 仍有向下寻找支撑要求,证券时报网
1687,2020-07-24,涨停板复盘：三大指数单边下挫 飘红个股不足300只,新浪
1688,2020-07-24,7月24日午盘两市机构大单抢筹40股(名单),金融界
1689,2020-07-24,股海导航 7月24日沪深股市公告提示,新浪
1690,2020-07-24,【中证盘前】今年首只翻倍基金诞生；多家公司申报免税品经营资质；特斯拉跌近5%；金价逼近历史高位,中证报
1691,2020-07-24,A股头条：科创板解禁后迎首批减持计划，美股在科技股拖累下集体收跌,金融界
1692,2020-07-23,周五最新重磅公司新闻集锦(07月24日),证券之星
1693,2020-07-23,A股头条之上市公司（7.24）,金融界
1694,2020-07-23,上市公司晚间利空汇总：沃尔德部分股东及董监高等拟合计减持不超9.08％,金融界
1695,2020-07-23,7月23日晚间影响市场消息汇总 突发！科创板第一批减持来了：最高减14%,银河股票资讯
1696,2020-07-23,涨停潮！疫苗连传好消息，下半年医改重点任务已敲定,中证报
1697,2020-07-23,公告精选：又有两家公司申报免税商品经营资质；多家科创板公司拟减持,e公司
1698,2020-07-23,君正集团：股东拟减持不超2%股权 拟减持股份,证券时报网
1699,2020-07-23,注意！君正集团：持股5%以上股东拟减持不超过约1.69亿股,每日经济新闻
1700,2020-07-23,君正集团：除均为天弘基金股东外，与蚂蚁金服无其他关系,Wind
1701,2020-07-23,三连板的君正集团(601216.SH)：田秀英拟减持不超1.69亿股,格隆汇
1702,2020-07-23,君正集团：股东拟减持不超2%股权 拟减持股份,e公司
1703,2020-07-23,三连板君正集团：股东田秀英拟6个月内减持不超2%,Wind
1704,2020-07-23,41股每笔成交量增超50%,证券时报网
1705,2020-07-23,【新华500】新华500指数（989001）23日收盘涨2.73%,新华网
1706,2020-07-23,7月23日复盘：A股向好趋势未变 主力资金出击12股,新浪
1707,2020-07-23,涨停板复盘：创指下探回升涨逾1% 军工股表现亮眼,新浪
1708,2020-07-23,96只股涨停最大封单资金2.78亿元,证券时报网
1709,2020-07-23,收评：三大指数探底回升沪指跌0.2% 疫苗板块再走强,新浪
1710,2020-07-23,疫苗板块早盘再度走强 君正集团涨停｜板块牛熊榜,第一财经
1711,2020-07-23,君正集团(601216.SH)连续3日涨停澄清蚂蚁金服上市事项不会对公司经营产生影响,格隆汇
1712,2020-07-23,“不老药”又爆发了，无惧A股调整！龙头11个交易日翻倍，这些公司也在涉足,证券时报
1713,2020-07-23,无惧A股调整“不老药”又爆发 龙头11个交易日翻倍,e公司
1714,2020-07-23,午评：沪指跌1.19%再失3300点军工板块逆势爆发,金融界
1715,2020-07-23,48只股上午收盘涨停(附股),证券时报网
1716,2020-07-23,午间资金流复盘：军工板块强势拉升后回落科技股资金大幅流出,金融界
1717,2020-07-23,沪指半日跌1.19%科创50指数跌1.18%,中新经纬
