,2021-12-29,卓胜微：公司已逐步推出适用于5G通信标准中sub-6GHz频段的产品并实现量产出货,每日经济新闻
1280,2020-09-30,卓胜微：股东姚立生拟减持公司总股本的1% 拟减持股份,格隆汇
1281,2020-09-30,卓胜微：董事姚立生计划减持不超1%股份 拟减持股份,Wind
1282,2020-09-29,电子行业日报：存储芯片大厂铠侠取消IPO计划,新浪
1283,2020-09-27,电子行业周报：LCD市场集中度加速提升 苹果产业链或于Q4放量,新浪
1284,2020-09-27,疯狂接盘医药股！机构借道大宗交易一周狂买近60亿元,上证报
1285,2020-09-23,机构抱团撬动次新股！昨扫货5个多亿，今收获“一字板”,上证报
1286,2020-09-22,《周观点》系列：电子周报：华为芯片供应迎转机助力预期改善 PCB预期修复毛正,新浪
1287,2020-09-22,A股早报2020年9月22日星期二,Wind
1288,2020-09-21,卓胜微9月21日大宗交易成交3.01亿元,证券时报网
1289,2020-09-21,A股共发生136宗大宗交易成交42.34亿元,Wind
1290,2020-09-21,"卓胜微现1笔大宗交易 共成交30,068.80万元",新浪
1291,2020-09-20,电子行业每周市场动态追踪：苹果发布IWATCH及IPAD新机 持续引领IOT创新,新浪
1292,2020-09-19,机构密集调研11家手机产业链公司,Wind
1293,2020-09-19,机构密集调研11家手机产业链公司 苹果5G手机拉货有望提振产业链,中证报
1294,2020-09-19,苹果5G手机拉货有望提振产业链 机构已密集调研,中证报
1295,2020-09-18,抱团科技股公募基金无惧调整风浪，爆款产品舵手加大力度调研相关公司,红周刊
1296,2020-09-17,"卓胜微现3笔大宗交易 共成交4,421.74万元",新浪
1297,2020-09-15,"卓胜微现2笔大宗交易 共成交6,892.58万元",新浪
1298,2020-09-14,高位回调分歧渐显，机构关注重心未曾改变,Wind
1299,2020-09-14,电子行业周报：苹果新品即将发布 关注消费电子产业机遇,新浪
1300,2020-09-14,A股收盘综述：创业板综指放量升3%超80股涨超10%，成交金额再超沪市,Wind
1301,2020-09-14,A股午盘综述：创业板综指半日升3.08%共71股涨超10%，成交金额再超沪市,Wind
1302,2020-09-14,芯片板块连续拉升，韦尔股份、沪硅产业-U、中微公司、寒武纪-U、芯原股份-U等集体上涨,Wind
1303,2020-09-13,电子行业周报：静待苹果发布会 关注消费电子产业链,华安证券
1304,2020-09-11,卓胜微：持续增长,半导体风向标
1305,2020-09-11,卓胜微拟定增30亿元遭问询 否认重复建设及前期募投项目延缓 问询,GPLP犀牛财经
1306,2020-09-10,卓胜微：公司有GPS产品可用于北斗,Wind
1307,2020-09-10,8月份国联安2只权益基金跌超9% 重仓科技股悲催了,中国经济网
1308,2020-09-09,【行情】半导体板块持续走弱，帝科股份跌8%，捷捷微电、台基股份、扬杰科技、卓胜微走弱,金十数据
1309,2020-09-08,卓胜微回复问询函：3个募投项目的实施情况及进展有助于公司把握市场机遇 问询,Wind
1310,2020-09-07,创业板已无股价低于4元的公司，17只4元股半日最小涨幅为6.29%,Wind
1311,2020-09-07,九月首周机构密集调研189家公司，QFII斥资逾31亿元加仓16只潜力股！,上游新闻
1312,2020-09-07,获114家机构集体关注！曾涨11倍的“牛股神话”要回来了吗？,21世纪经济报道
1313,2020-09-06,【华西电子孙远峰团队】信维通信*系列一张图⑤-持续推荐,远峰电子
1314,2020-09-06,电子行业每周市场动态追踪：持续看好行业Q3表现 中美科技分叉倒逼长期发展,新浪
1315,2020-09-06,A股市场策略周报：风格切换之辩：大音希声,新浪
1316,2020-09-04,卓胜微(300782.SZ)：实控人之一冯晨晖解质93.6万股,格隆汇
1317,2020-09-04,海晨股份：“卓胜微”不是公司客户，“海王星辰”与公司无关系,Wind
1318,2020-09-04,一款“热搜”基金非理性追逐：爆款基金的“投资陷阱”？,21世纪经济报道
1319,2020-09-02,电子行业2020年半年度总结和9月投资策略：军工、红外和苹果产业链持续高景气,光大证券
1320,2020-09-02,A股8月12位董事长套现过亿，9月37家公司拟年内减持 减持股份,21世纪经济报道
1321,2020-09-01,16年历史铁律将重现？9月还看科技股？,中证报
1322,2020-09-01,电子行业周报：苹果产业链持续向好 半导体韧性依旧,新浪
1323,2020-09-01,复盘沪指失守3400点：MSCI调仓生效，北上半日卖出百亿,Wind
1324,2020-09-01,沪指冲高回落失守3400点，北向资金净流出逾80亿元,Wind
1325,2020-09-01,61家半导体公司中报“交卷”：超六成业绩增长，两家营收逾百亿,Wind
1326,2020-08-31,北向资金午后狂卖逾100亿，发生了什么？,Wind
1327,2020-08-31,外资午后发动突袭，A股缘何突然杀跌？,券商中国
1328,2020-08-31,卓胜微：公司暂未进入“苹果”供应链,Wind
1329,2020-08-31,32家集成电路公司研发投入比超8.5% 4家市值超千亿10家股价年内翻倍,长江商报
1330,2020-08-30,【华西电子孙远峰团队-持续推荐深天马A】盈利能力显著改善，半年报业绩超预期,远峰电子
1331,2020-08-29,二季度QFII新进增持179只个股,Wind
1332,2020-08-28,【中报点评】卓胜微：2020H1业绩同比+130.99%，5G与国产替代助力崛起,吉森电子研究
1333,2020-08-28,【华西电子孙远峰团队-持续推荐卓胜微】中报继续超预期，持续完善产品布局,远峰电子
1334,2020-08-28,拆财报丨超级“黑马”卓胜微收入利润增长放缓，研发支出占比减少 盈利能力下降,21世纪经济报道
1335,2020-08-28,【国元电子】卓胜微：5G射频国产化加速，公司全年有望高增长,茂飞电子研究
1336,2020-08-28,卓胜微上半年业绩和研发投入双增长,上证报
1337,2020-08-27,卓胜微(300782.SZ)：上半年净利升130.99%至3.53亿元,格隆汇
1338,2020-08-27,卓胜微：上半年净利润同比增长130.99%,Wind
1339,2020-08-26,全球芯片巨头透露重磅信息，3纳米芯片预计明年问世！,证券时报
1340,2020-08-26,卓胜微：业绩超预期（附点评）,Ofweek
1341,2020-08-26,北向资金动向盘点：反手加仓茅台，但“食药”持仓占比已达31.3%,Wind
1342,2020-08-25,海特高新今年业绩成倍增长 射频滤波器芯片打破国外垄断的希望,电子产品世界
1343,2020-08-24,【华西电子孙远峰团队-持续推荐立讯精密】半年报超预期，持续拓宽业务边界,远峰电子
1344,2020-08-24,【华西电子孙远峰团队】信维通信*系列一张图④-持续推荐,远峰电子
1345,2020-08-24,卓胜微(300782.SZ)：实控人之一冯晨晖质押98.34万股,格隆汇
1346,2020-08-24,消费电子行业周报：美国修改华为实体清单 PC、平板厂商表现稳定,新浪
1347,2020-08-23,创业板注册制明天开闸！11件大事不得不知，史上十大活跃股曝光,新浪
1348,2020-08-23,科技硬件周报：投资人关注半导体板块调整与中报业绩,新浪
1349,2020-08-23,创业板注册制周一开市！20%涨跌幅要来了 一图秒懂交易新规,金融投资网
1350,2020-08-23,一图秒懂创业板交易新规！11件大事不得不知，创业板史上十大活跃股曝光，最牛股涨幅超64倍，业绩连增股稀缺（附名单）,证券时报
1351,2020-08-22,电子行业周报：关注中报披露 拥抱高确定性核心标的,华安证券
1352,2020-08-20,紫光国微(002049)2020年半年报点评：20H1和20Q3业绩大增 中国特种芯片之王步入快速成长通道,光大证券
1353,2020-08-19,【华西电子孙远峰团队】信维通信*系列一张图③-持续推荐,远峰电子
1354,2020-08-19,减持！卓胜微：持股5%以上股东南通金信减持约180万股，比例达到1% 减持股份,每日经济新闻
1355,2020-08-19,卓胜微(300782.SZ)：持股5%以上股东南通金信累计减持1%股份 减持股份,格隆汇
1356,2020-08-19,卓胜微：南通金信合计减持比例达总股本1% 减持股份,Wind
1357,2020-08-19,独家调查|经纬辉开进军半导体变故丛生与合作方“死结”难解,财联社
1358,2020-08-19,谷歌大动作 在17个地区测试6GHz网络 WiFi 6风口来了,金融界
1359,2020-08-17,【华西电子孙远峰团队-持续推荐晶丰明源】技术创新驱动核心竞争力，专注模拟赛道,远峰电子
1360,2020-08-17,涨近8成，超5成预喜：半导体国产替代愈演愈烈,Wind
1361,2020-08-15,绩优滞涨的科技股名单来袭！千亿华为概念股业绩翻10倍，两大活跃资金加仓股仅6只，射频芯片龙头在列,证券时报
1362,2020-08-14,MSCI指数调整9月1日正式生效套利机会来了吗,每日商报
1363,2020-08-14,MSCI指数微调 外资流入趋势料将持续,上证报
1364,2020-08-14,京沪高铁、中芯国际调入MSCI 北向资金流入放缓进入“观望期”,21世纪经济报道
1365,2020-08-14,"3只A股调入MSCI 北向资金流入放缓进入""观望期""",21世纪经济报道
1366,2020-08-13,Wi-Fi：景气度确认,半导体风向标
1367,2020-08-13,20股流入近47亿元！半年报预喜股持续吸金 还有个股刚被纳入MSCI,中国财富帮
1368,2020-08-13,MSCI季度调整新纳入了京沪高铁、邮储银行、卓胜微、中芯国际等，如何踩点配置？,21世纪经济报道
1369,2020-08-13,20股流入近47亿元！这份“藏宝图”你敢“抄”吗,中国财富帮
1370,2020-08-13,MSCI指数调整！快看哪些A股纳入,上证报
1371,2020-08-12,北向资金此前整体流出的态势或已接近尾声,Wind
1372,2020-08-10,"卓胜微现3笔大宗交易 共成交1,376.28万元",新浪
1373,2020-08-10,卓胜微今日大宗交易成交3.64万股，成交价378.1元折价9.54%,Wind
1374,2020-08-07,大数据揭秘：中美十倍股拥有四大共性,证券时报网
1375,2020-08-07,大数据揭秘:中美十倍股拥有四大共性,证券时报
1376,2020-08-06,电子行业动态研究：利好政策落地 集成电路拐点趋势不变,新浪
1377,2020-08-05,"卓胜微现4笔大宗交易 共成交5,992.76万元",新浪
1378,2020-08-05,主力凶猛扫货芯片股，9股上亿资金杀入！,证券时报网
1379,2020-08-05,科技行业日报：三星取得思科与谷歌的芯片代工订单,新浪
1380,2020-08-05,最高免10年所得税！集成电路和软件业再迎政策利好,Wind
1381,2020-08-04,卓胜微(300782.SZ)：申请向特定对象发行股票收到深交所审核问询函 问询,格隆汇
1382,2020-08-03,卓胜微现2笔大宗交易 共成交856.98万元,新浪
1383,2020-08-02,A股7月跑赢全球主要股指，后市将如何演绎,第一财经
1384,2020-08-01,7月A股减持额近千亿，科技龙头不惧减持逆势而上,Wind
1385,2020-07-31,"卓胜微现3笔大宗交易 共成交1,000.29万元",新浪
1386,2020-07-31,国产芯片巨头的手机战事,36氪
1387,2020-07-31,最强减持月逾700亿出逃，龙头公司却逆风飞翔,Wind
1388,2020-07-30,科技行业日报：高通与华为达成专利和解,新浪
1389,2020-07-30,信息科技行业动态点评：加快集成电路发展 产业链公司齐头并进,新浪
1390,2020-07-29,电子行业周报：集成电路生产恢复 5G智能手机价格下探,新浪
1391,2020-07-29,A股共发生171宗大宗交易成交46.8亿元（7月29日）,Wind
1392,2020-07-29,"卓胜微现1笔大宗交易 共成交7,649.20万元",新浪
1393,2020-07-29,减持！卓胜微：股东IPV CAPITAL I HK LIMITED累计减持约207万股 减持股份,每日经济新闻
1394,2020-07-29,卓胜微(300782.SZ)：持股5%以上股东IPV累计减持206.9万股 减持股份,格隆汇
1395,2020-07-29,走进“芯”时代系列深度之三十一“射频PA”：射频PA革新不止 万物互联广袤无限,新浪
1396,2020-07-29,科技行业日报：台积电获得英特尔6NM芯片订单,新浪
1397,2020-07-28,卓胜微：减持计划完成 宁波联利期间减持约180万股 减持股份,每日经济新闻
1398,2020-07-28,卓胜微：宁波联利累计减持1%股份 减持股份,Wind
1399,2020-07-28,卓胜微(300782.SZ)：持股5%以上股东宁波联利减持179.99万股减持计划实施完毕 减持股份,格隆汇
1400,2020-07-28,缩量反弹调整未结束？北上资金大笔调仓白酒医药,Wind
1401,2020-07-28,A股早报2020年7月28日星期二,Wind
1402,2020-07-27,"卓胜微现12笔大宗交易 共成交26,965.20万元",新浪
1403,2020-07-27,芯片股表现活跃，通富微电、中国长城涨停,Wind
1404,2020-07-26,科技硬件周报(7/25)：关注市场波动和美股业绩期,新浪
1405,2020-07-26,电子行业每周市场动态追踪：消费终端需求回暖 看好三季度机会,新浪
1406,2020-07-26,电子元件行业周报：电子行业2020Q2基金持仓分析-板块持仓环比大增 消费电子增配明显,新浪
1407,2020-07-26,本周共有25只个股连跌5日及以上，多只热门股和白马股同样榜上有名,Wind
1408,2020-07-24,半导体产业下半年景气度可期，国产替代仍是主线,Wind
1409,2020-07-23,卓胜微：重磅报告（110页）,半导体风向标
1410,2020-07-22,注意！卓胜微：宁波联利减持约98万股 减持股份,每日经济新闻
1411,2020-07-22,卓胜微(300782.SZ)：持股5%以上股东宁波联利减持97.83万股减持数已过半 减持股份,格隆汇
1412,2020-07-22,卓胜微：宁波联利累计减持0.54%股份，减持数量过半 减持股份,Wind
1413,2020-07-21,科技行业日报：美国扩容实体清单 个股影响较小,新浪
1414,2020-07-21,【华西电子孙远峰团队】信维通信*系列一张图①-持续推荐,远峰电子
1415,2020-07-21,科技行业日报：中报业绩陆续披露 关注优质个股,新浪
1416,2020-07-20,【华西电子孙远峰团队-持续推荐深天马A】LTPS LCD份额持续领先，中小显示龙头加速创新,远峰电子
1417,2020-07-20,电子行业周报：天科合达冲击上市 功率半导体风起云涌,华安证券
1418,2020-07-20,通信行业周报：华为下半年机遇挑战并存 NB-IOT产业链值得关注,华安证券
1419,2020-07-20,【华西电子孙远峰团队-持续推荐深天马A】LCD屏内指纹方案发布，持续引领行业发展,远峰电子
1420,2020-07-20,电子行业周报：台积电Q2业绩超预期 关注H1业绩优异企业,新浪
