,2021-12-31,400余药企研发人员已超16.7万，研发速度不断提升,--
2502,2019-05-23,中药饮片和保健食品混为一谈？“灵芝第一股”寿仙谷被指涉嫌虚假宣传 欺诈造假,华夏时报
2503,2019-05-23,步长制药回复年报问询函 医药行业销售费用和研发投入受关注 问询,金融界
2504,2019-05-23,又一中药注射剂企业收问询函！年入2.64亿的瓜蒌皮注射液被关注 问询,21世纪经济报道
2505,2019-05-23,易明医药去年利润腰斩 两票制后主营药品毛利从76%降至4%,挖贝网
2506,2019-05-23,步长制药如何花掉80亿销售费？深夜回复可不简单！,新浪
2507,2019-05-23,"医药生物行业2019q1业绩前瞻-2019q1医药板块整体增长稳健,个股业绩持续分化",正点财经
2508,2019-05-22,医改持续深化，关注顺应政策走势的细分领域优质个股,证券时报网
2509,2019-05-22,步长制药回复上交所13问 辩称中药注射液安全有效 问询,e公司
2510,2019-05-22,【医药】医改持续深化，价格联动层出不穷――医药行业周报 ——中性（联系人：甘英健，陈晨）,渤海证券研究
2511,2019-05-21,对冲行业增速下滑风险，上海医药“工商一体化”成缓冲垫,财华社
2512,2019-05-21,国内8家医药企业上榜福布斯“全球上市公司2000强”,制药网
2513,2019-05-21,21日公司新闻聚焦：多只华为概念股提示风险,证券时报网
2514,2019-05-21,最新公告透露利好 13只个股有望爆发（05.21）,中金在线
2515,2019-05-20,格隆汇港股聚焦(5.20)︱小米一季度经调整净利升22.4%至20.81亿元 国际市场收入同比增34.7%,格隆汇
2516,2019-05-20,A股头条之上市公司公告精选（5.21）,金融界
2517,2019-05-20,上海医药(02607.HK)羟基雷公藤内酯醇片获《临床试验通知书》,格隆汇
2518,2019-05-20,上海医药：羟基雷公藤内酯醇片临床试验取得进展,e公司
2519,2019-05-20,开办DTP药房须解决三大问题！,医药经济报
2520,2019-05-20,寻找强内需与科创板的最大公约数 --医药行业周报（2019.05.13-2019.05.19）,兴证医药健康
2521,2019-05-19,中期策略外发，寻找行业结构优化进程中高景气成长细分的确定性,国医盛视
2522,2019-05-19,23药企薪酬公布：华润、恒瑞、九州通…（附名单）,汇聚南药
2523,2019-05-19,百亿营收药企薪酬大比拼：这10家员工年薪超15万 最大雇主揭晓,米内网
2524,2019-05-18,社保基金连续3个季度加仓19潜力股 扎堆两大行业,证券日报
2525,2019-05-17,困局中的马应龙：炒股亏了1.5亿拖累业绩，痔疮神药陷转型尴尬 投资失误,华夏时报
2526,2019-05-16,格隆汇港股聚焦(5.16)︱阿里健康年度经调整净利增14倍至1.22亿元 天猫医药交易额达595亿元,格隆汇
2527,2019-05-16,上海医药关于全资子公司获得药品GMP证书的公告,亿邦动力
2528,2019-05-16,上海医药(02607)：上海一生化获得药品GMP证书,智通财经
2529,2019-05-16,上海医药(601607.SH)2019年股票期权激励计划获上海国资委批复,格隆汇
2530,2019-05-16,上海医药(02607.HK)全资子公司获药品GMP证书,格隆汇
2531,2019-05-16,复旦张江8成营收依赖前5大客户 销售费3.5亿为研发3倍,长江商报
2532,2019-05-14,【华泰医药代雯团队】医药行业2019年中期策略：屈盘侧白马，劈浪把龙头,谈医论股丨华泰医药
2533,2019-05-14,一致性评价最新进展：受理号达1082个，通过187个品种目录,汇聚南药
2534,2019-05-14,19个中药大品种，销售数据全公开,赛柏蓝
2535,2019-05-14,科创板受理企业透析｜复旦张江：冲击A+H，国家队间接持股,澎湃新闻
2536,2019-05-14,14日公司新闻聚焦:英雄互娱拟借壳东晶电子 亨通光电回应财务质疑,证券时报网
2537,2019-05-14,复旦张江科创板申请获得受理，拟融资6.5亿元,医药魔方
2538,2019-05-14,港股公司复旦张江科创板上市申请获受理,中证报
2539,2019-05-13,【中投早知道】2019-05-14,赢家之星
2540,2019-05-13,广东再次发文，立即停止药房托管，落实带量采购！,健识局
2541,2019-05-13,上交所受理复旦张江上市申请 公司港股股价上涨4.62%,挖贝网
2542,2019-05-13,上交所受理复旦张江科创板上市申请 拟融资6.5亿元,21经济网
2543,2019-05-13,深挖年报秘密！19个销售过亿的中成药五年数据都在这里,米内网
2544,2019-05-13,复旦张江冲击科创板上市 上海医药持股近23%,e公司
2545,2019-05-13,关注避风港，把握黄金坑--医药行业周报（2019.05.06-2019.05.12）,兴证医药健康
2546,2019-05-13,恒瑞、石药、复星等8家最赚钱药企大比拼,赛柏蓝
2547,2019-05-11,两票制全面实施后，千亿巨头和区域药商龙头谁更“劲”？,健识局
2548,2019-05-10,药企豪气“派钱”！上药、济川……6家现金分红超80亿,米内网
2549,2019-05-10,2019年步长制药战略成效更显，销售费用已降至第6位,证券之星
2550,2019-05-10,2019年第一季度，6家药企营收超过百亿元,制药网
2551,2019-05-10,网上药店增长放缓 B2B业务挑大梁 电商平台都过得好吗？,动脉网
2552,2019-05-10,一年曾卖出百亿元 中药注射液好日子要凉？这些股票正受拖累,中证报
2553,2019-05-09,国药控股吞安徽“龙头”，医药流通市场格局大震荡！,健识局
2554,2019-05-09,2018年A股药企研发投入概况回顾,药渡
2555,2019-05-09,是否应当回避？马应龙董事全票通过给自己涨津贴,每日经济新闻
2556,2019-05-08,未来垄断性医药股有哪些,云掌财经
2557,2019-05-08,上海医药(02607.HK)子公司上海雷允上获药品GMP证书,格隆汇
2558,2019-05-08,心脉医疗拟科创板上市 多家上市公司潜伏股东名单,新浪
2559,2019-05-08,影子股 影子股约150只 八成参股低于5%,新京报
2560,2019-05-08,2018年中国医药上市公司排行榜,医药魔方
2561,2019-05-07,步长制药只能排第五,虎嗅网
2562,2019-05-07,去年A股药企销售费用2500亿，研发费用仅340亿，这是行业共性吗？,e公司
2563,2019-05-07,医械流通“五巨头”2018业绩大比拼！谁更胜一筹？,制药网
2564,2019-05-07,两融业务周报（20190429-20190430）,东吴财经通
2565,2019-05-07,生物医药公司 加大研发投入成趋势,中证报
2566,2019-05-07,2018年仅25家上市药企亏损 医药行业整体承压,新京报
2567,2019-05-06,又一家国产PD-1单抗传获批 抗癌神药大战即将揭幕？,证券日报
2568,2019-05-06,【平安医药】医药行业2018年年报及2019年一季报综述：2018Q4利润增速承压，医药子行业持续分化,A叶寅A医药行业研究
2569,2019-05-06,最新药审动态：复星又来重磅抗癌生物类似药 3个亿级产品通过评,药智网
2570,2019-05-06,2019年第一季度，5家药企净利润超过10亿元,制药网
2571,2019-05-05,【西南医药】医药行业2018年年报及2019年一季报总结：行业分化明显，疫苗、CRO和药店等表现抢眼,国广有话说
2572,2019-05-05,板块分化后的投资策略 ——兴证医药2019年5月投资月报,兴证医药健康
2573,2019-05-05,【上海医药】Q1点评：工商协同发力，全新上药再起航,医心医意要健康
2574,2019-05-05,286家药企一季度成绩单出炉！白云山、恒瑞……净利润超10亿，这9家毛利率超90%,米内网
2575,2019-05-05,【国盛医药张金洋团队】年报季报验证医药从野蛮扩张到结构优化，继续推荐医药流通,国医盛视
2576,2019-05-05,11家药企研发投入破10亿！4家超过20亿,制药网
2577,2019-05-05,中成药企业连爆丑闻；4名药企董事长月末辞职… | 魔方高调周报,医药魔方
2578,2019-05-05,上海医药一季度净利11.26亿元 同比增长10% 现金流量净额为1.54亿元,挖贝网
2579,2019-05-01,437家药企被并购（附名单）,赛柏蓝
2580,2019-04-30,证券监管政策持续加码 上海领灿携标杆案例逆势增长30%,挖贝网
2581,2019-04-30,细数2018年研发投入超10亿的中国药企,制药网
2582,2019-04-30,抢跑4+7第二批目录 上药盐酸二甲双胍过一致性评价,新浪
2583,2019-04-30,【审评】降糖“神药”又有2家企业过评，15亿大品种施维雅受冲击,米内网
2584,2019-04-30,瑞信：微降上海医药(02607)目标价至18.14港元 维持“中性”评级,智通财经
2585,2019-04-30,【银河国际】上海医药[2607.HK] - 一季度业绩良好；评级维持买入,银河国际
2586,2019-04-30,公告点题｜4月29日这些公告有看头,第一财经
2587,2019-04-29,上海医药关于全资子公司药品通过仿制药一致性评价的公告,亿邦动力
2588,2019-04-29,上海医药(02607)糖尿病药物“盐酸二甲双胍片”通过仿制药一致性评价,智通财经
2589,2019-04-29,"上海医药:收入端显著提速,工商业经营势头良好",正点财经
2590,2019-04-29,医疗保健：机构Q1医药持仓略有下降 荐45股,和讯
2591,2019-04-29,【国泰君安国际策略速评】上海医药2019年1季度收入增长26%至460亿元，商业部分超预期增长，管理层对业务发展充满信心,国泰君安证券香港
2592,2019-04-29,【东吴医药】医药周观点20190429:基金医药持仓比例11.3%，较2018年略有提升，建议积极关注有业绩保障的公司,东吴医药研究团队
2593,2019-04-29,恒指高开0.43%报29730点 比亚迪股份绩后高开4.7%,腾讯网
2594,2019-04-29,恒指高开0.43%报点29730 申万宏源低开0.31％,金融界
2595,2019-04-29,香港恒生指数开盘涨0.43% 长和等涨逾1%领涨蓝筹股,证券时报网
2596,2019-04-29,【港股异动 | 上海医药高开逾5 一季度净利润增长10.42%至11.26亿元】,格隆汇
2597,2019-04-29,6只科创板基金今日开售;1244家公司本周公布2019年一季报；4月份最后两天小心踩雷！|0429,恒泰头派账户
2598,2019-04-28,【华金证券晚间资讯（20190428）】,华金研究
2599,2019-04-28,A股头条之上市公司公告精选（4.29）,金融界
2600,2019-04-28,周末上市公司晚间重要公告集锦,金融界
2601,2019-04-28,医疗保健：继续推荐3+2主线 荐2股,和讯
2602,2019-04-28,格隆汇港股聚焦(4.22)︱君实生物TAB004/JS004获美国FDA临试批准 新东方在线稳价期结束超配2237.65万股,格隆汇
2603,2019-04-28,【国盛医药张金洋团队】详解2019Q1机构医药持仓，继续推荐医药流通,国医盛视
2604,2019-04-26,格隆汇港股聚焦(4.26)︱ 农行一季度净利润升4.28%至612.51亿元 佳源国际逾40亿进军安徽房地产市场,格隆汇
2605,2019-04-26,公告汇总：太平洋一季度净利同比增近67倍,网易
2606,2019-04-26,上海医药2019年一季度营收增长超25%,证券时报网
2607,2019-04-26,A股头条之上市公司公告精选（4.27）,金融界
2608,2019-04-26,26日晚公告精选丨大智慧：实控人因涉嫌违规披露罪被拘留,21世纪经济报道
2609,2019-04-26,公告精选：宁德时代等一季度业绩大增；外高桥推进国际贸易示范区建设,e公司
2610,2019-04-26,上海医药：一季度净利11.26亿元 同比增长10%,e公司
2611,2019-04-26,上海医药：一季度净利润同比增10.42%,Wind
2612,2019-04-26,超200家药企，停产、退市、被兼并！ 经营问题,赛柏蓝
2613,2019-04-26,上海医药(02607.HK)一季度净利润增长10.42%至11.26亿元,格隆汇
2614,2019-04-26,57家公司销售费用增幅超五成18家广告费过亿元,证券日报
2615,2019-04-26,格隆汇沽空预警榜 | 4月24日,格隆汇
2616,2019-04-23,安进抢占先机，强生、默沙东、辉瑞等MNC巨额布局，这一领域新的热点在哪里？,E药经理人
2617,2019-04-23,「医药速读社」新氧科技更新招股书 辉瑞前副总裁入职Aduro,新浪
2618,2019-04-23,国泰君安国际**环球早间速递**2019年4月23日周二,国泰君安证券香港
2619,2019-04-22,【中信建投医药|行业周报】关注国企改革及养老新政策带来的投资机会,菊颖医药观察
2620,2019-04-22,格隆汇港股聚焦(4.22)︱君实生物TAB004/JS004获美国FDA临试批准 新东方在线稳价期结束超配2237.65万股,格隆汇
2621,2019-04-22,公告精选：仙坛股份等一季度净利大增；软通动力筹划借壳上市,e公司
2622,2019-04-22,智通港股公告精选︱(4.22)比速科技拟联合控股股东发展工业大麻,智通财经
2623,2019-04-22,A股共发生59宗大宗交易成交10.99亿元（4月22日）,Wind
2624,2019-04-22,上海医药：独家药物安柯瑞获药品GMP证书,e公司
2625,2019-04-22,上海医药今日大宗交易成交165万股，成交价20.19元折价0.0%,Wind资讯
2626,2019-04-22,上海证券市场大宗交易公开信息(2019-04-22),上交所
2627,2019-04-20,格隆汇沽空预警榜 | 4月18日,格隆汇
2628,2019-04-19,上海医药今日大宗交易成交165万股，成交价20.88元折价0.0%,Wind资讯
2629,2019-04-19,上海证券市场大宗交易公开信息(2019-04-19),上交所
2630,2019-04-19,【恒顺醋业年报点评：调味品经营稳健，机制待优化—方正食品饮料190418】,虎哥的研究
2631,2019-04-19,一季度零售业景气回暖 逾10亿元大单布局5只概念股,证券日报
2632,2019-04-18,中信建投：一周策略回顾与展望,和讯
2633,2019-04-17,汾酒集团年内完成整体上市已无悬念 国企改革探索市场化接盘 有望激发新一轮制度红利,金陵晚报
2634,2019-04-17,2020年DTP药房市场将达6100亿 医药流通龙头加速布局,21世纪经济报道
2635,2019-04-17,医药流通龙头入局医疗器械 行业集中度提升,21世纪经济报道
