,2021-12-31,华夏银行携手北大荒集团成功发行全国首单农业企业结构调整型资产支持票据,21世纪经济报道
1184,2020-06-11,华夏银行(600015.SH)年报推10派2.49元 股权登记日6月18日,格隆汇
1185,2020-06-09,中国富人知多少：10家银行私行客户64万人，人均资产1512万元,搜狐
1186,2020-06-09,三一国际(00631-HK)附属斥资人民币1.5亿认购华夏银行金融产品,财华社
1187,2020-06-07,*ST信威债务连环“雷”：东吴基金旗下4债基遭殃,搜狐
1188,2020-06-06,陆家嘴财经早餐2020年6月6日星期六,Wind
1189,2020-06-05,华夏银行：发行不超200亿元小型微型企业贷款专项金融债券获得监管部门批准,Wind
1190,2020-06-05,华夏银行(600015.SH)：发行不超200亿元小型微型企业贷款专项金融债券获监管部门批准,格隆汇
1191,2020-06-05,年薪400万的银行行长怎么样？平安、招商在列！华夏为何只有67万,经济网
1192,2020-06-03,华夏银行沈阳分行因违法发放个人贷款等案由 被罚70万元 金融监管处罚,金融界
1193,2020-06-01,【世经研究】绿色债券：华夏银行发行最低利率银行金融债,搜狐
1194,2020-05-29,因违法发放个人贷款等3项违规，华夏银行沈阳分行被罚70万元 金融监管处罚,Wind
1195,2020-05-29,任子行(300311.SZ)：泡椒思志100%股权被冻结及公司银行账户解除冻结,格隆汇
1196,2020-05-29,华夏银行沈阳分行3项违法行为受罚70万元 金融监管处罚,和讯
1197,2020-05-26,易纲警示未来银行业不良压力或将上升 哪些行业贷款质量会下滑？,华夏时报
1198,2020-05-21,全员出动！为拿下银行理财子公司，券商拼了,中证报
1199,2020-05-20,钢铁行业近期掀起银企、地企合作潮,长江有色
1200,2020-05-20,年内1400亿元银行股解禁潮来袭，近9成银行股破净,21世纪经济报道
1201,2020-05-19,【财报眼】堪称业内最快放款速度！华夏银行能否蹄疾步稳？,新浪
1202,2020-05-19,【中信建投银行杨荣】上市银行20年半年报综述：《相信自然增长，存量风险出清》,eResearch杨荣团队
1203,2020-05-18,A股融资融券日报：两融余额减少5.73亿元（5月15日）,Wind
1204,2020-05-18,今年以来66位上市银行董监高离职，大部分仍坚持“老本行”,Wind
1205,2020-05-15,融资客青睐8股，轻纺城买入占比高达56.66%,Wind
1206,2020-05-15,A股融资融券日报：两融余额增加18.59亿元（5月14日）,Wind
1207,2020-05-14,2019上市股份行业绩PK：中信银行资本充足率排名垫底 浦发银行不良率最高,金融界
1208,2020-05-14,华夏银行一季度净利润增5.13%至48.40亿元 不良贷款率为1.82%,GPLP犀牛财经
1209,2020-05-12,华夏银行呆账核销超4年总和，违规放贷男子莫名负债两千多万难维权 偿债能力下降,中金在线
1210,2020-05-12,网贷天眼晚报：山东2家银行违规被罚一男子莫名被贷款2239万,和讯
1211,2020-05-11,A股股份行年报：招商银行净利增速居首,中国经济网
1212,2020-05-11,核销357.85亿不良贷款后华夏银行不良贷款率终于降了0.02个百分点,GPLP犀牛财经
1213,2020-05-11,【读财报】谁未披露？横评上市商业银行净稳定资金比例,面包财经
1214,2020-05-09,陆家嘴财经早餐2020年5月9日星期六,Wind
1215,2020-05-08,华夏银行获批出资30亿元筹建理财子公司,Wind
1216,2020-05-08,全国首个合资理财公司落地，还有多家在“跑步进场”,Wind
1217,2020-05-08,A股股份行年报：招商银行净利增速居首 华夏银行垫底,中国经济网
1218,2020-05-01,7张图看懂股份行信用卡业务全景,腾讯网
1219,2020-04-30,央行确定2020年度公开市场业务一级交易商，共有49家,Wind
1220,2020-04-30,华夏银行一季度净利润同比增长6.03%,中国金融新闻网
1221,2020-04-29,华夏银行一季度实现净利48.4亿元 同比增长5.13%,北京商报
1222,2020-04-29,华夏银行一季度营业收入增两成至235.94亿元,和讯
1223,2020-04-29,华夏银行：2020年1季度净利48.40亿元 同比增长5.13%,中国证券网
1224,2020-04-29,华夏银行一季度实现归母净利润48.40亿元,上证报
1225,2020-04-29,华夏银行2020一季度净利48.40亿元，同比上涨5.13%,零壹财经
1226,2020-04-29,华夏银行：2020年一季度净利增5.13%至48.40亿元,证券时报网
1227,2020-04-29,华夏银行(600015.SH)一季度净利升5.13%至48.4亿元,格隆汇
1228,2020-04-29,华夏银行:2020年1季度净利润48.4亿元 同比上涨5.13%,新浪
1229,2020-04-29,华夏银行：一季度净利润48.4亿元 同比增长5.13%,新浪
1230,2020-04-28,2019涉房贷款哪家强？中行规模破万亿 青岛银行暴增122% 浦发涉房不良贷款骤升8倍,和讯
1231,2020-04-28,又一家城商行理财子公司开业，队伍扩容已达12家,Wind
1232,2020-04-28,银行理财子公司跑步进场了,中国基金报
1233,2020-04-28,银行股低估值叠加高分红，机构称适宜长线资金配置,Wind
1234,2020-04-27,华夏理财获批成立 ，2019年末理财产品余额增长38.97%至6522亿,21世纪经济报道
1235,2020-04-27,犀牛财经晚报：绿地控股一季度净利下降16.88% 工行暂停原油开仓交易,GPLP犀牛财经
1236,2020-04-27,华夏银行理财子公司获批筹建,澎湃新闻
1237,2020-04-27,53家上市公司连续10年双增长！债务、兑付能力不可不了解,Wind
1238,2020-04-27,华夏银行：获准筹建华夏理财有限责任公司,e公司
1239,2020-04-24,华夏银行对个人揽存能力弱 不良率微降或因呆账核销大增所致 资产异常,金融界
1240,2020-04-24,【绿色金融峰会】银行业2019年报透露了哪些绿色金融的新信号？,经济观察报
1241,2020-04-23,信用卡业务进入存量客户经营时代 华夏银行收入同比增长14.89％,腾讯网
1242,2020-04-23,三一国际(00631)4月23日斥1.5亿元认购华夏银行金融产品,智通财经
1243,2020-04-23,华夏银行：公开发行绿色金融债券获批,和讯
1244,2020-04-21,央行开11张罚单：华夏银行、交通银行、中华联合财险合计被罚83.9万元 金融监管处罚,腾讯网
1245,2020-04-21,173股获券商买入评级，比音勒芬目标涨幅达90.19%,Wind
1246,2020-04-21,中科系“消失”的500亿：申报债权仅两百余亿找到对应账本,21世纪经济报道
1247,2020-04-20,华夏银行ROE连续5年下滑 去年计提信用减值损失303亿 连续下跌,中国经济网
1248,2020-04-18,深圳市海王生物工程股份有限公司 关于为控股子公司提供担保实施情况的公告,中证报
1249,2020-04-17,华夏银行多项指标存隐忧旗下分行屡受罚 金融监管处罚,时代周报
1250,2020-04-17,华夏银行不良率结束“六连升” 消费信贷客户同比增长30%,经济观察网
1251,2020-04-17,终结不良率六连升 华夏银行资产站上3万亿关口,时代在线
1252,2020-04-17,华夏银行2019年净利增速低于营收 300多亿减值损失侵蚀业绩 亏损,中国经济网
1253,2020-04-17,华夏银行2019年报：总资产破3万亿，不良率降至1.83%,和讯
1254,2020-04-17,华夏银行：资产质量提升 不良指标下降,和讯
1255,2020-04-17,华夏银行2019年实现净利润219.05亿元,中国金融新闻网
1256,2020-04-17,每日理财观察：COMEX黄金期货收跌0.37%连跌三日,Wind
1257,2020-04-16,一图看懂华夏银行2019年年报,和讯
1258,2020-04-16,华夏银行2019年资本充足率创历史新高 《福布斯》上市公司2000强排行榜座次提升,证券日报
1259,2020-04-16,华夏银行去年净利219亿元增5% 不良率微降至1.83%,澎湃新闻
1260,2020-04-16,华夏银行资产规模增速创新高 “轻装上阵”后提速前进,和讯
1261,2020-04-16,华夏银行2019年净利润219.05亿元 拟成立数字化转型工作推进办公室,北京商报网
1262,2020-04-16,华夏银行2019年净利润219亿元，不良率1.83%居上市银行第三，去年减员2335人 盈利能力下降,搜狐
1263,2020-04-16,华夏银行：经营质效稳步向好 2019年净利同比增5.04%,发布易
1264,2020-04-16,华夏银行：2019年实现营业收入847.34亿元 同比增长17.32%,中国网
1265,2020-04-16,华夏银行今日大宗交易成交30万股，成交价7.03元溢价8.49%,Wind
1266,2020-04-16,华夏银行2019年净利同比增长5.04% 不良贷款余额增长14.85%,中华网
1267,2020-04-16,华夏银行：2019年总资产及存贷款总额均实现两位数增长,中证网
1268,2020-04-16,华夏银行2019年净利润219.05亿元，不良率1.83%居上市银行第三,搜狐
1269,2020-04-16,华夏银行2019年实现净利润219.05亿元 不良贷款率1.83％,金融界
1270,2020-04-16,继副行长黄毅之后 建行又一高管辞任 董监高成员变化,新浪
1271,2020-04-16,华夏银行(600015.SH)2019年度净利润升5.04%至219.05亿元 拟10派2.49元,格隆汇
1272,2020-04-16,华夏银行：2019年实现净利219.05亿元 同比增5.04%,新浪
1273,2020-04-16,华夏银行：2019年净利219亿元 同比增5%,e公司
1274,2020-04-16,华夏银行：2019年净利润同比增长5.04% 拟10派2.49元,新浪
1275,2020-04-16,华夏银行：2019年净利同比增5%，拟10派2.49元,Wind
1276,2020-04-16,因越权查询个人信用数据库等多项违规行为，华夏银行两分行被合计罚款30万元,Wind
1277,2020-04-16,华夏银行2020年第一期绿色金融债发行利率创商业银行金融债有史以来最低纪录,Wind
1278,2020-04-16,银行重启“定增潮”，部分城商行面临定增与股价倒挂,Wind
1279,2020-04-14,北汽蓝谷新能源科技股份有限公司关于使用暂时闲置的自有资金购买结构性存款的进展公告,中证报
1280,2020-04-13,疫情下多银行热推虚拟信用卡 “开白”难题何时能破？,北京商报
1281,2020-04-10,7家银行与河南国控集团座谈：稳住存量前提下，不采取法律措施追讨债务,每日经济新闻
1282,2020-04-10,北京金控集团与华夏银行“云签约”战略合作 聚焦中小企业金融服务,证券时报网
1283,2020-04-08,华夏银行(600015.SH)：发行不超100亿元绿色金融债券获央行批准,格隆汇
1284,2020-04-07,中国债券市场交易备忘（4月7日）,Wind
1285,2020-04-01,央行及银保监会行政处罚汇总（4月1日） 其他违规处罚,Wind
1286,2020-04-01,青岛银保监局：对华夏银行青岛平度支行作出行政处罚，罚款30万元 其他违规处罚,Wind
1287,2020-04-01,青岛银保监局：对华夏银行青岛城阳支行作出行政处罚，罚款30万元,Wind
1288,2020-03-31,华夏银行青岛城阳支行被罚30万：信贷资金被挪用 金融监管处罚,新浪
1289,2020-03-25,情绪前瞻0325 | 山东黄金净流入额居首，正向情绪升温；新城控股遭遇机构撤资危机；负向情绪发酵,21世纪经济报道
1290,2020-03-23,华夏银行(600015.SH)：任命陈秀良担任资产托管部总经理 主持资产托管部相关工作,格隆汇
1291,2020-03-20,华夏银行：“19滇中产业MTN002”持有人会议议案二未通过,Wind
1292,2020-03-19,1月份银行机构处罚情况一览：627张罚单 17人终身禁业 金融监管处罚,新浪
1293,2020-03-19,银行消费贷主打线上，部分国有大行产品年利率低至“4打头”,Wind
1294,2020-03-17,国开行3月23日拟开展国开债做市支持操作,Wind
1295,2020-03-16,李岷：华夏战疫，创建立体式金融服务“样本”,经济观察网
1296,2020-03-13,价值低估!A股这份“抗跌”名单请收好,Wind
1297,2020-03-13,10万亿规模结构性存款市场调查：部分银行屡闯“红线”,每日经济新闻
1298,2020-03-13,详解24家上市银行资产质量：19家不良率同比下降，2家高于2%,Wind
1299,2020-03-12,监管部门打假结构性存款，部分银行屡闯红线，高收益唾手可得,每日经济新闻
1300,2020-03-12,海尔消费金融迎新副总经理，微贷网前COO叶巍任职资格获批,腾讯网
1301,2020-03-12,24家银行2019年共赚4390亿 19家银行净利润增速达两位数,21世纪经济报道
1302,2020-03-12,24家银行2019年度业绩预喜,21世纪经济报道
1303,2020-03-11,华夏银行净利润增速垫底 不良贷款率六年翻了1倍,和讯
1304,2020-03-11,华夏银行2019年净利219亿元同比增5%，前9个月信用减值损失230亿,搜狐
1305,2020-03-11,华夏银行：外部监事祝卫辞职 董监高成员变化,Wind
1306,2020-03-11,华夏银行2019年业绩快报净利增5% 公告后股价跌0.56%,中国经济网
1307,2020-03-11,华夏银行增长乏力：2019盈利增速5.04% 开年罚款金额近千万 盈利能力下降,金融界
1308,2020-03-11,上市公司正负面新闻2020年3月11日星期三,Wind
1309,2020-03-10,华夏银行业绩快报：2019年营收同比增17.32% 不良贷款率较上年末下降0.02个百分点,发布易
