,2021-12-31,2021非银板块回顾：券商无忧，保险疼痛,智通财经
1630,2020-10-21,“奔私”大佬林鹏申请公募资格，其私募产品一日卖出150亿,澎湃新闻
1631,2020-10-20,东方证券(03958)完成发行30亿元2020年第六期短期融资券,智通财经
1632,2020-10-20,东方证券(03958)推举执行董事金文忠代行董事长职责,智通财经
1633,2020-10-20,东方证券：推举公司总裁金文忠代为履行董事长职责,中证网
1634,2020-10-20,东方证券(600958.SH)：执董、总裁金文忠暂代董事长及法人职责,格隆汇
1635,2020-10-20,东方证券(600958.SH)：完成30亿元短期融资券发行,格隆汇
1636,2020-10-19,10家机构渠道同步发，大佬林鹏奔私后首只产品大卖150亿,澎湃新闻
1637,2020-10-19,卖爆了！刚刚，林鹏首只私募大卖150亿！招行、兴业银行等6个渠道可申购,21世纪经济报道
1638,2020-10-18,"重磅公布！首届""东方证券杯""逐鹿东方衍生品基金经理擂台赛榜单正式揭晓",券商中国
1639,2020-10-17,重磅人事变动！59岁东方证券董事长辞职 接任者是谁 董监高成员变化,中国基金报
1640,2020-10-17,东方证券59岁董事长辞职：总资产排名行业第11位 净利润排第16位 董监高成员变化,券商中国
1641,2020-10-16,东方证券：潘鑫军因个人原因辞去董事长等职务 董监高成员变化,e公司
1642,2020-10-16,换帅在即！东方证券董事长辞职，70后新任党委书记已就任,上证报
1643,2020-10-16,东方证券(03958.HK)：潘鑫军辞任董事长等职务 董监高成员变化,格隆汇
1644,2020-10-16,潘鑫军辞任东方证券(03958)董事长及执行董事等职 董监高成员变化,智通财经
1645,2020-10-16,59岁东方证券董事长因个人原因辞职，接任者或来自申能集团 董监高成员变化,澎湃新闻
1646,2020-10-16,东方证券股份有限公司关于董事长辞职的公告 董监高成员变化,新浪
1647,2020-10-16,东方证券：董事长潘鑫军辞职 董监高成员变化,Wind
1648,2020-10-15,国联股份现4笔大宗交易均为折价成交,证券时报网
1649,2020-10-15,东方证券(03958.HK)：将于10月29日举行董事会会议以审批前三季度业绩,格隆汇
1650,2020-10-14,东方证券：预计10月30日披露三季报,Wind
1651,2020-10-14,证券行业10月投资策略：政策环境改善，市场开放加速,国信研究
1652,2020-10-13,东方证券(600958.SH)：东方金控子公司发行1.6亿美元债券,格隆汇
1653,2020-10-13,东方证券(03958)：东方金控为子公司本息1.72亿美元债券提供担保 大额借贷担保,智通财经
1654,2020-10-13,东方证券(03958.HK)：东方金控为其全资子公司1.60亿美元债券提供担保 大额借贷担保,格隆汇
1655,2020-10-13,中资券商“出手阔绰”，年内斥资170亿元加码子公司,Wind
1656,2020-10-10,深扒券商10月金股：浙商证券连续两月推荐焦点科技 最具接盘风险,新浪
1657,2020-10-09,21测评丨“妖股专业户”天风证券变乖了,21世纪经济报道
1658,2020-10-09,21金股测评丨30家券商10月金股榜 医药食饮热度下降,21世纪经济报道
1659,2020-10-09,东方证券：员工持股计划已累计买入3941.92万股H股,新浪
1660,2020-10-09,东方证券(600958.SH)：员工持股计划已累计买入3941.92万股H股,格隆汇
1661,2020-10-09,朝晖股份拟申请A股IPO，东方证券担任其辅导机构,资本邦
1662,2020-10-09,融资客青睐16股，兰生股份买入占比高达48.92%,Wind
1663,2020-10-09,东方证券股份有限公司 2020年第四期短期融资券兑付完成的公告,证券时报
1664,2020-09-30,东方证券(03958-HK)完成兑付人民币30亿元短期融资券,财华社
1665,2020-09-30,东方证券(03958)完成兑付2020年第四期短期融资券,智通财经
1666,2020-09-30,东方证券(600958.SH)：完成2020年第四期短期融资券本息兑付,格隆汇
1667,2020-09-30,睿财看市场：指数二次探底，箱体底部仍有支撑,恒泰睿财
1668,2020-09-30,【行情】证券板块午后走弱，湘财股份跌近6%，太平洋、东方证券、东北证券、哈投股份等纷纷下挫,金十数据
1669,2020-09-29,年内券商合并传闻四起：合并潮将至？分析称目前只会出现个案,澎湃新闻
1670,2020-09-28,刘琛：为私募基金业品牌、价值的发现、传播和放大发挥更大作用,新浪
1671,2020-09-25,侃财丨只要1元，就能参加一个百亿美元的项目,证券时报网
1672,2020-09-25,A股共发生177宗大宗交易成交57.49亿元（9月25日）,Wind
1673,2020-09-25,"东方证券现1笔大宗交易 共成交6,804.00万元",新浪
1674,2020-09-25,东方证券今日大宗交易成交700万股，成交价9.72元折价18.18%,Wind
1675,2020-09-25,外资连续5日净流出沪指周跌3.56%传闻合并加速券商股强势护盘,财华社
1676,2020-09-25,9月25日主力资金净流出265亿元,证券时报网
1677,2020-09-25,海通与国泰君安、东方证券讨论整合？券商板块逆势上涨 节前如何布局？,中证报
1678,2020-09-25,券商板块再度走强 ，东方证券涨停，关注具备并购整合预期标的,证券时报网
1679,2020-09-25,【行情】券商板块午后再度发力拉升，东方证券涨停，浙商证券涨近8%，东兴证券涨近7%，第一创业、西部证券涨幅超4%,金十数据
1680,2020-09-25,券商股午后大幅拉升 东方证券涨停 浙商证券等多股大涨,金融界
1681,2020-09-25,券商板块午后数次拉升护盘，东方证券再度逼近涨停,Wind
1682,2020-09-25,东方证券AH股联袂大涨 即便海通辟谣“三家券商合并”传言,格隆汇
1683,2020-09-25,快讯：证券板块回暖 东方证券拉升涨7%,新浪
1684,2020-09-25,【行情】证券板块回暖，东方证券拉升涨7%，东兴证券、浙商证券、哈高科等跟涨,金十数据
1685,2020-09-25,多股突然闪崩！地产装修板块重挫，300亿白马股也暴跌！又见证券拉升：这只券商盘中涨停！ 连续下跌,证券时报网
1686,2020-09-25,一周内逾5家券商回应“是否合并”，海通称暂时没有整合事项,第一财经
1687,2020-09-25,券商股早盘强势拉升，机构建议重点关注这些龙头股,第一财经
1688,2020-09-25,AH券商股盘中飙升 海通证券上涨2%东方证券上涨6%,新浪
1689,2020-09-25,海通称暂无讨论与国泰君安、东方证券整合后，东方证券涨停,澎湃新闻
1690,2020-09-25,辟谣合并仍涨停！消息称三家券商合并 东方证券率先拉升涨停,金融界
1691,2020-09-25,券商板块早盘拉升 东方证券涨停海通证券、国泰君安涨超2%,金融界
1692,2020-09-25,券商股走强，东方证券率先封板,每日经济新闻
1693,2020-09-25,港股异动 | AH券商股盘中飙升 海通证券表示暂未讨论与国泰君安、东方证券整合事项,智通财经
1694,2020-09-25,券商股拉升，东方证券、东兴证券涨停,Wind
1695,2020-09-25,快讯：证券板块快速拉升 东方证券涨超6%,新浪
1696,2020-09-25,【行情】证券板块快速拉升，东方证券涨超6%，哈高科、浙商证券、东兴证券、华创阳安等跟涨,金十数据
1697,2020-09-25,海通证券：董事会暂时没有讨论与国泰君安、东方证券整合的相关事项,Wind
1698,2020-09-25,海通证券：董事会暂时没有讨论与国泰君安、东方证券整合的相关事项,格隆汇
1699,2020-09-24,罚到倾家荡产，还要坐牢！这些人玩弄股市，栽了,每日经济新闻
1700,2020-09-23,东软教育以上限6.22港元定价 基石包括景林、东方证券等,新浪
1701,2020-09-22,券业整合大潮再起，券商板块发力走高，国元证券涨停,证券时报网
1702,2020-09-19,中金IPO一纸批文幕后挑战：谁会是航母级头筹,21世纪经济报道
1703,2020-09-19,东方证券勇担企业社会责任 坚守服务实体经济初心,中国经营报
1704,2020-09-18,国泰君安7930万股搞股权激励计划，市值近15亿,券商中国
1705,2020-09-18,壕，市值近15亿！国泰君安7930万股搞股权激励计划，440人四折获授予,券商中国
1706,2020-09-17,A股融资融券日报：两融余额增加1.73亿元（9月16日）,Wind
1707,2020-09-16,A股融资融券日报：两融余额增加29.0亿元（9月15日）,Wind
1708,2020-09-15,境外子公司加速“进补”！海通、华泰、中信建投等8家券商都在行动,券商中国
1709,2020-09-14,券商频频加码海外业务：担保增信+真金白银增资,Wind
1710,2020-09-14,券商频频加码海外业务：担保增信+真金白银增资,证券时报
1711,2020-09-10,东方证券(03958)聘任鲁伟铭为公司副总裁,智通财经
1712,2020-09-10,登海种业尾盘涨停，外资交投活跃,Wind
1713,2020-09-10,东方证券(03958.HK)：拟为东方证券承销保荐提供10亿元的流动性担保 大额借贷担保,格隆汇
1714,2020-09-10,东方证券(600958.SH)：聘任鲁伟铭为公司副总裁,格隆汇
1715,2020-09-10,重估快手：抖音很赚钱 但快手可以赚更长久的钱,亿欧网
1716,2020-09-10,【行情】港股中资券商股发力，广发证券涨3.4%，东方证券涨1.65%，中金涨1.3%，中信建投证券涨近1%,金十数据
1717,2020-09-09,7月以来5000人入职证券业，券商新一轮抢人大战开启！这类人才最抢手,中证报
1718,2020-09-07,9月7日深市创业板活跃股公开信息,深交所
1719,2020-09-07,下半年以来超5000人“加盟”证券业,Wind
1720,2020-09-04,A股融资融券日报：两融余额增加7.94亿元（9月3日）,Wind
1721,2020-09-03,【中原非银】东方证券(600958)2020年中报点评：经纪、资管、自营业务增幅明显,中原证券研究所
1722,2020-09-02,“稳增长、控风险、促改革” 东方证券2020年中报业绩发布会召开,全景网
1723,2020-09-02,多家券商上半年新增开户数超30万，高净值客户群成挖掘重点,Wind
1724,2020-09-01,东方证券：员工持股计划累计已买入790.04万股H股股票,中证网
1725,2020-09-01,东方证券(03958-HK)：H股员工持股计划累计已买入790.04万股,财华社
1726,2020-09-01,东方证券(03958)截至8月末员工持股计划累计买入H股790.04万股 涉资3819.75万元,智通财经
1727,2020-09-01,永续债2020年8月跟踪报告-品种利差的“滞后性”,新浪
1728,2020-09-01,A股融资融券日报：两融余额增加106.79亿元（8月31日）,Wind
1729,2020-08-31,东方证券(03958.HK)：2020年第三期短期融资券兑付完成,格隆汇
1730,2020-08-31,券商减值信披“遮遮掩掩”，海通等三巨头上半年共减值计提52亿,21世纪经济报道
1731,2020-08-31,东方证券(600958)：自营收入增速较快 主动管理超行业水平,光大证券
1732,2020-08-31,券业财富管理转型大比拼！这家黑马暴增11倍,券商中国
1733,2020-08-30,净赚726.97亿元！39家上市券商交出上半年成绩单,中证报
1734,2020-08-29,震动资管圈！刚刚，又有公募冠军大佬成立私募，真的去追求创业梦想了！,中国基金报
1735,2020-08-29,关于《证券公司租用第三方网络平台开展证券业务活动管理规定(试行)》的专题评析：券业零售理财业务渠道迎来新红利 关注金融IT及互金巨头入股券商+金控类券商,新浪
1736,2020-08-29,东方证券(03958-HK)半年多赚26%,财华社
1737,2020-08-28,东方证券上半年实现净利15.26亿元 同比增长26.16%,证券日报
1738,2020-08-28,东方证券：2020年上半年实现净利润15.26亿元 同比增长26.16%,中证网
1739,2020-08-28,东方证券(600958.SH)：上半年净利升26.16%至15.26亿元,格隆汇
1740,2020-08-28,东方证券(03958.HK)中期净利润15.26亿元 同比增长26.16%,格隆汇
1741,2020-08-28,东方证券(03958)中期股东应占溢利为15.26亿元，同比增长26.16%,智通财经
1742,2020-08-28,东方证券(03958)2020年上半年计提资产减值准备12.9亿元 资产异常,智通财经
1743,2020-08-28,东方证券：2020年半年度计提资产减值准备12.90亿元 资产异常,Wind
1744,2020-08-26,东方证券(600958.SH)向东方金控增资5亿元,格隆汇
1745,2020-08-26,东方证券(600958.SH)收到非公开发行次级公司债券挂牌转让无异议函,格隆汇
1746,2020-08-26,东方证券：上交所对公司非公开发行140亿元次级公司债挂牌转让无异议,中证网
1747,2020-08-26,东方证券向东方金控增资人民币5亿元 有助于推进公司国际化发展战略实施,发布易
1748,2020-08-26,东方证券(03958)收到非公开发行次级公司债券挂牌转让无异议的函,智通财经
1749,2020-08-26,东方证券(03958)完成向东方金控增资5亿元,智通财经
1750,2020-08-25,A股融资融券日报：两融余额增加76.78亿元（8月24日）,Wind
1751,2020-08-24,上海证券交易所2020年08月24日主板交易信息,上交所
1752,2020-08-21,券商密集提醒：谨防假App、假网站钓鱼 最靠谱的官网入口在这里,新浪
1753,2020-08-21,厦门钨业8月21日大宗交易成交1.42亿元,证券时报网
1754,2020-08-21,中国债券市场金融债发行日程一览（8月21日）,Wind
1755,2020-08-21,【行情】证券板块异动拉升，太平洋涨6%，东方财富、第一创业、华安证券、东方证券等跟涨,金十数据
1756,2020-08-20,中国债券市场金融债发行日程一览(8月20日),Wind
1757,2020-08-19,8月19日深市创业板活跃股公开信息,深交所
1758,2020-08-19,大洗牌！133家券商上半年25项指标排名来了,券商中国
