,2021-12-31,“申万宏源十大金股组合”：2022年第1期,新浪
1618,2020-07-03,龙虎榜：申万宏源涨停 四机构卖出2.5亿元,e公司
1619,2020-07-03,申万宏源今日涨停，深股通买入1.19亿元并卖出1.02亿元,Wind
1620,2020-07-03,券商板块半日成交金额884亿元，上日全天为990亿元,Wind
1621,2020-07-01,非银金融行业点评：创业板试点注册制落地速度超预期 券商行业向上长周期开启,新浪
1622,2020-07-01,申万宏源今日大宗交易成交655.87万股，成交价5.05元折价1.17%,Wind
1623,2020-06-30,券商股午后拉升，光大证券涨超6%,Wind
1624,2020-06-29,解禁洪峰第二波！科创板与医药成主力(附名单),证券时报网
1625,2020-06-29,A股“打新潮”来袭！一周15只新股申购，更有100%中签股,Wind
1626,2020-06-28,申万宏源金融：混业试点成券商加速分化起点 利好头部,新浪
1627,2020-06-25,券商股进入估值攻势周期，会是牛市前兆吗？,Wind
1628,2020-06-24,[路演]申万宏源：今年以来克服疫情影响 继续保持良好发展态势,全景网
1629,2020-06-24,100%中签机会来了！首批精选层询价开始，估值步步高，资金现分歧,券商中国
1630,2020-06-24,100%中签机会：首批精选层询价开始 新股不败神话能否延续？,券商中国
1631,2020-06-23,游族网络放量涨停，外资主导反弹行情,Wind
1632,2020-06-23,精选层首批企业窗口期即将关闭，开源证券领衔中小券商杀入第一阵营,Wind
1633,2020-06-23,券商股普遍低开，申万宏源、中泰证券跌幅居前,Wind
1634,2020-06-23,三天飙涨1700亿！牛市大旗突然暴动，两大根本支撑闪现，还能追不？,券商中国
1635,2020-06-22,"3000点关口""牛市旗手""暴力拉升 四股引瞩目",证券时报
1636,2020-06-22,申万宏源(06806.HK)：王凤朝辞任非执行董事 董监高成员变化,格隆汇
1637,2020-06-22,申万宏源：董事辞职 董监高成员变化,Wind
1638,2020-06-22,A股收盘综述：创业板指7连升，两市成交额创3个月新高,Wind
1639,2020-06-22,光大证券涨停中信建投创历史新高，券商板块为何强势领涨？,第一财经
1640,2020-06-22,3000点关口“牛市旗手”暴力拉升，千亿巨头涨停潮！创业板又创新高,中国基金报
1641,2020-06-22,A股午盘综述：上证指数涨0.28%，创业板指涨逾1%,Wind
1642,2020-06-22,板块个股拉升，券商ETF大涨超6%强势站上半年线,Wind
1643,2020-06-22,近一年后又见券商获基金托管资格，19家券商携两大业务优势“参战”,Wind
1644,2020-06-19,最前线 | 机构观点：快递行业价格战继续升级，顺丰借助电商特惠件保持增长,36氪
1645,2020-06-19,美年健康放量涨停，机构买入为主,Wind
1646,2020-06-19,万亿市场大消息！场外期权迎来扩容窗口？如何影响A股？,券商中国
1647,2020-06-19,凯乐科技控股股东遭通报批评 质押与减持披露违规 其他违规处罚,中国经济网
1648,2020-06-19,股权质押合约到期，德展健康控股股东拟转5835万股给申万,资本邦
1649,2020-06-18,上交所通报批评凯乐科技控股股东 其他违规处罚,中证网
1650,2020-06-18,申万宏源(06806.HK)：申万宏源证券收到上海金融法院一审判决书 诉讼纠纷,格隆汇
1651,2020-06-18,晚间利好利空公告汇总：宣亚国际股东拟减持不超3%股份,证券时报
1652,2020-06-18,【公告解读】德展健康：控股股东协议转让公司2.6%股份 减持股份,金融界
1653,2020-06-18,德展健康：美林集团拟通过协议转让方式转让其持有的2.6%公司股份 资产异常,Wind
1654,2020-06-18,炸了！两名融资客户爆仓被强平，亏完还倒欠千亿券商1.9个亿！ 亏损,中国基金报
1655,2020-06-16,新三板精选层改革跑出“加速度”,Wind
1656,2020-06-16,长信科技今日涨停，深股通买入3.08亿元,Wind
1657,2020-06-16,申万宏源：未来投行业务将更加考验企业孵化、资产定价等综合能力,e公司
1658,2020-06-15,洪城水业：变更持续督导保荐机构及保荐代表人,Wind
1659,2020-06-15,“小康牛、复苏牛”呼之欲出，顶级券商发布2020下半年策略,Wind
1660,2020-06-14,5天6家过会：精选层推进速度惊人，中小保荐机构抓准“逆袭”良机,Wind
1661,2020-06-12,飞荣达(300602.SZ)：实控人马飞股份质押延期购回、拟解除质押及新质押,格隆汇
1662,2020-06-11,5178点五周年，昔日10倍股今何在？这些新10倍股大牛涌现,中证报
1663,2020-06-11,诚迈科技放量涨停，多路游资合力封板,Wind
1664,2020-06-11,申万宏源：港股闷局未解 网易挂牌有助提振市场气氛,新浪
1665,2020-06-10,5月九成券商业绩环比下滑 政策利好有望改善行业基本面,中国金融新闻网
1666,2020-06-10,5月九成券商业绩环比下滑 政策利好有望改善行业基本面 盈利能力下降,中国金融新闻网
1667,2020-06-10,说来就来！技术性牛市开始，创业板率先走起！券商集体喊“牛”,Wind
1668,2020-06-09,多尔克司：公司及相关人员被列为失信被执行人 失信被执行人,Wind
1669,2020-06-09,穆迪：首予申万宏源“Baa2”长期发行人评级，展望“稳定”,Wind
1670,2020-06-09,证券行业点评报告：高基数影响下 5月券商业绩表现环比承压 盈利能力下降,新浪
1671,2020-06-09,申万宏源(000166)：利息净收入增长五成 子公司收入翻倍,新浪
1672,2020-06-09,广发证券月考夺魁 股权之争硝烟再起,时代周报
1673,2020-06-09,【山证非银】证券行业5月业绩分析：债市回调，业绩环比下滑，同比维持增长,山西证券研究所
1674,2020-06-09,机构预测5月份CPI延续同比回落趋势，或重回“2时代”,证券日报
1675,2020-06-08,【长城非银】图说券商2020年5月营收数据初步测算及投资建议——累积市场燃点，应积极布局券商板块,强思非银
1676,2020-06-08,申万宏源备战精选层 项目储备拔头筹,中证报
1677,2020-06-07,精选层上线在即，三成拟精选层公司更换保荐券商！谁在导演这出大戏？,Wind
1678,2020-06-05,券商研究哪家强？24家券商金股测评：华泰+6.26%领涨，标的五上龙虎榜,21世纪经济报道
1679,2020-06-05,券商业绩坐上过山车！中信证券仅排第七，广发证券夺魁！,21世纪经济报道
1680,2020-06-05,申万宏源(06806)：申万宏源证券及其子公司5月净利合计约3.44亿元,智通财经
1681,2020-06-05,申万宏源(06806.HK)：申万宏源证券5月实现净利7.98亿元 同比增长312.1%,格隆汇
1682,2020-06-05,5月信用债发行总量回落，利率涨跌不一,Wind
1683,2020-06-05,申万宏源(000166.SZ)：5月申万宏源证券净利润7.98亿元 同比增长3.12倍,格隆汇
1684,2020-06-04,3.83万亿元！年内券商债券承销额同比增33%,Wind
1685,2020-06-03,沪硅产业“手撕”券商：自己都看不清未来，方正证券却预测其2020年盈利1.6亿,21世纪经济报道
1686,2020-06-03,券商中期策略密集发布，申万宏源“开始期待牛市”,Wind
1687,2020-06-03,金价高企，3只黄金ETF新品高仓位上市交易,Wind
1688,2020-06-02,国债期货加速下跌！有支撑还是债牛结束，6月走势成关键,Wind
1689,2020-06-02,三大指数样本股调整，2500亿指基即将大规模调仓换股,Wind
1690,2020-06-01,"申万宏源(06806.HK):""20申证C3""于5月29日起通过深交所综合协议交易平台进行转让",格隆汇
1691,2020-05-30,获准公开发行次级债，券商料迎补充资本大年,中证报
1692,2020-05-29,申万宏源刘靖：新三板精选层开户数超预期，投行挑战初步显现,资本邦
1693,2020-05-29,申万宏源：新开户数超预期有利于精选层二级市场表现,Wind
1694,2020-05-29,6.18大礼，两家中概股回港上市！,Wind
1695,2020-05-26,华大基因连续涨停，机构游资齐看好,Wind
1696,2020-05-25,申万宏源(06806.HK)：申万宏源证券完成发行60亿元次级债,格隆汇
1697,2020-05-25,申万宏源(06806.HK)：“18申证C3”完成本息兑付并摘牌 退市,格隆汇
1698,2020-05-25,申万宏源(000166.SZ)：获准向专业投资者公开发行不超300亿元公司债,格隆汇
1699,2020-05-25,申万宏源(000166.SZ)：发行2020年证券公司次级债券(第二期)60亿元,格隆汇
1700,2020-05-25,箭已在弦！210户国企试点、打造混改升级版,Wind
1701,2020-05-23,注册制改革激发资本市场活力 六股蓄势待发,证券时报网
1702,2020-05-22,广誉远(600771.SH)：申万宏源已累计减持东盛集团所持248万股 减持股份,格隆汇
1703,2020-05-22,A股37家券商去年11家人均薪酬福利超50万元 中信居首,中国经济网
1704,2020-05-21,全员出动！为拿下银行理财子公司，券商拼了,中证报
1705,2020-05-21,券商母公司4月净利排行榜：中信申万居前二，国泰华泰排名下行,面包财经
1706,2020-05-21,资管重塑，6家券商主动管理资产月均规模占比过半,Wind
1707,2020-05-20,中信建投成“小IPO”赢家：31家精选层受理企业拿下7单,挖贝网
1708,2020-05-20,申万宏源(06806)拟为子公司宏源恒利提供1亿元的担保 大额借贷担保,智通财经
1709,2020-05-18,非银金融周报：4月券商业绩环比回暖 头部券商优势明显,新浪
1710,2020-05-17,【山证非银】2019年报&2020一季报综述：发展生态巨变，扩表提速，头部券商更具竞争力,山西证券研究所
1711,2020-05-17,券商重磅业务裂变：“黑马”频出，豪门跌落,Wind
1712,2020-05-15,2000亿到账！第二批定向降准今日生效，机构展望后市走向,Wind
1713,2020-05-15,监管部门向券商提示风险，应明确与第三方平台责任边界,Wind
1714,2020-05-14,MLF暂未续做，逆回购暂停30天，机构点评背后深意,Wind
1715,2020-05-14,券业喜迎红四月：46家券商业绩环比增五成,Wind
1716,2020-05-13,又一个大佬栽了！多项核心资产遭冻结，年报难产或被ST 风险警示,中国基金报
1717,2020-05-13,超七成上市券商4月份业绩环比增长净利最高增39倍,证券时报
1718,2020-05-12,"暴涨3900%！""牛市旗手""大爆发：单月狂赚110亿，最大的看点是",全景网
1719,2020-05-12,上市券商4月成绩单：中信稳坐第一 14家净利环比翻倍,澎湃新闻
1720,2020-05-12,申万宏源(06806.HK)拟为宏源恒利提供1亿元担保 大额借贷担保,格隆汇
1721,2020-05-12,上市券商4月成绩单：中信证券稳坐第一，14家净利环比翻倍,澎湃新闻
1722,2020-05-12,申万宏源(06806.HK)累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1723,2020-05-12,申万宏源：前4月累计新增借款金额180.65亿元，占上年末净资产比例为21.29% 大额借贷担保,Wind
1724,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
1725,2020-05-12,申万宏源(06806-HK)：4月申万宏源证券净利增长267.08%,财华社
1726,2020-05-12,上交所同意申万宏源为国企方达基金提供主流动性服务,中证网
1727,2020-05-12,券商4月业绩爆发，七成券商营收净利环比双增,第一财经
1728,2020-05-12,申万宏源(6806.HK)领中资券商股普涨4月券商业绩爆棚,格隆汇
1729,2020-05-12,四成券商4月净利环比翻倍:中信仍是老大 申万跃居第二,中国证券网
1730,2020-05-12,4月业绩大爆发，四成券商净利润环比翻倍,Wind
1731,2020-05-12,布局“疫情后周期” 关注券商+成长 五股掘良机,证券时报网
1732,2020-05-12,券商4月业绩爆发：3头部大赚超10亿 方正证券环比增39倍,券商中国
1733,2020-05-12,全面飙升:券商4月业绩集体爆发 25家营收净利双丰收,券商中国
1734,2020-05-12,数说券商业绩：25家营收净利双丰收 3家头部大赚超10亿,券商中国
1735,2020-05-11,上市券商4月业绩全部出炉：多数券商净利同比、环比均大增，中信、申万宏源等3家净利超10亿！,每日经济新闻
1736,2020-05-11,申万宏源(06806.HK)：申万宏源证券4月净利润15.2亿元,格隆汇
1737,2020-05-11,“金三银四” 券业换帅忙，时隔六年彭文生重返中金 董监高成员变化,第一财经
1738,2020-05-11,申万宏源(06806)：申万宏源证券4月净利润同比增2.67倍至15.2亿元,智通财经
1739,2020-05-11,A股券商4月“月考”：中信证券龙头位置稳固,Wind
1740,2020-05-11,申万宏源：4月实现净利润15.2亿 去年同期为4.14亿元,新浪
1741,2020-05-11,申万宏源：申万宏源证券4月份实现营收22.81亿元、净利15.20亿元,中证网
1742,2020-05-11,申万宏源：申万宏源证券4月净利超15亿元 同比大增,e公司
1743,2020-05-11,申万宏源：母公司4月实现净利润15.2亿元,第一财经
1744,2020-05-11,申万宏源(06806)：申万宏源证券就质押式证券回购纠纷起诉沈培今及朱礼静归还本金6.95亿元 诉讼纠纷,智通财经
1745,2020-05-11,申万宏源：子公司申万宏源证券起诉沈培今、朱礼静 诉讼纠纷,Wind
1746,2020-05-11,基建“晴雨表”继续火！挖掘机销量连续两月超4万台,Wind
1747,2020-05-11,证券业高速发展10年，深圳券商却走“丢”，如何重振雄风？,券商中国
1748,2020-05-11,震惊金融圈！彭文生回归中金，黄燕铭或离开国泰君安！,中国基金报
1749,2020-05-11,证券时报：深圳补齐证券短板时不我待,Wind
1750,2020-05-08,晨会聚焦200508重点关注中国国旅、通信、申万宏源,国信研究
1751,2020-05-08,申万宏源（000166）点评：个人金融提振，自营业务承压,国信研究
1752,2020-05-06,申万宏源(06806)：“20申证C2”于深交所综合协议交易平台进行转让,智通财经
1753,2020-05-06,申万宏源(06806.HK)：“20申证C2”在深交所综合协议交易平台转让,格隆汇
