,2021-12-31,农业银行诉宁波银行9.86亿汇票合同纠纷案败诉 诉讼纠纷,券商中国
4670,2020-08-29,以史为鉴，当前时点买银地保还是中小创？这份优质周期龙头名单收好，北上资金已潜伏它们,证券时报
4671,2020-08-29,逾百股本周股价创新高7股获机构净买入,证券时报
4672,2020-08-29,今日465公司公布半年报46家业绩增幅翻倍,证券时报网
4673,2020-08-29,银行股的行情会怎样演绎,腾讯网
4674,2020-08-29,宁波银行上半年收入净利均双位数增长 中间业务收入大增46.48%,21世纪经济报道
4675,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
4676,2020-08-28,宁波银行资产规模突破1.5万亿元 营业收入同比增长23%至200亿元,证券时报
4677,2020-08-28,银行理财子公司首批半年度成绩单来了：招银理财净利15亿元，每天暴赚824万元！,每日经济新闻
4678,2020-08-28,宁波银行：上半年净利润同比增长14.60% 资产总额突破1.5万亿元,中证网
4679,2020-08-28,上半年宁波银行归母净利润同比增14.6% 不良率0.79%,北京商报
4680,2020-08-28,宁波银行上半年营收、净利双位数增长 总资产超1.5万亿元,新华网
4681,2020-08-28,宁波银行总资产超1.5万亿元 资产质量继续保持同业领先,上证报
4682,2020-08-28,宁波银行(002142.SZ)：上半年净利同比增14.6%至78.43亿元,格隆汇
4683,2020-08-28,业绩骤降70% 免税巨头中国中免突遭利空 盈利能力下降,新浪
4684,2020-08-28,IDC：技术变革助力金融行业数智转型,金融界
4685,2020-08-28,【主力资金】业绩骤降70%，疯涨的免税巨头突遭利空，4亿资金刚刚杀入 盈利能力下降,证券时报网
4686,2020-08-28,100元就能当股东 浙江银行柜台地方债即将发售,--
4687,2020-08-28,巨·大盘|创业板放量上涨 打破连续盘整格局,巨丰财经
4688,2020-08-28,A股收评：沪指重回3400点！军工、医药、金融板块集体强势,格隆汇
4689,2020-08-28,低开高走：沪指收复3400点，创业板指涨2.55%,澎湃新闻
4690,2020-08-28,巨丰收评：权重股带领市场走出盘整,巨丰财经
4691,2020-08-28,巨丰午评：防御性板块走强,巨丰财经
4692,2020-08-28,【国海固收·靳毅团队】同业存单发行小幅回落，理财发行明显缩水,靳论固收
4693,2020-08-28,价值公司成投资标杆高质量发展夯实长牛根基,证券时报
4694,2020-08-28,新起点、新征程首家港股上市城商行——重庆银行A股IPO成功过会,证券时报
4695,2020-08-28,年内32家银行127位董监高职位调整 70后高管加速补位,证券日报
4696,2020-08-27,零壹智库在重庆发布“2020年手机银行数字竞争力TOP 100”榜单,零壹财经
4697,2020-08-27,神州信息发布2020半年业绩报告：归母净利同比增长21.34%,证券日报
4698,2020-08-27,2020年中国网“明星信用卡”评选结果正式出炉,中国网
4699,2020-08-27,【电新】杉杉股份：二季度环比扭亏为盈,中银证券研究
4700,2020-08-27,神州信息2020半年业绩报告：扣非净利涨幅28.77%,红周刊
4701,2020-08-27,周四机构一致看好的七大金股（08.27）,中金在线
4702,2020-08-27,宁波银行推出跨境电商收款服务 电商境外收款更快更安全,中新网
4703,2020-08-27,神州信息2020半年业绩报：金融科技业务签约同比增长36%,中新网
4704,2020-08-26,金融科技签约量大幅增长 神州信息2020上半年净利润增长21.34%,上证报
4705,2020-08-26,深度*公司*杉杉股份(600884)：二季度环比扭亏为盈,新浪
4706,2020-08-26,【银行】银行业周报：8月LPR环比持平，下半年不良处置力度将加大,中银证券研究
4707,2020-08-26,北向资金动向盘点：反手加仓茅台，但“食药”持仓占比已达31.3%,Wind
4708,2020-08-25,【中金固收·利率】结构性存款价量齐跌，银行理财量稳价降—金融机构负债端跟踪7月月报,中金固定收益研究
4709,2020-08-25,北向资金动向盘点：加仓行业龙头；“消费”摇摆不定,Wind
4710,2020-08-25,安信研究|晨会在线20200902,安信证券研究
4711,2020-08-24,149亿主力资金近三日大量撤出中小创,证券时报网
4712,2020-08-24,30股特大单净流入资金超2亿元,证券时报网
4713,2020-08-24,"宁波银行票据业务自动化办理,让企业融资更加安全便利",凤凰网
4714,2020-08-24,66股主力资金净流入超亿元,证券时报网
4715,2020-08-24,雅戈尔联合体以上限价42亿+配人才房1300平夺宁波东部新城一宅地,中华网
4716,2020-08-24,创业板指大涨近2%：沪指微涨，两市成交仍不足9000亿元,澎湃新闻
4717,2020-08-24,时代银行周报 | LPR改革迎来一周年，贷款利率下降效果明显,时代在线
4718,2020-08-24,摩根大通下调交行、光大银行A股评级 预计二季度行业净利减少24% 投资评级恶化,新浪
4719,2020-08-24,银行股下滑，宁波银行跌超4%，成都银行、常熟银行跌超2%,Wind
4720,2020-08-23,【兴证金融 傅慧芳】银行业周报（08.17-08.23）：银行中报下周密集披露，本周3家业绩好于行业,兴证金融
4721,2020-08-23,资本扩张大战硝烟再起 银行动作频频忙“补血”,北京商报
4722,2020-08-23,银行：力度更强的一轮银行重估和盈利提升,新浪
4723,2020-08-23,富时罗素半年度调整新纳入150只A股，“聪明资金”配置A股风向生变,21世纪经济报道
4724,2020-08-23,今年第二家！5000亿城商行A股IPO将上会，有望成第15家A+H股银行,中财网
4725,2020-08-22,富时罗素半年度调整新纳入150只A股 外资配置A股风向发生变化,21世纪经济报道
4726,2020-08-22,哪个银行定期存款利率高？2020年各大银行定期存款利率查询,--
4727,2020-08-22,定增、发债、配股齐上阵,中证报
4728,2020-08-21,*ST康得被纳入失信被执行人名单 期限两年 失信被执行人,中新经纬
4729,2020-08-21,*ST康得(002450.SZ)：被纳入失信被执行人名单 失信被执行人,格隆汇
4730,2020-08-20,主力资金：3只消费电子概念股获主力追捧 杀入资金超18亿元,金融界
4731,2020-08-20,从818当日交易额破21亿 看苏宁支付全场景战略布局,金融界
4732,2020-08-20,CEO朱明杰获上海“长宁区杰出人才” 氪信一个月前被315晚会点名窃取用户隐私 经营问题,凤凰网
4733,2020-08-20,周期之王银行业的投资机会,和讯
4734,2020-08-20,【国信金融·深度】数据金矿：互联网消费贷的模式和格局,国信金融研究
4735,2020-08-20,两融数据解析：融资盘再次流入军工、白酒板块 农业银行空方情绪大幅提升,金融界
4736,2020-08-20,10股受融资客青睐，净买入超亿元,证券时报网
4737,2020-08-20,宁波银行(002142)：从客户深耕到商业共赢 银行业的成长股 上调估值至2.5XP/B,新浪
4738,2020-08-19,大打“擂台战” 国有行理财子发行产品占绝对优势、混合类产品加速抢滩,北京商报
4739,2020-08-19,【中信建投银行杨荣】11月社融信贷数据点评：《信贷大增带动社融超预期》,eResearch杨荣团队
4740,2020-08-19,平安理财、南银理财、苏银理财……银行理财子公司开业密集获批,每日经济新闻
4741,2020-08-19,持牌消金扩容提速 行业将至者谁？,新浪
4742,2020-08-19,551亿主力资金近三日大量撤出中小创,证券时报网
4743,2020-08-19,三大概念受158亿主力资金追捧,证券时报网
4744,2020-08-19,大唐发电(00991.HK)完成发行20亿元超短期融资券,格隆汇
4745,2020-08-19,34股主力资金净流入超亿元,证券时报网
4746,2020-08-19,首份半年报带动银行股普涨 提质增效反哺实体江苏样板引关注,中投网
4747,2020-08-19,江苏两家上市银行理财子公司获准开业 开业理财子公司增至16家,中投网
4748,2020-08-19,【中信建投银行杨荣】《系统重要性银行评估办法》点评：《扩大初始名单，缩小实质范围》,eResearch杨荣团队
4749,2020-08-19,【国海固收·靳毅团队】同业存单发行下降，银行板块估值回升,靳论固收
4750,2020-08-19,快讯：7只银行股逆市上涨 机构普遍看好板块估值修复机会,证券日报
4751,2020-08-19,银行股多数走升，无锡银行、南京银行、宁波银行涨超1%,Wind
4752,2020-08-19,操盘必读｜最高法护航创业板注册制！中国人寿澄清合并传闻，蓝思科技近100亿收购苹果产业链公司,上游新闻
4753,2020-08-19,低估值蓝筹轮番领涨 沪指突破只差“临门一脚”,新浪
4754,2020-08-19,道达投资手记：做好准备，迎接即将到来的变化,每日经济新闻
4755,2020-08-19,两融小幅下降，私募基金管理规模上升——资金面周观察,修炼投资的水晶球
4756,2020-08-18,江苏2家银行理财子公司获批开业，开业理财子公司增至16家,澎湃新闻
4757,2020-08-18,国家队概念股近三日受182亿主力资金追捧,证券时报网
4758,2020-08-18,59股主力资金净流入超亿元,证券时报网
4759,2020-08-18,银行基本面跟踪十五：四维度的纠偏与空间,新浪
4760,2020-08-18,招商上证港股通ETF与招商浙江100ETF今日同步上市,中国证券网
4761,2020-08-18,高效布局优质资产 招商港股通ETF与招商浙江100ETF今日同步上市,金融投资报
4762,2020-08-18,8月18日券商晨会研报汇编,证券日报
4763,2020-08-18,金融三驾马车联袂走强上证指数逼近年内新高,证券时报
4764,2020-08-18,36只银行股全线飘红，对银行股可以乐观起来了吗？,搜狐
4765,2020-08-17,道达投资手记：央行发红包 沪指要创新高？,每日经济新闻
4766,2020-08-17,终结四周净卖出 北向资金再买银行和周期龙头,大众证券报
4767,2020-08-17,深度*行业*银行业周报：银行业中期业绩利空落地 业绩期关注绩优个股,新浪
4768,2020-08-17,银行行业周报225期：风险溢价下降和基本面向上,新浪
4769,2020-08-17,光大策略 李瑾 | 资金净流入240亿元，北上资金回流——2020年第31周股市资金跟踪,超悦策略
4770,2020-08-17,原实控人违规担保导致ST远程银行账户再被冻结 半年报披露被迫延期 资产查封,21世纪经济报道
4771,2020-08-17,人寿新华盘中涨停，还能追高吗？,和讯
4772,2020-08-17,城商行领涨银行板块 还有23家银行股价“破净”,和讯
4773,2020-08-17,业绩复苏估值回升 保险股强势领涨！,中投网
4774,2020-08-17,大金融板块表现亮眼，短暂还是持久？,搜狐
4775,2020-08-17,8月17日主力资金净流入345亿元,证券时报网
4776,2020-08-17,首份半年报出炉 银行股涨不能停,21世纪经济报道
4777,2020-08-17,组件价格上涨对电站收益影响分析,Ofweek
4778,2020-08-17,银行行业报告：首份上市行中报落地稳定预期 看好银行低估值修复行情,新浪
4779,2020-08-17,下周看多两大方向！,金融界
4780,2020-08-17,银行板块迎来久违普涨又有股东“择机”减持 减持股份,证券时报
4781,2020-08-16,【兴证金融 傅慧芳】银行业周报（08.10-08.14）：H1行业利润-9.4%靴子落地，H2预计处置力度继续加大,兴证金融
4782,2020-08-16,【山证策略】周报：7月数据陆续公布，基本面变化主导市场行情——2020年第32期,山西证券研究所
4783,2020-08-16,中国人寿强势涨停护盘这些低估值板块悄然启动,时代周报
4784,2020-08-16,红刊雪球秀｜保险拐点未到但估值已偏低 银行牛市后期有望迎戴维斯双击 ——专访沣京资本基金经理吴悦风,红周刊
4785,2020-08-16,江苏银行(600919)：详解首份银行中报 重申转看多银行股,新浪
4786,2020-08-15,详解首份银行中报，重申转看多银行股【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
4787,2020-08-15,新基金发行热度未减 权益专户募集火爆,中证网
4788,2020-08-15,北上资金趋于谨慎，水泥股遭大面积抛售,Wind
4789,2020-08-15,北上资金趋于谨慎水泥股遭大面积抛售,证券时报
4790,2020-08-15,个股资金流向,财富动力网
4791,2020-08-14,减持！宁波银行：股东雅戈尔集团减持约6087万股 减持股份,每日经济新闻
4792,2020-08-14,宁波银行(002142.SZ)：雅戈尔集团减持数量已过半累计减持6087.15万股 减持股份,格隆汇
4793,2020-08-14,宁波银行(002142.SZ)：雅戈尔集团近日累计减持1.05%股份 减持股份,格隆汇
4794,2020-08-14,北上资金交投活跃度持续下降：本周大买这些白马股 狂抛水泥股,新浪
4795,2020-08-14,54股主力资金净流入超亿元,证券时报网
4796,2020-08-14,金融股驱动大盘上升创指涨1.76%外资回归提振A股做多信心,财华社
4797,2020-08-14,投资者急赎回 长安基金混合型产品业绩垫底,中国经营网
4798,2020-08-14,银行股拉升背后：破净率超七成，外资提前抢筹,Wind
4799,2020-08-14,缩量反弹创业板空间有限中国人寿涨停保险板块大涨,新浪
4800,2020-08-14,银行理财系列之三：从”破净“看产品精细化之路,新浪
4801,2020-08-14,A股收评：三大指数探底回升涨超1%，白酒、军工股集体强势,格隆汇
