,2021-12-31,罚没720万元，半年负债增29%！粤开证券定增前路如何？ 偿债能力下降,投资时报
1190,2020-08-10,【兴证金融 傅慧芳】银行业周报（08.10-08.14）：H1行业利润-9.4%靴子落地，H2预计处置力度继续加大,兴证金融
1191,2020-08-10,【中信建投银行杨荣】上半年银行业监管数据点评：《净利润负增长，资产质量夯实》,eResearch杨荣团队
1192,2020-08-10,银行行业跟踪：政策边际收紧 看好低估值修复行情,新浪
1193,2020-08-09,银行行业周报：货币政策确认中性 7月社融料延续较高增速,新浪
1194,2020-08-09,【兴证金融 傅慧芳】货币政策确认中性，7月社融料延续较高增速 ——银行业周报（2020.08.03-2020.08.07）,兴证金融
1195,2020-08-06,银行业主题研究系列之一：银行如何投基建及本轮基建影响解析,新浪
1196,2020-08-06,杭州银行(600926.SH)高管任职资格获监管机构核准,格隆汇
1197,2020-08-06,巴菲特20亿美元买美国银行股票停不住手，A股银行股能买吗,中证报
1198,2020-08-05,每日理财观察：现货黄金突破2000美元关口,Wind
1199,2020-08-05,银行行长离职去哪儿了？密集“下海”案例锐减 董监高成员变化,Wind
1200,2020-08-04,银行Ⅱ行业：不良资产处置的新方式,新浪
1201,2020-08-04,公募基金持银行股比例降至历史次低,Wind
1202,2020-08-04,基金持仓占比降至历史次新低，银行保险为何“失宠”？,Wind
1203,2020-08-03,银行点评资管新规延期至2021年底：过渡期正式延长 银行整改压力减轻,新浪
1204,2020-08-03,今天3家银行限售股解禁，其中一家流通盘激增近400% 解禁,中证报
1205,2020-08-03,银行行业周报：过渡期延长落地 银行整改压力减轻,新浪
1206,2020-07-30,杭州银行(600926.SH)：三位高管任职资格获监管机构核准,格隆汇
1207,2020-07-28,独家丨全国288家银行理财能力排行榜（2020年2季度）,和讯
1208,2020-07-27,银行业周报222期：资金流向与货币政策走向,新浪
1209,2020-07-27,银行行业周报：中小银行MPA考核或放松 信贷扩张可期,新浪
1210,2020-07-27,杭州银行(600926)公司深度研究：五年战略成果亮眼 业绩高增前景广阔,新浪
1211,2020-07-26,非银金融行业本周聚焦：券商Q2经营业绩向好 关注大金融板块“超低持仓”下的投资机会,新浪
1212,2020-07-24,小银行想玩“断舍离”？不良资产成为定增新搭头,Wind
1213,2020-07-23,2020年二季度银行板块基金持仓分析：人弃我取 抓住仓位史低机会,新浪
1214,2020-07-23,银行Ⅱ：二季度继续减持 看好底部反弹 减持股份,新浪
1215,2020-07-23,银行系调研路径揭晓：医药、科技、消费和可转债,上证报
1216,2020-07-23,杭州银行股份有限公司关于变更,证券时报
1217,2020-07-22,杭州银行变更注册资本获得核准,上证报
1218,2020-07-22,杭州银行(600926.SH)：变更注册资本获浙江银保监局核准,格隆汇
1219,2020-07-22,2020Q2公募基金持仓分析：公募配置降至低位 板块配置价值提升,广发证券
1220,2020-07-22,银行周报第23期：理财步入正轨 LPR利率已维持4个月无变化,新浪
1221,2020-07-20,银行板块异动，银行ETF涨1.7%成交超3亿元,Wind
1222,2020-07-20,中信证券：银行股价下行概率和空间低,Wind
1223,2020-07-20,银行行业：影子银行及互联网贷款监管加强 公开市场操作利率平稳,新浪
1224,2020-07-19,【兴证金融 傅慧芳】信贷资金投放监管趋严，中小金融机构供给侧改革推进——银行业周报（200711—200717）,兴证金融
1225,2020-07-16,上市公司正负面新闻2020年7月16日星期四,Wind
1226,2020-07-15,晚间重要公告2020年7月15日星期三,Wind
1227,2020-07-15,杭汽轮B：收到“杭州银行”分红收益9515.63万元,Wind
1228,2020-07-09,海联讯(300277.SZ)拟向两家银行申请综合授信额度,格隆汇
1229,2020-07-07,A股早报2020年7月7日星期二,Wind
1230,2020-07-07,2020上半年过会零记录中小银行IPO缘何“入冬”,Wind
1231,2020-07-06,银行Ⅱ：明确标债资产认定 引导融资成本下行,新浪
1232,2020-07-06,涨停板解密：金融股掀涨停潮！（7月6日）,Wind
1233,2020-07-06,【研报掘金】资金面与基本面共振 银行板块估值有非常大的提升空间,证券时报网
1234,2020-07-03,银行点评：银行要如何配置 向上空间如何？,新浪
1235,2020-07-03,A股乘风破浪，还有哪些价值洼地在隐秘角落？,证券时报网
1236,2020-07-02,银行Ⅱ：注资中小行 补血加活血,新浪
1237,2020-06-30,杭州银行(600926.SH)年报推10派3.5元股权登记日7月8日,格隆汇
1238,2020-06-28,主承销商：精功集团“17精功MTN001”违约后续工作进展情况 未按时兑付本息,Wind
1239,2020-06-24,上证综指半日升0.15%，半导体概念板块大涨稳定市场,Wind
1240,2020-06-23,杭州银行今日大宗交易成交63万股，成交价8.84元溢价0.0%,Wind
1241,2020-06-19,2020年中期投资策略报告：中小银行深化改革,新浪
1242,2020-06-19,一银行将迎全“70后”高管团队,Bank资管
1243,2020-06-19,银行行业研究：【太平洋银行】共生共荣 风雨过后 便是彩虹,新浪
1244,2020-06-18,杭州银行(600926.SH)：王平董事任职资格获监管机构核准,格隆汇
1245,2020-06-17,央行及银保监会行政处罚汇总（6月17日） 金融监管处罚,Wind
1246,2020-06-17,让利意图明显银行业中报负增符合预期银行股估值有望稳步提升,财华社
1247,2020-06-17,低过房贷利率？多家银行定向降低利率抢收“个贷”,证券时报
1248,2020-06-17,新老基建齐飞，A股现普涨格局,Wind
1249,2020-06-16,银行息差、资产质量和估值的国际比较-天风|银行,志明看金融
1250,2020-06-12,【研报掘金】悲观预期充分反映在银行股走势中 目前正是板块布局重要时机,证券时报网
1251,2020-06-12,A股早报2020年6月12日星期五,Wind
1252,2020-06-12,1142只理财子公司产品得以登记，固收类占比近八成,Wind
1253,2020-06-11,杭州银行八亿贷款六年有借无还 胜诉后借款恐仍难追回,新浪
1254,2020-06-11,这家大行股价盘中跌逾5% 股票解禁日股价必“受伤”？ 解禁,中投网
1255,2020-06-11,网贷天眼晚报：杭州银行12亿贷款打水漂银行员工出售客户征信被判刑,和讯
1256,2020-06-11,银行股解禁大考表现分化 5家银行年内推出股价稳定方案 解禁,中证报
1257,2020-06-10,75张罚单披露：被挪用贷款资金主要流向房地产、股市、理财 其他违规处罚,澎湃新闻
1258,2020-06-10,时代热评 | 杭州银行量产千万富豪高管，近12亿贷款若“打水漂”谁担责？,时代在线
1259,2020-06-10,邮储银行大跌逾5%！机构：原因有这些 连续下跌,中证报
1260,2020-06-09,80后捞金不良资产反成不良 欠下银行本金18.73亿,新浪
1261,2020-06-08,杭州银行(600926.SH)：1.89亿股首发限售股6月12日解禁 解禁,格隆汇
1262,2020-06-08,时代热评 | 金华银行盈利能力持续下滑，徐雅清连任董事长达十年 盈利能力下降,时代在线
1263,2020-06-08,8亿多贷款6年仍未归还杭州银行沦为钢贸“接盘侠”？,证券时报
1264,2020-06-02,杭州银行：公司上海分行与璟合实业等金融借款合同纠纷案获一审判决 诉讼纠纷,Wind
1265,2020-05-30,机构看好八成以上银行成份股，投资优质银行将获确定性回报,Wind
1266,2020-05-28,深化金融改革 强化服务实体,金融界
1267,2020-05-27,快讯：银行板块早盘小幅拉升 南京银行等多股走强,新浪
1268,2020-05-27,券商首次关注6股并给予买入评级（5月27日）,Wind
1269,2020-05-27,20股获券商买入评级 金达威目标涨幅达39.61%,Wind
1270,2020-05-26,商业银行表内投资及表内非标债权投资规模有多大？,和讯
1271,2020-05-26,易纲警示未来银行业不良压力或将上升 哪些行业贷款质量会下滑？,华夏时报
1272,2020-05-26,杭州银行(600926)：区位及资产质量优势显着 首次覆盖 买入评级,新浪
1273,2020-05-26,浙商银行解禁日股价跌3.23% 银行板块年内还有超200亿股将解禁 解禁,每日经济新闻
1274,2020-05-26,杭州银行：“17精功MTN001”持有人会议未审议通过要求发行人及时披露重整相关事项等议案 减资破产,Wind
1275,2020-05-25,今年已有11家银行解禁，多重压力下银行股估值修复尚难 解禁,第一财经
1276,2020-05-21,13家上市城商行业绩比拼：宁波银行利润增速第一 郑州银行不良率超2%,金融界
1277,2020-05-21,今年融资已超3600亿！银行永续债、二级资本债发行火热,Wind
1278,2020-05-21,最美债券人∣杭州银行：众志成城抗疫情，勠力同心勇担当,--
1279,2020-05-21,A股早报2020年5月21日星期四,Wind
1280,2020-05-20,年内1400亿元银行股解禁潮来袭，近9成银行股破净,21世纪经济报道
1281,2020-05-19,【中信建投银行杨荣】银行业周报219期：《因势而变的必要调整》,eResearch杨荣团队
1282,2020-05-19,【中信建投银行杨荣】2季度基金持仓简评：《二季度继续减持，看好底部反弹》 减持股份,eResearch杨荣团队
1283,2020-05-19,【中信建投银行杨荣】银行业周报224期：《再次审视中小银行风险的源头》,eResearch杨荣团队
1284,2020-05-19,【中信建投银行杨荣】周报228期：《扩容债转股投资主体，加快不良资产处置》,eResearch杨荣团队
1285,2020-05-19,【中信建投银行杨荣】银行业周报216期：《并购是主流吗？》,eResearch杨荣团队
1286,2020-05-19,【中信建投银行杨荣】银行业周报214期：《理财子公司高管关注的问题?》,eResearch杨荣团队
1287,2020-05-19,【中信建投银行杨荣】上市银行20年半年报综述：《相信自然增长，存量风险出清》,eResearch杨荣团队
1288,2020-05-19,【中信建投银行杨荣】行业简评：《明确标债资产认定，引导融资成本下行》,eResearch杨荣团队
1289,2020-05-19,【中信建投银行杨荣】6月社融点评：《社融延续高速增长》,eResearch杨荣团队
1290,2020-05-19,【中信建投银行杨荣】7月社融信贷数据点评：《通报影响社融增速，不改高增长态势》,eResearch杨荣团队
1291,2020-05-19,【中信建投银行杨荣】5月社融简评：《财政政策发力，居民消费回暖》,eResearch杨荣团队
1292,2020-05-19,银行并购是主流吗？,中信建投证券研究
1293,2020-05-19,四季度银行股有哪些催化剂？,中信建投证券研究
1294,2020-05-19,【中信建投银行杨荣】行业简评：《央行购买，中小银行贷款出表》,eResearch杨荣团队
1295,2020-05-18,解禁潮来袭 超八成上市银行仍陷“破净”压力 解禁,北京商报
1296,2020-05-18,长三角7家上市城商行的2019年：谁最赚钱 谁是异地贷款王,金融界
1297,2020-05-18,长三角7家上市城商行2019年净赚803.35亿：营收净利均保持两位数增长，谁是异地贷款王,凤凰网
1298,2020-05-18,A股城商行个贷总额超2万亿 六成增速超30%零售转型提质提速,长江商报
1299,2020-05-18,17股获券商买入评级，会畅通讯目标涨幅达101.35%,Wind
1300,2020-05-15,下周685亿市值限售股解禁，环比增加79.44% 解禁,Wind
1301,2020-05-15,杭州银行(600926.SH)：约1.4735亿股限售股将解禁 解禁,格隆汇
1302,2020-05-15,杭州银行：1.47亿股限售股将于5月21日上市流通 解禁,Wind
1303,2020-05-14,杭州银行(600926)：存量风险出清 零售优势巩固,新浪
1304,2020-05-13,杭州银行战“疫”应考：抗疫发展两不误,每日经济新闻
1305,2020-05-13,城商行零售贷款比较:长沙银行占比最高 贵阳银行最低,澎湃新闻
1306,2020-05-09,杭州银行2019暨2020一季报详细解读：业绩平稳高增【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1307,2020-05-08,报告行长| 万亿资产城商行成员扩充至8家，人均薪酬前三名均超50万,和讯
1308,2020-05-08,报告行长| 万亿资产城商行成员扩至8家，“领头羊”已超4家股份行，人均薪酬前三名均超50万,和讯
1309,2020-05-08,金融板块表现强势,Wind
1310,2020-05-08,资本补充渠道拓宽但仍有限，业内期待特别国债注资中小银行,Wind
1311,2020-05-07,杭州银行年报：提升金融服务质效 服务实体经济发展,每日经济新闻
1312,2020-05-07,北京和众汇富：杭州银行为何成长这么快？,和讯
1313,2020-05-07,【杭州银行】业绩靓丽，分红比例提高,志明看金融
1314,2020-05-07,资负表策略看利润表空间—银行业资产负债回顾与展望,麦高bank
1315,2020-05-06,践行可持续发展理念 杭州银行发布社会责任报告,中国金融新闻网
1316,2020-05-06,拆解486笔科创板公司委托理财，结构性存款占比超70%,Wind
1317,2020-05-01,杭州银行去年净利润66.02亿元,中国金融新闻网
1318,2020-05-01,41家上市银行2020年一季度经营情况综述,和讯
1319,2020-05-01,盈利高增长下 城商行业绩分化日趋明显,金融时报
