,2021-12-31,制药行业火热收官，中药板块领涨，龙头片仔癀遇冷「制药行业周榜」,华夏时报
1690,2020-09-05,机构“抱团”松动，消费股天花板到了吗？,中国基金报
1691,2020-09-05,天花板到了吗？深度解析消费股长牛逻辑，估值高出国际巨头数倍背景下，未来机会在哪,证券时报网
1692,2020-09-05,消费股天花板到了吗？估值偏“贵” 未来机会在哪,证券时报
1693,2020-09-05,大消费集体熄火 机构扎堆抛售 股票卖空,财富动力网
1694,2020-09-05,中药行业周报：疫情相关行业中报业绩表现突出 中药行业压力较大,新浪
1695,2020-09-05,证券时报：机构抱团股也得敬畏市场,Wind
1696,2020-09-05,大消费集体熄火 机构扎堆抛售 股票卖空,投资快报
1697,2020-09-04,美股连夜闪崩，酱茅药茅盘中大跳水，半导体板块为何大涨霸屏？ 连续下跌,私募排排网
1698,2020-09-04,A股收盘综述：创业板综指低开高走收升0.37%，连续两周录得上涨,Wind
1699,2020-09-04,片仔癀(600436)：片仔癀产品有望持续量价齐升 日化产品空间广阔,新浪
1700,2020-09-04,“大妖股”大跌14%，竟然翻红了……,中国基金报
1701,2020-09-04,医药股飞涨！片仔癀成为新晋中药龙头,医药资讯地方台
1702,2020-09-04,医药行业2020年9月投资月报：建议关注IVD化学发光赛道 业绩高增长可期,新浪
1703,2020-09-04,片仔癀大跌7.32%，近5日流出8.23亿,中新经纬
1704,2020-09-04,【A股午盘综述】创业板综指半日跌0.83%，资金热炒半导体概念股,Wind
1705,2020-09-04,火箭式飙涨！比茅台还凶！但是 这个信号让人心慌！,搜狐
1706,2020-09-04,云南白药、青岛啤酒、片仔癀等纷纷下挫，跌幅均超过6%,Wind
1707,2020-09-04,中药板块表现强劲，片仔癀成为新晋中药龙头,制药网
1708,2020-09-04,A股融资融券日报：两融余额增加7.94亿元（9月3日）,Wind
1709,2020-09-04,A股早报2020年9月4日星期五,Wind
1710,2020-09-04,睿财看市场： 市场震荡格局未变，资金继续扎堆创业板但热度略减,恒泰睿财
1711,2020-09-04,金融工程日报：指数振荡下行 两融余额持续上升,新浪
1712,2020-09-04,大盘震荡走低小心消费板块获利回吐,重庆商报
1713,2020-09-03,道达投资手记：消费股突然走坏 该下车了吗？,每日经济新闻
1714,2020-09-03,新晋“中药一哥”片仔癀市值超1600亿，堪称“药中茅台”,第一财经
1715,2020-09-03,片仔癀成“药中茅台”？一粒590元，市值1600亿超云南白药,腾讯网
1716,2020-09-03,"片仔癀现2笔大宗交易 共成交11,401.79万元",新浪
1717,2020-09-03,突发，6000亿酱油跌近7%，片仔癀巨震15%！千亿芯片龙头逼近涨停，超跌高增长科技龙头来了,证券时报网
1718,2020-09-03,机构现身21股，净买入甘源食品1.41亿元、净卖出片仔癀1.97亿元,第一财经
1719,2020-09-03,片仔癀龙虎榜数据（9月3日）,Wind
1720,2020-09-03,9月3日龙虎榜，机构青睐这10股,证券时报网
1721,2020-09-03,6000亿酱油股惊魂一跳！下一个攻击方向在哪,券商中国
1722,2020-09-03,机构今日买入这12股，抛售片仔癀1.97亿元丨牛熊眼,第一财经
1723,2020-09-03,人民金融·创新药指数涨1.18% | 片仔癀进军创新药，全球首个四特异性抗体获批临床,证券时报网
1724,2020-09-03,龙虎榜：片仔癀冲高回落 两机构席位卖出2.4亿元,e公司
1725,2020-09-03,片仔癀冲高回落全天振幅近15%，两机构席位卖出2.41亿元,Wind
1726,2020-09-03,医药生物行业日报：西班牙将在全国接种流感疫苗,新浪
1727,2020-09-03,堪称“药中茅台”！590元一粒的中成药火了，今年市值暴增近1000亿！打败云南白药成“一哥”,中国基金报
1728,2020-09-03,A股收盘综述：创业板综指收跌0.93%，多只白马股高位派发压制市场,Wind
1729,2020-09-03,片仔癀尾盘跌幅扩大至6%，成交金额超40亿元,Wind
1730,2020-09-03,片仔癀、海天味业午后双双跳水转跌，早盘两股均刷新历史新高,Wind
1731,2020-09-03,造假300亿公司复牌，超100万手封死涨停！,中国基金报
1732,2020-09-03,片仔癀、云南白药你追我赶创新高！谁才是“药中茅台”？,中国证券网
1733,2020-09-03,白酒股又火了 一大批白马股又刷新高！品牌龙头故事不断,中国基金报
1734,2020-09-03,片仔癀涨超4%续创新高，市值突破1700亿元,Wind
1735,2020-09-03,每日理财观察：权益类基金年内发行创新高,Wind
1736,2020-09-03,民族品牌指数涨0.41% 片仔癀市值突破1600亿元,上证报
1737,2020-09-03,正在透支品牌的同仁堂：质量问题频发 分支机构良莠不齐 产品问题,新浪
1738,2020-09-03,连年涨价 片仔癀“药中茅台”是如何炼成的,北京商报
1739,2020-09-03,总市值超1600亿元 片仔癀“药中茅台”是如何炼成的,腾讯网
1740,2020-09-03,"连年涨价 市值超1600亿！""药中茅台""是如何炼成的",北京商报
1741,2020-09-02,中药第一股易位 片仔癀云南白药的新旧霸主之争,北京商报
1742,2020-09-02,片仔癀超云南白药成最贵中药股,北京商报
1743,2020-09-02,金融街下午茶2020年9月2日星期三,Wind
1744,2020-09-02,中药“一哥”换位！卖牙膏的云南白药跑输卖化妆品的片仔癀？,证券时报网
1745,2020-09-02,民族品牌指数涨0.41% 片仔癀涨9.99%,上证报
1746,2020-09-02,A股收盘综述：创业板综指收涨1.63%一度突破3200，成交金额创历史新高,Wind
1747,2020-09-02,片仔癀逼近涨停 年内累涨1.5倍！总市值超越云南白药重回中药行业榜首,金融界
1748,2020-09-02,片仔癀盘中大涨逾9% 股价再创历史新高,证券时报网
1749,2020-09-02,片仔癀逼近涨停再创新高并重回中药行业市值首位，今年累涨1.5倍,Wind
1750,2020-09-02,片仔癀大涨7.22%，净流入4207.3万元,中新经纬
1751,2020-09-02,A股异动|片仔癀(600436.SH)涨近5%超过云南白药重回中药行业市值首位,格隆汇
1752,2020-09-02,片仔癀涨超3%，市值突破1500亿元再创历史新高,Wind
1753,2020-09-02,10年22倍！中药界的“茅台”，市值超上海机场！超级品牌概念股来了，券商看好茅台破2000元,证券时报
1754,2020-09-02,中药界茅台：10年22倍 市值超上海机场（超级品牌概念股）,新浪
1755,2020-09-02,超级品牌概念牛股成群 券商看好茅台突破2000元,证券时报
1756,2020-09-01,片仔癀首个1类新药获批临床 剑指实体瘤,东方药网
1757,2020-08-31,"片仔癀现1笔大宗交易 共成交7,847.96万元",新浪
1758,2020-08-31,片仔癀VS云南白药：来自皇室与民间的中药国粹 市值均已过千亿,和讯
1759,2020-08-31,全国扩张显著，中华老字号片仔癀上半年赚8亿，围绕“一核两翼”布局大健康发展蓝图丨领航100,和讯
1760,2020-08-31,私募重仓医药生物、食品饮料和电子,中国基金报
1761,2020-08-30,【浙商医药|周报】板块回调，关注估值切换带来低估值板块投资机遇,杏林建研
1762,2020-08-30,片仔癀PZH2111片获批临床试验 累计研发投入2750万元,上证报
1763,2020-08-29,上市公司正负面新闻2020年8月29日星期六,Wind
1764,2020-08-28,片仔癀(600436.SH)收到PZH2111片《药物临床试验批准通知书》,格隆汇
1765,2020-08-28,这个板块行情来了，我们紧急梳理了这份核心资产清单！,和讯
1766,2020-08-28,晚间重要公告2020年8月28日星期五,Wind
1767,2020-08-28,片仔癀：收到PZH2111片新药的临床试验批准通知书,Wind
1768,2020-08-28,邓晓峰、赵军、裘国根、王亚伟、林利军、林园、冯柳…私募大佬们最新A股持仓来了,中国基金报
1769,2020-08-28,邓晓峰、王亚伟等私募大佬们最新A股持仓来了！,中国基金报
1770,2020-08-27,上海家化(600315)：线下部分受疫情影响明显 Q2营收重回正增长,新浪
1771,2020-08-27,上海海家化(600315)：业绩短期承压 渠道进阶+品牌聚焦高成长赛道引领未来,新浪
1772,2020-08-27,创业板突然狂拉，低价股20%涨停潮，最狠9天狂飙180%！,中国基金报
1773,2020-08-27,创业板突然狂拉，低价股20%涨停潮，最狠9天狂飙180%！,Wind
1774,2020-08-27,【国元化妆品】上海家化（600315）2020半年报点评：疫情影响业绩有所承压，品牌梳理持续中,典评文娱
1775,2020-08-27,上海家化(600315)2020中报点评：收入环比改善 变革加速,新浪
1776,2020-08-27,民族品牌指数跌0.41% 片仔癀股价创新高,上证报
1777,2020-08-26,民族品牌指数下跌0.41% 片仔癀领涨,上证报
1778,2020-08-26,片仔癀涨超6%再创新高，上半年净利升15.84%至8.65亿元,Wind
1779,2020-08-24,【天风医药】片仔癀：提价效果逐渐显现，拓展经典名方大品种助力发展,思医辨药
1780,2020-08-24,片仔癀(600436)：疫情影响短期业绩 恢复性增长值得期待,新浪
1781,2020-08-24,590元一粒！“药中茅台”片仔癀半年赚8亿，股价已涨80%,AI财经社
1782,2020-08-23,片仔癀(600436)：业绩符合预期 聚焦“一核两翼”战略布局,新浪
1783,2020-08-22,片仔癀(600436)半年报点评：半年度业绩符合预期 日化产品收入增速亮眼,新浪
1784,2020-08-21,拆财报丨片仔癀医药流通业务拖累整体收入，主打产品肝病用药毛利率趋势性下滑 盈利能力下降,21世纪经济报道
1785,2020-08-21,为满足公司业务未来持续发展需求 片仔癀拟投资10亿元新建科技大楼,发布易
1786,2020-08-21,片仔癀上半年营收增速12%为近五年最低，广告宣传费同比增55%,搜狐
1787,2020-08-21,片仔癀：上半年净利润8.65亿元 年内市值接近翻倍,金融界
1788,2020-08-21,片仔癀(600436.SH)拟投资9.99亿元新建科技大楼,格隆汇
1789,2020-08-21,片仔癀(600436.SH)：上半年净利升15.84%至8.65亿元,格隆汇
1790,2020-08-21,片仔癀：拟投资新建科技大楼，项目总投资估算为9.99亿元,Wind
1791,2020-08-19,医药行业周报：如何看待近期医药的回调？,新浪
1792,2020-08-19,【朝闻国盛0824】苹果产业链持续超预期,国盛证券研究所
1793,2020-08-19,一个月大增4400多亿元：百亿级私募突破50家,Wind
1794,2020-08-18,二季度高毅资产成持有市值最高的阳光私募，但斌领衔的东方港湾“边喝酒边拿药”,Wind
1795,2020-08-17,王兴都惊呆了！片仔癀15年来调价15次，1粒卖590元，比茅台还贵！,搜狐
1796,2020-08-17,片仔癀靠一粒590元的药，撑起1200亿的市值，股价一年翻了番,云掌财经
1797,2020-08-16,医药行业每周医览药闻：如何看待逐步常态化的耗材集采,新浪
1798,2020-08-15,重磅西普发布 | 2020“健康中国品牌榜”榜单出炉，可瑞达、可威、片仔癀等11个品牌入选最具临床价值榜！,新康界
1799,2020-08-14,片仔癀(600436.SH)：PZH2109胶囊的境内生产药品注册申请获审评受理,格隆汇
1800,2020-08-12,片仔癀与茅台比到底谁贵,金融投资报
1801,2020-08-11,让茅台望尘莫及的片仔癀，一粒药590元，市值一年涨一倍超1200亿,AI财经社
1802,2020-08-10,中药材：好品质才是硬通货,生意社
1803,2020-08-10,医药行业周报：建议关注药店 关注业绩高增长、政策变化和估值性价比,新浪
1804,2020-08-06,每周盈利预测报告,新浪
1805,2020-08-05,兴证医药2020年8月投资月报：再论大创新时代的创新疫苗,新浪
1806,2020-08-04,片仔癀现3笔大宗交易合计成交24.74万股,证券时报网
1807,2020-08-04,"片仔癀现3笔大宗交易 共成交5,049.73万元",新浪
1808,2020-08-04,片仔癀今日大宗交易成交24.74万股，成交价204.11元溢价0.0%,Wind
1809,2020-08-04,医药生物行业报告：疫情后周期拥抱医药新基建和大消费 重点关注疫苗赛道,新浪
1810,2020-08-03,A股共发生124宗大宗交易成交23.85亿元（8月3日）,Wind
1811,2020-08-03,"片仔癀现1笔大宗交易 共成交2,025.64万元",新浪
1812,2020-08-02,医药行业每周医览药闻：疫苗依然是解决新冠疫情的最根本方法,新浪
1813,2020-08-01,片仔癀子公司再次因销售劣药被处罚 关联方问题,中国经济网
1814,2020-07-31,上半年，中药上市企业业绩如何？,汇聚南药
1815,2020-07-31,片仔癀现1笔大宗交易 共成交612.60万元,新浪
1816,2020-07-31,片仔癀子公司再次因销售劣药被处罚 关联方问题,中国经济网
1817,2020-07-30,扩产品线 片仔癀收购龙晖药业,北京商报
1818,2020-07-30,"片仔癀现3笔大宗交易 共成交10,911.97万元",新浪
1819,2020-07-30,片仔癀或将正面硬刚北京同仁堂,时代财经
1820,2020-07-29,片仔癀(600436)投资价值分析报告：国宝名药 打造大健康领域领导品牌,新浪
1821,2020-07-28,收购龙晖药业，片仔癀斩获百余款药品，或将正面刚北京同仁堂,时代在线
1822,2020-07-28,大健康产业投资并购动态双周报Vol.14,新康界
1823,2020-07-27,片仔癀发布关于对外投资公告 自有资金4447万元,和讯
1824,2020-07-27,片仔癀(600436)：投资控股龙晖药业 丰富产品管线,新浪
1825,2020-07-26,【天风医药】片仔癀：投资控股龙晖药业，获得安宫等品种有望增厚业绩及提升效率,思医辨药
1826,2020-07-25,上市公司正负面新闻2020年7月25日星期六,Wind
1827,2020-07-24,7月25日上市公司重要公告集锦：东百集团已递交免税品经营资质申请,证券日报
1828,2020-07-24,晚间重要公告2020年7月24日星期五,Wind
1829,2020-07-24,片仔癀：为完善公司产业布局 出资逾4400万元取得龙晖药业51%股权,发布易
1830,2020-07-24,片仔癀：约4447.59万元获取“龙晖药业”51%股权,Wind
1831,2020-07-24,片仔癀(600436.SH)拟4447.59万元购买龙晖药业51%股权,格隆汇
1832,2020-07-24,片仔癀：拟取得龙晖药业51%股权,e公司
1833,2020-07-24,片仔癀：以自有资金向龙晖药业有限公司进行出资控股,Wind
1834,2020-07-24,医药生物行业：20Q2主动公募医药持仓维持大幅超配状态 重仓集中度有所下降,新浪
1835,2020-07-24,今年医药股持续走高，十家药企市值超过千亿元规模,制药网
1836,2020-07-23,赶潮A股市场，老字号如何焕发新活力？,Wind
1837,2020-07-18,A股“千亿俱乐部”，北京、广东各晋9家占鳌头,Wind
1838,2020-07-16,片仔癀(600436)：业绩快报符合预期 全年业绩有望保持快速增长趋势,新浪
