,2021-12-31,2021协同办公市场规模超500亿，为何大型政企更偏爱“收费”的360织语？,Ofweek
1656,2020-08-03,A股午盘综述：上证指数涨逾1%，军工股掀涨停潮,Wind
1657,2020-08-03,北方华创等58股近五日获机构净买入,证券时报网
1658,2020-08-03,半导体行业点评报告：扩产提升SMIC盈利能力 持续推进产业链国产化,新浪
1659,2020-08-03,A股早报2020年8月3日星期一,Wind
1660,2020-08-02,【太平洋机械】机械行业周报20200802：产业快速推进异质结电池，重点推荐核心设备厂商,太平洋机械大讲堂
1661,2020-08-02,本周股市龙虎榜一览：北方华创最受机构青睐,搜狐
1662,2020-08-02,科技股一浪接一浪 游资大买强势海汽集团,南方财经网
1663,2020-07-31,机构现身34股，净买入北方华创4.9亿元、净卖出鄂武商A1.05亿元,第一财经
1664,2020-07-31,龙虎榜揭秘：机构及北向资金集体抢筹20股,证券时报
1665,2020-07-31,百亿资金搏杀芯片龙头股，主力扫货近30亿元！科技股抢筹名单来了,证券时报网
1666,2020-07-31,龙虎榜：机构5.4亿巨资重仓入场孙哥1.9亿再杀回马枪,金融界
1667,2020-07-31,龙虎榜动向：2股机构及北向资金集体净买入,证券时报网
1668,2020-07-31,机构今日买入这22股，抢筹北方华创4.9亿元丨牛熊眼,第一财经
1669,2020-07-31,北方华创龙虎榜数据（7月31日）,Wind
1670,2020-07-31,半导体板块尾盘走高，安集科技涨逾10%，北方华创拉升封板，长,--
1671,2020-07-31,【行情】半导体板块尾盘持续拉升，北方华创涨停，沪硅产业大涨8%，中芯国际、长电科技、华润微、苏州固锝等集体拉升,金十数据
1672,2020-07-30,科技行业日报：高通与华为达成专利和解,新浪
1673,2020-07-30,信息科技行业动态点评：加快集成电路发展 产业链公司齐头并进,新浪
1674,2020-07-29,电子行业周报：集成电路生产恢复 5G智能手机价格下探,新浪
1675,2020-07-29,芯片股尾盘全线爆发，沪硅产业涨近15%,Wind
1676,2020-07-29,解盘：资金快速流入，半导体、生物疫苗、次新、高价股领涨,Wind
1677,2020-07-29,机械设备行业周报：工程机械中报向好 理性看多新兴行业扩产需求,新浪
1678,2020-07-29,科技行业日报：台积电获得英特尔6NM芯片订单,新浪
1679,2020-07-29,私募大佬葛卫东再出手！5亿入局这家半导体龙头,证券时报
1680,2020-07-27,北方华创现1笔大宗交易 共成交708.84万元,新浪
1681,2020-07-27,【太平洋机械】机械行业周报20200725：疫情后重视粮食生产，拖拉机行业销售大幅回升,太平洋机械大讲堂
1682,2020-07-26,【华西电子孙远峰团队-Q2持仓分析】Q2电子重仓配比提升，半导体配置创新高,远峰电子
1683,2020-07-26,电子行业每周市场动态追踪：消费终端需求回暖 看好三季度机会,新浪
1684,2020-07-26,电子元件行业周报：电子行业2020Q2基金持仓分析-板块持仓环比大增 消费电子增配明显,新浪
1685,2020-07-24,中芯国际：SMIC生态圈，重构“芯”阵列（附下载）,199IT
1686,2020-07-23,财报解读 | 连城数控：毛利率走低业绩“开倒车” 关联方贡献超六成营收,金融界
1687,2020-07-23,北方华创1亿元转让电控产投股权 标的两年多无营收,每日经济新闻
1688,2020-07-23,北方华创(002371.SZ)：子公司使用闲置募集资金5亿元暂补流动资金,格隆汇
1689,2020-07-23,晚间重要公告2020年7月23日星期四,Wind
1690,2020-07-23,北方华创：拟向关联方京东方转让持有的电控产投16.67%股权 资产异常,Wind
1691,2020-07-23,京东方拟斥1亿元受让北京电控产投股权 加码物联网布局,第一财经
1692,2020-07-23,京东方A：拟1亿元接手北方华创所持电控产投股份,中证网
1693,2020-07-23,京东方Ａ(000725.SZ)：拟受让北方华创持有的电控产投16.67%股权,格隆汇
1694,2020-07-22,半导体行业研究：进击的安徽新兴产业之半导体,华安证券
1695,2020-07-22,芯片股普涨，韦尔股份、中兴通讯、中微公司、兆易创新、紫光国微等纷纷上扬,Wind
1696,2020-07-21,科技行业日报：美国扩容实体清单 个股影响较小,新浪
1697,2020-07-21,科技行业日报：中报业绩陆续披露 关注优质个股,新浪
1698,2020-07-20,通信行业周报：华为下半年机遇挑战并存 NB-IOT产业链值得关注,华安证券
1699,2020-07-20,机械行业2020年7月策略：关注长期赛道 优选负债率低现金流好的低估值龙头公司,新浪
1700,2020-07-20,电子行业周报：台积电Q2业绩超预期 关注H1业绩优异企业,新浪
1701,2020-07-20,中芯国际上市大反转，券商预计本周不会再创新高,Wind
1702,2020-07-19,浙商早知道 | 7月21日,浙商证券研究所
1703,2020-07-18,【兴证电子】周报：台积电上修资本开支，TCL整合中环开启新战略,兴证电子谢恒团队
1704,2020-07-18,北方华创：自主创新为基 引领设备国产化大浪潮,巨丰财经
1705,2020-07-17,机械行业周报：6月挖机销售增速约63％ 预计景气有望持续,新浪
1706,2020-07-17,半导体板块低迷，兆易创新、北方华创、卓胜微、紫光国微均走软,Wind
1707,2020-07-16,A股突然大跌之后，还有结构性行情吗？,第一财经
1708,2020-07-16,【东吴机械陈显帆】周观点：中环大硅片项目进展顺利利好核心设备商，持续看好低估值高增长的工程机械龙头,透视先进制造
1709,2020-07-16,7月外资调仓换股：减配食品饮料，增持非银金融,Wind
1710,2020-07-16,A股收盘综述：上证指数跌4.5%，创业板指跌近6%,Wind
1711,2020-07-16,国家大基金板块重挫9%，兆易创新、北方华创、紫光国微等跌停,Wind
1712,2020-07-16,捆绑巨头 晶盛机电有苦难言,北极星电力
1713,2020-07-16,中芯国际概念板块重挫，中微公司、兆易创新、北方华创、长电科技、北京君正等大跌,Wind
1714,2020-07-16,2020上半年半导体产业大事件，这些热点备受关注,慧聪电子网
1715,2020-07-16,今天，“中国芯”正式登陆A股,Wind
1716,2020-07-15,深港通十大成交活跃股排名（7月15日）,Wind
1717,2020-07-15,电子行业2020中报前瞻：半导体国产替代持续兑现 消费电子景气分化,新浪
1718,2020-07-14,7月新增逾300笔上市公司增减持计划，呈现四大特征,Wind
1719,2020-07-14,市盈率超1500倍，国家集成电路基金拟减持，北方华创回应来了 拟减持股份,第一财经
1720,2020-07-14,一周预计套现60亿元！国家大基金迎来密集减持期,21世纪经济报道
1721,2020-07-14,北方华创低开4.68% 国家集成电路基金拟减持公司股份 拟减持股份,e公司
1722,2020-07-14,科创板早报|华为上半年营收同比增长13.1%多家科技医药公司中报业绩大幅预增,科创板日报
1723,2020-07-14,3400点之上，这四个消息要重视,Wind
1724,2020-07-14,7月份以来168家公司管理层抛出减持计划 减持股份,中证网
1725,2020-07-14,多家上市公司发布减持计划 减持股份,中证报
1726,2020-07-14,上市公司正负面新闻2020年7月14日星期二,Wind
1727,2020-07-13,国家大基金继续减持芯片股：拟半年内减持不超过2%北方华创 减持股份,澎湃新闻
1728,2020-07-13,晚间重要公告2020年7月13日星期一,Wind
1729,2020-07-13,北方华创：国家大基金拟减持不超2%公司股份 拟减持股份,中证网
1730,2020-07-13,电子行业周报：半导体行业再迎春风 5G手机出货占比提升,新浪
1731,2020-07-13,北方华创：国家集成电路基金拟减持不超2%股份 拟减持股份,Wind
1732,2020-07-13,机械行业周报：大众MEB10月启动运营 关注供应链设备标的,新浪
1733,2020-07-13,机械设备行业周报：基建产业链需求饱满 关注锂电后段设备投资机会,新浪
1734,2020-07-13,120亿美元 半导体设备订单花落谁家,第一财经
1735,2020-07-12,兴业证券：中芯配售绑定上下游合作商 建议继续关注北方华创等,证券时报网
1736,2020-07-09,科技行业日报：国内首款中国芯DDR4内存条大规模量产,新浪
1737,2020-07-09,中国股市：未来十年，是科技的时代！板块龙头、全球以及国内第一,腾讯网
1738,2020-07-09,打入长江存储等供应链，又一家市值破千亿的半导体设备公司诞生,电子产品世界
1739,2020-07-09,国元证券：半导体设备投资地图,新浪
1740,2020-07-08,科技行业日报：半年报业绩陆续出炉 优质个股涌现,新浪
1741,2020-07-08,机械行业2020年中期投资策略：围绕五大趋势 掘金长线机会,新浪
1742,2020-07-08,核心资产接力上扬，两市百元股突破100只,Wind
1743,2020-07-07,尾盘被炸懵了：三只芯片大牛股突然跳水 发生了什么？,中证报
1744,2020-07-07,巨·热点｜市场迎短期风格切换 题材板块活成主流 哪些板块受追宠？,巨丰财经
1745,2020-07-07,科技股尾盘集体回落,Wind
1746,2020-07-07,半日成交1.1万亿，A股画风又变了！,e公司
1747,2020-07-07,存储器巨头推动NAND布局投资 五股蓄势待发,证券时报
1748,2020-07-06,策略日报：两市成交额破1.5万亿 大金融领涨,新浪
1749,2020-07-06,科技行业日报：中芯国际将申购 利好半导体设备与材料,新浪
1750,2020-07-06,暴涨21%，千亿芯片龙头创历史新高，A股概念股名单来了，机构扎堆推荐个股曝光,搜狐
1751,2020-07-06,电子行业点评：旺季来临 看好三季度表现,新浪
1752,2020-07-05,半导体设备｜重要点评：中芯国际战略配售覆盖核心设备商材料商，深入绑定发展加速,透视先进制造
1753,2020-07-03,半导体设备板块猛烈拉升，北方华创、至纯科技大涨,Wind
1754,2020-07-03,北方华创(002371)：中国半导体设备龙头厂商,新浪
1755,2020-07-03,【东北机械刘军/朱宇航】半导体设备行业：产业生态逐步形成，国产替代加速，战略看好半导体设备板块,东北证券研究所
1756,2020-07-02,投资组合报告：2020年七月十大金股,新浪
1757,2020-07-02,电子行业中报展望专题：电子行业2020年中报业绩展望,新浪
1758,2020-07-01,【华西电子-SEMICON纪要（下）】半导前道设备新技术国产化突破,远峰电子
1759,2020-07-01,电子行业2020年中报业绩展望：电子行业中报展望专题,新浪
1760,2020-06-29,【东北销售团队】复盘笔记0624：沪指涨0.30% 电子半导体走强,东北证券研究所
1761,2020-06-29,机械行业研究周报：扩产及新技术双轮驱动 继续推荐光伏设备,新浪
1762,2020-06-29,北方华创近三成营收投入研发 业绩连续四年高增长总市值年增530亿,长江商报
1763,2020-06-27,电子行业周报：面板价格普涨确立涨价周期 中芯有望7月上市,新浪
1764,2020-06-24,半导体先进封测设备研究：先进封测产能加速扩张 设备边际需求持续改善,新浪
1765,2020-06-24,北方华创：公司精密电子元器件产品可以应用于航空航天等领域,Wind
1766,2020-06-23,电子行业2020年中期策略：5G推动消费电子持续创新 国产替代大潮势不可挡,新浪
1767,2020-06-23,北方华创(002371)：国内半导体设备龙头 引领设备国产化大浪潮,国海证券
1768,2020-06-23,机械设备周报2020年6月第2期：5月挖掘机销量再超预期 工程机械持续高景气,新浪
1769,2020-06-23,睿财看市场：三大指数全线开花 半导体引领科技股反弹,新浪
1770,2020-06-22,半导体行业点评报告：半导设备&材料 景气度可望加速回归,新浪
1771,2020-06-22,【华西电子-持续推荐半导设备&材料】景气度可望加速回归,远峰电子
1772,2020-06-22,2020-06-22 NESC复盘笔记：创业板指涨1.01% 科技、券商板块走强,复盘笔记
1773,2020-06-22,芯片国产化进程加快，A股小伙伴“加速”入场,Wind
1774,2020-06-22,解盘：科技股走强，IGBT、国家大基金、次新股领涨,Wind
1775,2020-06-22,兴证张忆东：风格再平衡，“硬科技”吸引力提升,张忆东策略世界
1776,2020-06-22,本土半导体设备企业进入内生+外延发展并行关键时期 —— 半导体设备系列动态之十三【中信建投机械】,微信
1777,2020-06-20,芯片设备：研究框架（115页）,半导体风向标
1778,2020-06-19,专用设备行业深度研究报告：国产半导体设备进口替代突破口之清洗设备,新浪
1779,2020-06-17,机械行业2020年中投资策略暨6月策略：把握结构性机会 精选优质赛道龙头公司,新浪
1780,2020-06-15,北方华创(002371.SZ)：年报推10派0.63元 股权登记日6月22日,格隆汇
1781,2020-06-13,锂电池需求快速增长，超六成概念股被五大机构持仓,Wind
1782,2020-06-12,潜伏三年一朝翻倍，“股神”葛卫东炒股炒出180亿身家，他最偏爱两类股票,腾讯网
