,2021-12-31,区域性银行数字化转型“样本”：上市城商行发力手机银行，成绩几何？,零壹财经
1430,2020-09-08,银行降薪实锤？合计下降5.9亿元，但人均仍超2万,21世纪经济报道
1431,2020-09-07,江苏银行扬州分行全力支持医疗器械企业发展,中国金融新闻网
1432,2020-09-07,A股融资融券日报：两融余额减少32.45亿元（9月4日）,Wind
1433,2020-09-06,深度！银行业2020中报的关键词：稳健、分化；重申转看多行业【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1434,2020-09-06,绿地控股打造沪皖合作示范项目,Wind
1435,2020-09-06,银行本周聚焦：车险综合费改实施影响几何？,新浪
1436,2020-09-05,江苏银行与江苏省产业技术研究院共同探索“产研融”合作新模式,和讯
1437,2020-09-05,上海银行新行长扛重担：营收净利增速双降 发展疲态初显 盈利能力下降,新浪
1438,2020-09-05,A股城商行净利多呈正增长，有头部城商行存业绩隐忧,Wind
1439,2020-09-04,【银行中报观察】A股城商行净利多呈正增长有头部城商行存业绩隐忧,经济观察报
1440,2020-09-04,银之杰：公司于上半年中标了江苏银行“苏银链2.0”优化及网贷合同区块链存证项目,上证报
1441,2020-09-04,江苏银行“村务借记卡”助力打造廉政乡村,和讯
1442,2020-09-04,A股中报季900只超预期个股名单,锦缎
1443,2020-09-03,上市银行2020年半年报综述：今年大不同 上市银行中报的五个关注点,新浪
1444,2020-09-03,江苏银行股份有限公司20金东纸业SCP001信用风险缓释凭证流通要素公告,上清所
1445,2020-09-03,江苏银行打好“融旺乡村”组合拳精准“输血”服务“三农”,和讯
1446,2020-09-03,江苏银行推动“排污权”成为合格抵押资产促进节能减排,和讯
1447,2020-09-03,江苏银行打好“融旺乡村”组合拳精准“输血”服务“三农”,金融界
1448,2020-09-02,今年银行永续债融资即将突破4000亿！3张图了解现状,Wind
1449,2020-09-02,A股融资融券日报：两融余额增加35.99亿元（9月1日）,Wind
1450,2020-09-01,A股融资融券日报：两融余额增加106.79亿元（8月31日）,Wind
1451,2020-08-31,“无卡时代”来了！江苏银行率先发行“银联无界数字信用卡”,中金在线
1452,2020-08-31,九卦 | 江苏银行蒋建明：中小银行数字化转型的思考,和讯
1453,2020-08-29,延安必康(002411.SZ)：全资子公司拟进行资产转让,格隆汇
1454,2020-08-28,苏银理财28日在南京举行开业仪式,中证网
1455,2020-08-28,江苏银行理财子公司揭牌开业 首发“源”系列六大理财产品,证券时报
1456,2020-08-28,江苏银行理财子公司苏银理财开业 卡位“钱袋子”管家+科创“发动机”,经济观察网
1457,2020-08-28,尚慧能源：超1550万元债务违约 违约失信,Wind
1458,2020-08-28,紫金信托董事长陈峥：践行信托文化 以信托助力慈善事业创新发展,金融界
1459,2020-08-28,江苏银行与银联数据签署战略合作协议 共同推进科技赋能服务创新,中金在线
1460,2020-08-28,苏银理财有限责任公司成立,中国金融新闻网
1461,2020-08-28,江苏银行(600919.SH)：配股事宜获证监会受理,格隆汇
1462,2020-08-28,惠民助企，直达实体 苏银理财有限责任公司今起航,中国金融新闻网
1463,2020-08-28,苏银理财正式开业 发布特色养老类六大产品体系,中国网
1464,2020-08-28,惠民助企，直达实体 苏银理财有限责任公司今起航,中金在线
1465,2020-08-28,A股融资融券日报：两融余额增加32.37亿元（8月27日）,Wind
1466,2020-08-27,零售净利大降30%，平安银行现合并后首次净利两位数下滑 盈利能力下降,第一财经
1467,2020-08-27,江苏银行“自贸云”助力江苏自贸区迈向新征程,金融界
1468,2020-08-27,“人人可用、人人会用” 江苏银行手机银行构建开放用户体系,和讯
1469,2020-08-27,【媒体聚焦】江苏银行无还本续贷业务全面升级，破解小微企业资金周转难题,央行
1470,2020-08-27,A股融资融券日报：两融余额减少69.23亿元（8月26日）,Wind
1471,2020-08-26,江苏银行资金如何“直达实体” 夯实资产质量不良率逆市下降,中投网
1472,2020-08-26,A股融资融券日报：两融余额减少7.68亿元（8月25日）,Wind
1473,2020-08-26,江苏银行扬州分行综合施策助力稳企业保就业,中国金融新闻网
1474,2020-08-24,上海银行贷款半年增564亿规模破万亿 加大减费让利贷款平均收益率降至5.13%,长江商报
1475,2020-08-24,A股融资融券日报：两融余额减少10.67亿元（8月21日）,Wind
1476,2020-08-23,【浙商|银行】江苏银行20H1：盈利增速下降，不良优于预期 盈利能力下降,大话金融
1477,2020-08-22,定增、发债、配股齐上阵,中证报
1478,2020-08-22,首份上市农商行半年报！社保北水扎堆看好,券商中国
1479,2020-08-21,江苏银行随e伴：为您提供“极简极快极美”的智能厅堂服务,金融界
1480,2020-08-21,江苏银行半年报：践行普惠反哺实体，经营质效稳中向好,证券时报
1481,2020-08-21,零壹上市公司周报(8.17日-8.21日)：蚂蚁上市目标估值2250亿美元；持牌互联网险企遭遇“7年之痒”,零壹财经
1482,2020-08-20,江苏银行手机银行联合华为钱包开展手机盾合作，打造手机银行安全新生态,金融界
1483,2020-08-20,每日理财观察：16家银行理财子开业，集合信托遇冷,Wind
1484,2020-08-19,加速进场三家银行理财子公司拿准生证,时代周报
1485,2020-08-19,首份半年报带动银行股普涨 提质增效反哺实体江苏样板引关注,中投网
1486,2020-08-19,江苏两家上市银行理财子公司获准开业 开业理财子公司增至16家,中投网
1487,2020-08-19,江苏银行业务发展再迈新台阶，资产质量稳中向好,时代周报
1488,2020-08-19,苏银理财、南银理财获准开业 城商行加速入局理财子公司,中国网
1489,2020-08-19,江苏银行拉开银行中报序幕：营收净利双增，零售转型深入推进,搜狐
1490,2020-08-19,两家同日获批开业 银行理财子公司再扩容,上证报
1491,2020-08-18,银行业半年考序幕：近134家中小银行公布2020年上半年业绩，净利润前十名中有4家地处广东,21世纪经济报道
1492,2020-08-18,城商行加速进场，江苏首批两家理财子公司同日获准开业,第一财经
1493,2020-08-18,晚间重要公告2020年8月18日星期二,Wind
1494,2020-08-18,加速进场 一天内两家城商行理财子公司获批开业,北京商报
1495,2020-08-18,江苏2家银行理财子公司获批开业，开业理财子公司增至16家,澎湃新闻
1496,2020-08-18,江苏银行：全资子公司苏银理财获准开业,Wind
1497,2020-08-18,江苏银行(600919.SH)：A股配股申请获江苏银保监局核准,格隆汇
1498,2020-08-18,江苏银行录得营收净利双升 银行首份半年报显示增速放缓 盈利能力下降,中投网
1499,2020-08-18,江苏银行半年报出炉：营收净利双升，不良率微降至1.37%,零壹财经
1500,2020-08-18,江苏银行梅振坤：新冠疫情，银行身处“数字世界”的实战中,和讯
1501,2020-08-18,券商首次关注10股并给予买入评级（8月18日）,Wind
1502,2020-08-18,92股获券商买入评级，富满电子目标涨幅达80.52%,Wind
1503,2020-08-17,深度*行业*银行业周报：银行业中期业绩利空落地 业绩期关注绩优个股,新浪
1504,2020-08-17,A股上市银行2020年半年报披露拉开序幕,北京商报
1505,2020-08-17,首份上市银行中报出炉江苏银行大幅计提资产减值损失致净利增速回落 资产异常,经济观察报
1506,2020-08-17,银行业周报：防范化解金融风险 行业估值修复可期,新浪
1507,2020-08-17,城商行领涨银行板块 还有23家银行股价“破净”,和讯
1508,2020-08-17,首份上市银行半年报出炉 江苏银行上半年净利润增3.49%,中投网
1509,2020-08-17,江苏银行(600919)：盈利增速下降 不良优于预期 盈利能力下降,新浪
1510,2020-08-17,江苏银行中报观察：净利创最差增速 核心一级资本充足率逼近红线,云掌财经
1511,2020-08-17,金融板块崛起，带大盘突破3400点,Wind
1512,2020-08-17,首份半年报出炉 银行股涨不能停,21世纪经济报道
1513,2020-08-17,银行业周报：H1行业利润下降9.4%靴子落地 H2预计处置力度继续加大 盈利能力下降,新浪
1514,2020-08-17,江苏银行(600919)：NIM大幅回升 关注类占比下降,新浪
1515,2020-08-17,银行行业报告：首份上市行中报落地稳定预期 看好银行低估值修复行情,新浪
1516,2020-08-17,江苏银行2020上半年盈利同比增3.49%至81.46亿元,资本邦
1517,2020-08-17,智慧进化，破茧成蝶，江苏银行“智盛”企业手机银行打造线上金融新势力,金融界
1518,2020-08-17,江苏银行净利增3.49%不良率降至1.37% 普惠小微贷款投放接近去年全年总量,长江商报
1519,2020-08-17,江苏银行(600919)：基本面显着改善 看好估值修复空间,新浪
1520,2020-08-17,【山证早班车】山西证券：晨会纪要（20200817）,山西证券研究所
1521,2020-08-17,江苏银行：连续加大拨备计提，透露出什么信息？,腾讯网
1522,2020-08-16,银行业和首份上市银行半年报有什么值得挖掘的地方？,和讯
1523,2020-08-16,A股上市银行中报序幕拉开 盈利放缓、抵御坏账拨备成看点,北京商报
1524,2020-08-16,银行业：上市银行首份半年报点评,新浪
1525,2020-08-16,江苏银行(600919)：详解首份银行中报 重申转看多银行股,新浪
1526,2020-08-16,【浙商||银行】江苏银行20H1：盈利增速下降，不良优于预期 盈利能力下降,大话金融
1527,2020-08-16,江苏银行(600919)2020年半年报点评：定价中收靓丽、利润稳健 资产质量持续夯实,新浪
1528,2020-08-16,江苏银行(600919)：存量不良改善 息差继续走扩,新浪
1529,2020-08-16,A股上市银行首份中报，江苏银行业绩和风控两手都很硬,腾讯网
1530,2020-08-15,首份上市银行中报-江苏银行：营收增长较快，拨备计提加大,志明看金融
1531,2020-08-15,详解首份银行中报，重申转看多银行股【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1532,2020-08-15,A股上市银行首份“中考成绩单”出炉江苏银行营收不盈利净息差逆势上涨27个基点,金融界
1533,2020-08-15,江苏银行2020年中报点评,金融界
1534,2020-08-15,首份上市银行中报：江苏银行净利增速刷新低 盈利能力下降,时代在线
1535,2020-08-15,上市银行首份半年报亮相！江苏银行净利同比增长3.49% 不良率下降,中证报
1536,2020-08-15,首份上市银行半年报出炉江苏银行净利同比微增,中证报
1537,2020-08-14,江苏银行：上半年资产总额增长7.77%“四化”战略加速互联网基因融合,金融界
1538,2020-08-14,江苏银行揭上市银行半年报序幕六大行8月最后三天公布,中新经纬
1539,2020-08-14,江苏银行半年报：净利润增长3.49%，私行客户总数突破5万户,和讯
1540,2020-08-14,聚焦上市银行中报|A股首份！江苏银行上半年净利同比增3.49%至81.46亿，零售贷款增长10.48%,凤凰网
1541,2020-08-14,江苏银行半年报：践行普惠反哺实体，经营质效稳中向好,金融界
1542,2020-08-14,晚间重要公告2020年8月14日星期五,Wind
1543,2020-08-14,稳就业 稳生产 稳人心——江苏银行南通分行加大力度支持市场主体,中国金融新闻网
1544,2020-08-14,江苏银行：今年上半年实现营收250.57亿元 同比增长14.33%,上证报
1545,2020-08-14,江苏银行半年报出炉：净利润增3.5%，不良降至1.37%,澎湃新闻
1546,2020-08-14,江苏银行：上半年净利同比微增3.49%,中证网
1547,2020-08-14,江苏银行(600919.SH)：上半年净利升3.49%至81.46亿元,格隆汇
1548,2020-08-14,A股首份银行半年报出炉！江苏银行上半年净利润同比增长3.49%,证券时报
1549,2020-08-14,银行股拉升背后：破净率超七成，外资提前抢筹,Wind
1550,2020-08-14,江苏银行与南京邮电大学共建金融科技学院、金融科技联合实验室,金融界
1551,2020-08-12,“非阳光业务”惊现“案中案”，广发银行索赔3亿被终审驳回 诉讼纠纷,中国基金报
1552,2020-08-12,中银协报告：上市银行将进一步重视全面风险管理,Wind
1553,2020-08-12,江苏银行徐州分行：多管齐下为企业送去了“及时雨”,中国金融新闻网
1554,2020-08-12,3000亿银行呼之欲出？山西金融业大动作,Wind
1555,2020-08-12,江苏银行精准推进金融支持稳企业保就业,中国金融新闻网
1556,2020-08-12,中小银行合并重组提速，山西五家城商行将变身山西银行,Wind
1557,2020-08-10,科技人才争夺战“第三极”：从招聘启事看中小银行数字化雄心,和讯
1558,2020-08-08,3亿元借道投资被“冻结” 广发银行索赔申请被驳回 诉讼纠纷,中国经营网
