,2021-12-31,汇川技术(300124)跟踪报告：汇川技术如何实现管理变革？,新浪
3681,2020-04-30,多股股东户数连续下降 铂科新材、中航机电已连降7期,证券时报网
3682,2020-04-30,汇川技术：一季报表现良好，龙头优势望持续显现,证券时报网
3683,2020-04-30,睿投顾： A股五穷六绝魔咒将至？扩容压力不可轻视！,恒泰头派账户
3684,2020-04-29,创业板、医药大幅增配——2020Q1基金持仓分析报告,魔都资产管理人
3685,2020-04-29,市场深V迎创业板改革，未来资金会流向大科技龙头,红周刊
3686,2020-04-28,国常会部署推进新基建 引导合力建设工业互联网,中证网
3687,2020-04-28,因AI而生，“疫”不容辞--英特尔携手合作伙伴，以人工智能助力科技战疫,C114通信网
3688,2020-04-28,“科技向善”不是空话 英特尔与合作伙伴在行动,中新网
3689,2020-04-28,科技向善 看英特尔以及生态伙伴如何用AI战“疫”,Ofweek
3690,2020-04-28,汇川技术(300124.SZ)：2019年净利降18.42%至9.52亿元 拟10派1.8元 盈利能力下降,格隆汇
3691,2020-04-28,汇川技术(300124.SZ)：一季度净利升33.57%至1.72亿元,格隆汇
3692,2020-04-28,多维度战“疫”，英特尔与合作伙伴功不可没,北国网
3693,2020-04-28,4月28日早盘两市板块龙虎榜排名(名单),金融界
3694,2020-04-28,券商首次关注7股并给予买入评级（4月28日）,Wind
3695,2020-04-27,汇川技术：2019年净利润同比减少18.42% 盈利能力下降,Wind
3696,2020-04-27,汇川技术：一季度净利润同比增长33.57%,Wind
3697,2020-04-27,【电新】汇川技术：众水汇川，大道至简,天风研究
3698,2020-04-26,【国金电新周观点】光伏内需快速回暖以内补外，电车新政促铁锂回潮，电网信息化明确为新基建方向,新兴产业观察者
3699,2020-04-26,一季度基金重点加仓新基建股,财富动力网
3700,2020-04-26,公募基金新基建重仓股曝光 600多只基金竟扎堆一股,每日经济新闻
3701,2020-04-25,【东吴电新】基金Q2持仓深度：新能源汽车、光伏板块持仓明显提升,新兴产业汇
3702,2020-04-25,最新股东户数揭秘：这49股股东户数连降三期,证券时报
3703,2020-04-25,Q1公募347只新基建重仓股曝光 600多只基金竟扎堆一股,新浪
3704,2020-04-24,（新能源）汽车板块再迎风口，主题基金如何挑选？,养基司令
3705,2020-04-24,重磅！一季度公募基金347只“新基建”重仓股曝光！600多只基金竟扎堆一只票（附名单）,每日经济新闻
3706,2020-04-24,巴菲特看中国股市：茅台后，这些股在3-5年有望成为10倍大牛,和讯
3707,2020-04-24,说干就干，一季度基金重点加仓新基建个股名单来了！,证券时报网
3708,2020-04-23,筹码新动向：116股筹码趋向集中,证券时报网
3709,2020-04-23,最新股东户数揭秘：这41股股东户数连降三期,证券时报网
3710,2020-04-23,毅达资本尤劲柏：绿色投资不仅有社会意义，也是一笔明智投资,21世纪经济报道
3711,2020-04-23,28股股东户数持续下降筹码集中趋势明显,证券时报
3712,2020-04-22,28股筹码连续3期集中,证券时报网
3713,2020-04-22,嘉实泰和一季度股票仓位略有下降,中证网
3714,2020-04-22,嘉实新兴产业一季度规模环比增长超一倍,中证网
3715,2020-04-22,4月22日盘前速览 | 国常会再出重招！提高普惠金融考核力度，减轻小微企业房租负担,华福小福牛
3716,2020-04-21,不温不火的步科股份拟上科创板 主要产品市场占有率不足5%,科创板日报
3717,2020-04-21,【太平洋机械】工业自动化行业点评： 3月份工业机器人同比转正，医疗相关,太平洋机械大讲堂
3718,2020-04-21,汇川技术澄清：没有对外发售任何期权产品,Wind
3719,2020-04-21,数据中心领衔 新基建概念股表现活跃,中投网
3720,2020-04-21,41只股北向资金持有流通盘的比例超10%,证券时报网
3721,2020-04-21,发改委首次明确新基建范围 七大领域迎机遇（附核心标的）,证券时报网
3722,2020-04-20,汇川技术(300124.SZ)及子公司取得50项专利证书和8项软件著作权证书,格隆汇
3723,2020-04-17,3月驱动电机排行榜：比亚迪第一、特斯拉第二、北汽新能源第三,第一电动网
3724,2020-04-17,狠砸200亿，北向资金连续3天抄底，外资正在大举买入哪些股？,证券时报网
3725,2020-04-16,【东吴电新】4月装机3.60gwh，同比-33%，环比+30%,新兴产业汇
3726,2020-04-16,股东户数降幅榜：8股最新股东户数降逾一成,证券时报网
3727,2020-04-16,电动车消费回暖 机构看好全球一线供应链投资机会,中国财富网
3728,2020-04-16,39只股北向资金持有流通盘的比例超10%,证券时报网
3729,2020-04-15,6.52亿元资金今日流出电气设备股,证券时报网
3730,2020-04-15,汇川技术：短期扰动不改长期趋势，看好龙头把握机遇,证券时报网
3731,2020-04-15,【电新*曾朵红】3月装机2.76gwh，特斯拉带动外资电池放量,东吴研究所
3732,2020-04-14,6股最新股东户数降逾一成,证券时报网
3733,2020-04-14,电气设备行业今日净流入资金22.79亿元，6股净流入资金超亿元,证券时报网
3734,2020-04-14,地量见地价，北向资金今日回归，A股能否就此迎来转机？,证券时报网
3735,2020-04-14,逾50股一季度业绩超预期,证券时报
3736,2020-04-13,机构评级榜：7股最受关注机构集体推荐,证券时报网
3737,2020-04-13,上能电气：行业领先的电力电子设备制造商,证券市场周刊
3738,2020-04-13,汇川技术最新筹码趋于集中,证券时报网
3739,2020-04-13,东吴证券：3月电动车销量环比大幅回暖，同比降幅缩窄,证券时报网
3740,2020-04-13,【电新*曾朵红】3月销量点评：销量环比大幅回暖，同比降幅缩窄,东吴研究所
3741,2020-04-12,【国金电新周观点】宏微观同步迎接光伏平价，充电桩建设提速，电车3月产销反弹强劲,新兴产业观察者
3742,2020-04-12,工控自动化行业：疫情不改复苏趋势 全年有望实现增长,南方财经网
3743,2020-04-11,【东吴电新】4月销量点评：电动车4月销量回暖，合资新势力表现突出,新兴产业汇
3744,2020-04-11,【一周研值】特别国债、流动性与4月市场如何看？疫情不改高端锂电铜箔长期确定性,国金证券研究所
3745,2020-04-11,13股最新股东户数降逾一成,证券时报网
3746,2020-04-10,汇川技术(300124.SZ)：第一大股东解除质押1400万股,格隆汇
3747,2020-04-10,多家公司一季报预增 内生外延相得益彰,上证报
3748,2020-04-10,汇川技术：一季度预计净利润同比增长30.0%~50.0%,Wind
3749,2020-04-10,汇川技术(300124.SZ)一季度净利预增30%至50%,格隆汇
3750,2020-04-10,斯达半导：销售回款降速，股市新兵能否抗住疫情冲击？,面包财经
3751,2020-04-09,4月9日券商晨会研报汇编,证券日报
3752,2020-04-08,行业月报：国网加码特高压投资，聚焦确定性内需,微信
3753,2020-04-08,东吴证券：3月欧洲电动车逆势增长，英德销量大超预期,证券时报网
3754,2020-04-08,【东吴电新】3月海外销量点评：欧洲市场两极分化，特斯拉超预期增长,新兴产业汇
3755,2020-04-07,【东吴电新】汇川技术年报&一季报点评：Q1订单超预期，工控、电控驱动高增,新兴产业汇
3756,2020-04-07,汇川技术(300124.SZ)：第一大股东解除质押220.0001万股,格隆汇
3757,2020-04-06,新能源汽车：行业补贴迎重大利好，政策暖风频吹,新能源网
3758,2020-04-05,重磅！【东吴电新】20年2Q投资策略：电动车反转可期，工控和光伏成长值期待,新兴产业汇
3759,2020-04-05,【东吴电新】全球电动车销量点评：2月欧洲继续引领高增长，各大车企齐发力,新兴产业汇
3760,2020-04-05,【东吴电新】行业点评：3月装机2.76gwh，特斯拉带动外资电池放量,新兴产业汇
3761,2020-04-03,【东吴电新】电动车3月销量点评：销量环比大幅回暖，同比降幅缩窄,新兴产业汇
3762,2020-04-03,8股股东户数骤降筹码大幅集中（附股）,证券时报
3763,2020-04-03,重磅！【东吴电新】全球电动车政策梳理：补贴与考核双管齐下，全球电动化提速,新兴产业汇
3764,2020-04-03,云天励飞获近 10 亿元人民币 Pre-IPO 轮融资,砍柴网
3765,2020-04-03,GPLP投融资：云天励飞获近10亿元 小能科技获1.25亿元,GPLP犀牛财经
3766,2020-04-03,27.10亿元主力资金今日撤离电气设备板块,证券时报网
3767,2020-04-03,4月3日券商晨会研报汇编,证券日报
3768,2020-04-03,【电新*曾朵红】动力电池海外专题5之三星SDI：消费与储能先行，动力仍为一梯队有力竞争者,东吴研究所
3769,2020-04-02,科创板晚报|晶丰明源14日限售股解除第四范式完成C+轮融资估值约20亿美元,科创板日报
3770,2020-04-02,东吴证券：三星SDI产能产量将迅速扩大，相关供应链龙头有望受益,证券时报网
3771,2020-04-02,首发|悦芯科技完成千万级别A+轮融资，打造高端集成电路测试装备国之重器,投资界
3772,2020-04-02,半导体测试设备公司“悦芯科技”获千万级A+轮融资,36氪
3773,2020-04-02,如何寻找长期确定性品种，以应对短期的不确定？,养基司令
3774,2020-04-02,申万、天风等十大券商4月金股出炉，避险+“新老”基建成主流,21世纪经济报道
3775,2020-04-01,【东吴电新】重大事件点评：电动车政策落地略超预期，销量加速回暖，呵护电动车持续高增！建议加大龙头配置！,新兴产业汇
3776,2020-04-01,3月外资持仓变动盘点：重仓股多数被卖，医药股普遍获青睐,证券时报
3777,2020-04-01,政策“红包”来袭 汽车板块掀涨停潮！,中投网
3778,2020-04-01,汇川技术最新股东户数下降6.56%筹码趋向集中,证券时报网
3779,2020-04-01,4月1日券商晨会研报汇编,证券日报
3780,2020-04-01,东吴证券：电动车补贴延至22年超预期 强烈推荐布局中游龙头,证券时报网
3781,2020-03-31,六大创业板指数齐聚一堂，未来更看好谁？,养基司令
3782,2020-03-31,科技独大 基金隐形重仓股掀起面纱,中证报
3783,2020-03-30,汇川技术(300124.SZ)：第一大股东汇川投资质押3300万股,格隆汇
3784,2020-03-30,基金“隐形”重仓股浮出水面！刘格菘等透露后市布局（附股）,中证报
3785,2020-03-30,全球放水稳股市北上资金抄底纺织服装股,证券时报
3786,2020-03-26,工程机械企业重点项目基地纷纷开工建设,我的钢铁
3787,2020-03-25,【安信中小盘】雷赛智能、三友医疗申购-次新股资讯0325,AX中小盘研究
3788,2020-03-25,新时代证券：疫情抑制短期需求，中长期利好自动化渗透率提升,证券时报网
3789,2020-03-24,电气设备行业资金流出榜：13股净流出资金超5000万元,证券时报网
3790,2020-03-24,工业互联网再成网红，如何抓住“牛鼻子”？,Wind
3791,2020-03-23,【电新*曾朵红】电动车专题5：国内寒往春来，海外初露峥嵘——19年总结及20年预测,东吴研究所
3792,2020-03-23,干货！工业互联网产业链全面梳理【含相关上市公司名单】,华西证券
3793,2020-03-23,3月23日券商晨会研报汇编,证券日报
3794,2020-03-23,【东吴电新】大众20Q1财报点评：疫情增加短期现金压力，电动化如期推进,新兴产业汇
3795,2020-03-23,【东吴电新】大众19年财报点评：坚定电动化+数字化，20年开启电动新时代,新兴产业汇
3796,2020-03-22,【太平洋机械】机械行业周报20200322：工业互联网和制造业大基金，有望成为自动化板块催化剂,太平洋机械大讲堂
3797,2020-03-22,【国金电新周观点】光伏或再次以内补外，电力新基建确定性强,新兴产业观察者
3798,2020-03-21,【安信中小盘】3.23-3.27新股申购一览,AX中小盘研究
3799,2020-03-20,【研报掘金】疫情有望加速制造业机器人换人 国产化孕育大机遇,机电之家
3800,2020-03-20,【东吴电新】宝马19年财报点评：总体平稳增长，电动化大幅加码,新兴产业汇
3801,2020-03-20,紧急购入发明专利为达科创属性要求？高凯技术科创板IPO迈出新进展,资本邦
3802,2020-03-20,【国金研究】注册制+新基建催化创大盘价值——招商创业板大盘ETF基金分析报告,国金证券研究所
3803,2020-03-19,全面推动公共领域用车电动化 2025年汽车电动化占比25% 2020解禁新能源车限购,中国记协网
3804,2020-03-19,37只股北向资金持有流通盘的比例超10%,证券时报网
3805,2020-03-18,汇川技术(300124.SZ)旗下经纬轨道通过高新技术企业重新认定,格隆汇
