,2021-12-31,收官！“沾锂即涨”，元宇宙不退烧，今年谁是A股“最强”概念股,新京报
1149,2020-11-19,【东北电新笪佳敏/王哲宇】通威股份（600438）事件点评：多个长协硅料订单落地，通威天合合作升级,东北证券研究所
1150,2020-11-18,行业重大变化信号：光伏巨头两大阵营渐次形成 合纵还是连横？,上证报
1151,2020-11-18,通威股份新增3年14万吨多晶硅长单 与天合光能合力进军硅片领域,金融界
1152,2020-11-18,通威股份签订重大销售框架合同 预计净利约37亿,电缆网
1153,2020-11-18,通威股份(600438)：与天合共同投资光伏产业链 深化战略布局,新浪
1154,2020-11-18,亚玛顿(002623)：订单保障提升 宽版玻璃生产能力得到印证,新浪
1155,2020-11-18,光伏设备：通威&天合合资扩产 垂直一体化利好各环节设备龙头,新浪
1156,2020-11-18,通威股份(600438)：与天合产业合作 新一体化加强竞争优势,广发证券
1157,2020-11-18,通威股份(600438)：携手天合光能扩产 持续锁定硅料长单,新浪
1158,2020-11-18,通威(600438)：一体化合作落地 硅料长单锁定出货,国金证券股份有限公司
1159,2020-11-18,天合光能与通威股份联手投资年产15GW项目 210一体化产业链再升级,中国证券网
1160,2020-11-18,产业布局升级！通威、天合共建4万吨多晶硅以及15GW单晶硅片、电池项目,集邦新能源网
1161,2020-11-18,2021年电力设备及新能源行业投资策略：新能源发电渐入佳境 新能车全球渗透率提升,新浪
1162,2020-11-17,通威股份：下属公司签订多晶硅、硅料销售合同,中证网
1163,2020-11-17,光伏组件需求维持高景气度 亚玛顿签署约21亿元光伏玻璃销售合同,证券日报网
1164,2020-11-17,通威股份、天合光能互抛橄榄枝 总投资150亿元筹建光伏全产业链项目,e公司
1165,2020-11-17,2020年11月18日涨停板早知道：七大利好有望发酵,新浪
1166,2020-11-17,通威股份：拟与天合光能合作投资光伏产业链项目 有助于提升公司光伏业务市场占有率,发布易
1167,2020-11-17,通威股份：与美科硅能源、天合光能签订重大销售框架合同,e公司
1168,2020-11-17,【公告抢先看】晚间重要公告：德展健康实控人将变更为新疆国资委、博敏电子及子公司拟超50亿元投资扩产,金融界
1169,2020-11-17,天合光能17日晚公告，公司与通威股份下属永祥股份、通威太阳能分别签署合资协议。,新华网
1170,2020-11-17,通威股份(600438.SH)：拟分别与天合光能签署合资协议,格隆汇
1171,2020-11-17,天合光能(688599.SH)与通威子公司共设项目公司生产210系列相关光伏产品,格隆汇
1172,2020-11-17,天合光能(688599.SH)拟向通威股份(600438.SH)下属多家子公司采购7.2万吨多晶硅,智通财经
1173,2020-11-17,天合光能：拟与通威股份等公司合作投资多个项目,金融界
1174,2020-11-17,天合光能：拟出资21亿元参与多项光伏项目,Wind
1175,2020-11-17,天合光能(688599.SH)与通威股份下属签订采购框架合同,格隆汇
1176,2020-11-17,数据|科创板主力资金净流出161股天合光能流出率最高,科创板日报
1177,2020-11-17,光伏“后浪”搅动硅片双寡头 大尺寸之争进入白热化阶段,e公司
1178,2020-11-17,天合光能将向亚玛顿采购8500万平米光伏玻璃,北极星电力
1179,2020-11-16,近700亿元!晶澳、天合、晶科、隆基等相继锁定硅料、硅片、玻璃长单,北极星电力
1180,2020-11-16,11月16日 12股盘前利好公告速递,中财网
1181,2020-11-15,亚玛顿(002623.SZ)与天合光能签署销售合同金额约21亿元,格隆汇
1182,2020-11-15,亚玛顿：与天合光能等签署21亿元光伏镀膜玻璃销售合同,发布易
1183,2020-11-12,天合光能42MW光伏电站获评 “2020越南杰出可再生能源项目”,北极星电力
1184,2020-11-12,上机数控(603185)点评：二期8GW单晶项目点火成功！光伏210大硅片龙头扩产速度超预期！,新浪
1185,2020-11-11,国内龙头企业悉数入局，分布式领域竞争越发激烈！,索比光伏网
1186,2020-11-10,天合光能再次进军马尔代夫 承建微网扩建项目,e公司
1187,2020-11-09,天合富家：分布式光伏“新物种”,华夏能源网
1188,2020-11-09,昀冢科技：今年科创板过会第162家 华泰联合过18单,中国经济网
1189,2020-11-06,【东吴机械陈显帆】周观点：建议持续超配新能源设备和工程机械龙头,透视先进制造
1190,2020-11-06,光伏210大硅片首签百亿大单 行业量产开始加速,新浪
1191,2020-11-06,从系统到生态——“韧”性的天合光能,北极星电力
1192,2020-11-06,一份荣誉 两大战略签约！上能电气智慧光芒闪耀CREC2020,北极星电力
1193,2020-11-06,600W+产业生态战略合作 打造最优度电成本方案,北极星电力
1194,2020-11-06,光伏组件6巨头呼吁放开玻璃产能限制 分析人士：几率不大,索比光伏网
1195,2020-11-05,发挥优势资源 东方日升携手合作伙伴共建 600W+产业生态,北极星电力
1196,2020-11-05,被玻璃“扼住咽喉”光伏龙头集体发声,金陵晚报
1197,2020-11-04,电力电气设备：组件企业呼吁放开光伏玻璃产能扩张限制 对光伏玻璃龙头影响小,新浪
1198,2020-11-04,光伏迈入平价前“最后一公里”,中国能源报
1199,2020-11-04,券商首次关注2股并给予买入评级（11月4日）,Wind
1200,2020-11-04,上机数控31亿扩产揽获百亿长单 杨建良家族财富大增,新浪
1201,2020-11-04,天合光能签100亿采购合同 组件龙头出手囤货,第一财经
1202,2020-11-03,六大巨头联合发声，光伏概念股还有补票机会吗？丨行业风口,第一财经
1203,2020-11-03,高功率、全场景、新生态：天合光能全球发布系列新品，再次引领分布式新时代,北极星电力
1204,2020-11-03,分布式210组件横空出世 明年1月正式量产,北极星电力
1205,2020-11-03,分布式市场鏖战，210才是全场最靓的那个崽,中国能源网china5e
1206,2020-11-03,上机数控获天合光能百亿大单 浙商证券：成长空间广阔,证券之星
1207,2020-11-03,浙商机械 邱世梁||王华君 【上机数控】：光伏行业首个210大硅片百亿长单落地，战略意义重大！公司占核心地位,高端装备制造及材料
1208,2020-11-03,5年20亿片 天合光能向上机数控采购210单晶硅片,北极星电力
1209,2020-11-02,天合光能(688599.SH)与上机数控及其子公司签订单晶硅片长单采购合同,格隆汇
1210,2020-11-02,天合光能(688599.SH)与上机数控签订单晶硅片长单采购合同 预计采购总额达102.4亿元,智通财经
1211,2020-11-02,上机数控(603185.SH)及下属全资子公司与天合光能就“单晶硅片”的销售签订合同,格隆汇
1212,2020-11-02,上机数控(603185.SH)与天合光能股份就“单晶硅片”的销售签订合同,智通财经
1213,2020-11-02,上机数控：与天合光能签订总计约102.4亿元“单晶硅片”销售合同,金融界
1214,2020-10-31,李仙德的资本“三步棋”：A股能否提振“晶科系”？,中国经营报
1215,2020-10-30,让AI游艇插上光伏的翅膀,北极星电力
1216,2020-10-29,天合光能延续上半年增长势头 收入与利润均稳步提高,北极星电力
1217,2020-10-28,天合光能前三季度净利8.31亿增长118.94%,北极星电力
1218,2020-10-28,光伏业务销量增加，天合光能前三季度盈利同比增长118.94%,资本邦
1219,2020-10-28,天合光能：前三季度净利润同比增长118.94%,Wind
1220,2020-10-28,山煤光电牵手天合光能重磅助推HIT技术降本,集邦新能源网
1221,2020-10-28,科创板话题：天合光能,科创板日报
1222,2020-10-27,天合光能(688599.SH)：前三季净利升118.94%至8.32亿元,格隆汇
1223,2020-10-27,天合光能(688599.SH)前三季度归母净利润同比增长118.94%至8.32亿元,智通财经
1224,2020-10-27,天合光能：前三季度净利同比增119%,Wind
1225,2020-10-27,天合光能：前三季度净利同比增119%,e公司
1226,2020-10-27,34.5GW！多家组件企业开启扩产计划,集邦新能源网
1227,2020-10-25,两个月股价暴涨200%后又突然大跌近30% 中概股光伏龙头晶科能源发生了什么？ 连续下跌,21世纪经济报道
1228,2020-10-24,增光添彩 天合光能产品再获行业认可,北极星电力
1229,2020-10-23,21家光伏企业前三季度业绩分析：原材料净利普涨 玻璃最高增幅4284.19%！,北极星电力
1230,2020-10-22,日本演讲实录（译）：光伏6.0时代600W+组件，岂止于大硅片,索比光伏网
1231,2020-10-21,锦浪科技(300763)：无惧疫情 业绩持续高增,新浪
1232,2020-10-21,提高转换效率仍将是光伏上下游产业链的主攻方向,集邦新能源网
1233,2020-10-21,我国光伏产业第三季度共计实现产能137GW,集邦新能源网
1234,2020-10-20,电池转换效率逼近天花板 光伏技术迭代路在何方？,中国能源报
1235,2020-10-20,天合光能与青海国投海南州100MW光伏竞价项目顺利开工,北极星电力
1236,2020-10-20,天合光能获TV莱茵全球首张IEC 62941：2019光伏组件制造质量体系证书,索比光伏网
1237,2020-10-20,前9月294家企业A股上市募资3557亿 江苏广东浙江领先,中国经济网
1238,2020-10-16,新疆大全信披存疑：多种数据打架，近7亿元现金流消失 欺诈造假,金融界
1239,2020-10-14,数据|科创板主力资金净流入46股天合光能流入率最高,科创板日报
1240,2020-10-13,光伏业务营收大幅增长 天合光能2020年前三季净利逾7.55亿元,电缆网
1241,2020-10-13,600W+将成光伏行业发展风向标,中国能源报
1242,2020-10-13,前9月，天合光能净利同比或大增120%，或至8.36亿,中国投资协会
1243,2020-10-13,天合光能预计2020年前三季度盈利同比增98.77%至120.10%,资本邦
1244,2020-10-13,净利润7.55亿-8.36亿 天合光能发布三季度业绩预告 同比大增98.77%-120.10%,北极星电力
1245,2020-10-12,海外光伏业务拉动 天合光能前三季度净利预计同比增长超九成,北京商报
1246,2020-10-12,天合光能(688599.SH)预计前三季度归母净利润同比上涨98.77%至120.10%,智通财经
1247,2020-10-12,天合光能：预计前三季度净利同比增长98.77%-120.1%,格隆汇
1248,2020-10-12,天合光能：前三季度净利预增99%至120%,e公司
1249,2020-10-12,机械设备行业周报：看好工程机械景气延续 关注光伏设备龙头投资机会,新浪
1250,2020-10-09,【研报掘金】假期海外光伏龙头大涨 板块价值重估或开启新一轮“泡沫化”行情,证券时报网
1251,2020-10-09,上半年组件出口TOP 5：晶科、晶澳、阿特斯、天合光能及隆基入围,索比光伏网
1252,2020-10-09,中国海关出口分析: 2020中国组件出口预估下半年趋势,索比光伏网
1253,2020-09-29,天合光能至尊600W+系列组件获行业首张IEC双项认证证书,北极星电力
1254,2020-09-29,天合光能拟25亿元新建光伏组件项目，预测未来2年组件价格约1.3-1.4元/W！,中国投资协会
1255,2020-09-29,24.5GW组件+30GW电池 中节能、天合光能、阿特斯持续扩产！,北极星电力
1256,2020-09-28,持续加码产能 天合光能拟25亿元投建光伏组件项目,e公司
1257,2020-09-28,强者恒强趋势下 组件企业以“差异化打法”突围,北极星电力
1258,2020-09-28,天合光能(688599.SH)投资不超25亿元在江苏大丰港经济开发区投设10GW光伏组件项目,智通财经
1259,2020-09-28,天合光能：拟新建光伏组件项目，总投资不超过25亿元,Wind
1260,2020-09-28,天合光能(688599.SH)：拟投建光伏组件项目主要为年产能10GW高效光伏组件及光伏衍生产品的研产销,格隆汇
1261,2020-09-28,天合光能：拟新建光伏组件项目 总投资不超过25亿元,e公司
1262,2020-09-28,光伏的投资逻辑和价值,新浪
1263,2020-09-27,电气设备新能源行业周报：中欧两国携手倡导绿色发展 光伏电动车双双利好,新浪
1264,2020-09-27,供应链关系尚未实质扭转光伏企业前景“稳中存忧”,产业经济新闻网
1265,2020-09-27,光伏电池技术路线之争愈演愈烈,北极星电力
1266,2020-09-25,平价时代光伏发展大浪潮，谁主沉浮?,索比光伏网
1267,2020-09-24,天合光能：公司在半导体行业有一定程度投资布局,Wind
1268,2020-09-23,数据|科创板主力资金净流入109股天合光能连续两日流入率最高,科创板日报
1269,2020-09-23,深度｜百亿晶科资本“阳谋”：最后的光伏“赴A者”保留双重上市地位,21世纪经济报道
1270,2020-09-22,2020年全球光伏发电行业市场现状及发展前景分析 2025年累计装机容量有望超1700GW,前瞻研究院
1271,2020-09-22,总投资30亿元，天合光能15GW高效组件项目签约落地常州高新区,索比光伏网
