,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
1988,2019-08-22,【申万宏源化工】每日信息速递20190822,申万宏源化工投资
1989,2019-08-22,与您共5·G往开来 | 台群精机发布5G智造整体解决方案暨新品 现场销售过亿元,全景网
1990,2019-08-22,新和成(002001.SZ)拟以募集资金对子公司增资5亿元 保障年产25万吨蛋氨酸项目顺利实施,格隆汇
1991,2019-08-22,新和成拟向全资子公司增资5亿元 保障年产25万吨蛋氨酸项目顺利实施,发布易
1992,2019-08-22,新和成(002001.SZ)半年度净利润降43.87%至11.56亿元 盈利能力下降,格隆汇
1993,2019-08-22,新和成：上半年净利润同比减43.87% 盈利能力下降,Wind
1994,2019-08-22,维生素板块午后拉升 华北制药率先涨停,证券时报网
1995,2019-08-20,新和成(002001.SZ)实控人胡柏藩质押966.787万股,格隆汇
1996,2019-08-20,[快讯]新和成发布质押公告一股东累计质押967万股,中财网
1997,2019-08-20,【民生医药|中报总结】医药板块2019中报总结：增长的韧劲足，逐步加仓二线龙头,微信
1998,2019-08-20,券商首次关注12股并给予买入评级（8月20日）,Wind
1999,2019-08-20,新和成:新和成产品分析梳理,西南证券
2000,2019-08-20,"新和成:VA、VE行业景气向上,多点开花未来成长可期",西南证券
2001,2019-08-19,【西南证券—新和成产品分析与梳理】,化工林谈
2002,2019-08-19,【中信建投医药|行业周报】行业关注度持续上升， 投资热点有望扩散,菊颖医药观察
2003,2019-08-16,【申万宏源化工】每日信息速递20190816,申万宏源化工投资
2004,2019-08-16,财务造假又添一员 科迪握17亿现金却还不上2.3亿欠款 欺诈造假,新浪
2005,2019-08-16,【国金化工-行业动态】DSM与能特科技整合逐步清晰，VE价格有望进一步上涨（2019-08-16）,点石化金
2006,2019-08-16,【申万宏源化工】每日信息速递20190820,申万宏源化工投资
2007,2019-08-15,【申万宏源化工】每日信息速递20190815,申万宏源化工投资
2008,2019-08-15,【申万宏源化工】每日信息速递20190819,申万宏源化工投资
2009,2019-08-14,【申万宏源化工】每日信息速递20190814,申万宏源化工投资
2010,2019-08-12,66股获券商买入评级 长城汽车目标涨幅达67.55%,Wind
2011,2019-08-12,"化工行业周报:醋酸价格上涨,能特益曼特8月底有望交割,周期品库存进入底部区间,建议配置白马及细分行业龙头",申万宏源
2012,2019-08-09,巨丰午评：市场冲高回落 弱势调整延续,巨丰财经
2013,2019-08-09,维生素概念盘中拉升 兄弟科技直线封涨停,金融界
2014,2019-08-09,维生素概念股走强 兄弟科技率先涨停,证券时报网
2015,2019-08-08,新一轮浙江民企百强榜单出炉,浙商网
2016,2019-08-07,【申万宏源化工】每日信息速递20190808,申万宏源化工投资
2017,2019-08-07,【化工】行业集中度专题研究：政策推动下的内部分化*强于大市,中银国际证券研究
2018,2019-08-06,【申万宏源化工】每日信息速递20190807,申万宏源化工投资
2019,2019-08-05,股债齐升成就混基普涨格局 宝盈富国涨超62%领涨同类,中国经济网
2020,2019-08-03,【申万宏源化工】每日信息速递20190801,申万宏源化工投资
2021,2019-07-31,【申万宏源化工】每日信息速递20190731,申万宏源化工投资
2022,2019-07-31,中小板“002”代码告罄，“003”时代正式开启,第一财经
2023,2019-07-29,网红基金二次火爆！睿远基金一天又获百亿申购，再度启动比例配售，配售比例26%,券商中国
2024,2019-07-29,黑龙江落实办事不求人:仅两天时间就解决需5年的难题,新浪
2025,2019-07-29,【中信建投医药|行业周报】：行业增速平稳，关注科创方向,菊颖医药观察
2026,2019-07-29,看好当前战略配置机遇 机构掘金细分行业龙头股,上证报
2027,2019-07-28,化工：继续强烈推荐万华化学玲珑轮胎恒力石化 荐14股,方正证券
2028,2019-07-26,07月26日 24只股票封板 航天航空板块涨幅最大,每日经济新闻
2029,2019-07-26,提价因素提供支撑 维生素板块行情料持续,中证网
2030,2019-07-26,重回1元面值的睿远基金能否二次火爆？,北京商报
2031,2019-07-26,“爆款”基金纷纷宣布放开大额申购 这是基金大佬看好后市的信号吗？,第一财经
2032,2019-07-25,新和成：维生素格局重塑致景气持续向上,证券时报网
2033,2019-07-24,化工 | 磷产业链领涨，环氧氯丙烷突破历史新高,中信建投证券研究
2034,2019-07-22,公募基金2019Q2医药持仓分析【兴证医药】,兴证医药健康
2035,2019-07-22,午评：三大指数下探回升走沪指跌0.57% 农业板块普跌,新浪
2036,2019-07-22,民生证券：消费、新材料板块估值已具备吸引力,证券时报网
2037,2019-07-22,【民生化工】民生化工周报 20190722：萤石价格继续坚挺，关注维生素板块投资机会,太证陶陶
2038,2019-07-21,“赢”战科创板｜首批上市股如何运行？稳中求进的概率偏大,重庆商报
2039,2019-07-21,化工：继续推荐具有一体化能力的优质精细化工龙头公司 荐29股,国盛证券
2040,2019-07-20,下周主流机构最看好的板块个股,都市快报
2041,2019-07-19,医药股边际改善预期正在增强,红周刊
2042,2019-07-19,二季报透露明星基金多空分歧 次新公募入市青睐消费,21世纪经济报道
2043,2019-07-18,化工：价格逼近历史高点 荐5股,中信建投
2044,2019-07-18,明星基金经理股票仓位曝光：有的大胆重仓 有的谨慎低仓,国际金融报
2045,2019-07-18,睿财看市场：坚定改革和开放，资本市场带人民币乘风破浪,恒泰睿财
2046,2019-07-17,维生素E价格单日跳涨20%，行业机会几何？,和讯
2047,2019-07-17,融资客青睐16股，海亮股份买入占比高达51.45%,Wind
2048,2019-07-17,太证研究7月17日最新观点:【非银金融】转融通引导价值发现,太平洋证券研究
2049,2019-07-17,维生素E全球龙头企业单日涨价两成 维生素概念股再迎发展机遇,金融界
2050,2019-07-17,"基础化工行业:维生素产品价格受供给端冲击大,重点关注产品竞争格局",国金证券
2051,2019-07-16,VE全球龙头企业单日涨价两成 产能格局面临重塑,e公司
2052,2019-07-16,明星基金经理重仓买入这些股票！基金二季度持仓大曝光（附名单）,中证报
2053,2019-07-16,傅鹏博掌舵的爆款基金持仓曝光：股票仓位接近八成 A股港股均有重仓,中证网
2054,2019-07-16,A股缩量震荡沪指收跌：涨价题材领涨，北向资金尾盘加速流入,澎湃新闻
2055,2019-07-16,巨丰热点：《健康中国行动意见》引发 医疗、医药股走强,巨丰财经
2056,2019-07-16,维生素概念开盘活跃，浙江医药大涨7%,Wind
2057,2019-07-14,化工：MDI供应下滑 荐21股,方正证券
2058,2019-07-14,维生素E行业投资价值分析报告：行业格局变化有望重启景气大周期,光大证券
2059,2019-07-12,环保加码，A股迎来涨价主题！谁是黄磷第二？,Wind
2060,2019-07-12,化工板块早盘走强，四条主线布局相关概念股中长期投资机会,第一财经
2061,2019-07-10,【方正化工】化工周报：玲珑轮胎新零售系统上线，浙江石化取得成品油出口资质,靠谱化工股
2062,2019-07-09,新和成：目前维生素生产保持满负荷运行，香精香料板块将维持稳健增长,Wind
2063,2019-07-09,新和成：目前维生素生产保持满负荷运行 维生素A价格预计会有所波动,e公司
2064,2019-07-09,财融汇·早间必读 | 20190709,财通证券融资融券部
2065,2019-07-09,市场疯狂砸盘的背后另有玄机，一大信号预示反转在即，能抄底了么？,中财网
2066,2019-07-08,新和成 维生素寡头苦日子到来？,和讯
2067,2019-07-08,【民生化工】民生化工周报 20190708：萤石持续涨价，关注半年报预期高增长标的,太证陶陶
2068,2019-07-08,财融汇·早间必读 | 20190708,财通证券融资融券部
2069,2019-07-08,453只个股月内吸金均超1000万元逾31亿元资金追捧农林牧渔等七行业,证券日报
2070,2019-07-06,医药股掀涨停潮 把握两条投资主线,中证报
2071,2019-07-06,涨价题材再次起飞 主力资金超亿元抢先布局这几只,证券时报
2072,2019-07-05,郁闷！一块破石头，半年都爆涨1倍了，A股咋还不涨？,搜狐
2073,2019-07-05,A股市场资金变动一览（7月5日）,Wind
2074,2019-07-05,收评：沪指缩量震荡创业板指涨1% 白马股回暖ETC概念掀涨停潮,金融界
2075,2019-07-05,07月05日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
2076,2019-07-05,A股市场缩量震荡攀升：三大股指收涨，沪指结束三连跌,澎湃新闻
2077,2019-07-05,三大指数全部翻红！创业板指涨1% 猪肉股回暖,第一财经
2078,2019-07-05,维生素板块午后走强 金达威、兄弟科技双双涨停,巨丰财经
2079,2019-07-05,产品价格高位运行 维生素板块卷土重来,中证网
2080,2019-07-05,维生素板块午后异动 金达威、兄弟科技涨停,金融界
2081,2019-07-05,快讯：维生素概念异动拉升 兄弟科技、金达威封板,新浪
2082,2019-07-05,医药股早盘异动走强 兴齐眼药涨停,中国经济网
2083,2019-07-05,巨丰热点：维生素概念逆势活跃 金达威等个股走强,巨丰财经
2084,2019-07-03,新和成(002001.SZ)拟每10股派7元 股权登记日为7月11日,格隆汇
2085,2019-07-03,盘后19股公布分红方案-更新中,中财网
2086,2019-07-03,【山证两融】融资融券周报(20190624-20190628) 2019年第25期,山西证券研究所
2087,2019-06-29,“中考”在即 重配消费基金领跑,金融投资报
2088,2019-06-27,A股两大事成今天里程碑：茅台破1000元 华兴源创申购,新浪
2089,2019-06-26,科创板股票上市后会如何表现？以史为鉴，看看中小创开板后如何运行的,重庆商报
2090,2019-06-26,【晨观方正】油气常青树——埃克森美孚的合并与成长战略解析,方正证券研究
2091,2019-06-25,化工：维生素有望持续涨价 荐4股,东兴证券
2092,2019-06-25,股民故事｜“6·24井喷”17周年，4个故事道尽股民的那些悲与喜,重庆商报
2093,2019-06-25,本年股市的“大肉”纵使科创板首次新股了！,搜财网
2094,2019-06-24,股市“大肉”来了！数据告诉你：单日涨幅或翻倍、“中奖率”提高17倍！,每日经济新闻
2095,2019-06-22,前五大客户营收占比超70%，毛利率显著低于同行——供货箭牌、高露洁的亚香香料能否A股“留香”？ 盈利能力下降,每日经济新闻
2096,2019-06-21,富国基金多只新基金业绩不佳 军工主题产品难掩历史“污点” 盈利能力下降,中金在线
2097,2019-06-19,青蒿素概念股一夜蹿红，昆药集团等多家公司提示风险,第一财经
2098,2019-06-19,收评：热点快速轮动沪指高开低走涨0.96% 两市成交额重返5000亿,金融界
2099,2019-06-19,快讯：青蒿素概念表现依旧活跃 昆药集团录得三连板,新浪
2100,2019-06-19,青蒿素概念持续活跃 昆药集团3连板,证券时报网
2101,2019-06-19,基础化工行业2019年中期策略&6月份投资策略：库存周期逐步见底，龙头企业投资价值突显,国信研究
2102,2019-06-19,"化工行业周报:PTA~聚酯产业链回暖,醋酸价格上涨,关注白马及成长龙头",申万宏源
2103,2019-06-18,连续一字涨停！屠呦呦青蒿素研究取得新突破，火了这家上市公司！,中国基金报
2104,2019-06-18,青蒿素概念股蹿红 多家企业撇清关系,新京报
2105,2019-06-18,收评：两市震荡成交额创4个月新低 创业板指涨近1%黄金股抢眼,金融界
2106,2019-06-18,昆药集团再涨停！青蒿素概念股持续造好，该关注哪些投资机会？,上游新闻
2107,2019-06-18,医药股沸腾！屠呦呦团队又出重大进展，你该关注哪些投资机会？,国盛证券
2108,2019-06-18,新和成：向世界500强进军,中证报
2109,2019-06-18,注入青蒿素医药板块集体“股舞”,重庆商报
2110,2019-06-17,多股涨停！青蒿素概念躁动，医药板块集体沸腾,重庆商报
2111,2019-06-17,青蒿素概念股暴涨，非“重大突破”！非“重大利好”！,新浪医药
2112,2019-06-17,诺贝尔奖得主屠呦呦团队再次刷屏！医药股跟风起舞,中投网
2113,2019-06-17,屠呦呦团队宣布“青蒿素抗药性”难题有了重大进展！ 二级市场闻风而动,全景网
2114,2019-06-17,收评：两市震荡沪指涨0.2% 金融股护盘医药股强势爆发,金融界
2115,2019-06-17,“青蒿素抗药性”获新突破 十余药企受益股价大涨,新京报
2116,2019-06-17,屠呦呦团队研究新突破引爆A股青蒿素概念，昆药集团已开展临床试验,21世纪经济报道
2117,2019-06-17,青蒿素抗药性难题现突破，中国厂商份额不到1%,第一财经
