,2021-12-31,食品饮料行业2022年投资策略：白酒景气周期延续，食品至暗时刻已过,国信研究
1449,2019-08-05,"食品饮料行业跟踪周报:北向资金有所波动,关注酒企中秋备货",东吴证券
1450,2019-07-31,获评绝味鸭脖年度“优秀供应商” 彰显中正锅炉品牌实力,北国网
1451,2019-07-30,"食品饮料行业周报:茅台市场惜售一批价继续上行,继续看好受益原料成本下降的休闲卤制品板块",国海证券
1452,2019-07-30,"食品饮料行业周报2019第29期:短期股价承压,长期坚守布局",长城证券
1453,2019-07-29,绝味食品：目前门店数量远远未触及天花板,证券时报网
1454,2019-07-29,二季度基金加仓食品行业,信息时报
1455,2019-07-29,食品饮料行业周报:白酒行业十年复盘之2013年~区别应对行业调整、加速后期行业分化,光大证券
1456,2019-07-29,绝味食品:三大维度看待绝味食品开店天花板,光大证券
1457,2019-07-26,养老金产品二季报出炉：除了重仓股浮出还有这些看点,新浪
1458,2019-07-26,食品饮料板块走势活跃机会显现 六股现上车良机,证券时报网
1459,2019-07-24,【国金食饮】香飘飘点评：果汁茶上市满一年，交出靓丽答卷,--
1460,2019-07-23,白酒板块早盘集体下挫 资金不再抱团白酒股？ 连续下跌,佳酿网
1461,2019-07-23,"绝味食品:Q2仍保持较快的开店节奏,H2鸭成本有望缓解",浙商证券
1462,2019-07-22,日常消费品：食品饮料行业进入中报期 荐13股,中信建投
1463,2019-07-22,日常消费品：休闲卤制品原材料成本下行 荐4股,国海证券
1464,2019-07-22,"食品饮料行业:茅台开启中报季,建议关注业绩确定性",山西证券
1465,2019-07-22,"食品饮料行业周报:茅台下半年有望实现量价齐升,休闲卤制品原材料成本下行",国海证券
1466,2019-07-22,"食品饮料行业跟踪周报:中报密集披露期,业绩确定性优先",东吴证券
1467,2019-07-19,【建投食饮】周专题：基金持仓再创新高，食品饮料行业进入 中报期，建议重点关注,CSC赏味食饮
1468,2019-07-19,[快讯]绝味食品发布解除质押公告一股东累计质押1322万股,中财网
1469,2019-07-19,【华创食饮】周观点：抱团之殇？,华创食饮
1470,2019-07-18,【国金食品】茅台半年报业绩点评：收入表现波澜不惊，酝酿下一轮超预期表现,--
1471,2019-07-17,【国金食饮】食品饮料行业半年报前瞻专题： 坚定看好各品类龙头，首选业绩确定性高个股,国金食品饮料寇星
1472,2019-07-16,【国金食品】中粮肉食2季度经营数据点评：出栏量稳步增长，不过仍需防范利润风险点,--
1473,2019-07-15,日常消费品：社服中报季关注优质个股 荐17股,东兴证券
1474,2019-07-15,"食品饮料行业周报2019第27期:看淡季度波动,茅台长期无忧",长城证券
1475,2019-07-12,餐饮行业一周资讯,搜狐
1476,2019-07-10,"食品饮料行业淘数据月度数据点评:整体销售额环比回暖,龙头集中度提升趋势不改",光大证券
1477,2019-07-09,【国金食饮】酒鬼酒：二季度业绩远超市场预期，全年利润边际改善趋势逐渐显现,--
1478,2019-07-08,联商餐饮周报：甘茶度被查 王俊凯父母开奶茶店,联商网
1479,2019-07-08,"食品饮料行业跟踪周报:龙头人事调整,行情淡季不淡 董监高成员变化",东吴证券
1480,2019-07-08,"食品饮料周报:茅台管理层调整完成,蒙牛转让君乐宝股权 董监高成员变化",德邦证券
1481,2019-07-08,"食品饮料行业周报:食品饮料风险较小,优质个股机会较多",证券之星
1482,2019-07-05,绝味食品董事赵雄刚去世 此前深耕鸭脖行业十多年 董监高成员异常事件,每日经济新闻
1483,2019-07-05,绝味食品董事长突然去世！目前持有公司6000万市值股份 董监高成员异常事件,全景网
1484,2019-07-05,绝味食品董事突发疾病去世，生前未持绝味食品一股 董监高成员异常事件,联商网
1485,2019-07-05,绝味食品董事赵雄刚突发疾病去世 间接持有0.28%股份 董监高成员异常事件,新浪
1486,2019-07-05,绝味食品董事赵雄刚去世 间接持股绝味市值六千万元 董监高成员异常事件,新京报
1487,2019-07-05,绝味食品一董事去世，现任董事减至6人 董监高成员异常事件,新京报
1488,2019-07-05,每经12点|华为2019年开发者大会8月9日启幕;技术突破！电动汽车可实现充电15分钟续航300公里,每日经济新闻
1489,2019-07-05,突然宣布！绝味食品董事赵雄刚去世 年仅52岁 董监高成员异常事件,网易
1490,2019-07-05,信用负面跟踪20190704,郁言债市日常跟踪
1491,2019-07-04,绝味食品：董事赵雄刚不幸去世 董监高成员异常事件,Wind
1492,2019-07-04,【国金食饮】中炬高新跟踪点评：聚焦主业+优化激励，战略机制理顺,--
1493,2019-07-03,【国金食饮】君乐宝事件点评：短期收入受损不改集团千亿规划， 利润端持续修复加快蒙牛发展步伐,--
1494,2019-07-01,"食品饮料行业周报:茅台一批价阶段性或到高点,看好原料成本降低的休闲卤制品",国海证券
1495,2019-07-01,"食品饮料周报:名酒表现较靓丽,调味品需求稳健",德邦证券
1496,2019-06-26,30股获券商买入评级 鼎龙股份目标涨幅达84.28%,Wind
1497,2019-06-24,"食品饮料行业周报:外资重回白酒板块,5月社零数据稳健",德邦证券
1498,2019-06-23,【华创食饮】绝味食品：业绩超预期，开店节奏良好,华创食饮
1499,2019-06-18,"食品饮料行业2019年下半年投资策略:行业持续向好,优质龙头份额持续上升",东莞证券
1500,2019-06-18,"食品饮料行业周报2019第24期:五粮液积极改善,5月社消数据回暖",长城证券
1501,2019-06-17,绝味食品(603517.SH)控股股东解除质押3650万股,格隆汇
1502,2019-06-17,"食品饮料行业周报:茅台6月计划放量,受北上资金大幅增持",德邦证券
1503,2019-06-09,日常消费品：白酒龙头批价处于高位 荐13股,中信建投
1504,2019-06-09,日常消费品：看好创新变化大众品 荐6股,国海证券
1505,2019-06-09,日常消费品：名酒提价卡位 荐14股,东吴证券
1506,2019-06-09,日常消费品：婴幼儿奶粉迎政策利好 荐5股,德邦证券
1507,2019-06-06,日常消费品：白酒持续提价 荐8股,太平洋证券
1508,2019-06-03,绝味食品：股东减持计划时间过半，累计减持1%公司股份 减持股份,Wind
1509,2019-06-03,绝味食品(603517.SH)股东复星创投已减持1%股份,格隆汇
1510,2019-06-03,日常消费品：茅台股东会积极表态 荐4股,长城证券
1511,2019-06-03,"绝味食品调研简报:传统门店保持稳步扩张,新品类“串串”积极布局",国海证券
1512,2019-06-02,日常消费品：茅台大会彰显信心 荐6股,中泰证券
1513,2019-06-02,日常消费品：白酒淡季控量挺价 荐17股,广发证券
1514,2019-05-29,“打酱油”角色进入实施高峰，资金抢权，青睐小而美,Wind
1515,2019-05-27,【长城食饮每日资讯0527】国窖1573经典装华北大区停货,宇光食饮日讯
1516,2019-05-27,绝味食品(603517.SH)拟每10股派6.1元及转增4股 股权登记日为5月31日,格隆汇
1517,2019-05-27,【国金食饮】香飘飘点评：果汁茶旺季来临，大单品加速放量,--
1518,2019-05-27,食品饮料行业周报:新股速递系列二-天味食品—川味复合调味料第一股,光大证券
1519,2019-05-22,五大券商周四看好6板块45股,证券之星
1520,2019-05-20,【长城食饮每日资讯0520】5月21日洋河将大幅提高经销商向终端供货指导价，最高上涨幅度超20%,宇光食饮日讯
1521,2019-05-20,绝味食品(603517)公告称，聚成投资通过上交所交易系统累计减持绝味转债80万张，占发行总量的8%。,中国金融信息网
1522,2019-05-20,绝味食品(603517.SH)控股股东累计减持80万张公司可转债 减持股份,格隆汇
1523,2019-05-15,【国金食饮】澳优乳业一季报点评：Q1如期实现开门红，全年有望持续稳健发展,--
1524,2019-05-14,"绝味食品深度报告:昔日休闲卤制品龙头,未来美食生态圈王者",正点财经
1525,2019-05-14,【建投食饮】周报专题：食品饮料景气持续，白酒、啤酒表现突出,CSC赏味食饮
1526,2019-05-14,德邦证券食品饮料行业2018年&2019Q1综述,德邦证券
1527,2019-05-13,【华创食饮】周观点：茅五营销转型持续受关注，中期策略会交流反馈良好,华创食饮
1528,2019-05-13,【国金食饮】周观点0512：短期扰动不改一线白酒向上趋势，二季度进入大众品利润释放期,--
1529,2019-05-10,"绝味食品:现金流良好,门店扩张加速推动收入较快增长",广发证券
1530,2019-05-10,绝味食品股东长沙汇功补充质押97万股 公司去年净利同比增长28%,挖贝网
1531,2019-05-09,绝味食品(603517.SH)股东长沙汇功补充质押96.997万股,格隆汇
1532,2019-05-09,绝味食品：股东股份补充质押96.99万股限售流通股 股票质押异常,Wind
1533,2019-05-08,景气保持平稳，龙头优势彰显【申万食品饮料-吕昌、毕晓静】食品饮料2018年&2019Q1业绩总结之大众消费品,申万食品饮料
1534,2019-05-08,大众食品行业2018年年报&2019年一季报业绩综述:延续良好增长态势,光大证券
1535,2019-05-08,食品饮料行业周报:上市首日股价暴涨163%的BeyondMeat是何方神圣,光大证券
1536,2019-05-07,53家机构投资者齐聚绝味食品 董事长被“围堵”追问,证券日报
1537,2019-05-07,绝味食品加快布局餐饮领域,北京商报网
1538,2019-05-07,【华创食饮】18年报及19一季报总结：白酒如期迎来开门红，大众品龙头增长稳健,华创食饮
1539,2019-05-07,【国金食饮】澳优一季度盈利预告点评：自有奶粉稳定输出，全年稳健增长值得期待,--
1540,2019-05-07,绝味食品战略将聚焦“五大新势能”,中证网
1541,2019-05-06,“舌尖上的”绝味食品：继续死磕会员和外卖体系,e公司
1542,2019-05-06,日常消费品：马太效应显著 荐9股,联讯证券
1543,2019-05-05,绝味食品一季度净利1.8亿同比增长20% 现金流量净额1.84亿元,挖贝网
1544,2019-04-30,绝味食品（603517）【申万食品饮料-吕昌、毕晓静】2019年一季报点评：收入增长提速明显，成本端短期承压但有望逐季改善,申万食品饮料
1545,2019-04-30,【招商食品】绝味食品 ：19Q1收入超预期，品类创新初探,招商食品饮料
1546,2019-04-30,绝味食品：关于控股股东减持公司可转换公司债券的提示性公告 减持股份,Wind
1547,2019-04-30,【朝闻国盛0430】如何看后续外资流入节奏？,国盛证券研究所
1548,2019-04-30,"绝味食品:经营稳中求进,长期战略清晰",平安证券
1549,2019-04-29,【实时|国信食饮】绝味食品2019年一季报点评：门店已破万家，品牌势能持续提升,瑶食梦饮
1550,2019-04-29,【长城食饮】开店仍加速，稳增亦可期 ——绝味食品（603517）2019一季报点评,宇光看食饮
1551,2019-04-29,绝味食品：主业深耕稳步推进 强烈推荐评级,和讯
1552,2019-04-29,【国金食饮】绝味食品一季报点评：开启万店新时代，净利率持续提升,--
1553,2019-04-28,绝味食品(603517.SH)一季度净利润增长20.38%至1.81亿元,格隆汇
1554,2019-04-28,绝味食品一季度净利润增幅超20% 渠道红利持续释放,中证网
1555,2019-04-28,绝味食品2019年一季度净利同比增两成,北京商报网
1556,2019-04-28,日常消费品：白酒业绩开门红 荐12股,山西证券
1557,2019-04-28,绝味食品：一季度净利润同比增20.38%,Wind
1558,2019-04-23,"食品饮料行业1Q19基金持仓情况分析:板块持仓新高,资金青睐白酒",长城证券
1559,2019-04-22,日常消费品：3月社消增速加快 荐4股,长城证券
1560,2019-04-22,【长城食饮】板块持仓新高，资金青睐白酒——食品饮料1Q19基金持仓情况分析,宇光看食饮
1561,2019-04-22,"食品饮料行业周报2019第16期:3月社消增速加快,1Q19基金持仓再创新高",长城证券
1562,2019-04-19,九鼎系抛弃绝味鸭脖后再现减持 江山欧派净利率下滑存治理风险 | 公司汇,投资时报
1563,2019-04-18,【山证食品】-绝味食品（603517.SH）年报点评：业绩符合预期，净利率稳步提升,山西证券研究所
1564,2019-04-18,【招商食品】绝味食品：产品创新，成本可控，稳增可期,招商食品饮料
1565,2019-04-17,周黑鸭遭做空 煌上煌掉队 绝味食品如何干成中国鸭脖老大？,金融界
1566,2019-04-17,绝味食品：串串店有望成为新增长点 买入评级,和讯
1567,2019-04-17,【建投食饮】绝味食品：毛利率未来预计上行，看规模效应和门店、品类扩张,CSC赏味食饮
1568,2019-04-17,【招商食品】绝味食品：主业增长强劲，国际化正起航,招商食品饮料
1569,2019-04-17,绝味食品：成本端压力缓解 可转债加码产能扩张,证券时报网
1570,2019-04-17,【东吴晨报0417】【个股】特发信息、晨鸣纸业、太阳纸业、特变电工、好莱客、我爱我家、科远股份、绝味食品、保利地产、立讯精密,东吴研究所
1571,2019-04-17,【朝闻国盛0417】Q2抓稳银行股,国盛证券研究所
1572,2019-04-17,绝味食品去年净利6.41亿元 同比增长28% 董事长戴文军年薪74万元,挖贝网
1573,2019-04-17,【食品饮料-绝味食品(603517)】范劲松、熊欣慰（研究助理）：年报点评：开店速度回升同店稳健增长，品牌延伸值得期待-0416,中泰证券研究所
1574,2019-04-17,年报揭秘：基金增持食品饮料股,金融投资报
1575,2019-04-17,"绝味食品:门店拓展稳健,费用管控得当抵消成本压力",东北证券
1576,2019-04-17,"绝味食品:主业增长稳健,扩品类可期待",西南证券
1577,2019-04-17,"绝味食品:严控费用释放业绩,成本压力或将减轻",平安证券
