,2021-12-30,山东黄金(01787)将设立矿业管理分公司,智通财经
3537,2020-03-24,巨丰资金流向：市场深V探底回升 贵金属获主力12亿增持！,巨丰财经
3538,2020-03-24,收盘 | 三大股指涨超2%，黄金股上演涨停潮,上游新闻
3539,2020-03-24,宽幅震荡：三大股指涨逾2%，北向资金净流入39.87亿元,澎湃新闻
3540,2020-03-24,涨停股复盘：3股封单超亿元,证券时报网
3541,2020-03-24,COMEX黄金期货再度站上1600美元 港股黄金股涨幅扩大,新浪
3542,2020-03-24,港股午后震荡上行恒指涨超4% 汽车股黄金股集体走高,腾讯网
3543,2020-03-24,A股收评：三大指数涨逾2% 汽车及黄金概念股大涨 外资净流入逾50亿,格隆汇
3544,2020-03-24,巨丰收评：市场深V反转 底部基本探明,巨丰财经
3545,2020-03-24,上证指数巨震收涨逾2%，行业呈现普涨格局,Wind
3546,2020-03-24,黄金迎重要投资机遇：黄金股布局有空间(附筹码分布),上证报
3547,2020-03-24,港股午后横盘震荡恒指涨逾4% 消费股黄金股集体走高,腾讯网
3548,2020-03-24,3月24日午后两市机构大单抢筹40股(名单),金融界
3549,2020-03-24,全球经济下滑 内需型企业更具防守型,金融界
3550,2020-03-24,早盘复盘：港A两市全线翻红，恒指大涨3.56%半导体概念异动拉升,格隆汇
3551,2020-03-24,恒指迎反弹半日涨3.56% 中国联通涨近12%领涨蓝筹,腾讯网
3552,2020-03-24,港股午评：恒指窄幅震荡涨3.56% 三大运营商及黄金概念股大涨,格隆汇
3553,2020-03-24,港股午评|恒指涨幅收窄升772点，黄金股暴力反弹,富途证券
3554,2020-03-24,午评：两市冲高回落沪指涨1.48%黄金、消费板块大涨高位股现炸板潮,金融界
3555,2020-03-24,解盘：指数止跌，黄金珠宝、品牌龙头、白酒、IDC略涨,Wind
3556,2020-03-24,巨丰午评：市场超跌反弹 三大板块领涨,巨丰财经
3557,2020-03-24,午评：沪指涨1.48% 黄金板块走强,网易
3558,2020-03-24,午评：三大指数冲高回落沪指涨1.48% 黄金板块大涨,新浪
3559,2020-03-24,上证指数午盘涨1.48%，湖北本地半导体股午前拉升,Wind
3560,2020-03-24,美联储救市提振亚太股市普涨，日韩指数期货触发上涨熔断,第一财经
3561,2020-03-24,黄金股持续走强，高盛称金价“拐点”已经到来,老虎证券
3562,2020-03-24,黄金股早盘集体走强 银泰黄金等涨停,中国经济网
3563,2020-03-24,快讯：黄金概念板块持续拉升 赤峰黄金涨停,新浪
3564,2020-03-24,美联储开启无上限量化宽松，黄金概念大幅拉升，银泰黄金等涨停,证券时报网
3565,2020-03-24,黄金板块大涨 招金矿业涨幅一度接近20%,中证网
3566,2020-03-24,A股三大股指高开：沪指涨1.61%重新站上2700点,上游新闻
3567,2020-03-24,黄金股持续走强，招金矿业涨近20%,Wind
3568,2020-03-24,港股早盘走强恒指涨超4% 蓝筹股全线上涨黄金股飙升,腾讯网
3569,2020-03-24,美联储开启无限量宽松 黄金股飙升招金矿业暴涨17%,新浪
3570,2020-03-24,【行情】港股黄金板块涨幅扩大，招金矿业涨近19%，中国白银集团涨超13%，山东黄金涨超13%，中国黄金国际涨近13%，紫金矿业涨超10%。,金十数据
3571,2020-03-24,美联储无底线QE最利好黄金资产招金矿业(1818.HK)暴涨18%创近12年来最大涨幅,格隆汇
3572,2020-03-24,黄金概念股大涨 银泰黄金、中润资源涨停,金融界
3573,2020-03-24,金价进入狂欢！专家：黄金价格进入超跌修复阶段|黄金价格,新浪
3574,2020-03-24,金价大幅反弹重回1600美元 黄金股集体飙涨丨牛熊眼,第一财经
3575,2020-03-24,早评：沪指高开1.61% 黄金板块大涨,网易
3576,2020-03-24,2009年以来最大单日涨幅！2大魔咒破除，黄金牛市可能要来了,证券时报
3577,2020-03-24,异动直击|国际金价大涨，黄金贵金属板块涨近8%,富途证券
3578,2020-03-24,恒指高开3.69% 服装零售商板块领涨,中新经纬
3579,2020-03-24,金价急飙刺激金股 山东黄金上升13%招金矿业上升11%,新浪
3580,2020-03-24,黄金股开盘全线走高 银泰黄金封涨停,每日经济新闻
3581,2020-03-24,港股异动 | 天风称流动性问题解决后金价有望快速反弹 山东黄金(01787)急升逾13%,智通财经
3582,2020-03-24,港股异动︱COMEX期金创2009年以来最大单日涨幅 招金矿业(01818)高开逾9%,智通财经
3583,2020-03-24,快讯：黄金板块高开 银泰黄金、赤峰黄金涨停,新浪
3584,2020-03-24,【行情】A股黄金板块高开逾5%，银泰黄金、赤峰黄金均涨逾10%，盛达资源、恒邦股份、山东黄金涨逾9%。,金十数据
3585,2020-03-24,快讯：港股恒指暴涨3.69% 碧桂园大涨8%黄金股飙升,新浪
3586,2020-03-24,【行情】港股黄金板块走高，中国白银集团涨超11%，山东黄金涨超10%，紫金矿业涨近10%，招金矿业涨9.33%，中国黄金国际涨3.83%。,金十数据
3587,2020-03-24,热点前瞻：美联储释放不限量流动性 维生素D3月涨超60%,巨丰财经
3588,2020-03-24,智通港股通占比异动统计|3月24日,智通财经
3589,2020-03-24,天风证券：一旦流动性问题得到解决，金价有望进入快速反弹阶段,Wind
3590,2020-03-24,天风证券：一旦流动性问题得到解决 金价有望进入快速反弹阶段,e公司
3591,2020-03-24,黄金：涅槃重生,齐丁有色研究
3592,2020-03-24,格隆汇港股通5日资金流入流出排行榜 | 3月23日,格隆汇
3593,2020-03-24,山东黄金大涨9.2%，黄金行业涨8.39%,中新经纬
3594,2020-03-23,【天风有色杨诚笑团队】黄金：准备迎接金价新阶段,笑看有色
3595,2020-03-23,10股主力资金净流入超亿元,证券时报网
3596,2020-03-23,A股市场主力资金净流出642.49亿元 宜通世纪净流入额居首,中证网
3597,2020-03-23,巨丰资金流向：市场情绪性杀跌 549亿主力继续撤离！,巨丰财经
3598,2020-03-23,新基建逻辑理清 机会逐步往中下游蔓延,金融界
3599,2020-03-23,金价震荡明显 机构建议逐渐增配黄金股,证券日报
3600,2020-03-23,午市前瞻：料恒指短期有反弹空间 短线21500点见支持,新浪
3601,2020-03-23,异动直击|金价冲高回落，黄金贵金属板块跌超7%,富途证券
3602,2020-03-23,【行情】港股黄金贵金属板块下挫，紫金矿业跌超7.5%，中国白银集团跌7.27%，招金矿业跌超6%，山东黄金跌近3%。,金十数据
3603,2020-03-23,智通港股通占比异动统计|3月23日,智通财经
3604,2020-03-23,智通港股通资金流向统计(T+2)|3月23日,智通财经
3605,2020-03-23,格隆汇港股通5日资金流入流出排行榜 | 3月22日,格隆汇
3606,2020-03-22,【太平洋有色】美元流动性有望缓和，金价或开启修复 | 行业观点及高频数据跟踪,有色钢铁杨坤河
3607,2020-03-21,本周重点报告精选（2020.03.16-2020.03.20）,平安研究
3608,2020-03-21,格隆汇港股通5日资金流入流出排行榜 | 3月20日,格隆汇
3609,2020-03-20,智通港股空仓持单统计|3月20日,智通财经
3610,2020-03-20,格隆汇个股放量排行榜 | 3月20日,格隆汇
3611,2020-03-20,山东黄金(01787.HK)“13鲁金02”将于3月30日兑付,格隆汇
3612,2020-03-20,截至3月20日AH股共计1只股票股价倒挂,Wind
3613,2020-03-20,智通AH统计|3月20日,智通财经
3614,2020-03-20,恒指收涨5.05%报22805.07点 水务板块领涨,中新经纬
3615,2020-03-20,港股异动丨黄金股大幅反弹美元涨势过猛开始回调,格隆汇
3616,2020-03-20,现货金重返1500美元关口 招金矿业升近5%山东金升10%,新浪
3617,2020-03-20,黄金概念发力拉升，机构称恐慌过后，黄金有望大幅反弹,证券时报网
3618,2020-03-20,鲁股观察|19日124股上涨，汇金通涨停领衔青企,搜狐
3619,2020-03-20,智通港股通占比异动统计|3月20日,智通财经
3620,2020-03-20,不破不立，破而后立,国盛证券
3621,2020-03-20,格隆汇港股通5日资金流入流出排行榜|3月19日,格隆汇
3622,2020-03-19,格隆汇个股放量排行榜|3月19日,格隆汇
3623,2020-03-19,黄金再遭抛售 招金矿业跌近8%山东黄金跌近7%,新浪
3624,2020-03-19,历史类比和逻辑推演：恐慌下黄金资产的绝佳机会,太平洋证券
3625,2020-03-19,风险事件爆发叠加 投资者抛售黄金套现,中国报告大厅
3626,2020-03-19,45只港股获南向资金大比例持有,证券时报网
3627,2020-03-19,67股获券商买入评级 移远通信目标涨幅达73%,Wind
3628,2020-03-18,太平洋证券：恐慌中存在大机会，黄金股值得逐步增配,证券时报网
3629,2020-03-18,债券重大事件2020年3月18日星期三,Wind
3630,2020-03-18,21公司获得推荐评级-更新中,中财网
3631,2020-03-18,期货日报：提升贵金属企业抗“疫”能力,上期所
3632,2020-03-18,格隆汇个股放量排行榜|3月18日,格隆汇
3633,2020-03-18,恒生指数午后重挫超2%失守23000点 阿里巴巴大跌4%再度破发 连续下跌,腾讯网
3634,2020-03-18,安徽外经：“16皖经建MTN001”等债券违约后续 未按时兑付本息,Wind
3635,2020-03-18,港股午评|恒指早间低开高走，亚太股市企稳回升,富途证券
3636,2020-03-18,恒指震荡走高半日涨0.08% 物业管理股医药股飙升,腾讯网
3637,2020-03-18,港股异动|黄金概念股追随国际金价上涨招金矿业逆势涨逾3%,格隆汇
3638,2020-03-18,【信达看盘】2020.3.18,信达证券上海
3639,2020-03-18,智通港股通占比异动统计|3月18日,智通财经
3640,2020-03-18,解读联储政策、海外市场走势以及对国内市场影响电话会议,西南证券
3641,2020-03-17,贵金属长期上涨逻辑未改 六股绝佳布局良机,证券时报网
3642,2020-03-17,3月17日股市预警 | 8家公司突发利空 41亿资金流出这十股,腾讯网
3643,2020-03-17,国泰基金黄岳：三大因素致黄金调整 是较好配置时点,新浪
3644,2020-03-17,港股复盘：恒指探底回升涨0.87%，腾讯尾盘涨超2%,格隆汇
3645,2020-03-17,中天科技尾盘净流入资金超亿元,证券时报网
3646,2020-03-17,市场综述：无惧海外市场压力！港股超跌反弹可期,老虎证券
3647,2020-03-17,山东黄金(01787.HK)3月27日举行董事会会议以审批全年业绩,格隆汇
3648,2020-03-17,40股主力资金净流入超亿元,证券时报网
3649,2020-03-17,港股收盘(3.17)|恒指收涨0.87% 疫苗启动受试者招募 康希诺生物-B(06185)涨9%,智通财经
3650,2020-03-17,A股挺住，熊市缩量！两市成交8180亿，沪指跌0.34%收2779,搜狐
3651,2020-03-17,沪指收跌0.34%创业板涨0.36% 光刻机、特高压概念股大涨,格隆汇
3652,2020-03-17,金银比价创历史新高！黄金避险功能失灵，谁在卖空一切？,e公司
3653,2020-03-17,金银比价创历史新高！黄金避险功能失灵，谁在卖空一切？,证券时报网
3654,2020-03-17,巴里克重振与山东黄金的合资Veladero金矿，矿山寿命延长10年,长江有色
3655,2020-03-17,异动直击|现货黄金冲高回落，黄金贵金属板块跌近4%,富途证券
3656,2020-03-17,金矿股全线捱沽 紫金矿业跌近4%招金矿业下跌2% 连续下跌,新浪
3657,2020-03-17,黄金板块延续跌势,Wind
3658,2020-03-17,智通港股通占比异动统计|3月17日,智通财经
3659,2020-03-17,盘前机构策略：A股将率先走出阴霾 坚守两条主线,证券时报网
3660,2020-03-16,西南证券：在目前市场动荡恐慌的状况下，布局三大方向应对,证券时报网
3661,2020-03-16,紫金矿业跌近11% 市场抛售黄金套现 减持股份,新浪
3662,2020-03-16,“新基建”机构投资风向隐现 有色ETF份额突破10亿,中国网
3663,2020-03-16,安信策略:短期通缩预期不能否定黄金中长期配置价值|山东黄金,齐丁有色研究
3664,2020-03-16,黄金：在水一方,齐丁有色研究
3665,2020-03-16,智通港股通占比异动统计|3月16日,智通财经
3666,2020-03-15,【太平洋有色】黄金当前应类比08年金融危机哪个时点？ | 行业观点及高频数据跟踪,有色钢铁杨坤河
3667,2020-03-15,继续推荐靶材板块,中信建投证券研究
3668,2020-03-13,16股特大单净流入资金超2亿元,证券时报网
3669,2020-03-13,恒指收跌1.14%险守24000点 石油股午后回升中海油涨超1%,腾讯网
3670,2020-03-13,3月13日主力资金净流出285亿元,证券时报网
3671,2020-03-13,收评：恒指午后拉升1100点仍收跌1.14% 黄金股低迷中富资源跌26%,金融界
3672,2020-03-13,跌幅收窄！恒指收跌1.14%报24032.91点,中新经纬
3673,2020-03-13,探底回升：深成指创指一度翻红，北向资金单日净流出再创新高,澎湃新闻
3674,2020-03-13,港股午后跌幅扩大至3%报23578点 蓝筹股黄金股大跌 连续下跌,腾讯网
3675,2020-03-13,兴证张忆东：复盘08年，危机中的黄金,张忆东策略世界
3676,2020-03-13,恒指跌幅再度扩大至逾3%，稍早一度收窄至约0.5%，,Wind
3677,2020-03-13,恒指午后强势回升跌1%报24053点 石油股跌幅显著收窄,腾讯网
3678,2020-03-13,异动直击|美元走强致使金价下挫？黄金贵金属板块跌近8%,富途证券
3679,2020-03-13,2008年金融危机重演？当年A股这些板块逆市上涨,证券时报网
3680,2020-03-13,金价走低拖累黄金股走势 山东黄金跌逾12%,新浪
3681,2020-03-13,恒指跌幅收窄至5.6%，资源股、石油股跌幅居前,Wind
3682,2020-03-13,港股异动 | 流动性急剧紧缩 国际金价直线跳水 黄金股全线低开,智通财经
3683,2020-03-13,智通港股通占比异动统计|3月13日,智通财经
3684,2020-03-12,山东黄金(01787)3月23日支付债券“G19鲁金1”利息,智通财经
3685,2020-03-12,山东黄金(01787.HK)“G19鲁金1”将于3月23日付息,格隆汇
3686,2020-03-12,国际金价反复下跌 山东黄金、招金及紫金全线跌逾5% 连续下跌,新浪
3687,2020-03-12,港股异动︱国际金价连续高位回吐 黄金板块集体受挫 山东黄金(01787)跌超4%,智通财经
3688,2020-03-12,智通港股通资金流向统计(T+2)|3月12日,智通财经
3689,2020-03-12,格隆汇港股通5日资金流入流出排行榜 | 3月11日,格隆汇
3690,2020-03-11,1146只个股今日尾盘资金净流入,证券时报网
3691,2020-03-11,收评｜A股三大股指震荡回落，创业板指跌逾2% 北向资金净流出约50亿,上游新闻
3692,2020-03-11,德勤不断辞任香港上市公司审计师？——港股历年更换审计师情况汇总,腾讯网
3693,2020-03-11,午评：沪指涨0.32% 海南、农业等涨幅居前 北向资金净流出45亿元,证券时报网
