,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
1642,2021-01-11,比亚迪、海康、三一、长城、药明康德、万华化学等明星股市值均刷新历史新高,Wind
1643,2021-01-11,芯片短缺，全球五大车企同时告急，相关概念股应声大涨,第一财经
1644,2021-01-11,芯片短缺催生行情，芯片板块今早大幅走强,Wind
1645,2021-01-11,韦尔股份涨超8%再创新高，市值突破2500亿元,Wind
1646,2021-01-11,【行情】半导体板块走高，铜峰电子封板，韦尔股份涨5%，全志科技、扬杰科技、兆易创新、华润微、士兰微跟涨,金十数据
1647,2021-01-11,北向资金一周动向盘点：放大量，战略性调仓,Wind
1648,2021-01-11,固态电池大事件，续航超1000公里！蔚来重磅发布150度电池包,证券时报网
1649,2021-01-10,电子行业周报：SEMI上调全球半导体材料市场预测 我国将超越韩国位居全球第二,新浪
1650,2021-01-08,韦尔股份：董事、高级管理人员减持0.09%股份 减持股份,Wind
1651,2021-01-08,韦尔股份：控股股东虞仁荣累计减持600万股，占公司总股本的0.69% 减持股份,Wind
1652,2021-01-08,韦尔股份(603501.SH)：副总经理纪刚减持数量过半累计减持80万股 减持股份,格隆汇
1653,2021-01-08,韦尔股份(603501.SH)：控股股东减持数过半累计减持600万股 减持股份,格隆汇
1654,2021-01-08,韦尔股份旗下豪威科技发布4000万像素智能手机图像传感器,格隆汇
1655,2021-01-08,2020年11月中国消费电子行业月报：光学升级拐点 品牌格局重塑,新浪
1656,2021-01-07,半导体芯日报|基金经理：新能源光伏至少有10倍空间 半导体也一样,新浪
1657,2021-01-07,预计业绩会大幅增长的科技股,证券导报
1658,2021-01-07,北向资金动向盘点：重手卖出食品饮料、医药,Wind
1659,2021-01-07,北向资金大幅抛售白酒股，却增持这一板块（附股）,21世纪经济报道
1660,2021-01-06,北向资金合计净流入2.36亿元，韦尔股份、中国平安、中国中免净买入额居前,重庆商报
1661,2021-01-06,"韦尔股份现2笔大宗交易 共成交5,048.61万元",新浪
1662,2021-01-06,北向资金净买入2.36亿元韦尔股份获净买入3.95亿元,格隆汇
1663,2021-01-06,北向资金今日净买入2.36亿元，白酒股持续遭减仓,Wind
1664,2021-01-06,解盘：成交量放大，军工、基建、乳业、高端装备领涨,Wind
1665,2021-01-06,芯片股局部活跃，韦尔股份、中芯国际-U、中微公司、寒武纪-U走强,Wind
1666,2021-01-06,快讯：半导体板块走高 韦尔股份大涨5%,新浪
1667,2021-01-06,【行情】半导体板块走高，韦尔股份大涨5%，中芯国际涨4%，沪硅产业、卓胜微、长电科技等走高,金十数据
1668,2021-01-06,半导体行业又掀涨价潮 机构看好5大主线（附股）,科创板日报
1669,2021-01-06,半导体新年涨价潮至：多家上市公司发函提价，产业链连锁反应加剧,Wind
1670,2021-01-06,中证报头版：成交续破万亿，春季行情分化特征凸显,Wind
1671,2021-01-05,韦尔股份(603501.SH)：控股股东一致行动人虞小荣累计减持58.88万股减持计划实施完成 拟减持股份,格隆汇
1672,2021-01-05,韦尔股份：控股股东一致行动人累计减持0.07%公司股份 减持股份,Wind
1673,2021-01-05,"韦尔股份现4笔大宗交易 共成交11,013.99万元",新浪
1674,2021-01-05,涨停板解密：食品饮料板块火爆引领市场（1月5日）,Wind
1675,2021-01-05,半导体板块发力拉升 韦尔股份晶方科技等涨停,证券时报网
1676,2021-01-05,韦尔股份股价创新高，融资客抢先加仓,证券时报网
1677,2021-01-05,芯片板块拉升，闻泰科技、韦尔股份、紫光国微领涨,Wind
1678,2021-01-05,32股获券商买入评级，成都银行目标涨幅达52.91%,Wind
1679,2021-01-04,电子行业周报：电子板块2020年度行情回顾及2021年投资展望,国海证券
1680,2021-01-04,电子行业-半导体：厉兵秣马 迈入“芯”征程,新浪
1681,2021-01-04,电子行业周报：面板维持上涨 半导体产能紧张依旧,华安证券
1682,2021-01-04,上海韦尔半导体股份有限公司 公开发行可转换公司债券发行结果公告,中证报
1683,2021-01-03,韦尔股份(603501)：OV64B重塑非旗舰手机主摄CIS格局,广发证券
1684,2021-01-01,2021年券商看好的十大板块,Wind
1685,2020-12-31,一份研报引爆牛市？至少25只个股评级被调高，来看名单,券商中国
1686,2020-12-29,韦尔股份(603501.SH)可转债网上中签结果出炉：中签号共625516个,格隆汇
1687,2020-12-29,35股获券商买入评级 华宇软件目标涨幅达93.41%,Wind
1688,2020-12-28,转债申购结果：韦尔股份转债公布中签率,中财网
1689,2020-12-28,年报行情提前预热，两大特征提前锁定98只黑马,Wind
1690,2020-12-28,电子周报：快充和激光雷达步入快车道 半导体景气度高昂,新浪
1691,2020-12-28,电子行业周报：小米11取消标配充电头 关注快充投资机遇,新浪
1692,2020-12-28,韦尔股份(603501)：发行可转债建设RW产线 提升竞争力,广发证券
1693,2020-12-28,传京东方12月已向iPhone 12产品供货OLED面板,Ofweek
1694,2020-12-28,5股获买入评级 最新:潍柴动力,中财网
1695,2020-12-27,【民生研究】周观点汇总：关注景气度触底而估值承压的板块投资机会,MS研究
1696,2020-12-27,【中信建投电子|刘双锋&雷鸣团队】周报：安卓新机密集发布，光学升级仍为主要趋势；晶圆产能供不应求将持续至21H1,中信建投电子研究
1697,2020-12-25,电子行业2021年投资策略报告：经济复苏创新驱动 电子行业景气上行,新浪
1698,2020-12-25,韦尔股份(603501)公司点评：转债募资封测后道 强化CIS龙头地位,新浪
1699,2020-12-24,韦尔转债投资价值分析：CMOS图像传感器芯片设计领先企业,新浪
1700,2020-12-24,韦尔股份拟公开发行24.4亿元可转债，加码CMOS图像传感器,搜狐
1701,2020-12-24,力芯微：净利润水分大 关联交易释而不清,新浪
1702,2020-12-24,韦尔股份(603501)：发行可转债 加大布局CMOS研发及晶圆封测,新浪
1703,2020-12-24,“拟大比例减持+业绩堪忧股”名单来了 拟减持股份,证券时报网
1704,2020-12-24,银河证券：国产替代将是电子行业的重要旋律 看好半导体产业链保持较高景气度,证券时报网
1705,2020-12-24,【银河晨报】12.24丨电子：以日本为鉴，看中国电子行业未来之路,中国银河证券研究
1706,2020-12-23,韦尔股份(603501.SH)拟公开发行24.4亿元可转换公司债券,智通财经
1707,2020-12-23,他山之石系列：以日本为鉴 看中国电子行业未来之路,新浪
1708,2020-12-23,韦尔股份(603501.SH)拟发行24.4亿元可转债初始转股价222.83元/股,格隆汇
1709,2020-12-23,【兴证固收·转债】CMOS图像传感器芯片设计领先企业——韦尔转债投资价值分析,兴证固收研究
1710,2020-12-23,IOT深度追踪系列第11期(2020年11月)：年末大促IOT需求整体旺盛 AIRPODSMAX供需仍趋紧,新浪
1711,2020-12-22,光学行业深度追踪系列第24期：安卓端AP芯片缺货为短期扰动 苹果端拉货动能持续,新浪
1712,2020-12-22,方正证券：汽车半导体研究框架,方正证券
1713,2020-12-22,芯片股整体疲软，立昂微、韦尔股份、富瀚微、卓胜微领跌,Wind
1714,2020-12-22,电子行业周报：功率半导体板块投资机会解析,国海证券
1715,2020-12-21,【研报掘金】中芯国际被列入实体清单叠加税务优惠 半导体国产替代有望加速,证券时报网
1716,2020-12-21,电子行业周报：面板继续上行 政策精准扶持晶圆制造,华安证券
1717,2020-12-19,半导体深度报告：三大周期再度共振，开启上行周期,新浪
1718,2020-12-19,力芯微：净利润水分大 关联交易释而不清,证券市场周刊
1719,2020-12-18,"韦尔股份现1笔大宗交易 共成交1,064.40万元",新浪
1720,2020-12-18,芯片关键技术获重大突破！集成电路全名单出炉,证券时报网
1721,2020-12-17,韦尔董事长虞仁荣捐资200多亿元在宁波建设一所新型研究型大学,新浪
1722,2020-12-17,韦尔股份近期遭多次减持 青岛融通已再减持903万股 减持股份,GPLP犀牛财经
1723,2020-12-17,轰动网络！芯片首富岀手，捐资200亿筹建“宁波版西湖大学”，教育界频现产业资本,证券时报网
1724,2020-12-16,韦尔股份现1笔大宗交易 共成交217.00万元,新浪
1725,2020-12-15,韦尔股份现1笔大宗交易 共成交214.00万元,新浪
1726,2020-12-15,斯达半导、新洁能闪崩跌停拖累半导体板块，中芯国际-U、韦尔股份等大跌,Wind
1727,2020-12-15,电子元器件周报：电子元器件涨价趋势蔓延 行业景气度维持上行,新浪
1728,2020-12-15,电子周报：部分芯片缺货影响镜头放量 半导体芯芯向荣,新浪
1729,2020-12-15,2020年十大减持王曝光 药明康德套现金额居首 减持股份,投资快报
1730,2020-12-14,韦尔股份(603501.SH)遭主要股东青岛融通减持902.96万股 减持股份,智通财经
1731,2020-12-14,电子投资新机遇：新时代、新格局,新浪
1732,2020-12-14,韦尔股份(603501.SH)：控股股东虞仁荣质押700万股,格隆汇
1733,2020-12-14,"韦尔股份现3笔大宗交易 共成交6,053.90万元",新浪
1734,2020-12-14,韦尔股份(603501.SH)：股东青岛融通减持比例达1.0456% 减持股份,格隆汇
1735,2020-12-14,韦尔股份：青岛融通累计减持比例达总股本1.0456% 减持股份,Wind
1736,2020-12-14,12月新增近300笔上市公司减持计划，呈现四大特征,Wind
1737,2020-12-14,电子行业周报：面板价格维持上涨 半导体产能紧张持续,华安证券
1738,2020-12-14,A股早报2020年12月14日星期一,Wind
1739,2020-12-14,【银河电子】2021年度策略：新时代、新格局、电子投资新机遇,中国银河证券研究
1740,2020-12-14,“缺芯”再度蔓延，有人在操纵产业链？大资金在筹划跑路了,e公司
1741,2020-12-12,A股离奇一幕：尾盘砸盘多只大蓝筹，扫货茅台工行,Wind
1742,2020-12-12,A股离奇一幕：尾盘砸盘多只大蓝筹，同时扫货茅台工行,Wind
1743,2020-12-12,汽车缺“芯”背后：危机真实存在，影响相对有限,证券时报
1744,2020-12-11,"韦尔股份现2笔大宗交易 共成交21,590.00万元",新浪
1745,2020-12-11,北向资金今日净卖出39.68亿元，洋河股份等3股净卖出额创历史新高,Wind
1746,2020-12-11,什么情况？权重股收盘集合竞价频现亿元大单进出,Wind
1747,2020-12-11,融资客青睐10股，城市传媒买入占比高达38.05%,Wind
1748,2020-12-11,韦尔股份(603501)点评：受益汽车智能化发展 深度布局车载CIS,新浪
1749,2020-12-11,近三日净买入超120亿元 北向资金准备过年？,21世纪经济报道
1750,2020-12-11,2股获买入评级 最新:韦尔股份,中财网
1751,2020-12-11,上证早知道│北向资金持续加仓，3个交易日净买入超120亿元；上市公司密集披露股权回购预案,中国证券网
1752,2020-12-11,北向资金动向盘点：再度试水周期类,Wind
1753,2020-12-11,北向资金3天加仓120亿元 部分科技股获青睐,上证报
1754,2020-12-10,晚间要闻2020年12月10日星期四,Wind
1755,2020-12-10,韦尔股份发生31笔大宗交易合计成交3.18亿元,证券时报网
1756,2020-12-10,"韦尔股份现31笔大宗交易 共成交31,775.30万元",新浪
1757,2020-12-10,北向资金今日净流入15亿元，净卖出五粮液5.78亿元,第一财经
1758,2020-12-10,北向资金今日净买入15.22亿元，贵州茅台连续6日获净买入,Wind
1759,2020-12-10,韦尔股份(603501.SH)：控股股东一致行动人解押4083.9009万股,格隆汇
1760,2020-12-10,半导体行业将迎拐点？机构称未来3-5年仍是投资主线丨牛熊眼,第一财经
1761,2020-12-10,【行情】半导体板块继续走强，斯达半导逼近涨停，韦尔股份、立昂微涨超7%，思瑞浦、新洁能、华润微等个股涨逾5%,金十数据
1762,2020-12-10,【行情】半导体板块大涨，韦尔股份大涨9%，斯达半导、立昂微、新洁能等跟涨,金十数据
1763,2020-12-09,苹果发布AirPods Max 这些概念股有望站上风口丨牛熊眼,第一财经
1764,2020-12-09,30倍芯片龙头遭大举套现，年内减持近50亿元！苹果新耳机来了，售价4399元，TWS概念飙涨（附股） 减持股份,证券时报
1765,2020-12-09,30倍芯片龙头遭大举套现 苹果新耳机引爆TWS概念股,证券时报
1766,2020-12-09,2021科技行业展望：需求回暖上升 格局稳中有变,新浪
1767,2020-12-09,贝壳投研：国产替代的千亿赛道，为什么说射频芯片的春风来了？,新浪
1768,2020-12-09,韦尔股份：两位大股东因业务发展，拟减持不超过863.56万股 拟减持股份,资本邦
1769,2020-12-09,上市公司正负面新闻2020年12月9日星期三,Wind
1770,2020-12-08,业绩暴增半导体股走势分化 这只10倍大牛股已累跌14%,第一财经
1771,2020-12-08,晚间公告热点追踪：芯片龙头频遭大股东减持 锂业巨头引战解围,新浪
1772,2020-12-08,晚间重要公告2020年12月8日星期二,Wind
1773,2020-12-08,韦尔股份：俩股东拟合计减持不超1% 拟减持股份,格隆汇
1774,2020-12-08,韦尔股份：贾渊合计减持0.0397%公司股份 减持股份,Wind
1775,2020-12-08,韦尔股份(603501.SH)：华清银杏及华清龙芯拟合计减持不超863.56万股 拟减持股份,格隆汇
1776,2020-12-08,韦尔股份：华清银杏、华清龙芯拟减持不超过总股本1% 拟减持股份,Wind
1777,2020-12-08,韦尔股份(603501.SH)：董事贾渊累计减持34.25万股 减持数量过半 减持股份,格隆汇
1778,2020-12-08,一个交易日差距缩小7%！基金年度冠军悬念又来了,Wind
1779,2020-12-08,电子行业周报：半导体设备板块中华峰测控何以走出独立行情,国海证券
