,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
1354,2020-05-13,【华泰固收|信用】盈利是近虑，不良是隐忧——发债银行2019年年报及2020年一季报点评,华泰固收强债论坛
1355,2020-05-13,A股融资融券日报：两融余额增加30.41亿元（5月12日）,Wind
1356,2020-05-12,南京银行(601009.SH)：林静然行长任职资格获核准,格隆汇
1357,2020-05-12,A股融资融券日报：两融余额增加67.65亿元（5月11日）,Wind
1358,2020-05-11,【华泰金融沈娟团队】优质城商行标杆，定增完成再出发 —南京银行(601009)【证券研究报告】,华泰金融研究全新平台
1359,2020-05-11,南京银行：优质城商行标杆 定增完成再出发,华泰证券
1360,2020-05-11,64股获券商买入评级 八方股份目标涨幅达51.92%,Wind
1361,2020-05-11,【读财报】谁未披露？横评上市商业银行净稳定资金比例,面包财经
1362,2020-05-09,南京银行2019暨2020一季报详细解读： Q1指标向好，看好其中长期发展【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1363,2020-05-08,江苏银行 VS 南京银行：人工智能布局全面PK,亿欧网
1364,2020-05-08,江苏银行 VS 南京银行：人工智能布局全面PK,36氪
1365,2020-05-08,A股市值半日增7700亿！券商：反弹持续关键看这个指标,中证报
1366,2020-05-08,报告行长| 万亿资产城商行成员扩充至8家，人均薪酬前三名均超50万,和讯
1367,2020-05-08,报告行长| 万亿资产城商行成员扩至8家，“领头羊”已超4家股份行，人均薪酬前三名均超50万,和讯
1368,2020-05-08,南京高科南京银行近半年获4.4亿增持 连续十年业绩增逾10%不良率仅0.89%,长江商报
1369,2020-05-08,南京银行近半年获南京高科4.4亿增持 连续十年业绩增逾10%不良率仅0.89%,长江商报
1370,2020-05-08,【中原银行】南京银行(601009)点评报告：Q1净息差与规模增速边际改善，资产质量稳定,中原证券研究所
1371,2020-05-08,【中原晨会0508】市场分析、南京银行点评报告、万达电影年报点评,中原证券研究所
1372,2020-05-08,南京银行发布2019年年报和2020年一季报—— 规划引领高质量发展 转型推动稳健性增长,金融时报
1373,2020-05-07,5月7日有77家公司获重要股东增减持 南大光电已被连续减持72次 减持股份,Wind
1374,2020-05-07,A股“嗨了”！央行放出超级大招！,中国基金报
1375,2020-05-07,南京高科继续增持南京银行 计划累计增持3亿元至9亿元,金融界
1376,2020-05-07,股市早报：影响周四走势的重磅消息一览（附股）,证券时报
1377,2020-05-07,晚间公告热点追踪：泰晶科技提前赎回“泰晶转债”,新浪
1378,2020-05-06,公告精选：包钢股份大股东拟增持不超40亿元；维维股份遭证监会立案调查,e公司
1379,2020-05-06,南京银行股东南京高科拟3亿元至9亿元继续增持,上证报
1380,2020-05-06,晚间重要公告2020年5月6日星期三,Wind
1381,2020-05-06,营业亏损近3.3亿元！成立10年的南京银行北京分行怎么了？ 亏损,和讯
1382,2020-05-06,南京高科：拟以3亿元-9亿元继续增持南京银行股份,Wind
1383,2020-05-06,南京银行成绩单压轴登场：盈利能力一贯稳健 资产质量保持上市行前三,投资时报
1384,2020-05-06,57家基金公司2019年净利润合计217亿,Wind
1385,2020-05-04,【南京银行】：资产质量保持稳定，ROE较高,志明看金融
1386,2020-05-02,微粒贷“裂变式”营销一日游背后,Wind
1387,2020-05-02,城商行年报扫描：宁波银行净利增速最快，郑州银行不良率最高,腾讯网
1388,2020-05-02,城商行年报扫描：郑州银行不良率最高,澎湃新闻
1389,2020-05-01,41家上市银行2020年一季度经营情况综述,和讯
1390,2020-04-30,南京银行：2019年经营效益稳健增长 重点板块加快发展,发布易
1391,2020-04-30,央行确定2020年度公开市场业务一级交易商，共有49家,Wind
1392,2020-04-30,南京高科(600064.SH)：授权董事长在20亿元额度范围内向南京银行进行借款,格隆汇
1393,2020-04-30,南京银行(601009.SH)2019年度归属股东净利润升12.47%至124.53亿元 拟10派3.92元,格隆汇
1394,2020-04-30,南京银行(601009.SH)一季度净利润升12.96%至37.51亿元,格隆汇
1395,2020-04-30,南京银行一季度资产增量创历史新高，单季度营收首破百亿,证券时报
1396,2020-04-30,南京银行一季度净利润增长近13%，不良贷款率0.89%,澎湃新闻
1397,2020-04-30,南京银行2019年净利润124亿元，私行客户资产增长两成,和讯
1398,2020-04-30,南京银行2019年营收同比增长近两成 定增完成打开价值空间,挖贝网
1399,2020-04-30,南京银行发布2019年年报和2020年一季报：规划引领高质量发展 转型推动稳健性增长,环球老虎财经
1400,2020-04-30,南京银行2020年一季度净利润同比增12.96%,上证报
1401,2020-04-30,南京银行发布2019年年报和2020年一季报——规划引领高质量发展 转型推动稳健性增长,新华网
1402,2020-04-30,南京银行一季度净利润增长12.96%至37.5亿，个人金融资产规模突破4600亿,零壹财经
1403,2020-04-30,【浙商||银行】南京银行：息差环比改善，规模增长提速,大话金融
1404,2020-04-30,国内财经媒体头版2020年4月30日星期四,Wind
1405,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
1406,2020-04-30,南京银行：一季度归属于母公司股东净利润37.5亿元 同比增长12.96％,金融界
1407,2020-04-28,又一家城商行理财子公司开业，队伍扩容已达12家,Wind
1408,2020-04-28,银行股低估值叠加高分红，机构称适宜长线资金配置,Wind
1409,2020-04-27,南京银行完成116亿定增 交通控股、江苏烟草跻身前五大股东,中新经纬
1410,2020-04-27,又有两家银行欲申请消费金融牌照！,极客网
1411,2020-04-26,江阴农商行拟申请消费金融牌照 江苏省持牌消金公司或达四家,金融界
1412,2020-04-23,华讯方舟科技：公司涉及一项重大诉讼 诉讼纠纷,Wind
1413,2020-04-21,视觉（中国）文化发展股份有限公司 关于为子公司提供担保的进展公告 大额借贷担保,中证报
1414,2020-04-20,南京银行(601009.SH)：2020年第一期二级资本债券发行完毕,格隆汇
1415,2020-04-16,银行重启“定增潮”，部分城商行面临定增与股价倒挂,Wind
1416,2020-04-16,重启“定增潮”补充核心一级资本 部分城商行 面临定增与股价倒挂,21世纪经济报道
1417,2020-04-13,南京银行百亿定增获证监会核准,上证报
1418,2020-04-13,南京银行(601009.SH)发行股票申请获中国证监会核准,格隆汇
1419,2020-04-13,南京银行：非公开发行股票申请获得中国证监会核准,Wind
1420,2020-04-13,南京银行今日大宗交易成交27万股，成交价8.05元溢价7.33%,Wind
1421,2020-04-13,南京银行拟发行95亿元二级资本债券,Wind
1422,2020-04-13,南京银行拟发行95亿元二级资本债券,中证网
1423,2020-04-10,南京银行董事会决定不对定增方案进行调整,北京商报
1424,2020-04-10,定增、发债……中小银行“补血”忙,国际金融报
1425,2020-04-10,南京银行董事长：“善快简减全”特殊时期温情操作,新浪
1426,2020-04-10,乘政策春风 南京银行曲折定增终获批,经济观察网
1427,2020-04-10,84股获券商买入评级 环旭电子目标涨幅达79.92%,Wind
1428,2020-04-10,中信证券银行2020年一季报前瞻：以稳应变,Wind
1429,2020-04-09,67股获券商买入评级 皮阿诺目标涨幅达69.65%,Wind
1430,2020-04-08,互联网金融综合解决方案提供商宁泽金融科技获数千万元A+轮融资,中投网
1431,2020-04-08,南京银行好事成双：新行长人选落定，百亿定增案获批,和讯
1432,2020-04-08,“遭否、重启、调整、通过”南京银行百亿定增终梦圆,经济观察报
1433,2020-04-08,南京银行定增过会：压制因素解除，看好其中长期发展【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1434,2020-04-07,南京银行百亿定增获证监会核准,北京商报网
1435,2020-04-07,一波三折！南京银行百亿定增申请获批,上证报
1436,2020-04-07,46岁林静然担任南京银行行长，曾任民生银行南京分行行长,澎湃新闻
1437,2020-04-07,重启10个月后，南京银行116亿元定增终获批,证券时报
1438,2020-04-07,南京银行：非公开发行股票申请获得证监会审核通过,Wind
1439,2020-04-07,聚信租赁获得13.1亿元银团贷款，与多家银行一起抗击疫情,北国网
1440,2020-04-07,ST刚泰：案涉多起合同纠纷 被诉总金额约2358万元 其他违规处罚,新浪
1441,2020-04-06,A股周一见 | A股缩量震荡，机构称当前已是底部区域,第一财经
1442,2020-04-06,【国盛金融】本周聚焦—再次降准：支持区域性中小行，引导无风险利率下行,马婷婷深度研究
1443,2020-04-01,南京银行：林静然或任行长，尚需获得监管部门的核准,Wind
1444,2020-04-01,Wind风控日报2020年4月1日星期三,Wind
1445,2020-03-31,南京银行行长空缺10月后迎新掌门人,中国网
1446,2020-03-31,Wind风控日报2020年3月31日星期二,Wind
1447,2020-03-30,南京银行：董事会同意聘任林静然先生为公司行长,Wind
1448,2020-03-30,穆迪调整南京银行等6家银行展望为负面，维持其评级 评级展望下调为负面,Wind
1449,2020-03-22,破净定价仍然价格倒挂，中小银行定增的价格之痛,第一财经
1450,2020-03-21,南京银行还是中国的银行吗？疫情期间无视监管大玩暴力催收，恐吓家人并收取高额违约金与利息 违约失信,和讯
1451,2020-03-20,【中信建投银行杨荣】杭州银行（600926）深度：《存量风险出清，零售优势巩固》,eResearch杨荣团队
1452,2020-03-20,【中信建投银行杨荣】4月社融简评：《信贷在修复，扩表将持续》,eResearch杨荣团队
1453,2020-03-20,【中信建投银行杨荣】银行业周报212期：《银行如何参与REITS？》,eResearch杨荣团队
1454,2020-03-20,【中信建投银行杨荣】《为零售插上“互联网”翅膀 ——规范与助力互联网贷款》,eResearch杨荣团队
1455,2020-03-19,银行消费贷主打线上，部分国有大行产品年利率低至“4打头”,Wind
1456,2020-03-17,国开行3月23日拟开展国开债做市支持操作,Wind
1457,2020-03-15,金融视角看股市：长期的起点,麦高bank
1458,2020-03-13,10万亿规模结构性存款市场调查：部分银行屡闯“红线”,每日经济新闻
1459,2020-03-12,监管部门打假结构性存款，部分银行屡闯红线，高收益唾手可得,每日经济新闻
1460,2020-03-09,热点 | 唯品金融陷“停用风波” 唯品会折戟理财江湖？,《商学院》杂志
1461,2020-03-04,中小银行再融资 热情爆棚与监管“追问”,北京商报
1462,2020-03-02,银行业周报203期：存量贷款“换锚”起步及影响,金融界
1463,2020-02-27,13家城商行消费贷解析：分化较大、瓶颈显著,金融界
1464,2020-02-26,银行股破净率超70%，估值接近历史底部,Wind
1465,2020-02-12,6家城商行拿到理财子公司入场券：杭银宁银已开业，苏银南银正招兵买马,和讯
1466,2020-02-12,民生银行南京分行行长林静然拟任南京银行行长,券商中国
1467,2020-02-10,浙江银行业保险业建立疫情防控期间惠企政策清单,Wind
1468,2020-02-07,最新！12家银行成立金融科技公司，5家银行设立金融科技部,腾讯网
1469,2020-02-02,汇路畅通信贷驰援网点保障南京银行多措并举全方位倾力保障疫情防控,新华网
1470,2020-01-31,紫金银行：靠“三农”行不行？,搜狐
1471,2020-01-23,南京银行行长或尘埃落定 民生空降兵林静然能否力挽狂澜？,腾讯网
1472,2020-01-22,银行行业：LPR应用范围扩大 行业所受影响有限,财富动力网
1473,2020-01-19,南京银行绿债投放项目共32个 近35%资金投向灾害应急防控行业,和讯
1474,2020-01-16,从上海银行风波说说城商行投资,腾讯网
1475,2020-01-15,直销银行6年成绩单：破百家和同质化,北京商报
1476,2020-01-08,度小满的2019升维竞争,中金在线
1477,2020-01-07,三大股东已增持19亿元，当下的上海银行值得入局吗？,格隆汇
1478,2019-12-30,南京银行(601009.SH)：2019年二级资本债券发行完毕,格隆汇
1479,2019-12-27,首发丨为城商行转型按下加速键，宁泽金科获数千万元A+轮融资,极客网
1480,2019-12-27,银行股午前异动，西安银行大涨5%,Wind
1481,2019-12-24,有贷在手，鑫转无忧——南京银行“鑫转贷”精准施策服务民营小微企业,新华网
