,2021-12-30,恒逸石化大宗交易成交2106.00万元,证券时报网
1396,2018-10-21,股价上演“地天板”，机构集中调研，员工增持，这家公司为何受关注？,21世纪经济报道
1397,2018-10-19,恒逸石化：第三期员工持股计划已累计买入超10亿元,Wind
1398,2018-10-19,10月19日A股龙虎榜揭秘，机构抢筹这7股,Wind
1399,2018-10-19,龙虎榜：今日5只个股券商营业部买入超亿元后市值得关注,巨丰财经
1400,2018-10-19,恒逸石化龙虎榜数据（10月19日）,Wind
1401,2018-10-19,恒逸石化盘中巨震跌停秒拉至涨停，机构净卖出上亿元,Wind
1402,2018-10-19,恒逸石化盘中巨震跌停秒拉至涨停 成交量系昨日6倍,新浪
1403,2018-10-19,恒逸石化尾盘上演“地天板”触及涨停,Wind
1404,2018-10-19,本月五类机构调研37家公司 9只个股后市望存反弹机会,证券日报
1405,2018-10-18,恒逸石化三季报发布 单季净利润11亿接近历史最高,经济观察网
1406,2018-10-18,10月18日 龙虎榜,每日经济新闻
1407,2018-10-18,跌停板解密：市场较弱百只跌停股再现！（10月18日）,Wind
1408,2018-10-18,恒逸石化：明年PX供应将会显著增加，PTA基本面仍将维持较好状态,Wind
1409,2018-10-18,51股获券商买入评级：鲁亿通目标涨幅达160%,Wind
1410,2018-10-17,恒逸石化：单季度业绩再创历史新高 买入评级,中信建投
1411,2018-10-17,光大证券：恒逸石化买入评级,光大证券
1412,2018-10-17,【财通化工】恒逸石化(000703)：三季度PTA高景气，加速扩张聚酯产能,财通证券研究
1413,2018-10-17,46股获券商买入评级 华力创通目标涨幅达102.49%,Wind
1414,2018-10-17,【化工丨李永磊】恒逸石化(000703)三季报点评：PTA-聚酯产业链高景气，行业龙头大幅受益,方正证券研究
1415,2018-10-17,"恒逸石化:受益pta景气上行q3利润大增,贷款落实保障文莱项目如期推进",申万宏源
1416,2018-10-17,"大炼化聚酯产业链周报第37期:装置检修降低PTA开工率,涤纶市场小幅回暖",光大证券
1417,2018-10-17,"恒逸石化三季报业绩点评:PTA景气度高位,业绩稳健增长",开源证券
1418,2018-10-16,恒逸石化（000703）：单季净利润11亿接近历史最高，文莱项目加速建设【天风石化张樨樨团队】,樨樨和她的油气小伙伴
1419,2018-10-16,[推荐评级]恒逸石化(000703)三季报点评：PTA盈利中枢上移 业绩同比大幅增长,中财网
1420,2018-10-16,[增持评级]恒逸石化(000703)季报点评：PTA景气进一步提升 Q3业绩环比大增,中财网
1421,2018-10-16,[推荐评级]恒逸石化(000703)季报点评：三季度稳健增长 看好PTA和聚酯纤维主业发展,中财网
1422,2018-10-16,[优于大市评级]恒逸石化(000703)季报点评：PTA推动三季度业绩大幅增长,中财网
1423,2018-10-16,[买入评级]恒逸石化(000703)季报点评：PTA价格大涨带动公司Q3盈利大幅提升 文莱炼化项目有序推进,中财网
1424,2018-10-15,【申万宏源化工】每日信息速递 20181015,申万宏源化工投资
1425,2018-10-15,恒逸石化：2018年前三季度报告主要财务指标,深交所
1426,2018-10-15,恒逸石化前三季度净利增逾六成,中证网
1427,2018-10-15,恒逸石化：前三季度净利润同比增63.20%,Wind
1428,2018-10-15,恒逸石化：前三季净利超22亿 同比增63%,e公司
1429,2018-10-15,化工：继续看好上游和一体化公司 荐7股,申万宏源
1430,2018-10-15,[推荐评级]化工行业周报：三季报行情正当时 关注业绩高增长标的,中财网
1431,2018-10-14,石油化工：三桶油（A+H）性价比谁最好？【天风石化张樨樨团队】,Wind
1432,2018-10-11,"大炼化聚酯产业链周报第36期:原油涨价提振px价格,下游价差持续收窄",光大证券
1433,2018-10-10,恒逸石化：拟建50万吨功能纤维项目 高端产品再加码,华泰证券
1434,2018-10-09,盘前必读公告：个股重大消息一览,巨丰财经
1435,2018-10-08,10月8日晚间上市公司十大重磅公告,巨丰财经
1436,2018-10-08,[快讯]恒逸石化:子公司投资建设年产50万吨环保功能性纤维项目,中财网
1437,2018-10-08,恒逸石化：子公司拟近12亿元投建环保功能性纤维项目,e公司
1438,2018-09-29,融资客斥资近70亿元净买入189只标的股机构扎堆看好7只三季报预喜股,顶尖财经网
1439,2018-09-29,九月沪指上涨3.53% 三路资金辗转腾挪欲搏金秋行情,证券日报
1440,2018-09-27,化工：油价继续上行 荐24股,申万宏源
1441,2018-09-26,化工：关注高增量、高技术的标的,方正证券
1442,2018-09-26,"石油化工行业大炼化聚酯产业链周报第35期:PTA价格大幅下降,涤纶库存继续上升",光大证券
1443,2018-09-24,化工：化工景气指数连续第六周上涨 荐7股,方正证券
1444,2018-09-20,恒逸石化全面发力数字化转型 与阿里云展开深度合作,证券日报
1445,2018-09-20,"大炼化聚酯产业链周报第34期:长丝库存上升值得关注,但旺季依然可期",光大证券
1446,2018-09-18,[快讯]恒逸石化:收到《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
1447,2018-09-16,化工：化工景气指数连续第五周上涨 荐7股,方正证券
1448,2018-09-16,化工：尿素再破两千大关 荐3股,安信证券
1449,2018-09-15,伊朗153万桶出口中断：9月至今暴降80万桶！,数据调查局
1450,2018-09-14,恒逸石化今日大宗交易成交24万股，成交价15.77元折价0.76%,Wind资讯
1451,2018-09-12,恒逸石化：9月11日融资余额为4.97亿元，较前一日骤增5.53%,Wind资讯
1452,2018-09-11,A股共发生33宗大宗交易成交65.98亿元（9月11日）,Wind
1453,2018-09-11,恒逸石化：1-8月累计新增借款占上年末净资产61.75%,Wind
1454,2018-09-10,化工：涤纶维持强势 荐5股,开源证券
1455,2018-09-10,"化工行业周报:化工中报继续向好,三季度行业维持景气",证券之星
1456,2018-09-10,"石油加工行业深度报告:大炼化利润有望超预期,改革重拳打出结构性预期差!",信达证券
1457,2018-09-09,化工：联苯菊酯价格大幅上涨 荐4股,方正证券
1458,2018-09-09,化工：烧碱及粘胶短纤持续向上 荐3股,安信证券
1459,2018-09-06,恒逸石化：证监会受理公司发行股份购买资产申请,e公司
1460,2018-09-05,PTA涨价急坏下游企业 两家上市公司旗下的逸盛石化遭举报“大厂抬价”,每日经济新闻
1461,2018-09-04,"恒逸石化点评报告:业绩符合预期,PTA~聚酯产业链高景气",正点财经
1462,2018-09-04,融资客青睐21股，浙富控股买入占比高达46.34%,Wind
1463,2018-09-03,恒逸石化：PTA-聚酯产业链高景气 强烈推荐评级,方正证券
1464,2018-09-03,"恒逸石化:财务费用增加拖累Q2业绩,受益PTA景气上行,Q3及全年利润有望持续超预期",申万宏源
1465,2018-09-01,化纤原料价格疯涨上下游企业“冰火两重天”,中国经营报
1466,2018-08-30,恒逸石化：未来PTA基本面有望更为乐观,Wind
1467,2018-08-30,【方正化工】恒逸石化中报点评： PTA-聚酯产业链高景气，行业龙头大幅受益,靠谱化工股
1468,2018-08-29,恒逸石化启动45亿元收购预案 力推产业一体化战略,e公司
1469,2018-08-29,恒逸石化：拟44.95亿元收购3家公司股权，增厚聚酯纤维产能,Wind
1470,2018-08-29,【财通化工】恒逸石化(000703)：业绩符合预期，聚酯上下游加速扩张,财通证券研究
1471,2018-08-29,巨丰早参：央行组合拳三连击 稳定外汇市场预期,巨丰财经
1472,2018-08-29,PTA再创5年新高 恒逸石化三季度预增141%,21世纪经济报道
1473,2018-08-29,"恒逸石化中报业绩点评:主营产品景气度提升,带动业绩稳健增长",开源证券
1474,2018-08-28,PTA期价再创五年新高 桐昆股份 恒逸石化涨幅明显,中证网
1475,2018-08-28,【太平洋化工】恒逸石化2018中报点评：三费拖累二季度业绩，聚酯产业链景气助力下半年业绩高增长,太平洋化工
1476,2018-08-28,化纤板块走势强劲 恒逸石化桐昆股份领涨,证券时报网
1477,2018-08-28,[领先大市-A评级]基础化工行业周报：聚酯产业链持续走强 甲烷氯化物价格创五年新高,中财网
1478,2018-08-28,[推荐评级]民生化工行业周报：原油价格上涨 PTA产业链持续走高,中财网
1479,2018-08-28,恒逸石化：PTA-聚酯产业链高景气 强烈推荐评级,方正证券
1480,2018-08-28,恒逸石化上半年净利增近三成 预计前3季度净利22-24亿元,证券日报
1481,2018-08-28,恒逸石化：2018年前三季度业绩报告预告,深交所
1482,2018-08-27,[快讯]恒逸石化公布半年报,中财网
1483,2018-08-27,恒逸石化：拟发行不超过30亿元公司债还债补血等,Wind
1484,2018-08-27,恒逸石化：上半年净利润同比增29.23%,Wind
1485,2018-08-27,[增持评级]民营大炼油系列报告之聚酯全产业链跟踪：产业链利润移至中游 短期PTA景气继续,中财网
1486,2018-08-27,化工：磷肥景气上行 荐4股,东兴证券
1487,2018-08-27,[增持评级]基础化工行业周报：PTA维持强势 关注采暖季限产提前和下游需求旺季的共振,中财网
1488,2018-08-27,化工行业周报：环保继续趋严 看好PTA-涤纶产业链高景气,中财网
1489,2018-08-27,【申万宏源化工】每日信息速递 20180827,申万宏源化工投资
1490,2018-08-24,经观头条 | 浙江海宁：一场失败的行业抵制和自救,经济观察网
1491,2018-08-24,东方证券：上调恒逸石化评级至买入,Wind
1492,2018-08-24,[买入评级]恒逸石化(000703)动态跟踪：PTA、长丝价差持续扩大 盈利有望大幅改善,中财网
1493,2018-08-22,[增持评级]大炼化聚酯产业链周报：PX、PTA继续强势 下游盈利持续下降,中财网
1494,2018-08-21,[买入评级]“炼化-化纤”产业链周报：“PX-PTA-长丝”价格不断创新高 继续推荐四小龙+卫星石化,中财网
1495,2018-08-21,化工行业:弱势行情选择确定性 旺季将至掘金强势品种,中证网
1496,2018-08-21,[推荐评级]石化行业周报：PTA-聚酯产业链价格继续大涨 行业景气持续高企,中财网
1497,2018-08-21,[推荐评级]化工行业周报：出口情况良好、人民币汇率贬值支撑醋酸价格 环氧丙烷-聚醚多元醇产业链提价,中财网
1498,2018-08-21,[增持评级]基础化工行业周报：涤纶产业链普涨 PA66延续涨势 关注苏北化工园区复产进展,中财网
1499,2018-08-21,PTA期货尾盘涨停 供不应求预期支撑(受益股),金融界
1500,2018-08-20,[看好评级]东方证券化工行业周报,中财网
1501,2018-08-20,[推荐评级]化工行业周报：PTA价格再创新高 DMC、DMF价格上涨,中财网
1502,2018-08-20,[推荐评级]石化行业周报：涤纶产业链景气攀升 原油价格中位波动,中财网
1503,2018-08-20,石油化工行业研究周报：什么导致了民营炼化股价和PTA的分化?,中财网
1504,2018-08-19,[快讯]恒逸石化:文莱PMB石油化工项目银团贷款相关事项,中财网
1505,2018-08-19,[看好评级]石油化工行业深度报告：化工高景气已近尾声 重点推荐化纤、农化!,中财网
1506,2018-08-19,化工：纯碱和涤纶长丝库存再下降 荐4股,方正证券
1507,2018-08-17,[优于大市评级]石油化工行业深度报告：油价、天然气、民营炼化,中财网
1508,2018-08-16,化纤“沃尔玛”被抢断货 盈利差价怒增82%,中金在线
1509,2018-08-15,[买入评级]化学纤维行业简评：PTA和长丝不断创新高 桐昆股份和恒逸石化业绩弹性最大,中财网
1510,2018-08-15,"石油化工行业大炼化聚酯产业链周报第29期:PX、PTA持续走强,下游盈利小幅回暖",光大证券
1511,2018-08-13,[看好评级]基础化工行业周报：磷矿石限产价格持续高位 PTA高歌猛进,中财网
1512,2018-08-13,[推荐评级]石油化工行业周报：涤纶产业链景气持续 原油价格中位波动,中财网
1513,2018-08-13,[中性评级]化工行业周报：化工品整体偏强甲醇上涨丙烯创年内新高,中财网
1514,2018-08-13,[推荐评级]民生化工周报：PTA-聚酯产业链价格再创四年新高,中财网
1515,2018-08-12,[优于大市评级]石化行业数据周报,中财网
1516,2018-08-10,"大炼化系列报告(六):聚酯产业链利润将迎重构,中下游盈利渐入佳境",正点财经
1517,2018-08-10,探访化纤之乡：产销率超过100% 化纤“沃尔玛”缺货,证券时报
1518,2018-08-09,[优于大市评级]7月原油成品油进出口数据分析：7月成品油净出口量环比大幅减少 乙烯-石脑油价差扩大至每吨740美元,中财网
1519,2018-08-07,"大炼化聚酯产业链周报第28期:PX、PTA持续走强,下游盈利大幅收窄",光大证券
1520,2018-08-06,【解盘论市】莫慌！已然算出底部在这里,Wind
1521,2018-08-06,8月6日A股龙虎榜揭秘，机构最青睐6股,Wind
1522,2018-08-06,机构席位抛售寒锐钴业，深股通买入恒逸石化荣盛石化,Wind
1523,2018-08-06,恒逸石化龙虎榜数据（8月6日）,Wind
1524,2018-08-06,高位股全线杀跌，桐昆股份、恒逸石化均封跌停,凤凰网
1525,2018-08-06,化工:多因素催化炼化聚酯产业链 炼化持续景气,太平洋证券
1526,2018-08-03,巨丰热点前瞻：市场弱势探底望延续 关注结构性机会,巨丰财经
1527,2018-08-01,[看好评级]基础化工行业周报：PTA行业有望迎来新一轮景气周期,中财网
1528,2018-07-31,A股共发生54宗大宗交易成交9.82亿元（7月31日）,Wind
1529,2018-07-31,[领先大市-A评级]基础化工行业周报：涤丝、PA66持续上行 聚合MDI、醋酸止跌回涨,中财网
1530,2018-07-31,[优于大市评级]石油化工行业跟踪报告：上半年纺织品零售额同比大幅增长9.7% PTA、涤纶价格再创新高,中财网
1531,2018-07-30,[优于大市评级]石化行业周报：2Q18化工行业基金持仓分析,中财网
1532,2018-07-30,[推荐评级]石化行业周报：地缘政治及欧美贸易摩擦缓解致布油上涨 涤纶长丝-原材料价差略有回落,中财网
1533,2018-07-30,[买入评级]“炼化-化纤”产业链周报：PTA和长丝不断创新高 推荐民营化工四小龙+新凤鸣,中财网
