,2021-12-31,北京成为数字经济领头羊的最新经验,财经杂志
3382,2020-09-23,直播互动丨金龙鱼 9月24 日新股发行网上路演,全景网
3383,2020-09-23,中信建投证券(06066.HK)完成发行40亿元短期融资券,格隆汇
3384,2020-09-23,中信建投(601066.SH)成功发行40亿元短期融资券,格隆汇
3385,2020-09-23,一有传闻就涨停！这些券商会合并吗？国元、华安回应：无未披露的重大信息,上证报
3386,2020-09-23,中小券商谋突围：民生以量取胜，东莞国元发力创业板,第一财经
3387,2020-09-23,又有基金公司股东“清仓”减持，中信建投股权挂牌转让,中国基金报
3388,2020-09-23,合并潮下中小券商表现活跃 大摩、渣打、花旗等外资巨头却集体相拥头部券商,红周刊
3389,2020-09-23,券业整合提速，两家安徽籍券商股价上涨再引猜想,Wind
3390,2020-09-23,券业整合提速 两家安徽籍券商股价上涨再引猜想,证券日报
3391,2020-09-23,蚂蚁集团研报该由谁来写？分析师“跨界”抢疯了,每日经济新闻
3392,2020-09-23,证券行业-国联国金合并事件点评：券商并购将不断涌现 定价与整合是关键,新浪
3393,2020-09-22,合并潮下中小券商表现活跃 大摩等外资巨头却集体相拥头部券商,红周刊
3394,2020-09-22,IPO丰年中小券商谋突围：民生以量取胜、东莞国金发力创业板,第一财经
3395,2020-09-22,蚂蚁集团的研报该由谁来写？金融、计算机、零售、传媒行业分析师“跨界”抢疯了,每日经济新闻
3396,2020-09-22,五矿证券可获25亿增资支持 五矿信托增资不超过55亿元,用益信托网
3397,2020-09-22,长江证券与Wind开展独家研报合作,Wind
3398,2020-09-22,国内134家券商总资产不及一家摩根大通，金融开放倒逼券商大并购,AI财经社
3399,2020-09-22,36家券商年内斥资178亿元参与95家上市公司定增 中金、中信等4家成“同行”前十大股东,证券日报
3400,2020-09-21,【专题】券商并购暗潮涌动,经济观察网
3401,2020-09-21,市场要闻 | 券商“双国”联姻，或带动市场重获“牛市曙光”,36氪
3402,2020-09-21,港股周策略：金融、地产料崛起，乐享互动、华住、明源云IPO,老虎证券
3403,2020-09-21,解盘：消费金融低迷，军工、今日头条、生物育种略涨,Wind
3404,2020-09-21,蚂蚁集团：今年科创板过会第124家 中金中信建投保荐,中国经济网
3405,2020-09-21,上市仅两个月的国联证券，要“吞并”国金证券？千亿市值券商或诞生！业内看法：大势所趋,国际金融报
3406,2020-09-21,国联证券、国金证券官宣“联姻” ，券商股阶段性上涨行情有望开启,第一财经
3407,2020-09-21,券商航母开始起航 国联国金两券商拟合并 （附受益股）,证券时报网
3408,2020-09-20,千亿券商大合并！国金、国联证券刚刚官宣！,中国基金报
3409,2020-09-19,奇安信科技集团股份有限公司,证券时报
3410,2020-09-19,中金IPO一纸批文幕后挑战：谁会是航母级头筹,21世纪经济报道
3411,2020-09-18,中信建投证券(06066.HK)完成兑付2020年第九期短期融资券,格隆汇
3412,2020-09-18,中信建投(601066.SH)2020年度第九期短期融资券兑付完成,格隆汇
3413,2020-09-18,【异动股】中信建投証券(06066-HK)涨3.99%,财华社
3414,2020-09-17,硬实力彰显魅力，龙光集团(03380)获20多家知名大行青睐,智通财经
3415,2020-09-17,"""金龙鱼""来了!营收=2个茅台 创业板注册制最大IPO",券商中国
3416,2020-09-17,粮油“巨无霸”来了，营收相当于2个茅台！也是创业板注册制最大IPO，中信建投、中金保驾护航,券商中国
3417,2020-09-16,拆解科创板IPO承销保荐账单，上纬新材发行费率34%创新高,第一财经
3418,2020-09-16,9月16日深市创业板活跃股公开信息,深交所
3419,2020-09-16,凌志软件(688588)：稳健增长的对日金融IT服务龙头,新浪
3420,2020-09-16,游资身影频现，卡倍亿四连板股价翻倍,第一财经
3421,2020-09-16,高值医用耗材国家集采工作启动 冠脉支架确定为首批品种 降价成大趋势,中证网
3422,2020-09-16,冠脉支架确定为首批品种降价成大趋势,中证报
3423,2020-09-16,金控新规“添火”整改，金融机构并购重组将加速,Wind
3424,2020-09-15,9月15日深市创业板活跃股公开信息,深交所
3425,2020-09-15,智通AH统计|9月15日,智通财经
3426,2020-09-15,A股收盘综述：创业板综指缩量收升0.34%，成交金额连续两日超沪市,Wind
3427,2020-09-15,中信建投、中国银河、中关村发展集团等合资成立科技发展公司，注册资本4亿元,证券时报网
3428,2020-09-15,A股午盘综述：创业板综指半日升0.36%成交额再超沪市，题材股多点开花,Wind
3429,2020-09-15,境外子公司加速“进补”！海通、华泰、中信建投等8家券商都在行动,券商中国
3430,2020-09-15,头部券商齐聚A股在即，中金公司IPO疾进上会,21世纪经济报道
3431,2020-09-15,布局还是防守？券商A股秋季策略现分歧,Wind
3432,2020-09-15,基金投顾一周年：首批7家试点券商 仅有申万宏源和华泰证券未展业,新浪
3433,2020-09-15,基金投顾一周年 试点券商2家未展业,时代在线
3434,2020-09-14,9月14日深市创业板活跃股公开信息,深交所
3435,2020-09-14,智通AH统计|9月14日,智通财经
3436,2020-09-14,非银金融行业周报：保险资管转型适用规则全面落地 车险综合改革持续推进,新浪
3437,2020-09-14,Wind与招商证券强强联手，开展研报战略合作,Wind
3438,2020-09-14,券商频频加码海外业务：担保增信+真金白银增资,Wind
3439,2020-09-14,券商频频加码海外业务：担保增信+真金白银增资,证券时报
3440,2020-09-13,A股连续回调，各大机构对后市研判出现分化，买股票还是买债券？,华夏时报
3441,2020-09-12,七大券商秋季策略齐了，可以召唤涨停吗？调仓换股首选板块原来是它,中证报
3442,2020-09-11,黄卿乐被裁定向中信建投证券(06066)支付融资本金8700万元及相应利息等费用,智通财经
3443,2020-09-11,债券重大事件2020年9月11日星期五,Wind
3444,2020-09-11,中信建投证券：涉及诉讼、仲裁及进展 诉讼纠纷,Wind
3445,2020-09-11,最全揭秘！近七成券商被扣分，哪些业务拖后腿？,券商中国
3446,2020-09-11,部分长线资金力挺银行股,Wind
3447,2020-09-11,券商发债热情高涨，融资规模已超去年全年,Wind
3448,2020-09-10,券商分类评价结果出炉：反洗钱被扣分首当其冲,每日经济新闻
3449,2020-09-10,中信建投证券债券资本市场周报（20200907-20200911）,中信建投DCM
3450,2020-09-10,券商策略会对A股后市有分歧，两大板块被集体看好？,南都报
3451,2020-09-10,券商分类评价原来有这些调整细节：因反洗钱问题被扣分首当其冲；3家券商因这一操作全被加分,每日经济新闻
3452,2020-09-10,券商分类评价怎么打分？三类事项影响重大 66家券商被减分 20家获加分,中证报
3453,2020-09-10,87%被调整！监管复盘来了,中国基金报
3454,2020-09-10,智通AH统计|9月10日,智通财经
3455,2020-09-10,证券行业上市券商2020年中报综述：传统业务全面增长 创新业务贡献弹性,新浪
3456,2020-09-10,【行情】港股中资券商股发力，广发证券涨3.4%，东方证券涨1.65%，中金涨1.3%，中信建投证券涨近1%,金十数据
3457,2020-09-10,金融板块开始发力，中国人寿大涨7%,Wind
3458,2020-09-10,创业板低价股重挫12%：罕见12只跌停，超百只跌10%以上,中国基金报
3459,2020-09-10,【行情】证券板块异动拉升，中信建投涨2%，光大证券、中银证券、中信证券等跟涨,金十数据
3460,2020-09-10,券商板块直线拉涨力撑指数，中信建投涨超3%,Wind
3461,2020-09-10,中信建投：物管股增效趋势明显 推荐碧桂园服务等股,新浪
3462,2020-09-10,港股盘前必读：农夫山泉9月22日起纳入恒生综合指数,Wind
3463,2020-09-10,A股连续回调，把握机遇还是注意风险？两头部机构针锋相对,券商中国
3464,2020-09-10,节奏加快！三天两家大券商上线产品，有何新特点?,中国基金报
3465,2020-09-10,券商评级怎么定？证监会下发标准：66家被减分,上证报
3466,2020-09-10,中信建投：建议超配低估值板块,Wind
3467,2020-09-10,中信建投证券股份有限公司关于哈尔滨新光光电科技股份有限公司2020年半年度持续督导跟踪报告,证券时报
3468,2020-09-09,券商策略会传递出重要信息：市场短期走势有分歧，共同看好这些板块,中国证券网
3469,2020-09-09,大跌之后怎么办？中信建投：A股短期处于震荡回调过程中,中证报
3470,2020-09-09,大跌之后怎么办？中信建投策略会有答案,中证报
3471,2020-09-09,【异动股】中信建投証券(06066-HK)跌3.5%,财华社
3472,2020-09-09,港股异动 | 首程控股(00697)涨超7% 中信建投看好业绩增长 停车板块发展势头强劲,智通财经
3473,2020-09-09,午盘收盘综述：创业板综指半日跌2.27%仍有11股涨停，成交金额2405亿元再超沪市,Wind
3474,2020-09-09,中信建投：给予首程控股(0697.HK)“买入”评级 目标价3.24港元,格隆汇
3475,2020-09-09,券商股拉升，中信建投翻红,格隆汇
3476,2020-09-09,中信建投、西部证券直线拉升，券商板块收窄跌幅,Wind
3477,2020-09-08,中信建投基金投顾业务正式上线,中国证券网
3478,2020-09-08,中信建投基金投顾业务正式上线,上证报
3479,2020-09-08,中信建投证券股权资本市场周报（2020.08.31-2020.09.04）,中信建投证券资本市场部
3480,2020-09-08,中信建投证券资本市场部待发行项目一览,中信建投证券资本市场部
3481,2020-09-08,【东方投行每日债市信息0908】,东方投行债券
3482,2020-09-08,基金收评 | 两市集体收红，大金融板块发力！后市将如何演绎？,第一财经
3483,2020-09-08,券商板块异动，华创阳安大涨5%，中信建投、海通证券、西部证券,--
3484,2020-09-08,【异动股】中信建投証券(06066-HK)涨3.26%,财华社
3485,2020-09-08,【行情】港股中资券商股午后拉升，广发证券与中信建投证券涨超2.5%,金十数据
3486,2020-09-08,中信建投涨近4%，带动券商板块继续走升,Wind
3487,2020-09-08,买方投顾时代开启！又一头部券商基金投顾产品上线，1万起投、最低费率0.3%，来看各家收费对比,券商中国
3488,2020-09-08,中信建投“蜻蜓管家”上线券商基金投顾试点摸索中前行,证券时报
3489,2020-09-07,上市券商2020H1业绩总结及展望：大自营再次占比首位 券商集中度提升,新浪
3490,2020-09-07,9月7日深市创业板活跃股公开信息,深交所
3491,2020-09-07,*ST康盛(002418.SZ)：浙江润成被动减持公司股票完成已减持390.59万股 减持股份,格隆汇
3492,2020-09-07,*ST康盛：持股5%以上股东被动减持公司股票完成 减持股份,Wind
3493,2020-09-07,【A股收盘综述】“炒小不炒大”，创业板综指跌1.6%成交金额3548亿元创新高,Wind
3494,2020-09-07,【招商非银】券商：政策助力，景气上行，发展前景向好,莲花山士丹利金融研究
3495,2020-09-07,【异动股】中信建投証券(06066-HK)跌3.44%,财华社
3496,2020-09-07,近一年我们读过的固定收益研究重磅报告 | 中信建投固定收益团队,中信建投证券研究
3497,2020-09-07,上半年净利腰斩至950万元 中信建投基金靠一货基独木难支 盈利能力下降,电鳗快报
3498,2020-09-07,倒计时2天 | 中信建投证券2020年度秋季资本市场峰会,中信建投证券研究
3499,2020-09-07,新股掘金第一期 | 中信建投研究,中信建投证券研究
3500,2020-09-07,有钱才有命！券商年内疯狂“进补” 发债金额逼近万亿,证券时报
3501,2020-09-06,【国君非银】投资投行实力将成为券商核心竞争力来源——2020年券商行业中报业绩综述,欣琦看金融
3502,2020-09-04,中信建投证券(06066.HK)完成发行40亿元短期融资券,格隆汇
3503,2020-09-04,中信建投(601066.SH)完成发行2020年度第十二期短期融资券,格隆汇
3504,2020-09-04,A股收盘综述：创业板综指低开高走收升0.37%，连续两周录得上涨,Wind
3505,2020-09-04,券商半年报|红塔证券炒股大赚 中原证券IPO颗粒无收,新浪
3506,2020-09-04,【异动股】中信建投証券(06066-HK)跌3.71%,财华社
3507,2020-09-04,债市分析 | 8月份交易所信用债发行规模环比增长11%，AA+和AA级一般公司债发行利率上行,中证鹏元评级
3508,2020-09-04,前8月债券承销5.6万亿，同比增三成，13券商均超千亿,券商中国
3509,2020-09-04,首航高科收到监管函，因控股股东被动减持违规 金融监管处罚,Wind
3510,2020-09-04,证券业2020年中报综述：大券商重资本业务分化 中型券商突围靠轻资本业务,新浪
3511,2020-09-04,倒计时5天 | 中信建投证券2020年度秋季资本市场峰会即将开幕,中信建投证券研究
