,2021-12-31,集体崛起，自主车企加速超越「回望2021——自主逆势上扬」,华夏时报
12684,2020-06-02,南京后排乘客不系安全带最高罚20元 汽车安全带行业市场深度分析,中研网
12685,2020-06-02,本周，这7个省区市专场招聘将提供上万个岗位,中国经济网
12686,2020-06-02,工信部：这7000多款国五车将停止生产,卡车之家
12687,2020-06-02,王凤英建议加快氢能源商业化应用，长城汽车持续投入研发,和讯
12688,2020-06-02,冷观车市回暖：结束21连降背后潜伏隐性压力,第一电动网
12689,2020-06-02,【行业动态】汽车 2020.5丨疫情影响逐步消退，乘用车销量缺口有望Q2回补,中国银河证券研究
12690,2020-06-02,智通港股通持股解析|6月2日,智通财经
12691,2020-06-02,银河证券：4月乘用车销量持续回升疫情影响逐步消退 关注上汽集团等,证券时报网
12692,2020-06-02,四连板之后 富临精工与华为合作细节披露,投资者网
12693,2020-06-02,填补海外产能缺口，中国车企加速出口迎机遇,Wind
12694,2020-06-01,汽车&电新行业报告：大众投资江淮、国轩 加码在华新能源布局,新浪
12695,2020-06-01,SUV遭遇销量“滑铁卢”：长城汽车在叹息 盈利能力下降,中金在线
12696,2020-06-01,四川省生态环境厅、重庆市生态环境局召开重点区域大气污染联防联控第一次会议,北极星节能
12697,2020-06-01,税务部门释放千亿红利助力复工复产,中国金融信息网
12698,2020-06-01,大和：蜂巢能源推无钴电池利好长汽(2333.HK) 评级“优于大市”,格隆汇
12699,2020-06-01,长城汽车上涨3% 上周四及周五获董事长增持,新浪
12700,2020-06-01,吉利汽车反弹逾3% 获大行维持买入评级,新浪
12701,2020-06-01,中国汽车整体口碑亟待提升，长城汽车王凤英建议建立质量评价体系,北国网
12702,2020-06-01,神州租车裂口开高近8%破10天线 北汽拟购21%股权,新浪
12703,2020-06-01,瞄准这一“无限”能源，长城汽车王凤英建议发展氢燃料电池车,凤凰网
12704,2020-06-01,产销量结束21个月连降 中国汽车市场回暖进行时,北青网
12705,2020-06-01,港股开盘(6.1)︱恒指涨2.52%报23539点 蓝筹股全线高开,智通财经
12706,2020-06-01,港股开盘丨恒指大涨逾2.5%，神州租车涨近8%,第一财经
12707,2020-06-01,新基建为产业数字化赋能,中国金融新闻网
12708,2020-06-01,智通港股通持股解析|6月1日,智通财经
12709,2020-06-01,后疫情时代 汽车制造商与零部件供应商如何打造防病毒汽车,盖世汽车
12710,2020-06-01,谁是“绩优股”？三大“朋友圈”大佬实力PK,中国经济网
12711,2020-06-01,长城汽车(02333.HK)获董事长魏建军两日增持798万股,格隆汇
12712,2020-05-31,丈量雪山之巅 长城炮越野皮卡16-20万即将上市,金融投资网
12713,2020-05-31,智通财经港股6月投资策略及十大金股,智通财经
12714,2020-05-31,老罗也带不动？什么才是直播卖车的刚需,汽车之家
12715,2020-05-30,“功未成身先退”？亦庄国投1800万元转让车联创新中心21.67%股权 资产异常,经济观察网
12716,2020-05-30,哈弗全新H6谍照曝光 7月份量产搭第三代1.5T,和讯
12717,2020-05-30,专访全国人大代表、泰州市委书记史立军：通过金融改革撬动更多资金进入实体经济,21世纪经济报道
12718,2020-05-30,5G新基建风口下 锂电池多个细分应用市场迎“蓝海”,中国电池网
12719,2020-05-30,各地税务部门:为企业纾困解难,经济日报
12720,2020-05-30,减税降费强化“新基建” 新能源再迎“高光时刻”汽车行业进入新赛道,中国经营报
12721,2020-05-30,迭代升级后优势凸显 不唯里程论英雄 小型电动车逆势上行,中国经营报
12722,2020-05-30,专访全国人大代表、泰州市委书记史立军： 通过金融改革撬动更多资金进入实体经济,21世纪经济报道
12723,2020-05-30,多地促销汽车，下单就发钱！车市回暖，你出手没？,中新网
12724,2020-05-29,董事长魏建军连续两日增持长城汽车(02333)798万股，总金额约为3904.65万港元,智通财经
12725,2020-05-29,电动汽车什么牌子好？长城欧拉咋样,凤凰网
12726,2020-05-29,智通港股空仓持单统计|5月29日,智通财经
12727,2020-05-29,长城汽车王凤英：“品牌力”是中国车企“走出去”的关键,北国网
12728,2020-05-29,四月终端销量没有那么乐观,Ofweek
12729,2020-05-29,午市前瞻：港股短期继续偏弱 易跌难升或下试22000点,新浪
12730,2020-05-29,国民神车开启变身模式 疑似哈弗全新H6渲染图,网通社
12731,2020-05-29,关注新能源多元化发展，长城汽车王凤英：应大力推动氢能产业发展,凤凰网
12732,2020-05-29,两会聚焦|长城汽车王凤英：搭建平台、团队作战 才能真正“走出去”,时代在线
12733,2020-05-29,两会声音 | 氢能产业的痛点和发展路径在哪里？这些代表、委员给出了好建议！,中国能源网china5e
12734,2020-05-29,参股孚能科技IPO背后 戴姆勒“绑定”科创板动力电池第一股意欲何为？,每日经济新闻
12735,2020-05-29,代表委员热议新能源汽车发展,中国财富网
12736,2020-05-29,大参考：戴姆勒引入3D打印技术 节省50%成本以重塑供应链,巨丰财经
12737,2020-05-29,透过“两会”看车市风向 发展新能源再提速,网通社
12738,2020-05-29,智通港股通持股解析|5月29日,智通财经
12739,2020-05-29,保供应链稳定 汽车产业链调整升级迎来新契机,中国汽车报
12740,2020-05-29,热点前瞻：3D打印技术迎机遇 沪杭甬高速今年基本建成智慧高速,巨丰财经
12741,2020-05-29,天风证券：后疫情时代汽车消费持续复苏 关注长城汽车等,证券时报网
12742,2020-05-29,"补齐短板三大""朋友圈""改变汽车产业格局?",中国经济网
12743,2020-05-29,调查报告|石墨烯电池噱头大 固态电池备受期待,盖世汽车
12744,2020-05-29,董扬：中国汽车产业还有相当大的增长空间,新浪
12745,2020-05-28,IIGF观点 | 发展可再生能源助力经济低碳转型,微信
12746,2020-05-28,汽车行业投资策略：一文看透汽车景气现状,新浪
12747,2020-05-28,两会进行时，五大关键词带你全览汽车产业建议,IT时代网
12748,2020-05-28,路虎设计师打造！哈弗疑似全新系列SUV预告：方正造型酷似奔驰G,快科技
12749,2020-05-28,谈选车丨登顶珠峰队伍中的三款硬实力保障车，一款是奥迪，其余都是国产,和讯
12750,2020-05-28,谷川联行：立行业标杆，争当招商“行业标准”弄潮儿,金融投资网
12751,2020-05-28,国产版牧马人！北汽BJ40新车上市：换长城炮同款发动机动力大增,快科技
12752,2020-05-28,全新哈弗H6渲染图曝光：造型犀利有望7月量产下线,快科技
12753,2020-05-28,新能源汽车碰上“新基建” 将擦出怎样的火花？,每日经济新闻
12754,2020-05-28,两会车市新风向：提振汽车消费成为当下最主要任务,第一电动网
12755,2020-05-28,部分汽车股反弹 广汽集团上扬3%华晨中国上涨1%,新浪
12756,2020-05-28,满足消费者对美好汽车生活的需求，长城汽车王凤英这样发声,和讯
12757,2020-05-28,新技术 | 8分钟充电85%？广汽集团自研石墨烯电池今年底量产,36氪
12758,2020-05-28,细分场景，会成为网约车新玩家的突围方向吗？,36氪
12759,2020-05-28,两会热议丨氢能发展现“虚火” 业界呼吁顶层设计,中国能源报
12760,2020-05-28,北汽用上长城发动机 硬派越野新选择？,汽车之家
12761,2020-05-28,智通港股通持股解析|5月28日,智通财经
12762,2020-05-28,长安汽车手握定增60亿元资金 欲夺国产车头把交椅,证券日报
12763,2020-05-27,“后浪”出击：率先推出无钴电池的或将是长城系,新能源观察
12764,2020-05-27,前路虎设计总监操刀 哈弗全新硬派SUV手稿曝光,网通社
12765,2020-05-27,谈闲话丨记忆中的神车大盘点，有你曾经的Dream car么？,和讯
12766,2020-05-27,长城汽车为中国登山队再度登顶珠峰提供用车支持,北京商报
12767,2020-05-27,宁德时代还不够？奔驰EQC有了备选方案,汽车之家
12768,2020-05-27,关于氢能与燃料电池，两会上13位代表们都提了哪些建议？,Ofweek
12769,2020-05-27,祝贺2020珠峰高程测量登顶成功！长城炮越野皮卡预售16万起,和讯
12770,2020-05-27,上市车企一季度遭遇“滑铁卢” 政策组合拳有望促二季度业绩回升,每日经济新闻
12771,2020-05-27,中国品牌跑赢日系？深扒上险量发现事情并不简单,36氪
12772,2020-05-27,定了！长城炮越野版预售16万起：全系标配三把锁+涉水喉+绞盘,快科技
12773,2020-05-27,小型电动车浑身优点却不招人待见？长城汽车王凤英道破玄机,牛华网
12774,2020-05-27,别克GL8难逃销量大跌命运 中高端MPV市场不会爆发 盈利能力下降,36氪
12775,2020-05-27,4月国内汽车市场继续回暖 存量竞争拉动汽车消费,中国报告大厅
12776,2020-05-27,智通港股通持股解析|5月27日,智通财经
12777,2020-05-27,产销量结束21个月连降 中国汽车市场回暖进行时,新浪
12778,2020-05-27,聚焦两会 | 来自机床、航空、汽车等行业的声音,自动化网
12779,2020-05-26,多名两会代表呼吁汽车限购放开，减免购置税能否刺激车市？,每日经济新闻
12780,2020-05-26,新能源车板块再迎风口！机构关注产业链细分龙头,中投网
12781,2020-05-26,华友钴业再启融资背后:资金和业绩承压 估值面临挑战 盈利能力下降,新浪
12782,2020-05-26,车圈｜戴姆勒计划参与中国电池制造商价值4.8亿美元的IPO,腾讯网
12783,2020-05-26,109亿元补贴即将下发，工信部公示新能源汽车补助清算终审结果,第一电动网
12784,2020-05-26,欧美门票到手 蜂巢能源电池获国际认证,汽车之家
12785,2020-05-26,全新哈弗H6内饰曝光：两款大屏抢眼,快科技
12786,2020-05-26,王凤英：中国汽车应抱团出海，长城汽车堪当先锋,北国网
12787,2020-05-26,比亚迪飙近4% 暂为最佳表现国指股,新浪
12788,2020-05-26,汽车行业未来发展趋势：促进消费、加速产业数字化,中新经纬
12789,2020-05-26,中泰国际：香港电讯与WEC为仲量联行构建科技项目,新浪
12790,2020-05-26,2020两会 | 保底线、稳基盘，汽车业争做优等生,中国汽车报
12791,2020-05-26,新能源汽车“开进”两会代表们都提了什么建议？,Ofweek
12792,2020-05-26,华为向富临精工采购新能源车载配件,快科技
12793,2020-05-26,智通港股通占比异动统计|5月26日,智通财经
12794,2020-05-26,智通港股通持股解析|5月26日,智通财经
12795,2020-05-26,【汽车】汽车行业周报： 5月前两周销量回暖，特斯拉国产Model Y将于2021Q1下线,微信
12796,2020-05-26,百万辆“起跑线” 自主与合资同场竞技,中国经济网
12797,2020-05-26,减税、补贴、限购“松绑”： 汽车消费如何提升？,21世纪经济报道
12798,2020-05-25,一周要增1万多基站，手机可成艺术门类！今年两会这么谈5G,澎湃新闻
12799,2020-05-25,贾跃亭“成功”破产；马斯克载人火箭即将发射；抖音或推车载版 | 每周撩车 减资破产,创业邦
12800,2020-05-25,两会三人行｜人大代表支招新能源车下半场,北京商报
12801,2020-05-25,中原内配(002448.SZ)：拟受让上海电子科技公司部分股权并对其增资,格隆汇
12802,2020-05-25,一根钢针拨动中国动力电池“龙虎斗”,21世纪经济报道
12803,2020-05-25,【乘联会论坛】2020年4月皮卡市场分析,乘联会
12804,2020-05-25,深度丨一根钢针拨动中国动力电池“龙虎斗”,21世纪经济报道
12805,2020-05-25,销量“神车”再升级 疑似哈弗全新H6专利图曝光,网通社
12806,2020-05-25,宁德时代连发两条视频diss比亚迪反遭群讽，动力电池领域要变天？,36氪
12807,2020-05-25,秋凤空间 | 欧拉的新零售基因表达,腾讯网
12808,2020-05-25,华为采购汽车零部件 要对新能源汽车下手了吗？,北极星电力
12809,2020-05-25,两会新能源车提案引热议 税收有望进一步减免,新浪
12810,2020-05-25,国信证券经济研究所 | 各行业5月投资策略汇总,国信研究
12811,2020-05-25,车市周“数”评丨一汽轿车正式改名一汽解放 特斯拉FSD套件再涨1000美元,每日经济新闻
12812,2020-05-25,全面激发汽车市场活力 推动汽车行业尽快走出疫情阴影,北青网
12813,2020-05-25,智通港股通占比异动统计|5月25日,智通财经
12814,2020-05-25,智通港股通持股解析|5月25日,智通财经
12815,2020-05-24,【周观点】5月第二周批发同比+16%，配置时机已至,微信
12816,2020-05-24,个税起征点提至1万 “激活”集体诉讼…代表委员哪些建议戳中你？,金融界
12817,2020-05-24,E周见|小鹏获生产资质/特斯拉保价交车,汽车之家
12818,2020-05-23,【两会时间】汽车业两会代表建言献策：谁最有含金量？,经济观察网
12819,2020-05-23,华为回应采购新能源车零部件：没有造整车的计划,盖世汽车
12820,2020-05-23,新能源成为政府报告重点，车企代表都在讨论什么？,亿欧网
12821,2020-05-23,中国汽车市场哪个品牌的战斗力最强？,中投网
12822,2020-05-23,让中国汽车产业由大到强，长城汽车王凤英六点建议引热议,凤凰网
12823,2020-05-23,两会汽车人提案：聚焦新能源，浅谈自动驾驶,Ofweek
12824,2020-05-23,两会声音 | 8位代表委员为新能源汽车行业建言献策,新能源网
12825,2020-05-23,全国人大代表、长城汽车总裁王凤英：尽快制定中国汽车“走出去”国家战略,上证报
12826,2020-05-23,车企代表委员建言：智能汽车产业“新基建”须提速,中国经营报
12827,2020-05-22,全国人大代表、长城汽车总裁王凤英：加强顶层设计 推动中国汽车全球高质量发展,证券日报
