,2021-12-31,无人机送餐，飞越几座大山？,36氪
3631,2020-11-17,犀牛财经晚报：腾讯被罚20万顺丰控股否认赴港上市,GPLP犀牛财经
3632,2020-11-17,顺丰控股(002352.SZ)：华泰佳越-顺丰产业园一期第3号资产支持专项计划成立,格隆汇
3633,2020-11-17,账面现金足，顺丰或赴港上市募资超300亿？公司称没计划,奥一网
3634,2020-11-17,A股再迎解禁小高峰，逾1300亿上市流通影响几何？ 解禁,第一财经
3635,2020-11-17,金融街下午茶2020年11月17日星期二,Wind
3636,2020-11-17,传顺丰控股拟赴港上市：王卫持股59% 公司出海或提速,新浪
3637,2020-11-17,顺丰控股：公司没有任何在联交所发行股票并上市的计划,新浪
3638,2020-11-17,顺丰控股回应“赴港上市”称，没计划来港上市,Wind
3639,2020-11-17,分拆快递业务赴港二次上市？顺丰回应：没有计划,中华网
3640,2020-11-17,顺丰控股A股尾盘跌幅收窄 传顺丰控股考虑在香港发行股票,新浪
3641,2020-11-17,顺丰控股快速翻红,e公司
3642,2020-11-17,顺丰控股拟赴港上市 公司股价从跌3%拉升至昨日收盘价,新浪
3643,2020-11-17,顺丰控股直线拉升翻红,Wind
3644,2020-11-17,【行情】顺丰控股短线拉升，跌幅收窄至1.25%,金十数据
3645,2020-11-17,市场消息：顺丰控股据悉考虑将快递业务在香港IPO,金十数据
3646,2020-11-17,市场消息：顺丰控股在香港二次上市可能募资50亿美元,金十数据
3647,2020-11-17,顺丰控股考虑将快递业务在香港IPO,Wind
3648,2020-11-17,市场消息：顺丰控股据悉考虑在香港发行股票,金十数据
3649,2020-11-17,交通运输行业2021年投资策略：涅槃重生出行迎重构繁荣 产品分层顺丰筑第一快递,新浪
3650,2020-11-17,快递小哥被困在GMV里,36氪
3651,2020-11-17,顺丰控股：将持续开展高铁快运助力地方特色产品活动,电商报
3652,2020-11-17,为什么物流行业在蓬勃发展，还有很多企业要倒闭？马云道出缘由！ 减资破产,搜狐
3653,2020-11-17,物流行业：年底前继续旺季效应 快递业保持高景气度,财富动力网
3654,2020-11-16,顺丰控股：持股1.5950%的股东刘冀鲁拟减持不超过0.047% 拟减持股份,36氪
3655,2020-11-16,交通运输周报第48期：双十一旺季收官 单量增速未超预期,新浪
3656,2020-11-16,顺丰控股(002352.SZ)：监事刘冀鲁拟减持不超212万股 拟减持股份,格隆汇
3657,2020-11-16,顺丰控股：监事计划减持不超过0.047%股份 拟减持股份,Wind
3658,2020-11-16,快递行业2020年10月数据跟踪点评：广州价格战趋缓 整体价格战未见松动,新浪
3659,2020-11-16,交运一周天地汇：龙头公司盈利拐点早于价格战结束前 建议关注行业龙头中通快递,新浪
3660,2020-11-16,快递业缠斗升级 龙头厮杀已至最后阶段,时代在线
3661,2020-11-16,"交通运输行业：海外疫苗研发取得积极进展，后期或有望推动航空供需关系改善，维持""买入""评级",格隆汇
3662,2020-11-16,银河证券：快递业持续保持高景气度,第一财经
3663,2020-11-15,持续推荐快递龙头，看好顺周期航空板块【安信交运丨周报1115】,明兴交运研究
3664,2020-11-14,日均处理快递千万件,云南日报
3665,2020-11-13,双十一快件近40亿再创历史新高半挂车市场四季度旺季可期,美通社
3666,2020-11-13,深度 | 顺丰控股：以UPS为锚，看顺丰长期价值【安信交运】,明兴交运研究
3667,2020-11-13,“双十一”快递行业数据点评：件量再创新高 周期延长削弱峰值,新浪
3668,2020-11-13,物流行业：2020年“双十一”当日件量同比增26.15% 快递业持续保持高景气度,新浪
3669,2020-11-13,A股“喝酒”行情再起，分析师：“让我静静”,Wind
3670,2020-11-13,太意外！电商格局悄然生变，快递公司赔本赚吆喝,Wind
3671,2020-11-12,广东发文聚焦氢燃料电池汽车产业 钛精矿价格两个月涨逾40%丨明日主题前瞻,第一财经
3672,2020-11-12,物流业迎双十一年度大考 补齐短板加快降本增效,新浪
3673,2020-11-12,“双11”落幕，快递物流成风口，业绩增长在即,Wind
3674,2020-11-12,“双11”快递跑出加速度，这些概念股值得返场加购,第一财经
3675,2020-11-12,晨会聚焦201112重点关注计算机、纺织服装、银行、香港交易所、申洲国际,国信研究
3676,2020-11-12,“双十一”周期延长，有利于快递优化运营,国信研究
3677,2020-11-12,快递企业鏖战“双11”出“快”招,Wind
3678,2020-11-12,快递企业鏖战“双11”出“快”招,上证报
3679,2020-11-11,物流再提速，助力史上最快双11,凤凰网
3680,2020-11-11,顺丰控股(002352)：综合物流体系初步构建 多业务齐头并进,新浪
3681,2020-11-11,基础设施与房地产产业2021年投资策略：供给侧改革和需求侧升级,新浪
3682,2020-11-11,电商物流与货运平台崛起 半挂车企业稳站商用车C位,经济观察网
3683,2020-11-11,基地｜供给侧改革和需求侧升级：2021年投资策略,中信证券研究
3684,2020-11-11,双十一开启物流业迎大考：拼速度拼科技拼环保，加快降本增效,澎湃新闻
3685,2020-11-11,重庆极兔升级转运中心顺丰加大成渝当日达,上游新闻
3686,2020-11-10,“双十一”快递旺季即将到来 各大快递企业纷纷备战,重庆商报
3687,2020-11-10,多个行业备战“双十一” 快递、电商直播或领跑,大众证券报
3688,2020-11-10,又一架B757 顺丰航空机队扩充至61架 这个双11忙坏了,快科技
3689,2020-11-10,转运中心升级、增加场地……快递新老势力备战双十一,重庆商报
3690,2020-11-10,"顺丰控股现1笔大宗交易 共成交2,273.77万元",新浪
3691,2020-11-10,顺丰航空第61架新运力投用 助战“双十一”物流高峰,民航资源网
3692,2020-11-10,52股获券商买入评级，中嘉博创目标涨幅达104.35%,Wind
3693,2020-11-09,双十一大战，顺丰同城急送创新即配模式实现弯道超车,砍柴网
3694,2020-11-09,交通运输行业周报：南航三季度扭亏 白云机场地铁将直通深圳,新浪
3695,2020-11-07,罕见！北向资金本周净买额超214亿，格力电器被“偏爱”，家电行业正回暖？（附股）,21世纪经济报道
3696,2020-11-07,陆家嘴财经早餐2020年11月7日星期六,Wind
3697,2020-11-06,民生加银绩优基金三季报速览,民生加银基金
3698,2020-11-06,北向资金逆势净流入39.81亿元，格力电器再获净买入12.19亿元居首,Wind
3699,2020-11-06,顺丰控股跌超5%拖累物流板块，韵达股份、申通快递、圆通速递纷纷下滑,Wind
3700,2020-11-06,银河证券每日晨报,新浪
3701,2020-11-06,顺丰控股大跌5.1%，领跌物流板块,中新经纬
3702,2020-11-06,顺丰控股设立商业保理获批 又一家巨头入手多张金融牌照强调转型科技,中国经济网
3703,2020-11-06,银河证券：货运物流旺季带来产业链投资机会 看好货代龙头和头部快递公司（附股）,证券时报网
3704,2020-11-06,【行业动态】交运 2020.10丨货运物流旺季带来产业链投资机会，持续看好货代龙头和头部快递公司,中国银河证券研究
3705,2020-11-06,交通运输行业：货运物流旺季带来产业链投资机会 持续看好货代龙头和头部快递公司,新浪
3706,2020-11-05,双11物流大战开打 圆通有“喜”也有“忧”,电商报
3707,2020-11-05,"顺丰控股现1笔大宗交易 共成交1,977.44万元",新浪
3708,2020-11-05,顺丰同城急送客制化产品 打造品牌全链路即时物流解决方案,北国网
3709,2020-11-05,大白马涨疯了！深市首只万亿市值公司诞生,中国基金报
3710,2020-11-05,顺丰又拿下一张金融牌照，王卫离实现金融梦还有多远？,电商报
3711,2020-11-05,融资客青睐10股，航民股份买入占比高达55.51%,Wind
3712,2020-11-04,三季度外资险企市场份额升至7.52%；蚂蚁集团董责险总保额达15亿元|慧保日报11.4,搜狐
3713,2020-11-04,顺丰控股设立商业保理获批顺元商业保理（天津）有限公司已注册,企查查
3714,2020-11-04,盘点快递巨头三季报：顺丰领跑、申通净利大降、德邦异军突起丨解财报 盈利能力下降,第一财经
3715,2020-11-04,"顺丰控股现1笔大宗交易 共成交3,032.80万元",新浪
3716,2020-11-04,顺丰又拿下一张金融牌照！顺元保理获批设立,零壹财经
3717,2020-11-04,物流新战争从价格战突围,亿邦动力
3718,2020-11-04,“双11”打开物流机会窗口，快递公司业绩分化下如何布局？,第一财经
3719,2020-11-04,顺丰控股大涨5.01%，成交23.81亿,中新经纬
3720,2020-11-04,航空货运与物流板块涨幅扩大至2%，顺丰控股涨超4%,Wind
3721,2020-11-04,QFII重仓50强来了！23股连续20个季度获持有,证券时报网
3722,2020-11-04,交通运输：透过交通看经济(76期)：9月客运加速恢复 货运外需维持畅旺,新浪
3723,2020-11-03,告别爆仓！双11“订单盛宴”物流刷速度 快递业年末进入收获期,华夏时报
3724,2020-11-03,快递4巨头三季报盘点：顺丰龙头领跑 申通净利降100% 盈利能力下降,中国经济网
3725,2020-11-03,德邦维新：如何打赢“未来之战”？,DoNews
3726,2020-11-03,5分钟 双11尾款人变收货人！快递真比外卖快？,中新网
3727,2020-11-03,2020年11月金股组合：兴证策略&多行业,新浪
3728,2020-11-03,5分钟，双11尾款人变收货人！快递真比外卖快？,中新网
3729,2020-11-03,A股四大快递公司前三季净利降超8%，韵达、申通拖后腿 盈利能力下降,中新经纬
3730,2020-11-02,交通运输行业周报：Q3快递物流加仓,新浪
3731,2020-11-02,"顺丰控股现5笔大宗交易 共成交2,189.20万元",新浪
3732,2020-11-02,“双11”开局火爆，尾款人光速收货，快递板块将迎旺季丨掘金双11,第一财经
3733,2020-11-02,交通运输行业周报：三季度快递业绩分化加剧 航空机场业绩回升,新浪
3734,2020-11-02,极兔被“孤立”，四通一达“站队”阿里，拼多多如何交上拖了一年的物流答卷？,搜狐
3735,2020-11-02,2020年公募基金三季报：公募增持食品饮料 减持医药和计算机 减持股份,新浪
3736,2020-11-02,11月金股来了！10股获多家券商一致推荐，21股业绩翻倍，最猛增长超2000%，多只低估值绩优股在列（附股）,证券时报
3737,2020-11-01,三季度快递业绩分化加剧，航空机场业绩回升【安信交运丨周报1101】,明兴交运研究
3738,2020-11-01,韵达股份：Q3业绩符合预期，毛利率环比回升【安信交运】,明兴交运研究
3739,2020-11-01,20年三季度基金仓位解析：公募基金Q3持仓变化如何？,新浪
3740,2020-11-01,“双11”期间深圳预计处理快件2.1亿件，同比增长约两成,深圳晚报
3741,2020-11-01,德邦三季度业绩大好股价却跌停 只做“大件快递”够吗 盈利能力下降,中国商报
3742,2020-11-01,【天风交运】周报（10.26-11.1）嘉诚国际ROE加速提升，集运有望超预期,姜明交运观察
3743,2020-11-01,“大象”也疯狂！百亿老基金前十月大赚43%,中国基金报
3744,2020-10-31,最新！冯柳又现重磅减持 这次是600亿白马股！3季度以来暴跌 减持股份,中国基金报
3745,2020-10-31,顺丰之后冯柳又现重磅减持，这次是世纪华通！,Wind
3746,2020-10-31,顺丰之后，冯柳又现重磅减持，这次是600多亿的世纪华通 减持股份,证券时报网
3747,2020-10-30,基金仓位创历史新高，持仓结构化特征明显 ———20Q3基金持仓结构分析,修炼投资的水晶球
3748,2020-10-30,物流行业带动作用进一步凸显 部分快递推出个性服务,中国报告大厅
3749,2020-10-30,顺丰控股股份有限公司关于全资子公司 深圳顺丰泰森控股（集团）有限公司公开发行的“18顺丰02” 公司债券提前兑付暨摘牌的公告,证券时报
3750,2020-10-29,最赚钱基金经理三季度调仓路线：比亚迪美团金蝶小米受追捧,新浪
3751,2020-10-29,三季度五大机构持仓路径曝光！,Wind
3752,2020-10-29,顺丰控股：时效件业务量同比增速20%以上，收入增速16%,Wind
3753,2020-10-29,中金：顺丰控股明年业绩或不及预期 盈利能力下降,格隆汇
3754,2020-10-29,“双11”带来大机会，万亿行业迎来一年之中最大风口,证券时报
3755,2020-10-29,公募基金三季度大调仓，这些股票被抢筹！前三季盈利已超万亿,Wind
3756,2020-10-29,"""双11""带来大机会 万亿行业迎来一年之中最大风口",证券时报
3757,2020-10-29,解码7788份公募基金三季报：“吃药喝酒”仍为主流，明星基金经理持仓分化,Wind
3758,2020-10-29,明星基金经理青睐白酒、地产等板块，港股持仓明显增加,Wind
3759,2020-10-29,明星基金经理青睐白酒、地产等板块 港股持仓明显增加,证券时报
3760,2020-10-28,引爆涨停，就这么简单！私募大佬冯柳又成点金手，“抄作业”可以？,中证报
3761,2020-10-28,利润大增股价大跌！敢对马云说不的顺丰，为何遭股神冯柳抛弃？ 盈利能力下降,搜狐
3762,2020-10-28,顺丰控股(002352)：新业务占比提升至28% 预计2020年营收增速有望达42%,新浪
3763,2020-10-28,顺丰控股股份有限公司发生多项股权变更,电商报
3764,2020-10-28,顺丰控股(002352)：三季度延续高增长 边际略降速,新浪
