,2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
1587,2020-08-11,中微公司(688012.SH)：悦橙投资、创橙投资、亮橙投资、橙色海岸拟合计减持不超1%公司股份 减持股份,格隆汇
1588,2020-08-11,中微公司：股东减持股份比例达到1% 减持股份,Wind
1589,2020-08-11,中微公司：询价转让的价格为178元/股,Wind
1590,2020-08-11,中微公司：悦橙投资等股东合计拟减持不超过总股本1% 拟减持股份,Wind
1591,2020-08-11,中微公司现1笔大宗交易 共成交381.44万元,新浪
1592,2020-08-11,福布斯发布中国最佳CEO榜：张勇第一，马化腾第二,Wind
1593,2020-08-11,机械设备周报2020年8月第1期：中芯国际调增全年计划资本开支至67亿美元 半导体设备产业链有望加快进口替代,新浪
1594,2020-08-10,"中微公司现1笔大宗交易 共成交3,760.00万元",新浪
1595,2020-08-10,半导体板块午后全线转暖，北方华创冲击涨停,Wind
1596,2020-08-09,机械行业周报：光伏设备产业链趋势向好 半导体设备国产化进程有望加速,新浪
1597,2020-08-09,机械行业周报：中芯国际投资再加码、国产设备将大有可为 国际油公司转型提速、页岩气板块迎投资机会,西南证券
1598,2020-08-09,机械设备：工程机械高景气持续 中芯国际合资扩产利好国产设备商,新浪
1599,2020-08-08,半导体设备行业7月数据点评：中芯国际合资扩产 上游设备商率先受益,新浪
1600,2020-08-06,中芯国际(688981)投资价值分析报告：新一轮扩产周期启动 这一次的中芯可有大不同？,光大证券
1601,2020-08-06,高价股现分歧，普涨行情能否持续？,Wind
1602,2020-08-06,银河证券每日晨报,新浪
1603,2020-08-06,半导体行业报告：半导体制造龙头投建新厂 引领行业正向循环,新浪
1604,2020-08-06,睿财看市场：板块轮动中军工占据C位！高科技权重股影响力增强！,恒泰睿财
1605,2020-08-06,半导体设备研究系列九-LAMRESEARCH：Q2业绩向好 Q3指引乐观,广发证券
1606,2020-08-06,电子行业事件点评：中国芯免 利好中芯,新浪
1607,2020-08-06,集成电路板块未如期强劲，主因主力兑现意愿强烈,Wind
1608,2020-08-05,半导体行业点评：国务院发布集成电路产业新政策 半导体行业迎来发展新时期,新浪
1609,2020-08-05,科技行业日报：三星取得思科与谷歌的芯片代工订单,新浪
1610,2020-08-05,半导体行业研究：全产业链加大扶持力度 分级优惠鼓励做强,国金证券股份有限公司
1611,2020-08-05,国务院出手：3万亿芯片板块迎超重磅利好，细分龙头全梳理,证券时报网
1612,2020-08-05,国务院出手 3万亿芯片板块迎超重磅利好,金融界
1613,2020-08-04,符合条件集成电路项目 免征十年所得税,每日经济新闻
1614,2020-08-04,最高十年免税！国务院出台半导体八大优惠政策，中芯国际领衔的这些企业将受益,每日经济新闻
1615,2020-08-04,东兴证券8月金股出炉 中微公司、五粮液等十股上榜,证券日报
1616,2020-08-04,主动权益基金仓位新高，成长风格占比提升——2020年公募基金二季报分析,鲁明量化全视角
1617,2020-08-04,半导体设备｜重要点评：中芯国际合资扩产，国产设备商有望加速获得订单,透视先进制造
1618,2020-08-03,【华西电子-中微公司*超80页PPT新深度】国内半导刻蚀巨头，迈内生&外延平台化,远峰电子
1619,2020-08-03,"中微公司现2笔大宗交易 共成交4,000.00万元",新浪
1620,2020-08-03,半导体设备行业跟踪报告：中芯国际拟大规模投资成熟工艺 国产装备有望积极参与,广发证券
1621,2020-08-03,电子行业点评：中芯国际合作建设28NM项目 国产替代进程加速,新浪
1622,2020-08-03,科创50涨6%，军工板块上演涨停潮，机构建议三主线配置,中证报
1623,2020-08-03,A股午盘综述：上证指数涨逾1%，军工股掀涨停潮,Wind
1624,2020-08-03,快讯：科创50指数大涨5.6% 中微公司等近十股涨超10%,新浪
1625,2020-08-03,【异动股】中芯概念板块拉升，中微公司(688012-CN)涨停,财华社
1626,2020-08-03,中芯国际概念走强，中微公司涨逾12%,第一财经
1627,2020-08-03,芯片板块走强，36只个股上涨，中微公司上涨11.89%,每日经济新闻
1628,2020-08-03,半导体行业点评报告：扩产提升SMIC盈利能力 持续推进产业链国产化,新浪
1629,2020-08-03,A股早报2020年8月3日星期一,Wind
1630,2020-08-02,中银证券8月金股出炉：东方财富、中微公司等上榜,证券日报
1631,2020-08-02,国盛策略：8月科创板将成主战场,Wind
1632,2020-08-02,7月大宗交易热火朝天：两只保险股惊现大幅溢价，机构热衷折价接盘科技股！,每日经济新闻
1633,2020-08-02,千亿级解禁大潮来了，科创板还稳吗？ 解禁,财经国家周刊
1634,2020-07-31,中微公司发生5笔大宗交易合计成交1.02亿元,证券时报网
1635,2020-07-31,"中微公司现5笔大宗交易 共成交10,152.00万元",新浪
1636,2020-07-31,机械行业2020Q2基金持仓分析：总体持仓略微下降 专用设备备受关注,新浪
1637,2020-07-31,助力深紫外LED量产，中微半导体推出最新MOCVD设备,LED在线
1638,2020-07-31,A股早报2020年7月31日星期五,Wind
1639,2020-07-31,Q2主动偏股型基金权益配置研究：仓位提升 增持电子、医药,新浪
1640,2020-07-30,中微公司现15笔大宗交易均为折价成交,证券时报网
1641,2020-07-30,科技行业日报：高通与华为达成专利和解,新浪
1642,2020-07-30,"中微公司现15笔大宗交易 共成交60,520.00万元",新浪
1643,2020-07-30,科创牛：当前机构科创板配置如何？,新浪
1644,2020-07-30,信息科技行业动态点评：加快集成电路发展 产业链公司齐头并进,新浪
1645,2020-07-30,A股早报2020年7月30日星期四,Wind
1646,2020-07-30,清仓式减持你怕吗？那些重仓的基金经理会怎么做,中证报
1647,2020-07-30,透视大宗交易：7月29日共成交171笔，中微公司成交10.15亿元,每日经济新闻
1648,2020-07-29,电子行业点评：芯片代工格局变化 台积电或再迎机遇,新浪
1649,2020-07-29,电子行业周报：集成电路生产恢复 5G智能手机价格下探,新浪
1650,2020-07-29,"中微公司现29笔大宗交易 共成交101,498.52万元",新浪
1651,2020-07-29,2分钟读财报|科创板数家公司花式减持百亿 仍有300亿在路上 减持股份,新浪
1652,2020-07-29,科创板首单询价转让结果揭晓：中微公司股东以底价转让，7成成交,东方网
1653,2020-07-29,科创板首单询价转让结果出炉 中微公司初步确定的本次询价转让价格为178元/股,资本邦
1654,2020-07-29,机械设备行业周报：工程机械中报向好 理性看多新兴行业扩产需求,新浪
1655,2020-07-29,科技行业日报：台积电获得英特尔6NM芯片订单,新浪
1656,2020-07-29,犀牛财经早报：贵州茅台上半年净利增13%近八成银行股“破净”,GPLP犀牛财经
1657,2020-07-29,财经早报：黄金ETF持仓量屡创新高 下半年财政支出将提速,新浪
1658,2020-07-29,美股尾盘大跳水，芯片股普跌！白银一度跌14%，还能涨吗,e公司
1659,2020-07-29,股海导航 7月29日沪深股市公告提示,新浪
1660,2020-07-28,创投基金迎退出良机：12家科创板企业遭减持近百亿元 减持股份,国际金融报
1661,2020-07-28,市场博弈显效！中微公司确定询价转让价格为底价178元/股，不同委托方成交结果不一,21世纪经济报道
1662,2020-07-28,中微公司初定询价转让价178元 两券商销售结果存差异,证券时报
1663,2020-07-28,晚间要闻2020年7月28日星期二,Wind
1664,2020-07-28,制度保障券商护航，中微公司询价转让破局解禁压力,挖贝网
1665,2020-07-28,中微公司披露股东寻求股权转让进展，多家投资者有意接盘 减持股份,澎湃新闻
1666,2020-07-28,中微公司股东询价转让初定接盘者：价格下限已逼近今日收盘价,澎湃新闻
1667,2020-07-28,晚间公告热点追踪：司太立仙居厂区停产自查不超3个月,新浪
1668,2020-07-28,中微公司询价转让价格初步确定为178元/股,北京商报
1669,2020-07-28,科创板首单询价转让出结果出炉,Wind
1670,2020-07-28,20%涨跌幅！创业板注册制第一股下周二申购，看3大变化,Wind
1671,2020-07-28,业内建议理性看待股东减持短期影响 减持股份,中国金融新闻网
1672,2020-07-27,科创50指数：布局优质赛道 构建多元估值,国金证券股份有限公司
1673,2020-07-27,中芯国际概念板块尾盘下滑，全志科技、中微公司领跌,Wind
1674,2020-07-27,两天100亿，VC/PE的退出狂欢，才刚刚开始,投中网
1675,2020-07-27,科创板减持开启，首批亿万富豪将诞生？ 减持股份,中国经济周刊
1676,2020-07-27,减持潮来袭科技股投资寻找新“锚”,中证报
1677,2020-07-26,周末要闻2020年7月26日星期日,Wind
1678,2020-07-26,下周操盘攻略：周一A股将迎“上市潮”，结构性机会可期,Wind
1679,2020-07-25,科创板解禁后首批减持大潮来袭！9家公司股东合计减持93亿元，科创50大跌7.02%,华夏时报
1680,2020-07-25,机械行业周报：全面看多周期 并重视硬科技回调机会,西南证券
1681,2020-07-25,价格低难挡减持冲动：最惨科创板个股7连阴濒临破发 减持股份,每日经济新闻
1682,2020-07-25,价格再低也难挡减持冲动：最惨科创板个股7连阴濒临破发，大股东仍要“清仓”11亿元！这位“元老”下周悬了？,每日经济新闻
1683,2020-07-25,11家科创板企业拟套现超百亿 中微公司首尝询价转让减持新解法 减持股份,21世纪经济报道
1684,2020-07-25,11家科创板企业拟套现超百亿 首单询价转让出炉,21世纪经济报道
1685,2020-07-25,证券时报头版：理性看待科创板股票减持,Wind
1686,2020-07-25,11家科创板企业拟套现超百亿 中微公司首尝询价转让减持新解法,21世纪经济报道
1687,2020-07-24,科创板解禁潮来了！近百亿市值“卡点”减持 真能迎来“黄金坑”吗？ 解禁,金融投资报
1688,2020-07-24,9家科创板企业套现93亿 千亿芯片巨头遭7折抛售,时代周报
1689,2020-07-24,解禁带来“黄金坑”？9家科创板公司齐发减持计划，西部超导被减持金额达20.96亿元,资本邦
1690,2020-07-24,科创板解禁后第二批减持名单出炉，以史为鉴，解禁如何影响市场,Wind
1691,2020-07-24,中微公司：大股东减持系出于自身运营资金需要 减持股份,第一财经
1692,2020-07-24,猝不及防！A股遭遇黑周五：北向资金跑掉163亿,21世纪经济报道
1693,2020-07-24,中微公司：若干股东拟询价转让1.66%的股份,科创板日报
1694,2020-07-24,二次探底？强势股领跌释放风险“蛮牛变慢牛”,Wind
1695,2020-07-24,9家公司同时发布股东减持股份计划公告 减持股份,Ofweek
1696,2020-07-24,【A股收盘综述】上证指数低收3.86%击穿3200关口，科创50跌幅达7%,Wind
1697,2020-07-24,中微公司(688012.SH)：置都投资拟询价转让1%的股份 资产异常,格隆汇
1698,2020-07-24,北上资金流出超百亿！机构资金出逃名单曝光,证券时报网
1699,2020-07-24,9家科创板公司率先披露减持计划中微公司股东“首尝”询价转让券商迎来新市场 减持股份,科创板日报
1700,2020-07-24,科创板9公司拟被甩卖93亿，投资者该不该慌？,Wind
1701,2020-07-24,创业板指跌4.31%！但这一重要指标持续走高，意味着什么,中证报
1702,2020-07-24,美股暴跌+科创板减持来袭！科创板、创业板突然大跌 牛市旗手熄火 减持股份,中国基金报
1703,2020-07-24,科创板首批减持发威：9公司拟被甩卖93亿 谁最想套现 投资者该不该慌？ 减持股份,经济观察网
1704,2020-07-24,北向半日流出120亿：创业板重挫4% 百亿资金出走券商股,新浪
1705,2020-07-24,巨丰视角：北向资金出逃 科创板大减持 A股还能玩吗？ 减持股份,巨丰财经
1706,2020-07-24,解盘：资金出逃，题材走势分化，黄金珠宝、军工略涨,Wind
1707,2020-07-24,中微公司股价翻红，上日晚间公告“试水”科创板首单询价转让,Wind
1708,2020-07-24,科创板迎来“首批减持” 嘉元科技等多股早盘低开,新浪
1709,2020-07-24,【行情】科创板首批公司大幅低开，嘉元科技、西部超导跌7%，中微公司跌4%,金十数据
1710,2020-07-24,西部超导、嘉元科技均低开超7%，公司股东均拟减持,Wind
1711,2020-07-24,中微公司9名股东首试询价转让 业内预测最终转让价或高于底价,证券时报
1712,2020-07-24,港股盘前必读：阿里巴巴国际站上半年平台实收交易额同比增长80%,Wind
1713,2020-07-24,千亿芯片巨头减持，接盘立马浮盈15%,中国基金报
1714,2020-07-24,投资情报丨军工概念股大爆发，科创板解禁后首轮减持潮来袭 解禁,21世纪经济报道
