,2021-12-31,清远邮银合作打造“惠农专班”促新型经营主体发展 向642户新型农业经营主体发放贷款3.17亿元,和讯
3078,2020-09-29,邮储银行(601658.SH)增加注册资本获中国银保监会核准,格隆汇
3079,2020-09-29,邮储银行在江西累计投放资金突破1万亿元,新华网
3080,2020-09-29,恒指缩量收跌0.85%报23275.53点，中通快递上市首日收涨9.17%,Wind
3081,2020-09-29,人行宝鸡市中支：“五力”齐发畅通企业金融服务渠道,中国金融新闻网
3082,2020-09-29,银行：寻找银行股行情启动的催化剂,新浪
3083,2020-09-29,金融地产个股可关注,深圳商报
3084,2020-09-28,邮储银行北京分行节日金融服务不打烊,北京商报
3085,2020-09-28,监管要求大型银行控制房贷规模，多家大行新增涉房贷款占比降至30%以下,Wind
3086,2020-09-28,银行行业专题报告：如何投资商业银行二级资本债？,新浪
3087,2020-09-28,银行行业：LPR报价不变 银行板块仍具防御性,新浪
3088,2020-09-28,港股盘前必读：中国恒大公告称目前公司经营正常健康财务稳健,Wind
3089,2020-09-27,邮储银行云南省分行开展金融知识“四进”宣传活动,中国金融新闻网
3090,2020-09-27,银行到底降薪没？苏农银行上半年平均薪酬近38万,每日经济新闻
3091,2020-09-26,十大“增持王”曝光 低估值蓝筹成增持重点,财富动力网
3092,2020-09-25,核心公募基金公司持仓分析,新浪
3093,2020-09-25,净利下滑近10%，业务依赖邮政的邮储银行对公业务仍显瘸腿 盈利能力下降,新浪
3094,2020-09-25,邮储银行汪航： 重构金融服务“人货场”,零壹财经
3095,2020-09-25,邮储银行午后涨近4% 获汇丰升至买入评级,新浪
3096,2020-09-25,【异动股】邮储银行(01658-HK)涨3.23%,财华社
3097,2020-09-25,【读财报】上半年普惠型小微企业贷款哪家银行支持力度强？,新华网
3098,2020-09-25,邮储银行江西省分行小额贷款余额突破400亿元,中国金融新闻网
3099,2020-09-24,真正的战略配售基金，场内折价不香吗？,养基司令
3100,2020-09-24,保本理财渐次离场 多家银行开始着手完善产品体系,经济日报
3101,2020-09-24,港股盘前必读：吉利汽车发布SEA浩瀚智能进化体验架构,Wind
3102,2020-09-23,长亮科技(300348)：分布式和数字货币推动银行核心系统升级换代 本土龙头迎国产化和海外高增长机遇,新浪
3103,2020-09-23,【异动股】邮储银行(01658-HK)跌3.74%,财华社
3104,2020-09-23,60万年薪招不到人，机构提前“抢人”,21世纪经济报道
3105,2020-09-23,商业银行行业：银行的下一个十年,新浪
3106,2020-09-22,邮储银行江西省分行：为美丽乡村建设插上“金”翅膀,中国金融新闻网
3107,2020-09-22,首届外滩大会上演“老友记” 蚂蚁与金融机构共建繁荣服务生态,时代在线
3108,2020-09-21,关注 | 山东积极推进财政金融政策融合支持乡村振兴战略制度试点,山东发布
3109,2020-09-21,3D虚拟展厅+线下宣传 邮储银行积极参加国家网络安全宣传周,中新网
3110,2020-09-21,金融控股公司管理办法点评：金控新牌照 管理有章法,新浪
3111,2020-09-21,【异动股】邮储银行(01658-HK)跌3.55%,财华社
3112,2020-09-21,国家邮政局：截至6月底，邮储银行发放涉农贷款余额达1.35万亿元,每日经济新闻
3113,2020-09-21,银行行业周报：顺周期银行板块展现进攻属性 伺机再动,华福证券有限责任公司
3114,2020-09-21,邮储银行与光明食品集团签署战略合作协议,金融界
3115,2020-09-21,长亮科技：已确认与邮储银行合作,e公司
3116,2020-09-20,银行业周报229期：金控新牌照 管理有章法,新浪
3117,2020-09-19,内蒙古这家银行被罚5万元！ 金融监管处罚,搜狐
3118,2020-09-19,疫情之后，谁是银行新“零售之王”？,Wind
3119,2020-09-18,央行及银保监会行政处罚汇总（9月14日-9月18日） 金融监管处罚,Wind
3120,2020-09-18,报复性消费还没来 银行消费贷怎么样了？,经济观察网
3121,2020-09-18,邮储银行梨树县支行：巧用金融活水 助力地方发展,新华网
3122,2020-09-18,邮储银行伊犁州分行多措并举优化金融服务,中国金融新闻网
3123,2020-09-18,CURRENT AFFAIRS,中国金融新闻网
3124,2020-09-18,邮储银行大众创业创富总决赛圆满落幕,中国金融新闻网
3125,2020-09-17,海南省金融监管局：惠农贷款年贴息率不低于5%,和讯
3126,2020-09-17,内蒙古银保监局：对邮储蓄银行土默特左旗支行作出行政处罚，罚款5万元 金融监管处罚,Wind
3127,2020-09-17,邮储银行土默特左旗支行被罚5万：欺骗投保人 金融监管处罚,新浪
3128,2020-09-17,百年胶林铭初心智慧金融搭金桥,证券导报
3129,2020-09-17,海南启动“创一流营商环境，金融人在行动”活动,证券导报
3130,2020-09-17,变局！多家银行保本理财清零，养老理财遭监管指导,21世纪经济报道
3131,2020-09-17,聚焦深度贫困地区 金融业全力支持脱贫攻坚“啃硬骨头”,新浪
3132,2020-09-16,星球商评：连银行也不安全了？,新浪
3133,2020-09-16,又见涉农贷款骗贷案！邮储银行支行副行长联手信贷员3年违法放贷627万 欺诈造假,新浪
3134,2020-09-16,邮储银行黑龙江省分行“三板斧”突破金融服务局限,新华网
3135,2020-09-15,邮储银行：数字普惠金融破解小微企业融资难,金融界
3136,2020-09-15,聚心聚力金融扶贫 邮储银行福建省分行精准施策助力打赢脱贫攻坚战,中国金融新闻网
3137,2020-09-15,邮储银行广东省分行： 多措并举助力小微企业高质量发展,中国金融新闻网
3138,2020-09-15,今年以来永续债发行规模逾3800亿元,Wind
3139,2020-09-15,头部券商齐聚A股在即，中金公司IPO疾进上会,21世纪经济报道
3140,2020-09-14,增持效果不佳 上市银行破净仍超八成,北京商报
3141,2020-09-14,港股盘前公告精选：邮储银行获邮政集团累计增持8.7亿股，持股65.21%,Wind
3142,2020-09-14,36家银行半年赚8554亿，比去年少赚898亿，四大行每天赚走31亿 盈利能力下降,搜狐
3143,2020-09-13,邮储银行：控股股东邮政集团持股比例增至65.21%,北京商报
3144,2020-09-13,【浙商||银行梁凤洁/邱冠华】地方债拉动社融超预期,大话金融
3145,2020-09-13,邮储银行(01658-HK)控股股东增持股份,财华社
3146,2020-09-13,晚间重要公告2020年9月13日星期日,Wind
3147,2020-09-13,邮储银行(01658)获控股股东邮政集团累计增持8.7亿股 持股增至65.21%,智通财经
3148,2020-09-13,邮储银行(601658.SH)已获控股股东增持1%的股份增持金额约45.71亿元,格隆汇
3149,2020-09-13,邮储银行：邮政集团增持公司股份达1% 耗资45.7亿元,e公司
3150,2020-09-13,邮储银行：控股股东邮政集团增持比例达到1%,Wind
3151,2020-09-11,凛冬过后，是暖春——邮储银行重庆巫溪县支行助力中小微企业走出难关,新华网
3152,2020-09-11,银行板块年末迎解禁高峰 5家银行将释放196亿流通股 解禁,和讯
3153,2020-09-11,邮储银行江西省分行：科技赋能 全方位护航中小微企业,新华网
3154,2020-09-11,邮储银行携手IT巨头长亮科技，中国金融科技迎来高光时刻,和讯
3155,2020-09-11,【读财报】上市银行半年度经营数据：营收资产保持增长，净利润增长喜忧参半,新华网
3156,2020-09-11,福然德股份有限公司首次公开发行股票网下初步配售结果及网上中签结,证券时报
3157,2020-09-11,部分长线资金力挺银行股,Wind
3158,2020-09-11,上市银行普惠金融业务图谱,Wind
3159,2020-09-11,上市银行普惠金融业务图谱,21世纪经济报道
3160,2020-09-10,邮储银行塔城地区分行：“极速贷”为秋收保驾护航,中国金融新闻网
3161,2020-09-10,上市银行中报：数字化、智能化、线上化业务收入增势突出,中投网
3162,2020-09-10,从供需两端发力 邮储银行促消费出实招,新华网
3163,2020-09-10,省科技厅与海南邮储银行、海南中行签订战略合作协议,证券导报
3164,2020-09-10,邮储银行与光明食品集团签署战略合作协议,中新网
3165,2020-09-09,银行中报里的秘密：社保、养老金增持这些个股,中证报
3166,2020-09-09,邮储银行全额赎回250亿二级资本债券,21世纪经济报道
3167,2020-09-09,邮储陕西省分行：打好民企贸易融资服务“组合拳”,中国金融新闻网
3168,2020-09-09,【异动股】邮储银行(01658-HK)跌3.02%,财华社
3169,2020-09-09,邮储银行(601658.SH)已赎回250亿元10年期二级资本债,格隆汇
3170,2020-09-09,第三批移动金融App备案名单公布：合众易宝、邮储银行在内,搜狐
3171,2020-09-09,港股盘前必读：隔夜美股重挫，纳指跌超4%,Wind
3172,2020-09-09,每日理财观察：年内新成立基金数突破千只，信托年化收益率低至5字头,Wind
3173,2020-09-09,邮储银行甘肃省分行：拓宽金融支持小微服务渠道,中国金融新闻网
3174,2020-09-09,拨备增长吞噬上市银行净利，上半年计提资产减值逾8600亿元同比增38.61%,Wind
3175,2020-09-08,六家城商行上调薪酬支出，这家银行人均月涨5100元,和讯
3176,2020-09-08,邮储银行江西省分行：“硬核”举措助推经济高质量发展,新华网
3177,2020-09-08,恒指探底回升收涨0.14%科技指数续跌，农夫山泉上市首日收涨53.95%,Wind
3178,2020-09-08,【异动股】邮储银行(01658-HK)涨3.15%,财华社
3179,2020-09-08,邮储银行亮相服贸会展示最新成果,中国金融新闻网
3180,2020-09-08,银行降薪实锤？合计下降5.9亿元，但人均仍超2万,21世纪经济报道
3181,2020-09-08,邮储银行甘肃省分行加大普惠小微信用贷款投放力度,中国金融新闻网
3182,2020-09-08,零售业务对业绩贡献度不断提升 疫情过后数字化零售将成主流,新浪
3183,2020-09-08,销量迅猛增长，基金代销业务增援银行营收,Wind
3184,2020-09-08,上半年银行信用卡发卡量增速放缓,证券日报
3185,2020-09-07,破天荒！六大国有银行净利下滑一成，比比哪家员工日子更苦 盈利能力下降,腾讯网
3186,2020-09-07,邮储银行亮相2020年服贸会,中证网
3187,2020-09-07,邮储银行江西省分行：以“第一等”金融服务助实体经济高质量发展,中国金融新闻网
3188,2020-09-07,邮储银行上半年净利降一成因减值损失激增遭机构下调目标价 盈利能力下降,GPLP犀牛财经
3189,2020-09-07,理财子公司过渡期步调各异，市场化构建殊途同归,Wind
3190,2020-09-06,银行本周聚焦：车险综合费改实施影响几何？,新浪
3191,2020-09-06,谁是基金销售大赢家？半年销量超去年全年的竟然不是“宇宙行”！9家银行半年卖万亿元新基金,中证报
3192,2020-09-05,科技助力 邮储北京分行让智慧金融更贴心,中国金融新闻网
3193,2020-09-05,11家银行理财子公司半年赚超30亿 权益类资产是未来增收点,中国经营报
3194,2020-09-05,打造高质量财富管理体系 邮储北京分行激发京城新活力,北京商报
3195,2020-09-05,皮海洲：业绩下滑 六大行还可以投资吗？,金融投资报
3196,2020-09-04,【银行中报观察】六大行净利下滑一成 息差仍存下行压力 盈利能力下降,经济观察网
3197,2020-09-04,邮储银行(601658)2020中报点评：资产质量仍佳 渠道优势促进代理手续费增长,新浪
3198,2020-09-04,银行业20年半年报综述：相信自然增长 出清存量风险,新浪
3199,2020-09-04,银行1H2020报告综述：存贷扩张仍快 息差、中收有韧性 不良未见显着提升,新浪
3200,2020-09-04,疫情下的银行压力测试：净利普降一成，两大关键指标或未见底 盈利能力下降,腾讯网
3201,2020-09-04,长亮科技：多个国内第一 腾讯、华为加持 进入境外银行系统的中国企业,巨丰财经
3202,2020-09-04,科技助力 让智慧金融更贴心 邮储银行北京分行亮相服贸会,和讯
3203,2020-09-04,上半年信用卡不良率飙升，银行凭什么判断最危险的时候已过去？,Wind
3204,2020-09-03,中报放大镜：零售贷款占比普降银行业零售战局走向线上,北京商报
3205,2020-09-03,首次公布！银行业消费投诉数据曝光：中行8成涉理财 大行里交行“网均”第一,新浪
3206,2020-09-03,新华社：“最赚钱板块”利润普降，银行业为啥赚得少了？ 盈利能力下降,澎湃新闻
3207,2020-09-03,小微贷款行业深度解析：小微源起、历史与现状,新浪
3208,2020-09-03,36家上市银行全景：预测全年盈利将下滑12% 盈利能力下降,Wind
3209,2020-09-03,线上线下互融互通 邮储银行消费信贷助力居民消费升级,中国经济网
3210,2020-09-03,三季度北上、产业资本动向：联合减持新兴产业，偏爱银行机械化工,Wind
3211,2020-09-03,六大行 “广积粮”，“前瞻性减值计提”4696亿，致使净利润下降11% 盈利能力下降,中国经济周刊
3212,2020-09-03,银保监会：中国银行、工商银行、建设银行投诉量位列国有大型商业银行前三名,腾讯网
3213,2020-09-03,邮储银行(601658)：规模稳步增长 风险抵御能力增强,新浪
3214,2020-09-03,二季度银行业消费投诉国有行前三：中行、工行、建行,21世纪经济报道
