,2021-12-31,石头科技(688169.SH)：减持期过半 股东丁迪、高榕、启明均未减持,格隆汇
1623,2020-11-15,家电双周报||Q4小家电外销增长可期，白电出口景气度持续提升,吕明可选消费研究
1624,2020-11-14,消费电子走向何方？,半导体风向标
1625,2020-11-14,波司登||双十一全渠道表现出色，持续推进新零售运营和数字化转型,吕明可选消费研究
1626,2020-11-14,小米系投资瞄准A股背后：投资收益与供应链优势一箭双雕,搜狐
1627,2020-11-13,“双十一”扫地机器人火爆背后：宅经济与柔性产业链崛起,Wind
1628,2020-11-12,石头科技(688169.SH)及子公司拟开展不超3.5亿美元的外汇套期保值业务,智通财经
1629,2020-11-12,石头科技：变更证券事务代表,Wind
1630,2020-11-12,石头科技(688169.SH):程天辞任公司董事职务 董监高成员变化,智通财经
1631,2020-11-12,石头科技：董事辞职 董监高成员变化,Wind
1632,2020-11-12,科创板系列研究(三十二)：三季度基金新建仓多只科创板“牛股”,新浪
1633,2020-11-12,策略专题：MSCI中国A股调整报告,新浪
1634,2020-11-11,机械行业2021年投资策略：关注基建景气周期 理性看多新兴装备,新浪
1635,2020-11-11,可选消费行业-2021年展望：长短期结合 聚焦优势赛道,新浪
1636,2020-11-11,科沃斯撞石头，能否撞出“下一个格力”？,中国家电网
1637,2020-11-11,家电行业周报：大促利好内销 龙头有望受益,新浪
1638,2020-11-11,外资又有新动作！MSCI公布成分股调整结果！30日收盘后生效,上证报
1639,2020-11-10,石头科技(688169)：行业景气加速海外渠道高增 单季业绩大超市场预期,新浪
1640,2020-11-10,科创板：公募基金Q3加持科创板 新一代信息技术领域备受关注,新浪
1641,2020-11-10,1300亿龙头涨停，10倍牛股跌9%，市场逻辑骤变？,中证报
1642,2020-11-10,中银证券：家电行业复苏迹象较为明显 推荐美的集团等,证券时报网
1643,2020-11-10,【家电】家用电器行业周报：家电板块领跑市场，白电厨电指数表现优异,中银证券研究
1644,2020-11-09,家用电器行业周报：家电三季报披露完毕 大家电环比改善明显,新浪
1645,2020-11-08,天风家电 |10月线上空调销售增速回落，厨电销售继续向好——2020W44周观点,小蔡看家电
1646,2020-11-08,家电双周报||行业Q3业绩显著改善，看好扫地机和白电龙头,吕明可选消费研究
1647,2020-11-07,需求强劲叠加业绩靓丽 家电板块乘风而起,投资快报
1648,2020-11-06,【行业点评】家电丨20Q3基金重仓小家电比例持续上升,中国银河证券研究
1649,2020-11-05,科沃斯撞石头，能否撞出“下一个格力”？,锦缎
1650,2020-11-05,【家电】深度研究：分化与进化，家电复苏进行时 —— 20Q3三季报总结暨四季度行业观点,天风研究
1651,2020-11-04,家电行业2020年三季报总结：花期如约至 芬芳扑面来,西南证券
1652,2020-11-04,家电龙头频创新高 机构：预计四季度各子板块景气回升加速,第一财经
1653,2020-11-04,QFII重仓50强来了！23股连续20个季度获持有,证券时报网
1654,2020-11-04,机械设备行业周报：看好工程机械全年需求 新兴板块三季报表现亮眼,新浪
1655,2020-11-03,QFII大举建仓科创板股：新进44股，增持8只,证券时报
1656,2020-11-03,石头科技(688169)：Q3业绩超预期 量价齐升驱动高质量增长,新浪
1657,2020-11-03,广发证券：从扫地机出海看中国家电企业全球竞争力,新浪
1658,2020-11-03,投资策略专题：开源金股 11月推荐,新浪
1659,2020-11-03,睿财看市场：创业板指涨近2%，白酒与家电股领涨,恒泰睿财
1660,2020-11-02,健盛集团||疫情影响前三季度业绩承压，订单回流期待业绩回弹,吕明可选消费研究
1661,2020-11-02,裕同科技||业绩短期波动不改长期趋势，多元布局稳步发展,吕明可选消费研究
1662,2020-11-02,机械行业扫地机器人行业专题：国内海外景气共振 扫地机器人龙头季报全面超预期,新浪
1663,2020-11-02,销量最高猛涨1000%，小家电“爆单”模式开启！龙头股强势涨停，概念股名单曝光,证券时报网
1664,2020-11-02,开源证券：10月金股组合盈利6.65% 11月荐股名单出炉,新浪
1665,2020-11-02,股价暴涨业绩回暖，但科沃斯高兴不起来,36氪
1666,2020-11-02,【研报掘金】家电板块需求和景气度有望继续提升 机构推荐三条投资主线,证券时报网
1667,2020-11-02,家电板块强势拉升 ，科沃斯涨停，美的集团再创新高,证券时报网
1668,2020-11-02,A股早报2020年11月2日星期一,Wind
1669,2020-11-02,石头科技股价单日飙涨135元 自有品牌收入占比超八成,长江商报
1670,2020-11-02,【华创家电秦一超】石头科技：自主品牌持续亮眼，业绩高增再超预期,一超家电研究
1671,2020-11-02,扫地机器人销售火爆 龙头公司股价飙涨,证券时报
1672,2020-11-02,【太平洋机械】机械行业周报20201101：产品创新推动扫地机器人业绩超预期，关注商用机器人扩张,太平洋机械大讲堂
1673,2020-11-01,天风家电 | 三季报收官，大家电营收水平环比改善——W43周观点,小蔡看家电
1674,2020-11-01,股价翻倍盛宴：扫地机器人疯狂了 科创板“股王”飙涨200%,e公司
1675,2020-11-01,科技周报：完美日记递交招股书 卓翼科技实控人被捕 其他违规处罚,GPLP犀牛财经
1676,2020-10-31,游资云集厦门银行 机构对垒石头科技,财富动力网
1677,2020-10-30,石头科技||Q3业绩大超市场预期，境外收入持续高增长,吕明可选消费研究
1678,2020-10-30,思摩尔国际||盈利能力继续提升，2020Q3扣非后利润再超预期,吕明可选消费研究
1679,2020-10-30,天风家电 | 石头科技：海外市场营收高速增长，费用投入显著增加,小蔡看家电
1680,2020-10-30,扫地机器人需求暴增：旺季为抢原料蹲供应商产线，国内产品均价同比涨超10%,每日经济新闻
1681,2020-10-30,涨停板解密：业绩增长股逆市受追捧！（10月30日）,Wind
1682,2020-10-30,半天暴涨135元！疯狂的石头股价离茅台又近了一步,中证报
1683,2020-10-30,三季度业绩超预期 石头科技涨停再创新高,证券时报网
1684,2020-10-30,增利不增收！石头科技前三季度营收同比跌1.66% 盈利能力下降,资本邦
1685,2020-10-30,【太平洋机械】石头科技(688169)公司点评：三季度业绩持续爆发，看好公司未来发展,太平洋机械大讲堂
1686,2020-10-30,A股异动丨石头科技(688169.SH)一度大涨超17%创新高 前三季度净利增长54%,格隆汇
1687,2020-10-29,公牛集团||Q3业绩强势复苏，继续看好全年表现,吕明可选消费研究
1688,2020-10-29,石头科技前三季归母净利润9亿元，豪掷9.4亿元北京买楼,搜狐
1689,2020-10-29,石头科技公布三季报 前三季净利增加54.49%,新浪
1690,2020-10-29,石头科技：前三季度净利8.99亿元同比增长54.49%,科创板日报
1691,2020-10-29,石头科技(688169.SH)：前三季净利同比增54.49%至8.99亿元,格隆汇
1692,2020-10-29,石头科技：前三季度净利润同比增长54.49%,Wind
1693,2020-10-29,消费复苏！马太效应显著，家电龙头再创新高,Wind
1694,2020-10-29,九号公司成功登陆科创板：开盘大涨超105% 成科创板CDR第一股,新浪
1695,2020-10-29,小米平衡车开进A股，首单CDR九号公司登陆科创板，开盘大涨超100%,中国经济周刊
1696,2020-10-29,首单CDR九号公司登陆科创板，小米AIoT乘数效应持续扩大,猎云网
1697,2020-10-28,顾家家居||2020Q3业绩超出预期，下游需求有望继续回暖,吕明可选消费研究
1698,2020-10-28,买买买！巨联网巨头A股持续“扫货”,Wind
1699,2020-10-27,九阳股份||2020Q3公司收入端快速增长，利润端略低于预期,吕明可选消费研究
1700,2020-10-27,机械行业周报：9月制造业数据继续亮眼 IPHONE12发售迎抢购,新浪
1701,2020-10-26,家用电器2020W42周观点：双十一清洁电器预售销量突出 继续看好小家电板块,新浪
1702,2020-10-26,【家电】家用电器行业周报：电商大促大幕开启，需求景气度有望延续,中银证券研究
1703,2020-10-25,天风家电 | 双十一清洁电器预售销量突出，继续看好小家电板块——2020W42周观点,小蔡看家电
1704,2020-10-25,家电双周报||小家电板块Q3业绩优异，电商旺季有望再创佳绩,吕明可选消费研究
1705,2020-10-25,轻工双周报||家具零售增速显著回暖，继续推荐定制家居龙头 - 拷贝,吕明可选消费研究
1706,2020-10-24,科沃斯(603486)2020三季报业绩点评：自主品牌双轮驱动 Q3超预期,新浪
1707,2020-10-23,石头科技的隐忧：智能扫地机器人前有高山 后有追兵,GPLP犀牛财经
1708,2020-10-23,【行情】科创板高位股走弱，石头科技、康希诺、思瑞浦、美迪西、固德威等纷纷大幅跳水,金十数据
1709,2020-10-23,网红小家电：形势大好 危机四伏,中国家电网
1710,2020-10-22,家电行业9月数据点评：需求回，线上高增，维持“增持”评级,中泰证券
1711,2020-10-22,蓝筹企业评论|如何理解雷军的“小米生态链”——相互依存与强势整合之间的争夺,证券之星
1712,2020-10-21,石头科技||新品配件全面升级H6，预计Q3继续维持较高增速,吕明可选消费研究
1713,2020-10-21,科创板核心资产集体走强 资金持续向头部企业集中,上证报
1714,2020-10-20,再批胡润家电10强榜：销售额不等于价值，市值就等于价值？,和讯
1715,2020-10-19,开润股份∣∣与阿里战略合作，打造C2M闭环,吕明可选消费研究
1716,2020-10-19,【家电】家用电器行业周报：线上高景气度持续，小家电龙头业绩预涨,中银证券研究
1717,2020-10-19,CDR第一股来了,财富动力网
1718,2020-10-19,家电行业研究：住宅销售向好 家电表现可期,新浪
1719,2020-10-16,“懒人经济”推动“扫地双雄”频创新高,中证报
1720,2020-10-15,富途证券：胡润中国10强家电企业榜单来袭，董明珠、雷军“上榜”！,凤凰网
1721,2020-10-15,A股融资融券日报：两融余额增加78.8亿元（10月14日）,Wind
1722,2020-10-14,石头科技今日大宗交易成交0.78万股，成交价674.66元溢价0.0%,Wind
1723,2020-10-14,家电行业周报：需求改善 积极布局,新浪
1724,2020-10-14,美的集团以5100亿成全球最值钱家电企业 格力、海尔紧随其后,中证网
1725,2020-10-14,5100亿元！美的成全球最值钱家电企业！格力、海尔紧随其后,中证报
1726,2020-10-14,小熊电器||前三季度业绩高速增长，Q4电商旺季有望再创佳绩,吕明可选消费研究
1727,2020-10-14,【国信机械10月策略】季报行情将至，关注产业趋势向上细分行业投资机会,机械老司机
1728,2020-10-14,值得关注的是，董明珠的格力电器与雷军早年投资的石头科技均在榜单之上！,富途证券
1729,2020-10-14,新宝股份||2020Q3业绩超预期，自主品牌拉动内销高速增长,吕明可选消费研究
1730,2020-10-14,《2020胡润中国10强家电企业》榜单发布：美的成为中国及全球最值钱家电企业,Wind
1731,2020-10-13,市场不大且面临巨头竞争 欢创科技未来发展成谜,GPLP犀牛财经
1732,2020-10-12,家电及相关：重归增长通道 结构性靓点闪现,新浪
1733,2020-10-12,【家电】国内家电企业如何在海外市场“乘风破浪”？,天风研究
1734,2020-10-12,安信证券：下半年地产销售有望保持增长态势 家电行业需求有望增长（附股）,证券时报网
1735,2020-10-11,中顺洁柔||2020Q3业绩预告维持高增，积极关注三个预期差,吕明可选消费研究
1736,2020-10-11,机械设备行业研究周报：IFR对未来三年工业机器人前瞻乐观 光伏+锂电仍为成长主线,新浪
1737,2020-10-09,开源证券：9月金股组合亏损5.2% 10月荐股名单出炉 亏损,新浪
1738,2020-10-08,家电双周报||国庆掀起家电消费热潮，继续坚守长逻辑核心标的,吕明可选消费研究
1739,2020-10-08,天风家电|黄金周大家电销售复苏，线上厨小电和清洁电器领跑市场——2020W39周观点,小蔡看家电
1740,2020-10-07,家电行业2020年中报总结：空调厨电可选复苏，小家电高景气继续，给予“看好”评级,申万宏源
1741,2020-10-05,家用电器行业专题研究：行业整体Q3环比改善 龙头业绩值得期待,新浪
1742,2020-10-04,天风家电 | 2020三季报前瞻：行业整体Q3环比改善，龙头业绩值得期待,小蔡看家电
1743,2020-09-29,开源金股，11月推荐,开源证券研究所
1744,2020-09-29,石头科技：公司研发的商用清洁机器人已进入测试阶段,科创板日报
1745,2020-09-29,家电行业2020年中报总结：空调厨电可选复苏 小家电高景气继续,新浪
