,2021-12-31,盘点公募基金2021年十大事件,第一财经
4321,2021-03-19,中线机会？中泰、天风、光大等知名券商研报坚定看好这几只银行股！（名单）,腾讯网
4322,2021-03-19,A股融资融券日报：两融余额增加0.67亿元（3月18日）,Wind
4323,2021-03-19,中金公司：盈利估值双保障，波动行情关注银行股机会,Wind
4324,2021-03-19,港股投资日历：招商银行等披露业绩，大唐发电限售股流通,Wind
4325,2021-03-18,北向资金净买入格力电器逾7亿元，这些股获加仓,第一财经
4326,2021-03-18,北向资金净买入33.15亿元，格力电器放开限制后连获外资爆买,Wind
4327,2021-03-18,领益智造跌3.55%：兴全睿远持股 去年底中信证券喊买,中国经济网
4328,2021-03-18,“茅”股连续反弹，最新估值高不高？5张图看清！,Wind
4329,2021-03-18,谁在贩卖焦虑？中行、工行、建行、招行均涉墓地贷业务,中华网
4330,2021-03-18,刚放开限制就被买爆！北向资金加紧扫货这些公司,Wind
4331,2021-03-18,【行情】银行板块异动，截至发稿，重庆银行涨6%，厦门银行、平安银行、厦门银行、招商银行等跟涨,金十数据
4332,2021-03-18,A股融资融券日报：两融余额增加16亿元（3月17日）,Wind
4333,2021-03-18,财信证券银行业2021年3月月度报告：实体经济增长，信贷需求表现强劲,财信证券研究
4334,2021-03-17,A股主力资金流向（3月17日）：科技股获资金回流，金融、碳中和被抛售,Wind
4335,2021-03-17,这项影响银行股估值的指标，到底该怎么计算？,搜狐
4336,2021-03-17,【中信建投银行杨荣】2月信贷数据点评：《社融连续超预期， 未来预计难延续》,eResearch杨荣团队
4337,2021-03-17,资金面周观察：股市流动性回落 北上资金回流,新浪
4338,2021-03-17,A股融资融券日报：两融余额减少12.77亿元（3月16日）,Wind
4339,2021-03-17,银行行业简评报告：社融连续超预期 未来预计难延续,新浪
4340,2021-03-17,证券投资类私募基金行业月报：抱团股集体调整 股票策略业绩分化 盈利能力下降,国金证券股份有限公司
4341,2021-03-17,关注环境综合治理 | 晨会0317,中信建投证券研究
4342,2021-03-17,私募解读增量资金三大加仓密码,Wind
4343,2021-03-16,南京公布票据大案：招商银行前员工伙同他人骗款30亿元,澎湃新闻
4344,2021-03-16,招商银行现1笔大宗交易 共成交530.40万元,新浪
4345,2021-03-16,金融科技新战场：蓄能数字产业化,云掌财经
4346,2021-03-16,北向资金今日净买入55.72亿元，格力电器获大举净买入超10亿,Wind
4347,2021-03-16,银行财富管理能力排名出炉，招商银行、中信银行和兴业银行位列前三！,金融界
4348,2021-03-16,A股主力资金流向（3月16日）：白酒地产及碳中和概念股获抢筹,Wind
4349,2021-03-16,银行行业信息点评：2020年金融统计数据新闻发布会点评：利率已达合适水平 M1改善源于实体,新浪
4350,2021-03-16,银行股的投资逻辑：为什么我们坚定看好银行股？,新浪
4351,2021-03-16,【研报掘金】银行股低估值+基本面拐点向上性价比极高 继续看好板块投资机会,证券时报网
4352,2021-03-16,市净率冷热不均上市银行是否“安好”,中投网
4353,2021-03-16,银行周报：货币政策不急转弯 社融超预期,新浪
4354,2021-03-16,快讯：银行股拉升冲高 招商银行、长沙银行涨逾4%,新浪
4355,2021-03-16,【异动股】招商银行(03968-HK)涨3.04%,财华社
4356,2021-03-16,茅指数涨幅重回1%，招行、格力、顺丰、宁德、汇川技术、伊利、海尔领涨,Wind
4357,2021-03-16,【行情】A股银行股普遍走高，招商银行涨3.45%，宁波银行涨3.22%，长沙银行涨2.36%,金十数据
4358,2021-03-16,银行股高开高走，宁波银行、招商银行均涨逾3%,Wind
4359,2021-03-16,A股早报2021年3月16日星期二,Wind
4360,2021-03-16,A股融资融券日报：两融余额增加12.42亿元（3月15日）,Wind
4361,2021-03-16,37股获券商买入评级，招商银行目标涨幅达64.85%,Wind
4362,2021-03-15,【超级大单】大白马跌停，机构砸盘超5亿！主力出逃的抱团股名单曝光 股票卖空,证券时报网
4363,2021-03-15,招商银行某分行欺骗投保人 代销保险到底藏何猫腻？,新浪
4364,2021-03-15,23股主力资金净流入超亿元,证券时报网
4365,2021-03-15,A股主力资金流向（3月15日）：半导体白酒及新能源股抛压较重,Wind
4366,2021-03-15,【中信建投金融】招商银行深度：拉平历史、国际和行业差异，上调目标估值至3倍PB,大金融研究
4367,2021-03-15,银行行业周报：2月信贷社融增速回升 关注上市银行年报落地,新浪
4368,2021-03-15,八大券商主题策略：估值上升期有望来临 顺周期视角下的银行板块投资逻辑,中金在线
4369,2021-03-15,银行业周报：社融总量、结构向好 继续看好板块投资机会,新浪
4370,2021-03-15,这个板块突然集体起飞！为什么？能追吗？,Wind
4371,2021-03-15,经济复苏牛仍在继续,云掌财经
4372,2021-03-15,银行板块估值上升期有望来临 银行龙头股票有哪些？,至诚财经
4373,2021-03-15,机构抱团股持续走弱，Wind茅指数跌超3%,Wind
4374,2021-03-15,内银股上行，农业银行、邮储银行涨近3%,Wind
4375,2021-03-15,四大行、两桶油、招商银行、兴业银行齐涨，力挺大市,Wind
4376,2021-03-15,A股融资融券日报：两融余额减少27.42亿元（3月12日）,Wind
4377,2021-03-15,A股早报2021年3月15日星期一,Wind
4378,2021-03-15,北向资金大调仓！狂买5只银行股，2000亿市值钢铁巨头遭减仓,Wind
4379,2021-03-15,盘前情报丨万亿巨头加仓茅台，机构高呼3000元目标价不变；国内电池级碳酸锂价格月涨16%,21世纪经济报道
4380,2021-03-15,中泰证券：银行板块景气度持续上行,Wind
4381,2021-03-14,76家机构“挤破门槛”，这只银行股有点火！,Wind
4382,2021-03-14,200万买招商银行私募基金 三年期满为何被禁止交易？,新浪
4383,2021-03-14,牛年最大银行罚单来了！还有这些大行被点名 金融监管处罚,Wind
4384,2021-03-13,北向资金逆市扫货这一低估值板块，分析师大喊还有39%的上涨空间（附股）,21世纪经济报道
4385,2021-03-13,招联金融2020年净赚16亿，总资产突破千亿，头部消金公司面临洗牌？,华夏时报
4386,2021-03-13,北上资金追捧招商银行贵州茅台遭连续减持 减持股份,证券时报
4387,2021-03-13,北上资金持续加仓银行股 贵州茅台等抱团股遭减持 减持股份,证券时报
4388,2021-03-12,招商银行(03968)发行100亿元债券,智通财经
4389,2021-03-12,本周央行及银保监会行政处罚汇总：国开行、四川信托双双领到千万级罚单 金融监管处罚,Wind
4390,2021-03-12,招商银行今日大宗交易成交9.62万股，成交价52.5元折价1.54%,Wind
4391,2021-03-12,业绩亏损叠加大额债券年内到期，2张表一览这28家上市公司状况,Wind
4392,2021-03-12,A股主力资金流向：本周累计净流出1439亿，东方财富、比亚迪净流出额居前,Wind
4393,2021-03-12,联合资信：房地产贷款集中度管理对房企的影响,新浪
4394,2021-03-12,金融行业：资本市场深改延续货币政策强调合理适度,新浪
4395,2021-03-12,银行股维持强势，招商银行涨超2%，银行ETF（512800）涨逾1%,资本邦
4396,2021-03-12,【异动股】招商银行(03968-HK)涨4.1%,财华社
4397,2021-03-12,A股早报2021年3月12日星期五,Wind
4398,2021-03-12,A股融资融券日报：两融余额增加76.06亿元（3月11日）,Wind
4399,2021-03-12,每日理财观察：三大百亿基金大幅放宽限购,Wind
4400,2021-03-12,北向资金连续3日净买入累计达144亿元，哪些股受青睐？（附股）,21世纪经济报道
4401,2021-03-11,今天回血，已经企稳了吗？,云掌财经
4402,2021-03-11,5个月最大涨幅A股大反弹 银行板块无疑成为市场的“主心骨”,证券时报网
4403,2021-03-11,5个月最大涨幅，A股大反弹！银行彻底火了：聪明钱今年爆买200亿！,证券时报网
4404,2021-03-11,金融街下午茶2021年3月11日星期四,Wind
4405,2021-03-11,北向资金今日净买入分众传媒5.84亿元、招商银行4.88亿元,中金在线
4406,2021-03-11,A股主力资金流向（3月11日）：抱团股、周期股重获青睐,Wind
4407,2021-03-11,银行业点评：新增社融表现超预期 金融机构信贷结构持续优化,新浪
4408,2021-03-11,北向资金今日净买入67.19亿元，持续加码机构抱团股、新能源股,Wind
4409,2021-03-11,银行基本面跟踪二十八：需求旺 政策稳-2月社融、信贷点评,新浪
4410,2021-03-11,银行业2021年2月金融数据点评：需求恢复 融资乐观,新浪
4411,2021-03-11,A股收盘综述：上证指数劲升2.36%，机构抱团股持续复苏、周期股爆发,Wind
4412,2021-03-11,中泰证券--银行角度看2月社融：实体信贷需求旺盛，板块景气度向【行业研究】,金融界股吧
4413,2021-03-11,野村重申对中国金融业正面看法，首选寿险企业和银行,Wind
4414,2021-03-11,刚刚，炒股群都嗨了！大反攻真的来了？,Wind
4415,2021-03-11,茅台招行罕见联手：暴涨1800亿，白马股集体爆发,Wind
4416,2021-03-11,银行业2021年2月金融数据点评：总量、结构全面向好 供需格局继续改善,新浪
4417,2021-03-11,解盘：百亿资金流入，工业金属、医疗服务、稀土领涨,Wind
4418,2021-03-11,A股午盘综述：上证指数涨1.78%，茅台、宁德时代、隆基股份涨超4%,Wind
4419,2021-03-11,招行“组合拳”为小微企业注入金融活水,财经网
4420,2021-03-11,内银板块走强，招商银行涨超4%,Wind
4421,2021-03-11,【异动股】招商银行(03968-HK)涨3.23%,财华社
4422,2021-03-11,社融&金融数据点评：信贷连续放量 下一步看贷款利率回升！,新浪
4423,2021-03-11,机构抱团股连续第二日回暖，Wind茅指数升逾1%,Wind
4424,2021-03-11,【行情】港股银行股走强，招商银行、建设银行、中国光大控股涨超2%,金十数据
4425,2021-03-11,【行情】银行板块开盘走高，江苏银行涨逾4%，招商银行、兴业银行、南京银行跟涨,金十数据
4426,2021-03-11,【兴证金融 傅慧芳】总量、结构全面向好，供需格局继续改善 ——2021年2月金融数据点评,兴证金融
4427,2021-03-11,A股融资融券日报：两融余额减少53.4亿元（3月10日）,Wind
4428,2021-03-11,白酒股再度受宠！北向资金扫货逾52亿，其中20亿买了酒！（附股）,21世纪经济报道
4429,2021-03-11,A股成交额骤降，多空双方趋谨慎,Wind
4430,2021-03-11,两融余额持续缩减，科创板次新股获资金关注,Wind
4431,2021-03-10,传招联金融明年冲刺上市 被指办联通电信宽带“莫名贷款”,新浪
4432,2021-03-10,7497亿！两市成交创年内新低,每日经济新闻
4433,2021-03-10,A股资金面日报：26股主力资金净流入超亿元 北向资金连续2日净流入,中金在线
4434,2021-03-10,招商银行现3笔大宗交易总成交金额1.55亿元,证券时报网
4435,2021-03-10,两市成交7497亿创年内新低！北向资金继续“越跌越买”，基金经理期待以时间换空间,每日经济新闻
4436,2021-03-10,"招商银行现3笔大宗交易 共成交15,495.60万元",新浪
4437,2021-03-10,智通每日大行研报︱中国电信(00728)拟回A上市 获多家大行上调目标价,智通财经
4438,2021-03-10,招商银行今日大宗交易成交19.20万股，成交价49.25元溢价0.0%,Wind
4439,2021-03-10,北向资金今日净买入52.25亿元，机构抱团股获资金大幅抢筹,Wind
4440,2021-03-10,中国债券市场金融债发行日程一览(3月10日),Wind
4441,2021-03-10,【异动股】招商银行(03968-HK)涨3.17%,财华社
4442,2021-03-10,年报前瞻：2020年信息科技投入超2000亿哪家银行手笔最大？,中国电子银行网
4443,2021-03-10,摩根大通：上调招行目标价至83港元，评级增持,Wind
4444,2021-03-10,银行业资产质量深度研究系列之一：如何理解地方债务质量形势？,新浪
4445,2021-03-10,陆股通周监控第79期：配置盘继续稳步入场,新浪
4446,2021-03-10,A股融资融券日报：两融余额减少116.86亿元（3月9日）,Wind
4447,2021-03-10,近七成银行股“破净”！众机构直面三大“拷问”,Wind
4448,2021-03-10,私募业绩集体大回撤，部分新发产品逼近预警线！知名私募发声：此时不应太悲观,Wind
4449,2021-03-09,金融街下午茶2021年3月9日星期二,Wind
4450,2021-03-09,招商银行(03968.HK)3月19日举行董事会会议以审批年度业绩公告,格隆汇
4451,2021-03-09,股市大幅回调银行板块跑赢大盘：四大行逆势上涨，招商、平安等跌超10%,21世纪经济报道
4452,2021-03-09,北向资金今日净买入24.31亿元，资金连续9日出逃贵州茅台,Wind
4453,2021-03-09,天风证券赵晓光：站在五大维度的思考,Wind
4454,2021-03-09,【国盛策略 | 陆股通周监控】配置盘继续稳步入场*第79期,尧望后势
4455,2021-03-09,【异动股】招商银行(03968-HK)跌3.07%,金融界
4456,2021-03-09,"【行情】港股中资券商板块持续下挫，中州证券、招商银行、中信证券跌超3%，国泰君安跌2.6%，广发证券、中信建投证券跌1.6%
连续下跌",金十数据
