,2021-12-31,A股共发生154宗大宗交易成交34.19亿元（12月31日）,Wind
2281,2020-08-18,天赐材料：前三季度预计净利润同比增长4.55倍~5.11倍,Wind
2282,2020-08-18,大捷！天赐材料：2020年半年度净利润约3.12亿元，同比增加516.88%,每日经济新闻
2283,2020-08-18,天赐材料(002709.SZ)：控股子公司宜春天赐取得11项专利证书,格隆汇
2284,2020-08-18,天赐材料(002709.SZ)：拟投建捷克年产10万吨锂电池电解液项目(一期),格隆汇
2285,2020-08-18,天赐材料(002709.SZ)：上半年净利升516.88%至3.12亿元,格隆汇
2286,2020-08-18,天赐材料：子公司拟投建年产10万吨锂电池电解液项目,Wind
2287,2020-08-18,天赐材料：上半年净利润同比增长516.88%,Wind
2288,2020-08-18,氢能以奖代补政策正在研讨 六股迎腾飞契机,证券时报
2289,2020-08-17,天赐材料(002709.SZ)：子公司拟不超700万元参与竞拍湖口县金砂湾园区一宗工业用地,格隆汇
2290,2020-08-13,宁德时代入股与公司无关？市场：我不管，你先涨停再说！,上证报
2291,2020-08-12,基金大手笔加仓股曝光！6股持仓首次破百亿,证券时报网
2292,2020-08-12,创业板一哥宁德时代砸近200亿“抄底”，点名买这些,中国基金报
2293,2020-08-12,公募基金二季度动向:34股持仓市值超百亿,证券时报
2294,2020-08-11,电力设备行业：光伏产业链涨价持续 V字之后欧洲电车持续向好,新浪
2295,2020-08-10,天赐材料：目前玻尿酸产品未有计划布局,Wind
2296,2020-08-06,电池与电气系统（55）：欧洲7月新能源车销量同比剧增214%,电新产业研究
2297,2020-08-05,【东吴电新】海外动力电池20Q3详细点评：单季度收入历史新高，龙头盈利开始改善,新兴产业汇
2298,2020-08-05,【东吴电新】LG化学20Q3点评：电池收入历史新高，拆分在即公布宏伟蓝图,新兴产业汇
2299,2020-08-05,【东吴电新】海外动力电池20Q4详细点评：全年lg及sk实现高增，产能扩张提速,新兴产业汇
2300,2020-08-05,每周观点汇编：情绪修复 回调即机会,新浪
2301,2020-08-05,石大胜华(603026)：股权改革落地 公司迎来发展新阶段,国海证券
2302,2020-08-04,A股共发生88宗大宗交易成交28.52亿元（8月4日）,Wind
2303,2020-08-04,天赐材料现1笔大宗交易 共成交385.50万元,新浪
2304,2020-08-04,天赐材料今日大宗交易成交10万股，成交价38.55元溢价0.0%,Wind
2305,2020-08-04,电池与电气系统（54）：欧洲电动车7月再加速，中国中游业绩拐点临近,电新产业研究
2306,2020-08-03,"天赐材料现1笔大宗交易 共成交2,809.44万元",新浪
2307,2020-08-03,本周703亿市值限售股解禁，环比增加91.75% 解禁,Wind
2308,2020-08-01,巨浪袭来！猛涨20倍的芯片巨头解禁市值超千亿 解禁,金融界
2309,2020-08-01,百股解禁洪峰将至 高比例解禁股曝光（名单） 解禁,新浪
2310,2020-07-31,【东吴电新】天赐材料点评：长期供货特斯拉，品质再获海外认可,新兴产业汇
2311,2020-07-30,广州天赐高新材料股份有限公司关于2016年度非公开发行股份上市流通的提示性公告,证券时报
2312,2020-07-29,[互动]天赐材料：一季度卡波姆占销售额公司营收约10%,全景网
2313,2020-07-29,天赐材料(002709.SZ)：全资子公司宁德凯欣取得“电解液桶清洗工艺”专利证书,格隆汇
2314,2020-07-29,天赐材料(002709.SZ)：119.37万股限售股8月3日解禁 解禁,格隆汇
2315,2020-07-28,电力设备及新能源行业7月行业洞察报告：基金Q2加仓新能源 电动车、光伏为主要方向,新浪
2316,2020-07-28,新能源汽车产业链行业周报(7月第4周)：高瓴资本频入手 新能源汽车产业链价值重估,新浪
2317,2020-07-28,基础化工行业研究：2020年2季度基金配置比例回暖 但仍处低点,国金证券股份有限公司
2318,2020-07-27,【国金化工】2020年2季度基金配置比例回暖，但仍处低点 (2020-07-27),点石化金
2319,2020-07-26,电气设备新能源行业周报：光伏全产业链涨价 电动车众多新车上市,新浪
2320,2020-07-26,深度*行业*特斯拉系列报告之四：二季度交付量超预期 连续四个季度实现盈利,新浪
2321,2020-07-26,【东吴电新】基金Q4持仓：新能源汽车持仓持续提升，光伏、工控略有下滑,新兴产业汇
2322,2020-07-26,电力设备与新能源行业周观察：MODEL3长续航版、ID.4等入选推荐目录 光伏产业链涨价氛围浓厚,新浪
2323,2020-07-24,二季度机构持仓点评：行业配置情绪大幅抬升 新能源及电动车明显增配,新浪
2324,2020-07-23,【东吴电新】特斯拉20Q3财报点评：业绩再超预期，盈利能力大幅提上，全年维持50万辆目标!,新兴产业汇
2325,2020-07-23,【公募持仓|国信化工】公募机构二季度明显加大对化工新材料的重仓配置,化工之诚
2326,2020-07-23,2020年二季报公募基金十大重仓股持仓分析,华创金工
2327,2020-07-21,天赐材料：获五项发明专利证书 有利于发挥公司自主知识产权优势,发布易
2328,2020-07-21,天赐材料(002709.SZ)取得5项专利证书,格隆汇
2329,2020-07-20,石油化工行业北向资金周报,新浪
2330,2020-07-20,电气设备行业周报：新能源车下乡打开市场 光伏需求改善带动产业回暖,国海证券
2331,2020-07-19,哪些上市公司的上半年业绩预告超预期？| 国君周知,国泰君安证券研究
2332,2020-07-14,【华创电新｜点评】天赐材料：电解液放量盈利持续改善，卡波姆业绩大超预期,华创电新研究
2333,2020-07-14,汽车与新能源行业7月投资策略：行业复苏在即 享受行业机遇,新浪
2334,2020-07-14,81股获券商买入评级 三聚环保目标涨幅达79.79%,Wind
2335,2020-07-13,新能源汽车产业链行业周报(7月第2周)：6月产业链数据持续改善 迎接最好7月,新浪
2336,2020-07-11,天赐材料(002709)：两大业务助力 2020全新出发,新浪
2337,2020-07-10,一周通读：光大证券重点报告精选,光大证券
2338,2020-07-10,6月装机电量点评：环比明显向好 蓄势待发,新浪
2339,2020-07-10,业绩高增长股名单：122股上半年净利润预计翻倍,证券时报
2340,2020-07-09,天赐材料(002709)：卡波姆量价齐升 电解液销量、毛利率双增长,光大证券
2341,2020-07-09,天赐材料：股东万向一二三拟减持不超过3%公司股份 拟减持股份,Wind
2342,2020-07-08,天赐材料精细化工产品销量超预期 上半年预盈3亿增超5倍,长江商报
2343,2020-07-08,53股获券商买入评级 中国中铁目标涨幅达73.96%,Wind
2344,2020-07-07,683股披露中期预告 中报业绩变脸股全部“报喜” 盈利能力下降,大众证券报
2345,2020-07-07,业绩为王 这批公司半年报超预期（名单）,上证报
2346,2020-07-07,天赐材料(002709)：大幅上调中报预告 卡波姆+电解液双轮驱动,新浪
2347,2020-07-07,解盘：资金流入超300亿，动力电池、次新股、大基金领涨,Wind
2348,2020-07-07,今日2家公司向上修正业绩预告 业绩更正,证券时报网
2349,2020-07-07,625家公司预告上半年业绩 28.80%报喜,证券时报
2350,2020-07-07,上市公司正负面新闻2020年7月7日星期二,Wind
2351,2020-07-06,晚间重要公告2020年7月6日星期一,Wind
2352,2020-07-06,7月6日晚间上市公司十大重磅公告,巨丰财经
2353,2020-07-06,天赐材料上修半年度业绩预告,上证报
2354,2020-07-06,天赐材料（002709）中报业绩大增，三季度指引再超预期,电新产业研究
2355,2020-07-06,天赐材料：上修业绩预期 上半年净利润预增超5倍,第一财经
2356,2020-07-06,天赐材料上修业绩预告：预计上半年净利润同比增长503.72%至543.31%,Wind
2357,2020-07-06,天赐材料(002709.SZ)：浙江天硕拟参与竞拍衢州市高新园区一幅地块,格隆汇
2358,2020-07-06,天赐材料(002709.SZ)：修正后上半年预计实现净利3.05亿元–3.25亿元同比增503.72%-543.31%,格隆汇
2359,2020-07-06,天赐材料：上修业绩预期预计上半年净利润同比增加503.72%-543.31%,格隆汇
2360,2020-07-06,天赐材料：2020年半年度计提资产减值准备6825万元 资产异常,Wind
2361,2020-07-03,电新行业中期策略报告：电车与光伏方兴日盛 坚守龙头兼具成长价值,国海证券
2362,2020-07-02,特斯拉交付数据预测跟踪系列报告(二)：MODELY超预期放量 特斯拉全球Q2交付量预计达9万辆,新浪
2363,2020-07-02,电池与电气系统（五十二）：欧洲电动车市场再超预期，中国中游将迎来长周期增长,电新产业研究
2364,2020-07-01,【东吴电新】周策略：6月电动车销量超预期，多晶硅价格开涨,新兴产业汇
2365,2020-07-01,6月金股组合盈利15.63% 7月名单出炉,新浪
2366,2020-07-01,聚焦中报行情！业绩预喜，这些股已异动,Wind
2367,2020-06-30,化工行业上半年业绩预告格外亮眼,上证报
2368,2020-06-29,电气设备新能源行业周报：光伏竞价项目超预期 特斯拉Q2销量超预期,新浪
2369,2020-06-29,科技股王遭利空！暴涨19倍后要减持，机构刚买进12亿 减持股份,证券时报
2370,2020-06-29,40股获券商买入评级 中金黄金目标涨幅达48.33%,Wind
2371,2020-06-29,电动车中游产业链5月回顾：排产筑底回升 价格整体稳定,新浪
2372,2020-06-28,天赐材料(002709)公司专题研究：向死而生 今年或是天赐的拐点,新浪
2373,2020-06-27,【电新】天赐材料：向死而生，今年或是天赐的拐点,天风研究
2374,2020-06-23,天赐材料：中报再次大超预期，电解液、日化接力贡献,电新产业研究
2375,2020-06-23,天赐材料(002709.SZ)拟向工商银行申请不超7115万元并购贷款,格隆汇
2376,2020-06-23,业绩高增长股名单：46股上半年净利润预计翻倍,证券时报
2377,2020-06-22,电气设备：后补贴时代 看LFP电池发展趋势,新浪
2378,2020-06-22,基础材料、工业：新能源车月度观察：需求底部排产回升 看好3Q20 全球大拐点,新浪
2379,2020-06-22,535家公司预告上半年业绩 20.93%报喜,证券时报
2380,2020-06-19,电气设备行业海外供应链系列报告之二：逐鹿全球动力市场 电池巨头谁执牛耳？,新浪
2381,2020-06-19,20股获券商买入评级 雄塑科技目标涨幅达39.50%,Wind
2382,2020-06-18,A股共发生128宗大宗交易成交34.76亿元（6月18日）,Wind
2383,2020-06-18,天赐材料现2笔大宗交易 共成交912.91万元,新浪
2384,2020-06-18,天赐材料今日大宗交易成交30.40万股，成交价30.03元溢价0.0%,Wind
2385,2020-06-17,行业高景气，126家预喜，寻找中报“绩优股”,Wind
2386,2020-06-17,天赐材料(002709)：添加剂技术驱动电解液附加值提升 卡波姆带来日化盈利弹性！,新浪
2387,2020-06-16,天赐材料(002709.SZ)：年报推10派0.5元 股权登记日6月22日,格隆汇
2388,2020-06-12,汽车行业事件点评：【粤开汽车行业点评】5 月汽车销量同比转正 行业复苏进行时,新浪
2389,2020-06-11,粤开汽车行业点评：特斯拉股价创新高 持续看好供应链优质标的,新浪
2390,2020-06-10,上半年业绩暴增股名单 （附股）,证券时报
2391,2020-06-08,基础化工行业周报：布油重新站上40美元 供给端和需求端继续复苏,光大证券
2392,2020-06-08,电气设备新能源行业周报：欧州电动车政策持续超预期 国内锂电中游排产逐步恢复,新浪
2393,2020-06-05,电动车行业2020H2策略报告：夏季攻势,新浪
2394,2020-06-04,基础材料、工业-新能源车月度观察：欧洲显韧性中国弱复苏 国内电池需求逐步回升,新浪
2395,2020-06-02,化工 电力电气设备：电动车中游产业链4月回顾：价格重心下移 排产环比回升,新浪
2396,2020-06-01,夏季攻势丨兴证电新 · 电动车行业2020H2策略（朱玥、曾英捷）,兴业电新
2397,2020-06-01,电气设备新能源行业周报：欧州电动车政策超预期 光伏扩产标准趋严,新浪
2398,2020-06-01,上半年业绩暴增股名单 （附股）,证券时报
2399,2020-06-01,87家公司获机构调研（附名单）,证券时报网
2400,2020-05-29,大众入主国轩高科 产业链公司一览,金融界
2401,2020-05-27,特斯拉产业链点评：磷酸铁锂提升MODEL3性价比 MODELY产线建设超预期,国海证券
2402,2020-05-27,上半年业绩暴增股名单 （附股）,证券时报
2403,2020-05-25,54股融资余额降幅超10% 天赐材料降幅最大,证券时报网
2404,2020-05-24,天赐材料减值“蹊跷”：募投项目“难产” 营运资金承压,新浪
2405,2020-05-21,电力设备与新能源：疫情不改放量趋势 LG尤为亮眼,新浪
2406,2020-05-20,减持！天赐材料：部分董事、高管计划减持不超过65万股 拟减持股份,每日经济新闻
2407,2020-05-20,天赐材料(002709.SZ)：董监高减持完毕拟继续减持股份 拟减持股份,格隆汇
2408,2020-05-20,天赐材料：三位董事拟合计减持不超过0.1189%公司股份 减持股份,Wind
2409,2020-05-18,[路演]天赐材料：60000吨/年液体六氟磷酸锂项目正筹备建设,全景网
2410,2020-05-14,化工行业两会前瞻：看好农业、新材料、新能源、稳投资四大主线,新浪
2411,2020-05-13,电力设备与新能源行业4月销量点评：电动车4月销量回暖 合资新势力表现突出,新浪
2412,2020-05-08,电池与电气系统(四十九)：特斯拉的中国中游供应链，将逐渐体现出业务弹性,电新产业研究
2413,2020-05-08,134家机构调研TCL科技 半导体显示技术前景广阔,中国财富网
