,2021-12-31,中国人保推出HarmonyOS智能座舱车载保险,中国金融新闻网
1864,2020-03-31,去年投资狂赚5128亿元，五大上市险企今年怎么投？,腾讯网
1865,2020-03-31,中国人保24小时内向四川西昌森林火灾支付首笔赔款720万元 安全事故,证券时报网
1866,2020-03-31,社保基金持仓动向：去年四季度新进36股,新浪
1867,2020-03-31,中国人保携手上海市政府达成人保上海科创基金战略合作,上证报
1868,2020-03-31,高管称低估到不合理还无法回购 中国人保H股大涨近6%,新浪
1869,2020-03-31,社保基金去年四季度重仓股揭秘：新进36股增持39股,证券时报网
1870,2020-03-31,分红、股价、信保业务……一文看懂中国人保2019年成绩单,腾讯网
1871,2020-03-31,港股异动 | 董事长指H股股价”低得不合理“ 中国人保(01339)涨逾6%,智通财经
1872,2020-03-31,中国人保寿险市场份额降 董事长称H股股价低的不合理,中国经济网
1873,2020-03-31,港股开盘前瞻：现在的港股到底有多便宜,腾讯网
1874,2020-03-31,上市保险公司“发力年”成绩单：新业务价值增速“三涨两降”,Wind
1875,2020-03-31,人保：权益投资不应过分悲观抓住三大机遇,Wind
1876,2020-03-31,人保：权益投资不应过分悲观抓住三大机遇,证券时报
1877,2020-03-31,把脉2020年权益市场投资 五大险企：寻觅长期买点灵活配置,中证报
1878,2020-03-31,五大险企净利合计同比大增72% 专家称保险股或遭错杀,证券日报
1879,2020-03-31,五家上市险企去年投资狂赚5128亿元 上调权益投资占比是抓手,证券日报
1880,2020-03-31,跟着保险资金投资选股 2019年上市险企日赚7.87亿,21世纪经济报道
1881,2020-03-31,上市保险公司“发力年”成绩单： 新业务价值增速“三涨两降”、 代理人加速线上化转型,21世纪经济报道
1882,2020-03-31,权益投资不必过分悲观！中国人保抢抓A股“三大机遇” 今年分红51亿明年更多？,券商中国
1883,2020-03-30,上市险企净利普涨背后：寿险分化，战略各异,第一财经
1884,2020-03-30,五大险企业绩抢眼！高管：长期价值投资者已开始抄底价值洼地,中证报
1885,2020-03-30,中国人保：权益类资产配置加码 对A股市场充满信心,第一财经
1886,2020-03-30,投资、税优推动业绩普涨，A股五大上市险企净利增七成,第一财经
1887,2020-03-30,人保H股跌至历史低位 缪建民：曾想回购但不符合要求,华夏时报
1888,2020-03-30,缪建民：人保H股价低得不合理，今年权益投资抓三大机遇,第一财经
1889,2020-03-30,循迹中国人保2019年报：荣光和忧伤,和讯
1890,2020-03-30,中国人保2019年每股现金分红同比增加154%董事长缪建民：现在是投资人保H股的好机会,北青网
1891,2020-03-30,图说年报丨中国人保2019寿险转型、非车险快速增长,和讯
1892,2020-03-30,中国人保2019年信用保证险亏损29亿元，风险已开始暴露 亏损,零壹财经
1893,2020-03-30,中国人保业绩会：猪瘟影响生猪保险去年赔款70亿，将坚决剔除连亏且难改造业务,搜狐
1894,2020-03-30,中国人保发布2019年业绩：财险市占率33% 董事长缪建民称H股股价低得不合理,经济观察网
1895,2020-03-30,保险公司集体喊你抄底了！中国人保董事长缪建民：“我们H股估值低得不像话”,21世纪经济报道
1896,2020-03-30,中国人保2019年净赚317亿元 保险业务收入增幅重回两位数,中国网
1897,2020-03-30,中国人保：2019年净利润同比增66.6% 未来将继续加大分红力度,中证网
1898,2020-03-30,【财眼报】中国人保缪建民：公司H股股价低得不合理,新浪
1899,2020-03-30,中国人保回应H股创新低：“H股低得不像话了” 连续下跌,证券时报
1900,2020-03-30,中国人保缪建民：权益投资不悲观 抢抓战略性、行业性、战术性“三大机遇”,证券时报
1901,2020-03-30,中国人保董事长：人保H股股价低得不合理 现是投资好机会,澎湃新闻
1902,2020-03-30,社保基金持仓动向：去年四季度新进27股,证券时报网
1903,2020-03-30,中国人保2019年报出炉：寿险个人客户保费继续率出现下滑,和讯
1904,2020-03-30,港股公告精选：工商银行：2019年归母净利润3122亿元，同比增4.89%,Wind
1905,2020-03-30,10万亿元在手，五大险企今年会怎么投？,Wind
1906,2020-03-29,渠道、成本结构优化，ROE提升明显|中国人保（601319）2019年报点评【华创非银】,华创非银
1907,2020-03-28,中国人保推出“小微E保”助企业复工部分保费可税前扣除,搜狐
1908,2020-03-28,上市公司正负面新闻2020年3月28日星期六,Wind
1909,2020-03-27,工行、中行、交行、人保、太平2019年成绩单干货来了！,腾讯网
1910,2020-03-27,中国人保2019年净利同比增长66.6%,上证报
1911,2020-03-27,中国人保去年归母净利221亿增71%，财险市场占有率略增,澎湃新闻
1912,2020-03-27,中国人保(601319.SH)2019年度净利升66.6%至224.01亿元 拟10派1.16元,格隆汇
1913,2020-03-27,A、H股溢价率超100%个股增至49只 中国人保、中信建投等金融股达9只,证券日报
1914,2020-03-27,中国人保与越秀集团共同设立30亿元粤港澳大湾区产业投资基金,中证网
1915,2020-03-27,中国人保2019年归母净利润同比增长71.4%,上证报
1916,2020-03-27,中国人保(01339)年度归母净利润激增71.4%至221.35亿元 每10股派1.16元,智通财经
1917,2020-03-27,中国人保：2019年净利润221.35亿 上年同期129.12亿,新浪
1918,2020-03-27,中国人保：2019年实现净利221.35亿元,e公司
1919,2020-03-27,中国人保：2019年净利润224.01亿元，同比增66.6%,Wind
1920,2020-03-27,因多次被投诉 圆通快递员给中国人保工作人员下跪磕头道歉 诉讼纠纷,和讯
1921,2020-03-27,广东对保险资金吸引力越来越强 百亿基金在粤启航,南方网
1922,2020-03-26,又见百亿级险资入粤！投资领域有“新基建”,南方网
1923,2020-03-26,越秀集团携手中国人保发起设立大湾区产业投资基金,中证网
1924,2020-03-26,百亿大湾区基金来了！越秀集团联合中国人保发起，首期30亿元落地,21世纪经济报道
1925,2020-03-26,越秀集团与中国人保共同发起设立百亿大湾区基金,证券时报网
1926,2020-03-26,五大险企开展无抵押贷款，3家与光大银行合作被指捆绑高额保费,腾讯网
1927,2020-03-25,人保越秀粤港澳大湾区产业基金(一期)设立签约 规模30亿,证券时报
1928,2020-03-25,中国人保百亿粤港澳大湾区产业投资基金首期落地,上证报
1929,2020-03-24,业绩大幅下滑、屡遭消费者投诉，平安人寿的“套路”还能走多久？ 盈利能力下降,搜狐
1930,2020-03-23,中国人保(601319.SH)：人保财险发行完毕资本补充债券,格隆汇
1931,2020-03-23,中国人保：人保财险成功发80亿元资本补充债券,e公司
1932,2020-03-23,中国人保(01339-HK)：人保财险完成发行80亿元人民币资本补充债券,财华社
1933,2020-03-22,五大上市险企前2月成绩单：保费增长乏力，仅新华保险逆势上涨,搜狐
1934,2020-03-19,保险股全线下跌，人保达到一年前被大幅看空的“预言”价了,第一财经
1935,2020-03-19,A股上市险企前2月实现原保费收入6720亿 同比增速放缓至4.33%,中国网
1936,2020-03-18,保险行业开门红缺席：疫情下，为什么投保的人反而少了,腾讯网
1937,2020-03-18,中国人保(601319.SH)：华日新因年龄原因辞任非执董等职 董监高成员变化,格隆汇
1938,2020-03-18,中国人保：非执行董事华日新辞任 董监高成员变化,Wind
1939,2020-03-18,中国人保跌近2% 创新低 连续下跌,新浪
1940,2020-03-18,中国人保签发全国首单突发公共卫生事件应急救助保险,证券时报
1941,2020-03-17,中国人保以消费者为中心助力疫情防控,中国金融新闻网
1942,2020-03-17,五大上市险企前2个月揽收保费0.67万亿,国际金融报
1943,2020-03-16,疫情期间保险互联网营销转型显成效 中国人保APP活跃用户环比大增88%,证券日报
1944,2020-03-16,A股上市险企前2月保费增速分化 人保财险寿险均滑坡,中国经济网
1945,2020-03-16,五大上市险企2月保费环比降逾七成，营销员转战线上“自救”,Wind
1946,2020-03-16,五大上市险企2月份保费环比降逾七成 营销员转战线上“自救”,证券日报
1947,2020-03-15,2020年2月易观千帆移动AppTOP1000榜单丨疫情催化移动互联网全方位渗透，移动办公、在线教育用户激增,Analysys易观
1948,2020-03-14,中国人保前2月保费收入1241.61亿 同比下滑5.13% 盈利能力下降,中国经济网
1949,2020-03-13,五大上市险企前两个月保费逾6700亿 中国人寿领跑,中国财富网
1950,2020-03-13,A股头条之上市公司（3.14）,金融界
1951,2020-03-13,中国人保：前两月保费收入下降5.13%至1241.61亿元 盈利能力下降,北京商报网
1952,2020-03-13,中国人保前两月保费收入同比下降5%，人保健康保费增超7% 盈利能力下降,澎湃新闻
1953,2020-03-13,中国人保前2月保费收入合计1241.61亿元,上证报
1954,2020-03-13,中国人保前两月实现原保费收入1241.61亿元,上证报
1955,2020-03-13,中国人保：1-2月中国人保累计原保险保费收入为1211.61亿元,金融界
1956,2020-03-13,中国人保(01339)三附属前两月原保费收入同比增10.5%至1241.61亿元,智通财经
1957,2020-03-13,中国人保：前2月保费收入合计1242亿元,e公司
1958,2020-03-13,中国人保(601319.SH)1-2月原保险保费收入1241.61亿元 同比降5.13% 盈利能力下降,格隆汇
1959,2020-03-13,中国人保：1-2月累计原保险保费收入1241亿元,Wind
1960,2020-03-13,7家银行获批发行至多1180亿元永续债，料全年规模将超去年,Wind
1961,2020-03-13,百万亿元级金融国资集中统一管理，专家建议加大证券保险业配置,Wind
1962,2020-03-12,AH股溢价率超100％个股增至48只 中国人保等金融股占9只,腾讯网
1963,2020-03-10,助力中小企业复工复产 中国人保推出“小微E保”,上证报
1964,2020-03-10,中国人保推出“小微E保”助企业复工 部分保费可税前扣除,中国金融信息网
1965,2020-03-09,中国人保跌近5% 主动卖盘56%,新浪
1966,2020-03-06,人保寿险泉州支公司违法遭罚 未按规定识别客户身份 其他违规处罚,中国经济网
1967,2020-03-05,外资配置A股或提速！富时罗素最新目录公布（附全名单）,Wind
1968,2020-03-04,中国人保1月保费收入下降3.57％ 上市以来股价大幅震荡 盈利能力下降,腾讯网
1969,2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
1970,2020-03-04,保险业扩展产品责任升级保障功能 疫情之下“开门红”成绩单分化,投资时报
1971,2020-03-02,保险股跑输大盘，这两家险企却逆势大涨约20%,搜狐
1972,2020-03-02,"中国人保A股最高回撤50% 中信证券山顶发""神""预测腰斩",中国经济网
1973,2020-03-01,中国人保推出“稳外贸扩内需六举措”助力中小企业抗“疫”突围,中国金融新闻网
1974,2020-02-28,中国人保：对疫情影响严重企业 贸易信用险等保险费率最高可降15%,证券时报
1975,2020-02-28,又现债券踩雷，单日跌超10%！背后发生了什么？,中国基金报
1976,2020-02-27,中国人保：湖北主要农产品保险续保率85%以上,证券时报
1977,2020-02-26,【天胶“保险+期货”2019巡礼】华安期货云南勐腊项目户均获赔3438元,华安期货
1978,2020-02-26,A股上市险企1月实现原保费收入5284.35亿元 同比增长6.42%,中国网
1979,2020-02-25,中国人保疫情防控综合险已在多地落地,上证报
1980,2020-02-25,深V反转、多空火拼1.4万亿！四大头部券商已“看空”一年前唱空牛股带崩大盘,金融界
1981,2020-02-25,中国人保：推动构建突发公共卫生事件巨灾保险机制,证券时报
1982,2020-02-25,中国人保支持企业复工复产：抓好“复工保”等专属保障产品推广、创新发展营业中断险产品,中国网
1983,2020-02-25,五大上市险企首月揽收保费0.53万亿 疫情或致一季度新单承压,国际金融报
1984,2020-02-25,A股5大上市险企1月保费5284亿 增速分化两大险企下滑,中国经济网
1985,2020-02-25,扩责、延期、降费，险企打出组合拳护航企业复工,Wind
1986,2020-02-24,A股五大险企1月保费PK榜 寿险国寿夺冠，产险人保第一,中新经纬
1987,2020-02-24,五上市险企首月揽0.53万亿保费，券商：疫情影响有限长期仍看好保险股,腾讯网
1988,2020-02-24,【权益变动】中国人保(01339-HK)被摩根大通减持约607.78万股 减持股份,财华社
1989,2020-02-24,五大上市险企交1月份成绩单，三升两降分化较大,Wind
1990,2020-02-23,五大上市险企交1月份成绩单 三升两降分化较大,腾讯网
1991,2020-02-23,牛市来了基民却懵了：巨无霸级险资公募为何“失手”,新浪
1992,2020-02-21,摩根大通减持中国人保(01339)607.78万股，每股作价2.94港元 减持股份,智通财经
