,2021-12-31,年度盘点丨2021药企赴港IPO：互联网医疗企业偏爱港股，下半年市场转冷，24家跌破发行价,新浪医药
1544,2020-07-24,“割韭菜”的终于被赶跑了！,金融界
1545,2020-07-24,凯莱英定增高瓴靠边站 兴全等公募抬轿子让私募套利？,中国经济网
1546,2020-07-24,“18+8战投”政策“刹车”早有迹象，57家上市公司再融资方案或需调整,Wind
1547,2020-07-24,“18+8战投”政策“刹车”早有迹象 57家上市公司再融资方案或需调整,21世纪经济报道
1548,2020-07-23,涨停潮！疫苗连传好消息，下半年医改重点任务已敲定,中证报
1549,2020-07-23,高瓴悬了！凯莱英大改23亿定增案，究竟蕴含怎样的玄机？,Wind
1550,2020-07-23,欧菲光定增案“战投”消失 同日宣布发债25亿,第一财经
1551,2020-07-23,500亿医药“白马”定增生变 “包场”的高瓴资本或出局？,贝壳社
1552,2020-07-23,老周侃股：高瓴资本放弃包揽定增释放什么信号,北京商报
1553,2020-07-23,凯莱英修改定增方案 “公募抬轿私募套利”遭市场质疑,新浪
1554,2020-07-23,“从1到35”，高瓴资本不再包揽！凯莱英23亿定增方案突变,和讯
1555,2020-07-23,风向变了？凯莱英23亿定增生变，私募：监管或严格规管战投条件,搜狐
1556,2020-07-23,【浙商医药|外包周报】A+H加速布局下医药CXO板块，是否还可以加仓？,杏林建研
1557,2020-07-23,投资圈炸锅！高瓴资本扫货A股按下暂停键？,中国基金报
1558,2020-07-23,高瓴资本包揽凯莱英定增生变 相关概念股开盘走弱,e公司
1559,2020-07-23,凯莱英修订定增预案 “18个月+8折”战投定增惹争议,券商中国
1560,2020-07-23,23日公司新闻聚焦：凯莱英修改定增方案 吉利入主华菱星马,证券时报网
1561,2020-07-23,凯莱英(002821)公司点评：定增方案修订 把握行业机遇持续稳步推进长期战略,新浪
1562,2020-07-23,定增标杆交易突然调整，高瓴不能直接“上车”了,中国证券网
1563,2020-07-23,定增圈炸了！风向变了？“18个月+8折”战投式定增被暂停，高瓴不再包揽认购 再融资异常,中证报
1564,2020-07-23,投资圈炸锅！500亿医药大牛股融资变了：高瓴资本扫货A股按下暂停键？,中国基金报
1565,2020-07-23,高瓴资本包揽凯莱英定增生变，半年已扫货十余家生物医药公司,澎湃新闻
1566,2020-07-23,凯莱英修改定增方案战投定价发行有变？,证券时报
1567,2020-07-23,【浙商医药|周报】持续关注Q2基金重仓提升的制药创新产业链─医药行业周报,杏林建研
1568,2020-07-22,高瓴资本不再包揽认购凯莱英定增方案突变，定增战投风向要转了？,21世纪经济报道
1569,2020-07-22,凯莱英(002821.SZ)：拟调整2020年度定增方案并终止附条件生效的股份认购协议及其补充协议 再融资异常,格隆汇
1570,2020-07-22,大事！定增对象、锁定期、定价基准日，一改到底，高瓴不再包揽！大牛股凯莱英23亿融资案有何玄机？,证券时报网
1571,2020-07-22,公告精选：南宁百货申请免税品经营资质；凯莱英修改定增方案,e公司
1572,2020-07-22,医药生物行业日报：生物制品板块领涨医药,新浪
1573,2020-07-22,凯莱英：修订公司非公开发行股票方案,证券时报网
1574,2020-07-22,凯莱英：修订公司非公开发行股票方案,e公司
1575,2020-07-22,牛股频频出没！高瓴押注CRO背后的考量,Wind
1576,2020-07-22,凯莱英：终止附条件生效的股份认购协议及其补充协议,Wind
1577,2020-07-21,医药生物行业日报：多款新冠疫苗发表临床实验数据,新浪
1578,2020-07-21,创新药板块午后再度拉升，人福医药、智飞生物双双涨停,Wind
1579,2020-07-21,医疗物资出口板块强力拉升，药明康德涨超6%,Wind
1580,2020-07-20,高瓴资本包揽健康元定增5天浮盈近13亿 超千亿全球扫货药企市值超2.5万亿,长江商报
1581,2020-07-18,【浙商医药|策略】全球接轨、替代升级─2020年医药中期投资策略,杏林建研
1582,2020-07-18,2020年医药中期投资策略：全球接轨、替代升级,新浪
1583,2020-07-18,太疯狂！刚刚，张磊又火了！高瓴狂砸100亿，加仓4000亿巨头！黄晓明、葛卫东却失手了,中国基金报
1584,2020-07-17,6月社零数据点评：6月可选消费增速进一步提升 预计后续呈现缓慢恢复的趋势,新浪
1585,2020-07-16,医药生物行业日报：MODERNA将开展新冠疫苗三期临床,新浪
1586,2020-07-15,高瓴资本频现定增战投名单，医药生物股成其偏爱领域,制药网
1587,2020-07-15,7年巨亏130亿，这家公司又获得超20亿美元投资 重大损失,每日经济新闻
1588,2020-07-14,健康元营收增速放缓 引入战投高瓴资本获两涨停 盈利能力下降,新浪
1589,2020-07-14,高瓴定增凯莱英：战略投资者和上市公司是如何在定增中双赢的？,新浪
1590,2020-07-14,高瓴资本A股布局青睐医药股 全额认购健康元定增,北京商报
1591,2020-07-14,高瓴资本全额认购健康元22亿募资 耗资70亿参与五公司定增浮盈44亿,长江商报
1592,2020-07-14,又来！高瓴22亿抢食GSK、AZ，百亿定增迎来降温打击？,E药经理人
1593,2020-07-13,买买买不停 高瓴资本又出手了,上证报
1594,2020-07-13,频现定增战投名单高瓴资本A股布局青睐医药股,北京商报
1595,2020-07-13,高瓴战略入股健康元，大股东阵容豪华，睿远、社保已提前加仓,红周刊
1596,2020-07-13,果然涨停！张磊又出手，22亿狂买这家公司！投资医药股超1200亿元,中国基金报
1597,2020-07-13,【民生医药|周报】药筛CRO领涨外包板块，IND数据创历史新高,杏林建研
1598,2020-07-12,近22亿大手笔！高瓴资本将获健康元8%股份，其他多笔投资数月浮盈超42亿,中证报
1599,2020-07-11,机构：医药投资倾向“降维出击”,中证报
1600,2020-07-09,【民生医药|公司深度】博腾股份：CRO导流，能力提升，进入成长快车道CDMO公司,杏林建研
1601,2020-07-09,医药外包行业系列深度报告之三：“API+”：全球产业大转移 褪去周期迎成长,光大证券
1602,2020-07-09,高瓴火速再出手：这两家公司市值大涨170亿,36氪
1603,2020-07-09,上半年股基冠军经理皮劲松：医药行业长期发展空间大,中国经济网
1604,2020-07-08,凯莱英(002821.SZ)拟向银行申请不超1.5亿元综合授信额度,格隆汇
1605,2020-07-08,成交量连续5天破万亿，各路资金跑步入场,Wind
1606,2020-07-07,凯莱英今日大宗交易成交1万股，成交价225.5元溢价0.0%,Wind
1607,2020-07-07,市场热情到底有多高？两融单日新增创历史新高,Wind
1608,2020-07-06,医药生物行业2020年7月投资月报：风格会切换么？耗材集采怎么看？,新浪
1609,2020-07-06,【异动股】CRO板块下挫，凯莱英(002821-CN)跌4.93%,财华社
1610,2020-07-02,医药生物行业日报：医药高位盘整 关注高值耗材集采,新浪
1611,2020-07-02,医药中期策略：迎接后疫情时代 医药优先看好“5+X”,新浪
1612,2020-07-02,医药生物行业月报：医药6月流动性上升 步入业绩兑现期,新浪
1613,2020-07-01,【民生医药|行业周报】板块普涨，关注成长性更强的 CXO和API板块,杏林建研
1614,2020-07-01,【民生医药】医药外包行业专题：从人效角度看中国医药外包公司的商业模式拓展,杏林建研
1615,2020-06-30,【浙商医药|深度】药明康德：CDMO加速增长下，医药CXO龙头长牛天花板打开,杏林建研
1616,2020-06-30,直追药明康德，泰格一天豪掷9亿投向新医药，康龙化成、凯莱英一众CXO扎堆进入,E药经理人
1617,2020-06-30,凯莱英(002821)跟踪报告：2020年股权激励出台 夯实业绩增长基础,新浪
1618,2020-06-30,凯莱英公司点评：公布2020年激励计划 长期发展值得期待,发布易
1619,2020-06-30,17股获券商买入评级 溢多利目标涨幅达48.49%,Wind
1620,2020-06-29,31股今日获机构买入评级8股上涨空间超20%,证券时报网
1621,2020-06-29,仙乐健康(300791)：保健食品ODM龙头 发力功能性食品新领域,创业板
1622,2020-06-29,【民生医药|外包周报】疫情加速离岸外包转移，中国力量受全球青睐,杏林建研
1623,2020-06-29,【民生医药|点评】股权激励加强科学家绑定，持续看好CXO,杏林建研
1624,2020-06-28,医药生物行业周报：拥抱药物创新和器械创新大时代,新浪
1625,2020-06-28,医药生物行业周报：关注第三轮集采目录扩容,新浪
1626,2020-06-27,中国医药创新城市地图｜天津：往何处去,E药经理人
1627,2020-06-25,高瓴资本战投已浮盈90% 竟有人后发先至抄了他们的底,上证报
1628,2020-06-25,凯莱英再做股权激励 新聘副总获14.66%,新浪
1629,2020-06-25,医药行业2020年中期策略：医药节奏看疫情 重点细分看“科技”自下而上填洼地,新浪
1630,2020-06-24,高瓴年内调研16家公司 刚刚入手广联达 接下来会买谁？,红周刊
1631,2020-06-24,医药行业半年度策略报告：紧抓“抗疫”和“自主定价”两大主线,新浪
1632,2020-06-24,医药行业2020年中期投资策略：坚持高景气赛道+龙头战略,新浪
1633,2020-06-24,凯莱英(002821.SZ)拟推122.80万股限制性股票激励计划,格隆汇
1634,2020-06-24,凯莱英：拟授予限制性股票数量122.80万股,Wind
1635,2020-06-24,每股117.07元！凯莱英推出2020年限制性股票激励计划，涉及激励对象共计225人,每日经济新闻
1636,2020-06-23,医药生物行业日报：新冠疫苗获批临床,新浪
1637,2020-06-23,【医药2020H1业绩前瞻】刚需属性逐步显现，Q2业绩加速趋势明显,兴证医药健康
1638,2020-06-23,券商首次关注4股并给予买入评级（6月23日）,Wind
1639,2020-06-22,【民生医药|周报】持续推荐特色原料药及医药服务，关注全国集采后的替代空间,杏林建研
1640,2020-06-22,医药特色原料药行业系列研究：从关联审评数据 看API行业生态演绎,新浪
1641,2020-06-22,民生证券研究周观点,新浪
1642,2020-06-22,凯莱英(002821)：技术驱动的CDMO领导者 把握机遇 快速腾飞,新浪
1643,2020-06-22,高瓴资本48亿参与四家公司定增 携资金及业务增量入局加深合作,长江商报
1644,2020-06-21,【民生医药|专题】从关联审评数据，看API行业生态演绎—特色原料药行业系列研究,杏林建研
1645,2020-06-21,【民生医药|周报】医药牛市思考，选赛道vs选标的,杏林建研
1646,2020-06-19,“股王”分红，幸福满满！还有这些公司股权登记,Wind
1647,2020-06-19,医药生物行业日报：医药大幅调整 后市关注政策走向,新浪
1648,2020-06-17,凯莱英(002821.SZ)：高管黄小莲累计减持1.68万股减持计划实施完毕 拟减持股份,格隆汇
1649,2020-06-17,凯莱英：4名高管合计减持近10万股，完成减持计划 减持股份,Wind
1650,2020-06-17,张磊又出手！高瓴砸15亿，这只大牛股应声暴涨！5年狂飙5倍,中国基金报
1651,2020-06-17,【研报掘金】新冠疫情相关领域投资主线或延续全年，关注高景气细分行业,证券时报网
1652,2020-06-17,凯莱英引入高瓴战投 “投研+商业”双驱动发挥协同优势,金融界
1653,2020-06-16,医药生物行业双周报,新浪
1654,2020-06-16,近20家药企卷入药物临床试验腐败案 其他违规处罚,中国经营报
1655,2020-06-15,凯莱英：公司股东、副总经理黄小莲减持8400股 减持股份,每日经济新闻
1656,2020-06-15,凯莱英(002821.SZ)：副总经理黄小莲减持量过半累计减持8400股 减持股份,格隆汇
1657,2020-06-15,一季度融资交易完成数量TOP10，医药相关行业占了3个,制药网
1658,2020-06-11,5178点五周年，昔日10倍股今何在？这些新10倍股大牛涌现,中证报
1659,2020-06-10,[路演]凯莱英：在化学合成大分子领域已有成熟的业务,全景网
1660,2020-06-10,[路演]凯莱英：持续巩固公司在国内CDMO的领先地位,全景网
1661,2020-06-10,危中见机，后疫情时代的中长期投资机会：医疗健康下半年投资策略,Wind
1662,2020-06-09,【民生医药】“研”之有理，百篇报告全景剖析医药CXO,杏林建研
1663,2020-06-08,医药生物行业周报：全球疫情持续 API和CDMO二季度超预期机会明显,新浪
1664,2020-06-08,生物医药行业周报：国家首发文推动未过评药品进入集采 可选品种范围扩大,新浪
1665,2020-06-05,医药生物行业6月投资策略：后疫情时代 把握恢复性子行业和医药“新基建”增量赛道,新浪
1666,2020-06-05,【民生医药|周报】：不确定外部环境下，中国市场红利持续,杏林建研
1667,2020-06-05,【民生医药|外包】不确定外部环境下，中国市场红利持续,杏林建研
1668,2020-06-04,医药生物行业日报：医药再创新高 关注后市流动性,新浪
1669,2020-06-04,医药生物行业日报：风险偏好提升 医药重回强势,新浪
1670,2020-06-03,战投“外衣”难披，定增锁定期再延长释放什么信号？,第一财经
1671,2020-06-02,高瓴百亿重仓的“卖铲子”行业，干的是医药界富士康的生意？,36氪
1672,2020-06-02,医药生物行业点评报告：ASCO 2020全球进展解读：免疫疗法依旧亮眼 联合用药大势所趋,新浪
1673,2020-06-02,医药生物行业投资策略月报：布局高景气度细分领域 聚焦业绩持续增长带来的机会,广发证券
1674,2020-05-31,5月83股创历史新高，还有16股年内翻倍，这两大行业成牛股集中营,Wind
1675,2020-05-31,【民生医药|周报】CXO表现较好，推荐景气提升细分领域配置价值,杏林建研
