,2021-12-31,路演互动丨隆基股份1月4日可转债发行网上路演,全景网
4645,2021-02-03,中银证券--电力设备与新能源行业2020年年报业绩前瞻：板块预告业绩高增长，新能源发电表现亮眼【行业研究】,金融界股吧
4646,2021-02-03,光伏龙头隆基股份签订约73亿元大单，去年累计签下合同近360亿元,资本邦
4647,2021-02-03,光伏硅片行业之变：双寡头格局恐被打破，下一轮洗牌在即,时代在线
4648,2021-02-03,涨幅碾压隆基！一年十倍的光伏大牛股怎么炼成的？,上证报
4649,2021-02-03,隆基股份(601012)：2020Q4实际经营业绩超预期 2021Q1在手订单充沛,华安证券
4650,2021-02-03,保利协鑫：与中环、隆基两大头部企业签订44.14万吨多晶硅采购协议,中证网
4651,2021-02-03,港股异动丨光伏板块延续涨势，保利协鑫能源急升15%,金融界
4652,2021-02-03,光伏板块持续走强，阳光电源大涨7%逼近新高,Wind
4653,2021-02-03,港股异动︱保利协鑫能源(03800)早盘高开9.33% 与隆基股份签署多晶硅采购协议 预估合同总额73.28亿元,智通财经
4654,2021-02-03,港股异动 | 保利协鑫能源(3800.HK)大幅高开逾9% 与隆基股份、中环股份签多晶硅料大单,格隆汇
4655,2021-02-03,A股融资融券日报：两融余额增加18.01亿元（2月2日）,Wind
4656,2021-02-03,中银证券--研究部2月金股：2月金股组合【投资策略】,金融界股吧
4657,2021-02-03,东方日升暴雷会带崩光伏板块吗？,锦缎
4658,2021-02-03,北向资金持仓渐趋均衡化,Wind
4659,2021-02-03,首次牵手保利协鑫签署超73亿元硅料合同 隆基股份：是为了保障公司硅片扩产后原料供应,财联社
4660,2021-02-03,与老对头签73亿采购长单 隆基股份股价上行空间有限,--
4661,2021-02-02,保利协鑫与隆基股份、中环股份签多晶硅料大单，均锁量不锁价,澎湃新闻
4662,2021-02-02,隆基股份向保利协鑫采购73亿多晶硅料 全行业近60%产能被长单锁定,21世纪经济报道
4663,2021-02-02,隆基股份向保利协鑫能源采购73亿元多晶硅料，全行业2021年硅料产能近60%已被长单锁定,21世纪经济报道
4664,2021-02-02,公告精选：宁德时代拟290亿元继续扩产能；隆基股份签逾73亿元多晶硅料采购合同,e公司
4665,2021-02-02,公告精选：隆基股份签逾73亿元多晶硅料采购合同；上海家化2020年净利同比降23%,e公司
4666,2021-02-02,晚间重要公告2021年2月2日星期二,Wind
4667,2021-02-02,保利协鑫能源(03800)签署多晶硅采购协议 预估合同总额73.28亿元,智通财经
4668,2021-02-02,业绩意外变脸、机构撬板出货 东方日升错失大好形势 盈利能力下降,新浪
4669,2021-02-02,保利协鑫能源(03800.HK)与隆基股份签订73.28亿元多晶硅长单销售合同,格隆汇
4670,2021-02-02,2月2日晚间上市公司十大重磅公告,巨丰财经
4671,2021-02-02,【公告抢先看】晚间重要公告：隆基股份签订约73亿元多晶硅料采购协议、上海机场不存在应披而未披露事项,金融界
4672,2021-02-02,隆基股份与江苏中能签署9.14万吨多晶硅料采购协议,北极星电力
4673,2021-02-02,隆基股份：签署长期多晶硅料采购协议，按当前市场价格预估，本合同总金额约73.28亿元,36氪
4674,2021-02-02,隆基股份：签订逾73亿元多晶硅料采购合同,e公司
4675,2021-02-02,销售每日AH推荐,新浪
4676,2021-02-02,王英歌：2050年，光伏发电将占全社会总用电量四成,索比光伏网
4677,2021-02-02,山西证券--光伏行业周报：西部光伏税收优惠延长，多家企业预告业绩翻倍【行业研究】,金融界股吧
4678,2021-02-02,2月首日北向资金扫货34亿，哪些行业和个股最受青睐？（附名单）,21世纪经济报道
4679,2021-02-02,A股融资融券日报：两融余额减少18.24亿元（2月1日）,Wind
4680,2021-02-02,A股首例！中签缴款却要原路退回，发生了什么？,证券时报网
4681,2021-02-02,太少见！这家公司可转债被中止上市了！退本金+利息,证券时报网
4682,2021-02-02,【东北电新董瑜】行业周报：PERC后周期，HJT、TOPCon崛起,东北证券研究所
4683,2021-02-02,广发证券：硅料涨价行情持续，大尺寸HJT电池量产转化效率突破,证券时报网
4684,2021-02-02,【山证电新】行业周报（20210125-20210131）：西部光伏税收优惠延长，多家企业预告业绩翻倍,山西证券研究所
4685,2021-02-02,光伏企业扩产步伐不停 中环股份120亿建智能工厂,证券时报
4686,2021-02-02,浙商机械 邱世梁||王华君【上机数控】高成长、低估值、大潜力：光伏210大硅片龙头逐步崛起！,高端装备制造及材料
4687,2021-02-01,光伏企业扩产步伐不停 产业面临竞争升级,e公司
4688,2021-02-01,东方日升业绩“预警”背后：“一体化”趋势下组件业务承压 盈利能力下降,中国经营报
4689,2021-02-01,幸福的烦恼：高瓴持股宁德时代半年浮盈超百亿，减持OR持有？ 减持股份,第一财经
4690,2021-02-01,隆基股份：“隆20转债”2月8日起开始转股,Wind
4691,2021-02-01,隆基股份：2月8日起“隆20转债”开始转股转股价格为52.59元/股,格隆汇
4692,2021-02-01,隆基股份(601012.SH)：“隆20转债”2月8日起开始转股,格隆汇
4693,2021-02-01,北向资金净流入逾34亿元，抢筹中国中免7.77亿元,第一财经
4694,2021-02-01,北向资金 | 合计净流入34.59亿元，中国中免、长江电力、隆基股份净买入居前,上游新闻
4695,2021-02-01,平安基金杀入光伏赛道！谢治宇刘格菘减持隆基，傅鹏博冯波却加仓 减持股份,新浪
4696,2021-02-01,垂直一体化布局“存短板”，东方日升去年净利同比约降八成 盈利能力下降,经济观察报
4697,2021-02-01,北向资金今日净买入34.59亿元，中国中免净买入额创历史新高,Wind
4698,2021-02-01,隆基股份(601012.SH)：7家子公司与江苏中能签订多晶硅料采购合同,格隆汇
4699,2021-02-01,电气设备及新能源行业周报：电新行业2020Q4基金持仓分析,新浪
4700,2021-02-01,华安证券--新能源行业周报：行业分化初现，短期波动不改长期趋势【行业研究】,金融界股吧
4701,2021-02-01,周报(2021.2.1)：仍看好中游，圆柱电池、六氟、光伏硅料均涨价,电新产业研究
4702,2021-02-01,电力设备新能源行业周报：特斯拉产销快速增长 硅料涨价行情持续,新浪
4703,2021-02-01,电力设备行业：特斯拉产能加速扩建 光伏平价时代方兴未艾,新浪
4704,2021-02-01,东方日升业绩“腰斩”！股价暴跌20%！“光伏巨头”风光不再？ 盈利能力下降,环球老虎财经
4705,2021-02-01,光伏板块持续回调，通威股份、阳光电源均跌超4%,Wind
4706,2021-02-01,A股融资融券日报：两融余额减少155.52亿元（1月29日）,Wind
4707,2021-02-01,96股获券商买入评级，会畅通讯目标涨幅达120.06%,Wind
4708,2021-02-01,高瓴战投这家医药公司，更“盯上”这些A股,中国基金报
4709,2021-02-01,【中原电气设备】光伏行业周报：硅料价格继续反弹，调整行情中关注龙头,中原证券研究所
4710,2021-02-01,中银证券研究部2021年2月金股组合,新浪
4711,2021-02-01,光伏企业迈开激进扩产步伐 新一轮“厮杀”风险或将逼近,中新经纬
4712,2021-01-31,这16家中小市值公司被机构重仓持有……,上证报
4713,2021-01-30,1月份周应波加港股，谢治宇卖爱股,新浪
4714,2021-01-30,2月买什么？这家公司和这一行业最受券商青睐,财联社
4715,2021-01-30,2月金股名单来了！券商最爱这只3000亿大牛股，还有个股开年已涨80%,中证报
4716,2021-01-30,2020年最赚钱的光伏企业是哪家？隆基股份净利润居首 这家公司亏损超26亿元 亏损,21世纪经济报道
4717,2021-01-30,【山证电新】隆基股份（601012.SH）：组件出货跃居全球第一，加速扩产夯实龙头地位,山西证券研究所
4718,2021-01-30,隆基股份(601012)事项点评报告：业绩稳步增长 大幅扩产巩固龙头地位,新浪
4719,2021-01-30,隆基股份(601012)业绩预告点评：资产减值计提和汇兑损益影响部分业绩 总体符合预期,新浪
4720,2021-01-30,财富周评榜| 光伏股全线杀跌！福莱特股价猛降14%，隆基市值缩水超400亿 连续下跌,华夏时报
4721,2021-01-30,光伏公司业绩亮眼,中证报
4722,2021-01-29,【方正电新】隆基股份：经营业务表现优异，硅片组件全球双冠,申建国电新团队
4723,2021-01-29,转债行业跟踪第27期：一周行业数据,新浪
4724,2021-01-29,中证路演回放 | 新能源光伏组件供应商鑫铂股份（003038）IPO网上路演,中证报
4725,2021-01-29,商业故事丨光伏业2500亿扩产潮背后：价格战一触即发,21世纪经济报道
4726,2021-01-29,市场上最聪明的钱买什么？ ——揭晓优秀主动权益类基金最新资产配置,新浪
4727,2021-01-29,2020Q4基金调仓:加仓食品饮料、化工 减仓电子、房地产、电气设备,新浪
4728,2021-01-29,"SLF利率要上调？央行辟谣：980亿活水难解近""渴""流动性何去何从?",券商中国
4729,2021-01-29,这一利率要上调？央行紧急辟谣 流动性何去何从？,券商中国
4730,2021-01-29,隆基股份(601012)2020年业绩预告点评：业绩符合预期 技术、规模、盈利有望全面领先,新浪
4731,2021-01-29,全球光伏“双冠王”加冕 隆基股份2020年净利超82亿元,中国经营网
4732,2021-01-29,【万联电新 | 点评】隆基股份：业绩稳步增长，大幅扩产巩固龙头地位,万联证券研究所
4733,2021-01-29,Q4业绩环比下滑 “光茅”隆基遭收入前置配合减持质疑 盈利能力下降,新浪
4734,2021-01-29,抱团松动苗头已现，新能源三剑客周跌超10%,Wind
4735,2021-01-29,“抱团”股连日集体杀跌 主力砸盘、外资买入 连续下跌,第一财经
4736,2021-01-29,隆基股份(601012)公司信息更新报告：业绩符合预期 一体化龙头领军迎平价,新浪
4737,2021-01-29,隆基股份(601012)年报预告点评暨系列报告22：Q4业绩符合预期 成功夺取组件第一,新浪
4738,2021-01-29,光伏产业链业绩爆棚，行业势头强劲，哪些个股还有上车机会？,第一财经
4739,2021-01-29,隆基股份跌近7%，成交金额接近120亿元居两市首位,Wind
4740,2021-01-29,隆基股(601012)：2020业绩预增符合我们预期 看好公司继续领跑组件出货,新浪
4741,2021-01-29,电子元器件发展行动计划印发 业绩预增概念股来了,证券时报
4742,2021-01-29,“光伏茅”1天半蒸发534亿，白酒板块强势领涨,中国基金报
4743,2021-01-29,4000亿大白马大跌！白酒股狂拉，关键时刻还看茅台？,中国基金报
4744,2021-01-29,"软件龙头闪崩，公司连续6年这样“神操作”！上市半年或被ST，这家公司创纪录！电子元器件发展行动计划印发，预增概念股来了
风险警示",证券时报网
4745,2021-01-29,东吴证券--隆基股份:四季度业绩略受减值影响，全产业链龙头强者恒强【公司研究】,金融界股吧
4746,2021-01-29,啥情况？4000亿大白马突然暴跌，航运巨头盘中跌停！白酒股狂拉，关键时刻还看茅台？,中国基金报
4747,2021-01-29,机构半日流入15亿元 加码隆基股份超39亿元,第一财经
4748,2021-01-29,隆基股份(601012)：业绩符合预期 硅片、组件双料冠军,新浪
4749,2021-01-29,解盘：成交量低迷，航空、白酒、CRO、影视略涨,Wind
4750,2021-01-29,业绩利好难掩股价大跌，“光伏茅”这是怎么了，中金上调其目标价,证券时报网
4751,2021-01-29,中泰证券--电力设备新能源周观察：硅料价格持续上涨，关注大众MEB供应链【行业研究】,金融界股吧
4752,2021-01-29,隆基股份早盘已放量成交超100亿元,Wind
4753,2021-01-29,隆基股份下跌5.53%2020年净利润增长55.30%-62.88%,证券时报网
4754,2021-01-29,【行情】光伏概念股大幅走弱，京运通、嘉泽新能、隆基股份、通威股份、晶澳科技等跌近8%,金十数据
4755,2021-01-29,光伏板块走低 隆基股份、通威股份跌超8%,e公司
4756,2021-01-29,光伏板块跳水，隆基、通威股份均跌超7%,Wind
4757,2021-01-29,华安证券--隆基股份：2020Q4实际经营业绩超预期，2021Q1在手订单充沛【公司研究】,金融界股吧
4758,2021-01-29,国金证券--隆基股份：组件业务持续发力，汇兑、减值小幅拖累Q4业绩【公司研究】 盈利能力下降,金融界股吧
4759,2021-01-29,“光伏茅台”业绩再加磅：2020年净利润82-86亿元,华夏能源网
4760,2021-01-29,隆基股份(601012.SH)大跌近7% 连续下跌,格隆汇
4761,2021-01-29,中金公司：上调隆基股份目标价96%至138元,中证网
4762,2021-01-29,“光伏茅”隆基股份净利预增逾五成，中金上调目标价至138元,第一财经
4763,2021-01-29,预报！隆基股份2020年净利润82亿元~86亿元,中国能源网china5e
4764,2021-01-29,光伏板块盘初分化，隆基股份跌超2%,Wind
4765,2021-01-29,光伏行业在2021年将会呈现怎样的发展趋势？,上证报
4766,2021-01-29,西安美畅产业园项目签约落户西安航天基地,北极星电力
4767,2021-01-29,隆基股份预计去年净利增长50%以上 美股隔夜反弹或利好A股上涨,巨丰财经
4768,2021-01-29,光伏产业巨头业绩增速强劲 2021年行业仍将很“疯狂”,上证报
4769,2021-01-29,【国金晨讯】上调隆基股份目标价；固收：资金面最紧的时候可能已经过去；伊利：短期存在盈利弹性,国金证券研究所
4770,2021-01-29,A股融资融券日报：两融余额减少80.38亿元（1月28日）,Wind
4771,2021-01-29,一夜70家预亏，300万股东“踩雷”！科技龙头曝利空,证券时报
4772,2021-01-29,中金：上调隆基股份目标价96%%至138元预计2021年出货量进一步上升,格隆汇
4773,2021-01-29,平安证券--隆基股份：业绩高增，组件份额有望继续快速提升【公司研究】,金融界股吧
