,2021-12-31,35股今日获机构买入评级,证券时报网
3115,2019-03-11,1分钟净流出5.76亿！外资离场，A股后市主线谁主导？,腾讯网
3116,2019-03-11,快评：股票通外资持股频触红线 市场呼吁放宽限制,21世纪经济报道
3117,2019-03-11,电子设备、仪器和元件行业:从科技创新角度看电子企业,正点财经
3118,2019-03-11,恒泰证券：短期多一份冷静,和讯
3119,2019-03-11,博览财经：每日A股大参考,和讯
3120,2019-03-11,市场风格显著分化 成长类基金阶段性占优,天天基金网
3121,2019-03-11,【中金电子与通信】科技硬件周报（3/10）：A股关注边缘计算，北上资金流入有所放缓,乐平科技视角
3122,2019-03-11,大族激光、美的集团外资持股比例连续下降,Wind
3123,2019-03-11,中国中小盘股逆袭，上证50与创业板比值缩至近7个月最低,汇通网
3124,2019-03-11,信息速递| 2019年3月11日格林大华信息速递,格林大华期货资讯
3125,2019-03-11,跟随北上资金“抄作业”机构紧盯外资“对手盘”,中证网
3126,2019-03-11,联讯策略：短期休整 不足为惧,新浪
3127,2019-03-11,"食品饮料行业食品饮料外资持股比例点评:多数个股仍有足够提升空间,比例限制影响不大",证券之星
3128,2019-03-10,前有上海机场后有大族激光 外资限购再现会造成什么影响？,中金在线
3129,2019-03-10,歇歇脚 再启程,红周刊
3130,2019-03-10,短期波动不改向好行情 短期回落不改春季躁动行情,财富动力网
3131,2019-03-09,巨丰原创：注意！该股已“断货”A股市场或迎新概念？,巨丰财经
3132,2019-03-09,外资狂买大族激光的背后,证券时报
3133,2019-03-09,继续布局中小创绩优股,红周刊
3134,2019-03-08,先“限购”后“剔除” 外资爆买A股下“幸福的烦恼”,国是直通车
3135,2019-03-08,招商基金:大跌主要受短期涨幅过高影响 后市机会较多,新浪
3136,2019-03-08,大摩：MSCI指数剔出外资持股逾上限A股 料利淡市场情绪,格隆汇
3137,2019-03-08,中信建投：外资话语权提升 牛市行情将持续,和讯
3138,2019-03-08,罕见接连看空！华泰证券给予中信建投卖出评级 中国人保中信建投开盘跌停 看空的中信华泰也暴跌！ 股票卖空,中国基金报
3139,2019-03-08,今天大盘有一场大仗要打！连续跌停等着散户割肉,中财网
3140,2019-03-08,中金公司：梳理外资持股比例较高的A股,金融界
3141,2019-03-08,大族激光、美的集团外资持股比例均现下降,Wind
3142,2019-03-08,中金：梳理外资持股比例较高的A股,中金点睛
3143,2019-03-08,【朝闻国盛0308】MSCI标的调整，会带来哪些影响？深度报告：道氏技术、鹏鼎控股,国盛证券研究所
3144,2019-03-08,北向资金单日净流出创年内新高：哪些股被抛售，释放什么信号,澎湃新闻
3145,2019-03-08,MSCI剔除外资超买股，未来视情况会考虑重新纳入,Wind
3146,2019-03-08,四大利空会否触发中阴,中金在线
3147,2019-03-08,40亿北上资金回撤 AH价差创年内新高,21世纪经济报道
3148,2019-03-08,深港通现首只“限购股” 业界呼吁放宽外资持股比例,证券日报
3149,2019-03-07,35只ST股有望摘星脱帽 警惕问题缠身的“垃圾妖股”,大众证券报
3150,2019-03-07,A股连涨 这家美国老牌资管机构也坐不住了： 外资证券私募再添新兵！,每日经济新闻
3151,2019-03-07,4000亿大白马果然被买爆！外资持股触及28%“禁买线”，深股通买入通道已关闭，后续或被国际指数剔除 剔除指数,证券时报网
3152,2019-03-07,外资“买爆”A股！大族激光遭MSCI剔除、美的濒临上限 剔除指数,第一财经
3153,2019-03-07,MSCI独家回应！大族激光美的集团为什么被调整？,e公司
3154,2019-03-07,大族激光被“买爆、踢群”背后：17股外资比例超10%,新京报
3155,2019-03-07,独家：MSCI主管谈外资超买触及上线 不会影响MSCI扩容A股计划,e公司
3156,2019-03-07,MSCI主管谈外资超买触及上线，已与内地监管层沟通,Wind
3157,2019-03-07,MSCI主管：大族激光、美的集团相关调整系惯常操作 并非针对A股,e公司
3158,2019-03-07,大族激光QFII、RQFII及深股通投资者持股比例继续上升,Wind
3159,2019-03-07,大族激光QFII、RQFII及深股通投资者持股比例继续上升,e公司
3160,2019-03-07,ETF份额分化 部分行业指数ETF份额大增,天天基金网
3161,2019-03-07,A股极端现象提早出现这次老外也慌了,证券时报
3162,2019-03-07,国盛证券：MSCI标的调整 会带来哪些影响,国盛证券
3163,2019-03-07,外资买满后：MSCI涉A指数剔除大族激光，将调整美的权重,澎湃新闻
3164,2019-03-07,外资“买爆”后遭MSCI剔除，大族激光应声而跌，美的权重也将下调，这些股亦在“限购”边缘 剔除指数,证券时报网
3165,2019-03-07,A股大反弹，老外也慌了！两只离岸A股ETF资金流入创纪录,中国基金报
3166,2019-03-07,外资刚买爆就被MSCI踢群 大族激光大跌！美的权重被调,中国基金报
3167,2019-03-07,午评：沪指大幅震荡跌0.02% 次新股掀涨停潮,网易
3168,2019-03-07,东方证券:为何会出现买爆?外资持股比例上限规则现状,新浪
3169,2019-03-07,外资“买爆”被“限购”，港交所：不时检讨沪深股通交易安排,Wind
3170,2019-03-07,快讯：沪指开盘失守3100点 金融白酒等权重股回调,网易
3171,2019-03-07,MSCI中国全股指数将剔除大族激光 股票低开逾3% 剔除指数,网易
3172,2019-03-07,早评：沪指小幅高开站稳3100点 边缘计算强势不减,网易
3173,2019-03-07,A股异动丨大族激光跌近4% 外资被限继续买入且遭MSCI剔除相关指数 剔除指数,格隆汇
3174,2019-03-07,沪指开盘涨0.05% 边缘计算等题材继续大涨,证券时报网
3175,2019-03-07,大族激光低开3%，MSCI将其剔除相关指数,Wind
3176,2019-03-07,外资买爆后，MSCI将大族激光剔除相关指数,Wind
3177,2019-03-07,【数据揭秘】03月06日 融资客最看好的前20只个股,每日经济新闻
3178,2019-03-07,大族激光被买到“限购”是利好还是利空？,金证券
3179,2019-03-07,外资“买爆”大族激光 还有这些蓝筹股快被“限购”,财富动力网
3180,2019-03-07,道达投资：股指越往上走 机构的胆子也越大,每日经济新闻
3181,2019-03-06,携万亿成交沪指突破3100点 增量资金青睐哪些板块？,中证报
3182,2019-03-06,沪指冲破3100点 有券商已经看到了4000点——道达投资手记,每经网
3183,2019-03-06,"外资爆买大族激光,港交所紧急暂停买盘，九名高管集体减持 减持股份",云掌财经
3184,2019-03-06,A股大涨突破3100点 最牛基金已赚50%,新浪
3185,2019-03-06,美的集团外资持股逾27% 距深港通28%的禁买线仅一步之遥,e公司
3186,2019-03-06,又有券商高喊年内4000点！有个股外资买到不能再买，到底是牛市来了还是反弹将尽？,中证报
3187,2019-03-06,巨大分化释放重要信号 券商:年内到达4000点,证券时报
3188,2019-03-06,增值税改革释放千亿利好：策略及各行业关于增值税观点汇总,财通证券
3189,2019-03-06,科创板、超高清等多政策助力，把握电子行业受益主线与优质龙头,证券时报网
3190,2019-03-06,深交所禁止外资买入这只股票，A股核心定价权要被外资掌握？,中财网
3191,2019-03-06,广州万隆：巨大分化释放重要信号 踏空资金或抢筹这类股,证券时报网
3192,2019-03-06,深股通首例：大族激光被外资买爆，如今只许卖不许再买,澎湃新闻
3193,2019-03-06,【个股异动】外资持股超28%被限制继续买入 大族激光股价高开低走,每日经济新闻
3194,2019-03-06,大族激光开盘涨8% 外资持股超28%被限制继续买入,e公司
3195,2019-03-06,这一轮牛市，或将有两年时间？,中财网
3196,2019-03-06,2个月涨了快40% 外资爆买这家中国制造标杆企业,每经网
3197,2019-03-06,只许卖不许买，牛市之下第二例：外资竟把这只A股“买爆了”,券商中国
3198,2019-03-06,外资竟把这只股“买爆了”！上一次发生在2015年,中财网
3199,2019-03-05,深股通首例！这只股票被外资买爆，只能卖不能买，还有一只大蓝筹也快了！,e公司
3200,2019-03-05,踩踏出逃！曾经“买爆”大族激光的外资，今天后悔了吗？,中证报
3201,2019-03-05,外资狂买到“红线” 大族激光：关门，只准出不准进,每日经济新闻
3202,2019-03-05,工业互联网：科技浪潮新主线！【天风机械】,高端装备新视角
3203,2019-03-05,刚刚，这只A股被外资买爆了！如今只许卖不许再买，下一个会是谁？,中国基金报
3204,2019-03-05,被外资买爆的5家白马，成色究竟几何？,格隆汇
3205,2019-03-05,国信证券：北上资金大幅加仓医药电子行业,和讯
3206,2019-03-05,大涨是调仓换股转变思路的好机会,红周刊
3207,2019-03-05,2018年营收超10亿美元的激光企业有哪些？,Ofweek
3208,2019-03-05,政府工作报告：深化公立医院综合改革 促进社会办医,中证网
3209,2019-03-05,政府工作报告：推进多层次养老保障体系建设,中证网
3210,2019-03-05,大族激光(002008.SZ)近期股价波动较大 今日起深港通暂停接受买盘,格隆汇
3211,2019-03-05,科创板、A股其他板块与港股市场IPO制度及定价估值体系对比分析——会议纪要,中信建投证券研究
3212,2019-03-05,4000亿大白马被“买爆”！这些股也逼近“限购”,Wind
3213,2019-03-04,机械制造：智造之机 荐6股,和讯
3214,2019-03-04,半导体、电子设备：继续看好消费电子板块 荐6股,和讯
3215,2019-03-04,国金证券：A股春季躁动中，外资都在买什么？,国金证券
3216,2019-03-04,科技｜MSCI影响下的TMT科技投资,微信
3217,2019-03-04,"【国金晨讯】科创主旋律蓄势待发,总量/医药前瞻；萌宠经济背后的故事,95后晚婚的孤独；网络文学二十年,且看阅文IP全产业链开发",国金证券研究所
3218,2019-03-04,【东北证券●联合专题】红利落谁家——减税动态测算,微信
3219,2019-03-03,2019年2月外资持仓变动跟踪：北上资金大幅加仓医药电子行业（国信证券）,追寻价值之路
3220,2019-03-01,花旗：MSCI及富时指数纳入A股 料引200亿美元被动资金流入,格隆汇
3221,2019-03-01,半导体、电子设备：电子新一轮创新起点 荐25股,和讯
3222,2019-03-01,MSCI大幅提高A股权重 速看421只纳入股中文名单,新浪
3223,2019-03-01,2月股东去哪儿？ 344公司近六成筹码趋向集中,投资快报
3224,2019-03-01,MSCI宣布扩大纳入A股:权重将增至3.3% 500亿美元驰援,新浪
3225,2019-03-01,重磅！MSCI宣布扩大纳入A股：权重将增至3.3%，两步变三步，创业板个股也被纳入，近500亿美元或将驰援A股,证券时报网
3226,2019-02-28,粤港澳大湾区“派福利” 创业板注册制、商用5G等,中证报
3227,2019-02-28,双轮驱动引领硬件创新柔性屏及5G产业链受益(附股),国开证券
3228,2019-02-28,港交所战略规划:增加北向通资本流入 推出A股期货产品,金融界
3229,2019-02-28,大族激光2018净利增3% 去年四季度营收、净利双双下滑,e公司
3230,2019-02-28,大族激光业绩快报：营收110亿元下降4.6% 净利润17亿元增长3.38%,Ofweek
3231,2019-02-28,早报:易会满释疑资本市场谜题 12部门发文推平台经济,新浪
3232,2019-02-27,大族激光：2018年净利润同比增3.38%（快报）,Wind
3233,2019-02-27,【安信中小盘】6.8-6.12新股申购一览,AX中小盘研究
3234,2019-02-27,大摩：最新高质素A股推介名单,格隆汇
3235,2019-02-27,宁德时代这波全球化操作，我打80分,阿尔法工场
3236,2019-02-27,北向资金最新动向：冲高回落前大换仓 换了什么？,中财网
3237,2019-02-27,折叠屏概念有多火？2月OLED指数大涨4成，多家公司谈及与“华为”关系，后市机构这样看,证券时报网
3238,2019-02-26,5G赋能工业物联网,电子后花园
3239,2019-02-26,柔性屏板块集体反攻，领益智造、华映科技冲击涨停,Wind
3240,2019-02-26,"机械行业周报:外资持续流入,关注设备龙头",平安证券
3241,2019-02-26,"电子行业:OLED利好消息频出,继续关注相关产业链",东北证券
3242,2019-02-25,周成交额刷新纪录 北上资金加仓意愿高涨,中证报
3243,2019-02-22,“逼空”再现！沪指冲上2800点，券商集体涨停，一大波增量资金还在路上,Wind
3244,2019-02-22,川财证券：消费电子产业链在长期有望得到提振,证券时报网
3245,2019-02-20,【信达看盘】2019.2.20,信达证券上海
3246,2019-02-19,【北上资金跟踪周报】陆股通延续放量净买入，偏好向成长股扩散,联讯金融
3247,2019-02-19,北上资金单周净买入创历史第二高 外资风格转向加仓中小创,投资快报
3248,2019-02-19,牛市来了吗？16张图揭示真相,Wind
3249,2019-02-19,围绕三品种布局 主力资金回归“龙头策略”,中证报
3250,2019-02-19,A股普涨 基金重仓236只个股年内浮盈逾191亿,证券日报
