,2021-12-31,铁打的银行流动的高管，“年轻时代”走上C位,Wind
1737,2019-12-23,浙商银行11位高管宣布拟投1200万元 今起增持自家股票,证券日报
1738,2019-12-22,浙商银行公布高管增持计划，今年已有12家银行维稳股价,券商中国
1739,2019-12-21,浙商银行(02016-HK)11名高级管理人增持A股,财华社
1740,2019-12-20,格隆汇港股聚焦(12.20)︱浙商银行11名高管拟逾1200万元增持公司A股 中航国际控股：深天马携手金圆及ITG等成立合资 投建第6代柔性AMOLED生产线,格隆汇
1741,2019-12-20,出资不少于1200万元，浙商银行11位高管要增持自家股份,第一财经
1742,2019-12-20,护航股价 浙商银行11名高管自愿增持不少于1200万,经济观察网
1743,2019-12-20,浙商银行：高管自愿增持公司A股股份,中证网
1744,2019-12-20,人均100万元 浙商银行11名高管宣布集体增持,上证报
1745,2019-12-20,浙商银行11名高管拟增持A股股份 金额不少于1200万,新浪
1746,2019-12-20,A股上市未满一月，浙商银行11位高管拟合计增持不少于1200万元股份,腾讯网
1747,2019-12-20,浙商银行(02016)11名高管计划增持不少于1200万元的A股股份,智通财经
1748,2019-12-20,浙商银行(02016.HK)11名高管拟逾1200万元自愿增持公司A股,格隆汇
1749,2019-12-20,浙商银行：11名高管计划增持不少于1200万元股票,证券时报
1750,2019-12-20,浙商银行(601916.SH)：11名高管拟合计增持不少于1200万元股份,格隆汇
1751,2019-12-20,白银机构交易集中度远高于黄金！上海黄金交易所2019年第47期行情周报（12月9日-12月13日）,汇通网
1752,2019-12-20,12月20日在售高收益银行理财产品一览,新浪
1753,2019-12-19,浙商银行发行首单金额10亿元RMBS零售业务升级提速,证券时报网
1754,2019-12-19,上海新金融研究院副院长、浙商银行原行长刘晓春演讲,新浪
1755,2019-12-19,中商惠民与浙商银行战略合作获15亿授信,硅谷动力
1756,2019-12-19,区块链+金融潜力有多大？透视这30家金融机构的布局,新浪
1757,2019-12-18,渐行渐远的Pre-IPO，“破发时代”PE何去何从？ 连续下跌,第一财经
1758,2019-12-18,12月18日在售高收益银行理财产品一览,新浪
1759,2019-12-17,浙商证券：上三高速累计出售浙商转债350万张,Wind
1760,2019-12-16,12月16日在售高收益银行理财产品一览,新浪
1761,2019-12-13,为何浙商银行破发，邮储银行“抗跌”？“神奇机制”也在科创板适用 连续下跌,华夏时报
1762,2019-12-13,浙商银行：植根浙江沃土 服务全国实体,红周刊
1763,2019-12-13,“新股不败”神话逝去，内控风险屡创新高，浙商银行该何去何从？,搜狐
1764,2019-12-11,12月11日在售高收益银行理财产品一览,新浪
1765,2019-12-11,“巨兽”回A记： 邮储银行鸣锣开市，国有大行A+H正式收官,21世纪经济报道
1766,2019-12-10,"""组合拳""护邮储行""3分钱"" 北资为何“狂吞”这类股？",金融界
1767,2019-12-10,有惊无险没破发，中一签能挣90块！10万亿巨无霸A股首秀，关键时刻三机构砸15.6亿“护盘”！ 连续下跌,中国基金报
1768,2019-12-10,A股10年来最大IPO上线，蚂蚁、腾讯均入股，却有超1亿新股被弃购,搜狐
1769,2019-12-10,没有破发！“绿鞋”机制顽强护盘，大股东更是推出25亿增持计划，但邮储银行一签仅赚60元 连续下跌,e公司
1770,2019-12-10,深港通下港股通股票名单调整 浙商银行调入,上证报
1771,2019-12-10,深交所：将浙商银行调入港股通，自今日起生效,Wind
1772,2019-12-10,富时罗素新纳入7只A股 主动基金或周一调整(附名单),中证报
1773,2019-12-10,银行股破发阴云笼罩 邮储银行为保住发行价也是拼了 连续下跌,中财网
1774,2019-12-10,渝农商行及浙商银行跌超5% 仍深陷破净泥淖,新浪
1775,2019-12-09,MSCI扩容完毕后，主动资金怎么配A股？,第一财经
1776,2019-12-09,银行股破发阴云笼罩 为保住发行价邮储推多项举措 连续下跌,新浪
1777,2019-12-09,邮储银行明A股上市交易咋表现？,重庆商报
1778,2019-12-08,邮储银行会破发吗：发行市盈率大幅超过行业平均数，为什么要买它？ 连续下跌,腾讯网
1779,2019-12-08,开盘必看！富时罗素宣布新纳入7只并剔除29只A股，主动基金或周一就动手调整（附名单）,中证报
1780,2019-12-07,上海石油天然气交易中心与浙商银行签署战略合作协议,新京报
1781,2019-12-07,银行股“比惨”：26股破净 华夏银行市净率0.57最低,中国新闻周刊
1782,2019-12-06,盾安系再瘦身 旗下幸合投资、煤炭资产被浙商银行接盘,新京报
1783,2019-12-05,投资者网上打新热情下降，告别“零风险”后该如何投？,第一财经
1784,2019-12-05,邮储银行IPO在即新股频破发 公募基金打新策略生变？ 连续下跌,每经网
1785,2019-12-05,信用卡规模高增长 消费交易额股份行组队赶超国有行,投资时报
1786,2019-12-05,6.5亿！邮储银行新股弃购创新高,每日商报
1787,2019-12-04,邮储银行A股IPO发行结果出炉 大规模遭投资者弃购,运营商财经网
1788,2019-12-04,浙江正式启动金融科技应用试点,和讯
1789,2019-12-04,17家银行个人存贷规模上升 工行住房贷款占比最高,投资时报
1790,2019-12-04,26只！银行破净数量创新高 刘永好也来抄底了,21世纪经济报道
1791,2019-12-04,郭施亮：弃购金额约6.53亿 绿鞋护航 邮储银行能“吃肉喝汤”吗？,金融界
1792,2019-12-04,邮储银行发行结果出炉 弃购金额约6.53亿元,每日经济新闻
1793,2019-12-03,每经热评丨从另一个角度讲，破发是件“好事” 连续下跌,每日经济新闻
1794,2019-12-03,13家破发、最低一签赚30元、打新人数骤降300万！还打不打？ 连续下跌,中财网
1795,2019-12-02,中诚信国际：上调“16浙商银行二级”、“18浙商银行二级01”的信用等级至AAA,Wind
1796,2019-12-02,【展商风采】浙商银行股份有限公司上海分行,和讯
1797,2019-12-02,浙商银行刚上市就出大问题 把好多散户坑惨了,运营商财经网
1798,2019-12-02,浙商银行上市破发暴露基本面恶化短板 不良攀升房地产贷款占比偏高企 连续下跌,金融界
1799,2019-12-02,新股破发不必大惊小怪 连续下跌,经济日报
1800,2019-12-02,IPO节奏预期平稳，A股承纳力“今非昔比”,第一财经
1801,2019-12-01,IPO既不会暂停也不搞“大跃进”，新股发行坚持常态化,第一财经
1802,2019-12-01,稳节奏、严监管，2019年IPO常态化进行时,第一财经
1803,2019-12-01,巨丰原创：首日开盘涨1分钱 盘中一度破发 打新风险悄然来临？ 连续下跌,巨丰财经
1804,2019-11-30,破发归破发 申购归申购：这是为什么？ 连续下跌,新浪
1805,2019-11-30,邮储银行A股中签率符合预期 认购超万亿国有大行A+H上市收官在即,财经网
1806,2019-11-30,股市胶着状态还将维持,金融投资报
1807,2019-11-30,场景化布局深入 银行加码二手车金融,中国经营报
1808,2019-11-30,280亿银行股IPO引入绿鞋机制 超六成银行股“破净”发出市场见底信号？,21世纪经济报道
1809,2019-11-29,金融：金融委再提补充中小银行资本,东莞证券
1810,2019-11-29,申购户数垫底 邮储银行靠“绿鞋”能否稳住股价？,第一财经
1811,2019-11-29,A股最惨新股又来了，上市5秒就跌破发行价，中一签仅赚3元！ 连续下跌,私募排排网
1812,2019-11-29,"近十年首引""绿鞋机制"" 邮储银行上市股价表现引关注",新浪
1813,2019-11-29,A股十年来最大规模IPO申购完成，邮储银行成A股历史上第四次引入“绿鞋”机制的IPO,乐居财经
1814,2019-11-29,津市监和罚〔2019 〕256号,天津市场监管委
1815,2019-11-29,津市监和罚〔2019 〕255号 其他违规处罚,天津市场监管委
1816,2019-11-29,津市监和罚〔2019 〕254号 其他违规处罚,天津市场监管委
1817,2019-11-29,津市监和罚〔2019 〕236号 其他违规处罚,天津市场监管委
1818,2019-11-29,津市监和罚〔2019 〕227号 其他违规处罚,天津市场监管委
1819,2019-11-29,津市监和罚〔2019 〕226号 其他违规处罚,天津市场监管委
1820,2019-11-29,津市监和罚〔2019 〕220号 其他违规处罚,天津市场监管委
1821,2019-11-29,可中21签 果然新高 一起挖挖“便宜的好货”,证券时报
1822,2019-11-29,基金排名战不见拉升,财富动力网
1823,2019-11-29,邮储银行上市命运几何,财富动力网
1824,2019-11-28,重磅！医保谈判惊爆大利好，救命药最高降60%！,和讯
1825,2019-11-28,邮储银行中签率高达1.25% ，没中过新股的你，敢试试吗？,云掌财经
1826,2019-11-28,年内最大，邮储银行A股IPO申购完成：整体认购规模1.3万亿,21世纪经济报道
1827,2019-11-28,中签率1.26%！“巨无霸”邮储银行来了，43亿“绿鞋”护驾,e公司
1828,2019-11-28,申购户数比浙商行又少了两成 邮储中签率再创新高,第一财经
1829,2019-11-28,邮储银行网上中签率创新高达1.26%，引入“绿鞋”机制,21世纪经济报道
1830,2019-11-28,邮储银行网上中签率1.26%，创实施信用申购以来最高纪录,澎湃新闻
1831,2019-11-28,邮储银行网上中签率1.26%创纪录，申购规模超万亿,澎湃新闻
1832,2019-11-28,我们研究了这些2019年上市的破发股，发现以后不能闭着眼“打新”了 连续下跌,上观
1833,2019-11-28,浙商银行承销首单扶贫票据 金额5亿元,中证网
1834,2019-11-28,新股首日破发是好事 这个可以有 连续下跌,新浪
1835,2019-11-28,浙商银行承销首单5亿元扶贫票据 助力凉山农户增收脱贫,证券时报
1836,2019-11-28,经风沐雨 终迎硕果——写在浙商银行A股上市之际,新华网
1837,2019-11-28,银行股相继破发 邮储银行IPO尚能饭否？ 连续下跌,21世纪经济报道
1838,2019-11-28,邮储银行今天申购——道达早评,每日经济新闻
1839,2019-11-28,【小禅有话说】邮储银行今天申购，申还是不申？,国信证券佛山禅城分公司
1840,2019-11-28,浙商银行上市首日破发邮储银行穿“绿鞋”护航 连续下跌,重庆商报
1841,2019-11-28,机构联合抛售浙江银行 游资青睐科技股光弘科技 股票卖空,南方财经网
1842,2019-11-28,邮储银行今日申购 “绿鞋机制”再现A股,新浪
1843,2019-11-27,浙商银行重挫近5%破发，有“绿鞋”机制护航的邮储银行会不会步后尘？ 连续下跌,重庆商报
1844,2019-11-27,今天浙商银行正式破发，明天将申购的邮储银行“瑟瑟发抖”？这一“安全垫”或再发威！ 连续下跌,每日经济新闻
1845,2019-11-27,渝农商行、浙商银行破发，邮储会步后尘吗？ 连续下跌,第一财经
1846,2019-11-27,市场机制发挥作用 A股打新告别“中签必赚”时代,新京报
1847,2019-11-27,浙商银行做区块链“早鸟”：独占5项、银行中最多,证券日报
1848,2019-11-27,浙商银行接连两次破发！单日跌幅达4.63%，最惨新股要借“区块链”翻身？ 连续下跌,和讯
1849,2019-11-27,邮储银行明日启动A股申购 国有六大行“A+H”上市即将大团圆,证券日报
1850,2019-11-27,浙商银行再“破发”！打新也有风险 投资还要睁大眼睛 连续下跌,中金在线
1851,2019-11-27,渝农商行、浙商银行破发，邮储银行来了，还值得申购吗？ 连续下跌,证券时报网
1852,2019-11-27,A股市场破净股一览（11月27日）,Wind
1853,2019-11-27,蓝海华腾(300484.SZ)拟与浙商银行深圳分公司开展总额不超3亿元资产池业务,格隆汇
1854,2019-11-27,黄斌汉：巨无霸来袭 外资进A股布局下一个阿里爸爸,金融界
1855,2019-11-27,沪指跌幅收窄至0.12% 浙商银行探底回升目前跌2.21%,证券时报网
1856,2019-11-27,浙商银行上市首日盘中破发 2019年以来共计14只新股遇“窘境” 连续下跌,资本邦
1857,2019-11-27,浙商银行再度跌破发行价，跌幅4% 连续下跌,21世纪经济报道
1858,2019-11-27,上市第二日股价继续下挫 浙商银行跌4%成交超5亿,新浪
1859,2019-11-27,“区块链概念”也帮不了浙商银行，首日破发暴露基本面 连续下跌,第一财经
1860,2019-11-27,浙商银行推广区块链技术 五服务平台获备案,上方网
1861,2019-11-27,浙商银行低开3.22% 再度跌破发行价 连续下跌,e公司
1862,2019-11-27,浙商银行低开逾3%,Wind
1863,2019-11-27,中一签赚3元 今年最惨新股易主！巨无霸将至 会接棒吗？,中财网
1864,2019-11-27,浙商银行上市首日股价如坐“过山车”,中财网
1865,2019-11-27,浙商银行“A+H”双资本平台构建完成,上证报
1866,2019-11-27,浙商银行上市首日盘中破发 沪指涨0.03%险守2900点 连续下跌,新浪
1867,2019-11-27,券商“打中”浙商银行近200万股，首日浮盈不足6万元最低账户仅1368元,Wind
1868,2019-11-27,浙商银行昨上市 市值超千亿,每日商报
1869,2019-11-27,新经济企业过半 行业“第一股”特别多,每日商报
1870,2019-11-27,浙商银行A股首秀“趔趄”,中证报
1871,2019-11-27,券商“打中”浙商银行近200万股 首日浮盈不足6万元最低账户仅1368元,证券日报
