,2021-12-31,海尔智家(06690)：累计75.04亿港元H股可转债转换成3.98亿股,智通财经
5739,2020-08-17,民族品牌指数上涨2.39% 海尔智家领涨,上证报
5740,2020-08-17,A股收盘综述：上证指数劲升2.34%，中国人寿、成都银行、招商证券收于涨停,Wind
5741,2020-08-17,李华刚：海尔智家体验云开创物联网时代的生态品牌,新浪
5742,2020-08-17,海尔电器(1169.HK)、海尔智家(600690.SH)齐创历史新高 私有化获多家机构看好,格隆汇
5743,2020-08-17,A股午盘综述：上证指数半日涨2.27%，中国人寿连续两日涨停,Wind
5744,2020-08-17,8月17日早盘主力巨资抢筹四大板块(附股),金融界
5745,2020-08-17,海尔智家大涨近9%，市值逼近1600亿元再创新高,Wind
5746,2020-08-17,如何实现数字化转型？海尔智家刘建国：依托技术打造场景生态链,飞象网
5747,2020-08-17,如何让家更智慧？海尔智家刘建国：AI赋能家庭全场景生态化,飞象网
5748,2020-08-17,又有5家智能家居公司要上市了,新浪
5749,2020-08-17,小米入股家居企业 打开家居家电一体化“野望”,中国家电网
5750,2020-08-17,取消“停止减免税”，对家电行业有多大影响？A股市场有哪些机遇,中华商务网
5751,2020-08-17,净流入64亿！北向资金上周疯狂扫货 买了哪些股（附名单）,中证报
5752,2020-08-16,家电周观点||精装、竣工回暖趋势不改，看好地产后周期板块,吕明可选消费研究
5753,2020-08-16,年内部分爆款基金规模缩水明显 明星经理频频现身机构调研名单 规模大幅缩水,红周刊
5754,2020-08-15,海尔智家(600690)公司深度报告：预期差大的白电龙头,新浪
5755,2020-08-15,一周沪深股通动向曝光：这30只个股净卖出最多，恒瑞医药、歌尔股份、海尔智家、立讯精密上榜（附名单）,每日经济新闻
5756,2020-08-15,【招商证券大消费组-消费的方向】08月大消费行业电话会议纪要，维持行业看好评级！,招商轻工
5757,2020-08-15,北上资金趋于谨慎，水泥股遭大面积抛售,Wind
5758,2020-08-15,北上资金趋于谨慎水泥股遭大面积抛售,证券时报
5759,2020-08-15,个股资金流向,财富动力网
5760,2020-08-14,河钢股份以彩涂资产增资河钢新材 有利于解决同业竞争进一步突出主业,证券日报
5761,2020-08-14,上交所向海尔智家发出问询函 问询,每日经济新闻
5762,2020-08-14,人气股数量骤降78% 两大板块成主力首选避风港,证券时报网
5763,2020-08-14,北上资金交投活跃度持续下降：本周大买这些白马股 狂抛水泥股,新浪
5764,2020-08-14,陆港通每周复盘 | 南下资金抛售中芯、腾讯！加仓美团、思摩尔,华盛证券
5765,2020-08-14,骤降78%，人气股数量仅剩28只！万亿巨头突发涨停，两大板块成首选避风港,证券时报
5766,2020-08-14,54股主力资金净流入超亿元,证券时报网
5767,2020-08-14,海尔欧洲版智家 APP hOn 获2020红点奖,第一家电网
5768,2020-08-14,美的海尔率先加入千亿零售云头等舱2.0，共享平台化红利,中金在线
5769,2020-08-14,明年市场规模将达4369亿 家电巨头发力智能家居,乐居财经
5770,2020-08-14,上证50涨1%，中国人寿涨逾5%领涨成分股,Wind
5771,2020-08-14,海尔空气网赋能行业升级，一站式智慧酒店方案亮相上海酒店博览会,金融界
5772,2020-08-14,安徽民企百强榜出炉！“世界铜王”蝉联榜首，美的集团旗下8家子公司上榜；上市公司及关联企业占比超4成,证券时报网
5773,2020-08-14,快讯：开盘1小时家用电器行业涨0.95% 板块获9199万元大单资金抢筹,证券日报
5774,2020-08-14,上半年白电市场“跌跌不休” 下半年拿什么止“跌”？,中国家电网
5775,2020-08-14,海尔空调加速场景生态布局：份额环比增幅超60%,飞象网
5776,2020-08-13,2020中国上市公司创新指数出炉：紫光股份上榜前10强,慧聪电子网
5777,2020-08-13,42股主力资金净流入超亿元,证券时报网
5778,2020-08-13,中国品牌共话“赋能与重振” 第十四届中国品牌节海尔获两大奖,中国经济网
5779,2020-08-13,兴业银行：8月27日召开“20海尔智家SCP001”2020年第一次持有人会议,Wind
5780,2020-08-13,MSCI宣布纳入三股！QFII减仓医药生物是何信号？,中证报
5781,2020-08-13,又创新高！海尔冰箱亮出54.6%份额“成绩单”，凭健康场景抓住用户,飞象网
5782,2020-08-13,终端市场逐步复苏 下半年白电行业能否在困境中迎来新机遇？,新浪
5783,2020-08-13,果蔬存放最怕失掉水分？海尔全空间保鲜冰箱给食材“敷面膜”,飞象网
5784,2020-08-13,A股早报2020年8月13日星期四,Wind
5785,2020-08-13,上半年白电市场“跌跌不休” 下半年拿什么止“跌”？,中国家电网
5786,2020-08-13,MSCI 宣布纳入三家A股公司，8月31日收盘生效！QFII 减仓医药生物，透露什么信号？,中证报
5787,2020-08-12,世茂服务获2020中国物业服务企业服务力TOP9等多项大奖,凤凰网
5788,2020-08-12,博鳌快讯 | 肖慧：房地产企业和家电企业是孪生兄弟,观点地产网
5789,2020-08-12,29股主力资金净流入超亿元,证券时报网
5790,2020-08-12,家电巨头三足鼎立 纷纷发力智能家居,猎云网
5791,2020-08-12,【家电】家用电器行业周报：大家电景气度持续回升，空调走出雨季影响,中银证券研究
5792,2020-08-12,亲历79℃沙漠挑战，敦煌文化讲解员把海尔智慧空气场景搬回家,飞象网
5793,2020-08-11,今年世界500强中国家电企业再分化：美的海尔格力有喜有忧！,家电圈
5794,2020-08-11,8月11日主力资金净流出653亿元,证券时报网
5795,2020-08-11,“家庭新基建”释放新动能 海尔智家体验云的生态版图逐渐清晰,牛华网
5796,2020-08-11,海信副总裁于芝涛：国美和京东规模会越来越大,联商网
5797,2020-08-11,海尔智家私有化方案出炉,中国经营报
5798,2020-08-11,美的、海尔、格力上榜2020年《财富》世界500强，格力较上一年排名后退22位,搜狐
5799,2020-08-11,快讯：海尔集团725.06万元增持武汉冷柜 占比12.7%,乐居财经
5800,2020-08-11,海尔智家的主动求变：过去一年都布局了啥？,GPLP犀牛财经
5801,2020-08-11,海尔第十四届中国品牌节获两项大奖,凤凰网
5802,2020-08-11,国美京东协同两步走 300亿联合采购撬动无限价值空间,金融界
5803,2020-08-11,【招商策略】融资资金成短期主力，行业类ETF净申购——金融市场流动性与监管动态周报(0810),招商策略研究
5804,2020-08-10,国美与京东300亿联合采购 助推家电消费扩容提质,第一家电网
5805,2020-08-10,拉动内需促进消费增长 京东国美启动300亿联合采购计划,金融界
5806,2020-08-10,国美京东300亿联合采购 重塑行业格局,第一家电网
5807,2020-08-10,美的、海尔、格力上榜2020年《财富》世界500强，格力较上一年排名后退8位,搜狐
5808,2020-08-10,8月10日主力资金净流出220亿元,证券时报网
5809,2020-08-10,海尔集团旗下：海尔智家再入《财富》世界500强，排名再升13名,金融界
5810,2020-08-10,家电行业周报：厨电改善明显 小家电延续高景气,新浪
5811,2020-08-10,第十四届中国品牌节在汉举行 对重振社会与企业信心有巨大作用,新浪
5812,2020-08-10,基金季报披露FOF调仓思路 基民投基毋须只盯爆款,红周刊
5813,2020-08-10,视点 | 中邮智赢俱乐部视点,中邮证券
5814,2020-08-10,操盘必读｜金发科技近10亿美元口罩订单黄了；本周有18只新股可打；巴菲特二季度日赚3亿美元,上游新闻
5815,2020-08-10,MSCI将宣布八月季度指数评审结果 概念股分化三特征,证券日报
5816,2020-08-09,家电周观点||继续看好扫地机及厨房小家电，新增推荐格力电器,吕明可选消费研究
5817,2020-08-09,"招商家电｜8月观点:景气向好,因势利导",招商家电研究
5818,2020-08-09,“国内大循环”下如何配置资产？ | 国君周知,国泰君安证券研究
5819,2020-08-09,王忠林出席中国品牌节年会：品牌兴、武汉兴，城市强、品牌强,新浪
5820,2020-08-09,家用电器行业周报：6月涡旋压缩机产销降幅收窄 家用冰箱产量同比增长,新浪
5821,2020-08-09,海尔、美的战况升级 智能家居将推动下一轮洗牌？,中国家电网
5822,2020-08-08,海尔格力美的竞争升级，智能家居将成下半场制胜关键?,猎云网
5823,2020-08-08,海尔集团副总裁李华刚在中国品牌节上的演讲干货盘点,凤凰网
5824,2020-08-08,一周沪深股通动向曝光：这30只个股净卖出最多，中国平安、中国中免、海尔智家上榜（附名单）,每日经济新闻
5825,2020-08-08,揭秘北上资金：连续5日减仓这36只个股，财通证券、海尔智家、中海油服上榜（附名单）,每日经济新闻
5826,2020-08-08,北向资金动向曝光：8月7日这30只个股遭大甩卖，中信证券、紫光国微、海康威视等遭大额卖出（附名单）,每日经济新闻
5827,2020-08-08,科沃斯逆势大涨 海尔智家周涨25.5%,上证报
5828,2020-08-08,陆家嘴财经早餐2020年8月8日星期六,Wind
5829,2020-08-08,私有化蓄势待发 资源配置协调效应凸显,中国经营报
5830,2020-08-07,晚间要闻2020年8月7日星期五,Wind
5831,2020-08-07,8月7日北向资金成交活跃股名单抢先看,证券时报网
5832,2020-08-07,数据复盘| 215亿主力资金撤离电子行业 北向资金连续3日净流出,证券时报网
5833,2020-08-07,北水情报0807丨北上资金减持券商股，增持白酒股，连续4日买了它 减持股份,21世纪经济报道
5834,2020-08-07,金融街下午茶2020年8月7日星期五,Wind
5835,2020-08-07,北水净流出腾讯26亿，涌入美团、中国建材；南水加仓茅台、五粮液,富途证券
5836,2020-08-07,北向资金净流出18.62亿元 中信证券净卖出4.27亿元,新浪
5837,2020-08-07,北向资金净卖出18.62亿元中信证券遭净卖出4.27亿元居首,格隆汇
5838,2020-08-07,北向资金净买入五粮液4.57亿元,e公司
5839,2020-08-07,北向资金净流出近19亿元，外资再次举起“酒杯”,Wind
5840,2020-08-07,48股主力资金净流入超亿元,证券时报网
5841,2020-08-07,海尔智家逆势领涨家电股：日内最高涨幅超7% 周内累计涨幅近20%,金融界
5842,2020-08-07,海尔智家大涨5.45%，领涨白色家电行业板块,中新经纬
5843,2020-08-07,巨丰资金流向：市场再现巨幅调整 798亿主力资金现出逃！,巨丰财经
5844,2020-08-07,外围利空消息扰动，沪指止步5连涨！下周将有18只新股发行,零壹财经
5845,2020-08-07,海尔智家、海尔电器合体战美的、格力,DoNews
5846,2020-08-07,海尔私有化整体上市,乐居财经
5847,2020-08-07,做好饭要选对厨电？卡萨帝厨电7月翻番增长，高端生态价值凸显,飞象网
5848,2020-08-07,实现更大市值，海尔智家做出了这些努力,财华社
5849,2020-08-07,私有化推进“海尔兄弟”能否抗衡美的格力,中国商报
5850,2020-08-07,65股获券商买入评级，信隆健康目标涨幅达62.54%,Wind
5851,2020-08-07,29只股遭北向资金减仓超30%,证券时报网
5852,2020-08-06,短短三天市值激增400亿！海尔智家打开了被“桎梏”的市值想象,环球老虎财经
5853,2020-08-06,【主力资金】芯片龙头获主力相中，杀入资金超11亿元,证券时报网
5854,2020-08-06,低估值的冷门行业获机构重点关注,证券时报网
5855,2020-08-06,犀牛财经晚报：拼多多回应黄峥退出董事 李楠离开魅族成立怒喵科技,GPLP犀牛财经
5856,2020-08-06,参股消费金融概念股近三日受31亿主力资金追捧,证券时报网
5857,2020-08-06,高端制造：物联网行业日报：全球物联网连接数预计2025年达到215 亿个,新浪
5858,2020-08-06,热水器安装收费名目多 海尔推出0元安装全免升级，省心到家,砍柴网
5859,2020-08-06,智能×设计应如何融合?喜尔康智能家居赋能家装设计师!,搜狐
5860,2020-08-06,四连涨！海尔智家这波私有化还有多大想象空间？,DoNews
5861,2020-08-06,家电行业7月月报及8月投资策略：景气回暖确定 估值有望共振,新浪
5862,2020-08-06,海尔智家将向香港联交所提交上市申请,36氪
5863,2020-08-06,海尔智家拟私有化海尔电器 高伟绅提供国际法律服务,新浪
5864,2020-08-06,健康保鲜可以兼得 中家院首推健康保鲜冰箱认证,砍柴网
5865,2020-08-06,海尔衣联网焕新智慧阳台:青岛王女士如愿用上了大洗衣机，还多了储物空间！,砍柴网
5866,2020-08-06,A股上市公司创新指数透视城市创新力：京深沪杭穗宁位列前六,21世纪经济报道
5867,2020-08-06,聚焦保鲜 回归本味 首个冰箱保鲜白皮书正式启动,砍柴网
5868,2020-08-06,【中证盘前】下半年将鼓励限购城市适当增加汽车购置限额；两家上市猪企7月业绩靓丽；国中水务回应商汤科技传闻；金价再创历史新高,中证报
