,2021-12-31,全信股份：兴业证券、中信资本等4家机构于12月29日调研我司,证券之星
1808,2020-11-13,八大券商2021年A股策略出炉：科技、消费、顺周期等三主线成布局重点,Wind
1809,2020-11-12,信用债日报：市场情绪受重创，一大波债券价格创新低,Wind
1810,2020-11-12,兴证全球基金完成董事会换届工作，杨华辉兼任兴证全球基金董事长,中国基金报
1811,2020-11-12,做多中国，港股牛市！兴业证券这样看2021,券商中国
1812,2020-11-12,【金工于明明徐寅】水晶球上证50每日预测20201112,兴证研究
1813,2020-11-12,券商股遭密集减持，机构仍看好后市 减持股份,Wind
1814,2020-11-11,游资情报｜澄清也无用，荣耀传闻收购方仍被游资抢筹；深股通对倒出货新能源龙头，“方新侠”巨资接盘！,每日经济新闻
1815,2020-11-11,非银金融行业：重疾重新定义 保险调整为买入机会,新浪
1816,2020-11-11,上市时间、仓位、持有人……首批科创50ETF最新情况曝光,上证报
1817,2020-11-11,兴业证券(601377)董事长杨华辉:深化和完善集团协同 建设一流证券金融集团,中证网
1818,2020-11-11,【金工于明明徐寅】水晶球上证50每日预测20201111,兴证研究
1819,2020-11-11,资产配置与创新型产品——兴业证券2021年度策略会金融工程专场邀请函,XYQUANT
1820,2020-11-10,兴业证券(601377)：经营业绩稳健增长 投行收入实现翻倍,新浪
1821,2020-11-10,【金工于明明徐寅】水晶球上证50每日预测20201110,兴证研究
1822,2020-11-09,游资情报 | 停牌四年多的深深房A复牌涨停，“著名刺客”强势扫货；“方新侠”联手“赵老哥”封板新能源汽车概念股！,每日经济新闻
1823,2020-11-09,外资流入近200亿：科技股成绝对主线 券商股卷土重来,新浪
1824,2020-11-09,【金工于明明徐寅】水晶球上证50每日预测20201109,兴证研究
1825,2020-11-06,兴业证券与宁波银行签署战略合作协议,兴业证券订阅号
1826,2020-11-06,涨停复盘 | 创业板大跌近2%，航运、券商逆市走强,第一财经
1827,2020-11-06,兴业证券保荐主承销的华利股份创业板IPO项目申请通过交易所审核,兴业证券订阅号
1828,2020-11-06,中金公司上市第五日再次录得涨停，游资博弈激烈,Wind
1829,2020-11-06,4800亿市值白马跳水！8成创业板股下跌，发生了什么,中证报
1830,2020-11-06,外资罕见加仓110亿！释放什么信号？,中国基金报
1831,2020-11-06,证券业，深改潮起再扬帆,Wind
1832,2020-11-06,蚂蚁集团将连本带息退还打新资金，预计短期内难以重启发行,Wind
1833,2020-11-05,兴业证券建材行业深度报告：人造草坪行业——顺风成长，空间广阔,兴业证券
1834,2020-11-05,游资情报 | 啥信号？“方新侠”8.5亿扫货四只股打造龙头神话；溧阳路“孙哥”联手西湖国贸“醉打”酒鬼酒,每日经济新闻
1835,2020-11-05,福布斯：中国400位富豪总财富已超2万亿美元，医药行业成“造富机器”,时代在线
1836,2020-11-05,中金公司上市第四日再度收涨6.55%，机构爆买5.26亿元,Wind
1837,2020-11-05,天赐材料放量涨停，一线游资扫货新能源产业链,Wind
1838,2020-11-05,比亚迪再度涨停创新高，机构出逃游资进驻,Wind
1839,2020-11-05,兴业证券：涉及重大诉讼，仲裁进展 诉讼纠纷,Wind
1840,2020-11-05,资产配置与创新型产品——兴业证券2021年度策略会金融工程专场邀请函,XYQUANT
1841,2020-11-04,不要神化海南免税店,36氪
1842,2020-11-04,中金公司上市第三日收涨6.82%，有机构获利了结,Wind
1843,2020-11-04,华东医药放量涨停，外资净买入达3亿,Wind
1844,2020-11-04,2000亿汽车龙头刷出新高 汽车板块又涨嗨了,中投网
1845,2020-11-04,突然狂飙9%：2000亿汽车龙长城汽车头刷出新高 年内暴涨220%,中国基金报
1846,2020-11-04,券商青睐大消费及汽车板块,中证报
1847,2020-11-03,豪掷近4亿元！打板中金公司 强悍游资占据买入榜第一,中证报
1848,2020-11-03,21亿主力资金疯狂扫货，券商上涨暗含三大逻辑,券商中国
1849,2020-11-03,中金公司上市次日录得涨停，一线游资爆买近4亿,Wind
1850,2020-11-03,游资情报 | “方新侠”近4亿巨资封板中金公司；多只第三代半导体被“著名刺客”、“方新侠”围猎,每日经济新闻
1851,2020-11-03,上市首日火爆现熔断！一图看清可转债今年收益分布,Wind
1852,2020-11-03,A股大爆发！中金上市次日封住涨停,中国基金报
1853,2020-11-03,3只股票被多家券商重仓,财富动力网
1854,2020-11-03,110家消费电子产业链公司前三季盈利,Wind
1855,2020-11-03,自营收益不菲，券商“炒股”哪家强,Wind
1856,2020-11-03,上市猪企持续“扩产”，产能恢复进入快车道,Wind
1857,2020-11-02,券商龙头效应进一步凸显 向财富管理等业务转型,中国经济网
1858,2020-11-02,投资银行业与经纪业-2020Q3公募基金持仓点评：非银配置显着提升 保险券商持仓市值均有增加,新浪
1859,2020-11-02,【行情】券商股走势分化，次新股国联证券大跌9%、华泰证券、中银证券等跌1%，长江证券、中国银河、兴业证券涨3%,金十数据
1860,2020-11-02,券商“炒股”实力榜出炉！重仓股名单也来了,券商中国
1861,2020-11-02,前三季度40家上市券商，大赚超1200亿元,Wind
1862,2020-11-01,券商“金股”哪家强？10月兴业证券“金股”组合收益领跑，国联证券垫底！安信证券今年来有九成概率跑赢大盘！,每日经济新闻
1863,2020-10-31,【兴证金融】券商重仓比例企稳回升，中信证券加仓明显 ——基金2020Q3券商持仓分析,兴证金融
1864,2020-10-31,券商炒股哪家强？国君前三季大赚64亿，这些板块受青睐,券商中国
1865,2020-10-31,兴业证券股份有限公司 2020年第三季度报告正文,证券日报
1866,2020-10-31,A股39家上市券商赚钱榜来了！一哥大赚127亿,中国基金报
1867,2020-10-30,兴业证券(601377.SH)：前三季度净利升72.78%至30.29亿元,格隆汇
1868,2020-10-30,兴业证券前三季度净赚30.29亿元，同比增长73%,证券时报
1869,2020-10-30,阳光电源三季度业绩爆表今日涨停，机构高位卖出,Wind
1870,2020-10-30,兴业证券：前三季度净利润同比增长72.78%,Wind
1871,2020-10-30,兴业证券：前三季度净利润30.29亿元 同比增长72.78%,中证网
1872,2020-10-30,今年银行永续债发行近5000亿元,Wind
1873,2020-10-30,券商投资均给力 独门重仓各千秋,证券时报
1874,2020-10-29,献礼29周年司庆 | 兴业证券保荐的必得科技上交所主板IPO项目申请通过证监会发审委审核,兴业证券订阅号
1875,2020-10-29,游资情报 | 市场回暖！久未现身的“赵老哥”、溧阳路“孙哥”、“方新侠”出手，巨资封板这些股！,每日经济新闻
1876,2020-10-29,新刊 | 卷首 与梦想者同兴,兴业证券订阅号
1877,2020-10-28,券商炒股水平如何？中信证券浮盈50亿 长城证券“捡”到大牛股,新浪
1878,2020-10-28,游资情报 | “著名刺客”火力全开：联手“方新侠”封板电子消费股，近日斩获多只20%涨停股！,每日经济新闻
1879,2020-10-28,兴证公益日志愿者在行动（一）| 乌蒙山的回响,兴业证券订阅号
1880,2020-10-28,中信证券、中信建投现身！券商自营盘进驻这些股票,中证报
1881,2020-10-28,兴业证券：“15中武债”持有人会议未形成有效决议,Wind
1882,2020-10-28,巴比食品高位震荡收涨逾1%，机构持续涌入配置,Wind
1883,2020-10-28,【金工于明明徐寅】水晶球上证50每日预测20201028,兴证研究
1884,2020-10-28,景顺长城基金管理有限公司关于 景顺长城泰祥回报混合型证券投资 基金在直销网上交易系统部分渠道 实施认购费率优惠活动的公告,证券时报
1885,2020-10-27,全球市场再现“黑周一”！道指盘中大跌近千点,Wind
1886,2020-10-27,【金工于明明徐寅】水晶球上证50每日预测20201027,兴证研究
1887,2020-10-27,上市公司提质步入“深水区”，机构投资者肩负重要“股东责任”,Wind
1888,2020-10-26,游资情报 | 茅台低开带崩白酒板块，“方新侠”逆势抄底；“著名刺客”斩获三只20%涨停股！,每日经济新闻
1889,2020-10-26,鲁商发展：前三季度净利润4.13亿元，同比增长123.11%,Wind
1890,2020-10-23,【金工于明明徐寅】水晶球上证50每日预测20201023,兴证研究
1891,2020-10-22,游资情报 | 双十一概念股火爆，“章盟主”悄然布局；“金田路”携手“著名刺客”封第二板！,每日经济新闻
1892,2020-10-22,【东方投行每日债市信息1022】,东方投行债券
1893,2020-10-21,兴业银行与兴业证券召开上海区域“商行+投行”合作交流会,兴业证券订阅号
1894,2020-10-20,【金工于明明徐寅】水晶球上证50每日预测20201020,兴证研究
1895,2020-10-19,【研报掘金】券商三季度盈利亮眼 建议关注优质龙头券商的投资价值,证券时报网
1896,2020-10-18,非银金融行业周观点：全面注册制改革有望加速落地 上市券商三季报业绩大幅预喜,新浪
1897,2020-10-16,兴业证券(601377.SH)完成兑付2020年度第一期短期融资券,格隆汇
1898,2020-10-16,兴业证券绿色金融多点发力,上证报
1899,2020-10-15,兴业证券：已搭建“四位一体”的绿色金融服务体系,证券时报网
1900,2020-10-15,兴业证券郑可栋：我国ESG在投资领域的应用还属于起步阶段,新浪
1901,2020-10-15,兴业证券陈丹：兴业证券未来拟在三方面进一步助推ESG事业发展,新浪
1902,2020-10-15,兴证基金邹欣：绿色产业作为一个新兴的领域已开始悄然崛起,新浪
1903,2020-10-15,兴业证券郑可栋：企业绿色发展、绿色金融对社会发展具有长远意义,新浪
1904,2020-10-15,印象大红袍郑彬：绿色发展是破解发展难题、厚植发展优势必由之路,新浪
1905,2020-10-15,兴业证券王静静：绿债对我国绿色发展、提升国际影响力有重要意义,新浪
1906,2020-10-15,兴业证券边维刚：绿色金融有望成为我国金融改革开放重要国际名片,新浪
1907,2020-10-15,2020兴业证券绿色金融论坛在福建南平举行,中证网
1908,2020-10-15,兴业证券陈丹：“绿色金融”发展事关我国经济转型与高质量发展,新浪
1909,2020-10-15,兴业证券王仁渠：兴业证券致力于做绿色证券金融的倡导者和先行者,新浪
1910,2020-10-15,南平市金融局局长江思辉：发展绿色金融是生态文明建设的重要内容,新浪
1911,2020-10-15,腾景科技：今年科创板过会第143家 兴业证券过5单,中国经济网
1912,2020-10-15,【金工于明明徐寅】水晶球上证50每日预测20201015,兴证研究
1913,2020-10-14,车市迎来爆发期？上市车企9月销量普涨，带动汽车板块领涨,澎湃新闻
1914,2020-10-14,游资情报 | 国信泰九联手光大“金田哥”封板军工概念龙头；神秘席位出手弹无虚发，一抓就是三个20%涨停！,每日经济新闻
1915,2020-10-14,喜讯 | 兴业证券保荐主承销的腾景科技科创板IPO项目申请通过交易所审核,兴业证券订阅号
1916,2020-10-14,【金工于明明徐寅】水晶球上证50每日预测20201014,兴证研究
1917,2020-10-14,金融科技是驱动券商转型重要引擎,中证报
1918,2020-10-12,资金不骗人！外资三季度净卖出五粮液超160亿元 有券商称不再为消费股“唱赞歌”,和讯
1919,2020-10-12,【金工于明明徐寅】水晶球上证50每日预测20201012,兴证研究
1920,2020-10-10,券商10月金股藏玄机：“十四五”与三季报成重要标签 聚焦券商、周期与科技等主线,红周刊
1921,2020-10-10,深扒券商10月金股：浙商证券连续两月推荐焦点科技 最具接盘风险,新浪
1922,2020-10-09,市场“报复性”反弹，中期布局聚焦券商、周期与科技等主线,红周刊
1923,2020-10-09,21测评丨“妖股专业户”天风证券变乖了,21世纪经济报道
1924,2020-10-09,21金股测评丨30家券商10月金股榜 医药食饮热度下降,21世纪经济报道
1925,2020-10-09,兴业证券：维持复宏汉霖-B（02696）“买入”评级 目标价68.5港元,智通财经
1926,2020-10-07,上月惨遭滑铁卢！痛定思痛，券商推出最新金股组合，速看！,上证报
1927,2020-10-01,【兴证宏观】9月出口或仍偏强——2020年9月宏观数据预测,王涵论宏观
1928,2020-10-01,兴·科技 | 5G消息应用开发者大赛投票，期待您的支持,兴业证券订阅号
1929,2020-09-30,证券行业复盘：改革政策驱动龙头券商ALPHA属性,新浪
1930,2020-09-30,兴业证券(601377.SH)：董事会同意解聘陈德富副总裁职务 董监高成员变化,格隆汇
1931,2020-09-30,兴业证券(601377.SH)董事会通过关于申请调增转融通业务授信额度的议案,格隆汇
1932,2020-09-30,兴业证券首单非发起式债券型公募基金托管业务成功落地,兴业证券订阅号
1933,2020-09-29,市场要闻 | 兴业证券：全球智能手机板块估值预计回调,36氪
1934,2020-09-28,【兴证宏观】实现稳增长和防风险长期均衡——央行货委会Q3措辞变化一览,王涵论宏观
1935,2020-09-28,非银行金融行业：非银板块政策催化持续 资本市场对外开放更进一步,新浪
