,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
3141,2020-05-10,【民生食饮】周观点0511：白酒板块情绪正在快速转好，恒顺Q2表现有望超市场预期,MS食品饮料
3142,2020-05-10,【国盛食品|专题】从农夫山泉看瓶装水行业的生意经,蓉品食饮
3143,2020-05-10,青岛啤酒亮相云上2020年中国自主品牌博览会,中新网
3144,2020-05-10,创新高质量发展，展示品牌韧性活力——青岛啤酒亮相云上2020年中国自主品牌博览,酒业新闻网
3145,2020-05-10,关注 | 酒业军团亮相“中国品牌日”，诠释这个行业“永远年轻、永远热爱”的真正力量,糖酒快讯
3146,2020-05-09,中国品牌日：点赞行业领军品牌 致敬企业家精神,中新经纬
3147,2020-05-09,谁说国货不行?京东大数据：中国品牌强认知领域集中在手机,飞象网
3148,2020-05-09,2020年中国啤酒行业市场现状及发展趋势分析 消费升级推动中高端市场需求提升,前瞻研究院
3149,2020-05-08,拼多多发布五一国货热销报告 广东省消费力最旺盛,TechWeb
3150,2020-05-08,港股异动 | 啤酒股普涨 百威亚太(1876.HK)涨近5%,格隆汇
3151,2020-05-08,国货引领新潮 客群平均25岁,北京商报
3152,2020-05-08,午市前瞻：港股仍处反复上落格局 料23500点有支持,新浪
3153,2020-05-08,夏日来临 啤酒的旺季还能一如既往吗？,投资界
3154,2020-05-08,五一消费“买国货”新潮流：北京人爱买铁锅 上海人忙护发,联商网
3155,2020-05-08,啤酒的行业格局,中华网
3156,2020-05-08,【光大食品饮料】需求恢复加速、多品类表现亮眼 ——食品饮料行业淘数据4月数据点评,EBSCN食品饮料
3157,2020-05-08,百威亚太中国市场失策：经营性现金流降18% 商誉69亿美元 运营能力下降,斑马消费
3158,2020-05-08,主力资金：两大芯片龙头被砸盘 主力连续买入的白马股曝光,金融界
3159,2020-05-08,线上旺销，线下冷清，五一酒水消费强对比,中国白酒网
3160,2020-05-07,主力资金连续杀入青岛啤酒、云南白药等多只白马股,第一财经
3161,2020-05-07,啤酒“寒潮”散去，谁就此沉沦谁在“冬泳”？,智通财经
3162,2020-05-07,机构普遍看好5月投资机会，还给了金股名单，6家券商同时“押宝”宁德时代,证券日报
3163,2020-05-07,疫情缓解高温来袭 啤酒消费旺季来临,证券时报
3164,2020-05-07,疫情之下！啤酒巨头也扛不住了，一季度巨亏3亿！ 重大损失,中国基金报
3165,2020-05-07,不看你绝对后悔！复星合肥星泓在2020竟然做了这件事！,凤凰网
3166,2020-05-07,最被看好十大港股：花旗维持吉利汽车目标价16.7港元,新浪
3167,2020-05-07,沪深两市主力资金净流出246.24亿元 五粮液净流入额居首,中证网
3168,2020-05-07,粤开证券5月荐股名单出炉（共10只）,新浪
3169,2020-05-07,销量持续下降 百威亚太一季度亏损0.41亿美元 亏损,北京商报
3170,2020-05-07,汇丰：维持青啤(0168.HK)“买入”评级 目标价54.3港元,格隆汇
3171,2020-05-07,汇丰：维持青岛啤酒股份(00168)“买入”评级 目标价54.3港元,智通财经
3172,2020-05-07,食品板块再度活跃，来伊份新乳业两连板，关注三投资主线,证券时报网
3173,2020-05-07,百威亚太跌近2% 首季盈转亏损600万美元 亏损,新浪
3174,2020-05-07,被“人”压垮的燕京啤酒,金融界
3175,2020-05-07,百威中国市场一季度收入大跌45% ，二季度有望正常,第一财经
3176,2020-05-07,【光大食品饮料】共克时艰、分化成长 ——食品行业2019年年报&2020年一季报业绩综述,EBSCN食品饮料
3177,2020-05-07,高温提前来袭 避暑概念有望获关注,金融投资报
3178,2020-05-06,酒类消费回暖 中高端产品仍是宠儿,北京商报
3179,2020-05-06,赛道清晰、格局明显：国内啤酒竞逐进入“高端角力”时代,糖酒快讯
3180,2020-05-06,阿里“双品购物节”：500多家老字号成交额超6亿元,36氪
3181,2020-05-06,港股继续反弹 芯片股大涨|港股收市,第一财经
3182,2020-05-06,多家券商纷纷看好！港A两市啤酒概念上扬明显，华润啤酒（0291.HK）涨超4%,格隆汇
3183,2020-05-06,港股收评|恒指午后拉升，科技股爆发，中软国际飙涨超15%,富途证券
3184,2020-05-06,港股异动|啤酒股上涨全国157地气温破5月上旬历史极值消费旺季来临,格隆汇
3185,2020-05-06,呷哺呷哺飙逾6% 上周二获景顺增持125万股,新浪
3186,2020-05-06,白酒重仓继续回落 大众品保持上升,佳酿网
3187,2020-05-06,粤开策略金股 |2020年5月十大金股及市场展望,微信
3188,2020-05-06,【华泰食饮】19年报/20Q1总结:分化加剧，继续看好高端白酒,华泰食品饮料
3189,2020-05-05,【安信食品】食品饮料行业年报一季报总结：食品正处黄金期，白酒分化更显著,微信
3190,2020-05-05,内地餐饮股受捧 九毛九飙升12%破顶海底捞升近3%,新浪
3191,2020-05-05,【国盛食品|专题】一季报总结：逆势强者恒强，彰显品牌力量,蓉品食饮
3192,2020-05-05,安信证券5月十大金股出炉,安信研究
3193,2020-05-05,日清食品急飙逾7%创近2个月高位 下周一放榜,新浪
3194,2020-05-05,燕京啤酒的一季度：销量下降近50%，由盈转亏至2.46亿 亏损,财华社
3195,2020-05-04,五一假期消费亮点频频：报复性消费的曙光乍现？,格隆汇
3196,2020-05-04,中国食品逆势涨近12%，机构依然看好未来竞争前景,格隆汇
3197,2020-05-04,富瑞：青岛啤酒(0168.HK)首季业绩符预期 目标59.8港元,格隆汇
3198,2020-05-04,高盛：上调青啤(0168.HK)目标价至48.2港元 评级中性,格隆汇
3199,2020-05-04,青岛啤酒逆势上涨4%，一季度营收净利双降毛利反增,Wind
3200,2020-05-04,美银美林：青岛啤酒目标价57.6港元 重申买入评级,新浪
3201,2020-05-04,瑞信：青岛啤酒目标价升至61港元 维持跑赢大市评级,新浪
3202,2020-05-04,麦格理：青岛啤酒升至跑赢大市评级 目标价60.4港元,新浪
3203,2020-05-04,青岛啤酒逆市高走涨逾5.5% 惟公司首季纯利跌33% 盈利能力下降,新浪
3204,2020-05-04,港股异动 | 青岛啤酒逆势涨近6% 一季度营收净利双降 毛利率逆势提升 盈利能力下降,格隆汇
3205,2020-05-03,疫情对中国啤酒业影响及未来市场趋势,产业经济新闻网
3206,2020-05-01,青岛啤酒 | 点评：短期承压不改长期趋势，二季度有望加速回暖,食品饮料光头阳线
3207,2020-05-01,【光大食品饮料】疫情影响逐步消化中，啤酒龙头长期潜力依旧 ——青岛啤酒（600600.SH）2020年一季报点评,EBSCN食品饮料
3208,2020-04-30,【开源食饮每日资讯0430】来伊份4月获得261.62万元政府补助,宇光食饮日讯
3209,2020-04-30,农夫山泉毛利率超50%背后：卖水也能赚大钱,读懂财经
3210,2020-04-30,啤酒旺季还会旺吗,经济观察网
3211,2020-04-30,青岛啤酒一季度实现营收62.93亿,北京商报网
3212,2020-04-30,【2020Q1食品饮料基金持仓分析报告】Q1白酒重仓继续回落，大众品保持上升,陈雯消费深度研究
3213,2020-04-30,营收收窄净利猛增 啤酒市场格局生变？,中华网
3214,2020-04-30,【青岛啤酒一季报点评：疫情冲击在预期内，激励护航向上恢复—方正食品饮料200430】,虎哥的研究
3215,2020-04-30,节后最具爆发力六大牛股(名单),中财网
3216,2020-04-30,【招商食品】华润啤酒：步入盈利提升加速期——华润啤酒最新反馈及投资思考,招商食品饮料
3217,2020-04-30,【国盛食品|点评】青岛啤酒：积极应对疫情，产品结构改善明显,蓉品食饮
3218,2020-04-30,青岛啤酒：一季度实现净利润5.4亿元,中新网
3219,2020-04-30,【民生食饮】青岛啤酒（600600）2020年一季报点评：积极渠道建设部分对冲疫情影响，长期改善仍可期,MS食品饮料
3220,2020-04-30,【招商食品】青岛啤酒：边际逐步改善，力争达成目标,招商食品饮料
3221,2020-04-30,【华创食饮】青岛啤酒：业绩符合预期，中长期稳步向好,华创食饮
3222,2020-04-30,青岛啤酒一季度营收同比下滑20.86%至62.93亿元 盈利能力下降,资本邦
3223,2020-04-29,青岛啤酒(00168.HK)一季度净利润降33.48%至5.37亿元 盈利能力下降,格隆汇
3224,2020-04-29,晚间公告热点追踪：两桶油Q1均亏损超百亿 创A股记录,新浪
3225,2020-04-29,大利好!股民最期待的行情要来了,华讯财经
3226,2020-04-29,奥瑞金(002701.SZ)：2019年度净利润升203.15%至6.83亿元 拟10派0.63元,格隆汇
3227,2020-04-29,青岛啤酒：一季度净利润5.37亿元 同比下滑33% 盈利能力下降,e公司
3228,2020-04-29,青岛啤酒(600600.SH)一季度净利润降33.48%至5.37亿元 盈利能力下降,格隆汇
3229,2020-04-29,终端迎旺季 啤酒企业逐利高端化,北京商报
3230,2020-04-29,20大省会“首位度”排行：7省会并非省内“第一”，济南、南京为何“存在感”不强？,21世纪经济报道
3231,2020-04-28,快讯：白马股逆市大涨 五粮液、格力电器等多股走强,新浪
3232,2020-04-27,拼多多牵手东莞市冲击千亿销售量，此前已与宁波、青岛合作,经济观察网
3233,2020-04-27,重庆啤酒净利6.6亿 中高端产品竞争成行业趋势,新浪
3234,2020-04-27,重庆啤酒净利6.6亿连增三年 中高端产品竞争成行业趋势,长江商报
3235,2020-04-27,巨丰早评：A股将进入“垃圾时间”,巨丰财经
3236,2020-04-27,食品饮料：布局疫情压制的优质滞涨龙头，中信证券首推白酒,证券时报网
3237,2020-04-27,晨会0427｜共识凝聚，慢涨延续,中信证券研究
3238,2020-04-26,黄河啤酒不够“大牌”发展受阻 兰州黄河业绩绑定炒股“战车”,红周刊
3239,2020-04-26,【国盛食品|专题】Q1基金持仓分析：小食品加仓明显，白酒连续两季度减配,蓉品食饮
3240,2020-04-25,惠泉啤酒2019年省外市场营收小幅下降 盈利能力下降,北京商报
3241,2020-04-24,啤酒板块逆势走强，珠江啤酒大涨7%,格隆汇
3242,2020-04-24,24日强势板块分析：酒类股表现活跃 燃料电池概念爆发,证券时报网
3243,2020-04-24,巨丰收评：估值杀之后将迎来反弹,巨丰财经
3244,2020-04-24,啤酒板块走强 珠江啤酒涨8%,格隆汇
3245,2020-04-24,酒类股走势活跃，啤酒类个股亮眼，板块配置价值显现,证券时报网
3246,2020-04-24,小级别调整开启 适当性控制仓位,金融界
3247,2020-04-24,特斯拉宣布涨价！A股汽车板块活跃 可以抄底了？,上证报
3248,2020-04-24,A股普跌传递什么信号？一类股不惧压力逆势爆发,搜狐
3249,2020-04-24,巨丰午评：市场延续调整走势,巨丰财经
3250,2020-04-24,青岛啤酒涨逾3%创近2个月新高 报价48.87元,中新经纬
3251,2020-04-24,谁能引领消费行业民族品牌的“复兴之战”？,36氪
3252,2020-04-24,【开源食饮】2020Q1基金持仓比例略回落，关注消费复苏机会——行业点评报告,宇光看食饮
3253,2020-04-24,多个百亿美元级石化大项目接连落地 广东沿海崛起万亿级石化产业带,南方网
3254,2020-04-23,科技股带升 恒指再逼近24000,财富动力网
3255,2020-04-22,刚刚，重大消息传来，明天A股有戏了！,华讯财经
3256,2020-04-22,茅台等名酒客户名单“删减”后，谁在补位？,中华网
3257,2020-04-22,食品饮料行业今日涨3.11%，主力资金净流入32.11亿元,证券时报网
3258,2020-04-22,收评：港股恒指涨0.42% 消费股集体走高国美系暴涨,新浪
3259,2020-04-22,港股探底回升恒指涨0.42%，阿里健康涨近11%创新高,Wind
3260,2020-04-22,内需股普遍随市反弹 青岛啤酒及康师傅控股各弹4%,新浪
3261,2020-04-22,港股异动丨青岛啤酒涨超4%业务拓展至威士忌、蒸馏酒领域,格隆汇
3262,2020-04-22,阿里巴巴：为中国品牌培养1000名新品策划师,亿邦动力
3263,2020-04-21,石狮红荣进出口贸易有限公司擅自出口未申报的属于法定检验的出口商品被处罚,质量新闻网
3264,2020-04-21,石狮中石贸易有限公司擅自出口未申报的属于法定检验的出口商品被处罚,质量新闻网
3265,2020-04-21,一季度净利下挫六成 嘉士伯注资加持重庆啤酒,时代在线
3266,2020-04-20,食品饮料：持续坚定看多白酒，建议积极增配,证券时报网
3267,2020-04-20,宿迁十大酒企聚首酒都文化旅游展,中国白酒网
3268,2020-04-19,【招商食品|专题】加大推荐调味品板块：动销好转，成本下行,招商食品饮料
3269,2020-04-17,珠江啤酒再现高层人事变动 董监高成员变化,北京商报网
3270,2020-04-17,食品股普遍跑输大市 中国旺旺跌逾2%包尾蓝筹,新浪
3271,2020-04-17,九毛九涨近半成 中金称其跑赢同业,新浪
3272,2020-04-17,比华润啤酒还惨:兰州黄河一季度净利下滑178% 市场份额萎缩 盈利能力下降,腾讯网
3273,2020-04-16,安记食品2019年度拟派7056万元红包,证券时报网
3274,2020-04-16,15.15亿元主力资金今日撤离食品饮料板块,证券时报网
3275,2020-04-16,丽鹏股份营收下降6% 净利润实现扭亏 盈利能力下降,中华网
3276,2020-04-16,鲁股观察|15日52股上涨，利群股份领衔青企涨幅榜,搜狐
3277,2020-04-16,阿里发力购物小程序，618将大范围使用,联商网
3278,2020-04-16,4月16日沪深两市最新交易提示,金融界
3279,2020-04-16,股神兰州黄河啤酒主业最后的黄昏 再靠炒股扭亏,斑马消费
3280,2020-04-15,省内外营收双下降 兰州黄河2019营收仅4.55亿 盈利能力下降,北京商报
3281,2020-04-14,兰州黄河：2019年净利润1563.23万元 同比扭亏为盈,中证网
3282,2020-04-14,兰州黄河(000929.SZ)2019年度业绩扭亏为盈至1563.23万元,格隆汇
3283,2020-04-14,港股异动丨青岛啤酒跌近5% 遭高盛降级削目标价 投资评级恶化,格隆汇
3284,2020-04-14,港股异动︱遭高盛削目标价28%至45.1港元 青岛啤酒(00168)跌近5% 机构下调估值,智通财经
