,2021-12-31,药明康德：施明女士晋升为首席财务官,Wind
3676,2020-09-28,机构重仓股跟踪周报,新浪
3677,2020-09-28,华龙内参2020年第181期 总第769期(电子版),新浪
3678,2020-09-28,药明康德完成收购明捷医药60%股份,新浪
3679,2020-09-28,医药行业周报：海外疫情反复 关注三季报业绩预期突出板块,新浪
3680,2020-09-28,千股遭减仓，北上资金本周连卖5天，茅台“风向”有变？,证券时报网
3681,2020-09-28,每日理财观察：超500万人购买蚂蚁战配基金，多家银行下调外币存款利率,Wind
3682,2020-09-28,【蛟龙出海】拨开市场云雾，大浪淘沙见金,华龙掘金
3683,2020-09-27,医药行业一周观察：海外第二波疫情来袭 关注检测板块业绩弹性,新浪
3684,2020-09-27,医药行业周报：持续布局高景气板块 开始关注三季报预期,西南证券
3685,2020-09-27,医药生物行业研究：2020年CSCO大会群星闪耀 24张图表详细梳理亮点荟萃,新浪
3686,2020-09-27,北向资金动向盘点：本周累计净卖出247.1亿元,Wind
3687,2020-09-27,【浙商医药|周报】医药领涨大盘，从成长属性再看API投资逻辑,杏林建研
3688,2020-09-26,上市公司正负面新闻2020年9月26日星期六,Wind
3689,2020-09-26,陆家嘴财经早餐2020年9月26日星期六,Wind
3690,2020-09-26,“巨无霸”接连登陆A股，千亿市值公司增至108家,Wind
3691,2020-09-25,【浙商医药|周报】强势反弹，哪些核心赛道必须加？,杏林建研
3692,2020-09-25,药明康德(603259.SH)：拟将使用闲置自有资金进行现金管理的额度调整为不超86.5亿元,格隆汇
3693,2020-09-25,[路演]成都先导：药明康德进入DEL领域对公司影响不大,全景网
3694,2020-09-25,核心公募基金公司持仓分析,新浪
3695,2020-09-25,晚间重要公告2020年9月25日星期五,Wind
3696,2020-09-25,药明康德(02359)拟向上海药明和香港药明进行增资,智通财经
3697,2020-09-25,药明康德(02359)拟将注册资本变更为24.42亿元,智通财经
3698,2020-09-25,北向资金连续5日净流出，新能源车产业链获外资逆势加仓,Wind
3699,2020-09-25,药明康德(603259.SH)：拟向子公司上海药明增资64.57亿元向香港药明增资6亿元,格隆汇
3700,2020-09-25,药明康德(603259.SH)：拟以募集资金置换预先投入的7.74亿元自筹资金,格隆汇
3701,2020-09-25,“闪崩股”频现，三因素成诱因,Wind
3702,2020-09-25,医疗物资出口板块连续拉升，英科医疗、振德医疗、泰格医药、药明康德领涨,Wind
3703,2020-09-25,药明康德65亿定增结果出炉，CDMO为何成资本“香饽饽”？,环球老虎财经
3704,2020-09-25,港股盘前公告精选：明源云公开发售获644.25倍认购，今日上市,Wind
3705,2020-09-24,药明康德A股定增发行6269.03万股 UBS AG获配1446.27万股,中证网
3706,2020-09-24,公告精选丨天山生物称证监会调查仍在进行中；药明康德披露A股定增报告书,21世纪经济报道
3707,2020-09-24,太火爆了！药明康德定增底价87.81元实际发行价104.13元/股，UBS AG出资15.06亿参与认购,21世纪经济报道
3708,2020-09-24,药明康德(02359)签订《募集资金专户存储三方监管协议》,智通财经
3709,2020-09-24,外围大跌A股调整加速，两大聪明资金押注传统行业,Wind
3710,2020-09-24,药明康德(02359)完成发行6269.03万股A股 净募资64.61亿元,智通财经
3711,2020-09-24,药明康德披露A股定增报告书：发行价格104.13元,Wind
3712,2020-09-24,药明康德披露A股定增报告书：发行价为104.13元/股,36氪
3713,2020-09-24,药明康德披露A股定增报告书：UBSAG获配15.06亿元的股份,格隆汇
3714,2020-09-24,药明康德(603259.SH)披露A股定增报告书：UBSAG获配15.06亿元的股份,格隆汇
3715,2020-09-24,金斯瑞创始人被“监视居住” 因偷运人类遗传资源惹的祸？,华夏时报
3716,2020-09-23,CRO&CDMO投研体系之数据跟踪(系列四)：2020H1回顾与前瞻 疫情背景下中国企业竞争优势凸显,新浪
3717,2020-09-23,医药行业周报：医保目录调整逐步进行 冠状动脉支架首批纳入器械国采,渤海证券
3718,2020-09-23,恒指震荡收涨0.11%报23742.51点，医药股领涨,Wind
3719,2020-09-23,【行情】港股医药股持续走高，复星医药涨超6%，药明生物、药明康德、上海医药等纷纷走高,金十数据
3720,2020-09-23,【异动股】药明康德(02359-HK)涨3.52%,财华社
3721,2020-09-22,金斯瑞股价创19年以来新低公告透露正被海关调查进出口业务有何问题？ 连续下跌,科创板日报
3722,2020-09-22,医药行业周报：关注板块回调态势下的疫苗及生物制品,新浪
3723,2020-09-21,医药外包行业周报：板块回暖 关注商业模式验证中的药筛CRO,新浪
3724,2020-09-21,晚间重要公告2020年9月21日星期一,Wind
3725,2020-09-21,药明康德(02359)完成预留授予约2.91万份股票期权的登记工作,智通财经
3726,2020-09-21,"药明康德现1笔大宗交易 共成交2,086.20万元",新浪
3727,2020-09-21,机构重仓股跟踪周报,新浪
3728,2020-09-21,医药生物行业周报：表现平稳 蓄势待发,新浪
3729,2020-09-21,【异动股】药明康德(02359-HK)跌3.23%,财华社
3730,2020-09-21,专访余文心：医药股十年市值变迁看赛道、护城河、管理层,新浪
3731,2020-09-21,医药生物行业周报：CSCO、ESMO大会召开 关注创新药产业链,新浪
3732,2020-09-21,深度解析|为老年失智者寻找希望：阿尔茨海默症新药研发深度分析,药明康德
3733,2020-09-20,浙商早知道 | 9月22日,浙商证券研究所
3734,2020-09-19,超200万股东揪心 逾900亿解禁洪流来袭 这只医疗股压力巨大 6股解禁比例超50%（附股） 解禁,金融界
3735,2020-09-19,上市公司正负面新闻2020年9月19日星期六,Wind
3736,2020-09-19,下周949亿市值限售股解禁，环比增加760.85% 解禁,Wind
3737,2020-09-18,晚间重要公告2020年9月18日星期五,Wind
3738,2020-09-18,药明康德(02359)：HCFII WX (HK) Holdings Limited合计完成减持2378.88万股公司股份 减持股份,智通财经
3739,2020-09-18,药明康德：股东累计通过大宗交易减持1%股份，完成减持计划 减持股份,Wind
3740,2020-09-18,药明康德(603259.SH)：HCFIIWX(HK)HoldingsLimited减持完毕累计减持1%股份 减持股份,格隆汇
3741,2020-09-18,野村：首予药明康德港股“买入”评级，目标价129港元,Wind
3742,2020-09-18,A股早报2020年9月18日星期五,Wind
3743,2020-09-18,上市公司正负面新闻2020年9月18日星期五,Wind
3744,2020-09-17,药明康德大宗交易成交20.83亿元,证券时报网
3745,2020-09-17,药明康德(02359)因激励对象行使股票期权而发行6.27万股A股,智通财经
3746,2020-09-17,晚间重要公告2020年9月17日星期四,Wind
3747,2020-09-17,A股共发生150宗大宗交易成交49.07亿元（9月17日）,Wind
3748,2020-09-17,长春高新分拆百克生物IPO：产品结构单一 推广费是研发投入近五倍,腾讯网
3749,2020-09-17,药明康德(603259.SH)：6.272万份股票期权9月23日解禁 解禁,格隆汇
3750,2020-09-17,Moderna达成两项合作 礼来新冠抗体初期试验结果,Wind
3751,2020-09-17,医药行业周报：医药品种“调结构” 关注 “快速复苏板块”+“医保降价免疫”,新浪
3752,2020-09-17,无锡药品进口口岸获批，拓展对外开放平台通道,制药网
3753,2020-09-17,【异动股】药明康德(02359-HK)跌3.12%,财华社
3754,2020-09-17,恒指跌幅扩大至1%，医疗股跌幅居前,Wind
3755,2020-09-16,策略流动性专题：成交维持相对低位 周期性行业较为抗跌,新浪
3756,2020-09-14,东北“市值一哥”罕见跌停，一日蒸发160亿！,Wind
3757,2020-09-14,【权益变动】药明康德(02359-HK)被摩根大通减持55.6177万股 减持股份,财华社
3758,2020-09-14,2020半年报总结：行业分化加剧 龙头集中度提升,新浪
3759,2020-09-14,医药行业周报：短期调整不改长期趋势 持续关注高景气度细分板块,新浪
3760,2020-09-14,医药行业周报：板块回调 关注低估值、高业绩确定性细分龙头,新浪
3761,2020-09-14,医药生物行业跨市场周报：三个机遇和一个可控风险 把握医药反弹的主线,光大证券
3762,2020-09-14,这只5倍妖股彻底凉了？本周还有哪些大事值得关注？,21世纪经济报道
3763,2020-09-12,全球风险偏好降低，机构博弈A股调仓季,经济观察报
3764,2020-09-11,【一周资金路线图】主力资金净流出2317亿 电子行业净流出规模居前,证券时报网
3765,2020-09-11,药明康德(02359)股东拟减持不超约2378.88万股A股 拟减持股份,智通财经
3766,2020-09-11,药明康德(603259.SH)：HCFIIWX (HK) Holdings Limited拟减持不超1%公司股份 拟减持股份,格隆汇
3767,2020-09-11,药明康德：股东拟减持不超1% 拟减持股份,Wind
3768,2020-09-11,医药2020H1中报总结：Q2业绩环比开始改善 行业步入疫后时代,新浪
3769,2020-09-11,高瓴资本押注生物医药 投资图谱纳入京东健康,时代在线
3770,2020-09-10,【CDMO榜】《2020中国CDMO企业20强》隆重发布！,药智网
3771,2020-09-10,股市流动性回落，北上资金流出——资金面周观察,修炼投资的水晶球
3772,2020-09-09,资金面周观察：股市流动性回落 北上资金流出,新浪
3773,2020-09-09,【异动股】药明康德(02359-HK)跌3.13%,财华社
3774,2020-09-09,港股盘前公告精选：广汽集团前八月汽车销量同比减少9.87%,Wind
3775,2020-09-08,创新大势下，这些企业有望长期受益,汇聚南药
3776,2020-09-08,药明康德(02359)获WuXi AppTec (BVI) Inc.减持约1217.61万股 减持股份,智通财经
3777,2020-09-08,药明康德(603259.SH)：WuXiAppTec(BVI)Inc.合计减持1217.61万股减持数已过半 减持股份,格隆汇
3778,2020-09-08,药明康德：WuXi AppTec(BVI) Inc.减持0.51%公司股份 减持股份,Wind
3779,2020-09-08,医药生物行业周报：二季度业绩逐步恢复 把握业绩确定性,新浪
3780,2020-09-08,药明康德主业毛利率反常下滑 大手笔加码CDMO胜算几何 盈利能力下降,投资者网
3781,2020-09-07,资金流跟踪系列二十五：上资金会重复一季度的大幅外流之势吗？,新浪
3782,2020-09-07,【异动股】药明康德(02359-HK)跌3.01%,财华社
3783,2020-09-07,芯片股巨震！但板块内这些股票大涨20%,中证报
3784,2020-09-07,民生证券医药行业周报：关注高景气医疗器械以及低估值板块机会,新浪
3785,2020-09-07,融资客青睐7股，中源协和买入占比高达39.51%,Wind
3786,2020-09-07,医药生物：关注估值切换带来低估值板块投资机遇,财富动力网
3787,2020-09-07,【港股医药2020年中报总结】上半年CRO一枝独秀，下半年行业全面恢复可期,兴证医药健康
3788,2020-09-06,医药生物行业：去伪存真,新浪
3789,2020-09-06,医药行业周报：板块回调 关注估值切换带来低估值板块投资机遇,新浪
3790,2020-09-06,医药生物行业周报：国产创新药频繁授权海外 继续重点推荐创新药产业链,新浪
3791,2020-09-06,医药行业每周医览药闻：2020年医药中报业绩总结：后疫情时代 关注需求复苏下蕴含的全球市场机会,新浪
3792,2020-09-05,酱油跌、白酒跌、医药跌！外资跑了，谁是幕后推手,新财富
3793,2020-09-04,【浙商医药|中报】创新药产业链：本土力量逐步彰显硬实力，制药升级进入兑现期,杏林建研
3794,2020-09-04,【浙商医药|中报总结】Q2改善，选赛道更重要,杏林建研
3795,2020-09-04,“大妖股”大跌14%，竟然翻红了……,中国基金报
3796,2020-09-04,医药行业2020年9月投资月报：建议关注IVD化学发光赛道 业绩高增长可期,新浪
3797,2020-09-04,【异动股】药明康德(02359-HK)跌3.74%,财华社
3798,2020-09-04,北向资金动向盘点：海天味业净卖出1.2亿元，不是杀跌主力,Wind
3799,2020-09-03,医药行业2020H1财报分析：寻找具有相对性价比的公司,新浪
3800,2020-09-03,北向资金连续“出逃”第四日，药明康德遭净卖出近6亿,第一财经
3801,2020-09-03,北向资金全天出逃超10亿，抛售药明康德近5.77亿,21世纪经济报道
3802,2020-09-03,北上资金净流出10.04亿元药明康德遭净卖出5.77亿元,格隆汇
3803,2020-09-03,北向资金连续4日净流出，药明康德遭净卖出5.77亿元居首,Wind
3804,2020-09-03,9月3日主力资金净流出442亿元,证券时报网
3805,2020-09-03,视点 | 实用性临床试验，助力实现低成本、高效率的医疗保健体系,药明康德
3806,2020-09-02,药明康德遭沪股通连续3日净卖出合计净卖出10.51亿元,证券时报网
3807,2020-09-02,"药明康德现1笔大宗交易 共成交2,409.89万元",新浪
3808,2020-09-02,华龙内参2020年第162期 总第750期(电子版),新浪
3809,2020-09-02,9月开门红难掩热点涣散，看“聪明钱”如何投资A股,Wind
3810,2020-09-02,北向资金动向盘点：重手加仓“酱香型牛奶”,Wind
3811,2020-09-01,"药明康德现1笔大宗交易 共成交4,414.88万元",新浪
3812,2020-09-01,北上资金净流出3亿元，药明康德净卖出超5亿元,每日经济新闻
3813,2020-09-01,北向资金小幅净流出，伊利股份获净买入6.91亿元居首,Wind
3814,2020-09-01,【中航证券医药】行业周报 | 疫苗吹风会提振市场信心,中航军工研究
