,2021-12-22,港股异动 | 中海油服(02883)早盘涨超5% 机构称国内加大能源安全保障利好海上油服等标的,智通财经
1626,2020-03-09,每经开盘丨沪指低开1.56% 石油股全线重挫,每日经济新闻
1627,2020-03-09,"【行情】受国际油价暴跌影响，石油股开盘全线重挫，中海油服逼近跌停，潜能恒信、中曼石油、贝肯能源均跌逾6%，中国石油低开2.6%，中国石化低开1.25%。
连续下跌",金十数据
1628,2020-03-09,国际油价史诗级暴跌！国内厂商迎政策套利机会，下游机会如何？,证券时报网
1629,2020-03-09,突发！“史诗级”风暴突袭全球,证券时报网
1630,2020-03-09,突发！“史诗级”风暴突袭全球，国际油价重挫20%，美标普500期货触发交易限制，日股暴跌4%…A股请挺住 连续下跌,证券时报网
1631,2020-03-09,国金证券：油价暴跌下，油服怎么看？ 连续下跌,证券时报网
1632,2020-03-09,【机械*陈显帆】不受国际油价影响，国内油服将持续高景气,东吴研究所
1633,2020-03-09,中泰证券：疫情冲击原油需求 原油竞争焦点转向市场份额,金融界
1634,2020-03-09,国际油价跌跌不休产业链隐现结构性机会,证券时报
1635,2020-03-08,【油服行业点评】不受国际油价影响，国内油服将持续高景气【东吴机械】,透视先进制造
1636,2020-03-08,中东股市崩了 A股石油产业链影响几何？,e公司
1637,2020-03-04,午市前瞻：港股本周最多上望26700点 26000点见支持,新浪
1638,2020-03-03,【石化】原油：二次探底历史重演，蕴藏哪些机会？,天风研究
1639,2020-03-03,石油化工行业：阶段性降低用气价格 支持企业复工,财富动力网
1640,2020-03-02,港股收盘(3.2)|恒指收涨0.62% 大基建板块全线爆发 中国建材(03323)收涨逾10%,智通财经
1641,2020-03-02,港股异动 | 国际油价终止连跌盘中大幅反弹 石油股普涨 中石油(00857)涨逾4%,智通财经
1642,2020-03-02,中海油服获贝莱德增持224.8万股股份,新浪
1643,2020-03-02,贝莱德增持中海油服(02883)224.8万股，每股作价约11.18港元,智通财经
1644,2020-03-02,【权益变动】中海油服(02883-HK)获贝莱德增持224.8万股,财华社
1645,2020-02-28,37股每笔成交量增超50%,证券时报网
1646,2020-02-28,全球油价大跌！疫情海外扩散，恐慌情绪蔓延期市，如何把握后市？,券商中国
1647,2020-02-28,港股收盘(2.28)|恒指收跌2.42%创四个月新低 九龙仓集团(00004)复牌大跌16.55% 连续下跌,智通财经
1648,2020-02-28,截至2月28日AH股共计1只股票股价倒挂,Wind
1649,2020-02-28,午市前瞻：港股短期料续寻底 恐下试25000点关口,新浪
1650,2020-02-28,港股异动︱国际油价大跌 石油股普跌 中海油(0883.HK)跌逾4%领跌 连续下跌,格隆汇
1651,2020-02-28,油价5连跌创1年低位 中海油跌逾5%暂最差表现蓝筹,新浪
1652,2020-02-28,天风证券：国际海上日费已开启涨价模式,第一财经
1653,2020-02-28,中国海油：14项产能建设全开工,科技日报
1654,2020-02-27,六行业年报盈利增速领跑 关注高成长龙头股,大众证券报
1655,2020-02-27,恒指午后快速拉升翻红 阿里健康大涨,腾讯网
1656,2020-02-27,早盘复盘：港A两市表现分化沪指重回3000点，国产软件、云计算、特高压概念强势,格隆汇
1657,2020-02-27,港股午评：恒指半日跌0.66%阿里概念、重型机械股走强,格隆汇
1658,2020-02-27,恒指低位回升跌0.56% 阿里健康大涨,腾讯网
1659,2020-02-27,港股异动 | 受国际油价拖累 中海油服(02883)挫逾4% 瑞银上调其评级至“买入”,智通财经
1660,2020-02-27,中国海油疫情期间油气产量同比增长5.5%,中国网
1661,2020-02-27,油价创一年低位 三桶油受压中海油急跌近2%,新浪
1662,2020-02-26,最被看好十大港股：瑞信升山东黄金目标价至26港元,新浪
1663,2020-02-26,瑞银：升中海油服(02883)至“买入”评级 目标价14.2港元,智通财经
1664,2020-02-25,港股收盘(2.25)|恒指收涨0.27% 传获华为麒麟芯片订单 中芯国际(00981)收涨7.23%,智通财经
1665,2020-02-25,港股异动 | 市场担忧原油需求前景 国际油价重挫 石油股随市下行 连续下跌,智通财经
1666,2020-02-25,港股异动丨中海油服领跌石油股原油大幅重挫创近两周新低 连续下跌,格隆汇
1667,2020-02-25,市场避险情绪持续 腾讯撑市港股午收26799点下跌21点,新浪
1668,2020-02-24,港股收盘(2.24)|恒指收跌1.79% 5G供应链爆发 中兴通讯(00763)涨近10%破顶,智通财经
1669,2020-02-24,午市前瞻：港股短期27000点变成阻力 26400点有支持,新浪
1670,2020-02-24,港股午评|疫情蔓延日韩，恒指大跌超400点，中兴逆势拉升,富途证券
1671,2020-02-24,油价下滑“三桶油”急跌 中石油跌逾4%暂为最差蓝筹,新浪
1672,2020-02-24,港股异动 | 国际油价大跌 石油股普跌 中石油(0857.HK)跌逾4%,格隆汇
1673,2020-02-21,机构推荐采掘行业名列其中 后市或迎补涨期,证券日报
1674,2020-02-19,截至2月19日AH股共计1只股票股价倒挂,Wind
1675,2020-02-19,外高桥造船：一钻井平台交付离厂、两船试航归来,中国船舶报
1676,2020-02-19,“东方发现”从临港驶向深圳气田,上观
1677,2020-02-19,【山证化工】行业周报 （20200210-20200216）：油价强势反弹，油服行业确定性强,山西证券研究所
1678,2020-02-18,复工后，上海外高桥造船交付首座钻井平台,上观
1679,2020-02-18,周二机构一致看好的七大金股（02.18）,中金在线
1680,2020-02-18,38股获券商买入评级 威孚高科目标涨幅达59.69%,Wind
1681,2020-02-18,地方政府优化营商环境，帮助企业攻坚克难,中国企业报
1682,2020-02-17,截至2月17日AH股共计1只股票股价倒挂,Wind
1683,2020-02-14,58股获机构买入评级18股上涨空间超20%,证券时报
1684,2020-02-14,截至2月14日AH股共计1只股票股价倒挂,Wind
1685,2020-02-13,截至2月13日AH股共计1只股票股价倒挂,Wind
1686,2020-02-13,中海油服大涨5.14% 成交额17775万元,中新经纬
1687,2020-02-13,花旗唱淡油价降三桶油目标价 中石化及中石油下跌1% 机构下调估值,新浪
1688,2020-02-13,机械行业：优选工业自动化板块及景气度持续的油服板块,--
1689,2020-02-13,石化行业：上半年业绩低点后或出现V型反转,天风证券
1690,2020-02-12,截至2月12日AH股共计1只股票股价倒挂,Wind
1691,2020-02-12,东北证券：疫情之下风险与机遇并存 机械行业三个角度优选公司,证券时报网
1692,2020-02-12,【东北机械刘军/朱宇航】行业周报：疫情之下，风险与机遇并存，三个角度优选公司,东北证券研究所
1693,2020-02-11,截至2月11日AH股共计1只股票股价倒挂,Wind
1694,2020-02-11,三桶油随市反弹 中海油扬逾2%中石化升近2%,新浪
1695,2020-02-11,2月11日券商晨会研报汇编,证券日报
1696,2020-02-11,券商首次关注5股并给予买入评级（2月11日）,Wind
1697,2020-02-11,35股获券商买入评级，美年健康目标涨幅达56.92%,Wind
1698,2020-02-10,抗击疫情 天津上市公司硬核驰援,证券时报网
1699,2020-02-10,CPI涨幅创逾8年记录A股宽震创指6连阳市场短期风险加大,财华社
1700,2020-02-10,截至2月10日AH股共计1只股票股价倒挂,Wind
1701,2020-02-10,中海油服大涨6.53% 领涨采掘服务板块,中新经纬
1702,2020-02-10,2月10日午后主力巨资出逃四大板块(附股),金融界
1703,2020-02-10,油服板块走强,Wind
1704,2020-02-07,截至2月7日AH股共计1只股票股价倒挂,Wind
1705,2020-02-07,港股盘前必读：原本有意欲在港上市的公司相继押后上市计划,Wind
1706,2020-02-06,天津上市公司协会：已有25家天津辖区上市公司伸出援手抗击疫情,中证网
1707,2020-02-06,截至2月6日AH股共计1只股票股价倒挂,Wind
1708,2020-02-06,午市前瞻：港股短线或突破50天线 上望27900点,新浪
1709,2020-02-06,摩通：升中海油服(2883.HK)目标价至14.7港元重申对油服股前景正面,格隆汇
1710,2020-02-06,国资委：春节期间中国海油全系统生产平稳,国资委
1711,2020-02-05,截至2月5日AH股共计1只股票股价倒挂,Wind
1712,2020-02-04,60股今日获机构买入评级,证券时报网
1713,2020-02-04,油股普遍上升 中海油及中石化涨近1%,新浪
1714,2020-02-04,疫情短期影响可控，继续加配高端制造,中信建投证券研究
1715,2020-02-03,截至2月3日AH股共计1只股票股价倒挂,Wind
1716,2020-02-03,中国石油跌逾2% 暂为最差蓝筹,新浪
1717,2020-02-01,天津上市公司主动发挥各自优势驰援疫情一线,证券日报
1718,2020-01-31,午市前瞻：A股复市料下跌 港股料受压或下试25900点,新浪
1719,2020-01-30,三桶油走低 中海油跌逾2%中石化跌近2%见三年低位,新浪
1720,2020-01-23,港股收盘(1.23)|恒指收跌1.52% 消费股再遭重创 海底捞(06862)跌近8%,智通财经
1721,2020-01-23,午市前瞻：港股借势调整属正常现象 料27800点有支持,新浪
1722,2020-01-23,今日41只A股跌停休闲服务行业跌幅最大,证券时报网
1723,2020-01-23,1月23日午盘主力巨资出逃四大板块(附股),金融界
1724,2020-01-23,1月23日早盘主力巨资出逃四大板块(附股),金融界
1725,2020-01-23,港股异动 | 国际油价下行拖累港股石油股 中海油(00883)一度跌超3%,智通财经
1726,2020-01-22,钻井“巡航制导”20年攻关的背后,中国能源网china5e
1727,2020-01-20,【投资策略|国信化工】基础化工行业1月份投资策略：新材料服务科技创新是当前重点,化工之诚
1728,2020-01-20,开盘：恒指高开0.39％突破29100点 中国移动涨5.74％领跑蓝筹股,金融界
1729,2020-01-20,港股盘前必读：快手与腾讯音乐娱乐集团在版权上已经正式达成深度合作,Wind
1730,2020-01-20,港股开盘前瞻：机构称市场延续躁动 建议布局三条主线,腾讯网
1731,2020-01-19,三桶油齐发声：2020加大油气生产力度！石油人将更加忙碌,腾讯网
1732,2020-01-18,中海油、中海油服2020年战略指引点评：中海油资本支出持续提升，利好旗下三大油服【中信证券石化黄莉莉团队】,CITICS石油石化
1733,2020-01-17,2019年中国海洋石油市场发展现状与竞争格局分析 海洋油气资源是重要战略补充,前瞻研究院
1734,2020-01-17,截至1月17日AH股共计1只股票股价倒挂,Wind
1735,2020-01-17,里昂：上调中海油服(2883.HK)目标价至14港元 评级降至“跑赢大市”,格隆汇
1736,2020-01-17,45股获券商买入评级，中南建设目标涨幅达49.85%,Wind
1737,2020-01-16,三桶油走高 中海油上涨2%暂为最佳蓝筹中石化上涨1%,新浪
1738,2020-01-16,光大证券：中海油资本开支持续增加，旗下油服子公司有望持续受益,第一财经
1739,2020-01-15,69股今日获机构买入评级,证券时报网
1740,2020-01-15,预计投资48亿 中海油服发布2020年战略指引,国际船舶
1741,2020-01-15,【太平洋化工】海油产业链三剑客之博迈科：行业复苏叠加在手订单充足，公司迎来业绩拐点,太平洋化工信息平台
1742,2020-01-15,高盛：上调中海油田服务(02883)目标价至13.5港元 重申“中性”评级,智通财经
1743,2020-01-15,光大证券：中海油服买入评级,光大证券
1744,2020-01-15,51股获券商买入评级，宝通科技目标涨幅达43.46%,Wind
1745,2020-01-15,11股获买入评级 最新:中南建设,中财网
1746,2020-01-14,【太平洋化工】中海油资本支出高增长，持续推荐海油产业链,太平洋化工信息平台
1747,2020-01-14,【天风石化】中海油服：业绩持续增长，中海油国内资本开支维持稳定,樨樨和她的油气小伙伴
1748,2020-01-14,【国元机械】油服及设备行业点评：2020年中海油资本支出保持增长，海上油服市场需求旺盛,国元高端装备
1749,2020-01-14,大摩：重申中海油(0883.HK)“增持”评级 目标价16.55港元,格隆汇
1750,2020-01-14,【天风石化】中海油服：业绩符合预期，关注油价大跌对资本开支影响,樨樨和她的油气小伙伴
1751,2020-01-14,【天风石化】海油工程：订单持续增长，业绩有望崛起,樨樨和她的油气小伙伴
1752,2020-01-14,天风证券：中海油（00883）资本开支增6-18% 预计业绩将持续提升,智通财经
1753,2020-01-14,国金证券：中海油资本开支维持高位，看好油服大周期,证券时报网
1754,2020-01-14,油服点评：中海油资本开支维持高位，看好油服大周期【国金机械军工】,国金高端装备制造及新材料
1755,2020-01-13,获赔13亿“沉冤得雪”，中海油服与挪威国油和解,国际船舶
1756,2020-01-13,收评：恒指大涨300点逼近29000点关口 阿里、美团双双创下上市新高,金融界
1757,2020-01-13,2019年，船舶海工上市企业的“盛宴”,航运交易公报
1758,2020-01-13,开盘：恒指高开0.47突破28700点 比亚迪大涨8.52%,金融界
1759,2020-01-13,97股获券商买入评级 中国汽研目标涨幅达60.33%,Wind
1760,2020-01-13,【东北机械刘军/朱宇航】行业周报：HIT及210等光伏新技术渐行渐近，继续推荐光伏设备龙头,东北证券研究所
1761,2020-01-11,一周325只个股突破一年新高,中财网
1762,2020-01-10,智通每日大行研报汇总︱1月10日,智通财经
1763,2020-01-10,68股今日获机构买入评级,证券时报网
1764,2020-01-10,中海油服大跌5.27%，采掘服务行业跌2.31% 连续下跌,中新经纬
1765,2020-01-10,油气勘查开采市场获全面开放，油服产业受益标的有哪些？,格隆汇
1766,2020-01-10,油气市场今日迎来重磅利好消息,第一财经
1767,2020-01-10,油价三连跌 中石油跌逾2%领跌蓝筹中海油跌逾1% 连续下跌,新浪
1768,2020-01-10,中国油气开采全面开放，油服民企龙头受益大【国金机械军工】,国金高端装备制造及新材料
1769,2020-01-09,央企50板块总体上涨0.39%，中国国航领涨,搜狐
1770,2020-01-09,油气勘采市场全面开放 油服概念股下跌,每日经济新闻
