,2021-12-27,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
2833,2020-07-24,游资情报｜“孙哥”爆买军工股遭砸盘； 2股惊现机构惨烈对决！ 股票卖空,每日经济新闻
2834,2020-07-24,恒指低开低走收跌2.21%，医药股大跌,Wind
2835,2020-07-24,公募基金经理能承受“百亿”之重吗？,21世纪经济报道
2836,2020-07-24,证券行业点评：并购重组待提速 提升行业国际竞争力,新浪
2837,2020-07-24,【行情】港股中资券商股开盘走低，国泰君安、东方证券跌1.6%，中信证券跌1.4%，招商证券跌1.3%,金十数据
2838,2020-07-23,基金2020Q2券商持仓分析：券商配置占比下滑至0.46% 低配比例继续扩大,新浪
2839,2020-07-23,2020年中国证券行业市场竞争格局分析 中信证券稳居榜首【组图】,前瞻研究院
2840,2020-07-23,国投转债投资简析：AAA评级、主打证券的金控集团 建议积极申购,新浪
2841,2020-07-23,券商永续次级债发行频现！6家数百亿融资已浮出水面,Wind
2842,2020-07-23,15:30直播|国泰君安、工银研究员分析:下半年原油和黄金投资策略,新浪
2843,2020-07-23,口味工厂：中餐工业化的下一个十年,钛媒体
2844,2020-07-23,第一创业42亿定增落地 五大券商认购10亿单日浮盈9亿,长江商报
2845,2020-07-23,13904亿！沪深两融余额创5年新高，有券商系统宕机,Wind
2846,2020-07-22,国泰君安今日大宗交易成交50万股，成交价21.3元溢价9.51%,Wind
2847,2020-07-22,陆金所回应“最早今年赴美上市”：不予置评,Wind
2848,2020-07-22,券商板块冲高回落收涨1.03%，第一创业主力净流入金额超19亿元,Wind
2849,2020-07-22,券商上半年债券承销业务专项排名出炉：地方债中标金额大增48.8%,中证网
2850,2020-07-22,罕见！券商买券商，5巨头齐出手，意味着什么,中国基金报
2851,2020-07-22,41家券商同享科创板盛筵，平均每家跟投浮盈超3.6亿元,Wind
2852,2020-07-22,中金A股IPO加量发行猜想,Wind
2853,2020-07-21,每经记者揭秘科创板投资路线图：开户数、投资者活跃度与行情“正相关”,每日经济新闻
2854,2020-07-21,全球最大IPO，蚂蚁集团上市，4大谜底待解,21世纪经济报道
2855,2020-07-21,创业板注册制股票上市指日可待，两融账户竟无法融资交易？,上证报
2856,2020-07-21,利好政策与中期业绩“助攻”，券商板块昨日吸金近千亿元,Wind
2857,2020-07-21,发行量猛增两倍！中金为何此时修改“回A”方案,券商中国
2858,2020-07-20,[公司]科大国创：股东孙路向国泰君安解除质押360万股,全景网
2859,2020-07-20,国泰君安：已按披露方案完成回购,证券时报网
2860,2020-07-20,国泰君安(02611)已完成回购8899.999万股A股,智通财经
2861,2020-07-20,21亿元债券项目仅收30万承销费，国泰君安等8家券商因打“价格战”被调查 金融监管处罚,搜狐
2862,2020-07-20,券商板块今日收涨5.29%，中信证券主力资金净流入约5亿元,Wind
2863,2020-07-20,券商板块半日涨6.36%，方正证券、中信证券共获得主力净流入超12亿元,Wind
2864,2020-07-20,超低费率抢生意8券商遭中证协自律调查 金融监管处罚,上证报
2865,2020-07-20,国泰君安：市场风格从金融周期向科技消费过渡,Wind
2866,2020-07-20,国泰君安：市场上行遇阻回归震荡 风格从金融周期向科技消费过渡,证券时报网
2867,2020-07-20,中信证券国泰君安等被调查 争抢债券承销业务惹关注 金融监管处罚,上证报
2868,2020-07-20,上市券商144亿元分红已兑现，还有157多亿元红包“在路上”,Wind
2869,2020-07-20,上市券商144亿元分红已兑现 还有157多亿元红包“在路上”,证券日报
2870,2020-07-20,开打债券承销“价格战”？8家券商遭中证协自律调查 金融监管处罚,北京商报
2871,2020-07-20,利率略有回暖，信用注重票息，转债短期调整——海通债券周报（姜珮珊、杜佳、周霞、王巧喆）,姜超宏观债券研究
2872,2020-07-19,国泰君安：放下突破的执著，重回震荡，风格则从金融和周期切换回到科技和消费,上证报
2873,2020-07-19,国泰君安、中金公司、中信证券等被中证协自律调查 事涉债券承销“价格战” 金融监管处罚,21世纪经济报道
2874,2020-07-19,8家券商被调查，中证协出手：承销21亿债券为何仅收几十万？,Wind
2875,2020-07-19,中证协宣布!火速启动8家券商大调查 这次来得迅速,中财网
2876,2020-07-19,哪些上市公司的上半年业绩预告超预期？| 国君周知,国泰君安证券研究
2877,2020-07-19,圣元环保过会：今年IPO获批第100家 国泰君安过3.5单,中国经济网
2878,2020-07-19,宁德时代定增意向申购者名单中惊现黄晓明，官方回复：不是黄教主！,Wind
2879,2020-07-19,承销费报价偏低，中国证券业协会对国泰君安等启动调查,第一财经
2880,2020-07-19,中证协：对国泰君安、海通证券等启动自律调查,中新经纬
2881,2020-07-19,监管助力券商自我强化,证券市场周刊
2882,2020-07-19,再提券商合并 哪家呼声最高？,金融界
2883,2020-07-19,2020年版三四线城市买房指南,虎嗅网
2884,2020-07-19,券商板块花式跳水 康华生物开启造富神话,南方财经网
2885,2020-07-18,三四线城市买房指南（2020年版） | 国君固收,国泰君安证券研究
2886,2020-07-18,太火爆！千亿资金抢筹宁德时代定增，高瓴资本获配100亿,券商中国
2887,2020-07-18,A股“千亿俱乐部”，北京、广东各晋9家占鳌头,Wind
2888,2020-07-18,证券时报头版：并购重组+员工持股，券商基金迎“双轮驱动”良机,Wind
2889,2020-07-18,“券商高价回购”对垒“股东逢高套现”,中国经营报
2890,2020-07-17,国泰君安：7月17日回购A股17万股 耗资321.49万元,中证网
2891,2020-07-17,国泰君安(601211.SH)：截至7月17日耗资15.43亿元回购A股8899.999万股,格隆汇
2892,2020-07-17,游资情报｜“章盟主”暴力抢筹康华生物；“炒股养家”无奈割肉中天金融！,每日经济新闻
2893,2020-07-17,国泰君安(02611-HK)回购17万股A股涉资约人民币321.49万元,财华社
2894,2020-07-17,国泰君安(601211.SH)：完成2020年第四期短期融资券兑付,格隆汇
2895,2020-07-17,国泰君安(02611)7月17日斥321.5万元回购17万股A股,智通财经
2896,2020-07-17,中国债券市场金融债发行日程一览（7月17日）,Wind
2897,2020-07-17,券商板块今日缩量收跌3.07%，光大证券等4股跌停遭主力净卖出44亿元,Wind
2898,2020-07-17,平安国际融资租赁：拟下调“17平租04”票面利率,Wind
2899,2020-07-17,天元集团过会：今年IPO获批第95家 国泰君安过2.5单,中国经济网
2900,2020-07-17,豪悦护理过会：今年IPO获批第96家 平安证券过首单,中国经济网
2901,2020-07-17,券商板块半日跌超3%，太平洋、光大证券、中信证券遭主力资金净卖出31亿元,Wind
2902,2020-07-17,港股思摩尔国际涨6.38% 国泰君安给予目标价58.05港元,证券时报网
2903,2020-07-17,亏本生意？中信+国君联手承销21亿央企债券 只要万分之一？ 亏损,金融界
2904,2020-07-17,前国君掌门再现江湖 确定奔私！券业大佬“奔私”知多少,金融界
2905,2020-07-17,有色金属趋势性上涨会继续吗？有哪些正确投资姿势,券商中国
2906,2020-07-17,稳人才！湘财股份启动股权激励计划，激励对象包括董事长等331人，行权参照湘财证券业绩与风控,财联社
2907,2020-07-16,国泰君安新监事会主席上任,证券日报
2908,2020-07-16,【次新异动】思摩尔昨日逆市涨逾16% 国泰君安首予增持评级,凤凰网
2909,2020-07-16,国泰君安(02611.HK)选举李中宁任监事会主席,格隆汇
2910,2020-07-16,国泰君安(601211.SH)：监事会主席李中宁任职,格隆汇
2911,2020-07-16,券商板块收跌5.6%成交金额1273亿元，太平洋获主力净流入32.29亿元,Wind
2912,2020-07-16,[券业场]国泰君安前董事长杨德红去向揭晓！创立道禾投资 高管团队均来自出资人,金融界
2913,2020-07-16,格隆汇港股回购榜 | 7月15日,格隆汇
2914,2020-07-16,频繁踩雷，境外业务能否为海通证券分类评价加分？,Wind
2915,2020-07-15,游资情报｜“孙哥”联手“章盟主”封板中泰证券；“赵老哥”“炒股养家”接盘第一创业！,每日经济新闻
2916,2020-07-15,21亿元项目仅收费20多万 中信证券国泰君安不赚钱交个朋友？,中证报
2917,2020-07-15,地板价！21亿元项目仅收费20多万,中证报
2918,2020-07-15,国泰君安(02611)7月15日1924.9万元回购93万股A股,智通财经
2919,2020-07-15,国泰君安(02611.HK)7月15日耗资1924.96万元回购93万股A股,格隆汇
2920,2020-07-15,失守3400点，科技板块连续两日深度回调！,Wind
2921,2020-07-15,绿康生化(002868.SZ)：控股股东与国泰君安开展融资融券业务,格隆汇
2922,2020-07-15,券商板块今日跌2.87%，无一股收于涨停,Wind
2923,2020-07-15,思摩尔国际(6969.HK)快速拉升大涨14% 获国泰君安看高至58.05港元,格隆汇
2924,2020-07-15,券商板块半日跌1.8%成交金额740亿元，越秀金控涨停获主力净流入0.7亿元,Wind
2925,2020-07-15,东方证券前六月净利19.2亿增近五成 推4亿元员工持股计划覆盖总人数七成,长江商报
2926,2020-07-15,格隆汇港股回购榜 | 7月14日,格隆汇
2927,2020-07-15,券商分类评价工作启动，A类份额扩大,Wind
2928,2020-07-14,私募圈大消息！中石油子公司、原券商董事长、PE总裁都来了！,中国基金报
2929,2020-07-14,私募圈大消息！刚刚，掌管超千亿企业年金的中石油子公司、原券商董事长、PE总裁都来了,中国基金报
2930,2020-07-14,掌管超千亿企业年金中石油养老资管拿下私募资产配置资质,中国基金报
2931,2020-07-14,券商股走势现分化 资金+政策+业绩共振,红周刊
2932,2020-07-14,游资情报｜三大顶级游资“会师”鼎捷软件；“章盟主”携手机构“抄底”百联股份！,每日经济新闻
2933,2020-07-14,证券业“大考”来了！券商分类评价启动，谁有望跻身AA类？,上证报
2934,2020-07-14,证券业“大考”来了：券商分类评价启动 谁有望跻身AA类？,上证报
2935,2020-07-14,7月14日深市创业板活跃股公开信息,深交所
2936,2020-07-14,A股险守3400点！券商警告：牛市已持续9个月，不要低估风险,中国基金报
2937,2020-07-14,国泰君安(02611)7月14日斥3910.56万元回购189万股A股,智通财经
2938,2020-07-14,国泰君安(02611.HK)7月14日耗资3910.56万元回购189万股A股,格隆汇
2939,2020-07-14,老龙头星期六逆势涨停，一机构买入5020万元,Wind
2940,2020-07-14,券商板块半日跌0.03%，南京证券主力净流入额16.96亿元,Wind
2941,2020-07-14,格隆汇港股回购榜|7月13日,格隆汇
2942,2020-07-14,券商业绩高歌 太平洋“伤心”,时代在线
2943,2020-07-13,证券行业盈利能力提升 将迎高质量发展阶段,证券时报
2944,2020-07-13,7月13日深市创业板活跃股公开信息,深交所
2945,2020-07-13,国泰君安(02611-HK)回购97.99万股A股涉资约人民币2027.72万元,财华社
2946,2020-07-13,国泰君安(02611)7月13日斥资2027.77万元回购97.99万股A股份,智通财经
2947,2020-07-13,国泰君安(02611.HK)7月13日耗资2027.72万元回购97.99万股A股,格隆汇
2948,2020-07-13,国泰君安：回购97.99万股A股，耗资2027万元,Wind
2949,2020-07-13,证券股普涨 光大证券升近14%国泰君安上升5%,新浪
2950,2020-07-13,港股国泰君安涨5.57% 获增持1387.04万股,证券时报网
2951,2020-07-13,港股异动丨国泰君安A+H联袂上涨增持回购齐发力,格隆汇
2952,2020-07-13,A股重拾升势，收复3400点！外资加仓75亿！央妈释放500亿,中国基金报
2953,2020-07-13,港股盘前必读：伦敦基本金属普涨，7月18日深港通–创业板改革演习,Wind
2954,2020-07-12,加码信息技术投入 20家券商指标评价获加分,证券日报
2955,2020-07-11,2019年度券商经营业绩排名来了！全行业净利同比翻番，中信证券四大指标再度领跑，券业差异化、特色化发展趋势进一步显现,中证报
2956,2020-07-11,斥资142亿，腾讯再推巨额股权激励，人均50万，3万人受益！高管刚刚却又减持了 减持股份,中国基金报
2957,2020-07-11,格隆汇港股回购榜|7月10日,格隆汇
2958,2020-07-11,35家上市券商上半年实现净利589亿元,Wind
2959,2020-07-10,券商股大涨却遭股东减持，多家券商股东祭出减持计划，南京证券更被连续两轮减持 减持股份,每日经济新闻
2960,2020-07-10,【中泰金融】券商做强做优趋势不变——《证券公司分类监管规定》修改研究（蒋峤/陆韵婷/戴志锋）,传统借贷vs新型金融
2961,2020-07-10,7月10日深市创业板活跃股公开信息,深交所
2962,2020-07-10,明石创新控股子公司宏远氧业拟A股IPO 正接受国泰君安辅导,资本邦
2963,2020-07-10,华茂股份(000850.SZ)解除质押2500万股国泰君安A股,格隆汇
