,2021-12-31,四川再添南向出川大通道 宜宾实现“县县通高速”,科技日报
1574,2020-03-30,中国中铁(00390)近期中标多项重大工程 涉资192.38亿元,智通财经
1575,2020-03-30,中国中铁：2019年净利润同比增长37.68%,Wind
1576,2020-03-30,中国中铁：价值创造能力凸显 持续发展动能强劲,证券时报网
1577,2020-03-30,中国中铁：2019年净利约237亿元 同比增38%,e公司
1578,2020-03-30,中国中铁(601390.SH)2019年度净利润升37.68%至236.78亿元 拟10派1.69元,格隆汇
1579,2020-03-30,中国中铁旗下最大钼矿发生尾矿砂泄漏事件,中国网
1580,2020-03-27,异动直击|高铁基建股走强，中国中铁涨超7%领涨,富途证券
1581,2020-03-27,港股异动 | 固定资产投资加快 获大摩上调目标价及评级 中国中铁(00390)涨逾6%,智通财经
1582,2020-03-27,大摩：中国中铁升至增持评级 上调目标价至7港元,新浪
1583,2020-03-23,最被看好十大港股：大摩予申洲国际目标价140港元,新浪
1584,2020-03-23,小摩：给予中国中铁及中国交通建设增持评级,新浪
1585,2020-03-23,小摩：中国铁建(01186)今年有望复苏 予中国中铁(00390)及中国交通建设(01800)“增持”评级,智通财经
1586,2020-03-23,光大证券：子公司永续债贡献少数股东权益增长 建筑央企基本面改善,金融界
1587,2020-03-21,国铁集团、中国中铁、中国中车、中国铁建等企业负责人年薪曝光，近五成年薪过百万,搜狐
1588,2020-03-20,八大建筑央企海外经营最新排行,一带一路高参
1589,2020-03-18,北京在建地铁项目已复工89个，复工率超八成,北京日报
1590,2020-03-18,中国中铁(00390.HK)3月30日举行董事会会议以审批全年业绩,格隆汇
1591,2020-03-13,中国中铁被中国建筑投诉投标有违规行为 经核查未发现 诉讼纠纷,电缆网
1592,2020-03-12,基建股暴涨背后投资价值是否凸显？,搜狐
1593,2020-03-12,基建板块异动,Wind
1594,2020-03-11,券商首次关注6股并给予买入评级（3月11日）,Wind
1595,2020-03-10,中国中铁(00390)：“19铁工03”回售部分债券兑付日为4月15日,智通财经
1596,2020-03-10,中国中铁(00390.HK)“19铁工03”回售登记期3月17日-3月19日,格隆汇
1597,2020-03-09,中国中铁(00390)：“19铁工03”回售登记期为3月17日-19日,智通财经
1598,2020-03-09,中国中铁：将“19铁工03”后2年的票面利率由3.4%下调至2.7%,Wind
1599,2020-03-09,中国中铁(00390.HK)“19铁工03”利率调整至2.7%,格隆汇
1600,2020-03-09,天津地铁4号线开建 总投资236.78亿元,经济日报
1601,2020-03-09,【太平洋建筑】坚守大基建与柔性抗震两条投资主线—周观点0307,微信
1602,2020-03-08,【天风建筑周报】建筑板块低估值的优势仍然存在，预计仍有一定的相对收益,笑谈建筑
1603,2020-03-06,中国中铁：44.54亿元中标广西岑溪至大新公路BOT项目,中国网
1604,2020-03-05,中国中铁合计中标251亿元多项重大工程,上证报
1605,2020-03-05,中国中铁(00390)拟聘任孙璀为公司总会计师(财务总监),智通财经
1606,2020-03-05,中国中铁(00390.HK)提名王士奇为执行董事候选人,格隆汇
1607,2020-03-05,中国中铁(601390.SH)近期合计中标251.24亿元承包类工程,格隆汇
1608,2020-03-05,中国中铁(00390.HK)近期中标251.2亿元承包类工程及联合中标222.69亿元BOT项目,格隆汇
1609,2020-03-05,中国电建：孙璀辞任总会计师职务 杨良接任,中国网
1610,2020-03-04,中建又一个工程局总经理调整！近期五大央企发生百人变动 董监高成员变化,北极星节能
1611,2020-03-02,A股大涨走出独立行情，大基建估值与题材兼备,Wind
1612,2020-03-02,11万亿计划助力基建 机构称建筑板块的“春天”来了,中国财富网
1613,2020-03-02,万亿板块掀涨停潮，机构看好这些低估值基建股(名单),证券时报网
1614,2020-02-27,中国中铁股票行情走好,资本邦
1615,2020-02-26,万亿投资计划出炉！以基建为重点，拉动经济增长，A股已沸腾,Wind
1616,2020-02-26,[国君建筑韩其成]基建春天来临，钢结构弹性最大，基建央企稳健_国君建筑韩其成/陈笑,乐建其成
1617,2020-02-26,基建三宝逆市上升 中国铁建现升3%中国中铁上升1%,新浪
1618,2020-02-24,百年建筑网： 央企重大工程新签合同超2600亿,百年建筑网
1619,2020-02-21,支援祖国，抗击疫情，踊跃捐赠，为匈牙利中资企业商会点赞,商务部
1620,2020-02-21,恒生神州50指数纳入海螺水泥（00914）华润置地（01109）等 剔除中国中铁（00390）等,智通财经
1621,2020-02-19,履央企责任 发企业所长——中国中铁广州局集团抗击疫情进行时,中国经济网
1622,2020-02-19,新冠肺炎疫情阴霾下基建再成稳增长利器,中国商品混凝土网
1623,2020-02-18,中国中铁：项目已陆续复工 民生工程优先推进,新浪
1624,2020-02-18,又一个工程局总经理调整，近期五大央企百人变动！,一带一路高参
1625,2020-02-15,滇中引水工程分段实现复工 复工率超过50%,新华网
1626,2020-02-10,【太平洋建筑】短期板块暂时承压，关注高成长子行业独立行情—周观点0209,微信
1627,2020-02-07,国泰君安：看好中国中铁(00390)2020年业绩延续高增趋势，A股估值仅5.7倍创5年新低,智通财经
1628,2020-02-05,疫情下的成都 | 中铁二局李想：疫情防控和生产经营两手抓,乐居财经
1629,2020-02-05,2月5日晚间上市公司十大重磅公告,巨丰财经
1630,2020-02-05,中国中铁联合中标高速公路建设PPP项目,上证报
1631,2020-02-05,中国中铁：220.92亿元中标国道109新线高速公路PPP项目,中国网
1632,2020-02-05,中国中铁：联合体中标220.92亿元公路项目,e公司
1633,2020-02-05,中国中铁(601390.SH)：联合体中标国道109新线高速公路(西六环路-市界段)PPP项目,格隆汇
1634,2020-02-05,北京超百家上市公司捐款7亿元抗击疫情,证券日报
1635,2020-02-04,联合评级：终止对中国中铁“10铁工G2”的跟踪评级,Wind
1636,2020-02-03,助力疫情防控救治工作 中国中铁(00390)合计捐赠5000万元,智通财经
1637,2020-02-03,中国中铁(601390.SH)：捐赠5000万元助力新型冠状病毒感染肺炎疫情防控救治工作,格隆汇
1638,2020-02-03,【太平洋建筑】疫期建筑业短期或受扰动，中长期不改上行趋势—周观点0202,微信
1639,2020-02-03,2月3日有692只债券还本付息,Wind
1640,2020-02-01,中国中铁再次捐赠3000万元抗击疫情,证券时报网
1641,2020-01-30,中国中铁捐赠2000万元驰援疫情防控,中证网
1642,2020-01-28,打赢疫情防控阻击战，中国中铁在行动,上证报
1643,2020-01-28,中国中铁：调动多项资源 全力投入疫情防控阻击,e公司
1644,2020-01-23,5股获买入评级 最新:中国中铁,中财网
1645,2020-01-22,【华泰建筑建材鲍荣富】中国中铁19FY经营数据点评：订单增速回暖，19年业绩有望高增长,华泰建筑建材研究
1646,2020-01-22,中国中铁点评：订单维持高增长，高速公路出售优化财报结构【天风建筑唐笑团队】,笑谈建筑
1647,2020-01-21,智通港股公告精选︱(1.21)中国中铁2019年累计新签合同额同比增27.9%至2.16万亿元,智通财经
1648,2020-01-21,中国中铁(00390)2019年累计新签合同额同比增27.9%至2.16万亿元,智通财经
1649,2020-01-15,智通港股公告精选︱(1.15) 莎莎国际于香港计划未来18个月内关闭约20%至25%的店铺,智通财经
1650,2020-01-14,智通港股公告精选︱(1.14) 华润置地2019年总合同销售金额2425亿元 同比增长15.1%,智通财经
1651,2020-01-14,中国中铁(00390)：“10中铁G2”将于1月31日兑付本息并摘牌,智通财经
1652,2020-01-14,中国中铁(601390.SH)：“10中铁G2”将于31日兑付和摘牌,格隆汇
1653,2020-01-14,中国中铁(601390.SH)：“16铁工01”及“16铁工02”将于31日付息,格隆汇
1654,2020-01-14,中国中铁(00390.HK)“16铁工01”及“16铁工02”1月31日付息,格隆汇
1655,2020-01-14,中国中铁(00390.HK)“10中铁G2”拟1月31日付息,格隆汇
1656,2020-01-13,中国中铁(00390)近期中标若干重大工程项目 中标价合计约468.14亿元,智通财经
1657,2020-01-13,中国中铁近期合计中标468亿元工程项目 联合中标两PPP项目,上证报
1658,2020-01-13,中国中铁：中标两重大PPP项目 项目投资估算合计近500亿元,e公司
1659,2020-01-13,中国中铁(601390.SH)：近日联合体中标合计496.56亿元PPP项目,格隆汇
1660,2020-01-13,中国中铁(00390.HK)联合体中标496.6亿元PPP项目,格隆汇
1661,2020-01-13,中国中铁(00390.HK)近期中标468.1亿元工程项目,格隆汇
1662,2020-01-13,中国中铁：近期总计中标约468.14亿元重大工程,Wind
1663,2020-01-13,24股主力资金净流入超亿元,证券时报
1664,2020-01-12,【国盛建筑】周观点：专项债发行大幅增长，继续推荐建筑蓝筹与钢构龙头,微信
1665,2020-01-09,中国中铁(601390.SH)：“19铁工01”17日付息 每手派息36.80元,格隆汇
1666,2020-01-09,中国中铁(00390.HK)“19铁工01”拟1月17日付息,格隆汇
1667,2020-01-09,"中国中铁现1笔大宗交易 共成交3,979.65万元",新浪
1668,2020-01-09,中国中铁今日大宗交易成交617万股，成交价6.45元溢价8.59%,Wind
1669,2020-01-09,中铁北方 “两高两铁” 建功中铁 | 回望京新高速5周年,新华网
1670,2020-01-08,2020年我国固废资源化利用行业十大要闻要事述评,世铝网
1671,2020-01-07,【太平洋建筑】专项债持续放量，重视低估值龙头投资机会-周观点0111,微信
1672,2020-01-02,中字头集体上攻，中国交建、中国建筑涨超3%,Wind
1673,2020-01-01,【中信证券建筑 罗鼎团队】周观点：基建单季承压全年稳增；关注装配式建筑短工期优势,Citics建筑
1674,2020-01-01,【中信证券建筑 罗鼎团队】周观点：交通运输部等统筹抓好复工开工，MLF及LPR或较大概率下行,Citics建筑
1675,2020-01-01,【中信证券建筑 罗鼎团队】周观点：高基数下12月基建增速略有回落，地方交通投资目标陆续公布,Citics建筑
1676,2020-01-01,【中信证券建筑 罗鼎团队】周观点：关注逆周期调节发力（20200223）,Citics建筑
1677,2019-12-31,瑞信：亚太区焦点股包含中国平安(02318)及中国中铁(00390),智通财经
1678,2019-12-31,京张高铁投入运营！智能化或成高铁时代最大亮点？,格隆汇
1679,2019-12-30,中国中铁(00390)：2018年度三期中期票据付息频次为每年付息一次,智通财经
1680,2019-12-30,机构：上周北京新建住宅市场成交75.24亿元,中国网
1681,2019-12-30,AMC与企业深度合作 市场化债转股创新项目不断落地,新浪
1682,2019-12-25,通风报信、承揽业务 中国中铁子公司员工受贿近30万 其他违规处罚,新浪
1683,2019-12-25,中国中铁迈上质量强企新征程,中证报
1684,2019-12-24,奥马电器“贱卖”资产遭问询 *ST股“甩卖”资产志在“保壳” 问询,红周刊
1685,2019-12-24,港股早评：恒指微跌0.02%高铁基建股盘前强势铁建、中国中铁皆升超1%,格隆汇
1686,2019-12-23,智通港股公告精选︱(12.23)中国中铁近期重大工程中标合计463.03亿元,智通财经
1687,2019-12-23,中国中铁(00390)近期重大工程中标合计463.03亿元,智通财经
1688,2019-12-23,中国中铁：463.03亿元中标南宁至玉林铁路建设等工程,中国网
1689,2019-12-23,中国中铁：近期中标463亿元重大工程,e公司
1690,2019-12-23,中国中铁5.95亿元竞得上海市一宗地块 溢价率1.71%,中国网
1691,2019-12-23,中国中铁出售孙公司股权预增利37亿 完成业绩目标76% 资产异常,新浪
1692,2019-12-22,地产圈 | 中国中铁恢复参与收购马来西亚大马城项目,乐居财经
1693,2019-12-18,天风证券助力中铁大桥局资产证券化圆满完成,凤凰网
1694,2019-12-18,中国中铁出资54.48亿元参与收购马来西亚大马城项目60%股权,观点地产网
1695,2019-12-18,百年京张助力冬奥 北上协开展走进中国中铁调研及独董培训交流活动,证券时报网
1696,2019-12-18,中国中铁(00390-HK)附属恢复参与收购大马城项目,财华社
1697,2019-12-17,中国中铁(00390)就依海中铁收购邦达公司60%股权需出资54.48亿元,智通财经
1698,2019-12-17,中国中铁(601390.SH)：ICSB与TRXCITY签署大马城公司股权买卖恢复及修订协议,格隆汇
1699,2019-12-17,中国中铁：8000亿营收大关完成在际，股价为何跌跌不休？,财华社
1700,2019-12-17,花旗：中国中铁(0390.HK)出售股权将获益基建板块偏好中国铁建(1186.HK)等 资产异常,格隆汇
1701,2019-12-17,港股异动 | 出售中铁高速股权受益获花旗看好 中国中铁(00390)涨逾3%,智通财经
1702,2019-12-17,花旗：中国中铁(00390)出售股权将获益 基建板块偏好中国铁建(01186) 资产异常,智通财经
1703,2019-12-17,恒指高开0.45%报27630点 海尔电器复牌涨超18%,腾讯网
1704,2019-12-17,中国中铁：标的出让估值合理，盘活资产助行稳致远,证券时报网
1705,2019-12-17,中国中铁65亿马币杀回大马城，中国华电签约柬埔寨西港2×350兆瓦燃煤电厂项目,一带一路高参
1706,2019-12-16,中国中铁(00390)拟93.16亿元出售中铁高速51%股权及相关债权 资产异常,智通财经
1707,2019-12-16,中国中铁(00390.HK)拟出售中铁高速51%股权及相关债权 对价约93.16亿元 资产异常,格隆汇
1708,2019-12-16,中国中铁：中铁交通出售中铁高速51%股权和相关债务 资产异常,第一财经
1709,2019-12-16,中国中铁：下属子公司中铁交通出售中铁高速51%股权及33.15亿元相关债权 资产异常,Wind
