,2021-12-28,江西铜业：拟8360万元转让纳米克热电95%股权 提升公司整体资产质量,发布易
1687,2019-12-27,【行情】有色午后持续走高，西部矿业、华友钴业、广晟有色等多只个股封涨停，紫金矿业大涨8%，江西铜业涨逾7%。,金十数据
1688,2019-12-27,港股午评：恒指半日涨1.18% 建材水泥股走强,格隆汇
1689,2019-12-27,午评：港股大涨1.18%重返二万八 科技、金融等爆发,新浪
1690,2019-12-27,A股锂电池股连日走强 赣锋锂业涨近6%创历史新高,新浪
1691,2019-12-27,江西铜业(0358.HK)领涨铜板块传中国一些大型铜生产企业同意减产,格隆汇
1692,2019-12-27,民企冶炼厂减产基本确定 有色股爆发洛阳钼业大涨8%,新浪
1693,2019-12-27,【晨观方正】宏观/化工/有色/电子20191230,方正证券研究
1694,2019-12-26,国资委定调2020年国企改革路线图 融资客逾26亿元布局15只概念股,证券日报
1695,2019-12-26,中国铜冶炼商上调明年一季度铜加工精炼费最低价,长江有色
1696,2019-12-26,天风证券：铜价中枢有望持续上移 建议关注3股,证券时报网
1697,2019-12-26,有色金属板块拉升，民企冶炼厂减产基本确定，刺激铜价上涨,第一财经
1698,2019-12-26,大型冶炼厂减产声音再起 铜价中枢有望持续上移,证券时报网
1699,2019-12-26,【异动股】有色板块午后继续拉升鼎盛新材(603876-CN)涨停,财华社
1700,2019-12-26,国内10家大型冶炼厂酝酿联合减产 有色铜概念快速拉升,巨丰财经
1701,2019-12-26,有色金属板块午后多股拉升,e公司
1702,2019-12-26,快讯：有色铜概念快速拉升 楚江新材、云南铜业涨3%,新浪
1703,2019-12-26,铜板块异动，云南铜业、江西铜业短线拉升,Wind
1704,2019-12-26,树立做大做强稀土产业的雄心,中国有色
1705,2019-12-26,沪铜创8个月新高 有色板块“涨”字当道,中证报
1706,2019-12-26,沪铜创8个月新高，有色板块“涨”字当道,Wind
1707,2019-12-25,耐普矿机二度闯关IPO：业绩起伏不定，客户关系难言公允,中金在线
1708,2019-12-25,副省长外甥公司需钱周转 江西铜业子公司高管挪3千万,新浪
1709,2019-12-25,市场消息：10家大型铜冶炼企业计划联合减产基本属实,长江有色
1710,2019-12-25,有色板块异动，云南铜业、江西铜业短线拉升,Wind
1711,2019-12-25,江西铜业大幅拉升0.8% 股价创近2个月新高,金融界
1712,2019-12-25,今年直接融资有望突破4000亿元,江西人民政府
1713,2019-12-25,中信证券：CSPT考虑联合减产 预计国内精铜缺口将扩大,证券时报网
1714,2019-12-25,铜冶炼企业联合减产预期升温 2股有望受益,证券时报网
1715,2019-12-25,早报：国务院再出招26条稳就业 融资客逆市加仓20亿,新浪
1716,2019-12-25,巨丰热点前瞻：关注市场轮动性机会,巨丰财经
1717,2019-12-24,22股主力资金净流入超亿元,证券时报网
1718,2019-12-24,稀土板块震荡走高 雅化集团宇晶股份涨停,证券时报网
1719,2019-12-24,569只股短线走稳站上五日均线,证券时报网
1720,2019-12-24,耐普矿机未全面披露实控人关联企业，新晋供应商现客户身影,中金在线
1721,2019-12-24,【异动股】有色金属板块拉升，鼎胜新材(603876-CN)涨停,财华社
1722,2019-12-24,有色铜板块持续走强江西铜业(600362.SH)涨超7%,格隆汇
1723,2019-12-24,有色金属板块异动，云南铜业涨超6%,Wind
1724,2019-12-24,A股全线反弹：沪指半日涨0.25%石墨烯概念活跃,中新经纬
1725,2019-12-24,券商首次关注2股并给予买入评级（12月24日）,Wind
1726,2019-12-24,25股获券商买入评级 中南建设目标涨幅达59%,Wind
1727,2019-12-23,【李斌团队】求真周产业笔记73– 191222： 中美缓和，有色机遇繁多,华泰研究所有色金属
1728,2019-12-23,33只AH股溢价超100%,证券时报网
1729,2019-12-23,44股今日获机构买入评级18股上涨空间超20%,证券时报网
1730,2019-12-23,江西铜业：老牌铜矿龙头活力焕发，打开新的成长空间,齐丁有色研究
1731,2019-12-23,港股开盘前瞻：金山软件拟分拆金山云上市 瑞银减持中金公司,智通财经
1732,2019-12-22,【太平洋有色】粗铜供应偏紧，库存延续下行，仍看好铜价中枢上行 | 行业观点及高频数据跟踪,有色钢铁杨坤河
1733,2019-12-20,摩根大通减持江西铜业(00358)247.94万股，每股作价10.1065港元 减持股份,智通财经
1734,2019-12-20,江西铜业(600362)接受控股股东财务资助15亿元,长江有色
1735,2019-12-20,恒邦保险抚州中心支公司违法遭罚 擅自变更营业场所 金融监管处罚,中国经济网
1736,2019-12-20,【权益变动】江西铜业(00358-HK)被摩根大通减持247.94万股 减持股份,财华社
1737,2019-12-20,赣闽打通危废跨省转移绿色通道,中国环境报
1738,2019-12-19,只有1%的江铜人知道，江铜有多少家高新技术企业,中国有色
1739,2019-12-18,进口粗铜Benchmark敲定 明年粗铜供给难有大增量,长江有色
1740,2019-12-18,准备全面逼空？各路大佬跑步进场！孙煜赵老哥4亿爆买南京证券,腾讯网
1741,2019-12-16,小摩增持江西铜业(00358)143.09万股，每股作价9.5243港元,智通财经
1742,2019-12-16,基本面完美 5股不买就赔大了,中财网
1743,2019-12-16,添信资本2019中国投资并购论坛在京举行,中证网
1744,2019-12-16,山西责令27座煤矿停产整顿，罚款2909万元 经营问题,搜狐
1745,2019-12-16,中金：对未来A股和港股看法积极 推荐五矿资源(01208)及江西铜业(00358),智通财经
1746,2019-12-16,【权益变动】江西铜业(00358-HK)获摩根大通增持143.09万股,财华社
1747,2019-12-16,智通港股早知道︱（12月16日）恒指技术超买短线有回落可能，关注科技与地产板块的回调上车机会,智通财经
1748,2019-12-13,小摩减持江西铜业(00358) 124.03万股，每股作价9.39港元 减持股份,智通财经
1749,2019-12-13,【权益变动】江西铜业(00358-HK)被摩根大通减持124.03万股 减持股份,财华社
1750,2019-12-12,铜相关股见追捧 江西铜业升逾3%紫金矿业扬近3%,新浪
1751,2019-12-12,异动直击|铜期货主力创逾半年新高，五矿资源大涨6%,富途证券
1752,2019-12-12,江西铜业拟耗资近80亿海外收购 加强铜矿资源布局,长江商报
1753,2019-12-12,【早间资讯】2019-12-12,大通证券投教基地
1754,2019-12-12,【中原晨会1212】市场分析、通信月报、锂电池月报、江西铜业、券商月报,中原证券研究所
1755,2019-12-12,【中证盘前】央行重申未发行法定数字货币；赣锋锂业与宝马签订长期供货协议；六连板南宁百货回应股价异动；*ST华业进入退市整理期,中证报
1756,2019-12-12,股海导航 12月12日沪深股市公告提示,新浪
1757,2019-12-12,台媒关注江西铜业收购加拿大矿业巨头股权,参考消息
1758,2019-12-11,12月12日上市公司重要公告集锦：獐子岛拟向参股公司借款2800万元,证券日报
1759,2019-12-11,【天风钢铁|日报】中央经济工作会议在北京举行 坚决打好三大攻坚战,金龙钢铁分析
1760,2019-12-11,江西铜业接受控股股东15亿元财务资助,金融界
1761,2019-12-11,江西铜业(600362.SH)接受控股股东财务资助15亿元,格隆汇
1762,2019-12-11,江西铜业：入股第一量子，布局海外资源,证券时报网
1763,2019-12-11,江西铜业：老牌铜矿龙头活力焕发，打开新的成长空间,齐丁有色研究
1764,2019-12-11,【权益变动】江西铜业(00358-HK)获摩根大通增持48.19万股,财华社
1765,2019-12-11,江西铜业拟11.16亿美元间接持有第一量子18%股权,长江有色
1766,2019-12-11,耗资近80亿!江西铜业间接控股非洲最大铜矿所有者,观察者网
1767,2019-12-11,安泰科：中国主要铜冶炼企业11月产量环比下滑逾4%,长江有色
1768,2019-12-11,中信证券：更为明确的供应忧虑将驱动铜价上行,证券时报网
1769,2019-12-10,【西南有色·每日资讯】20191210,刘孟峦有色研究
1770,2019-12-10,全球十大未开发铜矿出炉,长江有色
1771,2019-12-10,利刃出鞘！江西铜业宣布以11.159亿美元间接收购国际铜业巨头第一量子公司18%股权,中国有色
1772,2019-12-10,五矿资源逆市四连扬弹逾3% 兼收复100天线,新浪
1773,2019-12-10,江西铜业涨近2% 斥近88亿元收购加国铜矿上市公司,新浪
1774,2019-12-10,有色板块逆势走强 江西铜业大涨6%,证券时报网
1775,2019-12-10,江西铜业大幅拉升5.93% 股价创近2个月新高,金融界
1776,2019-12-10,快讯：有色冶炼加工板块异动 江西铜业涨近6%,新浪
1777,2019-12-10,有色铜逆势走升，江西铜业大涨6%,Wind
1778,2019-12-10,江西铜业大涨5.72%报15.33元,中新经纬
1779,2019-12-10,盯盘:5股均线盘中出现黄金交叉,中财网
1780,2019-12-10,10月公司新闻聚焦：珠海国资17亿揽入宝鹰股份 东旭光电今日复牌,证券时报网
1781,2019-12-10,都是机构，为什么就外资在买买买？,德邦证券微资讯
1782,2019-12-10,华创事件驱动早报12-10：华为终端全线搭载鸿蒙系统；自主可控推动网络安全快速发展,华创证券研究
1783,2019-12-09,江西铜业(600362.SH)就收购PIMCupric进行借款不超7亿美元,格隆汇
1784,2019-12-09,【每日金属资讯】江西铜业收购第一量子18.015%股权、格林美向LG化学供应新能源动力电池用高镍三元前驱体产品,有色钢铁杨坤河
1785,2019-12-09,公告精选：*ST大洲获和升控股二度举牌；宝鹰股份实控人将变为珠海市国资委,e公司
1786,2019-12-09,晚间公告热点追踪：宝鹰股份实控人变更为珠海国资委,新浪
1787,2019-12-09,江西铜业拟以11.159亿美元收购PCH100%股权,上证报
1788,2019-12-09,江西铜业：拟11.16亿美元收购PCH 100%股权,e公司
1789,2019-12-09,江西铜业(600362.SH)：拟11.159亿美元拿下第一量子18.015%股权,格隆汇
1790,2019-12-09,恒邦股份(002237.SZ)拟与江铜租赁开展融资租赁业务,格隆汇
1791,2019-12-09,伦敦三个月期铜上周五急涨 紫金矿业上扬5%江铜升2%,新浪
1792,2019-12-08,中银国际证券IPO首发过会 资管业务或成未来增长点,华夏时报
1793,2019-12-06,生意社：供需紧平衡 铜价小幅下跌0.18%（12.2-12.6）,生意社
1794,2019-12-06,力拓集团加入对赞比亚头号铜矿商的竞购，冲击江西铜业的收购计划,长江有色
1795,2019-12-06,【权益变动】江西铜业(00358-HK)被摩根大通减持45.65万股 减持股份,财华社
1796,2019-12-06,洛阳钼业飙近8%创7个月新高 获摩通升六成目标价,新浪
1797,2019-12-06,五矿资源急涨近7% 获摩通升至增持评级,新浪
1798,2019-12-04,中国稀土飙近18% 重稀土价格再上调,新浪
1799,2019-12-04,【权益变动】江西铜业(00358-HK)被摩根大通减持94.54万股 减持股份,财华社
1800,2019-12-03,有色金属行业：估值底部静待修复,光大证券
1801,2019-12-03,光大有色2020年度投资策略：估值底部，静待修复,证券时报网
1802,2019-12-02,全球前10大未开发铜矿,自然资源部
1803,2019-12-02,中银国际弱市“过关”IPO,中国经营报
1804,2019-12-02,【天风Morning Call】晨会集萃20191202,天风研究
1805,2019-12-01,【天风有色杨诚笑团队】有色金属：钴锂龙头有望充分受益新周期，关注经济预期带来基本金属修复,笑看有色
1806,2019-11-29,赣锋锂业昨回吐超过7%后 现逆市反弹逾4%,新浪
1807,2019-11-29,绿科科技飙近6% 暂三连升累涨41%,新浪
1808,2019-11-28,中银国际证券首发获通过，资管业务成最大亮点,中国基金报
1809,2019-11-28,赣锋锂业今早破顶后现跌近7% 惟本月累涨19%,新浪
1810,2019-11-28,【天风有色杨诚笑团队】有色金属：铜铝边际改善有望持续，关注钴价底部反弹及中重稀土弹性,笑看有色
1811,2019-11-27,五矿资源飙升近8% 收复20天及50天线,新浪
1812,2019-11-27,中信证券：流动性宽松+消费预期改善，推荐铜铝板块,证券时报网
1813,2019-11-26,2019年废铜供应持续偏紧 2020年供应问题依旧严峻,新浪
1814,2019-11-26,中银国际闯关发审委，昔日投行贵族借势突围,Wind
1815,2019-11-26,中银国际闯关发审委 昔日投行贵族借势突围,21世纪经济报道
1816,2019-11-25,《一周研读》中美股市未来十年估值展望（2019年11月25日-11月29日）,中信证券研究
1817,2019-11-25,本周股市三大猜想及应对策略：有色金属受资金青睐？,财富动力网
1818,2019-11-25,【朝闻国盛1125】短期震荡，重视安可集成,国盛证券研究所
1819,2019-11-22,赣锋锂业急涨近7% 特斯拉新年前交付国产新车,新浪
1820,2019-11-21,[互动]恒邦股份：大修的生产线已于6月份恢复正常生产,全景网
1821,2019-11-20,【每日金属资讯】铜精矿现货加工费持续处于冶炼商盈亏平衡线下、大冶有色投建40万吨铜冶炼厂、自由港看空明年铜精矿加工费,有色钢铁杨坤河
1822,2019-11-20,生意社：供需两淡 铜价窄幅震荡,生意社
1823,2019-11-20,大冶有色开始建设一座年产能40万吨新铜冶炼厂,长江有色
1824,2019-11-20,鞍钢现反弹近半成 收复10天及20天线,新浪
1825,2019-11-20,报告 | 2019年10月江西省A股上市公司市值排行榜 2家公司市值超400亿,挖贝网
1826,2019-11-20,铜管制造的先行者，规模和评级均尚可 | 海亮转债发行定价及申购建议,债市覃谈
1827,2019-11-18,中信证券：流动性宽松和经济回暖 工业品消费有望复苏,证券时报网
1828,2019-11-18,融资客青睐14股，城投控股买入占比高达50.62%,Wind
1829,2019-11-18,周期｜2020年投资策略：宽松周期下的需求复苏和盈利回升,中信证券研究
1830,2019-11-18,A吃A案例增至6起 三家拟被收购方实控人质押率超70% 股票质押异常,新浪
1831,2019-11-18,【有色】关注碳酸锂边际改善和全球宽松带来基本金属修复,天风研究
1832,2019-11-15,“保险+期货”之花在江西大地绽放,期货日报
